actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
637,PT02M00.00S,2020-01-14T02:46:12.6Z,4,REGULAR,substitution,in,[],1627853,,,1610612741,111,95,2020-01-14T02:46:56Z,6300000,,,0,,substitution in Arcidiacono,[1627853],1610612741.0,CHI,,,,Arcidiacono,R. Arcidiacono,,,,,,,,,,,,,,,,,,,,,,,,
638,PT02M00.00S,2020-01-14T02:46:12.6Z,4,REGULAR,substitution,in,[],1626245,,,1610612741,111,95,2020-01-14T02:46:56Z,6310000,,,0,,substitution in Felicio,[1626245],1610612741.0,CHI,,,,Felicio,C. Felicio,,,,,,,,,,,,,,,,,,,,,,,,
639,PT01M47.00S,2020-01-14T02:47:11.8Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627885,85.89027595269383,37.32383578431372,1610612741,111,95,2020-01-14T02:47:20Z,6320000,-63.0,80.0,1,right,MISS S. Harrison 11' jumpshot,[1627885],1610612741.0,CHI,pullup,,,Harrison,S. Harrison,,,,,10.65,Missed,,,,,,,,,,,,,,,,,,
640,PT01M45.00S,2020-01-14T02:47:13.8Z,4,REGULAR,rebound,defensive,[],1629750,,,1610612738,111,95,2020-01-14T02:47:20Z,6330000,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,639.0,1.0,1.0,0.0,,,,,,,,,,,,,
641,PT01M33.00S,2020-01-14T02:47:26.6Z,4,REGULAR,2pt,jumpshot,[],1629738,20.318659658344284,29.725796568627448,1610612738,111,95,2020-01-14T02:47:36Z,6340000,101.0,138.0,1,left,MISS V. Poirier 18' jumpshot,[1629738],1610612738.0,BOS,turnaround,,,Poirier,V. Poirier,,,,,17.61,Missed,,,,,,,,,,,,,,,,,,
642,PT01M31.00S,2020-01-14T02:47:28.6Z,4,REGULAR,rebound,defensive,[],1627885,,,1610612741,111,95,2020-01-14T02:47:44Z,6350000,,,0,,S. Harrison REBOUND (Off:0 Def:1),[1627885],1610612741.0,CHI,,,,Harrison,S. Harrison,,,,,,,,641.0,1.0,1.0,0.0,,,,,,,,,,,,,
643,PT01M19.00S,2020-01-14T02:47:41.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202954,,,1610612741,111,95,2020-01-14T02:47:52Z,6360000,,,0,,B. Wanamaker FOUL personal (1 PF) (Harrison inpenalty),"[202954, 1627885]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,1193.0,1.0,0.0,Harrison,1627885.0,,,,,,,,
645,PT01M19.00S,2020-01-14T02:48:06.7Z,4,REGULAR,freethrow,1of2,[],1627885,,,1610612741,111,95,2020-01-14T02:48:06Z,6380000,,,0,,MISS S. Harrison freethrow 1of2,[1627885],1610612741.0,CHI,,,,Harrison,S. Harrison,,,,,,Missed,,,,,,,,,,,,,,,,,,
646,PT01M19.00S,2020-01-14T02:48:06.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,111,95,2020-01-14T02:48:06Z,6390000,,,0,,Team offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,645.0,,,,,,,,,,,,,,,,
647,PT01M19.00S,2020-01-14T02:48:21.4Z,4,REGULAR,freethrow,2of2,[],1627885,,,1610612741,111,96,2020-01-14T02:48:21Z,6400000,,,0,,S. Harrison freethrow 2of2 (1 PTS),[1627885],1610612741.0,CHI,,,,Harrison,S. Harrison,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
648,PT01M04.00S,2020-01-14T02:48:40.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627853,,,1610612738,111,96,2020-01-14T02:48:57Z,6410000,,,0,,R. Arcidiacono FOUL personal (2 PF) (Langford inpenalty),"[1627853, 1629641]",1610612741.0,CHI,shooting,,,Arcidiacono,R. Arcidiacono,,,,,,,,,,,,1199.0,2.0,0.0,Langford,1629641.0,,,,,,,,
650,PT01M04.00S,2020-01-14T02:48:59.1Z,4,REGULAR,freethrow,1of2,[],1629641,,,1610612738,112,96,2020-01-14T02:48:59Z,6430000,,,0,,R. Langford freethrow 1of2 (1 PTS),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
651,PT01M04.00S,2020-01-14T02:49:11.3Z,4,REGULAR,freethrow,2of2,[],1629641,,,1610612738,113,96,2020-01-14T02:49:11Z,6440000,,,0,,R. Langford freethrow 2of2 (2 PTS),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
652,PT00M54.00S,2020-01-14T02:49:23.5Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627756,80.23981603153744,36.34344362745098,1610612741,113,98,2020-01-14T02:49:37Z,6450000,-68.0,133.0,1,right,D. Valentine 15' jumpshot (2 PTS),[1627756],1610612741.0,CHI,floating,,,Valentine,D. Valentine,,,,,15.46,Made,2.0,,,,,,,,,,,,,,,,,
653,PT00M33.40S,2020-01-14T02:49:48.0Z,4,REGULAR,2pt,hook,['pointsinthepaint'],1629738,7.5722733245729295,58.15716911764706,1610612738,113,98,2020-01-14T02:50:08Z,6460000,-41.0,19.0,1,left,MISS V. Poirier hook,[1629738],1610612738.0,BOS,driving,,,Poirier,V. Poirier,,,,,4.74,Missed,,,,,,,,,,,,,,,,,,
654,PT00M29.20S,2020-01-14T02:49:52.2Z,4,REGULAR,rebound,defensive,[],1627756,,,1610612741,113,98,2020-01-14T02:50:02Z,6470000,,,0,,D. Valentine REBOUND (Off:0 Def:1),[1627756],1610612741.0,CHI,,,,Valentine,D. Valentine,,,,,,,,653.0,1.0,1.0,0.0,,,,,,,,,,,,,
655,PT00M18.90S,2020-01-14T02:50:02.4Z,4,REGULAR,3pt,jumpshot,[],1627756,75.64060446780552,14.039522058823529,1610612741,113,101,2020-01-14T02:50:11Z,6480000,-180.0,176.0,1,right,D. Valentine 26' 3PT  (5 PTS),[1627756],1610612741.0,CHI,,,,Valentine,D. Valentine,,,,,25.58,Made,5.0,,,,,,,,,,,,,,,,,
656,PT00M00.00S,2020-01-14T02:50:27.8Z,4,REGULAR,period,end,[],0,,,1610612738,113,101,2020-01-14T02:50:27Z,6490000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT00M00.00S,2020-01-14T02:51:26.7Z,4,REGULAR,game,end,[],0,,,0,113,101,2020-01-14T02:51:26Z,6500000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
