actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
357,PT11M22.00S,2019-12-21T01:50:11.2Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",203083,5.962549277266746,48.705575980392155,1610612765,60,48,2019-12-21T01:53:37Z,3430000,6.0,4.0,1,left,MISS A. Drummond layup Blocked,"[203083, 1628464]",1610612765.0,DET,,,,Drummond,A. Drummond,,,,,1.11,Missed,,,,,,,,,,,,,,,,,Theis,1628464.0,
358,PT11M22.00S,2019-12-21T01:50:11.2Z,3,REGULAR,block,,[],1628464,,,1610612765,60,48,2019-12-21T01:50:41Z,3440000,,,0,,D. Theis BLOCK (3 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT11M20.00S,2019-12-21T01:50:13.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,60,48,2019-12-21T01:51:07Z,3450000,,,0,,Team offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,357.0,,,,,,,,,,
360,PT11M19.00S,2019-12-21T01:50:45.8Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612765,60,48,2019-12-21T01:50:45Z,3460000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT11M16.00S,2019-12-21T01:50:47.5Z,3,REGULAR,2pt,jumpshot,"['2ndchance', 'fromturnover']",203503,14.241130091984232,9.489889705882348,1610612765,60,50,2019-12-21T01:55:06Z,3470000,203.0,81.0,1,left,T. Snell 22' jumpshot (5 PTS) (B. Brown 3 AST),"[203503, 1628971]",1610612765.0,DET,fadeaway,,,Snell,T. Snell,,,,,22.05,Made,5.0,B. Brown,1628971.0,3.0,,,,,,,,,,,,,,,
363,PT11M05.00S,2019-12-21T01:50:58.9Z,3,REGULAR,2pt,dunk,['pointsinthepaint'],1628464,93.2161629434954,52.13694852941176,1610612738,62,50,2019-12-21T01:55:56Z,3480000,11.0,11.0,1,right,D. Theis dunk (3 PTS) (K. Walker 6 AST),"[1628464, 202689]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,1.99,Made,3.0,K. Walker,202689.0,6.0,,,,,,,,,,,,,,,
366,PT10M49.00S,2019-12-21T01:51:14.5Z,3,REGULAR,2pt,dunk,['pointsinthepaint'],203083,5.831143232588701,49.19577205882353,1610612765,62,52,2019-12-21T01:51:23Z,3500000,4.0,2.0,1,left,A. Drummond dunk (6 PTS) (M. Morris 2 AST),"[203083, 202693]",1610612765.0,DET,reverse,,,Drummond,A. Drummond,,,,,0.88,Made,6.0,M. Morris,202693.0,2.0,,,,,,,,,,,,,,,
368,PT10M35.00S,2019-12-21T01:51:31.4Z,3,REGULAR,turnover,outofbounds,[],202689,,,1610612738,62,52,2019-12-21T01:52:00Z,3520000,,,0,,K. Walker TURNOVER outofbounds (4 TOV),[202689],1610612738.0,BOS,badpass,,,Walker,K. Walker,,,,,,,,,,,1626302.0,4.0,,,,,,,,,,,,,
369,PT10M23.00S,2019-12-21T01:51:47.7Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",203503,19.49737187910644,63.41145833333333,1610612765,62,52,2019-12-21T01:57:09Z,3530000,-67.0,131.0,1,left,MISS T. Snell 15' jumpshot,[203503],1610612765.0,DET,pullup,,,Snell,T. Snell,,,,,15.19,Missed,,,,,,,,,,,,,,,,,,,
370,PT10M21.00S,2019-12-21T01:51:49.7Z,3,REGULAR,rebound,defensive,[],1628400,,,1610612738,62,52,2019-12-21T01:52:08Z,3540000,,,0,,S. Ojeleye REBOUND (Off:1 Def:1),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,369.0,2.0,1.0,1.0,,,,,,,
371,PT10M15.00S,2019-12-21T01:51:56.7Z,3,REGULAR,3pt,jumpshot,[],202689,69.4316688567674,28.117340686274503,1610612738,62,52,2019-12-21T01:52:13Z,3550000,-109.0,235.0,1,right,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,26.4,Missed,,,,,,,,,,,,,,,,,,,
372,PT10M08.00S,2019-12-21T01:52:03.7Z,3,REGULAR,rebound,offensive,[],1628464,,,1610612738,62,52,2019-12-21T01:52:13Z,3560000,,,0,,D. Theis REBOUND (Off:2 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,371.0,5.0,3.0,2.0,,,,,,,
373,PT10M08.00S,2019-12-21T01:52:02.9Z,3,REGULAR,2pt,dunk,"['pointsinthepaint', '2ndchance']",1628464,95.0,50.0,1610612738,64,52,2019-12-21T01:52:03Z,3570000,0.0,-6.0,1,right,D. Theis dunk (5 PTS),[1628464],1610612738.0,BOS,tip,,,Theis,D. Theis,,,,,0.0,Made,5.0,,,,,,,,,,,,,,,,,,
374,PT09M53.00S,2019-12-21T01:52:19.4Z,3,REGULAR,2pt,layup,['pointsinthepaint'],203083,6.093955321944804,54.58792892156863,1610612765,64,52,2019-12-21T01:52:25Z,3580000,-23.0,5.0,1,left,MISS A. Drummond layup Blocked,"[203083, 1628464]",1610612765.0,DET,driving,,,Drummond,A. Drummond,,,,,2.51,Missed,,,,,,,,,,,,,,,,,Theis,1628464.0,
375,PT09M53.00S,2019-12-21T01:52:19.4Z,3,REGULAR,block,,[],1628464,,,1610612765,64,52,2019-12-21T01:52:21Z,3590000,,,0,,D. Theis BLOCK (4 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT09M50.00S,2019-12-21T01:52:22.4Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,64,52,2019-12-21T01:52:25Z,3600000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,374.0,4.0,4.0,0.0,,,,,,,
377,PT09M46.00S,2019-12-21T01:52:27.8Z,3,REGULAR,foul,personal,['2freethrow'],1628971,,,1610612738,64,52,2019-12-21T01:52:35Z,3610000,,,0,,B. Brown FOUL personal (2 PF) (Tatum 2freethrow),"[1628971, 1628369]",1610612765.0,DET,shooting,,,Brown,B. Brown,,,,,,,,,,,1626302.0,,,,,,,,2.0,0.0,Tatum,1628369.0,,,
379,PT09M46.00S,2019-12-21T01:52:53.2Z,3,REGULAR,freethrow,1of2,[],1628369,,,1610612738,65,52,2019-12-21T01:52:53Z,3630000,,,0,,J. Tatum freethrow 1of2 (16 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
380,PT09M46.00S,2019-12-21T01:53:07.5Z,3,REGULAR,freethrow,2of2,[],1628369,,,1610612738,66,52,2019-12-21T01:53:07Z,3640000,,,0,,J. Tatum freethrow 2of2 (17 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
383,PT09M32.00S,2019-12-21T01:53:23.4Z,3,REGULAR,turnover,badpass,[],202693,,,1610612765,66,52,2019-12-21T01:54:12Z,3650000,,,0,,M. Morris TURNOVER badpass (3 TOV) Stolen,"[202693, 1628400]",1610612765.0,DET,,,,Morris,M. Morris,,,,,,,,,,,,3.0,Ojeleye,1628400.0,,,,,,,,,,,
384,PT09M32.00S,2019-12-21T01:53:23.4Z,3,REGULAR,steal,,[],1628400,,,1610612738,66,52,2019-12-21T01:53:24Z,3660000,,,0,,S. Ojeleye STEAL (1 STL),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT09M25.00S,2019-12-21T01:53:30.5Z,3,REGULAR,turnover,outofbounds,[],202689,,,1610612738,66,52,2019-12-21T01:58:26Z,3670000,,,0,,K. Walker TURNOVER outofbounds (5 TOV),[202689],1610612738.0,BOS,badpass,,,Walker,K. Walker,,,,,,,,,,,1626301.0,5.0,,,,,,,,,,,,,
388,PT09M09.00S,2019-12-21T01:54:02.5Z,3,REGULAR,2pt,dunk,['fromturnover'],203083,7.276609724047319,33.50949754901961,1610612765,66,54,2019-12-21T01:59:29Z,3680000,82.0,16.0,1,left,A. Drummond 9' dunk (8 PTS) (B. Brown 4 AST),"[203083, 1628971]",1610612765.0,DET,,,,Drummond,A. Drummond,,,,,8.52,Made,8.0,B. Brown,1628971.0,4.0,,,,,,,,,,,,,,,
390,PT08M50.00S,2019-12-21T01:54:21.5Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628369,88.35413929040736,52.38204656862745,1610612738,68,54,2019-12-21T01:54:31Z,3700000,12.0,57.0,1,right,J. Tatum 6' layup (19 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,6.36,Made,19.0,,,,,,,,,,,,,,,,,,
391,PT08M46.00S,2019-12-21T01:54:29.8Z,3,REGULAR,foul,personal,[],1628464,,,1610612765,68,54,2019-12-21T01:54:39Z,3710000,,,0,,D. Theis FOUL personal (2 PF),"[1628464, 203083]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,1626302.0,,,,,,,,2.0,0.0,Drummond,203083.0,,,
393,PT08M41.00S,2019-12-21T01:54:50.1Z,3,REGULAR,3pt,jumpshot,[],1629004,33.163600525624176,49.685968137254896,1610612765,68,57,2019-12-21T01:54:54Z,3730000,2.0,259.0,1,left,S. Mykhailiuk 26' 3PT  (6 PTS) (B. Brown 5 AST),"[1629004, 1628971]",1610612765.0,DET,,,,Mykhailiuk,S. Mykhailiuk,,,,,26.47,Made,6.0,B. Brown,1628971.0,5.0,,,,,,,,,,,,,,,
395,PT08M19.00S,2019-12-21T01:55:11.5Z,3,REGULAR,3pt,jumpshot,[],1628369,75.21353482260184,11.695772058823522,1610612738,71,57,2019-12-21T01:55:16Z,3750000,-192.0,180.0,1,right,J. Tatum 27' 3PT  (22 PTS),[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,26.7,Made,22.0,,,,,,,,,,,,,,,,,,
396,PT08M00.00S,2019-12-21T01:55:30.9Z,3,REGULAR,turnover,badpass,[],1629004,,,1610612765,71,57,2019-12-21T01:55:55Z,3760000,,,0,,S. Mykhailiuk TURNOVER badpass (3 TOV) Stolen,"[1629004, 1628369]",1610612765.0,DET,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,3.0,Tatum,1628369.0,,,,,,,,,,,
397,PT08M00.00S,2019-12-21T01:55:30.9Z,3,REGULAR,steal,,[],1628369,,,1610612738,71,57,2019-12-21T01:55:33Z,3770000,,,0,,J. Tatum STEAL (2 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT07M45.00S,2019-12-21T01:55:47.9Z,3,REGULAR,turnover,outofbounds,[],202689,,,1610612738,71,57,2019-12-21T01:55:59Z,3780000,,,0,,K. Walker TURNOVER outofbounds (6 TOV),[202689],1610612738.0,BOS,badpass,,,Walker,K. Walker,,,,,,,,,,,202058.0,6.0,,,,,,,,,,,,,
399,PT07M36.00S,2019-12-21T01:56:09.4Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",1628971,5.962549277266746,46.25459558823529,1610612765,71,57,2019-12-21T02:02:48Z,3790000,19.0,4.0,1,left,MISS B. Brown jumpshot,[1628971],1610612765.0,DET,drivingfloatingbank,,,Brown,B. Brown,,,,,2.08,Missed,,,,,,,,,,,,,,,,,,,
400,PT07M34.00S,2019-12-21T01:56:10.8Z,3,REGULAR,rebound,offensive,[],1628971,,,1610612765,71,57,2019-12-21T01:56:10Z,3800000,,,0,,B. Brown REBOUND (Off:3 Def:1),[1628971],1610612765.0,DET,,,,Brown,B. Brown,,,,,,,,,,,,,,,399.0,4.0,1.0,3.0,,,,,,,
401,PT07M33.00S,2019-12-21T01:56:12.4Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628971,7.802233902759525,49.93106617647059,1610612765,71,57,2019-12-21T02:02:56Z,3810000,0.0,21.0,1,left,MISS B. Brown layup,[1628971],1610612765.0,DET,putback,,,Brown,B. Brown,,,,,2.63,Missed,,,,,,,,,,,,,,,,,,,
402,PT07M32.00S,2019-12-21T01:56:13.4Z,3,REGULAR,rebound,offensive,[],203083,,,1610612765,71,57,2019-12-21T01:56:55Z,3820000,,,0,,A. Drummond REBOUND (Off:2 Def:6),[203083],1610612765.0,DET,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,401.0,8.0,6.0,2.0,,,,,,,
403,PT07M32.00S,2019-12-21T01:56:15.8Z,3,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612765,71,57,2019-12-21T01:56:28Z,3830000,,,0,,D. Theis FOUL personal (3 PF) (Drummond 2freethrow),"[1628464, 203083]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,202058.0,,,,,,,,3.0,0.0,Drummond,203083.0,,,
405,PT07M32.00S,2019-12-21T01:56:43.2Z,3,REGULAR,freethrow,1of2,"['fromturnover', '2ndchance']",203083,,,1610612765,71,58,2019-12-21T01:57:03Z,3850000,,,0,,A. Drummond freethrow 1of2 (9 PTS),[203083],1610612765.0,DET,,,,Drummond,A. Drummond,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
406,PT07M32.00S,2019-12-21T01:56:43.2Z,3,REGULAR,freethrow,2of2,"['fromturnover', '2ndchance']",203083,,,1610612765,71,58,2019-12-21T01:57:03Z,3860000,,,0,,MISS A. Drummond freethrow 2of2,[203083],1610612765.0,DET,,,,Drummond,A. Drummond,,,,,,Missed,,,,,,,,,,,,,,,,,,,
407,PT07M30.00S,2019-12-21T01:56:45.2Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,71,58,2019-12-21T01:57:03Z,3870000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,406.0,5.0,5.0,0.0,,,,,,,
408,PT07M13.00S,2019-12-21T01:57:15.8Z,3,REGULAR,2pt,hook,['pointsinthepaint'],1628369,87.9599211563732,62.43106617647059,1610612738,73,58,2019-12-21T01:57:23Z,3880000,62.0,61.0,1,right,J. Tatum 9' hook (24 PTS) (K. Walker 7 AST),"[1628369, 202689]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,9.08,Made,24.0,K. Walker,202689.0,7.0,,,,,,,,,,,,,,,
410,PT06M56.00S,2019-12-21T01:57:32.6Z,3,REGULAR,3pt,jumpshot,[],1629004,31.45532194480947,35.22518382352942,1610612765,73,61,2019-12-21T01:57:37Z,3900000,74.0,243.0,1,left,S. Mykhailiuk 26' 3PT  (9 PTS) (A. Drummond 4 AST),"[1629004, 203083]",1610612765.0,DET,,,,Mykhailiuk,S. Mykhailiuk,,,,,25.94,Made,9.0,A. Drummond,203083.0,4.0,,,,,,,,,,,,,,,
412,PT06M30.00S,2019-12-21T01:57:59.1Z,3,REGULAR,turnover,lostball,[],202689,,,1610612738,73,61,2019-12-21T01:58:04Z,3920000,,,0,,K. Walker TURNOVER lostball (7 TOV) Stolen,"[202689, 203083]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,7.0,Drummond,203083.0,,,,,,,,,,,
413,PT06M30.00S,2019-12-21T01:57:59.1Z,3,REGULAR,steal,,[],203083,,,1610612765,73,61,2019-12-21T01:58:00Z,3930000,,,0,,A. Drummond STEAL (6 STL),[203083],1610612765.0,DET,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT06M27.00S,2019-12-21T01:58:02.4Z,3,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203083,5.962549277266746,50.42126225490196,1610612765,73,63,2019-12-21T01:58:10Z,3940000,-2.0,4.0,1,left,A. Drummond dunk (11 PTS),[203083],1610612765.0,DET,running,,,Drummond,A. Drummond,,,,,0.92,Made,11.0,,,,,,,,,,,,,,,,,,
415,PT06M01.00S,2019-12-21T01:58:28.0Z,3,REGULAR,3pt,jumpshot,[],1627759,80.99540078843627,90.8624387254902,1610612738,76,63,2019-12-21T01:58:33Z,3950000,204.0,126.0,1,right,J. Brown 24' 3PT  (22 PTS) (J. Tatum 2 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.3,Made,22.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,,,,,
417,PT05M51.00S,2019-12-21T01:58:38.6Z,3,REGULAR,turnover,lostball,[],1628971,,,1610612765,76,63,2019-12-21T01:58:41Z,3970000,,,0,,B. Brown TURNOVER lostball (4 TOV) Stolen,"[1628971, 1627759]",1610612765.0,DET,,,,Brown,B. Brown,,,,,,,,,,,,4.0,Brown,1627759.0,,,,,,,,,,,
418,PT05M51.00S,2019-12-21T01:58:38.6Z,3,REGULAR,steal,,[],1627759,,,1610612738,76,63,2019-12-21T01:58:40Z,3980000,,,0,,J. Brown STEAL (3 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT05M42.00S,2019-12-21T01:58:47.9Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",1627759,85.98883048620237,57.77420343137255,1610612738,78,63,2019-12-21T01:58:53Z,3990000,39.0,79.0,1,right,J. Brown 9' jumpshot (24 PTS) (J. Tatum 3 AST),"[1627759, 1628369]",1610612738.0,BOS,drivingfloating,,,Brown,J. Brown,,,,,9.32,Made,24.0,J. Tatum,1628369.0,3.0,,,,,,,,,,,,,,,
421,PT05M40.00S,2019-12-21T01:58:54.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,78,63,2019-12-21T01:58:54Z,4010000,,,0,,timeout full,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT05M40.00S,2019-12-21T02:01:25.5Z,3,REGULAR,substitution,out,[],1628971,,,1610612765,78,63,2019-12-21T02:01:41Z,4020000,,,0,,substitution out Brown,[1628971],1610612765.0,DET,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT05M40.00S,2019-12-21T02:01:25.5Z,3,REGULAR,substitution,out,[],203503,,,1610612765,78,63,2019-12-21T02:01:41Z,4030000,,,0,,substitution out Snell,[203503],1610612765.0,DET,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT05M40.00S,2019-12-21T02:01:25.5Z,3,REGULAR,substitution,in,[],204038,,,1610612765,78,63,2019-12-21T02:01:41Z,4040000,,,0,,substitution in Galloway,[204038],1610612765.0,DET,,,,Galloway,L. Galloway,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT05M40.00S,2019-12-21T02:01:25.5Z,3,REGULAR,substitution,in,[],201565,,,1610612765,78,63,2019-12-21T02:01:41Z,4050000,,,0,,substitution in Rose,[201565],1610612765.0,DET,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT05M30.00S,2019-12-21T02:02:06.7Z,3,REGULAR,3pt,jumpshot,[],1629004,20.811432325886997,9.489889705882348,1610612765,78,63,2019-12-21T02:02:17Z,4060000,203.0,143.0,1,left,MISS S. Mykhailiuk 25' 3PT,[1629004],1610612765.0,DET,,,,Mykhailiuk,S. Mykhailiuk,,,,,25.13,Missed,,,,,,,,,,,,,,,,,,,
427,PT05M28.00S,2019-12-21T02:02:08.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,78,63,2019-12-21T02:02:17Z,4070000,,,0,,Team offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,426.0,,,,,,,,,,
428,PT05M28.00S,2019-12-21T02:02:14.0Z,3,REGULAR,foul,personal,[],1628464,,,1610612765,78,63,2019-12-21T02:02:24Z,4080000,,,0,,D. Theis FOUL personal (4 PF),"[1628464, 203083]",1610612738.0,BOS,looseball,,,Theis,D. Theis,,,,,,,,,,,1626301.0,,,,,,,,4.0,0.0,Drummond,203083.0,,,
430,PT05M16.00S,2019-12-21T02:02:54.7Z,3,REGULAR,turnover,3secviolation,[],203083,,,1610612765,78,63,2019-12-21T02:03:03Z,4100000,,,0,,A. Drummond TURNOVER 3secviolation (5 TOV),[203083],1610612765.0,DET,,,,Drummond,A. Drummond,,,,,,,,,,,202058.0,5.0,,,,,,,,,,,,,
431,PT05M00.00S,2019-12-21T02:03:15.1Z,3,REGULAR,3pt,jumpshot,['fromturnover'],1628369,65.88370565045992,39.39185049019608,1610612738,78,63,2019-12-21T02:05:57Z,4110000,-53.0,268.0,1,right,MISS J. Tatum 28' 3PT,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,27.88,Missed,,,,,,,,,,,,,,,,,,,
432,PT04M58.00S,2019-12-21T02:03:17.1Z,3,REGULAR,rebound,defensive,[],1629004,,,1610612765,78,63,2019-12-21T02:03:18Z,4120000,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:2),[1629004],1610612765.0,DET,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,431.0,2.0,2.0,0.0,,,,,,,
433,PT04M51.00S,2019-12-21T02:03:24.4Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],201565,18.7089356110381,47.48008578431373,1610612765,78,63,2019-12-21T02:06:03Z,4130000,13.0,123.0,1,left,MISS D. Rose 13' jumpshot,[201565],1610612765.0,DET,floating,,,Rose,D. Rose,,,,,12.95,Missed,,,,,,,,,,,,,,,,,,,
434,PT04M49.00S,2019-12-21T02:03:26.4Z,3,REGULAR,rebound,offensive,[],203083,,,1610612765,78,63,2019-12-21T02:03:26Z,4140000,,,0,,A. Drummond REBOUND (Off:3 Def:6),[203083],1610612765.0,DET,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,433.0,9.0,6.0,3.0,,,,,,,
435,PT04M48.00S,2019-12-21T02:03:28.0Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",203083,4.911300919842304,48.950674019607845,1610612765,78,63,2019-12-21T02:03:37Z,4150000,5.0,-6.0,1,left,MISS A. Drummond layup Blocked,"[203083, 202689]",1610612765.0,DET,putback,,,Drummond,A. Drummond,,,,,0.53,Missed,,,,,,,,,,,,,,,,,Walker,202689.0,
436,PT04M48.00S,2019-12-21T02:03:28.0Z,3,REGULAR,block,,[],202689,,,1610612765,78,63,2019-12-21T02:04:39Z,4160000,,,0,,K. Walker BLOCK (1 BLK),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT04M46.00S,2019-12-21T02:03:30.0Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,78,63,2019-12-21T02:03:37Z,4170000,,,0,,K. Walker REBOUND (Off:0 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,435.0,2.0,2.0,0.0,,,,,,,
438,PT04M43.00S,2019-12-21T02:03:34.0Z,3,REGULAR,2pt,dunk,"['pointsinthepaint', 'fastbreak']",1628464,93.47897503285151,49.93106617647059,1610612738,80,63,2019-12-21T02:03:57Z,4180000,0.0,9.0,1,right,D. Theis dunk (7 PTS) (J. Brown 5 AST),"[1628464, 1627759]",1610612738.0,BOS,alleyoop,,,Theis,D. Theis,,,,,1.43,Made,7.0,J. Brown,1627759.0,5.0,,,,,,,,,,,,,,,
440,PT04M43.00S,2019-12-21T02:03:38.2Z,3,REGULAR,foul,personal,['1freethrow'],1629004,,,1610612738,80,63,2019-12-21T02:03:57Z,4200000,,,0,,S. Mykhailiuk FOUL personal (1 PF) (Theis 1freethrow),"[1629004, 1628464]",1610612765.0,DET,shooting,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,1626301.0,,,,,,,,1.0,0.0,Theis,1628464.0,,,
442,PT04M43.00S,2019-12-21T02:03:57.9Z,3,REGULAR,substitution,out,[],202689,,,1610612738,80,63,2019-12-21T02:04:46Z,4220000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT04M43.00S,2019-12-21T02:03:57.9Z,3,REGULAR,substitution,in,[],202954,,,1610612738,80,63,2019-12-21T02:04:46Z,4230000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT04M43.00S,2019-12-21T02:04:02.7Z,3,REGULAR,freethrow,1of1,['fastbreak'],1628464,,,1610612738,81,63,2019-12-21T02:04:02Z,4240000,,,0,,D. Theis freethrow 1of1 (8 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
445,PT04M24.00S,2019-12-21T02:04:27.7Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612765,81,63,2019-12-21T02:04:27Z,4250000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT04M22.00S,2019-12-21T02:04:43.9Z,3,REGULAR,3pt,jumpshot,[],203083,31.32391590013141,72.9702818627451,1610612765,81,63,2019-12-21T02:05:12Z,4260000,-115.0,242.0,1,left,MISS A. Drummond 27' 3PT,[203083],1610612765.0,DET,,,,Drummond,A. Drummond,,,,,27.28,Missed,,,,,,,,,,,,,,,,,,,
447,PT04M20.00S,2019-12-21T02:04:45.9Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,81,63,2019-12-21T02:05:12Z,4270000,,,0,,D. Theis REBOUND (Off:2 Def:4),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,446.0,6.0,4.0,2.0,,,,,,,
448,PT04M07.00S,2019-12-21T02:05:01.7Z,3,REGULAR,foul,personal,[],202693,,,1610612738,81,63,2019-12-21T02:05:07Z,4280000,,,0,,M. Morris FOUL personal (3 PF),"[202693, 1628400]",1610612765.0,DET,,,,Morris,M. Morris,,,,,,,,,,,202058.0,,,,,,,,3.0,0.0,Ojeleye,1628400.0,,,
450,PT04M07.00S,2019-12-21T02:05:19.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,81,63,2019-12-21T02:05:19Z,4300000,,,0,,timeout full,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT04M07.00S,2019-12-21T02:07:14.0Z,3,REGULAR,substitution,out,[],1628400,,,1610612738,81,63,2019-12-21T02:07:32Z,4310000,,,0,,substitution out Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT04M07.00S,2019-12-21T02:07:14.0Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,81,63,2019-12-21T02:07:32Z,4320000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
