actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
176,PT10M00.00S,2019-12-21T01:08:08.0Z,2,REGULAR,steal,,[],1628464,,,1610612738,32,31,2019-12-21T01:38:12Z,1710000,,,0,,D. Theis STEAL (1 STL),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT09M56.00S,2019-12-21T01:08:13.6Z,2,REGULAR,foul,personal,['2freethrow'],1627748,,,1610612738,32,31,2019-12-21T01:08:27Z,1720000,,,0,,T. Maker FOUL personal (1 PF) (Brown 2freethrow),"[1627748, 1627759]",1610612765.0,DET,shooting,,,Maker,T. Maker,,,,,,,,,,,1626302.0,,,,,,,,1.0,0.0,Brown,1627759.0,,,
179,PT09M56.00S,2019-12-21T01:08:37.8Z,2,REGULAR,freethrow,1of2,['fromturnover'],1627759,,,1610612738,32,31,2019-12-21T01:08:37Z,1740000,,,0,,MISS J. Brown freethrow 1of2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
180,PT09M56.00S,2019-12-21T01:08:37.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,32,31,2019-12-21T01:08:37Z,1750000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,179.0,,,,,,,,,,
181,PT09M56.00S,2019-12-21T01:08:50.9Z,2,REGULAR,freethrow,2of2,['fromturnover'],1627759,,,1610612738,33,31,2019-12-21T01:08:50Z,1760000,,,0,,J. Brown freethrow 2of2 (5 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
182,PT09M44.00S,2019-12-21T01:09:05.0Z,2,REGULAR,3pt,jumpshot,[],203503,93.87319316688567,3.3624387254901933,1610612765,33,31,2019-12-21T01:09:13Z,1770000,-233.0,5.0,1,right,MISS T. Snell 23' 3PT,[203503],1610612765.0,DET,,,,Snell,T. Snell,,,,,23.34,Missed,,,,,,,,,,,,,,,,,,,
183,PT09M43.00S,2019-12-21T01:09:06.0Z,2,REGULAR,rebound,defensive,[],1629750,,,1610612738,33,31,2019-12-21T01:09:13Z,1780000,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,182.0,1.0,1.0,0.0,,,,,,,
184,PT09M37.00S,2019-12-21T01:09:15.4Z,2,REGULAR,foul,personal,['2freethrow'],202693,,,1610612738,33,31,2019-12-21T01:09:37Z,1790000,,,0,,M. Morris FOUL personal (2 PF) (Wanamaker 2freethrow),"[202693, 202954]",1610612765.0,DET,shooting,,,Morris,M. Morris,,,,,,,,,,,1626301.0,,,,,,,,2.0,0.0,Wanamaker,202954.0,,,
186,PT09M37.00S,2019-12-21T01:09:38.0Z,2,REGULAR,freethrow,1of2,[],202954,,,1610612738,34,31,2019-12-21T01:09:38Z,1810000,,,0,,B. Wanamaker freethrow 1of2 (1 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
187,PT09M37.00S,2019-12-21T01:09:56.7Z,2,REGULAR,freethrow,2of2,[],202954,,,1610612738,35,31,2019-12-21T01:09:56Z,1820000,,,0,,B. Wanamaker freethrow 2of2 (2 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
188,PT09M28.00S,2019-12-21T01:10:10.4Z,2,REGULAR,2pt,jumpshot,[],201565,83.62352168199737,67.08792892156863,1610612765,35,31,2019-12-21T01:10:18Z,1830000,85.0,101.0,1,right,MISS D. Rose 14' jumpshot,[201565],1610612765.0,DET,drivingfloating,,,Rose,D. Rose,,,,,13.68,Missed,,,,,,,,,,,,,,,,,,,
189,PT09M27.00S,2019-12-21T01:10:11.4Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,35,31,2019-12-21T01:10:18Z,1840000,,,0,,J. Brown REBOUND (Off:1 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,188.0,5.0,4.0,1.0,,,,,,,
190,PT09M18.00S,2019-12-21T01:10:20.3Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1627759,8.722076215505908,60.22518382352941,1610612738,37,31,2019-12-21T01:10:23Z,1850000,-51.0,29.0,1,left,J. Brown 6' layup (7 PTS),[1627759],1610612738.0,BOS,drivingfingerroll,,,Brown,J. Brown,,,,,6.19,Made,7.0,,,,,,,,,,,,,,,,,,
191,PT09M10.00S,2019-12-21T01:10:28.8Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627748,82.30946123521682,65.8624387254902,1610612765,37,31,2019-12-21T01:10:36Z,1860000,79.0,114.0,1,right,MISS T. Maker 14' jumpshot,[1627748],1610612765.0,DET,,,,Maker,T. Maker,,,,,14.33,Missed,,,,,,,,,,,,,,,,,,,
192,PT09M09.00S,2019-12-21T01:10:30.3Z,2,REGULAR,rebound,offensive,[],1627748,,,1610612765,37,31,2019-12-21T01:10:30Z,1870000,,,0,,T. Maker REBOUND (Off:2 Def:0),[1627748],1610612765.0,DET,,,,Maker,T. Maker,,,,,,,,,,,,,,,191.0,2.0,0.0,2.0,,,,,,,
193,PT09M03.00S,2019-12-21T01:10:41.9Z,2,REGULAR,foul,personal,[],1627759,,,1610612765,37,31,2019-12-21T01:14:06Z,1880000,,,0,,J. Brown FOUL personal (1 PF),"[1627759, 202693]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,1626301.0,,,,,,,,1.0,0.0,Morris,202693.0,,,
196,PT09M03.00S,2019-12-21T01:11:01.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,37,31,2019-12-21T01:14:06Z,1910000,,,0,,timeout full,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M03.00S,2019-12-21T01:11:35.3Z,2,REGULAR,instantreplay,challenge,[],0,,,1610612765,37,31,2019-12-21T01:14:06Z,1920000,,,0,,,[],1610612765.0,DET,overturned,,,,,,,,,,,,,,,202058.0,,,,,,,,,,,,,,Corrected to Personal Foul on J. Brown
198,PT08M55.00S,2019-12-21T01:14:19.9Z,2,REGULAR,turnover,outofbounds,[],201565,,,1610612765,37,31,2019-12-21T01:14:25Z,1930000,,,0,,D. Rose TURNOVER outofbounds (3 TOV),[201565],1610612765.0,DET,badpass,,,Rose,D. Rose,,,,,,,,,,,1626301.0,3.0,,,,,,,,,,,,,
199,PT08M36.00S,2019-12-21T01:14:46.3Z,2,REGULAR,2pt,jumpshot,['fromturnover'],1628464,22.651116951379763,45.76439950980392,1610612738,37,31,2019-12-21T01:14:54Z,1940000,21.0,160.0,1,left,MISS D. Theis 17' jumpshot,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,16.72,Missed,,,,,,,,,,,,,,,,,,,
200,PT08M35.00S,2019-12-21T01:14:47.3Z,2,REGULAR,rebound,offensive,[],1629684,,,1610612738,37,31,2019-12-21T01:14:54Z,1950000,,,0,,G. Williams REBOUND (Off:1 Def:0),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,199.0,1.0,0.0,1.0,,,,,,,
201,PT08M35.00S,2019-12-21T01:14:50.6Z,2,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1629684,5.0,50.0,1610612738,39,31,2019-12-21T01:15:00Z,1960000,0.0,-6.0,1,left,G. Williams layup (7 PTS),[1629684],1610612738.0,BOS,tip,,,Williams,G. Williams,,,,,0.0,Made,7.0,,,,,,,,,,,,,,,,,,
202,PT08M18.00S,2019-12-21T01:15:04.4Z,2,REGULAR,turnover,badpass,[],1627748,,,1610612765,39,31,2019-12-21T01:15:08Z,1970000,,,0,,T. Maker TURNOVER badpass (1 TOV) Stolen,"[1627748, 202954]",1610612765.0,DET,,,,Maker,T. Maker,,,,,,,,,,,,1.0,Wanamaker,202954.0,,,,,,,,,,,
203,PT08M18.00S,2019-12-21T01:15:04.4Z,2,REGULAR,steal,,[],202954,,,1610612738,39,31,2019-12-21T01:15:59Z,1980000,,,0,,B. Wanamaker STEAL (2 STL),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M14.00S,2019-12-21T01:15:08.8Z,2,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629750,5.568331143232584,51.646752450980394,1610612738,41,31,2019-12-21T01:15:17Z,1990000,-8.0,0.0,1,left,J. Green dunk (4 PTS) (B. Wanamaker 2 AST),"[1629750, 202954]",1610612738.0,BOS,running,,,Green,J. Green,,,,,0.98,Made,4.0,B. Wanamaker,202954.0,2.0,,,,,,,,,,,,,,,
206,PT07M55.00S,2019-12-21T01:15:27.3Z,2,REGULAR,2pt,hook,['pointsinthepaint'],1627748,87.82851511169514,53.607536764705884,1610612765,41,31,2019-12-21T01:15:36Z,2010000,18.0,62.0,1,right,MISS T. Maker 7' hook,[1627748],1610612765.0,DET,driving,,,Maker,T. Maker,,,,,6.98,Missed,,,,,,,,,,,,,,,,,,,
207,PT07M53.00S,2019-12-21T01:15:29.3Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,41,31,2019-12-21T01:15:36Z,2020000,,,0,,D. Theis REBOUND (Off:0 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,206.0,1.0,1.0,0.0,,,,,,,
208,PT07M47.00S,2019-12-21T01:15:35.6Z,2,REGULAR,turnover,badpass,[],1627759,,,1610612738,41,31,2019-12-21T01:15:42Z,2030000,,,0,,J. Brown TURNOVER badpass (2 TOV) Stolen,"[1627759, 202693]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,2.0,Morris,202693.0,,,,,,,,,,,
209,PT07M47.00S,2019-12-21T01:15:35.6Z,2,REGULAR,steal,,[],202693,,,1610612765,41,31,2019-12-21T01:15:40Z,2040000,,,0,,M. Morris STEAL (1 STL),[202693],1610612765.0,DET,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M41.00S,2019-12-21T01:15:41.2Z,2,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627748,92.82194480946123,50.666360294117645,1610612765,41,33,2019-12-21T01:15:45Z,2050000,3.0,15.0,1,right,T. Maker dunk (8 PTS) (D. Rose 2 AST),"[1627748, 201565]",1610612765.0,DET,alleyoop,,,Maker,T. Maker,,,,,2.08,Made,8.0,D. Rose,201565.0,2.0,,,,,,,,,,,,,,,
212,PT07M41.00S,2019-12-21T01:15:48.6Z,2,REGULAR,violation,delayofgame,['team'],0,,,1610612738,41,33,2019-12-21T01:15:53Z,2070000,,,0,,Team violation delayofgame,[],1610612765.0,DET,,,,,,,,,,,,,,,,1626302.0,,,,,,,,,,,,,,
213,PT07M24.00S,2019-12-21T01:16:12.9Z,2,REGULAR,2pt,jumpshot,[],202954,14.848883048620237,30.300245098039213,1610612738,43,33,2019-12-21T01:16:19Z,2080000,98.0,87.0,1,left,B. Wanamaker 14' jumpshot (4 PTS) (D. Theis 1 AST),"[202954, 1628464]",1610612738.0,BOS,drivingfloating,,,Wanamaker,B. Wanamaker,,,,,13.52,Made,4.0,D. Theis,1628464.0,1.0,,,,,,,,,,,,,,,
214,PT07M07.00S,2019-12-21T01:16:29.7Z,2,REGULAR,3pt,jumpshot,[],202693,66.27792378449408,49.93106617647059,1610612765,43,33,2019-12-21T01:16:35Z,2090000,0.0,264.0,1,right,MISS M. Morris 27' 3PT,[202693],1610612765.0,DET,,,,Morris,M. Morris,,,,,27.0,Missed,,,,,,,,,,,,,,,,,,,
215,PT07M05.00S,2019-12-21T01:16:31.7Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,43,33,2019-12-21T01:16:35Z,2100000,,,0,,D. Theis REBOUND (Off:0 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,214.0,2.0,2.0,0.0,,,,,,,
216,PT06M54.00S,2019-12-21T01:16:43.6Z,2,REGULAR,2pt,jumpshot,[],202954,25.936268068331145,43.31341911764706,1610612738,43,33,2019-12-21T01:16:51Z,2110000,33.0,191.0,1,left,MISS B. Wanamaker 20' jumpshot,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,19.96,Missed,,,,,,,,,,,,,,,,,,,
217,PT06M53.00S,2019-12-21T01:16:44.6Z,2,REGULAR,rebound,offensive,[],1628464,,,1610612738,43,33,2019-12-21T01:16:51Z,2120000,,,0,,D. Theis REBOUND (Off:1 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,216.0,3.0,2.0,1.0,,,,,,,
218,PT06M51.00S,2019-12-21T01:16:48.6Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612738,43,33,2019-12-21T01:16:48Z,2130000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M51.00S,2019-12-21T01:16:49.4Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,43,33,2019-12-21T01:17:03Z,2140000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M51.00S,2019-12-21T01:16:49.4Z,2,REGULAR,substitution,out,[],1629750,,,1610612738,43,33,2019-12-21T01:17:03Z,2150000,,,0,,substitution out Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M51.00S,2019-12-21T01:16:49.4Z,2,REGULAR,substitution,out,[],1627748,,,1610612738,43,33,2019-12-21T01:17:03Z,2160000,,,0,,substitution out Maker,[1627748],1610612765.0,DET,,,,Maker,T. Maker,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M51.00S,2019-12-21T01:16:49.4Z,2,REGULAR,substitution,out,[],201565,,,1610612738,43,33,2019-12-21T01:17:03Z,2170000,,,0,,substitution out Rose,[201565],1610612765.0,DET,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M51.00S,2019-12-21T01:16:49.4Z,2,REGULAR,substitution,in,[],202689,,,1610612738,43,33,2019-12-21T01:17:03Z,2180000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M51.00S,2019-12-21T01:16:49.4Z,2,REGULAR,substitution,in,[],1628400,,,1610612738,43,33,2019-12-21T01:17:03Z,2190000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M51.00S,2019-12-21T01:16:49.4Z,2,REGULAR,substitution,in,[],203083,,,1610612738,43,33,2019-12-21T01:17:03Z,2200000,,,0,,substitution in Drummond,[203083],1610612765.0,DET,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M51.00S,2019-12-21T01:16:49.4Z,2,REGULAR,substitution,in,[],1628971,,,1610612738,43,33,2019-12-21T01:17:03Z,2210000,,,0,,substitution in Brown,[1628971],1610612765.0,DET,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M42.00S,2019-12-21T01:17:18.5Z,2,REGULAR,2pt,jumpshot,['2ndchance'],202689,21.994086727989497,44.29381127450981,1610612738,43,33,2019-12-21T01:17:25Z,2220000,29.0,154.0,1,left,MISS K. Walker 16' jumpshot,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,16.22,Missed,,,,,,,,,,,,,,,,,,,
228,PT06M40.00S,2019-12-21T01:17:20.5Z,2,REGULAR,rebound,defensive,[],203083,,,1610612765,43,33,2019-12-21T01:17:25Z,2230000,,,0,,A. Drummond REBOUND (Off:0 Def:4),[203083],1610612765.0,DET,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,227.0,4.0,4.0,0.0,,,,,,,
229,PT06M23.00S,2019-12-21T01:17:39.1Z,2,REGULAR,foul,personal,[],202954,,,1610612765,43,33,2019-12-21T01:17:51Z,2240000,,,0,,B. Wanamaker FOUL personal (1 PF),"[202954, 1628971]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,1626301.0,,,,,,,,1.0,0.0,Brown,1628971.0,,,
231,PT06M23.00S,2019-12-21T01:17:49.7Z,2,REGULAR,substitution,out,[],203503,,,1610612765,43,33,2019-12-21T01:17:53Z,2260000,,,0,,substitution out Snell,[203503],1610612765.0,DET,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M23.00S,2019-12-21T01:17:49.7Z,2,REGULAR,substitution,in,[],1629004,,,1610612765,43,33,2019-12-21T01:17:53Z,2270000,,,0,,substitution in Mykhailiuk,[1629004],1610612765.0,DET,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M09.00S,2019-12-21T01:18:17.1Z,2,REGULAR,2pt,jumpshot,[],204038,93.34756898817345,15.617340686274503,1610612765,43,33,2019-12-21T01:18:31Z,2280000,-172.0,10.0,1,right,MISS L. Galloway 17' jumpshot Blocked,"[204038, 1628464]",1610612765.0,DET,fadeaway,,,Galloway,L. Galloway,,,,,17.26,Missed,,,,,,,,,,,,,,,,,Theis,1628464.0,
234,PT06M09.00S,2019-12-21T01:18:17.1Z,2,REGULAR,block,,[],1628464,,,1610612765,43,33,2019-12-21T01:18:20Z,2290000,,,0,,D. Theis BLOCK (1 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M08.00S,2019-12-21T01:18:18.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,43,33,2019-12-21T01:18:31Z,2300000,,,0,,Team offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,233.0,,,,,,,,,,
239,PT06M08.00S,2019-12-21T01:18:31.5Z,2,REGULAR,turnover,shotclock,['team'],0,,,1610612765,43,33,2019-12-21T01:19:04Z,2310000,,,0,,Team TURNOVER shotclock,[],1610612765.0,DET,,,,,,,,,,,,,,,,1626301.0,,,,,,,,,,,,,,
237,PT05M57.00S,2019-12-21T01:18:45.9Z,2,REGULAR,foul,personal,['2freethrow'],1628971,,,1610612738,43,33,2019-12-21T01:18:53Z,2320000,,,0,,B. Brown FOUL personal (1 PF) (Walker 2freethrow),"[1628971, 202689]",1610612765.0,DET,shooting,,,Brown,B. Brown,,,,,,,,,,,1626302.0,,,,,,,,1.0,0.0,Walker,202689.0,,,
240,PT05M57.00S,2019-12-21T01:19:07.3Z,2,REGULAR,freethrow,1of2,['fromturnover'],202689,,,1610612738,43,33,2019-12-21T01:19:07Z,2340000,,,0,,MISS K. Walker freethrow 1of2,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Missed,,,,,,,,,,,,,,,,,,,
241,PT05M57.00S,2019-12-21T01:19:07.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,43,33,2019-12-21T01:19:07Z,2350000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,240.0,,,,,,,,,,
242,PT05M57.00S,2019-12-21T01:19:21.0Z,2,REGULAR,freethrow,2of2,['fromturnover'],202689,,,1610612738,44,33,2019-12-21T01:19:21Z,2360000,,,0,,K. Walker freethrow 2of2 (1 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
243,PT05M43.00S,2019-12-21T01:19:38.2Z,2,REGULAR,foul,personal,['2freethrow'],202954,,,1610612765,44,33,2019-12-21T01:19:52Z,2370000,,,0,,B. Wanamaker FOUL personal (2 PF) (Galloway 2freethrow),"[202954, 204038]",1610612738.0,BOS,shooting,,,Wanamaker,B. Wanamaker,,,,,,,,,,,1626302.0,,,,,,,,2.0,0.0,Galloway,204038.0,,,
245,PT05M43.00S,2019-12-21T01:20:07.3Z,2,REGULAR,freethrow,1of2,[],204038,,,1610612765,44,34,2019-12-21T01:20:07Z,2390000,,,0,,L. Galloway freethrow 1of2 (3 PTS),[204038],1610612765.0,DET,,,,Galloway,L. Galloway,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
257,PT05M43.00S,2019-12-21T01:20:23.6Z,2,REGULAR,substitution,out,[],1627759,,,1610612765,44,34,2019-12-21T01:21:36Z,2395000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M43.00S,2019-12-21T01:20:23.6Z,2,REGULAR,substitution,in,[],1629750,,,1610612765,44,34,2019-12-21T01:21:36Z,2397500,,,0,,substitution in Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M43.00S,2019-12-21T01:20:20.9Z,2,REGULAR,freethrow,2of2,[],204038,,,1610612765,44,35,2019-12-21T01:20:20Z,2400000,,,0,,L. Galloway freethrow 2of2 (4 PTS),[204038],1610612765.0,DET,,,,Galloway,L. Galloway,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
247,PT05M28.00S,2019-12-21T01:20:40.0Z,2,REGULAR,turnover,outofbounds,[],1629750,,,1610612738,44,35,2019-12-21T01:20:54Z,2410000,,,0,,J. Green TURNOVER outofbounds (2 TOV),[1629750],1610612738.0,BOS,badpass,,,Green,J. Green,,,,,,,,,,,1626302.0,2.0,,,,,,,,,,,,,
248,PT05M28.00S,2019-12-21T01:20:48.1Z,2,REGULAR,substitution,out,[],204038,,,1610612765,44,35,2019-12-21T01:21:08Z,2420000,,,0,,substitution out Galloway,[204038],1610612765.0,DET,,,,Galloway,L. Galloway,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M28.00S,2019-12-21T01:20:48.1Z,2,REGULAR,substitution,in,[],203503,,,1610612765,44,35,2019-12-21T01:21:08Z,2430000,,,0,,substitution in Snell,[203503],1610612765.0,DET,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M15.00S,2019-12-21T01:21:12.9Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1629004,92.42772667542707,42.823223039215684,1610612765,44,35,2019-12-21T01:21:19Z,2440000,-36.0,19.0,1,right,MISS S. Mykhailiuk layup Blocked,"[1629004, 1628464]",1610612765.0,DET,driving,,,Mykhailiuk,S. Mykhailiuk,,,,,4.33,Missed,,,,,,,,,,,,,,,,,Theis,1628464.0,
251,PT05M15.00S,2019-12-21T01:21:12.9Z,2,REGULAR,block,,[],1628464,,,1610612765,44,35,2019-12-21T01:21:15Z,2450000,,,0,,D. Theis BLOCK (2 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M11.00S,2019-12-21T01:21:16.9Z,2,REGULAR,rebound,defensive,[],202954,,,1610612738,44,35,2019-12-21T01:21:19Z,2460000,,,0,,B. Wanamaker REBOUND (Off:0 Def:2),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,250.0,2.0,2.0,0.0,,,,,,,
253,PT05M07.00S,2019-12-21T01:21:20.1Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1629750,6.619579500657039,46.744791666666664,1610612738,46,35,2019-12-21T01:21:48Z,2470000,16.0,10.0,1,left,J. Green layup (6 PTS) (K. Walker 2 AST),"[1629750, 202689]",1610612738.0,BOS,running,,,Green,J. Green,,,,,2.23,Made,6.0,K. Walker,202689.0,2.0,,,,,,,,,,,,,,,
255,PT04M54.00S,2019-12-21T01:21:33.5Z,2,REGULAR,3pt,jumpshot,[],202693,74.95072273324573,14.636948529411768,1610612765,46,35,2019-12-21T01:21:56Z,2490000,-177.0,183.0,1,right,MISS M. Morris 26' 3PT,[202693],1610612765.0,DET,,,,Morris,M. Morris,,,,,25.84,Missed,,,,,,,,,,,,,,,,,,,
256,PT04M54.00S,2019-12-21T01:21:33.5Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,46,35,2019-12-21T01:21:56Z,2500000,,,0,,D. Theis REBOUND (Off:1 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,255.0,4.0,3.0,1.0,,,,,,,
259,PT04M42.00S,2019-12-21T01:21:45.2Z,2,REGULAR,3pt,jumpshot,[],1628464,30.404073587385014,71.98988970588235,1610612738,46,35,2019-12-21T01:21:59Z,2510000,-110.0,233.0,1,left,MISS D. Theis 26' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,26.29,Missed,,,,,,,,,,,,,,,,,,,
260,PT04M39.00S,2019-12-21T01:21:48.2Z,2,REGULAR,rebound,defensive,[],202693,,,1610612765,46,35,2019-12-21T01:21:59Z,2520000,,,0,,M. Morris REBOUND (Off:0 Def:2),[202693],1610612765.0,DET,,,,Morris,M. Morris,,,,,,,,,,,,,,,259.0,2.0,2.0,0.0,,,,,,,
261,PT04M39.00S,2019-12-21T01:21:52.7Z,2,REGULAR,foul,offensive,[],203083,,,1610612765,46,35,2019-12-21T01:22:07Z,2530000,,,0,,A. Drummond FOUL offensive (1 PF),"[203083, 1628464]",1610612765.0,DET,charge,,,Drummond,A. Drummond,,,,,,,,,,,1626301.0,,,,,,,,1.0,0.0,Theis,1628464.0,,,
263,PT04M39.00S,2019-12-21T01:21:52.7Z,2,REGULAR,turnover,offensivefoul,[],203083,,,1610612765,46,35,2019-12-21T01:21:52Z,2550000,,,0,,A. Drummond TURNOVER offensivefoul (1 TOV),[203083],1610612765.0,DET,,,,Drummond,A. Drummond,,,,,,,,,,,1626301.0,1.0,,,,,,,,,,,,,
264,PT04M39.00S,2019-12-21T01:22:07.6Z,2,REGULAR,substitution,out,[],202954,,,1610612738,46,35,2019-12-21T01:22:26Z,2560000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M39.00S,2019-12-21T01:22:07.6Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,46,35,2019-12-21T01:22:26Z,2570000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT04M39.00S,2019-12-21T01:22:07.6Z,2,REGULAR,substitution,out,[],1629750,,,1610612738,46,35,2019-12-21T01:26:59Z,2575000,,,0,,substitution out Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
