actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,subsInPlayerName,subsInPersonId,assistPlayerName,assistPersonId,assistTotal,blockPlayerName,blockPersonId,blockTotal,turnoverTotal,stealPlayerName,stealPersonId,stealTotal,value
492,PT07M22.00S,2020-02-27T05:36:29.7Z,4,REGULAR,substitution,out,[],203903,,,1610612762,87,100,2020-02-27T05:37:19Z,4880000,,[UTA] substitution Clarkson replaced by Bogdanovic,"[203903, 202711]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,Bogdanovic,202711.0,,,,,,,,,,,
493,PT07M22.00S,2020-02-27T05:36:29.7Z,4,REGULAR,substitution,out,[],204060,,,1610612762,87,100,2020-02-27T05:37:19Z,4890000,,[UTA] substitution Ingles replaced by O'Neale,"[204060, 1626220]",1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,O'Neale,1626220.0,,,,,,,,,,,
494,PT07M22.00S,2020-02-27T05:36:29.7Z,4,REGULAR,substitution,out,[],1627777,,,1610612762,87,100,2020-02-27T05:37:19Z,4900000,,[UTA] substitution Niang replaced by Conley,"[1627777, 201144]",1610612762.0,UTA,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,Conley,201144.0,,,,,,,,,,,
498,PT07M13.00S,2020-02-27T05:38:06.4Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1628378,93.51182654402102,52.76501225490197,1610612762,89,100,2020-02-27T05:38:10Z,4940000,right,[UTA] Mitchell layup: Made (34 PTS) assist: Conley (2 AST),"[1628378, 201144]",1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,,,,,,: Made,34.0,1.97,,,,,,,Conley,201144.0,2.0,,,,,,,,
500,PT07M02.00S,2020-02-27T05:38:18.1Z,4,REGULAR,2pt,layup,['pointsinthepaint'],203935,13.354139290407357,40.510110294117645,1610612738,89,100,2020-02-27T05:38:22Z,4960000,left,[BOS] Smart layup: Missed,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,,,,,,: Missed,,9.17,,,,,,,,,,,,,,,,,
501,PT06M59.00S,2020-02-27T05:38:21.1Z,4,REGULAR,rebound,defensive,[],203497,,,1610612762,89,100,2020-02-27T05:38:22Z,4970000,,[UTA] Gobert defensive rebound (Off:4 Def:2),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,500.0,6.0,2.0,4.0,,,,,,,,,,,,,
502,PT06M46.00S,2020-02-27T05:38:33.2Z,4,REGULAR,3pt,jumpshot,[],1626220,92.06636005256242,95.41207107843137,1610612762,92,100,2020-02-27T05:38:39Z,4980000,right,[UTA] O'Neale 3pt shot: Made (14 PTS) assist: Conley (3 AST),"[1626220, 201144]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,: Made,14.0,22.88,,,,,,,Conley,201144.0,3.0,,,,,,,,
504,PT06M23.00S,2020-02-27T05:38:58.7Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],202954,8.09789750328515,62.814031862745104,1610612738,92,102,2020-02-27T05:39:15Z,5000000,left,[BOS] Wanamaker jumpshot: Made (5 PTS) assist: Tatum (2 AST),"[202954, 1628369]",1610612738.0,BOS,drivingfloatingbank,,,Wanamaker,B. Wanamaker,,,,,,,,,,: Made,5.0,7.04,,,,,,,Tatum,1628369.0,2.0,,,,,,,,
506,PT06M23.00S,2020-02-27T05:39:01.0Z,4,REGULAR,foul,personal,['1freethrow'],201144,,,1610612738,92,102,2020-02-27T05:39:06Z,5020000,,[UTA] Conley foul personal (3 PF) (Wanamaker 1freethrow),"[201144, 202954]",1610612762.0,UTA,shooting,,,Conley,M. Conley,,,,,202053.0,3.0,0.0,Wanamaker,202954.0,,,,,,,,,,,,,,,,,,,,
508,PT06M23.00S,2020-02-27T05:39:30.8Z,4,REGULAR,freethrow,1of1,[],202954,,,1610612738,92,103,2020-02-27T05:39:30Z,5040000,,[BOS] Wanamaker freethrow 1of1: Made (6 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,: Made,6.0,,,,,,,,,,,,,,,,,,
509,PT06M09.00S,2020-02-27T05:39:49.9Z,4,REGULAR,foul,personal,[],202683,,,1610612762,92,103,2020-02-27T05:40:02Z,5050000,,[BOS] Kanter foul personal (2 PF),"[202683, 203497]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,2530.0,2.0,0.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,
511,PT05M57.00S,2020-02-27T05:40:21.9Z,4,REGULAR,3pt,jumpshot,[],1628378,72.88107752956637,80.4610906862745,1610612762,92,103,2020-02-27T05:40:28Z,5070000,right,[UTA] Mitchell stepback 3pt jumpshot: Missed,[1628378],1610612762.0,UTA,stepback,,,Mitchell,D. Mitchell,,,,,,,,,,: Missed,,25.77,,,,,,,,,,,,,,,,,
512,PT05M54.00S,2020-02-27T05:40:24.9Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,92,103,2020-02-27T05:40:28Z,5080000,,[BOS] Williams defensive rebound (Off:0 Def:4),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,511.0,4.0,4.0,0.0,,,,,,,,,,,,,
513,PT05M42.00S,2020-02-27T05:40:36.9Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],202954,15.193823915900131,59.872855392156865,1610612738,92,105,2020-02-27T05:40:43Z,5090000,left,[BOS] Wanamaker jumpshot: Made (8 PTS) assist: Smart (8 AST),"[202954, 203935]",1610612738.0,BOS,drivingfloating,,,Wanamaker,B. Wanamaker,,,,,,,,,,: Made,8.0,10.78,,,,,,,Smart,203935.0,8.0,,,,,,,,
515,PT05M25.00S,2020-02-27T05:40:54.1Z,4,REGULAR,3pt,jumpshot,[],202711,73.27529566360053,81.19638480392157,1610612762,92,105,2020-02-27T05:40:59Z,5110000,right,[UTA] Bogdanovic 3pt jumpshot: Missed,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,: Missed,,25.7,,,,,,,,,,,,,,,,,
516,PT05M22.00S,2020-02-27T05:40:57.1Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,92,105,2020-02-27T05:40:59Z,5120000,,[BOS] Tatum defensive rebound (Off:0 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,515.0,8.0,8.0,0.0,,,,,,,,,,,,,
517,PT05M01.00S,2020-02-27T05:41:17.9Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,14.011169513797633,38.549325980392155,1610612738,92,105,2020-02-27T05:41:23Z,5130000,left,[BOS] Tatum jumpshot: Missed,[1628369],1610612738.0,BOS,drivingfloating,,,Tatum,J. Tatum,,,,,,,,,,: Missed,,10.23,,,,,,,,,,,,,,,,,
518,PT04M57.00S,2020-02-27T05:41:21.9Z,4,REGULAR,rebound,offensive,[],202683,,,1610612738,92,105,2020-02-27T05:42:57Z,5140000,,[BOS] Kanter offensive rebound (Off:3 Def:4),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,517.0,7.0,4.0,3.0,,,,,,,,,,,,,
522,PT04M57.00S,2020-02-27T05:41:21.8Z,4,REGULAR,turnover,badpass,[],202683,,,1610612738,92,105,2020-02-27T05:43:04Z,5145000,,[BOS] Kanter badpass turnover (1 TO) Steal: O'Neale (3 STL),"[202683, 1626220]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,1.0,O'Neale,1626220.0,3.0,
519,PT04M53.00S,2020-02-27T05:41:25.8Z,4,REGULAR,3pt,jumpshot,"['fastbreak', 'fromturnover']",201144,88.78120893561103,95.41207107843137,1610612762,95,105,2020-02-27T05:42:51Z,5150000,right,[UTA] Conley 3pt shot: Made (12 PTS) assist: Mitchell (5 AST),"[201144, 1628378]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,: Made,12.0,23.45,,,,,,,Mitchell,1628378.0,5.0,,,,,,,,
521,PT04M39.00S,2020-02-27T05:41:43.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,95,105,2020-02-27T05:41:43Z,5170000,,[BOS] timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT04M39.00S,2020-02-27T05:43:08.0Z,4,REGULAR,substitution,out,[],202954,,,1610612738,95,105,2020-02-27T05:43:20Z,5180000,,[BOS] substitution Wanamaker replaced by Brown,"[202954, 1627759]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,Brown,1627759.0,,,,,,,,,,,
525,PT04M39.00S,2020-02-27T05:43:08.0Z,4,REGULAR,substitution,out,[],202683,,,1610612738,95,105,2020-02-27T05:43:20Z,5190000,,[BOS] substitution Kanter replaced by Theis,"[202683, 1628464]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,Theis,1628464.0,,,,,,,,,,,
526,PT04M39.00S,2020-02-27T05:43:08.0Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,95,105,2020-02-27T05:43:20Z,5200000,,[BOS] substitution Williams replaced by Hayward,"[1629684, 202330]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,Hayward,202330.0,,,,,,,,,,,
530,PT04M30.00S,2020-02-27T05:43:31.7Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,20.18725361366623,46.63756127450981,1610612738,95,105,2020-02-27T05:43:37Z,5240000,left,[BOS] Tatum jumpshot: Missed,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,,,,,,: Missed,,14.38,,,,,,,,,,,,,,,,,
531,PT04M27.00S,2020-02-27T05:43:34.7Z,4,REGULAR,rebound,defensive,[],202711,,,1610612762,95,105,2020-02-27T05:43:37Z,5250000,,[UTA] Bogdanovic defensive rebound (Off:0 Def:3),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,530.0,3.0,3.0,0.0,,,,,,,,,,,,,
532,PT04M06.00S,2020-02-27T05:43:55.3Z,4,REGULAR,3pt,jumpshot,[],1628378,77.21747700394218,10.608149509803921,1610612762,95,105,2020-02-27T05:44:00Z,5260000,right,[UTA] Mitchell stepback 3pt jumpshot: Missed,[1628378],1610612762.0,UTA,stepback,,,Mitchell,D. Mitchell,,,,,,,,,,: Missed,,25.84,,,,,,,,,,,,,,,,,
533,PT04M03.00S,2020-02-27T05:43:58.3Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,95,105,2020-02-27T05:44:00Z,5270000,,[BOS] Tatum defensive rebound (Off:0 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,532.0,9.0,9.0,0.0,,,,,,,,,,,,,
534,PT03M47.00S,2020-02-27T05:44:14.4Z,4,REGULAR,2pt,jumpshot,[],1627759,26.363337713534822,58.647365196078425,1610612738,95,107,2020-02-27T05:44:19Z,5280000,left,[BOS] Brown jumpshot: Made (20 PTS) assist: Tatum (3 AST),"[1627759, 1628369]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,,,,: Made,20.0,20.54,,,,,,,Tatum,1628369.0,3.0,,,,,,,,
536,PT03M19.00S,2020-02-27T05:44:42.8Z,4,REGULAR,2pt,layup,['pointsinthepaint'],201144,92.72339027595268,51.294424019607845,1610612762,95,107,2020-02-27T05:44:49Z,5300000,right,[UTA] Conley layup: Missed,[201144],1610612762.0,UTA,drivingfingerroll,,,Conley,M. Conley,,,,,,,,,,: Missed,,2.24,,,,,,,,,,,,,,,,,
537,PT03M16.00S,2020-02-27T05:44:45.8Z,4,REGULAR,rebound,defensive,[],1628464,,,1610612738,95,107,2020-02-27T05:44:49Z,5310000,,[BOS] Theis defensive rebound (Off:4 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,536.0,7.0,3.0,4.0,,,,,,,,,,,,,
538,PT03M01.00S,2020-02-27T05:45:00.1Z,4,REGULAR,3pt,jumpshot,[],1628369,19.92444152431012,90.01991421568627,1610612738,95,110,2020-02-27T05:45:06Z,5320000,left,[BOS] Tatum 3pt shot: Made (33 PTS),[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,,,,,,: Made,33.0,24.44,,,,,,,,,,,,,,,,,
539,PT02M45.00S,2020-02-27T05:45:18.0Z,4,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612762,95,110,2020-02-27T05:45:37Z,5330000,,[BOS] Brown foul personal (2 PF) (Mitchell 2freethrow),"[1627759, 1628378]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,202053.0,2.0,0.0,Mitchell,1628378.0,,,,,,,,,,,,,,,,,,,,
541,PT02M45.00S,2020-02-27T05:45:47.2Z,4,REGULAR,freethrow,1of2,[],1628378,,,1610612762,95,110,2020-02-27T05:45:47Z,5350000,,[UTA] Mitchell freethrow 1of2: Missed,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,: Missed,,,,,,,,,,,,,,,,,,,
542,PT02M45.00S,2020-02-27T05:45:47.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,95,110,2020-02-27T05:45:47Z,5360000,,[UTA] Team offensive rebound,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,541.0,,,,,,,,,,,,,,,,
543,PT02M45.00S,2020-02-27T05:46:05.7Z,4,REGULAR,freethrow,2of2,[],1628378,,,1610612762,96,110,2020-02-27T05:46:05Z,5370000,,[UTA] Mitchell freethrow 2of2: Made (35 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,: Made,35.0,,,,,,,,,,,,,,,,,,
544,PT02M32.00S,2020-02-27T05:46:22.3Z,4,REGULAR,3pt,jumpshot,[],202330,7.046649145860711,3.010110294117647,1610612738,96,110,2020-02-27T05:46:28Z,5380000,left,[BOS] Hayward 3pt jumpshot: Missed,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,: Missed,,23.57,,,,,,,,,,,,,,,,,
545,PT02M29.00S,2020-02-27T05:46:25.3Z,4,REGULAR,rebound,defensive,[],203497,,,1610612762,96,110,2020-02-27T05:46:28Z,5390000,,[UTA] Gobert defensive rebound (Off:4 Def:3),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,544.0,7.0,3.0,4.0,,,,,,,,,,,,,
546,PT02M24.00S,2020-02-27T05:46:33.2Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1628378,93.38042049934296,53.01011029411765,1610612762,98,110,2020-02-27T05:46:42Z,5400000,right,[UTA] Mitchell layup: Made (37 PTS) assist: Gobert (3 AST),"[1628378, 203497]",1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,,,,,,: Made,37.0,2.14,,,,,,,Gobert,203497.0,3.0,,,,,,,,
548,PT02M24.00S,2020-02-27T05:46:35.6Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627759,,,1610612762,98,110,2020-02-27T05:46:42Z,5420000,,[BOS] Brown foul personal (3 PF) (Mitchell inpenalty),"[1627759, 1628378]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,2530.0,3.0,0.0,Mitchell,1628378.0,,,,,,,,,,,,,,,,,,,,
550,PT02M24.00S,2020-02-27T05:46:56.8Z,4,REGULAR,freethrow,1of1,[],1628378,,,1610612762,98,110,2020-02-27T05:46:56Z,5440000,,[UTA] Mitchell freethrow 1of1: Missed,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,: Missed,,,,,,,,,,,,,,,,,,,
551,PT02M22.00S,2020-02-27T05:46:58.8Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,98,110,2020-02-27T05:47:00Z,5450000,,[BOS] Tatum defensive rebound (Off:0 Def:10),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,550.0,10.0,10.0,0.0,,,,,,,,,,,,,
552,PT02M08.00S,2020-02-27T05:47:12.6Z,4,REGULAR,2pt,jumpshot,[],202330,6.783837056504599,71.8826593137255,1610612738,98,112,2020-02-27T05:47:18Z,5460000,left,[BOS] Hayward jumpshot: Made (12 PTS) assist: Smart (9 AST),"[202330, 203935]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,: Made,12.0,11.07,,,,,,,Smart,203935.0,9.0,,,,,,,,
554,PT01M52.00S,2020-02-27T05:47:29.6Z,4,REGULAR,3pt,jumpshot,[],201144,69.46452036793693,72.37285539215686,1610612762,98,112,2020-02-27T05:47:35Z,5480000,right,[UTA] Conley 3pt jumpshot: Missed,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,: Missed,,26.48,,,,,,,,,,,,,,,,,
555,PT01M48.00S,2020-02-27T05:47:33.5Z,4,REGULAR,rebound,offensive,[],202711,,,1610612762,98,112,2020-02-27T05:47:33Z,5490000,,[UTA] Bogdanovic offensive rebound (Off:1 Def:3),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,554.0,4.0,3.0,1.0,,,,,,,,,,,,,
556,PT01M40.00S,2020-02-27T05:47:41.0Z,4,REGULAR,2pt,jumpshot,['2ndchance'],1628378,72.61826544021025,57.666973039215684,1610612762,98,112,2020-02-27T05:47:46Z,5500000,right,[UTA] Mitchell jumpshot: Missed,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,,,,,,: Missed,,21.39,,,,,,,,,,,,,,,,,
557,PT01M37.00S,2020-02-27T05:47:44.0Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,98,112,2020-02-27T05:47:46Z,5510000,,[BOS] Tatum defensive rebound (Off:0 Def:11),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,556.0,11.0,11.0,0.0,,,,,,,,,,,,,
558,PT01M18.00S,2020-02-27T05:48:03.2Z,4,REGULAR,3pt,jumpshot,[],1627759,28.728646517739815,79.23560049019608,1610612738,98,112,2020-02-27T05:48:09Z,5520000,left,[BOS] Brown pullup 3pt jumpshot: Missed,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,,,,: Missed,,26.67,,,,,,,,,,,,,,,,,
559,PT01M14.00S,2020-02-27T05:48:07.2Z,4,REGULAR,rebound,defensive,[],203497,,,1610612762,98,112,2020-02-27T05:48:09Z,5530000,,[UTA] Gobert defensive rebound (Off:4 Def:4),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,558.0,8.0,4.0,4.0,,,,,,,,,,,,,
560,PT01M08.00S,2020-02-27T05:48:13.2Z,4,REGULAR,3pt,jumpshot,[],1626220,75.50919842312747,12.568933823529413,1610612762,98,112,2020-02-27T05:48:18Z,5540000,right,[UTA] O'Neale 3pt jumpshot: Missed,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,: Missed,,26.19,,,,,,,,,,,,,,,,,
561,PT01M04.00S,2020-02-27T05:48:17.2Z,4,REGULAR,rebound,defensive,[],202330,,,1610612738,98,112,2020-02-27T05:48:18Z,5550000,,[BOS] Hayward defensive rebound (Off:0 Def:5),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,560.0,5.0,5.0,0.0,,,,,,,,,,,,,
562,PT00M59.00S,2020-02-27T05:48:25.9Z,4,REGULAR,foul,personal,[],1626220,,,1610612738,98,112,2020-02-27T05:49:00Z,5560000,,[UTA] O'Neale foul personal (3 PF),"[1626220, 1628369]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,200834.0,3.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,,,,,,
564,PT00M49.40S,2020-02-27T05:48:51.5Z,4,REGULAR,turnover,badpass,[],202330,,,1610612738,98,112,2020-02-27T05:49:06Z,5580000,,[BOS] Hayward badpass turnover (2 TO) Steal: Gobert (1 STL),"[202330, 203497]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Gobert,203497.0,1.0,
566,PT00M43.00S,2020-02-27T05:48:57.8Z,4,REGULAR,2pt,jumpshot,['fromturnover'],1628378,91.27792378449409,67.22579656862744,1610612762,98,112,2020-02-27T05:49:15Z,5600000,right,[UTA] Mitchell jumpshot: Missed,[1628378],1610612762.0,UTA,drivingfloating,,,Mitchell,D. Mitchell,,,,,,,,,,: Missed,,9.29,,,,,,,,,,,,,,,,,
567,PT00M40.10S,2020-02-27T05:49:00.7Z,4,REGULAR,rebound,offensive,[],1628378,,,1610612762,98,112,2020-02-27T05:49:00Z,5610000,,[UTA] Mitchell offensive rebound (Off:1 Def:4),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,566.0,5.0,4.0,1.0,,,,,,,,,,,,,
568,PT00M38.10S,2020-02-27T05:49:02.7Z,4,REGULAR,3pt,jumpshot,"['fromturnover', '2ndchance']",1626220,87.59855453350855,1.7846200980392155,1610612762,98,112,2020-02-27T05:49:14Z,5620000,right,[UTA] O'Neale 3pt jumpshot: Missed,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,: Missed,,25.09,,,,,,,,,,,,,,,,,
569,PT00M35.30S,2020-02-27T05:49:05.5Z,4,REGULAR,rebound,offensive,[],203497,,,1610612762,98,112,2020-02-27T05:49:14Z,5630000,,[UTA] Gobert offensive rebound (Off:5 Def:4),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,568.0,9.0,4.0,5.0,,,,,,,,,,,,,
570,PT00M35.30S,2020-02-27T05:49:07.5Z,4,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203497,95.0,50.0,1610612762,100,112,2020-02-27T05:49:21Z,5640000,right,[UTA] Gobert layup: Made (9 PTS),[203497],1610612762.0,UTA,tip,,,Gobert,R. Gobert,,,,,,,,,,: Made,9.0,0.0,,,,,,,,,,,,,,,,,
571,PT00M28.80S,2020-02-27T05:49:22.2Z,4,REGULAR,2pt,dunk,['pointsinthepaint'],1628464,5.469776609724048,46.88265931372549,1610612738,100,114,2020-02-27T05:49:32Z,5650000,left,[BOS] Theis dunk: Made (16 PTS) assist: Brown (2 AST),"[1628464, 1627759]",1610612738.0,BOS,alleyoop,,,Theis,D. Theis,,,,,,,,,,: Made,16.0,1.62,,,,,,,Brown,1627759.0,2.0,,,,,,,,
573,PT00M25.80S,2020-02-27T05:49:38.1Z,4,REGULAR,3pt,jumpshot,[],201144,67.7562417871222,51.294424019607845,1610612762,103,114,2020-02-27T05:49:43Z,5670000,right,[UTA] Conley 3pt shot: Made (15 PTS),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,: Made,15.0,25.62,,,,,,,,,,,,,,,,,
574,PT00M00.40S,2020-02-27T05:50:06.5Z,4,REGULAR,turnover,shotclock,['team'],0,,,1610612738,103,114,2020-02-27T05:50:13Z,5680000,,[BOS] Team shotclock turnover,[],1610612738.0,BOS,,,,,,,,,,2530.0,,,,,,,,,,,,,,,,,,,,,,,,
575,PT00M00.00S,2020-02-27T05:50:19.2Z,4,REGULAR,period,end,[],0,,,1610612762,103,114,2020-02-27T05:50:19Z,5690000,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT00M00.00S,2020-02-27T05:50:21.8Z,4,REGULAR,game,end,[],0,,,0,103,114,2020-02-27T05:50:21Z,5700000,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
