actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
623,PT08M22.00S,2020-01-17T03:15:21.1Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,110,99,2020-01-17T03:15:22Z,5970000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,622.0,6.0,6.0,0.0,,,,,,,,,,,,,
624,PT08M13.00S,2020-01-17T03:15:30.9Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1628369,93.11760840998686,52.27481617647059,1610612738,110,101,2020-01-17T03:15:36Z,5980000,11.0,12.0,1,right,J. Tatum layup (12 PTS),[1628369],1610612738.0,BOS,drivingreverse,,,Tatum,J. Tatum,,,,,2.11,Made,,,,,,,,,,,,12.0,,,,,,,
625,PT07M50.00S,2020-01-17T03:15:53.4Z,4,REGULAR,3pt,jumpshot,[],201588,31.35676741130092,26.294424019607842,1610612749,113,101,2020-01-17T03:15:58Z,5990000,119.0,242.0,1,left,G. Hill 27' 3PT  (13 PTS) (B. Lopez 1 AST),"[201588, 201572]",1610612749.0,MIL,,,,Hill,G. Hill,,,,,27.47,Made,,,,,,,,,,,,13.0,,,,B. Lopez,201572.0,1.0,
627,PT07M37.00S,2020-01-17T03:16:06.7Z,4,REGULAR,2pt,layup,['pointsinthepaint'],202954,93.77463863337714,50.314031862745104,1610612738,113,101,2020-01-17T03:16:11Z,6010000,2.0,6.0,1,right,MISS B. Wanamaker layup,[202954],1610612738.0,BOS,driving,,,Wanamaker,B. Wanamaker,,,,,1.16,Missed,,,,,,,,,,,,,,,,,,,
628,PT07M35.00S,2020-01-17T03:16:08.7Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,113,101,2020-01-17T03:16:11Z,6020000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:14),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,627.0,15.0,14.0,1.0,,,,,,,,,,,,,
629,PT07M22.00S,2020-01-17T03:16:25.0Z,4,REGULAR,2pt,layup,['pointsinthepaint'],201588,9.280551905387648,48.10814950980392,1610612749,113,101,2020-01-17T03:16:33Z,6030000,9.0,35.0,1,left,MISS G. Hill layup Blocked,"[201588, 202683]",1610612749.0,MIL,driving,,,Hill,G. Hill,,,,,4.13,Missed,Kanter,202683.0,,,,,,,,,,,,,,,,,
630,PT07M22.00S,2020-01-17T03:16:25.0Z,4,REGULAR,block,,[],202683,,,1610612749,113,101,2020-01-17T03:16:31Z,6040000,,,0,,E. Kanter BLOCK (2 BLK),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT07M22.00S,2020-01-17T03:16:25.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,113,101,2020-01-17T03:16:33Z,6050000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,629.0,,,,,,,,,,,,,,,,
632,PT07M22.00S,2020-01-17T03:16:33.2Z,4,REGULAR,substitution,out,[],2594,,,1610612738,113,101,2020-01-17T03:16:45Z,6060000,,,0,,substitution out Korver,[2594],1610612749.0,MIL,,,,Korver,K. Korver,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT07M22.00S,2020-01-17T03:16:33.2Z,4,REGULAR,substitution,out,[],202330,,,1610612738,113,101,2020-01-17T03:16:45Z,6070000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT07M22.00S,2020-01-17T03:16:33.2Z,4,REGULAR,substitution,in,[],1628978,,,1610612738,113,101,2020-01-17T03:16:45Z,6080000,,,0,,substitution in DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT07M22.00S,2020-01-17T03:16:33.2Z,4,REGULAR,substitution,in,[],202689,,,1610612738,113,101,2020-01-17T03:16:45Z,6090000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT07M10.00S,2020-01-17T03:16:56.3Z,4,REGULAR,2pt,layup,['pointsinthepaint'],202689,94.03745072273325,51.294424019607845,1610612738,113,103,2020-01-17T03:17:00Z,6100000,6.0,4.0,1,right,K. Walker layup (33 PTS),[202689],1610612738.0,BOS,drivingfingerroll,,,Walker,K. Walker,,,,,1.11,Made,,,,,,,,,,,,33.0,,,,,,,
637,PT06M56.00S,2020-01-17T03:17:14.1Z,4,REGULAR,2pt,layup,['pointsinthepaint'],201572,6.1268068331143235,49.82383578431372,1610612749,115,103,2020-01-17T03:17:19Z,6110000,1.0,5.0,1,left,B. Lopez layup (15 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,1.06,Made,,,,,,,,,,,,15.0,,,,,,,
638,PT06M56.00S,2020-01-17T03:17:18.2Z,4,REGULAR,foul,personal,['1freethrow'],202683,,,1610612749,115,103,2020-01-17T03:20:45Z,6120000,,,0,,E. Kanter FOUL personal (3 PF) (Lopez 1freethrow),"[202683, 201572]",1610612738.0,BOS,shooting,,,Kanter,E. Kanter,,,,,,,,,,,,,202037.0,3.0,0.0,Lopez,201572.0,,,,,,,,
640,PT06M56.00S,2020-01-17T03:17:38.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,115,103,2020-01-17T03:18:11Z,6140000,,,0,,timeout full,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT06M56.00S,2020-01-17T03:20:16.4Z,4,REGULAR,substitution,out,[],202954,,,1610612749,115,103,2020-01-17T03:20:39Z,6150000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT06M56.00S,2020-01-17T03:20:16.4Z,4,REGULAR,substitution,out,[],202683,,,1610612749,115,103,2020-01-17T03:20:39Z,6160000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT06M56.00S,2020-01-17T03:20:16.4Z,4,REGULAR,substitution,in,[],1628464,,,1610612749,115,103,2020-01-17T03:20:39Z,6170000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT06M56.00S,2020-01-17T03:20:16.4Z,4,REGULAR,substitution,in,[],203935,,,1610612749,115,103,2020-01-17T03:20:39Z,6180000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT06M56.00S,2020-01-17T03:21:00.1Z,4,REGULAR,freethrow,1of1,[],201572,,,1610612749,116,103,2020-01-17T03:21:00Z,6190000,,,0,,B. Lopez freethrow 1of1 (16 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,Made,,,,,,,,,,,,16.0,,,,,,,
647,PT06M39.00S,2020-01-17T03:21:17.6Z,4,REGULAR,3pt,jumpshot,[],1628464,68.54467805519053,25.06893382352941,1610612738,116,103,2020-01-17T03:21:23Z,6200000,-125.0,243.0,1,right,MISS D. Theis 28' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,27.82,Missed,,,,,,,,,,,,,,,,,,,
648,PT06M36.00S,2020-01-17T03:21:20.6Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,116,103,2020-01-17T03:21:23Z,6210000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:15),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,647.0,16.0,15.0,1.0,,,,,,,,,,,,,
649,PT06M31.00S,2020-01-17T03:21:29.3Z,4,REGULAR,foul,offensive,[],203507,,,1610612749,116,103,2020-01-17T03:21:37Z,6220000,,,0,,G. Antetokounmpo FOUL offensive (3 PF),"[203507, 1628400]",1610612749.0,MIL,charge,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,2534.0,3.0,0.0,Ojeleye,1628400.0,,,,,,,,
651,PT06M31.00S,2020-01-17T03:21:29.3Z,4,REGULAR,turnover,offensivefoul,[],203507,,,1610612749,116,103,2020-01-17T03:21:29Z,6240000,,,0,,G. Antetokounmpo TURNOVER offensivefoul (4 TOV),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,2534.0,,,,,,4.0,,,,,,
652,PT06M15.00S,2020-01-17T03:22:02.7Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1628400,92.85479632063075,52.27481617647059,1610612738,116,103,2020-01-17T03:22:08Z,6250000,11.0,15.0,1,right,MISS S. Ojeleye layup Blocked,"[1628400, 203507]",1610612738.0,BOS,driving,,,Ojeleye,S. Ojeleye,,,,,2.32,Missed,Antetokounmpo,203507.0,,,,,,,,,,,,,,,,,
653,PT06M15.00S,2020-01-17T03:22:02.7Z,4,REGULAR,block,,[],203507,,,1610612738,116,103,2020-01-17T03:23:04Z,6260000,,,0,,G. Antetokounmpo BLOCK (2 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT06M10.00S,2020-01-17T03:22:07.7Z,4,REGULAR,rebound,defensive,[],201572,,,1610612749,116,103,2020-01-17T03:25:58Z,6270000,,,0,,B. Lopez REBOUND (Off:0 Def:3),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,652.0,3.0,3.0,0.0,,,,,,,,,,,,,
655,PT05M54.00S,2020-01-17T03:22:23.4Z,4,REGULAR,3pt,jumpshot,[],203507,31.488173455978973,72.37285539215686,1610612749,116,103,2020-01-17T03:22:29Z,6280000,-112.0,243.0,1,left,MISS G. Antetokounmpo 27' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,27.3,Missed,,,,,,,,,,,,,,,,,,,
656,PT05M51.00S,2020-01-17T03:22:26.4Z,4,REGULAR,rebound,defensive,[],202689,,,1610612738,116,103,2020-01-17T03:22:29Z,6290000,,,0,,K. Walker REBOUND (Off:2 Def:7),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,655.0,9.0,7.0,2.0,,,,,,,,,,,,,
657,PT05M36.00S,2020-01-17T03:22:41.9Z,4,REGULAR,3pt,jumpshot,[],1628400,74.19513797634691,12.814031862745098,1610612738,116,106,2020-01-17T03:22:46Z,6300000,-186.0,190.0,1,right,S. Ojeleye 27' 3PT  (6 PTS) (J. Tatum 2 AST),"[1628400, 1628369]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,26.98,Made,,,,,,,,,,,,6.0,,,,J. Tatum,1628369.0,2.0,
659,PT05M14.00S,2020-01-17T03:23:04.2Z,4,REGULAR,3pt,jumpshot,[],1628978,33.327858081471746,46.88265931372549,1610612749,119,106,2020-01-17T03:23:09Z,6320000,16.0,261.0,1,left,D. DiVincenzo 27' 3PT  (19 PTS) (G. Antetokounmpo 6 AST),"[1628978, 203507]",1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,26.68,Made,,,,,,,,,,,,19.0,,,,G. Antetokounmpo,203507.0,6.0,
661,PT04M59.00S,2020-01-17T03:23:18.5Z,4,REGULAR,3pt,jumpshot,[],202689,66.3107752956636,46.392463235294116,1610612738,119,109,2020-01-17T03:23:26Z,6340000,-18.0,264.0,1,right,K. Walker 27' 3PT  (36 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,27.03,Made,,,,,,,,,,,,36.0,,,,,,,
662,PT04M35.00S,2020-01-17T03:23:43.2Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],203507,17.821944809461236,49.57873774509804,1610612749,121,109,2020-01-17T03:23:47Z,6350000,2.0,115.0,1,left,G. Antetokounmpo 12' jumpshot (28 PTS),[203507],1610612749.0,MIL,turnaroundfadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,12.05,Made,,,,,,,,,,,,28.0,,,,,,,
663,PT04M19.00S,2020-01-17T03:23:57.9Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1628369,91.5407358738502,50.80422794117647,1610612738,121,109,2020-01-17T03:24:03Z,6360000,4.0,27.0,1,right,MISS J. Tatum layup Blocked,"[1628369, 201572]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,3.27,Missed,Lopez,201572.0,,,,,,,,,,,,,,,,,
664,PT04M19.00S,2020-01-17T03:23:57.9Z,4,REGULAR,block,,[],201572,,,1610612738,121,109,2020-01-17T03:24:01Z,6370000,,,0,,B. Lopez BLOCK (4 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT04M15.00S,2020-01-17T03:24:01.9Z,4,REGULAR,rebound,offensive,[],202689,,,1610612738,121,109,2020-01-17T03:24:03Z,6380000,,,0,,K. Walker REBOUND (Off:3 Def:7),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,663.0,10.0,7.0,3.0,,,,,,,,,,,,,
666,PT04M14.00S,2020-01-17T03:24:03.2Z,4,REGULAR,3pt,jumpshot,['2ndchance'],202689,73.66951379763469,13.059129901960784,1610612738,121,109,2020-01-17T03:24:07Z,6390000,-185.0,195.0,1,right,MISS K. Walker 27' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,27.26,Missed,,,,,,,,,,,,,,,,,,,
667,PT04M11.00S,2020-01-17T03:24:06.8Z,4,REGULAR,rebound,offensive,[],1628464,,,1610612738,121,109,2020-01-17T03:24:06Z,6400000,,,0,,D. Theis REBOUND (Off:3 Def:6),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,666.0,9.0,6.0,3.0,,,,,,,,,,,,,
668,PT04M10.00S,2020-01-17T03:24:07.6Z,4,REGULAR,3pt,jumpshot,['2ndchance'],1628464,66.70499342969777,47.86305147058824,1610612738,121,109,2020-01-17T03:24:12Z,6410000,-11.0,260.0,1,right,MISS D. Theis 27' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,26.62,Missed,,,,,,,,,,,,,,,,,,,
669,PT04M08.00S,2020-01-17T03:24:09.6Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,121,109,2020-01-17T03:24:12Z,6420000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:16),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,668.0,17.0,16.0,1.0,,,,,,,,,,,,,
670,PT04M05.00S,2020-01-17T03:24:18.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,121,109,2020-01-17T03:24:18Z,6430000,,,0,,timeout full,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT04M05.00S,2020-01-17T03:26:53.7Z,4,REGULAR,substitution,out,[],202083,,,1610612749,121,109,2020-01-17T03:27:21Z,6440000,,,0,,substitution out Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
672,PT04M05.00S,2020-01-17T03:26:53.7Z,4,REGULAR,substitution,out,[],1628464,,,1610612749,121,109,2020-01-17T03:27:21Z,6450000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
673,PT04M05.00S,2020-01-17T03:26:53.7Z,4,REGULAR,substitution,in,[],203114,,,1610612749,121,109,2020-01-17T03:27:21Z,6460000,,,0,,substitution in Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT04M05.00S,2020-01-17T03:26:53.7Z,4,REGULAR,substitution,in,[],202330,,,1610612749,121,109,2020-01-17T03:27:21Z,6470000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT03M51.00S,2020-01-17T03:27:54.4Z,4,REGULAR,2pt,layup,['pointsinthepaint'],203507,6.258212877792378,50.80422794117647,1610612749,123,109,2020-01-17T03:28:05Z,6480000,-4.0,6.0,1,left,G. Antetokounmpo layup (30 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,1.25,Made,,,,,,,,,,,,30.0,,,,,,,
676,PT03M35.00S,2020-01-17T03:28:14.1Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'defensivegoaltending']",202689,92.19776609724047,51.53952205882353,1610612738,123,111,2020-01-17T03:28:24Z,6490000,8.0,21.0,1,right,K. Walker layup (38 PTS),[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,2.74,Made,,,,,,,,,,,,38.0,,,,,,,
677,PT03M35.00S,2020-01-17T03:28:19.5Z,4,REGULAR,violation,defensivegoaltending,[],201572,,,1610612738,123,111,2020-01-17T03:28:24Z,6500000,,,0,,B. Lopez violation defensivegoaltending,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,202037.0,,,,,,,,,,,,
678,PT03M22.00S,2020-01-17T03:28:38.0Z,4,REGULAR,foul,personal,[],1628369,,,1610612749,123,111,2020-01-17T03:28:51Z,6510000,,,0,,J. Tatum FOUL personal (2 PF),"[1628369, 203507]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,2534.0,2.0,0.0,Antetokounmpo,203507.0,,,,,,,,
680,PT03M22.00S,2020-01-17T03:28:51.7Z,4,REGULAR,substitution,out,[],201572,,,1610612749,123,111,2020-01-17T03:28:57Z,6530000,,,0,,substitution out Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
681,PT03M22.00S,2020-01-17T03:28:51.7Z,4,REGULAR,substitution,in,[],202083,,,1610612749,123,111,2020-01-17T03:28:57Z,6540000,,,0,,substitution in Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
682,PT03M16.00S,2020-01-17T03:29:03.5Z,4,REGULAR,2pt,dunk,['pointsinthepaint'],203114,6.915243101182654,51.53952205882353,1610612749,125,111,2020-01-17T03:29:08Z,6550000,-8.0,13.0,1,left,K. Middleton dunk (22 PTS) (G. Antetokounmpo 7 AST),"[203114, 203507]",1610612749.0,MIL,cutting,,,Middleton,K. Middleton,,,,,1.96,Made,,,,,,,,,,,,22.0,,,,G. Antetokounmpo,203507.0,7.0,
684,PT02M54.00S,2020-01-17T03:29:25.7Z,4,REGULAR,3pt,jumpshot,[],203935,93.51182654402102,3.7454044117647056,1610612738,125,114,2020-01-17T03:29:32Z,6570000,-231.0,8.0,1,right,M. Smart 23' 3PT  (24 PTS) (J. Tatum 3 AST),"[203935, 1628369]",1610612738.0,BOS,stepback,,,Smart,M. Smart,,,,,23.17,Made,,,,,,,,,,,,24.0,,,,J. Tatum,1628369.0,3.0,
686,PT02M38.00S,2020-01-17T03:29:41.9Z,4,REGULAR,3pt,jumpshot,[],1628978,33.327858081471746,62.56893382352941,1610612749,125,114,2020-01-17T03:29:46Z,6590000,-63.0,261.0,1,left,MISS D. DiVincenzo 27' 3PT,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,27.36,Missed,,,,,,,,,,,,,,,,,,,
687,PT02M37.00S,2020-01-17T03:29:42.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,125,114,2020-01-17T03:29:46Z,6600000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,686.0,,,,,,,,,,,,,,,,
688,PT02M37.00S,2020-01-17T03:29:46.0Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,125,114,2020-01-17T03:29:46Z,6610000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,PT02M24.00S,2020-01-17T03:30:01.4Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,87.46714848883047,50.55912990196079,1610612738,125,114,2020-01-17T03:30:06Z,6620000,3.0,65.0,1,right,MISS J. Tatum 7' jumpshot,[1628369],1610612738.0,BOS,turnaround,,,Tatum,J. Tatum,,,,,7.09,Missed,,,,,,,,,,,,,,,,,,,
690,PT02M21.00S,2020-01-17T03:30:04.4Z,4,REGULAR,rebound,defensive,[],203114,,,1610612749,125,114,2020-01-17T03:30:06Z,6630000,,,0,,K. Middleton REBOUND (Off:1 Def:4),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,689.0,5.0,4.0,1.0,,,,,,,,,,,,,
691,PT02M12.00S,2020-01-17T03:30:13.3Z,4,REGULAR,turnover,lostball,[],203114,,,1610612749,125,114,2020-01-17T03:30:17Z,6640000,,,0,,K. Middleton TURNOVER lostball (2 TOV) Stolen,"[203114, 203935]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,2.0,Smart,203935.0,,,,
692,PT02M12.00S,2020-01-17T03:30:13.3Z,4,REGULAR,steal,,[],203935,,,1610612738,125,114,2020-01-17T03:30:15Z,6650000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
693,PT02M08.00S,2020-01-17T03:30:19.3Z,4,REGULAR,foul,personal,['2freethrow'],203507,,,1610612738,125,114,2020-01-17T03:30:41Z,6660000,,,0,,G. Antetokounmpo FOUL personal (4 PF) (Hayward 2freethrow),"[203507, 202330]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,2534.0,4.0,0.0,Hayward,202330.0,,,,,,,,
695,PT02M08.00S,2020-01-17T03:30:46.6Z,4,REGULAR,freethrow,1of2,"['fromturnover', 'fastbreak']",202330,,,1610612738,125,115,2020-01-17T03:30:46Z,6680000,,,0,,G. Hayward freethrow 1of2 (6 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,Made,,,,,,,,,,,,6.0,,,,,,,
696,PT02M08.00S,2020-01-17T03:31:00.4Z,4,REGULAR,freethrow,2of2,"['fastbreak', 'fromturnover']",202330,,,1610612738,125,116,2020-01-17T03:31:00Z,6690000,,,0,,G. Hayward freethrow 2of2 (7 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,Made,,,,,,,,,,,,7.0,,,,,,,
697,PT01M50.00S,2020-01-17T03:31:20.6Z,4,REGULAR,2pt,jumpshot,[],203507,20.97568988173456,43.451286764705884,1610612749,125,116,2020-01-17T03:31:25Z,6700000,33.0,145.0,1,left,MISS G. Antetokounmpo 15' jumpshot,[203507],1610612749.0,MIL,turnaround,,,Antetokounmpo,G. Antetokounmpo,,,,,15.37,Missed,,,,,,,,,,,,,,,,,,,
698,PT01M48.00S,2020-01-17T03:31:22.6Z,4,REGULAR,rebound,defensive,[],202689,,,1610612738,125,116,2020-01-17T03:31:25Z,6710000,,,0,,K. Walker REBOUND (Off:3 Def:8),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,697.0,11.0,8.0,3.0,,,,,,,,,,,,,
699,PT01M38.00S,2020-01-17T03:31:34.9Z,4,REGULAR,3pt,jumpshot,[],1628369,93.38042049934296,3.990502450980392,1610612738,125,119,2020-01-17T03:31:40Z,6720000,-230.0,10.0,1,right,J. Tatum 23' 3PT  (15 PTS) (S. Ojeleye 2 AST),"[1628369, 1628400]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,23.05,Made,,,,,,,,,,,,15.0,,,,S. Ojeleye,1628400.0,2.0,
701,PT01M19.00S,2020-01-17T03:32:00.3Z,4,REGULAR,2pt,layup,['pointsinthepaint'],203507,7.178055190538765,50.80422794117647,1610612749,127,119,2020-01-17T03:32:08Z,6740000,-4.0,15.0,1,left,G. Antetokounmpo layup (32 PTS) (K. Middleton 4 AST),"[203507, 203114]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,2.09,Made,,,,,,,,,,,,32.0,,,,K. Middleton,203114.0,4.0,
703,PT01M19.00S,2020-01-17T03:32:03.4Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203935,,,1610612749,127,119,2020-01-17T03:32:47Z,6760000,,,0,,M. Smart FOUL personal (4 PF) (Antetokounmpo inpenalty),"[203935, 203507]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,2534.0,4.0,0.0,Antetokounmpo,203507.0,,,,,,,,
705,PT01M19.00S,2020-01-17T03:32:55.6Z,4,REGULAR,freethrow,1of1,[],203507,,,1610612749,127,119,2020-01-17T03:32:59Z,6780000,,,0,,MISS G. Antetokounmpo freethrow 1of1,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
706,PT01M14.00S,2020-01-17T03:33:00.6Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,127,119,2020-01-17T03:32:59Z,6790000,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,705.0,7.0,7.0,0.0,,,,,,,,,,,,,
707,PT01M12.00S,2020-01-17T03:33:02.3Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",202689,93.38042049934296,52.27481617647059,1610612738,127,121,2020-01-17T03:33:08Z,6800000,11.0,10.0,1,right,K. Walker layup (40 PTS),[202689],1610612738.0,BOS,running,,,Walker,K. Walker,,,,,1.9,Made,,,,,,,,,,,,40.0,,,,,,,
708,PT00M51.10S,2020-01-17T03:33:27.7Z,4,REGULAR,3pt,jumpshot,[],203507,34.510512483574246,60.11795343137255,1610612749,127,121,2020-01-17T03:33:33Z,6810000,-51.0,272.0,1,left,MISS G. Antetokounmpo 28' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,28.2,Missed,,,,,,,,,,,,,,,,,,,
709,PT00M51.10S,2020-01-17T03:33:27.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,127,121,2020-01-17T03:33:33Z,6820000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,708.0,,,,,,,,,,,,,,,,
710,PT00M51.10S,2020-01-17T03:33:34.7Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,127,121,2020-01-17T03:33:34Z,6830000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,PT00M51.50S,2020-01-17T03:33:51.7Z,4,REGULAR,instantreplay,request,[],0,,,1610612738,127,121,2020-01-17T03:36:53Z,6840000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,2534.0,,,,,,,,,,,,Out of Bounds - Support Call
