actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
181,PT10M50.00S,2020-08-09T21:42:09.3Z,2,REGULAR,foul,personal,['2freethrow'],203920,,,1610612738,30,31,2020-08-09T21:42:14Z,1790000,,,0,,K. Birch FOUL personal (2 PF) (Kanter 2freethrow),"[203920, 202683]",1610612753.0,ORL,shooting,,,Birch,K. Birch,,,,,,,,,,,,,,,,,2005.0,2.0,0.0,Kanter,202683.0,,,
183,PT10M50.00S,2020-08-09T21:42:25.8Z,2,REGULAR,freethrow,1of2,['2ndchance'],202683,,,1610612738,31,31,2020-08-09T21:42:25Z,1810000,,,0,,E. Kanter freethrow 1of2 (1 PTS),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
184,PT10M50.00S,2020-08-09T21:42:39.6Z,2,REGULAR,freethrow,2of2,['2ndchance'],202683,,,1610612738,32,31,2020-08-09T21:42:39Z,1820000,,,0,,E. Kanter freethrow 2of2 (2 PTS),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
185,PT10M40.00S,2020-08-09T21:42:53.4Z,2,REGULAR,foul,personal,[],203935,,,1610612753,32,31,2020-08-09T21:43:01Z,1830000,,,0,,M. Smart FOUL personal (1 PF),"[203935, 1629724]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,2529.0,1.0,0.0,Law,1629724.0,,,
187,PT10M34.00S,2020-08-09T21:43:13.8Z,2,REGULAR,3pt,jumpshot,[],203082,69.46452036793693,67.47089460784314,1610612753,32,31,2020-08-09T21:43:19Z,1850000,87.0,235.0,1,right,MISS T. Ross 26' 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,25.54,Missed,,,,,,,,,,,,,,,,,,
188,PT10M30.00S,2020-08-09T21:43:17.8Z,2,REGULAR,rebound,defensive,[],202683,,,1610612738,32,31,2020-08-09T21:43:19Z,1860000,,,0,,E. Kanter REBOUND (Off:2 Def:2),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,187.0,4.0,2.0,2.0,,,,,,,,,,,,,,
189,PT10M21.00S,2020-08-09T21:43:27.3Z,2,REGULAR,turnover,badpass,[],203935,,,1610612738,32,31,2020-08-09T21:43:32Z,1870000,,,0,,M. Smart TURNOVER badpass (1 TOV) Stolen,"[203935, 1628365]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,1.0,Fultz,1628365.0
190,PT10M21.00S,2020-08-09T21:43:27.3Z,2,REGULAR,steal,,[],1628365,,,1610612753,32,31,2020-08-09T21:43:29Z,1880000,,,0,,M. Fultz STEAL (1 STL),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,
191,PT10M21.00S,2020-08-09T21:43:31.7Z,2,REGULAR,foul,personal,[],202330,,,1610612753,32,31,2020-08-09T21:43:59Z,1890000,,,0,,G. Hayward FOUL personal (1 PF),"[202330, 1628982]",1610612738.0,BOS,take,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,2005.0,1.0,0.0,Frazier Jr.,1628982.0,,,
193,PT10M06.00S,2020-08-09T21:43:58.3Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1628982,95.3515111695138,51.294424019607845,1610612753,32,33,2020-08-09T21:44:04Z,1910000,6.0,-9.0,1,right,M. Frazier Jr. layup (5 PTS) (M. Fultz 4 AST),"[1628982, 1628365]",1610612753.0,ORL,reverse,,,Frazier Jr.,M. Frazier Jr.,,,,,0.73,Made,,,,,5.0,M. Fultz,1628365.0,4.0,,,,,,,,,,
195,PT09M48.00S,2020-08-09T21:44:15.4Z,2,REGULAR,2pt,jumpshot,[],202330,24.917871222076215,27.029718137254903,1610612738,34,33,2020-08-09T21:44:20Z,1930000,115.0,182.0,1,left,G. Hayward 22' jumpshot (13 PTS),[202330],1610612738.0,BOS,pullup,,,Hayward,G. Hayward,,,,,21.96,Made,,,,,13.0,,,,,,,,,,,,,
196,PT09M27.00S,2020-08-09T21:44:36.9Z,2,REGULAR,2pt,jumpshot,[],203082,78.66294349540078,51.53952205882353,1610612753,34,33,2020-08-09T21:44:42Z,1940000,8.0,148.0,1,right,MISS T. Ross 15' jumpshot,[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,15.38,Missed,,,,,,,,,,,,,,,,,,
197,PT09M25.00S,2020-08-09T21:44:38.9Z,2,REGULAR,rebound,offensive,[],1629724,,,1610612753,34,33,2020-08-09T21:45:51Z,1950000,,,0,,V. Law REBOUND (Off:1 Def:0),[1629724],1610612753.0,ORL,,,,Law,V. Law,,,,,,,196.0,1.0,0.0,1.0,,,,,,,,,,,,,,
198,PT09M25.00S,2020-08-09T21:44:41.6Z,2,REGULAR,2pt,dunk,"['2ndchance', 'pointsinthepaint']",1629724,95.0,50.0,1610612753,34,33,2020-08-09T21:45:56Z,1960000,0.0,-6.0,1,right,MISS V. Law dunk,[1629724],1610612753.0,ORL,tip,,,Law,V. Law,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
199,PT09M22.00S,2020-08-09T21:44:44.6Z,2,REGULAR,rebound,defensive,[],202683,,,1610612738,34,33,2020-08-09T21:45:56Z,1970000,,,0,,E. Kanter REBOUND (Off:2 Def:3),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,198.0,5.0,3.0,2.0,,,,,,,,,,,,,,
200,PT09M14.00S,2020-08-09T21:44:49.3Z,2,REGULAR,2pt,jumpshot,[],1628400,4.812746386333772,30.95128676470588,1610612738,34,33,2020-08-09T21:44:57Z,1980000,95.0,-7.0,1,left,MISS S. Ojeleye 10' jumpshot,[1628400],1610612738.0,BOS,turnaround,,,Ojeleye,S. Ojeleye,,,,,9.52,Missed,,,,,,,,,,,,,,,,,,
201,PT09M12.00S,2020-08-09T21:44:52.2Z,2,REGULAR,rebound,offensive,[],202683,,,1610612738,34,33,2020-08-09T21:44:52Z,1990000,,,0,,E. Kanter REBOUND (Off:3 Def:3),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,200.0,6.0,3.0,3.0,,,,,,,,,,,,,,
202,PT09M10.00S,2020-08-09T21:44:53.4Z,2,REGULAR,2pt,hook,"['pointsinthepaint', '2ndchance']",202683,6.521024967148489,56.68658088235294,1610612738,34,33,2020-08-09T21:45:03Z,2000000,-33.0,9.0,1,left,MISS E. Kanter hook,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,3.63,Missed,,,,,,,,,,,,,,,,,,
203,PT09M09.00S,2020-08-09T21:44:54.4Z,2,REGULAR,rebound,defensive,[],1628982,,,1610612753,34,33,2020-08-09T21:45:03Z,2010000,,,0,,M. Frazier Jr. REBOUND (Off:0 Def:1),[1628982],1610612753.0,ORL,,,,Frazier Jr.,M. Frazier Jr.,,,,,,,202.0,1.0,1.0,0.0,,,,,,,,,,,,,,
204,PT09M00.00S,2020-08-09T21:45:03.9Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628365,90.48948751642575,50.06893382352941,1610612753,34,35,2020-08-09T21:45:13Z,2020000,0.0,37.0,1,right,M. Fultz jumpshot (4 PTS),[1628365],1610612753.0,ORL,floating,,,Fultz,M. Fultz,,,,,4.24,Made,,,,,4.0,,,,,,,,,,,,,
205,PT08M47.00S,2020-08-09T21:45:18.2Z,2,REGULAR,turnover,lostball,[],202330,,,1610612738,34,35,2020-08-09T21:45:23Z,2030000,,,0,,G. Hayward TURNOVER lostball (1 TOV) Stolen,"[202330, 1628982]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,1.0,Frazier Jr.,1628982.0
206,PT08M47.00S,2020-08-09T21:45:18.2Z,2,REGULAR,steal,,[],1628982,,,1610612753,34,35,2020-08-09T21:45:20Z,2040000,,,0,,M. Frazier Jr. STEAL (2 STL),[1628982],1610612753.0,ORL,,,,Frazier Jr.,M. Frazier Jr.,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M37.00S,2020-08-09T21:45:30.4Z,2,REGULAR,foul,personal,['2freethrow'],202683,,,1610612753,34,35,2020-08-09T21:45:38Z,2050000,,,0,,E. Kanter FOUL personal (1 PF) (Fultz 2freethrow),"[202683, 1628365]",1610612738.0,BOS,shooting,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,2005.0,1.0,0.0,Fultz,1628365.0,,,
209,PT08M37.00S,2020-08-09T21:45:55.2Z,2,REGULAR,freethrow,1of2,['fromturnover'],1628365,,,1610612753,34,36,2020-08-09T21:45:55Z,2070000,,,0,,M. Fultz freethrow 1of2 (5 PTS),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
210,PT08M37.00S,2020-08-09T21:45:56.2Z,2,REGULAR,substitution,out,[],1628982,,,1610612753,34,36,2020-08-09T21:46:01Z,2080000,,,0,,substitution out Frazier Jr.,[1628982],1610612753.0,ORL,,,,Frazier Jr.,M. Frazier Jr.,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M37.00S,2020-08-09T21:45:56.2Z,2,REGULAR,substitution,in,[],1628411,,,1610612753,34,36,2020-08-09T21:46:01Z,2090000,,,0,,substitution in Iwundu,[1628411],1610612753.0,ORL,,,,Iwundu,W. Iwundu,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M37.00S,2020-08-09T21:46:13.9Z,2,REGULAR,freethrow,2of2,['fromturnover'],1628365,,,1610612753,34,37,2020-08-09T21:46:13Z,2100000,,,0,,M. Fultz freethrow 2of2 (6 PTS),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
213,PT08M24.00S,2020-08-09T21:46:30.0Z,2,REGULAR,3pt,jumpshot,[],1628400,26.10052562417871,80.95128676470588,1610612738,37,37,2020-08-09T21:46:34Z,2110000,-155.0,193.0,1,left,S. Ojeleye 25' 3PT  (3 PTS) (M. Smart 4 AST),"[1628400, 203935]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,25.16,Made,,,,,3.0,M. Smart,203935.0,4.0,,,,,,,,,,
215,PT08M12.00S,2020-08-09T21:46:45.2Z,2,REGULAR,foul,offensive,[],1628365,,,1610612753,37,37,2020-08-09T21:46:53Z,2130000,,,0,,M. Fultz FOUL offensive (1 PF),"[1628365, 203935]",1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,2529.0,1.0,0.0,Smart,203935.0,,,
217,PT08M12.00S,2020-08-09T21:46:45.2Z,2,REGULAR,turnover,offensivefoul,[],1628365,,,1610612753,37,37,2020-08-09T21:46:45Z,2150000,,,0,,M. Fultz TURNOVER offensivefoul (1 TOV),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,2529.0,,,,,1.0,,
218,PT08M12.00S,2020-08-09T21:46:50.9Z,2,REGULAR,substitution,out,[],203920,,,1610612738,37,37,2020-08-09T21:46:56Z,2160000,,,0,,substitution out Birch,[203920],1610612753.0,ORL,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M12.00S,2020-08-09T21:46:50.9Z,2,REGULAR,substitution,in,[],202696,,,1610612738,37,37,2020-08-09T21:46:56Z,2170000,,,0,,substitution in Vucevic,[202696],1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M04.00S,2020-08-09T21:47:08.3Z,2,REGULAR,foul,personal,['2freethrow'],1628411,,,1610612738,37,37,2020-08-09T21:48:07Z,2180000,,,0,,W. Iwundu FOUL personal (1 PF) (Hayward 2freethrow),"[1628411, 202330]",1610612753.0,ORL,shooting,,,Iwundu,W. Iwundu,,,,,,,,,,,,,,,,,2005.0,1.0,0.0,Hayward,202330.0,,,
222,PT08M04.00S,2020-08-09T21:48:04.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,37,37,2020-08-09T21:48:04Z,2200000,,,0,,timeout full,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M04.00S,2020-08-09T21:50:26.0Z,2,REGULAR,substitution,out,[],202954,,,1610612738,37,37,2020-08-09T21:51:17Z,2210000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M04.00S,2020-08-09T21:50:26.0Z,2,REGULAR,substitution,out,[],203935,,,1610612738,37,37,2020-08-09T21:51:17Z,2220000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M04.00S,2020-08-09T21:50:26.0Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,37,37,2020-08-09T21:51:17Z,2230000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M04.00S,2020-08-09T21:50:26.0Z,2,REGULAR,substitution,in,[],202689,,,1610612738,37,37,2020-08-09T21:51:17Z,2240000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M04.00S,2020-08-09T21:51:25.9Z,2,REGULAR,freethrow,1of2,['fromturnover'],202330,,,1610612738,38,37,2020-08-09T21:51:25Z,2250000,,,0,,G. Hayward freethrow 1of2 (14 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
228,PT08M04.00S,2020-08-09T21:51:38.0Z,2,REGULAR,freethrow,2of2,['fromturnover'],202330,,,1610612738,39,37,2020-08-09T21:51:38Z,2260000,,,0,,G. Hayward freethrow 2of2 (15 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
229,PT07M54.00S,2020-08-09T21:51:55.5Z,2,REGULAR,foul,personal,[],202683,,,1610612753,39,37,2020-08-09T21:53:54Z,2270000,,,0,,E. Kanter FOUL personal (2 PF),"[202683, 203082]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,2005.0,2.0,0.0,Ross,203082.0,,,
231,PT07M45.00S,2020-08-09T21:52:19.0Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202696,94.69448094612353,49.08854166666667,1610612753,39,39,2020-08-09T21:52:22Z,2290000,-5.0,-3.0,1,right,N. Vucevic layup (7 PTS) (M. Fultz 5 AST),"[202696, 1628365]",1610612753.0,ORL,cutting,,,Vucevic,N. Vucevic,,,,,0.54,Made,,,,,7.0,M. Fultz,1628365.0,5.0,,,,,,,,,,
233,PT07M21.00S,2020-08-09T21:52:42.1Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202330,9.411957950065702,49.333639705882355,1610612738,39,39,2020-08-09T21:52:56Z,2310000,3.0,36.0,1,left,MISS G. Hayward layup,[202330],1610612738.0,BOS,driving,,,Hayward,G. Hayward,,,,,4.16,Missed,,,,,,,,,,,,,,,,,,
234,PT07M20.00S,2020-08-09T21:52:43.1Z,2,REGULAR,rebound,offensive,[],202683,,,1610612738,39,39,2020-08-09T21:52:56Z,2320000,,,0,,E. Kanter REBOUND (Off:4 Def:3),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,233.0,7.0,3.0,4.0,,,,,,,,,,,,,,
235,PT07M19.00S,2020-08-09T21:52:44.4Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202683,7.703679369250986,49.333639705882355,1610612738,39,39,2020-08-09T21:52:59Z,2330000,3.0,20.0,1,left,MISS E. Kanter layup,[202683],1610612738.0,BOS,putback,,,Kanter,E. Kanter,,,,,2.56,Missed,,,,,,,,,,,,,,,,,,
236,PT07M19.00S,2020-08-09T21:52:44.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612753,39,39,2020-08-09T21:52:59Z,2340000,,,0,,Team defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,235.0,,,,,,,,,,,,,,,,,
237,PT07M19.00S,2020-08-09T21:52:49.0Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612753,39,39,2020-08-09T21:52:49Z,2350000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M08.00S,2020-08-09T21:53:08.0Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628365,81.8166885676741,41.98069852941176,1610612753,39,39,2020-08-09T21:54:31Z,2360000,-40.0,118.0,1,right,MISS M. Fultz 13' jumpshot,[1628365],1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,13.02,Missed,,,,,,,,,,,,,,,,,,
239,PT07M07.00S,2020-08-09T21:53:09.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,39,39,2020-08-09T21:53:18Z,2370000,,,0,,Team offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,238.0,,,,,,,,,,,,,,,,,
240,PT07M07.00S,2020-08-09T21:53:13.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628400,,,1610612753,39,39,2020-08-09T21:53:29Z,2380000,,,0,,S. Ojeleye FOUL personal (1 PF) (Law inpenalty),"[1628400, 1629724]",1610612738.0,BOS,looseball,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Law,1629724.0,,,
242,PT07M07.00S,2020-08-09T21:53:41.6Z,2,REGULAR,freethrow,1of2,['2ndchance'],1629724,,,1610612753,39,40,2020-08-09T21:58:50Z,2400000,,,0,,V. Law freethrow 1of2 (1 PTS),[1629724],1610612753.0,ORL,,,,Law,V. Law,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
284,PT07M07.00S,2020-08-09T21:53:59.2Z,2,REGULAR,substitution,out,[],1628365,,,1610612753,39,40,2020-08-09T21:59:25Z,2402500,,,0,,substitution out Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,
285,PT07M07.00S,2020-08-09T21:53:59.2Z,2,REGULAR,substitution,in,[],201571,,,1610612753,39,40,2020-08-09T21:59:25Z,2403750,,,0,,substitution in Augustin,[201571],1610612753.0,ORL,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M07.00S,2020-08-09T21:53:41.6Z,2,REGULAR,freethrow,2of2,['2ndchance'],1629724,,,1610612753,39,40,2020-08-09T21:58:50Z,2405000,,,0,,MISS V. Law freethrow 2of2,[1629724],1610612753.0,ORL,,,,Law,V. Law,,,,,,Missed,,,,,,,,,,,,,,,,,,
246,PT07M05.00S,2020-08-09T21:53:43.6Z,2,REGULAR,rebound,defensive,[],202683,,,1610612738,39,40,2020-08-09T21:58:50Z,2407500,,,0,,E. Kanter REBOUND (Off:4 Def:4),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,245.0,8.0,4.0,4.0,,,,,,,,,,,,,,
247,PT06M56.00S,2020-08-09T21:54:16.9Z,2,REGULAR,turnover,backcourt,[],1627759,,,1610612738,39,40,2020-08-09T21:58:13Z,2425000,,,0,,J. Brown TURNOVER backcourt (1 TOV),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,2529.0,,,,,1.0,,
248,PT06M56.00S,2020-08-09T21:54:17.4Z,2,REGULAR,substitution,out,[],1629724,,,1610612753,39,40,2020-08-09T21:58:41Z,2460000,,,0,,substitution out Law,[1629724],1610612753.0,ORL,,,,Law,V. Law,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M56.00S,2020-08-09T21:54:17.4Z,2,REGULAR,substitution,in,[],203516,,,1610612753,39,40,2020-08-09T21:58:41Z,2470000,,,0,,substitution in Ennis III,[203516],1610612753.0,ORL,,,,Ennis III,J. Ennis III,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M42.00S,2020-08-09T21:54:42.8Z,2,REGULAR,3pt,jumpshot,['fromturnover'],1628411,69.59592641261499,27.029718137254903,1610612753,39,40,2020-08-09T21:58:41Z,2480000,-115.0,233.0,1,right,MISS W. Iwundu 26' 3PT,[1628411],1610612753.0,ORL,,,,Iwundu,W. Iwundu,,,,,26.5,Missed,,,,,,,,,,,,,,,,,,
251,PT06M40.00S,2020-08-09T21:54:44.8Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,39,40,2020-08-09T21:54:49Z,2490000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,250.0,2.0,2.0,0.0,,,,,,,,,,,,,,
252,PT06M36.00S,2020-08-09T21:54:51.7Z,2,REGULAR,foul,personal,[],203516,,,1610612738,39,40,2020-08-09T21:54:59Z,2500000,,,0,,J. Ennis III FOUL personal (2 PF),"[203516, 1627759]",1610612753.0,ORL,,,,Ennis III,J. Ennis III,,,,,,,,,,,,,,,,,2529.0,2.0,0.0,Brown,1627759.0,,,
255,PT06M19.00S,2020-08-09T21:55:30.0Z,2,REGULAR,3pt,jumpshot,[],1627759,36.35019710906702,63.549325980392155,1610612738,39,40,2020-08-09T21:56:09Z,2530000,-68.0,289.0,1,left,MISS J. Brown 30' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,30.24,Missed,,,,,,,,,,,,,,,,,,
256,PT06M18.00S,2020-08-09T21:55:31.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,39,40,2020-08-09T21:56:09Z,2540000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,255.0,,,,,,,,,,,,,,,,,
257,PT06M18.00S,2020-08-09T21:55:35.6Z,2,REGULAR,turnover,shotclock,['team'],0,,,1610612738,39,40,2020-08-09T21:55:59Z,2550000,,,0,,Team TURNOVER shotclock,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,2005.0,,,,,,,
258,PT06M18.00S,2020-08-09T21:55:45.2Z,2,REGULAR,substitution,out,[],1628400,,,1610612753,39,40,2020-08-09T21:55:48Z,2560000,,,0,,substitution out Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M18.00S,2020-08-09T21:55:45.2Z,2,REGULAR,substitution,in,[],1628369,,,1610612753,39,40,2020-08-09T21:55:48Z,2570000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M02.00S,2020-08-09T21:56:14.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202683,,,1610612753,39,40,2020-08-09T21:56:20Z,2580000,,,0,,E. Kanter FOUL personal (3 PF) (Vucevic inpenalty),"[202683, 202696]",1610612738.0,BOS,shooting,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,202049.0,3.0,0.0,Vucevic,202696.0,,,
262,PT06M02.00S,2020-08-09T21:56:38.5Z,2,REGULAR,freethrow,1of2,['fromturnover'],202696,,,1610612753,39,40,2020-08-09T21:56:38Z,2600000,,,0,,MISS N. Vucevic freethrow 1of2,[202696],1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,,Missed,,,,,,,,,,,,,,,,,,
263,PT06M02.00S,2020-08-09T21:56:38.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,39,40,2020-08-09T21:56:38Z,2610000,,,0,,Team offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,262.0,,,,,,,,,,,,,,,,,
264,PT06M02.00S,2020-08-09T21:56:39.3Z,2,REGULAR,substitution,out,[],203082,,,1610612753,39,40,2020-08-09T21:56:44Z,2620000,,,0,,substitution out Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M02.00S,2020-08-09T21:56:39.3Z,2,REGULAR,substitution,in,[],1628982,,,1610612753,39,40,2020-08-09T21:56:44Z,2630000,,,0,,substitution in Frazier Jr.,[1628982],1610612753.0,ORL,,,,Frazier Jr.,M. Frazier Jr.,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M02.00S,2020-08-09T21:56:57.0Z,2,REGULAR,freethrow,2of2,['fromturnover'],202696,,,1610612753,39,41,2020-08-09T21:56:57Z,2640000,,,0,,N. Vucevic freethrow 2of2 (8 PTS),[202696],1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
267,PT05M53.00S,2020-08-09T21:57:09.7Z,2,REGULAR,3pt,jumpshot,[],202330,32.802233902759525,38.549325980392155,1610612738,42,41,2020-08-09T21:57:14Z,2650000,57.0,256.0,1,left,G. Hayward 27' 3PT  (18 PTS) (K. Walker 3 AST),"[202330, 202689]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,26.75,Made,,,,,18.0,K. Walker,202689.0,3.0,,,,,,,,,,
269,PT05M36.00S,2020-08-09T21:57:26.2Z,2,REGULAR,2pt,jumpshot,[],203516,78.53153745072274,48.353247549019606,1610612753,42,43,2020-08-09T21:57:30Z,2670000,-8.0,149.0,1,right,J. Ennis III 16' jumpshot (8 PTS) (D. Augustin 3 AST),"[203516, 201571]",1610612753.0,ORL,pullup,,,Ennis III,J. Ennis III,,,,,15.5,Made,,,,,8.0,D. Augustin,201571.0,3.0,,,,,,,,,,
271,PT05M18.00S,2020-08-09T21:57:44.7Z,2,REGULAR,3pt,jumpshot,[],1627759,6.652431011826544,95.16697303921569,1610612738,45,43,2020-08-09T21:57:49Z,2690000,-226.0,10.0,1,left,J. Brown 23' 3PT  (3 PTS) (G. Hayward 3 AST),"[1627759, 202330]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,22.63,Made,,,,,3.0,G. Hayward,202330.0,3.0,,,,,,,,,,
273,PT05M02.00S,2020-08-09T21:58:11.1Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612753,45,43,2020-08-09T21:58:11Z,2710000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M59.00S,2020-08-09T21:58:27.4Z,2,REGULAR,3pt,jumpshot,[],203516,94.03745072273325,3.990502450980392,1610612753,45,43,2020-08-09T21:58:34Z,2720000,-230.0,4.0,1,right,MISS J. Ennis III 23' 3PT,[203516],1610612753.0,ORL,stepback,,,Ennis III,J. Ennis III,,,,,23.02,Missed,,,,,,,,,,,,,,,,,,
275,PT04M54.00S,2020-08-09T21:58:32.4Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,45,43,2020-08-09T21:58:34Z,2730000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,274.0,3.0,3.0,0.0,,,,,,,,,,,,,,
