actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerName,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,stealTotal,subsInPlayerName,subsInPersonId,blockPlayerName,blockPersonId,blockTotal,value
553,PT08M26.00S,2020-02-23T22:40:38.3Z,4,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",2730,94.00459921156373,52.872242647058826,1610612747,95,96,2020-02-23T22:40:43Z,5460000,right,[LAL] Howard layup: Made (10 PTS),[2730],1610612747.0,LAL,putback,,,Howard,D. Howard,,,,,1.72,: Made,10.0,,,,,,,,,,,,,,,,,,,,,,
554,PT08M06.00S,2020-02-23T22:40:58.1Z,4,REGULAR,3pt,jumpshot,[],1627759,27.250328515111704,17.087928921568633,1610612738,95,96,2020-02-23T23:24:12Z,5470000,left,[BOS] Brown pullup 3pt jumpshot: Missed,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,26.62,: Missed,,,,,,,,,,,,,,,,,,,,,,,
556,PT08M03.00S,2020-02-23T22:41:01.1Z,4,REGULAR,rebound,defensive,[],2544,,,1610612747,95,96,2020-02-23T22:41:02Z,5490000,,[LAL] James defensive rebound (Off:0 Def:4),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,554.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
557,PT08M03.00S,2020-02-23T22:41:03.4Z,4,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612747,95,96,2020-02-23T22:41:09Z,5500000,,[BOS] Theis foul personal (4 PF) (Kuzma 2freethrow),"[1628464, 1628398]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,2529.0,4.0,0.0,Kuzma,1628398.0,,,,,,,,,,
559,PT08M03.00S,2020-02-23T22:42:43.0Z,4,REGULAR,freethrow,1of2,['fastbreak'],1628398,,,1610612747,96,96,2020-02-23T22:42:43Z,5520000,,[LAL] Kuzma freethrow 1of2: Made (15 PTS),[1628398],1610612747.0,LAL,,,,Kuzma,K. Kuzma,,,,,,: Made,15.0,,,,,,,,,,,,,,,,,,,,,,
560,PT08M03.00S,2020-02-23T22:42:44.1Z,4,REGULAR,substitution,out,[],202954,,,1610612747,96,96,2020-02-23T22:42:49Z,5530000,,[BOS] substitution Wanamaker replaced by Smart,"[202954, 203935]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,Smart,203935.0,,,,
561,PT08M03.00S,2020-02-23T22:42:44.1Z,4,REGULAR,substitution,out,[],1628464,,,1610612747,96,96,2020-02-23T22:42:49Z,5540000,,[BOS] substitution Theis replaced by Williams,"[1628464, 1629684]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,Williams,1629684.0,,,,
564,PT08M03.00S,2020-02-23T22:43:07.1Z,4,REGULAR,freethrow,2of2,['fastbreak'],1628398,,,1610612747,97,96,2020-02-23T22:43:07Z,5570000,,[LAL] Kuzma freethrow 2of2: Made (16 PTS),[1628398],1610612747.0,LAL,,,,Kuzma,K. Kuzma,,,,,,: Made,16.0,,,,,,,,,,,,,,,,,,,,,,
565,PT07M51.00S,2020-02-23T22:43:28.6Z,4,REGULAR,foul,offensive,[],1629684,,,1610612738,97,96,2020-02-23T22:43:43Z,5580000,,[BOS] Williams foul offensive (3 PF),"[1629684, 200765]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,203592.0,3.0,0.0,Rondo,200765.0,,,,,,,,,,
567,PT07M51.00S,2020-02-23T22:43:28.6Z,4,REGULAR,turnover,offensivefoul,[],1629684,,,1610612738,97,96,2020-02-23T22:43:28Z,5600000,,[BOS] Williams offensivefoul turnover (1 TO),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,203592.0,,,,,1.0,,,,,,,,,
568,PT07M30.00S,2020-02-23T22:44:00.9Z,4,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",2544,91.50788436268068,46.009497549019606,1610612747,99,96,2020-02-23T22:44:05Z,5610000,right,[LAL] James jumpshot: Made (22 PTS),[2544],1610612747.0,LAL,drivingfloatingbank,,,James,L. James,,,,,3.84,: Made,22.0,,,,,,,,,,,,,,,,,,,,,,
569,PT07M24.00S,2020-02-23T22:44:13.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,99,96,2020-02-23T22:44:13Z,5620000,,[BOS] timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT07M24.00S,2020-02-23T22:47:14.0Z,4,REGULAR,substitution,out,[],1628398,,,1610612738,99,96,2020-02-23T22:47:24Z,5630000,,[LAL] substitution Kuzma replaced by Davis,"[1628398, 203076]",1610612747.0,LAL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,Davis,203076.0,,,,
571,PT07M24.00S,2020-02-23T22:47:14.0Z,4,REGULAR,substitution,out,[],1627936,,,1610612738,99,96,2020-02-23T22:47:24Z,5640000,,[LAL] substitution Caruso replaced by Caldwell-Pope,"[1627936, 203484]",1610612747.0,LAL,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,Caldwell-Pope,203484.0,,,,
572,PT07M24.00S,2020-02-23T22:47:14.0Z,4,REGULAR,substitution,out,[],1629641,,,1610612738,99,96,2020-02-23T22:47:24Z,5650000,,[BOS] substitution Langford replaced by Tatum,"[1629641, 1628369]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,Tatum,1628369.0,,,,
576,PT07M13.00S,2020-02-23T22:47:43.7Z,4,REGULAR,2pt,jumpshot,[],202330,18.31471747700394,77.38204656862746,1610612738,99,96,2020-02-23T22:47:48Z,5690000,left,[BOS] Hayward jumpshot: Missed,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,18.55,: Missed,,,,,,,,,,,,,,,,,,,,,,,
577,PT07M11.00S,2020-02-23T22:47:45.7Z,4,REGULAR,rebound,defensive,[],2544,,,1610612747,99,96,2020-02-23T22:47:48Z,5700000,,[LAL] James defensive rebound (Off:0 Def:5),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,576.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
578,PT06M58.00S,2020-02-23T22:47:59.8Z,4,REGULAR,2pt,layup,['pointsinthepaint'],2544,88.74835742444152,49.93106617647059,1610612747,99,96,2020-02-23T22:48:06Z,5710000,right,[LAL] James layup: Missed Block: Brown (1 BLK),"[2544, 1627759]",1610612747.0,LAL,driving,,,James,L. James,,,,,5.88,: Missed,,,,,,,,,,,,,,,,,,,,Brown,1627759.0,1.0,
580,PT06M57.00S,2020-02-23T22:48:00.8Z,4,REGULAR,rebound,offensive,[],203076,,,1610612747,99,96,2020-02-23T22:49:59Z,5730000,,[LAL] Davis offensive rebound (Off:6 Def:7),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,578.0,13.0,7.0,6.0,,,,,,,,,,,,,,,
581,PT06M57.00S,2020-02-23T22:48:04.5Z,4,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint']",203076,95.0,50.0,1610612747,99,96,2020-02-23T22:50:07Z,5740000,right,[LAL] Davis layup: Missed,[203076],1610612747.0,LAL,tip,,,Davis,A. Davis,,,,,0.0,: Missed,,,,,,,,,,,,,,,,,,,,,,,
582,PT06M56.00S,2020-02-23T22:48:05.5Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,99,96,2020-02-23T22:50:07Z,5750000,,[BOS] Brown defensive rebound (Off:2 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,581.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
583,PT06M46.00S,2020-02-23T22:48:15.4Z,4,REGULAR,foul,personal,[],203484,,,1610612738,99,96,2020-02-23T22:48:23Z,5760000,,[LAL] Caldwell-Pope foul personal (2 PF),"[203484, 1628369]",1610612747.0,LAL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,2529.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,,
585,PT06M37.00S,2020-02-23T22:48:37.9Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1628369,8.853482260183966,49.685968137254896,1610612738,99,96,2020-02-23T22:48:41Z,5780000,left,[BOS] Tatum layup: Missed,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,3.62,: Missed,,,,,,,,,,,,,,,,,,,,,,,
586,PT06M37.00S,2020-02-23T22:48:37.9Z,4,REGULAR,rebound,offensive,[],1629684,,,1610612738,99,96,2020-02-23T22:51:01Z,5790000,,[BOS] Williams offensive rebound (Off:1 Def:0),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,585.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
587,PT06M37.00S,2020-02-23T22:48:40.7Z,4,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint']",1629684,5.0,50.0,1610612738,99,98,2020-02-23T22:51:07Z,5800000,left,[BOS] Williams layup: Made (2 PTS),[1629684],1610612738.0,BOS,tip,,,Williams,G. Williams,,,,,0.0,: Made,2.0,,,,,,,,,,,,,,,,,,,,,,
588,PT06M19.00S,2020-02-23T22:48:56.4Z,4,REGULAR,3pt,jumpshot,[],2544,70.87713534822602,80.81341911764706,1610612747,102,98,2020-02-23T22:49:01Z,5810000,right,[LAL] James 3pt shot: Made (25 PTS) assist: Caldwell-Pope (2 AST),"[2544, 203484]",1610612747.0,LAL,,,,James,L. James,,,,,27.42,: Made,25.0,Caldwell-Pope,203484.0,2.0,,,,,,,,,,,,,,,,,,,
590,PT06M00.00S,2020-02-23T22:49:15.5Z,4,REGULAR,turnover,badpass,[],202330,,,1610612738,102,98,2020-02-23T22:49:20Z,5830000,,[BOS] Hayward badpass turnover (2 TO) Steal: Rondo (5 STL),"[202330, 200765]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,2.0,Rondo,200765.0,5.0,,,,,,
592,PT05M57.00S,2020-02-23T22:49:21.4Z,4,REGULAR,foul,personal,[],1629684,,,1610612747,102,98,2020-02-23T22:52:25Z,5850000,,[BOS] Williams foul personal (4 PF),"[1629684, 2544]",1610612738.0,BOS,take,,,Williams,G. Williams,,,,,,,,,,,,,,,2529.0,4.0,0.0,James,2544.0,,,,,,,,,,
594,PT05M57.00S,2020-02-23T22:49:29.1Z,4,REGULAR,substitution,out,[],2544,,,1610612747,102,98,2020-02-23T22:49:32Z,5870000,,[LAL] substitution James replaced by Kuzma,"[2544, 1628398]",1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,Kuzma,1628398.0,,,,
596,PT05M41.00S,2020-02-23T22:50:00.8Z,4,REGULAR,2pt,hook,"['pointsinthepaint', 'fromturnover']",203076,89.14257555847568,51.15655637254902,1610612747,102,98,2020-02-23T22:50:05Z,5890000,right,[LAL] Davis hook: Missed,[203076],1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,5.54,: Missed,,,,,,,,,,,,,,,,,,,,,,,
597,PT05M39.00S,2020-02-23T22:50:02.8Z,4,REGULAR,rebound,defensive,[],202330,,,1610612738,102,98,2020-02-23T22:50:05Z,5900000,,[BOS] Hayward defensive rebound (Off:0 Def:7),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,596.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
598,PT05M26.00S,2020-02-23T22:50:16.2Z,4,REGULAR,3pt,jumpshot,[],1627759,27.11892247043363,14.882046568627445,1610612738,102,101,2020-02-23T22:50:20Z,5910000,left,[BOS] Brown 3pt shot: Made (17 PTS) assist: Tatum (2 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.21,: Made,17.0,Tatum,1628369.0,2.0,,,,,,,,,,,,,,,,,,,
600,PT05M12.00S,2020-02-23T22:50:32.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612747,102,101,2020-02-23T22:54:55Z,5930000,,[BOS] Williams foul personal (5 PF) (Rondo inpenalty),"[1629684, 200765]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,1830.0,5.0,0.0,Rondo,200765.0,,,,,,,,,,
602,PT05M12.00S,2020-02-23T22:50:57.6Z,4,REGULAR,freethrow,1of2,[],200765,,,1610612747,102,101,2020-02-23T22:54:55Z,5955000,,[LAL] Rondo freethrow 1of2: Missed,[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
603,PT05M12.00S,2020-02-23T22:50:57.6Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612747,102,101,2020-02-23T22:54:55Z,5962500,,[LAL] Team offensive rebound,[],1610612747.0,LAL,,,,,,,,,,,,,,,,602.0,,,,,,,,,,,,,,,,,,
608,PT05M12.00S,2020-02-23T22:50:57.6Z,4,REGULAR,freethrow,2of2,[],200765,,,1610612747,102,101,2020-02-23T22:54:55Z,5966250,,[LAL] Rondo freethrow 2of2: Missed,[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
609,PT05M12.00S,2020-02-23T22:50:57.6Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,102,101,2020-02-23T22:59:30Z,5968125,,[BOS] Tatum defensive rebound (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,608.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
604,PT05M12.00S,2020-02-23T22:50:59.1Z,4,REGULAR,substitution,out,[],2730,,,1610612738,102,101,2020-02-23T22:55:14Z,5986562,,[LAL] substitution Howard replaced by Caruso,"[2730, 1627936]",1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,Caruso,1627936.0,,,,
605,PT05M12.00S,2020-02-23T22:50:59.1Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,102,101,2020-02-23T22:55:14Z,5995781,,[BOS] substitution Williams replaced by Theis,"[1629684, 1628464]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,Theis,1628464.0,,,,
610,PT05M03.00S,2020-02-23T22:51:26.8Z,4,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint']",1628369,8.459264126149804,49.44087009803921,1610612738,102,101,2020-02-23T22:54:19Z,6005000,left,[BOS] Tatum layup: Missed,[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,3.26,: Missed,,,,,,,,,,,,,,,,,,,,,,,
611,PT05M02.00S,2020-02-23T22:51:27.8Z,4,REGULAR,rebound,offensive,[],203935,,,1610612738,102,101,2020-02-23T22:54:19Z,6007500,,[BOS] Smart offensive rebound (Off:1 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,610.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
612,PT04M54.00S,2020-02-23T22:51:43.7Z,4,REGULAR,turnover,outofbounds,[],202330,,,1610612738,102,101,2020-02-23T22:52:04Z,6050000,,[BOS] Hayward outofbounds turnover (3 TO),[202330],1610612738.0,BOS,badpass,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
613,PT04M42.00S,2020-02-23T22:52:18.0Z,4,REGULAR,3pt,jumpshot,['fromturnover'],1627936,93.47897503285151,3.607536764705884,1610612747,102,101,2020-02-23T22:52:25Z,6060000,right,[LAL] Caruso 3pt jumpshot: Missed,[1627936],1610612747.0,LAL,,,,Caruso,A. Caruso,,,,,23.24,: Missed,,,,,,,,,,,,,,,,,,,,,,,
614,PT04M41.00S,2020-02-23T22:52:19.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612747,102,101,2020-02-23T22:52:25Z,6070000,,[LAL] Team offensive rebound,[],1610612747.0,LAL,,,,,,,,,,,,,,,,613.0,,,,,,,,,,,,,,,,,,
615,PT04M41.00S,2020-02-23T22:52:25.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612747,102,101,2020-02-23T22:52:32Z,6080000,,[BOS] Theis foul personal (5 PF) (Davis inpenalty),"[1628464, 203076]",1610612738.0,BOS,looseball,,,Theis,D. Theis,,,,,,,,,,,,,,,203592.0,5.0,0.0,Davis,203076.0,,,,,,,,,,
617,PT04M41.00S,2020-02-23T22:52:58.2Z,4,REGULAR,freethrow,1of2,"['fromturnover', '2ndchance']",203076,,,1610612747,103,101,2020-02-23T22:52:58Z,6100000,,[LAL] Davis freethrow 1of2: Made (25 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,: Made,25.0,,,,,,,,,,,,,,,,,,,,,,
618,PT04M41.00S,2020-02-23T22:52:58.8Z,4,REGULAR,substitution,out,[],1627936,,,1610612747,103,101,2020-02-23T22:53:02Z,6110000,,[LAL] substitution Caruso replaced by James,"[1627936, 2544]",1610612747.0,LAL,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,James,2544.0,,,,
620,PT04M41.00S,2020-02-23T22:53:10.9Z,4,REGULAR,freethrow,2of2,"['fromturnover', '2ndchance']",203076,,,1610612747,104,101,2020-02-23T22:53:10Z,6130000,,[LAL] Davis freethrow 2of2: Made (26 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,: Made,26.0,,,,,,,,,,,,,,,,,,,,,,
621,PT04M33.00S,2020-02-23T22:53:27.8Z,4,REGULAR,foul,personal,['2freethrow'],1628398,,,1610612738,104,101,2020-02-23T22:53:32Z,6140000,,[LAL] Kuzma foul personal (1 PF) (Tatum 2freethrow),"[1628398, 1628369]",1610612747.0,LAL,shooting,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,203592.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,
623,PT04M33.00S,2020-02-23T22:54:02.9Z,4,REGULAR,freethrow,1of2,[],1628369,,,1610612738,104,102,2020-02-23T22:54:02Z,6160000,,[BOS] Tatum freethrow 1of2: Made (38 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,: Made,38.0,,,,,,,,,,,,,,,,,,,,,,
624,PT04M33.00S,2020-02-23T22:54:04.1Z,4,REGULAR,substitution,out,[],1628464,,,1610612738,104,102,2020-02-23T22:54:10Z,6170000,,[BOS] substitution Theis replaced by Williams,"[1628464, 1629684]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,Williams,1629684.0,,,,
626,PT04M33.00S,2020-02-23T22:54:32.6Z,4,REGULAR,freethrow,2of2,[],1628369,,,1610612738,104,103,2020-02-23T22:54:32Z,6190000,,[BOS] Tatum freethrow 2of2: Made (39 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,: Made,39.0,,,,,,,,,,,,,,,,,,,,,,
627,PT04M13.00S,2020-02-23T22:54:56.7Z,4,REGULAR,2pt,layup,['pointsinthepaint'],203076,90.19382391590013,50.91145833333333,1610612747,104,103,2020-02-23T22:56:15Z,6200000,right,[LAL] Davis layup: Missed Block: Tatum (2 BLK),"[203076, 1628369]",1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,4.54,: Missed,,,,,,,,,,,,,,,,,,,,Tatum,1628369.0,2.0,
631,PT04M11.00S,2020-02-23T22:54:58.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,104,103,2020-02-23T22:56:48Z,6215000,,[BOS] Team defensive rebound,[],1610612738.0,BOS,,,,,,,,,,,,,,,,627.0,,,,,,,,,,,,,,,,,,
629,PT04M11.00S,2020-02-23T22:55:18.3Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,104,103,2020-02-23T22:56:11Z,6220000,,[BOS] substitution Williams replaced by Theis,"[1629684, 1628464]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,Theis,1628464.0,,,,
632,PT04M10.00S,2020-02-23T22:56:11.3Z,4,REGULAR,violation,jumpball,[],203076,,,1610612738,104,103,2020-02-23T22:56:15Z,6240000,,[LAL] Davis violation jumpball,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,203592.0,,,,,,,,,,,,,,
633,PT04M10.00S,2020-02-23T22:56:12.6Z,4,REGULAR,substitution,out,[],1628464,,,1610612738,104,103,2020-02-23T22:56:21Z,6250000,,[BOS] substitution Theis replaced by Williams,"[1628464, 1629684]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,Williams,1629684.0,,,,
635,PT03M49.00S,2020-02-23T22:56:50.5Z,4,REGULAR,3pt,jumpshot,[],1627759,30.404073587385014,22.72518382352942,1610612738,104,103,2020-02-23T22:57:40Z,6270000,left,[BOS] Brown pullup 3pt jumpshot: Missed,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,27.5,: Missed,,,,,,,,,,,,,,,,,,,,,,,
636,PT03M44.00S,2020-02-23T22:56:55.5Z,4,REGULAR,rebound,defensive,[],2544,,,1610612747,104,103,2020-02-23T22:56:56Z,6280000,,[LAL] James defensive rebound (Off:0 Def:6),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,635.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
637,PT03M37.00S,2020-02-23T22:57:02.3Z,4,REGULAR,3pt,jumpshot,[],2544,66.40932982917215,39.146752450980394,1610612747,104,103,2020-02-23T22:57:53Z,6290000,right,[LAL] James pullup 3pt jumpshot: Missed,[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,27.42,: Missed,,,,,,,,,,,,,,,,,,,,,,,
638,PT03M36.00S,2020-02-23T22:57:03.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,104,103,2020-02-23T22:57:08Z,6300000,,[BOS] Team defensive rebound,[],1610612738.0,BOS,,,,,,,,,,,,,,,,637.0,,,,,,,,,,,,,,,,,,
639,PT03M36.00S,2020-02-23T22:57:09.1Z,4,REGULAR,foul,personal,[],2544,,,1610612738,104,103,2020-02-23T22:57:15Z,6310000,,[LAL] James foul personal (3 PF),"[2544, 202330]",1610612747.0,LAL,looseball,,,James,L. James,,,,,,,,,,,,,,,1830.0,3.0,0.0,Hayward,202330.0,,,,,,,,,,
641,PT03M33.00S,2020-02-23T22:57:30.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,104,103,2020-02-23T22:57:34Z,6330000,,[BOS] timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT03M33.00S,2020-02-23T22:58:54.5Z,4,REGULAR,substitution,out,[],200765,,,1610612738,104,103,2020-02-23T22:59:03Z,6340000,,[LAL] substitution Rondo replaced by Bradley,"[200765, 202340]",1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,Bradley,202340.0,,,,
643,PT03M33.00S,2020-02-23T22:58:54.5Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,104,103,2020-02-23T22:59:03Z,6350000,,[BOS] substitution Williams replaced by Theis,"[1629684, 1628464]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,Theis,1628464.0,,,,
646,PT03M27.00S,2020-02-23T22:59:09.0Z,4,REGULAR,2pt,jumpshot,[],203935,18.7089356110381,26.40165441176471,1610612738,104,103,2020-02-23T22:59:13Z,6380000,left,[BOS] Smart jumpshot: Missed,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,17.48,: Missed,,,,,,,,,,,,,,,,,,,,,,,
647,PT03M25.00S,2020-02-23T22:59:11.0Z,4,REGULAR,rebound,defensive,[],2544,,,1610612747,104,103,2020-02-23T22:59:13Z,6390000,,[LAL] James defensive rebound (Off:0 Def:7),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,646.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
648,PT03M18.00S,2020-02-23T22:59:21.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612747,104,103,2020-02-23T22:59:52Z,6400000,,[BOS] Smart foul personal (4 PF) (James inpenalty),"[203935, 2544]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,2529.0,4.0,0.0,James,2544.0,,,,,,,,,,
650,PT03M18.00S,2020-02-23T22:59:53.1Z,4,REGULAR,freethrow,1of2,[],2544,,,1610612747,104,103,2020-02-23T22:59:53Z,6420000,,[LAL] James freethrow 1of2: Missed,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
651,PT03M18.00S,2020-02-23T22:59:53.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,104,103,2020-02-23T22:59:53Z,6430000,,[LAL] Team offensive rebound,[],1610612747.0,LAL,,,,,,,,,,,,,,,,650.0,,,,,,,,,,,,,,,,,,
652,PT03M18.00S,2020-02-23T23:00:07.9Z,4,REGULAR,freethrow,2of2,[],2544,,,1610612747,105,103,2020-02-23T23:00:07Z,6440000,,[LAL] James freethrow 2of2: Made (26 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,: Made,26.0,,,,,,,,,,,,,,,,,,,,,,
653,PT03M03.00S,2020-02-23T23:00:29.5Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1628369,7.408015768725363,55.323223039215684,1610612738,105,105,2020-02-23T23:01:33Z,6450000,left,[BOS] Tatum layup: Made (41 PTS) assist: Smart (2 AST),"[1628369, 203935]",1610612738.0,BOS,drivingreverse,,,Tatum,J. Tatum,,,,,3.49,: Made,41.0,Smart,203935.0,2.0,,,,,,,,,,,,,,,,,,,
655,PT02M45.00S,2020-02-23T23:00:47.9Z,4,REGULAR,3pt,jumpshot,[],2544,68.64323258869908,21.009497549019613,1610612747,105,105,2020-02-23T23:02:13Z,6470000,right,[LAL] James pullup 3pt jumpshot: Missed,[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,28.71,: Missed,,,,,,,,,,,,,,,,,,,,,,,
656,PT02M41.00S,2020-02-23T23:00:51.9Z,4,REGULAR,rebound,defensive,[],1628464,,,1610612738,105,105,2020-02-23T23:04:03Z,6480000,,[BOS] Theis defensive rebound (Off:2 Def:7),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,655.0,9.0,7.0,2.0,,,,,,,,,,,,,,,
657,PT02M24.00S,2020-02-23T23:01:08.8Z,4,REGULAR,3pt,jumpshot,[],1627759,28.695795006570307,19.538909313725497,1610612738,105,105,2020-02-23T23:03:40Z,6490000,left,[BOS] Brown pullup 3pt jumpshot: Missed,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,26.98,: Missed,,,,,,,,,,,,,,,,,,,,,,,
658,PT02M23.00S,2020-02-23T23:01:11.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612747,105,105,2020-02-23T23:01:11Z,6500000,,[LAL] Team defensive rebound,[],1610612747.0,LAL,,,,,,,,,,,,,,,,657.0,,,,,,,,,,,,,,,,,,
