actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
643,PT01M32.00S,2020-09-10T01:17:26.7Z,5,OVERTIME,foul,personal,['2freethrow'],202689,,,1610612761,104,104,2020-09-10T01:17:37Z,6300000,,,0,,K. Walker FOUL personal (3 PF) (Powell 2freethrow),"[202689, 1626181]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,1146.0,3.0,0.0,Powell,1626181.0,,,,,,,,,,,,,,,,
645,PT01M32.00S,2020-09-10T01:17:56.9Z,5,OVERTIME,freethrow,1of2,[],1626181,,,1610612761,104,105,2020-09-10T01:17:56Z,6320000,,,0,,N. Powell freethrow 1of2 (12 PTS),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
646,PT01M32.00S,2020-09-10T01:18:15.1Z,5,OVERTIME,freethrow,2of2,[],1626181,,,1610612761,104,106,2020-09-10T01:18:15Z,6330000,,,0,,N. Powell freethrow 2of2 (13 PTS),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
647,PT01M20.00S,2020-09-10T01:18:30.5Z,5,OVERTIME,turnover,badpass,[],1628369,,,1610612738,104,106,2020-09-10T01:18:33Z,6340000,,,0,,J. Tatum TURNOVER badpass (5 TOV) Stolen,"[1628369, 1626181]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,5.0,Powell,1626181.0,,,,,,
648,PT01M20.00S,2020-09-10T01:18:30.5Z,5,OVERTIME,steal,,[],1626181,,,1610612761,104,106,2020-09-10T01:18:32Z,6350000,,,0,,N. Powell STEAL (1 STL),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT01M01.00S,2020-09-10T01:18:49.5Z,5,OVERTIME,3pt,jumpshot,['fromturnover'],1627832,63.288436268068324,44.43167892156863,1610612761,104,106,2020-09-10T01:18:53Z,6360000,-28.0,293.0,1,right,MISS F. VanVleet 30' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,Missed,,,29.94,,,,,,,,,,,,
650,PT01M00.00S,2020-09-10T01:18:49.8Z,5,OVERTIME,rebound,defensive,[],1627759,,,1610612738,104,106,2020-09-10T01:18:57Z,6370000,,,0,,J. Brown REBOUND (Off:4 Def:11),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,649.0,,15.0,11.0,4.0,,,,,,,,,
651,PT00M45.10S,2020-09-10T01:19:06.1Z,5,OVERTIME,3pt,jumpshot,[],202689,31.35676741130092,67.22579656862744,1610612738,104,106,2020-09-10T01:19:13Z,6380000,-86.0,242.0,1,left,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,Missed,,,26.23,,,,,,,,,,,,
652,PT00M42.00S,2020-09-10T01:19:09.2Z,5,OVERTIME,rebound,offensive,[],203935,,,1610612738,104,106,2020-09-10T01:19:17Z,6390000,,,0,,M. Smart REBOUND (Off:1 Def:9),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,651.0,,10.0,9.0,1.0,,,,,,,,,
653,PT00M40.00S,2020-09-10T01:19:11.2Z,5,OVERTIME,turnover,badpass,[],203935,,,1610612738,104,106,2020-09-10T01:19:15Z,6400000,,,0,,M. Smart TURNOVER badpass (2 TOV) Stolen,"[203935, 1627832]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,2.0,VanVleet,1627832.0,,,,,,
654,PT00M40.00S,2020-09-10T01:19:11.2Z,5,OVERTIME,steal,,[],1627832,,,1610612761,104,106,2020-09-10T01:19:12Z,6410000,,,0,,F. VanVleet STEAL (2 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT00M22.00S,2020-09-10T01:19:29.3Z,5,OVERTIME,2pt,layup,"['pointsinthepaint', 'fromturnover']",1627832,88.25558475689881,46.14736519607843,1610612761,104,106,2020-09-10T01:19:53Z,6420000,-19.0,58.0,1,right,MISS F. VanVleet 7' layup,[1627832],1610612761.0,TOR,driving,,,VanVleet,F. VanVleet,,,,,,,,,,Missed,,,6.63,,,,,,,,,,,,
656,PT00M20.60S,2020-09-10T01:19:30.7Z,5,OVERTIME,rebound,defensive,[],1627759,,,1610612738,104,106,2020-09-10T01:21:33Z,6430000,,,0,,J. Brown REBOUND (Off:4 Def:12),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,655.0,,16.0,12.0,4.0,,,,,,,,,
657,PT00M19.60S,2020-09-10T01:19:37.8Z,5,OVERTIME,foul,personal,[],1627783,,,1610612738,104,106,2020-09-10T01:19:50Z,6440000,,,0,,P. Siakam FOUL personal (4 PF),"[1627783, 1627759]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,101284.0,4.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,,
659,PT00M19.60S,2020-09-10T01:20:02.3Z,5,OVERTIME,timeout,full,['team'],0,,,1610612738,104,106,2020-09-10T01:20:02Z,6460000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT00M18.90S,2020-09-10T01:21:25.9Z,5,OVERTIME,foul,personal,"['inpenalty', '2freethrow']",200768,,,1610612738,104,106,2020-09-10T01:21:32Z,6470000,,,0,,K. Lowry FOUL personal (5 PF) (Brown inpenalty),"[200768, 1627759]",1610612761.0,TOR,shooting,,,Lowry,K. Lowry,,,,,2882.0,5.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,,
662,PT00M18.90S,2020-09-10T01:22:00.4Z,5,OVERTIME,freethrow,1of2,[],1627759,,,1610612738,105,106,2020-09-10T01:22:00Z,6490000,,,0,,J. Brown freethrow 1of2 (30 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,30.0,,,,,,,,,,,,,,
663,PT00M18.90S,2020-09-10T01:22:01.1Z,5,OVERTIME,substitution,out,[],1626181,,,1610612738,105,106,2020-09-10T01:22:05Z,6500000,,,0,,substitution out Powell,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT00M18.90S,2020-09-10T01:22:01.1Z,5,OVERTIME,substitution,in,[],201188,,,1610612738,105,106,2020-09-10T01:22:05Z,6510000,,,0,,substitution in Gasol,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT00M18.90S,2020-09-10T01:22:19.8Z,5,OVERTIME,freethrow,2of2,[],1627759,,,1610612738,106,106,2020-09-10T01:22:19Z,6520000,,,0,,J. Brown freethrow 2of2 (31 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,31.0,,,,,,,,,,,,,,
666,PT00M18.90S,2020-09-10T01:22:26.2Z,5,OVERTIME,timeout,full,['team'],0,,,1610612761,106,106,2020-09-10T01:22:26Z,6530000,,,0,,timeout full,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT00M18.90S,2020-09-10T01:23:13.7Z,5,OVERTIME,substitution,out,[],201188,,,1610612761,106,106,2020-09-10T01:23:46Z,6540000,,,0,,substitution out Gasol,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT00M18.90S,2020-09-10T01:23:13.7Z,5,OVERTIME,substitution,in,[],1626181,,,1610612761,106,106,2020-09-10T01:23:46Z,6550000,,,0,,substitution in Powell,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT00M01.00S,2020-09-10T01:24:20.0Z,5,OVERTIME,3pt,jumpshot,[],1626181,67.88764783180025,27.519914215686274,1610612761,106,106,2020-09-10T01:24:27Z,6560000,-112.0,249.0,1,right,MISS N. Powell 28' 3PT,[1626181],1610612761.0,TOR,pullup,,,Powell,N. Powell,,,,,,,,,,Missed,,,27.86,,,,,,,,,,,,
670,PT00M00.20S,2020-09-10T01:24:20.8Z,5,OVERTIME,rebound,defensive,[],203935,,,1610612738,106,106,2020-09-10T01:25:21Z,6570000,,,0,,M. Smart REBOUND (Off:1 Def:10),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,669.0,,11.0,10.0,1.0,,,,,,,,,
671,PT00M00.00S,2020-09-10T01:24:36.7Z,5,OVERTIME,period,end,[],0,,,1610612738,106,106,2020-09-10T01:24:36Z,6580000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,PT05M00.00S,2020-09-10T01:27:12.1Z,6,OVERTIME,period,start,[],0,,,0,106,106,2020-09-10T01:27:12Z,6590000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT04M56.00S,2020-09-10T01:27:15.7Z,6,OVERTIME,jumpball,recovered,[],1627832,,,1610612761,106,106,2020-09-10T01:27:15Z,6610000,,,0,,Jump Ball O. Anunoby vs. D. Theis: Tip to F. VanVleet,"[1627832, 1628384, 1628464]",1610612761.0,TOR,startperiod,F. VanVleet,1627832.0,VanVleet,F. VanVleet,Anunoby,1628384.0,Theis,1628464.0,,,,,,,,,,,,,,,,,,,,,
677,PT04M42.00S,2020-09-10T01:27:29.7Z,6,OVERTIME,turnover,lostball,[],1627783,,,1610612761,106,106,2020-09-10T01:27:37Z,6640000,,,0,,P. Siakam TURNOVER lostball (3 TOV) Stolen,"[1627783, 1627759]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,3.0,Brown,1627759.0,,,,,,
678,PT04M42.00S,2020-09-10T01:27:29.7Z,6,OVERTIME,steal,,[],1627759,,,1610612738,106,106,2020-09-10T01:27:31Z,6650000,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
679,PT04M38.00S,2020-09-10T01:27:32.6Z,6,OVERTIME,2pt,dunk,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,5.732588699080158,50.55912990196079,1610612738,108,106,2020-09-10T01:27:41Z,6660000,-3.0,1.0,1,left,J. Tatum dunk (24 PTS) (J. Brown 2 AST),"[1628369, 1627759]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,,,,,,Made,24.0,,0.74,,,,,,,J. Brown,1627759.0,2.0,,,
681,PT04M25.00S,2020-09-10T01:27:48.5Z,6,OVERTIME,foul,personal,[],1628464,,,1610612761,108,106,2020-09-10T01:27:58Z,6680000,,,0,,D. Theis FOUL personal (5 PF),"[1628464, 1628384]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,101284.0,5.0,0.0,Anunoby,1628384.0,,,,,,,,,,,,,,,,
683,PT04M19.00S,2020-09-10T01:28:27.5Z,6,OVERTIME,turnover,backcourt,[],1627832,,,1610612761,108,106,2020-09-10T01:29:08Z,6700000,,,0,,F. VanVleet TURNOVER backcourt (2 TOV),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,101284.0,,,,,,,,,,,,2.0,,,,,,,,
684,PT04M02.00S,2020-09-10T01:28:57.7Z,6,OVERTIME,2pt,dunk,"['pointsinthepaint', 'fromturnover']",1628464,6.521024967148489,52.51991421568627,1610612738,110,106,2020-09-10T01:29:49Z,6710000,-13.0,9.0,1,left,D. Theis dunk (14 PTS) (J. Tatum 9 AST),"[1628464, 1628369]",1610612738.0,BOS,alleyoop,,,Theis,D. Theis,,,,,,,,,,Made,14.0,,1.91,,,,,,,J. Tatum,1628369.0,9.0,,,
686,PT03M48.00S,2020-09-10T01:29:11.4Z,6,OVERTIME,2pt,layup,['pointsinthepaint'],1628384,92.32917214191852,47.127757352941174,1610612761,110,106,2020-09-10T01:29:19Z,6730000,-14.0,20.0,1,right,MISS O. Anunoby layup,[1628384],1610612761.0,TOR,cutting,,,Anunoby,O. Anunoby,,,,,,,,,,Missed,,,2.89,,,,,,,,,,,,
687,PT03M46.00S,2020-09-10T01:29:13.2Z,6,OVERTIME,rebound,defensive,[],202689,,,1610612738,110,106,2020-09-10T01:29:13Z,6740000,,,0,,K. Walker REBOUND (Off:0 Def:4),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,686.0,,4.0,4.0,0.0,,,,,,,,,
688,PT03M39.00S,2020-09-10T01:29:20.9Z,6,OVERTIME,2pt,layup,['pointsinthepaint'],1627759,6.915243101182654,46.63756127450981,1610612738,110,106,2020-09-10T01:30:22Z,6750000,17.0,13.0,1,left,MISS J. Brown layup Blocked,"[1627759, 1627832]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,,,Missed,,,2.46,,,,,,,,,,VanVleet,1627832.0,
689,PT03M39.00S,2020-09-10T01:29:20.9Z,6,OVERTIME,block,,[],1627832,,,1610612738,110,106,2020-09-10T01:29:23Z,6760000,,,0,,F. VanVleet BLOCK (2 BLK),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
690,PT03M39.00S,2020-09-10T01:29:20.9Z,6,OVERTIME,rebound,defensive,[],1627832,,,1610612761,110,106,2020-09-10T01:29:27Z,6770000,,,0,,F. VanVleet REBOUND (Off:0 Def:9),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,688.0,,9.0,9.0,0.0,,,,,,,,,
691,PT03M32.00S,2020-09-10T01:29:27.6Z,6,OVERTIME,2pt,layup,"['pointsinthepaint', 'fastbreak']",200768,92.9862023653088,48.59834558823529,1610612761,110,108,2020-09-10T01:29:36Z,6780000,-7.0,13.0,1,right,K. Lowry layup (31 PTS),[200768],1610612761.0,TOR,driving,,,Lowry,K. Lowry,,,,,,,,,,Made,31.0,,2.02,,,,,,,,,,,,
692,PT03M08.00S,2020-09-10T01:29:51.4Z,6,OVERTIME,3pt,jumpshot,[],1628369,19.004599211563733,92.47089460784314,1610612738,110,108,2020-09-10T01:30:03Z,6790000,-212.0,126.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,24.99,,,,,,,,,,,,
693,PT03M07.00S,2020-09-10T01:29:52.4Z,6,OVERTIME,rebound,offensive,[],1628464,,,1610612738,110,108,2020-09-10T01:31:36Z,6800000,,,0,,D. Theis REBOUND (Off:4 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,692.0,,7.0,3.0,4.0,,,,,,,,,
698,PT03M07.00S,2020-09-10T01:29:53.1Z,6,OVERTIME,2pt,layup,"['pointsinthepaint', '2ndchance']",1628464,5.601182654402102,45.166973039215684,1610612738,110,108,2020-09-10T01:36:06Z,6815000,24.0,0.0,1,left,MISS D. Theis layup Blocked,"[1628464, 1626181]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,Missed,,,2.49,,,,,,,,,,Powell,1626181.0,
699,PT03M07.00S,2020-09-10T01:29:53.1Z,6,OVERTIME,block,,[],1626181,,,1610612738,110,108,2020-09-10T01:33:44Z,6822500,,,0,,N. Powell BLOCK (1 BLK),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
703,PT03M07.00S,2020-09-10T01:29:53.1Z,6,OVERTIME,rebound,defensive,['team'],0,,,1610612761,110,108,2020-09-10T01:36:06Z,6826250,,,0,,Team defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,698.0,,,,,,,,,,,,,
696,PT03M07.00S,2020-09-10T01:30:23.0Z,6,OVERTIME,timeout,challenge,['team'],0,,,1610612761,110,108,2020-09-10T01:35:43Z,6830000,,,0,,timeout challenge,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,PT03M07.00S,2020-09-10T01:30:25.7Z,6,OVERTIME,instantreplay,challenge,[],0,,,1610612761,110,108,2020-09-10T01:35:43Z,6840000,,,0,,,[],1610612761.0,TOR,overturned,,,,,,,,,101284.0,,,,,,,,,,,,,,,,,,,,No Foul on O. Anunoby
700,PT03M07.00S,2020-09-10T01:34:09.9Z,6,OVERTIME,jumpball,recovered,[],200768,,,1610612761,110,108,2020-09-10T01:36:22Z,6900000,,,0,,Jump Ball O. Anunoby vs. J. Brown: Tip to K. Lowry,"[200768, 1628384, 1627759]",1610612761.0,TOR,heldball,K. Lowry,200768.0,Lowry,K. Lowry,Anunoby,1628384.0,Brown,1627759.0,,,,,,,,,,,,,,,,,,,,,
704,PT02M57.00S,2020-09-10T01:34:19.8Z,6,OVERTIME,foul,offensive,[],1628384,,,1610612761,110,108,2020-09-10T01:34:36Z,6930000,,,0,,O. Anunoby FOUL offensive (4 PF),"[1628384, 203935]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,101284.0,4.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,,
706,PT02M57.00S,2020-09-10T01:34:19.8Z,6,OVERTIME,turnover,offensivefoul,[],1628384,,,1610612761,110,108,2020-09-10T01:34:36Z,6950000,,,0,,O. Anunoby TURNOVER offensivefoul (4 TOV),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,101284.0,,,,,,,,,,,,4.0,,,,,,,,
707,PT02M43.00S,2020-09-10T01:35:06.3Z,6,OVERTIME,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",1627759,18.873193166885677,39.28462009803921,1610612738,110,108,2020-09-10T01:35:10Z,6960000,54.0,125.0,1,left,MISS J. Brown 14' jumpshot Blocked,"[1627759, 200768]",1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,,,,,,Missed,,,14.1,,,,,,,,,,Lowry,200768.0,
708,PT02M43.00S,2020-09-10T01:35:06.3Z,6,OVERTIME,block,,[],200768,,,1610612738,110,108,2020-09-10T01:35:08Z,6970000,,,0,,K. Lowry BLOCK (1 BLK),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
709,PT02M42.00S,2020-09-10T01:35:07.3Z,6,OVERTIME,rebound,defensive,[],200768,,,1610612761,110,108,2020-09-10T01:35:34Z,6980000,,,0,,K. Lowry REBOUND (Off:0 Def:8),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,707.0,,8.0,8.0,0.0,,,,,,,,,
710,PT02M33.00S,2020-09-10T01:35:19.2Z,6,OVERTIME,foul,personal,['2freethrow'],1627759,,,1610612761,110,108,2020-09-10T01:35:29Z,6990000,,,0,,J. Brown FOUL personal (5 PF) (Powell 2freethrow),"[1627759, 1626181]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,2882.0,5.0,0.0,Powell,1626181.0,,,,,,,,,,,,,,,,
712,PT02M33.00S,2020-09-10T01:35:51.9Z,6,OVERTIME,freethrow,1of2,[],1626181,,,1610612761,110,109,2020-09-10T01:35:51Z,7010000,,,0,,N. Powell freethrow 1of2 (14 PTS),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
713,PT02M33.00S,2020-09-10T01:36:06.9Z,6,OVERTIME,freethrow,2of2,[],1626181,,,1610612761,110,110,2020-09-10T01:36:07Z,7020000,,,0,,N. Powell freethrow 2of2 (15 PTS),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
714,PT02M16.00S,2020-09-10T01:36:25.1Z,6,OVERTIME,2pt,dunk,['pointsinthepaint'],1628464,5.863994743758213,49.82383578431372,1610612738,112,110,2020-09-10T01:36:29Z,7030000,1.0,3.0,1,left,D. Theis dunk (16 PTS) (M. Smart 10 AST),"[1628464, 203935]",1610612738.0,BOS,alleyoop,,,Theis,D. Theis,,,,,,,,,,Made,16.0,,0.81,,,,,,,M. Smart,203935.0,10.0,,,
716,PT01M55.00S,2020-09-10T01:36:46.3Z,6,OVERTIME,2pt,jumpshot,[],1627783,91.67214191852825,13.549325980392158,1610612761,112,112,2020-09-10T01:36:49Z,7050000,-182.0,26.0,1,right,P. Siakam 18' jumpshot (12 PTS) (K. Lowry 5 AST),"[1627783, 200768]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,Made,12.0,,18.5,,,,,,,K. Lowry,200768.0,5.0,,,
718,PT01M37.00S,2020-09-10T01:37:08.3Z,6,OVERTIME,3pt,jumpshot,[],203935,11.514454664914586,95.16697303921569,1610612738,115,112,2020-09-10T01:37:12Z,7070000,-226.0,56.0,1,left,M. Smart 23' 3PT  (23 PTS) (K. Walker 5 AST),"[203935, 202689]",1610612738.0,BOS,stepback,,,Smart,M. Smart,,,,,,,,,,Made,23.0,,23.39,,,,,,,K. Walker,202689.0,5.0,,,
720,PT01M23.00S,2020-09-10T01:37:28.0Z,6,OVERTIME,3pt,jumpshot,[],1626181,66.96780551905388,28.255208333333332,1610612761,115,115,2020-09-10T01:37:32Z,7090000,-109.0,258.0,1,right,N. Powell 28' 3PT  (18 PTS) (O. Anunoby 1 AST),"[1626181, 1628384]",1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,Made,18.0,,28.5,,,,,,,O. Anunoby,1628384.0,1.0,,,
722,PT01M10.00S,2020-09-10T01:37:45.2Z,6,OVERTIME,2pt,dunk,['pointsinthepaint'],1628464,5.601182654402102,49.82383578431372,1610612738,117,115,2020-09-10T01:37:50Z,7110000,1.0,0.0,1,left,D. Theis dunk (18 PTS) (K. Walker 6 AST),"[1628464, 202689]",1610612738.0,BOS,alleyoop,,,Theis,D. Theis,,,,,,,,,,Made,18.0,,0.58,,,,,,,K. Walker,202689.0,6.0,,,
724,PT00M57.50S,2020-09-10T01:38:01.3Z,6,OVERTIME,3pt,jumpshot,[],1628384,65.91655716162943,50.55912990196079,1610612761,117,118,2020-09-10T01:38:16Z,7130000,3.0,268.0,1,right,O. Anunoby 27' 3PT  (13 PTS) (K. Lowry 6 AST),"[1628384, 200768]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,Made,13.0,,27.34,,,,,,,K. Lowry,200768.0,6.0,,,
726,PT00M41.90S,2020-09-10T01:38:27.9Z,6,OVERTIME,turnover,lostball,[],1628369,,,1610612738,117,118,2020-09-10T01:38:36Z,7150000,,,0,,J. Tatum TURNOVER lostball (6 TOV) Stolen,"[1628369, 1626181]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,6.0,Powell,1626181.0,,,,,,
727,PT00M41.90S,2020-09-10T01:38:27.9Z,6,OVERTIME,steal,,[],1626181,,,1610612761,117,118,2020-09-10T01:38:40Z,7160000,,,0,,N. Powell STEAL (2 STL),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
728,PT00M38.80S,2020-09-10T01:38:35.6Z,6,OVERTIME,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626181,92.32917214191852,47.372855392156865,1610612761,117,120,2020-09-10T01:38:40Z,7170000,-13.0,20.0,1,right,N. Powell layup (20 PTS),[1626181],1610612761.0,TOR,running,,,Powell,N. Powell,,,,,,,,,,Made,20.0,,2.83,,,,,,,,,,,,
729,PT00M38.80S,2020-09-10T01:38:41.8Z,6,OVERTIME,foul,personal,['1freethrow'],203935,,,1610612761,117,120,2020-09-10T01:38:48Z,7180000,,,0,,M. Smart FOUL personal (4 PF) (Powell 1freethrow),"[203935, 1626181]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,1146.0,4.0,0.0,Powell,1626181.0,,,,,,,,,,,,,,,,
731,PT00M38.80S,2020-09-10T01:39:05.0Z,6,OVERTIME,freethrow,1of1,"['fromturnover', 'fastbreak']",1626181,,,1610612761,117,121,2020-09-10T01:39:05Z,7200000,,,0,,N. Powell freethrow 1of1 (21 PTS),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,Made,21.0,,,,,,,,,,,,,,
732,PT00M38.80S,2020-09-10T01:39:07.6Z,6,OVERTIME,timeout,full,['team'],0,,,1610612738,117,121,2020-09-10T01:39:07Z,7210000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,PT00M33.30S,2020-09-10T01:40:51.0Z,6,OVERTIME,2pt,jumpshot,[],1628369,17.296320630749015,28.745404411764707,1610612738,119,121,2020-09-10T01:40:58Z,7220000,106.0,110.0,1,left,J. Tatum 16' jumpshot (26 PTS),[1628369],1610612738.0,BOS,drivingfloating,,,Tatum,J. Tatum,,,,,,,,,,Made,26.0,,15.7,,,,,,,,,,,,
734,PT00M11.70S,2020-09-10T01:41:15.2Z,6,OVERTIME,2pt,jumpshot,['pointsinthepaint'],200768,80.76544021024968,58.892463235294116,1610612761,119,123,2020-09-10T01:41:20Z,7230000,44.0,128.0,1,right,K. Lowry 14' jumpshot (33 PTS),[200768],1610612761.0,TOR,turnaroundfadeaway,,,Lowry,K. Lowry,,,,,,,,,,Made,33.0,,14.1,,,,,,,,,,,,
735,PT00M11.70S,2020-09-10T01:41:24.8Z,6,OVERTIME,timeout,full,['team'],0,,,1610612738,119,123,2020-09-10T01:41:24Z,7240000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,PT00M06.20S,2020-09-10T01:42:56.2Z,6,OVERTIME,3pt,jumpshot,[],1628369,32.276609724047304,65.51011029411765,1610612738,122,123,2020-09-10T01:42:59Z,7250000,-78.0,251.0,1,left,J. Tatum 27' 3PT  (29 PTS) (K. Walker 7 AST),"[1628369, 202689]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Made,29.0,,26.79,,,,,,,K. Walker,202689.0,7.0,,,
738,PT00M05.00S,2020-09-10T01:43:04.5Z,6,OVERTIME,foul,personal,"['inpenalty', '2freethrow']",202689,,,1610612761,122,123,2020-09-10T01:43:16Z,7270000,,,0,,K. Walker FOUL personal (4 PF) (Powell inpenalty),"[202689, 1626181]",1610612738.0,BOS,take,,,Walker,K. Walker,,,,,1146.0,4.0,0.0,Powell,1626181.0,,,,,,,,,,,,,,,,
740,PT00M05.00S,2020-09-10T01:43:34.3Z,6,OVERTIME,freethrow,1of2,[],1626181,,,1610612761,122,124,2020-09-10T01:43:34Z,7290000,,,0,,N. Powell freethrow 1of2 (22 PTS),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,Made,22.0,,,,,,,,,,,,,,
741,PT00M05.00S,2020-09-10T01:43:49.6Z,6,OVERTIME,freethrow,2of2,[],1626181,,,1610612761,122,125,2020-09-10T01:43:49Z,7300000,,,0,,N. Powell freethrow 2of2 (23 PTS),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,Made,23.0,,,,,,,,,,,,,,
