actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
542,PT09M21.00S,2020-08-30T19:10:14.4Z,4,REGULAR,3pt,jumpshot,[],202954,17.559132720105126,93.2061887254902,1610612738,78,96,2020-08-30T19:10:21Z,5320000,-216.0,113.0,1,left,MISS B. Wanamaker 25' 3PT,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,24.62,Missed,,,,,,,,,,,,,,,,,,,
543,PT09M18.00S,2020-08-30T19:10:16.7Z,4,REGULAR,rebound,offensive,[],202954,,,1610612738,78,96,2020-08-30T19:10:16Z,5330000,,,0,,B. Wanamaker REBOUND (Off:1 Def:3),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,542.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
544,PT09M16.00S,2020-08-30T19:10:19.3Z,4,REGULAR,2pt,jumpshot,"['pointsinthepaint', '2ndchance']",1628464,9.937582128777924,46.14736519607843,1610612738,78,96,2020-08-30T19:10:26Z,5340000,19.0,41.0,1,left,MISS D. Theis jumpshot,[1628464],1610612738.0,BOS,floating,,,Theis,D. Theis,,,,,5.03,Missed,,,,,,,,,,,,,,,,,,,
545,PT09M16.00S,2020-08-30T19:10:19.3Z,4,REGULAR,rebound,defensive,[],201586,,,1610612761,78,96,2020-08-30T19:13:30Z,5350000,,,0,,S. Ibaka REBOUND (Off:1 Def:8),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,544.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
546,PT09M11.00S,2020-08-30T19:10:26.9Z,4,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612761,78,96,2020-08-30T19:10:34Z,5360000,,,0,,J. Brown FOUL personal (5 PF) (Lowry 2freethrow),"[1627759, 200768]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,,202058.0,,5.0,0.0,Lowry,200768.0,,,,,
548,PT09M11.00S,2020-08-30T19:11:05.6Z,4,REGULAR,freethrow,1of2,[],200768,,,1610612761,78,96,2020-08-30T19:11:31Z,5380000,,,0,,MISS K. Lowry freethrow 1of2,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,Missed,,,,,,,,,,,,,,,,,,,
549,PT09M11.00S,2020-08-30T19:11:05.6Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612761,78,96,2020-08-30T19:11:31Z,5390000,,,0,,Team offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,548.0,,,,,,,,,,,,,,,,,,
550,PT09M11.00S,2020-08-30T19:11:06.5Z,4,REGULAR,substitution,out,[],1627759,,,1610612761,78,96,2020-08-30T19:11:09Z,5400000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT09M11.00S,2020-08-30T19:11:06.5Z,4,REGULAR,substitution,in,[],1628369,,,1610612761,78,96,2020-08-30T19:11:09Z,5410000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT09M11.00S,2020-08-30T19:11:05.6Z,4,REGULAR,freethrow,2of2,[],200768,,,1610612761,78,96,2020-08-30T19:11:31Z,5420000,,,0,,MISS K. Lowry freethrow 2of2,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,Missed,,,,,,,,,,,,,,,,,,,
553,PT09M09.00S,2020-08-30T19:11:07.6Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,78,96,2020-08-30T19:11:31Z,5430000,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,552.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
554,PT08M54.00S,2020-08-30T19:11:44.7Z,4,REGULAR,turnover,badpass,[],202689,,,1610612738,78,96,2020-08-30T19:11:50Z,5440000,,,0,,K. Walker TURNOVER badpass (2 TOV) Stolen,"[202689, 1627783]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,2.0,,,,,Siakam,1627783.0,,,
555,PT08M54.00S,2020-08-30T19:11:44.7Z,4,REGULAR,steal,,[],1627783,,,1610612761,78,96,2020-08-30T19:11:46Z,5450000,,,0,,P. Siakam STEAL (2 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT08M51.00S,2020-08-30T19:11:51.1Z,4,REGULAR,foul,offensive,[],1627783,,,1610612761,78,96,2020-08-30T19:11:56Z,5460000,,,0,,P. Siakam FOUL offensive (4 PF),"[1627783, 202689]",1610612761.0,TOR,charge,,,Siakam,P. Siakam,,,,,,,,,,,,,,,2530.0,,4.0,0.0,Walker,202689.0,,,,,
558,PT08M51.00S,2020-08-30T19:11:51.1Z,4,REGULAR,turnover,offensivefoul,[],1627783,,,1610612761,78,96,2020-08-30T19:11:51Z,5480000,,,0,,P. Siakam TURNOVER offensivefoul (2 TOV),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,2530.0,2.0,,,,,,,,,
559,PT08M51.00S,2020-08-30T19:11:55.6Z,4,REGULAR,substitution,out,[],1628384,,,1610612738,78,96,2020-08-30T19:12:14Z,5490000,,,0,,substitution out Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT08M51.00S,2020-08-30T19:11:55.6Z,4,REGULAR,substitution,out,[],1626181,,,1610612738,78,96,2020-08-30T19:12:14Z,5500000,,,0,,substitution out Powell,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT08M51.00S,2020-08-30T19:11:55.6Z,4,REGULAR,substitution,in,[],1627832,,,1610612738,78,96,2020-08-30T19:12:14Z,5510000,,,0,,substitution in VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT08M51.00S,2020-08-30T19:11:55.6Z,4,REGULAR,substitution,in,[],201188,,,1610612738,78,96,2020-08-30T19:12:14Z,5520000,,,0,,substitution in Gasol,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT08M34.00S,2020-08-30T19:12:39.3Z,4,REGULAR,3pt,jumpshot,['fromturnover'],1628464,32.14520367936925,49.82383578431372,1610612738,78,96,2020-08-30T19:12:45Z,5530000,1.0,250.0,1,left,MISS D. Theis 26' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,25.52,Missed,,,,,,,,,,,,,,,,,,,
564,PT08M31.00S,2020-08-30T19:12:42.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,78,96,2020-08-30T19:12:45Z,5540000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,563.0,,,,,,,,,,,,,,,,,,
565,PT08M31.00S,2020-08-30T19:12:45.6Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,78,96,2020-08-30T19:12:45Z,5550000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT08M19.00S,2020-08-30T19:13:12.3Z,4,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover', '2ndchance']",202954,14.799605781865965,37.8140318627451,1610612738,78,96,2020-08-30T19:13:22Z,5560000,61.0,87.0,1,left,MISS B. Wanamaker 11' jumpshot,[202954],1610612738.0,BOS,drivingfloating,,,Wanamaker,B. Wanamaker,,,,,11.04,Missed,,,,,,,,,,,,,,,,,,,
567,PT08M18.00S,2020-08-30T19:13:13.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612761,78,96,2020-08-30T19:13:19Z,5570000,,,0,,Team defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,566.0,,,,,,,,,,,,,,,,,,
568,PT08M18.00S,2020-08-30T19:13:17.8Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612761,78,96,2020-08-30T19:13:17Z,5580000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT07M56.00S,2020-08-30T19:13:51.3Z,4,REGULAR,turnover,outofbounds,[],200768,,,1610612761,78,96,2020-08-30T19:14:04Z,5590000,,,0,,K. Lowry TURNOVER outofbounds (5 TOV),[200768],1610612761.0,TOR,badpass,,,Lowry,K. Lowry,,,,,,,,,,,,,,,2530.0,5.0,,,,,,,,,
570,PT07M56.00S,2020-08-30T19:13:59.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,78,96,2020-08-30T19:13:59Z,5600000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT07M56.00S,2020-08-30T19:17:01.6Z,4,REGULAR,substitution,out,[],202689,,,1610612738,78,96,2020-08-30T19:17:35Z,5620000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT07M56.00S,2020-08-30T19:17:01.6Z,4,REGULAR,substitution,in,[],203935,,,1610612738,78,96,2020-08-30T19:17:35Z,5630000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT07M43.00S,2020-08-30T19:19:22.6Z,4,REGULAR,foul,personal,['2freethrow'],201586,,,1610612738,78,96,2020-08-30T19:21:53Z,5632500,,,0,,S. Ibaka FOUL personal (3 PF) (Theis 2freethrow),"[201586, 1628464]",1610612761.0,TOR,flagranttype1,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,202058.0,,3.0,0.0,Theis,1628464.0,,,,,
577,PT07M43.00S,2020-08-30T19:21:20.3Z,4,REGULAR,freethrow,1of2,['fromturnover'],1628464,,,1610612738,78,97,2020-08-30T19:21:53Z,5635000,,,0,,D. Theis flagrant freethrow 1of2 (10 PTS),[1628464],1610612738.0,BOS,flagrant,,,Theis,D. Theis,,,,,,Made,,,,,10.0,,,,,,,,,,,,,,
578,PT07M43.00S,2020-08-30T19:21:20.3Z,4,REGULAR,freethrow,2of2,['fromturnover'],1628464,,,1610612738,78,98,2020-08-30T19:21:53Z,5637500,,,0,,D. Theis flagrant freethrow 2of2 (11 PTS),[1628464],1610612738.0,BOS,flagrant,,,Theis,D. Theis,,,,,,Made,,,,,11.0,,,,,,,,,,,,,,
574,PT07M43.00S,2020-08-30T19:18:44.5Z,4,REGULAR,instantreplay,request,[],0,,,1610612761,78,98,2020-08-30T19:21:40Z,5640000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,101284.0,,,,,,,,,,Common Foul to Flagrant 1
579,PT07M35.00S,2020-08-30T19:21:43.2Z,4,REGULAR,turnover,badpass,[],1628369,,,1610612738,78,98,2020-08-30T19:21:52Z,5690000,,,0,,J. Tatum TURNOVER badpass (4 TOV) Stolen,"[1628369, 1627832]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,4.0,,,,,VanVleet,1627832.0,,,
580,PT07M35.00S,2020-08-30T19:21:43.2Z,4,REGULAR,steal,,[],1627832,,,1610612761,78,98,2020-08-30T19:21:44Z,5700000,,,0,,F. VanVleet STEAL (5 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT07M22.00S,2020-08-30T19:21:56.0Z,4,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",1627783,84.05059132720105,55.4610906862745,1610612761,78,98,2020-08-30T19:22:01Z,5710000,27.0,97.0,1,right,MISS P. Siakam 11' jumpshot,[1627783],1610612761.0,TOR,floating,,,Siakam,P. Siakam,,,,,10.65,Missed,,,,,,,,,,,,,,,,,,,
582,PT07M20.00S,2020-08-30T19:21:58.1Z,4,REGULAR,rebound,defensive,[],202954,,,1610612738,78,98,2020-08-30T19:21:58Z,5720000,,,0,,B. Wanamaker REBOUND (Off:1 Def:4),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,581.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
583,PT07M13.00S,2020-08-30T19:22:05.8Z,4,REGULAR,turnover,lostball,[],203935,,,1610612738,78,98,2020-08-30T19:22:11Z,5730000,,,0,,M. Smart TURNOVER lostball (4 TOV) Stolen,"[203935, 1627832]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,4.0,,,,,VanVleet,1627832.0,,,
584,PT07M13.00S,2020-08-30T19:22:05.8Z,4,REGULAR,steal,,[],1627832,,,1610612761,78,98,2020-08-30T19:22:07Z,5740000,,,0,,F. VanVleet STEAL (6 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT07M10.00S,2020-08-30T19:22:11.3Z,4,REGULAR,foul,personal,['2freethrow'],203935,,,1610612761,78,98,2020-08-30T19:22:25Z,5750000,,,0,,M. Smart FOUL personal (2 PF) (VanVleet 2freethrow),"[203935, 1627832]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,,101284.0,,2.0,0.0,VanVleet,1627832.0,,,,,
587,PT07M10.00S,2020-08-30T19:22:41.9Z,4,REGULAR,freethrow,1of2,['fromturnover'],1627832,,,1610612761,78,98,2020-08-30T19:22:41Z,5770000,,,0,,MISS F. VanVleet freethrow 1of2,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Missed,,,,,,,,,,,,,,,,,,,
588,PT07M10.00S,2020-08-30T19:22:41.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,78,98,2020-08-30T19:22:41Z,5780000,,,0,,Team offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,587.0,,,,,,,,,,,,,,,,,,
589,PT07M10.00S,2020-08-30T19:22:55.9Z,4,REGULAR,freethrow,2of2,['fromturnover'],1627832,,,1610612761,79,98,2020-08-30T19:22:55Z,5790000,,,0,,F. VanVleet freethrow 2of2 (8 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
590,PT06M52.00S,2020-08-30T19:23:16.3Z,4,REGULAR,turnover,traveling,[],202954,,,1610612738,79,98,2020-08-30T19:23:25Z,5800000,,,0,,B. Wanamaker TURNOVER traveling (2 TOV),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,2530.0,2.0,,,,,,,,,
591,PT06M52.00S,2020-08-30T19:23:18.8Z,4,REGULAR,substitution,out,[],201586,,,1610612761,79,98,2020-08-30T19:23:22Z,5810000,,,0,,substitution out Ibaka,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT06M52.00S,2020-08-30T19:23:18.8Z,4,REGULAR,substitution,in,[],1628384,,,1610612761,79,98,2020-08-30T19:23:22Z,5820000,,,0,,substitution in Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT06M41.00S,2020-08-30T19:23:48.2Z,4,REGULAR,3pt,jumpshot,['fromturnover'],1627832,69.07030223390277,64.28462009803921,1610612761,79,98,2020-08-30T19:24:26Z,5830000,71.0,238.0,1,right,MISS F. VanVleet 25' 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,25.39,Missed,,,,,,,,,,,,,,,,,,,
594,PT06M39.00S,2020-08-30T19:23:50.2Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,79,98,2020-08-30T19:23:53Z,5840000,,,0,,J. Tatum REBOUND (Off:0 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,593.0,8.0,8.0,0.0,,,,,,,,,,,,,,,
595,PT06M26.00S,2020-08-30T19:24:07.0Z,4,REGULAR,foul,personal,['2freethrow'],201188,,,1610612738,79,98,2020-08-30T19:24:17Z,5850000,,,0,,M. Gasol FOUL personal (3 PF) (Smart 2freethrow),"[201188, 203935]",1610612761.0,TOR,shooting,,,Gasol,M. Gasol,,,,,,,,,,,,,,,101284.0,,3.0,0.0,Smart,203935.0,,,,,
597,PT06M26.00S,2020-08-30T19:24:36.6Z,4,REGULAR,freethrow,1of2,[],203935,,,1610612738,79,99,2020-08-30T19:24:36Z,5870000,,,0,,M. Smart freethrow 1of2 (17 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,17.0,,,,,,,,,,,,,,
598,PT06M26.00S,2020-08-30T19:24:37.2Z,4,REGULAR,substitution,out,[],202954,,,1610612738,79,99,2020-08-30T19:24:40Z,5880000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT06M26.00S,2020-08-30T19:24:37.2Z,4,REGULAR,substitution,in,[],202689,,,1610612738,79,99,2020-08-30T19:24:40Z,5890000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT06M26.00S,2020-08-30T19:24:55.5Z,4,REGULAR,freethrow,2of2,[],203935,,,1610612738,79,100,2020-08-30T19:24:55Z,5900000,,,0,,M. Smart freethrow 2of2 (18 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,18.0,,,,,,,,,,,,,,
601,PT06M14.00S,2020-08-30T19:25:12.3Z,4,REGULAR,3pt,jumpshot,[],1627832,69.20170827858082,27.029718137254903,1610612761,79,100,2020-08-30T19:25:18Z,5910000,-115.0,237.0,1,right,MISS F. VanVleet 27' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,26.83,Missed,,,,,,,,,,,,,,,,,,,
602,PT06M10.00S,2020-08-30T19:25:16.3Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,79,100,2020-08-30T19:25:18Z,5920000,,,0,,J. Tatum REBOUND (Off:0 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,601.0,9.0,9.0,0.0,,,,,,,,,,,,,,,
603,PT06M02.00S,2020-08-30T19:25:29.1Z,4,REGULAR,foul,personal,[],200768,,,1610612738,79,100,2020-08-30T19:25:34Z,5930000,,,0,,K. Lowry FOUL personal (5 PF),"[200768, 1628369]",1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,101284.0,,5.0,0.0,Tatum,1628369.0,,,,,
605,PT05M48.00S,2020-08-30T19:26:04.2Z,4,REGULAR,turnover,badpass,[],203935,,,1610612738,79,100,2020-08-30T19:26:09Z,5950000,,,0,,M. Smart TURNOVER badpass (5 TOV) Stolen,"[203935, 201188]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,5.0,,,,,Gasol,201188.0,,,
606,PT05M48.00S,2020-08-30T19:26:04.2Z,4,REGULAR,steal,,[],201188,,,1610612761,79,100,2020-08-30T19:26:06Z,5960000,,,0,,M. Gasol STEAL (1 STL),[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT05M40.00S,2020-08-30T19:26:12.2Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",200768,92.9862023653088,55.4610906862745,1610612761,81,100,2020-08-30T19:26:19Z,5970000,27.0,13.0,1,right,K. Lowry layup (17 PTS) (F. VanVleet 8 AST),"[200768, 1627832]",1610612761.0,TOR,drivingfingerroll,,,Lowry,K. Lowry,,,,,3.32,Made,,,,,17.0,F. VanVleet,1627832.0,8.0,,,,,,,,,,,
609,PT05M25.00S,2020-08-30T19:26:26.7Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,19.793035479632064,61.09834558823529,1610612738,81,102,2020-08-30T19:26:32Z,5990000,-55.0,134.0,1,left,J. Tatum 15' jumpshot (21 PTS) (M. Smart 4 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,14.98,Made,,,,,21.0,M. Smart,203935.0,4.0,,,,,,,,,,,
611,PT05M13.00S,2020-08-30T19:26:38.5Z,4,REGULAR,3pt,jumpshot,[],200768,67.49342969776609,42.96109068627451,1610612761,81,102,2020-08-30T19:27:19Z,6010000,-35.0,253.0,1,right,MISS K. Lowry 26' 3PT,[200768],1610612761.0,TOR,pullup,,,Lowry,K. Lowry,,,,,26.1,Missed,,,,,,,,,,,,,,,,,,,
612,PT05M10.00S,2020-08-30T19:26:41.5Z,4,REGULAR,rebound,defensive,[],202689,,,1610612738,81,102,2020-08-30T19:26:44Z,6020000,,,0,,K. Walker REBOUND (Off:0 Def:3),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,611.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
613,PT04M54.00S,2020-08-30T19:26:57.9Z,4,REGULAR,3pt,jumpshot,[],203935,4.812746386333772,94.67677696078431,1610612738,81,105,2020-08-30T19:27:04Z,6030000,-223.0,-7.0,1,left,M. Smart 22' 3PT  (21 PTS) (K. Walker 10 AST),"[203935, 202689]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,22.34,Made,,,,,21.0,K. Walker,202689.0,10.0,,,,,,,,,,,
615,PT04M51.00S,2020-08-30T19:27:08.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,81,105,2020-08-30T19:27:08Z,6050000,,,0,,timeout full,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT04M51.00S,2020-08-30T19:29:39.4Z,4,REGULAR,substitution,out,[],201188,,,1610612761,81,105,2020-08-30T19:30:16Z,6060000,,,0,,substitution out Gasol,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT04M51.00S,2020-08-30T19:29:39.4Z,4,REGULAR,substitution,out,[],1628369,,,1610612761,81,105,2020-08-30T19:30:16Z,6070000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT04M51.00S,2020-08-30T19:29:39.4Z,4,REGULAR,substitution,out,[],202689,,,1610612761,81,105,2020-08-30T19:30:16Z,6080000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT04M51.00S,2020-08-30T19:29:39.4Z,4,REGULAR,substitution,in,[],1626181,,,1610612761,81,105,2020-08-30T19:30:16Z,6090000,,,0,,substitution in Powell,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT04M51.00S,2020-08-30T19:29:39.4Z,4,REGULAR,substitution,in,[],202954,,,1610612761,81,105,2020-08-30T19:30:16Z,6100000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT04M51.00S,2020-08-30T19:29:39.4Z,4,REGULAR,substitution,in,[],1627759,,,1610612761,81,105,2020-08-30T19:30:16Z,6110000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT04M43.00S,2020-08-30T19:30:52.9Z,4,REGULAR,3pt,jumpshot,[],200768,72.7496714848883,78.50030637254902,1610612761,81,105,2020-08-30T19:31:00Z,6120000,143.0,204.0,1,right,MISS K. Lowry 25' 3PT,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,25.31,Missed,,,,,,,,,,,,,,,,,,,
623,PT04M39.00S,2020-08-30T19:30:56.9Z,4,REGULAR,rebound,defensive,[],1628464,,,1610612738,81,105,2020-08-30T19:31:00Z,6130000,,,0,,D. Theis REBOUND (Off:2 Def:13),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,622.0,15.0,13.0,2.0,,,,,,,,,,,,,,,
624,PT04M29.00S,2020-08-30T19:31:06.0Z,4,REGULAR,3pt,jumpshot,[],1628400,5.469776609724048,2.5199142156862746,1610612738,81,105,2020-08-30T19:31:11Z,6140000,237.0,-1.0,1,left,MISS S. Ojeleye 24' 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,23.74,Missed,,,,,,,,,,,,,,,,,,,
625,PT04M26.00S,2020-08-30T19:31:09.0Z,4,REGULAR,rebound,defensive,[],200768,,,1610612761,81,105,2020-08-30T19:31:11Z,6150000,,,0,,K. Lowry REBOUND (Off:1 Def:5),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,624.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
626,PT04M20.00S,2020-08-30T19:31:15.8Z,4,REGULAR,2pt,layup,['pointsinthepaint'],200768,92.59198423127464,53.990502450980394,1610612761,81,105,2020-08-30T19:31:20Z,6160000,20.0,17.0,1,right,MISS K. Lowry layup Blocked,"[200768, 1628464]",1610612761.0,TOR,driving,,,Lowry,K. Lowry,,,,,3.02,Missed,,,,,,,,,,,,,,,,,Theis,1628464.0,
627,PT04M20.00S,2020-08-30T19:31:15.8Z,4,REGULAR,block,,[],1628464,,,1610612761,81,105,2020-08-30T19:31:17Z,6170000,,,0,,D. Theis BLOCK (2 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT04M18.00S,2020-08-30T19:31:17.8Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,81,105,2020-08-30T19:31:20Z,6180000,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,626.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
629,PT04M17.00S,2020-08-30T19:31:25.6Z,4,REGULAR,turnover,outofbounds,[],1627759,,,1610612738,81,105,2020-08-30T19:31:41Z,6190000,,,0,,J. Brown TURNOVER outofbounds (2 TOV),[1627759],1610612738.0,BOS,badpass,,,Brown,J. Brown,,,,,,,,,,,,,,,2530.0,2.0,,,,,,,,,
630,PT04M17.00S,2020-08-30T19:31:36.5Z,4,REGULAR,substitution,out,[],200768,,,1610612761,81,105,2020-08-30T19:31:38Z,6200000,,,0,,substitution out Lowry,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT04M17.00S,2020-08-30T19:31:36.5Z,4,REGULAR,substitution,in,[],1629056,,,1610612761,81,105,2020-08-30T19:31:38Z,6210000,,,0,,substitution in Davis,[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
