actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
184,PT12M00.00S,2020-08-30T17:49:49.1Z,2,REGULAR,substitution,out,['startperiod'],1628400,,,1610612738,23,39,2020-08-30T17:50:18Z,1770000,,,0,,substitution out Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2020-08-30T17:49:49.1Z,2,REGULAR,substitution,in,['startperiod'],200768,,,1610612738,23,39,2020-08-30T17:50:18Z,1780000,,,0,,substitution in Lowry,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2020-08-30T17:49:49.1Z,2,REGULAR,substitution,in,['startperiod'],201188,,,1610612738,23,39,2020-08-30T17:50:18Z,1790000,,,0,,substitution in Gasol,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2020-08-30T17:49:49.1Z,2,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,23,39,2020-08-30T17:50:18Z,1800000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2020-08-30T17:49:49.1Z,2,REGULAR,substitution,in,['startperiod'],1628464,,,1610612738,23,39,2020-08-30T17:50:18Z,1810000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2020-08-30T17:49:49.1Z,2,REGULAR,substitution,in,['startperiod'],1629684,,,1610612738,23,39,2020-08-30T17:50:18Z,1820000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2020-08-30T17:50:26.8Z,2,REGULAR,period,start,[],0,,,1610612738,23,39,2020-08-30T17:50:26Z,1830000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT11M52.00S,2020-08-30T17:50:35.9Z,2,REGULAR,turnover,outofbounds,[],202954,,,1610612738,23,39,2020-08-30T17:53:44Z,1840000,,,0,,B. Wanamaker TURNOVER outofbounds (1 TOV),[202954],1610612738.0,BOS,badpass,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,2530.0,1.0,,,,,,,,,
192,PT11M41.00S,2020-08-30T17:50:56.0Z,2,REGULAR,3pt,jumpshot,['fromturnover'],1629056,14.536793692509855,2.7650122549019605,1610612761,23,39,2020-08-30T17:51:00Z,1850000,236.0,84.0,1,left,MISS T. Davis 25' 3PT,[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,25.26,Missed,,,,,,,,,,,,,,,,,,,
193,PT11M39.00S,2020-08-30T17:50:58.0Z,2,REGULAR,rebound,defensive,[],202954,,,1610612738,23,39,2020-08-30T17:51:00Z,1860000,,,0,,B. Wanamaker REBOUND (Off:0 Def:1),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,192.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
194,PT11M24.00S,2020-08-30T17:51:12.4Z,2,REGULAR,3pt,jumpshot,[],1627759,86.67871222076215,1.7846200980392155,1610612738,23,39,2020-08-30T17:51:18Z,1870000,-241.0,73.0,1,right,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,stepback,,,Brown,J. Brown,,,,,25.35,Missed,,,,,,,,,,,,,,,,,,,
195,PT11M22.00S,2020-08-30T17:51:14.4Z,2,REGULAR,rebound,defensive,[],201188,,,1610612761,23,39,2020-08-30T17:51:18Z,1880000,,,0,,M. Gasol REBOUND (Off:0 Def:1),[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,194.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
196,PT11M16.00S,2020-08-30T17:51:20.8Z,2,REGULAR,3pt,jumpshot,[],200768,31.61957950065703,53.990502450980394,1610612761,26,39,2020-08-30T17:51:32Z,1890000,-20.0,245.0,1,left,K. Lowry 25' 3PT  (5 PTS),[200768],1610612761.0,TOR,pullup,,,Lowry,K. Lowry,,,,,25.1,Made,,,,,5.0,,,,,,,,,,,,,,
197,PT10M57.00S,2020-08-30T17:51:39.7Z,2,REGULAR,3pt,jumpshot,[],1627759,69.85873850197109,25.06893382352941,1610612738,26,39,2020-08-30T17:51:44Z,1900000,-125.0,231.0,1,right,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.72,Missed,,,,,,,,,,,,,,,,,,,
198,PT10M54.00S,2020-08-30T17:51:42.7Z,2,REGULAR,rebound,defensive,[],1626181,,,1610612761,26,39,2020-08-30T17:51:44Z,1910000,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,197.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
199,PT10M37.00S,2020-08-30T17:51:59.9Z,2,REGULAR,3pt,jumpshot,[],201188,22.683968462549277,10.363051470588236,1610612761,26,39,2020-08-30T17:52:04Z,1920000,198.0,161.0,1,left,MISS M. Gasol 26' 3PT,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,25.87,Missed,,,,,,,,,,,,,,,,,,,
200,PT10M35.00S,2020-08-30T17:52:01.9Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,26,39,2020-08-30T17:52:04Z,1930000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,199.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
201,PT10M22.00S,2020-08-30T17:52:14.6Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,88.64980289093299,44.18658088235294,1610612738,26,39,2020-08-30T17:52:20Z,1940000,-29.0,54.0,1,right,MISS J. Tatum 7' jumpshot,[1628369],1610612738.0,BOS,floating,,,Tatum,J. Tatum,,,,,6.64,Missed,,,,,,,,,,,,,,,,,,,
202,PT10M20.00S,2020-08-30T17:52:16.6Z,2,REGULAR,rebound,offensive,[],1628464,,,1610612738,26,39,2020-08-30T17:52:20Z,1950000,,,0,,D. Theis REBOUND (Off:1 Def:5),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,201.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
203,PT10M19.00S,2020-08-30T17:52:17.6Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1628464,93.24901445466492,51.53952205882353,1610612738,26,39,2020-08-30T17:52:56Z,1960000,8.0,11.0,1,right,MISS D. Theis layup,[1628464],1610612738.0,BOS,putback,,,Theis,D. Theis,,,,,1.82,Missed,,,,,,,,,,,,,,,,,,,
204,PT10M18.00S,2020-08-30T17:52:18.6Z,2,REGULAR,rebound,defensive,[],201188,,,1610612761,26,39,2020-08-30T17:52:24Z,1970000,,,0,,M. Gasol REBOUND (Off:0 Def:2),[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,203.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
205,PT10M14.00S,2020-08-30T17:52:23.7Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1626181,7.046649145860711,43.94148284313725,1610612761,26,39,2020-08-30T17:55:36Z,1980000,30.0,14.0,1,left,MISS N. Powell layup,[1626181],1610612761.0,TOR,runningfingerroll,,,Powell,N. Powell,,,,,3.59,Missed,,,,,,,,,,,,,,,,,,,
206,PT10M14.00S,2020-08-30T17:52:23.7Z,2,REGULAR,rebound,offensive,[],201586,,,1610612761,26,39,2020-08-30T17:52:44Z,1990000,,,0,,S. Ibaka REBOUND (Off:1 Def:3),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,205.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
207,PT10M14.00S,2020-08-30T17:52:25.9Z,2,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612761,26,39,2020-08-30T17:52:33Z,2000000,,,0,,J. Brown FOUL personal (2 PF) (Ibaka 2freethrow),"[1627759, 201586]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,,2530.0,,2.0,0.0,Ibaka,201586.0,,,,,
209,PT10M14.00S,2020-08-30T17:53:00.3Z,2,REGULAR,freethrow,1of2,['2ndchance'],201586,,,1610612761,27,39,2020-08-30T17:53:00Z,2020000,,,0,,S. Ibaka freethrow 1of2 (9 PTS),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
210,PT10M14.00S,2020-08-30T17:53:24.1Z,2,REGULAR,freethrow,2of2,['2ndchance'],201586,,,1610612761,28,39,2020-08-30T17:53:24Z,2030000,,,0,,S. Ibaka freethrow 2of2 (10 PTS),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,Made,,,,,10.0,,,,,,,,,,,,,,
211,PT09M57.00S,2020-08-30T17:53:43.0Z,2,REGULAR,turnover,lostball,[],1628464,,,1610612738,28,39,2020-08-30T17:58:18Z,2040000,,,0,,D. Theis TURNOVER lostball (2 TOV) Stolen,"[1628464, 200768]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,2.0,,,,,Lowry,200768.0,,,
212,PT09M57.00S,2020-08-30T17:53:43.0Z,2,REGULAR,steal,,[],200768,,,1610612761,28,39,2020-08-30T17:53:44Z,2050000,,,0,,K. Lowry STEAL (1 STL),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M54.00S,2020-08-30T17:53:46.5Z,2,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",201586,7.178055190538765,49.08854166666667,1610612761,30,39,2020-08-30T17:57:52Z,2060000,5.0,15.0,1,left,S. Ibaka layup (12 PTS) (K. Lowry 3 AST),"[201586, 200768]",1610612761.0,TOR,running,,,Ibaka,S. Ibaka,,,,,2.1,Made,,,,,12.0,K. Lowry,200768.0,3.0,,,,,,,,,,,
215,PT09M33.00S,2020-08-30T17:54:06.1Z,2,REGULAR,2pt,jumpshot,[],1627759,81.94809461235218,31.44148284313725,1610612738,30,39,2020-08-30T17:54:10Z,2080000,-93.0,117.0,1,right,MISS J. Brown 15' jumpshot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,15.38,Missed,,,,,,,,,,,,,,,,,,,
216,PT09M31.00S,2020-08-30T17:54:08.1Z,2,REGULAR,rebound,defensive,[],201586,,,1610612761,30,39,2020-08-30T17:54:10Z,2090000,,,0,,S. Ibaka REBOUND (Off:1 Def:4),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,215.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
217,PT09M22.00S,2020-08-30T17:54:17.6Z,2,REGULAR,2pt,hook,['pointsinthepaint'],201586,14.799605781865965,44.18658088235294,1610612761,30,39,2020-08-30T17:54:21Z,2100000,29.0,87.0,1,left,MISS S. Ibaka 10' hook,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,9.66,Missed,,,,,,,,,,,,,,,,,,,
218,PT09M21.00S,2020-08-30T17:54:18.6Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,30,39,2020-08-30T17:54:21Z,2110000,,,0,,D. Theis REBOUND (Off:1 Def:6),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,217.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
219,PT09M08.00S,2020-08-30T17:54:31.7Z,2,REGULAR,2pt,jumpshot,[],1628369,69.2468791064389,47.45710784313725,1610612738,30,39,2020-08-30T17:54:57Z,2120000,-13.0,237.0,1,right,MISS J. Tatum 24' jumpshot,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.24,Missed,,,,,,,,,,,,,,,,,,,
220,PT09M05.00S,2020-08-30T17:54:34.7Z,2,REGULAR,rebound,defensive,[],200768,,,1610612761,30,39,2020-08-30T17:54:36Z,2130000,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,219.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
221,PT09M02.00S,2020-08-30T17:54:38.0Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1626181,10.5946123521682,48.84344362745098,1610612761,30,39,2020-08-30T17:54:50Z,2140000,6.0,47.0,1,left,MISS N. Powell layup Blocked,"[1626181, 1628464]",1610612761.0,TOR,driving,,,Powell,N. Powell,,,,,5.29,Missed,,,,,,,,,,,,,,,,,Theis,1628464.0,
222,PT09M02.00S,2020-08-30T17:54:38.0Z,2,REGULAR,block,,[],1628464,,,1610612761,30,39,2020-08-30T17:54:51Z,2150000,,,0,,D. Theis BLOCK (1 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT09M02.00S,2020-08-30T17:54:38.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,30,39,2020-08-30T17:54:50Z,2160000,,,0,,Team offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,221.0,,,,,,,,,,,,,,,,,,
224,PT08M54.00S,2020-08-30T17:55:14.4Z,2,REGULAR,3pt,jumpshot,['2ndchance'],201586,30.831143232588698,27.029718137254903,1610612761,30,39,2020-08-30T17:55:19Z,2170000,115.0,237.0,1,left,MISS S. Ibaka 27' 3PT,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,26.86,Missed,,,,,,,,,,,,,,,,,,,
225,PT08M52.00S,2020-08-30T17:55:16.4Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,30,39,2020-08-30T17:55:19Z,2180000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,224.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
226,PT08M37.00S,2020-08-30T17:55:34.3Z,2,REGULAR,turnover,traveling,[],1628464,,,1610612738,30,39,2020-08-30T17:55:41Z,2190000,,,0,,D. Theis TURNOVER traveling (3 TOV),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,2530.0,3.0,,,,,,,,,
227,PT08M16.00S,2020-08-30T17:56:10.5Z,2,REGULAR,2pt,jumpshot,['fromturnover'],201586,7.30946123521682,66.24540441176471,1610612761,30,39,2020-08-30T17:56:15Z,2200000,-81.0,16.0,1,left,MISS S. Ibaka 8' jumpshot,[201586],1610612761.0,TOR,turnaround,,,Ibaka,S. Ibaka,,,,,8.4,Missed,,,,,,,,,,,,,,,,,,,
228,PT08M13.00S,2020-08-30T17:56:13.5Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,30,39,2020-08-30T17:56:15Z,2210000,,,0,,D. Theis REBOUND (Off:1 Def:7),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,227.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
229,PT08M04.00S,2020-08-30T17:56:22.8Z,2,REGULAR,3pt,jumpshot,[],1628369,69.99014454664915,72.86305147058823,1610612738,30,42,2020-08-30T18:00:51Z,2220000,114.0,230.0,1,right,J. Tatum 26' 3PT  (5 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,26.14,Made,,,,,5.0,,,,,,,,,,,,,,
230,PT07M46.00S,2020-08-30T17:56:43.6Z,2,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612761,30,42,2020-08-30T17:56:55Z,2230000,,,0,,G. Williams FOUL personal (1 PF) (Lowry 2freethrow),"[1629684, 200768]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,101284.0,,1.0,0.0,Lowry,200768.0,,,,,
232,PT07M46.00S,2020-08-30T17:57:28.0Z,2,REGULAR,freethrow,1of2,[],200768,,,1610612761,31,42,2020-08-30T17:57:28Z,2250000,,,0,,K. Lowry freethrow 1of2 (6 PTS),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
233,PT07M46.00S,2020-08-30T17:57:28.7Z,2,REGULAR,substitution,out,[],1629056,,,1610612761,31,42,2020-08-30T17:57:38Z,2260000,,,0,,substitution out Davis,[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M46.00S,2020-08-30T17:57:28.7Z,2,REGULAR,substitution,out,[],201586,,,1610612761,31,42,2020-08-30T17:57:38Z,2270000,,,0,,substitution out Ibaka,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M46.00S,2020-08-30T17:57:28.7Z,2,REGULAR,substitution,out,[],1629684,,,1610612761,31,42,2020-08-30T17:57:38Z,2280000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M46.00S,2020-08-30T17:57:28.7Z,2,REGULAR,substitution,in,[],1627832,,,1610612761,31,42,2020-08-30T17:57:38Z,2290000,,,0,,substitution in VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M46.00S,2020-08-30T17:57:28.7Z,2,REGULAR,substitution,in,[],1627783,,,1610612761,31,42,2020-08-30T17:57:38Z,2300000,,,0,,substitution in Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M46.00S,2020-08-30T17:57:28.7Z,2,REGULAR,substitution,in,[],202689,,,1610612761,31,42,2020-08-30T17:57:38Z,2310000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M46.00S,2020-08-30T17:57:55.6Z,2,REGULAR,freethrow,2of2,[],200768,,,1610612761,32,42,2020-08-30T17:57:55Z,2320000,,,0,,K. Lowry freethrow 2of2 (7 PTS),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
240,PT07M33.00S,2020-08-30T17:58:10.4Z,2,REGULAR,turnover,lostball,[],1628369,,,1610612738,32,42,2020-08-30T17:58:14Z,2330000,,,0,,J. Tatum TURNOVER lostball (1 TOV) Stolen,"[1628369, 1627832]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,1.0,,,,,VanVleet,1627832.0,,,
241,PT07M33.00S,2020-08-30T17:58:10.4Z,2,REGULAR,steal,,[],1627832,,,1610612761,32,42,2020-08-30T17:58:12Z,2340000,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M15.00S,2020-08-30T17:58:28.5Z,2,REGULAR,3pt,jumpshot,['fromturnover'],1627783,31.35676741130092,27.27481617647059,1610612761,32,42,2020-08-30T17:58:34Z,2350000,114.0,242.0,1,left,MISS P. Siakam 27' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,27.26,Missed,,,,,,,,,,,,,,,,,,,
243,PT07M11.00S,2020-08-30T17:58:32.5Z,2,REGULAR,rebound,offensive,[],201188,,,1610612761,32,42,2020-08-30T17:58:34Z,2360000,,,0,,M. Gasol REBOUND (Off:1 Def:2),[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,242.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
244,PT07M09.00S,2020-08-30T17:58:33.0Z,2,REGULAR,3pt,jumpshot,"['fromturnover', '2ndchance']",1626181,28.07161629434954,16.245404411764707,1610612761,32,42,2020-08-30T17:58:38Z,2370000,169.0,211.0,1,left,MISS N. Powell 27' 3PT,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,27.48,Missed,,,,,,,,,,,,,,,,,,,
245,PT07M09.00S,2020-08-30T17:58:33.0Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,32,42,2020-08-30T17:58:38Z,2380000,,,0,,D. Theis REBOUND (Off:1 Def:8),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,244.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
246,PT07M08.00S,2020-08-30T17:58:39.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,32,42,2020-08-30T17:58:39Z,2390000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M51.00S,2020-08-30T18:02:34.0Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627759,85.23324572930355,51.53952205882353,1610612738,32,42,2020-08-30T18:02:38Z,2400000,8.0,86.0,1,right,MISS J. Brown 9' jumpshot,[1627759],1610612738.0,BOS,floating,,,Brown,J. Brown,,,,,9.21,Missed,,,,,,,,,,,,,,,,,,,
248,PT06M50.00S,2020-08-30T18:02:35.0Z,2,REGULAR,rebound,offensive,[],1628464,,,1610612738,32,42,2020-08-30T18:02:38Z,2410000,,,0,,D. Theis REBOUND (Off:2 Def:8),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,247.0,10.0,8.0,2.0,,,,,,,,,,,,,,,
249,PT06M47.00S,2020-08-30T18:02:38.1Z,2,REGULAR,turnover,badpass,[],1628464,,,1610612738,32,42,2020-08-30T18:02:42Z,2420000,,,0,,D. Theis TURNOVER badpass (4 TOV) Stolen,"[1628464, 1627783]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,4.0,,,,,Siakam,1627783.0,,,
250,PT06M47.00S,2020-08-30T18:02:38.1Z,2,REGULAR,steal,,[],1627783,,,1610612761,32,42,2020-08-30T18:02:39Z,2430000,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M37.00S,2020-08-30T18:02:49.1Z,2,REGULAR,3pt,jumpshot,['fromturnover'],1627783,6.1268068331143235,94.18658088235294,1610612761,32,42,2020-08-30T18:02:54Z,2440000,-221.0,5.0,1,left,MISS P. Siakam 22' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,22.12,Missed,,,,,,,,,,,,,,,,,,,
252,PT06M34.00S,2020-08-30T18:02:52.1Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,32,42,2020-08-30T18:02:54Z,2450000,,,0,,D. Theis REBOUND (Off:2 Def:9),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,251.0,11.0,9.0,2.0,,,,,,,,,,,,,,,
253,PT06M16.00S,2020-08-30T18:03:08.9Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,91.80354796320631,56.68658088235294,1610612738,32,42,2020-08-30T18:03:14Z,2460000,33.0,25.0,1,right,MISS J. Tatum jumpshot,[1628369],1610612738.0,BOS,drivingbank,,,Tatum,J. Tatum,,,,,4.49,Missed,,,,,,,,,,,,,,,,,,,
254,PT06M14.00S,2020-08-30T18:03:10.9Z,2,REGULAR,rebound,defensive,[],201188,,,1610612761,32,42,2020-08-30T18:03:14Z,2470000,,,0,,M. Gasol REBOUND (Off:1 Def:3),[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,253.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
255,PT06M06.00S,2020-08-30T18:03:19.4Z,2,REGULAR,3pt,jumpshot,[],201188,30.436925098554536,67.47089460784314,1610612761,32,42,2020-08-30T18:03:24Z,2480000,-87.0,234.0,1,left,MISS M. Gasol 25' 3PT,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,25.46,Missed,,,,,,,,,,,,,,,,,,,
256,PT06M04.00S,2020-08-30T18:03:21.4Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,32,42,2020-08-30T18:03:24Z,2490000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,255.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
257,PT05M56.00S,2020-08-30T18:03:28.6Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628464,81.94809461235218,40.75520833333333,1610612738,32,44,2020-08-30T18:03:33Z,2500000,-46.0,117.0,1,right,D. Theis 13' jumpshot (5 PTS) (J. Brown 3 AST),"[1628464, 1627759]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,13.11,Made,,,,,5.0,J. Brown,1627759.0,3.0,,,,,,,,,,,
259,PT05M38.00S,2020-08-30T18:03:48.2Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1626181,6.389618922470433,55.21599264705882,1610612761,32,44,2020-08-30T18:05:52Z,2520000,-26.0,8.0,1,left,MISS N. Powell layup,[1626181],1610612761.0,TOR,cutting,,,Powell,N. Powell,,,,,2.92,Missed,,,,,,,,,,,,,,,,,,,
260,PT05M35.00S,2020-08-30T18:03:50.2Z,2,REGULAR,rebound,offensive,[],1627832,,,1610612761,32,44,2020-08-30T18:03:50Z,2530000,,,0,,F. VanVleet REBOUND (Off:1 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,259.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
261,PT05M33.00S,2020-08-30T18:03:51.8Z,2,REGULAR,3pt,jumpshot,['2ndchance'],200768,3.3672798948751645,94.43167892156863,1610612761,32,44,2020-08-30T18:03:57Z,2540000,-222.0,-21.0,1,left,MISS K. Lowry 22' 3PT,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,22.27,Missed,,,,,,,,,,,,,,,,,,,
262,PT05M32.00S,2020-08-30T18:03:52.8Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,32,44,2020-08-30T18:03:57Z,2550000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,261.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
263,PT05M22.00S,2020-08-30T18:04:03.5Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627759,81.94809461235218,40.01991421568628,1610612738,32,46,2020-08-30T18:04:08Z,2560000,-50.0,117.0,1,right,J. Brown 13' jumpshot (11 PTS),[1627759],1610612738.0,BOS,floating,,,Brown,J. Brown,,,,,13.25,Made,,,,,11.0,,,,,,,,,,,,,,
265,PT05M06.00S,2020-08-30T18:04:20.8Z,2,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612761,32,46,2020-08-30T18:04:31Z,2580000,,,0,,D. Theis FOUL personal (3 PF) (Gasol 2freethrow),"[1628464, 201188]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,202058.0,,3.0,0.0,Gasol,201188.0,,,,,
