actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
72,PT06M15.00S,2020-08-02T19:49:17.6Z,1,REGULAR,2pt,jumpshot,['fromturnover'],2546,79.97700394218134,23.108149509803923,1610612757,16,11,2020-08-02T19:49:23Z,720000,-134.0,136.0,1,right,MISS C. Anthony 20' jumpshot,[2546],1610612757.0,POR,,,,Anthony,C. Anthony,,,,,19.5,Missed,,,,,,,,,,,,,,,,,,,
73,PT06M13.00S,2020-08-02T19:49:19.6Z,1,REGULAR,rebound,defensive,[],202330,,,1610612738,16,11,2020-08-02T19:49:23Z,730000,,,0,,G. Hayward REBOUND (Off:0 Def:2),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,72.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
74,PT06M13.00S,2020-08-02T19:49:25.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,16,11,2020-08-02T19:49:25Z,740000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M13.00S,2020-08-02T19:51:34.0Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,16,11,2020-08-02T19:52:29Z,750000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M13.00S,2020-08-02T19:51:34.0Z,1,REGULAR,substitution,out,[],202689,,,1610612738,16,11,2020-08-02T19:52:29Z,760000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M13.00S,2020-08-02T19:51:34.0Z,1,REGULAR,substitution,out,[],1628464,,,1610612738,16,11,2020-08-02T19:52:29Z,770000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M13.00S,2020-08-02T19:51:34.0Z,1,REGULAR,substitution,in,[],202683,,,1610612738,16,11,2020-08-02T19:52:29Z,780000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M13.00S,2020-08-02T19:51:34.0Z,1,REGULAR,substitution,in,[],203935,,,1610612738,16,11,2020-08-02T19:52:29Z,790000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M13.00S,2020-08-02T19:51:34.0Z,1,REGULAR,substitution,in,[],202954,,,1610612738,16,11,2020-08-02T19:52:29Z,800000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M58.00S,2020-08-02T19:52:57.1Z,1,REGULAR,3pt,jumpshot,[],202330,32.670827858081466,57.91207107843137,1610612738,19,11,2020-08-02T19:53:02Z,810000,-40.0,255.0,1,left,G. Hayward 26' 3PT  (6 PTS) (E. Kanter 1 AST),"[202330, 202683]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,26.31,Made,,,,,6.0,E. Kanter,202683.0,1.0,,,,,,,,,,,
83,PT05M37.00S,2020-08-02T19:53:18.2Z,1,REGULAR,2pt,hook,['pointsinthepaint'],203994,92.19776609724047,39.5297181372549,1610612757,19,13,2020-08-02T19:53:22Z,830000,-52.0,21.0,1,right,J. Nurkic 6' hook (6 PTS) (D. Lillard 3 AST),"[203994, 203081]",1610612757.0,POR,bank,,,Nurkic,J. Nurkic,,,,,5.86,Made,,,,,6.0,D. Lillard,203081.0,3.0,,,,,,,,,,,
85,PT05M17.00S,2020-08-02T19:53:37.9Z,1,REGULAR,3pt,jumpshot,[],1627759,31.882391590013142,64.28462009803921,1610612738,22,13,2020-08-02T19:53:43Z,850000,-71.0,247.0,1,left,J. Brown 26' 3PT  (4 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,26.26,Made,,,,,4.0,,,,,,,,,,,,,,
86,PT05M06.00S,2020-08-02T19:53:51.5Z,1,REGULAR,foul,personal,['2freethrow'],202683,,,1610612757,22,13,2020-08-02T19:54:03Z,860000,,,0,,E. Kanter FOUL personal (1 PF) (Lillard 2freethrow),"[202683, 203081]",1610612738.0,BOS,shooting,,,Kanter,E. Kanter,,,,,,,,,,,,,,,2004.0,1.0,0.0,Lillard,203081.0,,,,,,
88,PT05M06.00S,2020-08-02T19:54:17.4Z,1,REGULAR,freethrow,1of2,[],203081,,,1610612757,22,14,2020-08-02T19:54:17Z,880000,,,0,,D. Lillard freethrow 1of2 (1 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
89,PT05M06.00S,2020-08-02T19:54:18.1Z,1,REGULAR,substitution,out,[],203994,,,1610612757,22,14,2020-08-02T19:54:31Z,890000,,,0,,substitution out Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M06.00S,2020-08-02T19:54:18.1Z,1,REGULAR,substitution,in,[],202355,,,1610612757,22,14,2020-08-02T19:54:31Z,900000,,,0,,substitution in Whiteside,[202355],1610612757.0,POR,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M06.00S,2020-08-02T19:54:37.4Z,1,REGULAR,freethrow,2of2,[],203081,,,1610612757,22,15,2020-08-02T19:54:37Z,910000,,,0,,D. Lillard freethrow 2of2 (2 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
92,PT04M49.00S,2020-08-02T19:54:56.9Z,1,REGULAR,2pt,layup,['pointsinthepaint'],202683,7.046649145860711,48.353247549019606,1610612738,24,15,2020-08-02T19:55:01Z,920000,8.0,14.0,1,left,E. Kanter layup (2 PTS) (G. Hayward 1 AST),"[202683, 202330]",1610612738.0,BOS,cutting,,,Kanter,E. Kanter,,,,,2.09,Made,,,,,2.0,G. Hayward,202330.0,1.0,,,,,,,,,,,
94,PT04M35.00S,2020-08-02T19:55:13.2Z,1,REGULAR,2pt,layup,['pointsinthepaint'],2546,94.95729303547962,45.41207107843137,1610612757,24,15,2020-08-02T20:06:08Z,940000,-23.0,-5.0,1,right,MISS C. Anthony layup Blocked,"[2546, 203935]",1610612757.0,POR,driving,,,Anthony,C. Anthony,,,,,2.29,Missed,,,,,,,,,,,,,,,,,Smart,203935.0,
95,PT04M35.00S,2020-08-02T19:55:13.2Z,1,REGULAR,block,,[],203935,,,1610612757,24,15,2020-08-02T19:55:15Z,950000,,,0,,M. Smart BLOCK (1 BLK),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M30.00S,2020-08-02T19:55:18.2Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,24,15,2020-08-02T20:06:08Z,960000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,94.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
