actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
358,PT07M06.00S,2020-09-12T02:47:21.5Z,3,REGULAR,freethrow,2of2,['fromturnover'],1626181,,,1610612761,55,60,2020-09-12T02:47:21Z,3550000,,,0,,N. Powell freethrow 2of2 (6 PTS),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
359,PT06M44.00S,2020-09-12T02:47:46.2Z,3,REGULAR,3pt,jumpshot,[],1628464,16.507884362680684,95.41207107843137,1610612738,55,60,2020-09-12T02:47:51Z,3560000,-227.0,103.0,1,left,MISS D. Theis 25' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,25.16,Missed,,,,,,,,,,,,,,,,,,
360,PT06M40.00S,2020-09-12T02:47:50.2Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,55,60,2020-09-12T02:47:51Z,3570000,,,0,,P. Siakam REBOUND (Off:1 Def:7),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,359.0,8.0,7.0,1.0,,,,,,,,,,,,,,
361,PT06M23.00S,2020-09-12T02:48:06.4Z,3,REGULAR,3pt,jumpshot,[],1626181,68.15045992115637,27.27481617647059,1610612761,55,60,2020-09-12T02:48:10Z,3580000,-114.0,247.0,1,right,MISS N. Powell 28' 3PT,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,27.68,Missed,,,,,,,,,,,,,,,,,,
362,PT06M20.00S,2020-09-12T02:48:09.4Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,55,60,2020-09-12T02:48:10Z,3590000,,,0,,J. Tatum REBOUND (Off:0 Def:10),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,361.0,10.0,10.0,0.0,,,,,,,,,,,,,,
363,PT06M13.00S,2020-09-12T02:48:17.1Z,3,REGULAR,turnover,lostball,[],1628369,,,1610612738,55,60,2020-09-12T02:48:23Z,3600000,,,0,,J. Tatum TURNOVER lostball (2 TOV) Stolen,"[1628369, 201188]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,2.0,Gasol,201188.0,,,,,
364,PT06M13.00S,2020-09-12T02:48:17.1Z,3,REGULAR,steal,,[],201188,,,1610612761,55,60,2020-09-12T02:48:18Z,3610000,,,0,,M. Gasol STEAL (1 STL),[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,
365,PT06M11.00S,2020-09-12T02:48:28.1Z,3,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612761,55,60,2020-09-12T02:48:42Z,3620000,,,0,,D. Theis FOUL personal (3 PF) (Anunoby 2freethrow),"[1628464, 1628384]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,2534.0,3.0,0.0,Anunoby,1628384.0
367,PT06M11.00S,2020-09-12T02:48:46.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,55,60,2020-09-12T02:48:46Z,3640000,,,0,,timeout full,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT06M11.00S,2020-09-12T02:51:13.8Z,3,REGULAR,substitution,out,[],201188,,,1610612761,55,60,2020-09-12T02:51:55Z,3650000,,,0,,substitution out Gasol,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,
372,PT06M11.00S,2020-09-12T02:51:13.8Z,3,REGULAR,substitution,in,[],201586,,,1610612761,55,60,2020-09-12T02:51:55Z,3660000,,,0,,substitution in Ibaka,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,
373,PT06M11.00S,2020-09-12T02:52:15.3Z,3,REGULAR,freethrow,1of2,['fromturnover'],1628384,,,1610612761,56,60,2020-09-12T02:52:15Z,3670000,,,0,,O. Anunoby freethrow 1of2 (3 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
374,PT06M11.00S,2020-09-12T02:52:28.2Z,3,REGULAR,freethrow,2of2,['fromturnover'],1628384,,,1610612761,57,60,2020-09-12T02:52:28Z,3680000,,,0,,O. Anunoby freethrow 2of2 (4 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
375,PT05M59.00S,2020-09-12T02:52:44.6Z,3,REGULAR,turnover,lostball,[],1628464,,,1610612738,57,60,2020-09-12T02:53:05Z,3690000,,,0,,D. Theis TURNOVER lostball (1 TOV),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,1.0,,,,,,,
377,PT05M59.00S,2020-09-12T02:52:50.3Z,3,REGULAR,foul,personal,[],1628464,,,1610612761,57,60,2020-09-12T02:57:40Z,3710000,,,0,,D. Theis FOUL personal (4 PF),"[1628464, 1628384]",1610612738.0,BOS,looseball,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,2534.0,4.0,0.0,Anunoby,1628384.0
379,PT05M59.00S,2020-09-12T02:52:58.1Z,3,REGULAR,substitution,out,[],1628464,,,1610612761,57,60,2020-09-12T02:53:04Z,3730000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
380,PT05M59.00S,2020-09-12T02:52:58.1Z,3,REGULAR,substitution,in,[],1629057,,,1610612761,57,60,2020-09-12T02:53:04Z,3740000,,,0,,substitution in Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
381,PT05M37.00S,2020-09-12T02:53:28.5Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",201586,94.56307490144546,52.029718137254896,1610612761,59,60,2020-09-12T02:53:31Z,3750000,10.0,-1.0,1,right,S. Ibaka layup (14 PTS) (F. VanVleet 6 AST),"[201586, 1627832]",1610612761.0,TOR,driving,,,Ibaka,S. Ibaka,,,,,1.09,Made,,,,,14.0,F. VanVleet,1627832.0,6.0,,,,,,,,,,
382,PT05M21.00S,2020-09-12T02:53:45.7Z,3,REGULAR,foul,personal,['2freethrow'],1626181,,,1610612738,59,60,2020-09-12T02:53:51Z,3760000,,,0,,N. Powell FOUL personal (1 PF) (Tatum 2freethrow),"[1626181, 1628369]",1610612761.0,TOR,shooting,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Tatum,1628369.0
384,PT05M21.00S,2020-09-12T02:54:09.1Z,3,REGULAR,freethrow,1of2,[],1628369,,,1610612738,59,61,2020-09-12T02:54:09Z,3780000,,,0,,J. Tatum freethrow 1of2 (18 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,18.0,,,,,,,,,,,,,
385,PT05M21.00S,2020-09-12T02:54:12.0Z,3,REGULAR,substitution,out,[],203935,,,1610612738,59,61,2020-09-12T02:54:15Z,3790000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
386,PT05M21.00S,2020-09-12T02:54:12.0Z,3,REGULAR,substitution,in,[],202689,,,1610612738,59,61,2020-09-12T02:54:15Z,3800000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
388,PT05M21.00S,2020-09-12T02:54:26.1Z,3,REGULAR,freethrow,2of2,[],1628369,,,1610612738,59,62,2020-09-12T02:54:26Z,3810000,,,0,,J. Tatum freethrow 2of2 (19 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
389,PT05M01.00S,2020-09-12T02:54:47.8Z,3,REGULAR,2pt,jumpshot,[],1627783,73.27529566360053,70.16697303921569,1610612761,59,62,2020-09-12T02:54:52Z,3820000,101.0,199.0,1,right,MISS P. Siakam 23' jumpshot,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,22.77,Missed,,,,,,,,,,,,,,,,,,
390,PT04M58.00S,2020-09-12T02:54:50.8Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,59,62,2020-09-12T02:54:52Z,3830000,,,0,,K. Walker REBOUND (Off:0 Def:5),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,389.0,5.0,5.0,0.0,,,,,,,,,,,,,,
391,PT04M41.00S,2020-09-12T02:55:10.3Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,59,62,2020-09-12T02:55:10Z,3840000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT04M41.00S,2020-09-12T02:55:15.7Z,3,REGULAR,substitution,out,[],1627783,,,1610612738,59,62,2020-09-12T02:55:26Z,3850000,,,0,,substitution out Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,
393,PT04M41.00S,2020-09-12T02:55:15.7Z,3,REGULAR,substitution,in,[],200768,,,1610612738,59,62,2020-09-12T02:55:26Z,3860000,,,0,,substitution in Lowry,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
394,PT04M36.00S,2020-09-12T02:55:41.2Z,3,REGULAR,2pt,jumpshot,[],1628369,13.091327201051248,88.05912990196079,1610612738,59,62,2020-09-12T02:55:50Z,3870000,-190.0,71.0,1,left,MISS J. Tatum 20' jumpshot,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,20.5,Missed,,,,,,,,,,,,,,,,,,
395,PT04M34.00S,2020-09-12T02:55:43.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612761,59,62,2020-09-12T02:55:50Z,3880000,,,0,,Team defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,394.0,,,,,,,,,,,,,,,,,
396,PT04M34.00S,2020-09-12T02:55:48.5Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612761,59,62,2020-09-12T02:55:48Z,3890000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT04M20.00S,2020-09-12T02:56:07.2Z,3,REGULAR,2pt,jumpshot,[],1627832,76.5604467805519,53.50030637254902,1610612761,61,62,2020-09-12T02:56:10Z,3900000,18.0,168.0,1,right,F. VanVleet 17' jumpshot (14 PTS) (K. Lowry 3 AST),"[1627832, 200768]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,17.42,Made,,,,,14.0,K. Lowry,200768.0,3.0,,,,,,,,,,
399,PT04M00.00S,2020-09-12T02:56:27.0Z,3,REGULAR,3pt,jumpshot,[],202954,32.802233902759525,49.08854166666667,1610612738,61,62,2020-09-12T02:56:33Z,3920000,5.0,256.0,1,left,MISS B. Wanamaker 26' 3PT,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,
400,PT03M54.00S,2020-09-12T02:56:33.0Z,3,REGULAR,rebound,defensive,[],201586,,,1610612761,61,62,2020-09-12T02:56:33Z,3930000,,,0,,S. Ibaka REBOUND (Off:1 Def:5),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,399.0,6.0,5.0,1.0,,,,,,,,,,,,,,
401,PT03M53.00S,2020-09-12T02:56:33.8Z,3,REGULAR,3pt,jumpshot,['fastbreak'],1627832,72.48685939553219,77.76501225490196,1610612761,61,62,2020-09-12T02:56:39Z,3940000,139.0,206.0,1,right,MISS F. VanVleet 25' 3PT,[1627832],1610612761.0,TOR,runningpullup,,,VanVleet,F. VanVleet,,,,,25.31,Missed,,,,,,,,,,,,,,,,,,
402,PT03M51.00S,2020-09-12T02:56:35.8Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,61,62,2020-09-12T02:56:39Z,3950000,,,0,,R. Williams III REBOUND (Off:2 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,401.0,3.0,1.0,2.0,,,,,,,,,,,,,,
403,PT03M44.00S,2020-09-12T02:56:43.6Z,3,REGULAR,2pt,jumpshot,[],202689,22.683968462549277,60.853247549019606,1610612738,61,62,2020-09-12T02:56:47Z,3960000,-54.0,161.0,1,left,MISS K. Walker 17' jumpshot,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,17.48,Missed,,,,,,,,,,,,,,,,,,
404,PT03M41.00S,2020-09-12T02:56:46.6Z,3,REGULAR,rebound,defensive,[],201586,,,1610612761,61,62,2020-09-12T02:56:47Z,3970000,,,0,,S. Ibaka REBOUND (Off:1 Def:6),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,403.0,7.0,6.0,1.0,,,,,,,,,,,,,,
405,PT03M35.00S,2020-09-12T02:56:52.8Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1627832,94.43166885676742,52.029718137254896,1610612761,61,62,2020-09-12T02:56:59Z,3980000,10.0,0.0,1,right,MISS F. VanVleet layup,[1627832],1610612761.0,TOR,driving,,,VanVleet,F. VanVleet,,,,,1.14,Missed,,,,,,,,,,,,,,,,,,
407,PT03M33.00S,2020-09-12T02:56:54.8Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,61,62,2020-09-12T02:56:59Z,4000000,,,0,,J. Tatum REBOUND (Off:0 Def:11),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,405.0,11.0,11.0,0.0,,,,,,,,,,,,,,
408,PT03M27.00S,2020-09-12T02:57:00.6Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1627759,6.521024967148489,47.86305147058824,1610612738,61,64,2020-09-12T02:57:04Z,4010000,11.0,9.0,1,left,J. Brown layup (19 PTS) (J. Tatum 6 AST),"[1627759, 1628369]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,1.79,Made,,,,,19.0,J. Tatum,1628369.0,6.0,,,,,,,,,,
409,PT03M19.00S,2020-09-12T02:57:12.4Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fastbreak']",200768,92.85479632063075,53.990502450980394,1610612761,63,64,2020-09-12T02:57:18Z,4020000,20.0,15.0,1,right,K. Lowry jumpshot (8 PTS),[200768],1610612761.0,TOR,bank,,,Lowry,K. Lowry,,,,,2.84,Made,,,,,8.0,,,,,,,,,,,,,
410,PT03M19.00S,2020-09-12T02:57:15.5Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202954,,,1610612761,63,64,2020-09-12T02:57:26Z,4030000,,,0,,B. Wanamaker FOUL personal (2 PF) (Lowry inpenalty),"[202954, 200768]",1610612738.0,BOS,shooting,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,2534.0,2.0,0.0,Lowry,200768.0
412,PT03M19.00S,2020-09-12T02:57:29.4Z,3,REGULAR,substitution,out,[],1628384,,,1610612761,63,64,2020-09-12T02:57:45Z,4050000,,,0,,substitution out Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,
413,PT03M19.00S,2020-09-12T02:57:29.4Z,3,REGULAR,substitution,out,[],1628369,,,1610612761,63,64,2020-09-12T02:57:45Z,4060000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
414,PT03M19.00S,2020-09-12T02:57:29.4Z,3,REGULAR,substitution,in,[],1627783,,,1610612761,63,64,2020-09-12T02:57:45Z,4070000,,,0,,substitution in Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,
415,PT03M19.00S,2020-09-12T02:57:29.4Z,3,REGULAR,substitution,in,[],203935,,,1610612761,63,64,2020-09-12T02:57:45Z,4080000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
416,PT03M19.00S,2020-09-12T02:57:57.6Z,3,REGULAR,freethrow,1of1,['fastbreak'],200768,,,1610612761,63,64,2020-09-12T02:57:59Z,4090000,,,0,,MISS K. Lowry freethrow 1of1,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,Missed,,,,,,,,,,,,,,,,,,
417,PT03M17.00S,2020-09-12T02:57:59.6Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,63,64,2020-09-12T02:57:59Z,4100000,,,0,,M. Smart REBOUND (Off:1 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,416.0,2.0,1.0,1.0,,,,,,,,,,,,,,
418,PT02M56.00S,2020-09-12T02:58:19.6Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],202689,7.5722733245729295,35.11795343137255,1610612738,63,64,2020-09-12T02:58:24Z,4110000,74.0,19.0,1,left,MISS K. Walker 8' jumpshot Blocked,"[202689, 1627832]",1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,7.82,Missed,,,,,,,,,VanVleet,1627832.0,,,,,,,,
419,PT02M56.00S,2020-09-12T02:58:19.6Z,3,REGULAR,block,,[],1627832,,,1610612738,63,64,2020-09-12T02:58:21Z,4120000,,,0,,F. VanVleet BLOCK (1 BLK),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,
420,PT02M53.00S,2020-09-12T02:58:22.6Z,3,REGULAR,rebound,defensive,[],200768,,,1610612761,63,64,2020-09-12T02:59:08Z,4130000,,,0,,K. Lowry REBOUND (Off:1 Def:3),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,418.0,4.0,3.0,1.0,,,,,,,,,,,,,,
421,PT02M40.00S,2020-09-12T02:58:35.5Z,3,REGULAR,turnover,badpass,[],1627783,,,1610612761,63,64,2020-09-12T02:58:39Z,4140000,,,0,,P. Siakam TURNOVER badpass (2 TOV) Stolen,"[1627783, 1627759]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,2.0,Brown,1627759.0,,,,,
422,PT02M40.00S,2020-09-12T02:58:35.5Z,3,REGULAR,steal,,[],1627759,,,1610612738,63,64,2020-09-12T02:58:37Z,4150000,,,0,,J. Brown STEAL (4 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
423,PT02M33.00S,2020-09-12T02:58:44.5Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",203935,6.652431011826544,48.10814950980392,1610612738,63,66,2020-09-12T02:58:49Z,4160000,9.0,10.0,1,left,M. Smart layup (14 PTS),[203935],1610612738.0,BOS,drivingreverse,,,Smart,M. Smart,,,,,1.82,Made,,,,,14.0,,,,,,,,,,,,,
424,PT02M33.00S,2020-09-12T02:58:47.0Z,3,REGULAR,foul,personal,['1freethrow'],201586,,,1610612738,63,66,2020-09-12T02:59:02Z,4170000,,,0,,S. Ibaka FOUL personal (3 PF) (Smart 1freethrow),"[201586, 203935]",1610612761.0,TOR,shooting,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,2714.0,3.0,0.0,Smart,203935.0
426,PT02M33.00S,2020-09-12T02:59:04.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,63,66,2020-09-12T02:59:08Z,4190000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT02M33.00S,2020-09-12T03:01:47.3Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,63,66,2020-09-12T03:02:28Z,4200000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
428,PT02M33.00S,2020-09-12T03:01:47.3Z,3,REGULAR,substitution,out,[],202954,,,1610612738,63,66,2020-09-12T03:02:28Z,4210000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,
429,PT02M33.00S,2020-09-12T03:01:47.3Z,3,REGULAR,substitution,in,[],1628400,,,1610612738,63,66,2020-09-12T03:02:28Z,4220000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
430,PT02M33.00S,2020-09-12T03:01:47.3Z,3,REGULAR,substitution,in,[],1628369,,,1610612738,63,66,2020-09-12T03:02:28Z,4230000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
431,PT02M33.00S,2020-09-12T03:02:42.8Z,3,REGULAR,freethrow,1of1,['fromturnover'],203935,,,1610612738,63,67,2020-09-12T03:02:42Z,4240000,,,0,,M. Smart freethrow 1of1 (15 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
432,PT02M14.00S,2020-09-12T03:03:05.2Z,3,REGULAR,2pt,layup,['pointsinthepaint'],200768,94.95729303547962,50.314031862745104,1610612761,65,67,2020-09-12T03:03:08Z,4250000,2.0,-5.0,1,right,K. Lowry layup (10 PTS),[200768],1610612761.0,TOR,driving,,,Lowry,K. Lowry,,,,,0.16,Made,,,,,10.0,,,,,,,,,,,,,
433,PT01M53.00S,2020-09-12T03:03:25.0Z,3,REGULAR,3pt,jumpshot,[],1628400,32.53942181340342,35.36305147058824,1610612738,65,67,2020-09-12T03:03:29Z,4260000,73.0,253.0,1,left,MISS S. Ojeleye 27' 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,26.9,Missed,,,,,,,,,,,,,,,,,,
434,PT01M50.00S,2020-09-12T03:03:28.0Z,3,REGULAR,rebound,defensive,[],1626181,,,1610612761,65,67,2020-09-12T03:03:29Z,4270000,,,0,,N. Powell REBOUND (Off:0 Def:2),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,433.0,2.0,2.0,0.0,,,,,,,,,,,,,,
435,PT01M45.00S,2020-09-12T03:03:33.3Z,3,REGULAR,3pt,jumpshot,['fastbreak'],1627832,74.72076215505913,86.09834558823529,1610612761,68,67,2020-09-12T03:03:37Z,4280000,180.0,185.0,1,right,F. VanVleet 26' 3PT  (17 PTS) (P. Siakam 3 AST),"[1627832, 1627783]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,26.25,Made,,,,,17.0,P. Siakam,1627783.0,3.0,,,,,,,,,,
437,PT01M15.00S,2020-09-12T03:04:06.8Z,3,REGULAR,2pt,jumpshot,[],202689,17.427726675427067,31.44148284313725,1610612738,68,69,2020-09-12T03:05:26Z,4300000,93.0,111.0,1,left,K. Walker 15' jumpshot (6 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,14.92,Made,,,,,6.0,,,,,,,,,,,,,
439,PT00M54.30S,2020-09-12T03:04:24.2Z,3,REGULAR,3pt,jumpshot,[],1627832,69.85873850197109,68.45128676470588,1610612761,68,69,2020-09-12T03:04:29Z,4310000,92.0,231.0,1,right,MISS F. VanVleet 25' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,25.37,Missed,,,,,,,,,,,,,,,,,,
440,PT00M51.30S,2020-09-12T03:04:27.2Z,3,REGULAR,rebound,offensive,[],1626181,,,1610612761,68,69,2020-09-12T03:04:29Z,4320000,,,0,,N. Powell REBOUND (Off:1 Def:2),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,439.0,3.0,2.0,1.0,,,,,,,,,,,,,,
441,PT00M49.80S,2020-09-12T03:04:29.8Z,3,REGULAR,3pt,jumpshot,['2ndchance'],201586,71.43561103810775,16.735600490196077,1610612761,68,69,2020-09-12T03:04:33Z,4330000,-166.0,216.0,1,right,MISS S. Ibaka 28' 3PT,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,27.7,Missed,,,,,,,,,,,,,,,,,,
442,PT00M46.90S,2020-09-12T03:04:32.6Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,68,69,2020-09-12T03:04:32Z,4340000,,,0,,J. Tatum REBOUND (Off:0 Def:12),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,441.0,12.0,12.0,0.0,,,,,,,,,,,,,,
443,PT00M41.90S,2020-09-12T03:04:37.7Z,3,REGULAR,3pt,jumpshot,['fastbreak'],1628369,32.013797634691194,63.794424019607845,1610612738,68,72,2020-09-12T03:04:43Z,4350000,-69.0,248.0,1,left,J. Tatum 26' 3PT  (22 PTS),[1628369],1610612738.0,BOS,runningpullup,,,Tatum,J. Tatum,,,,,26.31,Made,,,,,22.0,,,,,,,,,,,,,
444,PT00M28.50S,2020-09-12T03:04:54.4Z,3,REGULAR,3pt,jumpshot,[],1626181,96.00854139290408,3.010110294117647,1610612761,71,72,2020-09-12T03:04:57Z,4360000,-235.0,-15.0,1,right,N. Powell 24' 3PT  (9 PTS) (K. Lowry 4 AST),"[1626181, 200768]",1610612761.0,TOR,,,,Powell,N. Powell,,,,,23.51,Made,,,,,9.0,K. Lowry,200768.0,4.0,,,,,,,,,,
446,PT00M07.00S,2020-09-12T03:05:19.9Z,3,REGULAR,3pt,jumpshot,[],1628369,33.98488830486202,48.10814950980392,1610612738,71,72,2020-09-12T03:05:23Z,4380000,9.0,267.0,1,left,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,27.27,Missed,,,,,,,,,,,,,,,,,,
447,PT00M04.10S,2020-09-12T03:05:22.8Z,3,REGULAR,rebound,defensive,[],201586,,,1610612761,71,72,2020-09-12T03:05:23Z,4390000,,,0,,S. Ibaka REBOUND (Off:1 Def:7),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,446.0,8.0,7.0,1.0,,,,,,,,,,,,,,
448,PT00M00.00S,2020-09-12T03:05:28.0Z,3,REGULAR,3pt,jumpshot,[],200768,66.3107752956636,29.480698529411764,1610612761,71,72,2020-09-12T03:05:32Z,4400000,-103.0,264.0,1,right,MISS K. Lowry 29' 3PT,[200768],1610612761.0,TOR,pullup,,,Lowry,K. Lowry,,,,,28.86,Missed,,,,,,,,,,,,,,,,,,
449,PT00M00.00S,2020-09-12T03:05:29.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,71,72,2020-09-12T03:05:29Z,4410000,,,0,,Team offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,448.0,,,,,,,,,,,,,,,,,
450,PT00M00.00S,2020-09-12T03:05:32.4Z,3,REGULAR,period,end,[],0,,,1610612761,71,72,2020-09-12T03:05:32Z,4420000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
