actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
368,PT10M22.00S,2019-12-12T01:24:38.8Z,3,REGULAR,3pt,jumpshot,[],202689,34.641918528252305,28.500306372549016,1610612738,63,64,2019-12-12T01:24:42Z,3650000,107.0,273.0,1,left,K. Walker 30' 3PT  (30 PTS) (J. Brown 7 AST),"[202689, 1627759]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,29.86,Made,30.0,J. Brown,1627759.0,7.0,,,,,,,,,,,,,,,
370,PT09M57.00S,2019-12-12T01:25:03.5Z,3,REGULAR,3pt,jumpshot,[],1626167,91.40932982917214,2.2748161764705883,1610612754,63,64,2019-12-12T01:25:09Z,3670000,-239.0,28.0,1,right,MISS M. Turner 24' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,24.1,Missed,,,,,,,,,,,,,,,,,,,
371,PT09M52.00S,2019-12-12T01:25:08.5Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,63,64,2019-12-12T01:25:09Z,3680000,,,0,,K. Walker REBOUND (Off:0 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,370.0,2.0,2.0,0.0,,,,,,,,,,,
372,PT09M44.00S,2019-12-12T01:25:16.7Z,3,REGULAR,turnover,badpass,[],202689,,,1610612738,63,64,2019-12-12T01:25:19Z,3690000,,,0,,K. Walker TURNOVER badpass (1 TOV) Stolen,"[202689, 1627763]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,1.0,Brogdon,1627763.0,,,,,,,,
373,PT09M44.00S,2019-12-12T01:25:16.7Z,3,REGULAR,steal,,[],1627763,,,1610612754,63,64,2019-12-12T01:25:17Z,3700000,,,0,,M. Brogdon STEAL (2 STL),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT09M41.00S,2019-12-12T01:25:20.0Z,3,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203933,93.38042049934296,49.57873774509804,1610612754,65,64,2019-12-12T01:25:24Z,3710000,-2.0,10.0,1,right,T. Warren dunk (10 PTS) (M. Brogdon 4 AST),"[203933, 1627763]",1610612754.0,IND,running,,,Warren,T. Warren,,,,,1.53,Made,10.0,M. Brogdon,1627763.0,4.0,,,,,,,,,,,,,,,
376,PT09M26.00S,2019-12-12T01:25:35.6Z,3,REGULAR,foul,personal,[],203933,,,1610612738,65,64,2019-12-12T01:25:41Z,3730000,,,0,,T. Warren FOUL personal (2 PF),"[203933, 1628369]",1610612754.0,IND,,,,Warren,T. Warren,,,,,,,,,,,,,,,,,,,,1193.0,2.0,0.0,Tatum,1628369.0,
378,PT09M18.00S,2019-12-12T01:26:04.9Z,3,REGULAR,foul,personal,['3freethrow'],1627734,,,1610612738,65,64,2019-12-12T01:26:18Z,3750000,,,0,,D. Sabonis FOUL personal (3 PF) (Brown 3freethrow),"[1627734, 1627759]",1610612754.0,IND,shooting,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,1193.0,3.0,0.0,Brown,1627759.0,
380,PT09M18.00S,2019-12-12T01:26:31.7Z,3,REGULAR,freethrow,1of3,[],1627759,,,1610612738,65,65,2019-12-12T01:27:00Z,3770000,,,0,,J. Brown freethrow 1of3 (6 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
381,PT09M18.00S,2019-12-12T01:26:31.7Z,3,REGULAR,freethrow,2of3,[],1627759,,,1610612738,65,66,2019-12-12T01:27:00Z,3780000,,,0,,J. Brown freethrow 2of3 (7 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
382,PT09M18.00S,2019-12-12T01:26:31.7Z,3,REGULAR,freethrow,3of3,[],1627759,,,1610612738,65,66,2019-12-12T01:27:00Z,3790000,,,0,,MISS J. Brown freethrow 3of3,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
383,PT09M17.00S,2019-12-12T01:26:32.7Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,65,66,2019-12-12T01:27:00Z,3800000,,,0,,M. Turner REBOUND (Off:1 Def:3),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,382.0,4.0,3.0,1.0,,,,,,,,,,,
384,PT09M02.00S,2019-12-12T01:27:13.5Z,3,REGULAR,3pt,jumpshot,[],203933,70.25295663600527,17.96109068627451,1610612754,68,66,2019-12-12T01:27:16Z,3810000,-160.0,227.0,1,right,T. Warren 28' 3PT  (13 PTS) (M. Turner 1 AST),"[203933, 1626167]",1610612754.0,IND,,,,Warren,T. Warren,,,,,28.24,Made,13.0,M. Turner,1626167.0,1.0,,,,,,,,,,,,,,,
386,PT08M48.00S,2019-12-12T01:27:27.4Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202689,7.966491458607096,51.049325980392155,1610612738,68,68,2019-12-12T01:27:30Z,3830000,-5.0,22.0,1,left,K. Walker layup (32 PTS),[202689],1610612738.0,BOS,drivingfingerroll,,,Walker,K. Walker,,,,,2.84,Made,32.0,,,,,,,,,,,,,,,,,,
387,PT08M24.00S,2019-12-12T01:27:51.4Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1627734,92.9862023653088,50.314031862745104,1610612754,70,68,2019-12-12T01:27:54Z,3840000,2.0,13.0,1,right,D. Sabonis layup (13 PTS),[1627734],1610612754.0,IND,fingerroll,,,Sabonis,D. Sabonis,,,,,1.9,Made,13.0,,,,,,,,,,,,,,,,,,
388,PT08M07.00S,2019-12-12T01:28:08.2Z,3,REGULAR,3pt,jumpshot,[],1628369,24.917871222076215,91.98069852941177,1610612738,70,71,2019-12-12T01:28:11Z,3850000,-210.0,182.0,1,left,J. Tatum 28' 3PT  (5 PTS) (K. Walker 6 AST),"[1628369, 202689]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,28.13,Made,5.0,K. Walker,202689.0,6.0,,,,,,,,,,,,,,,
390,PT07M44.00S,2019-12-12T01:28:31.4Z,3,REGULAR,2pt,jumpshot,[],203087,74.72076215505913,51.53952205882353,1610612754,70,71,2019-12-12T01:28:36Z,3870000,8.0,185.0,1,right,MISS J. Lamb 19' jumpshot,[203087],1610612754.0,IND,pullup,,,Lamb,J. Lamb,,,,,19.08,Missed,,,,,,,,,,,,,,,,,,,
391,PT07M41.00S,2019-12-12T01:28:34.4Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,70,71,2019-12-12T01:28:36Z,3880000,,,0,,D. Theis REBOUND (Off:2 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,390.0,4.0,2.0,2.0,,,,,,,,,,,
392,PT07M36.00S,2019-12-12T01:28:39.7Z,3,REGULAR,turnover,badpass,[],1627759,,,1610612738,70,71,2019-12-12T01:29:12Z,3890000,,,0,,J. Brown TURNOVER badpass (3 TOV) Stolen,"[1627759, 203933]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,3.0,Warren,203933.0,,,,,,,,
393,PT07M36.00S,2019-12-12T01:28:39.7Z,3,REGULAR,steal,,[],203933,,,1610612754,70,71,2019-12-12T01:28:41Z,3900000,,,0,,T. Warren STEAL (1 STL),[203933],1610612754.0,IND,,,,Warren,T. Warren,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT07M26.00S,2019-12-12T01:28:49.2Z,3,REGULAR,2pt,jumpshot,['fromturnover'],1627763,78.0059132720105,27.519914215686274,1610612754,72,71,2019-12-12T01:28:52Z,3910000,-112.0,154.0,1,right,M. Brogdon 20' jumpshot (17 PTS),[1627763],1610612754.0,IND,pullup,,,Brogdon,M. Brogdon,,,,,19.53,Made,17.0,,,,,,,,,,,,,,,,,,
395,PT07M05.00S,2019-12-12T01:29:10.7Z,3,REGULAR,3pt,jumpshot,[],1628369,2.8416557161629434,95.65716911764706,1610612738,72,71,2019-12-12T01:29:16Z,3920000,-228.0,-26.0,1,left,MISS J. Tatum 23' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,22.92,Missed,,,,,,,,,,,,,,,,,,,
396,PT07M03.00S,2019-12-12T01:29:12.7Z,3,REGULAR,rebound,defensive,[],203933,,,1610612754,72,71,2019-12-12T01:29:16Z,3930000,,,0,,T. Warren REBOUND (Off:0 Def:1),[203933],1610612754.0,IND,,,,Warren,T. Warren,,,,,,,,,,,395.0,1.0,1.0,0.0,,,,,,,,,,,
397,PT06M56.00S,2019-12-12T01:29:19.1Z,3,REGULAR,2pt,jumpshot,[],203933,93.77463863337714,16.980698529411764,1610612754,72,71,2019-12-12T01:29:22Z,3940000,-165.0,6.0,1,right,MISS T. Warren 17' jumpshot,[203933],1610612754.0,IND,pullup,,,Warren,T. Warren,,,,,16.55,Missed,,,,,,,,,,,,,,,,,,,
398,PT06M54.00S,2019-12-12T01:29:21.1Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,72,71,2019-12-12T01:29:22Z,3950000,,,0,,D. Theis REBOUND (Off:2 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,397.0,5.0,3.0,2.0,,,,,,,,,,,
399,PT06M36.00S,2019-12-12T01:29:39.4Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627759,9.543363994743759,45.65716911764706,1610612738,72,73,2019-12-12T01:29:44Z,3960000,22.0,37.0,1,left,J. Brown jumpshot (9 PTS),[1627759],1610612738.0,BOS,drivingbank,,,Brown,J. Brown,,,,,4.79,Made,9.0,,,,,,,,,,,,,,,,,,
400,PT06M24.00S,2019-12-12T01:29:51.1Z,3,REGULAR,2pt,jumpshot,[],1626167,91.27792378449409,91.73560049019608,1610612754,72,73,2019-12-12T01:32:19Z,3970000,209.0,29.0,1,right,MISS M. Turner 21' jumpshot,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,21.16,Missed,,,,,,,,,,,,,,,,,,,
401,PT06M21.00S,2019-12-12T01:29:54.1Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,72,73,2019-12-12T01:29:58Z,3980000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,400.0,5.0,5.0,0.0,,,,,,,,,,,
402,PT06M14.00S,2019-12-12T01:30:01.8Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202689,6.389618922470433,51.53952205882353,1610612738,72,75,2019-12-12T01:30:06Z,3990000,-8.0,8.0,1,left,K. Walker layup (34 PTS),[202689],1610612738.0,BOS,drivingfingerroll,,,Walker,K. Walker,,,,,1.52,Made,34.0,,,,,,,,,,,,,,,,,,
403,PT06M06.00S,2019-12-12T01:30:10.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,72,75,2019-12-12T01:30:10Z,4000000,,,0,,timeout full,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT05M53.00S,2019-12-12T01:33:29.2Z,3,REGULAR,2pt,jumpshot,[],1626167,86.94152431011827,27.519914215686274,1610612754,74,75,2019-12-12T01:33:31Z,4010000,-112.0,70.0,1,right,M. Turner 14' jumpshot (11 PTS) (T. Warren 2 AST),"[1626167, 203933]",1610612754.0,IND,turnaround,,,Turner,M. Turner,,,,,13.55,Made,11.0,T. Warren,203933.0,2.0,,,,,,,,,,,,,,,
406,PT05M31.00S,2019-12-12T01:33:51.0Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202689,5.732588699080158,49.82383578431372,1610612738,74,75,2019-12-12T01:33:54Z,4030000,1.0,1.0,1,left,MISS K. Walker layup,[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,0.7,Missed,,,,,,,,,,,,,,,,,,,
407,PT05M29.00S,2019-12-12T01:33:53.0Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612754,74,75,2019-12-12T01:33:54Z,4040000,,,0,,D. Sabonis REBOUND (Off:2 Def:10),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,406.0,12.0,10.0,2.0,,,,,,,,,,,
408,PT05M23.00S,2019-12-12T01:33:58.9Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",203087,95.74572930354796,50.55912990196079,1610612754,76,75,2019-12-12T01:34:02Z,4050000,3.0,-13.0,1,right,J. Lamb layup (6 PTS) (D. Sabonis 5 AST),"[203087, 1627734]",1610612754.0,IND,drivingfingerroll,,,Lamb,J. Lamb,,,,,0.75,Made,6.0,D. Sabonis,1627734.0,5.0,,,,,,,,,,,,,,,
410,PT05M07.00S,2019-12-12T01:34:14.7Z,3,REGULAR,3pt,jumpshot,[],1627759,15.719448094612352,4.970894607843137,1610612738,76,78,2019-12-12T01:34:18Z,4070000,225.0,95.0,1,left,J. Brown 25' 3PT  (12 PTS) (G. Hayward 2 AST),"[1627759, 202330]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.66,Made,12.0,G. Hayward,202330.0,2.0,,,,,,,,,,,,,,,
412,PT04M50.00S,2019-12-12T01:34:32.4Z,3,REGULAR,violation,kickedball,[],1628464,,,1610612754,76,78,2019-12-12T01:36:19Z,4090000,,,0,,D. Theis violation kickedball,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,2003.0,,,,,
413,PT04M50.00S,2019-12-12T01:34:34.7Z,3,REGULAR,substitution,out,[],1627734,,,1610612754,76,78,2019-12-12T01:34:42Z,4100000,,,0,,substitution out Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT04M50.00S,2019-12-12T01:34:34.7Z,3,REGULAR,substitution,out,[],1628369,,,1610612754,76,78,2019-12-12T01:34:42Z,4110000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT04M50.00S,2019-12-12T01:34:34.7Z,3,REGULAR,substitution,out,[],1628464,,,1610612754,76,78,2019-12-12T01:34:42Z,4120000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT04M50.00S,2019-12-12T01:34:34.7Z,3,REGULAR,substitution,in,[],203200,,,1610612754,76,78,2019-12-12T01:34:42Z,4130000,,,0,,substitution in Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT04M50.00S,2019-12-12T01:34:34.7Z,3,REGULAR,substitution,in,[],202683,,,1610612754,76,78,2019-12-12T01:34:42Z,4140000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT04M50.00S,2019-12-12T01:34:34.7Z,3,REGULAR,substitution,in,[],202954,,,1610612754,76,78,2019-12-12T01:34:42Z,4150000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT04M42.00S,2019-12-12T01:35:00.6Z,3,REGULAR,3pt,jumpshot,[],1627763,75.64060446780552,87.8140318627451,1610612754,76,78,2019-12-12T01:35:04Z,4160000,189.0,176.0,1,right,MISS M. Brogdon 26' 3PT,[1627763],1610612754.0,IND,pullup,,,Brogdon,M. Brogdon,,,,,26.25,Missed,,,,,,,,,,,,,,,,,,,
420,PT04M40.00S,2019-12-12T01:35:02.6Z,3,REGULAR,rebound,defensive,[],202683,,,1610612738,76,78,2019-12-12T01:35:04Z,4170000,,,0,,E. Kanter REBOUND (Off:2 Def:1),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,419.0,3.0,1.0,2.0,,,,,,,,,,,
421,PT04M30.00S,2019-12-12T01:35:13.5Z,3,REGULAR,2pt,hook,['pointsinthepaint'],202683,10.85742444152431,48.84344362745098,1610612738,76,80,2019-12-12T01:35:18Z,4180000,6.0,50.0,1,left,E. Kanter 6' hook (4 PTS) (J. Brown 8 AST),"[202683, 1627759]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,5.54,Made,4.0,J. Brown,1627759.0,8.0,,,,,,,,,,,,,,,
423,PT04M16.00S,2019-12-12T01:35:27.5Z,3,REGULAR,turnover,lostball,[],1626167,,,1610612754,76,80,2019-12-12T01:35:33Z,4200000,,,0,,M. Turner TURNOVER lostball (1 TOV) Stolen,"[1626167, 202689]",1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,1.0,Walker,202689.0,,,,,,,,
424,PT04M16.00S,2019-12-12T01:35:27.5Z,3,REGULAR,steal,,[],202689,,,1610612738,76,80,2019-12-12T01:38:31Z,4210000,,,0,,K. Walker STEAL (2 STL),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT04M12.00S,2019-12-12T01:35:31.4Z,3,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,7.30946123521682,50.314031862745104,1610612738,76,82,2019-12-12T01:35:40Z,4220000,-2.0,16.0,1,left,J. Brown dunk (14 PTS) (K. Walker 7 AST),"[1627759, 202689]",1610612738.0,BOS,reverse,,,Brown,J. Brown,,,,,2.18,Made,14.0,K. Walker,202689.0,7.0,,,,,,,,,,,,,,,
427,PT03M56.00S,2019-12-12T01:35:48.2Z,3,REGULAR,foul,personal,[],202954,,,1610612754,76,82,2019-12-12T01:35:53Z,4240000,,,0,,B. Wanamaker FOUL personal (2 PF),"[202954, 203200]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,1627524.0,2.0,0.0,Holiday,203200.0,
429,PT03M56.00S,2019-12-12T01:35:51.6Z,3,REGULAR,substitution,out,[],203087,,,1610612754,76,82,2019-12-12T01:35:58Z,4260000,,,0,,substitution out Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT03M56.00S,2019-12-12T01:35:51.6Z,3,REGULAR,substitution,out,[],202330,,,1610612754,76,82,2019-12-12T01:35:58Z,4270000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT03M56.00S,2019-12-12T01:35:51.6Z,3,REGULAR,substitution,in,[],1628988,,,1610612754,76,82,2019-12-12T01:35:58Z,4280000,,,0,,substitution in Holiday,[1628988],1610612754.0,IND,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT03M56.00S,2019-12-12T01:35:51.6Z,3,REGULAR,substitution,in,[],1628400,,,1610612754,76,82,2019-12-12T01:35:58Z,4290000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT03M47.00S,2019-12-12T01:36:18.9Z,3,REGULAR,3pt,jumpshot,[],203200,91.67214191852825,97.61795343137256,1610612754,79,82,2019-12-12T01:36:25Z,4300000,238.0,26.0,1,right,J. Holiday 24' 3PT  (8 PTS) (M. Brogdon 5 AST),"[203200, 1627763]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,24.01,Made,8.0,M. Brogdon,1627763.0,5.0,,,,,,,,,,,,,,,
435,PT03M30.00S,2019-12-12T01:36:35.7Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627759,13.354139290407357,49.08854166666667,1610612738,79,82,2019-12-12T01:36:39Z,4320000,5.0,73.0,1,left,MISS J. Brown 8' jumpshot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,7.86,Missed,,,,,,,,,,,,,,,,,,,
436,PT03M28.00S,2019-12-12T01:36:37.7Z,3,REGULAR,rebound,defensive,[],1627763,,,1610612754,79,82,2019-12-12T01:36:39Z,4330000,,,0,,M. Brogdon REBOUND (Off:0 Def:2),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,435.0,2.0,2.0,0.0,,,,,,,,,,,
437,PT03M23.00S,2019-12-12T01:36:42.6Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1628988,95.48291721419186,54.23560049019608,1610612754,81,82,2019-12-12T01:36:47Z,4340000,21.0,-10.0,1,right,A. Holiday layup (7 PTS) (M. Brogdon 6 AST),"[1628988, 1627763]",1610612754.0,IND,running,,,Holiday,A. Holiday,,,,,2.17,Made,7.0,M. Brogdon,1627763.0,6.0,,,,,,,,,,,,,,,
439,PT03M14.00S,2019-12-12T01:36:53.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,81,82,2019-12-12T01:36:53Z,4360000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT03M14.00S,2019-12-12T01:39:14.0Z,3,REGULAR,substitution,out,[],1627763,,,1610612738,81,82,2019-12-12T01:39:33Z,4370000,,,0,,substitution out Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT03M14.00S,2019-12-12T01:39:14.0Z,3,REGULAR,substitution,in,[],204456,,,1610612738,81,82,2019-12-12T01:39:33Z,4380000,,,0,,substitution in McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT03M04.00S,2019-12-12T01:40:01.5Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,81,82,2019-12-12T01:40:01Z,4390000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT02M58.00S,2019-12-12T01:40:17.7Z,3,REGULAR,2pt,jumpshot,[],202689,19.66162943495401,21.637561274509803,1610612738,81,84,2019-12-12T01:40:21Z,4400000,142.0,132.0,1,left,K. Walker 20' jumpshot (36 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,19.77,Made,36.0,,,,,,,,,,,,,,,,,,
444,PT02M39.00S,2019-12-12T01:40:36.4Z,3,REGULAR,2pt,jumpshot,[],203200,76.2976346911958,37.07873774509804,1610612754,81,84,2019-12-12T01:40:39Z,4410000,-65.0,170.0,1,right,MISS J. Holiday 19' jumpshot,[203200],1610612754.0,IND,pullup,,,Holiday,J. Holiday,,,,,18.73,Missed,,,,,,,,,,,,,,,,,,,
445,PT02M37.00S,2019-12-12T01:40:38.4Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,81,84,2019-12-12T01:40:39Z,4420000,,,0,,J. Brown REBOUND (Off:0 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,444.0,6.0,6.0,0.0,,,,,,,,,,,
446,PT02M28.00S,2019-12-12T01:40:47.5Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202689,5.863994743758213,45.166973039215684,1610612738,81,86,2019-12-12T01:40:51Z,4430000,24.0,3.0,1,left,K. Walker layup (38 PTS),[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,2.55,Made,38.0,,,,,,,,,,,,,,,,,,
447,PT02M11.00S,2019-12-12T01:41:06.4Z,3,REGULAR,foul,personal,['2freethrow'],1628400,,,1610612754,81,86,2019-12-12T01:41:19Z,4440000,,,0,,S. Ojeleye FOUL personal (1 PF) (Warren 2freethrow),"[1628400, 203933]",1610612738.0,BOS,shooting,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,1193.0,1.0,0.0,Warren,203933.0,
449,PT02M11.00S,2019-12-12T01:41:28.4Z,3,REGULAR,freethrow,1of2,[],203933,,,1610612754,81,86,2019-12-12T01:41:28Z,4460000,,,0,,MISS T. Warren freethrow 1of2,[203933],1610612754.0,IND,,,,Warren,T. Warren,,,,,,Missed,,,,,,,,,,,,,,,,,,,
450,PT02M11.00S,2019-12-12T01:41:28.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,81,86,2019-12-12T01:41:28Z,4470000,,,0,,Team offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,449.0,,,,,,,,,,,,,,
451,PT02M11.00S,2019-12-12T01:41:29.3Z,3,REGULAR,substitution,out,[],1626167,,,1610612754,81,86,2019-12-12T01:41:34Z,4480000,,,0,,substitution out Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT02M11.00S,2019-12-12T01:41:29.3Z,3,REGULAR,substitution,in,[],1627734,,,1610612754,81,86,2019-12-12T01:41:34Z,4490000,,,0,,substitution in Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT02M11.00S,2019-12-12T01:41:45.3Z,3,REGULAR,freethrow,2of2,[],203933,,,1610612754,82,86,2019-12-12T01:41:45Z,4500000,,,0,,T. Warren freethrow 2of2 (14 PTS),[203933],1610612754.0,IND,,,,Warren,T. Warren,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
454,PT02M01.00S,2019-12-12T01:41:59.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627734,,,1610612738,82,86,2019-12-12T01:42:07Z,4510000,,,0,,D. Sabonis FOUL personal (4 PF) (Walker inpenalty),"[1627734, 202689]",1610612754.0,IND,shooting,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,1193.0,4.0,0.0,Walker,202689.0,
456,PT02M01.00S,2019-12-12T01:42:27.0Z,3,REGULAR,freethrow,1of2,[],202689,,,1610612738,82,87,2019-12-12T01:42:54Z,4530000,,,0,,K. Walker freethrow 1of2 (39 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,39.0,,,,,,,,,,,,,,,,,,
457,PT02M01.00S,2019-12-12T01:42:27.6Z,3,REGULAR,substitution,out,[],203933,,,1610612738,82,87,2019-12-12T01:42:30Z,4540000,,,0,,substitution out Warren,[203933],1610612754.0,IND,,,,Warren,T. Warren,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT02M01.00S,2019-12-12T01:42:27.6Z,3,REGULAR,substitution,out,[],1627734,,,1610612738,82,87,2019-12-12T01:42:30Z,4550000,,,0,,substitution out Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT02M01.00S,2019-12-12T01:42:27.6Z,3,REGULAR,substitution,in,[],203926,,,1610612738,82,87,2019-12-12T01:42:30Z,4560000,,,0,,substitution in McDermott,[203926],1610612754.0,IND,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
