actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
378,PT12M00.00S,2020-09-26T02:08:31.2Z,3,REGULAR,substitution,in,['startperiod'],202689,,,1610612738,51,58,2020-09-26T02:09:17Z,3730000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
379,PT12M00.00S,2020-09-26T02:08:31.2Z,3,REGULAR,substitution,in,['startperiod'],1628389,,,1610612738,51,58,2020-09-26T02:09:17Z,3740000,,,0,,substitution in Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
380,PT12M00.00S,2020-09-26T02:09:25.6Z,3,REGULAR,period,start,[],0,,,1610612738,51,58,2020-09-26T02:09:25Z,3750000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT11M42.00S,2020-09-26T02:09:42.8Z,3,REGULAR,3pt,jumpshot,[],1627759,4.418528252299605,97.12775735294117,1610612738,51,58,2020-09-26T02:09:47Z,3760000,-236.0,-11.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.57,Missed,,,,,,,,,,,,,,,,,,
382,PT11M41.00S,2020-09-26T02:09:43.8Z,3,REGULAR,rebound,defensive,[],201609,,,1610612748,51,58,2020-09-26T02:09:49Z,3770000,,,0,,G. Dragic REBOUND (Off:0 Def:2),[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,381.0,2.0,2.0,0.0,,,,,,,,,,
383,PT11M25.00S,2020-09-26T02:10:00.6Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628389,81.2910643889619,52.76501225490197,1610612748,51,60,2020-09-26T02:10:04Z,3780000,14.0,123.0,1,right,B. Adebayo 13' jumpshot (8 PTS) (G. Dragic 3 AST),"[1628389, 201609]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,12.96,Made,8.0,G. Dragic,201609.0,3.0,,,,,,,,,,,,,,
385,PT11M14.00S,2020-09-26T02:10:13.2Z,3,REGULAR,foul,offensive,[],1628464,,,1610612738,51,60,2020-09-26T02:10:21Z,3800000,,,0,,D. Theis FOUL offensive (2 PF),"[1628464, 203109]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,201639.0,2.0,0.0,Crowder,203109.0
387,PT11M14.00S,2020-09-26T02:10:13.2Z,3,REGULAR,turnover,offensivefoul,[],1628464,,,1610612738,51,60,2020-09-26T02:10:13Z,3820000,,,0,,D. Theis TURNOVER offensivefoul (1 TOV),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,1.0,,,201639.0,,,,
388,PT11M01.00S,2020-09-26T02:10:42.0Z,3,REGULAR,3pt,jumpshot,['fromturnover'],1629130,67.09921156373193,39.28462009803921,1610612748,51,60,2020-09-26T02:10:45Z,3830000,-54.0,257.0,1,right,MISS D. Robinson 27' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,26.77,Missed,,,,,,,,,,,,,,,,,,
389,PT11M00.00S,2020-09-26T02:10:43.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,51,60,2020-09-26T02:10:48Z,3840000,,,0,,J. Tatum REBOUND (Off:1 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,388.0,3.0,2.0,1.0,,,,,,,,,,
390,PT10M55.00S,2020-09-26T02:10:51.3Z,3,REGULAR,foul,personal,[],1629130,,,1610612738,51,60,2020-09-26T02:10:57Z,3850000,,,0,,D. Robinson FOUL personal (2 PF),"[1629130, 1627759]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,202041.0,2.0,0.0,Brown,1627759.0
392,PT10M45.00S,2020-09-26T02:11:17.3Z,3,REGULAR,3pt,jumpshot,[],1627759,28.991458607095925,21.637561274509803,1610612738,51,60,2020-09-26T02:11:20Z,3870000,142.0,220.0,1,left,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.64,Missed,,,,,,,,,,,,,,,,,,
393,PT10M44.00S,2020-09-26T02:11:18.3Z,3,REGULAR,rebound,defensive,[],201609,,,1610612748,51,60,2020-09-26T02:11:22Z,3880000,,,0,,G. Dragic REBOUND (Off:0 Def:3),[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,392.0,3.0,3.0,0.0,,,,,,,,,,
394,PT10M30.00S,2020-09-26T02:11:32.4Z,3,REGULAR,turnover,lostball,[],1628389,,,1610612748,51,60,2020-09-26T02:11:36Z,3890000,,,0,,B. Adebayo TURNOVER lostball (2 TOV) Stolen,"[1628389, 1627759]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,2.0,Brown,1627759.0,,,,,
395,PT10M30.00S,2020-09-26T02:11:32.4Z,3,REGULAR,steal,,[],1627759,,,1610612738,51,60,2020-09-26T02:11:34Z,3900000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
396,PT10M25.00S,2020-09-26T02:11:37.5Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,5.732588699080158,45.166973039215684,1610612738,53,60,2020-09-26T02:11:40Z,3910000,24.0,1.0,1,left,J. Brown layup (12 PTS) (K. Walker 4 AST),"[1627759, 202689]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,2.52,Made,12.0,K. Walker,202689.0,4.0,,,,,,,,,,,,,,
398,PT10M12.00S,2020-09-26T02:11:49.8Z,3,REGULAR,turnover,badpass,[],201609,,,1610612748,53,60,2020-09-26T02:11:57Z,3930000,,,0,,G. Dragic TURNOVER badpass (2 TOV) Stolen,"[201609, 203935]",1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,2.0,Smart,203935.0,,,,,
399,PT10M12.00S,2020-09-26T02:11:49.8Z,3,REGULAR,steal,,[],203935,,,1610612738,53,60,2020-09-26T02:11:51Z,3940000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
400,PT10M08.00S,2020-09-26T02:11:54.4Z,3,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203935,6.652431011826544,52.27481617647059,1610612738,53,60,2020-09-26T02:14:09Z,3950000,-11.0,10.0,1,left,MISS M. Smart layup,[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,1.92,Missed,,,,,,,,,,,,,,,,,,
401,PT10M03.00S,2020-09-26T02:11:59.4Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,53,60,2020-09-26T02:12:19Z,3960000,,,0,,J. Brown REBOUND (Off:2 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,400.0,5.0,3.0,2.0,,,,,,,,,,
402,PT10M02.00S,2020-09-26T02:12:12.7Z,3,REGULAR,turnover,outofbounds,[],1627759,,,1610612738,53,60,2020-09-26T02:12:22Z,3970000,,,0,,J. Brown TURNOVER outofbounds (3 TOV),[1627759],1610612738.0,BOS,step,,,Brown,J. Brown,,,,,,,,,,,,,,,,,3.0,,,101284.0,,,,
403,PT09M56.00S,2020-09-26T02:12:30.7Z,3,REGULAR,foul,personal,[],1628464,,,1610612748,53,60,2020-09-26T02:12:36Z,3980000,,,0,,D. Theis FOUL personal (3 PF),"[1628464, 1628389]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,202041.0,3.0,0.0,Adebayo,1628389.0
405,PT09M47.00S,2020-09-26T02:12:56.0Z,3,REGULAR,3pt,jumpshot,['fromturnover'],1629130,91.40932982917214,2.7650122549019605,1610612748,53,60,2020-09-26T02:12:59Z,4000000,-236.0,28.0,1,right,MISS D. Robinson 24' 3PT,[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,23.86,Missed,,,,,,,,,,,,,,,,,,
406,PT09M46.00S,2020-09-26T02:12:57.0Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,53,60,2020-09-26T02:13:02Z,4010000,,,0,,D. Theis REBOUND (Off:2 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,405.0,4.0,2.0,2.0,,,,,,,,,,
407,PT09M41.00S,2020-09-26T02:13:04.4Z,3,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612738,53,60,2020-09-26T02:13:19Z,4020000,,,0,,D. Robinson FOUL personal (3 PF) (Walker 2freethrow),"[1629130, 202689]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,202041.0,3.0,0.0,Walker,202689.0
409,PT09M41.00S,2020-09-26T02:13:40.0Z,3,REGULAR,freethrow,1of2,['fastbreak'],202689,,,1610612738,54,60,2020-09-26T02:13:40Z,4040000,,,0,,K. Walker freethrow 1of2 (9 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
410,PT09M41.00S,2020-09-26T02:13:58.0Z,3,REGULAR,freethrow,2of2,['fastbreak'],202689,,,1610612738,55,60,2020-09-26T02:13:58Z,4050000,,,0,,K. Walker freethrow 2of2 (10 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
411,PT09M18.00S,2020-09-26T02:14:22.1Z,3,REGULAR,3pt,jumpshot,[],1629130,78.13731931668858,6.441482843137254,1610612748,55,60,2020-09-26T02:14:27Z,4060000,-218.0,153.0,1,right,MISS D. Robinson 27' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,26.94,Missed,,,,,,,,,,,,,,,,,,
412,PT09M15.00S,2020-09-26T02:14:25.1Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,55,60,2020-09-26T02:14:31Z,4070000,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,411.0,4.0,3.0,1.0,,,,,,,,,,
413,PT09M14.00S,2020-09-26T02:14:32.2Z,3,REGULAR,foul,personal,[],201609,,,1610612738,55,60,2020-09-26T02:14:41Z,4080000,,,0,,G. Dragic FOUL personal (2 PF),"[201609, 1627759]",1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,201639.0,2.0,0.0,Brown,1627759.0
415,PT09M08.00S,2020-09-26T02:14:54.6Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628464,18.74178712220762,46.14736519607843,1610612738,57,60,2020-09-26T02:14:59Z,4100000,19.0,124.0,1,left,D. Theis 13' jumpshot (6 PTS) (M. Smart 2 AST),"[1628464, 203935]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,13.06,Made,6.0,M. Smart,203935.0,2.0,,,,,,,,,,,,,,
417,PT08M48.00S,2020-09-26T02:15:13.9Z,3,REGULAR,3pt,jumpshot,[],203109,89.56964520367937,3.010110294117647,1610612748,57,60,2020-09-26T02:15:17Z,4120000,-235.0,46.0,1,right,MISS J. Crowder 24' 3PT,[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,24.04,Missed,,,,,,,,,,,,,,,,,,
418,PT08M47.00S,2020-09-26T02:15:14.9Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,57,60,2020-09-26T02:15:20Z,4130000,,,0,,J. Brown REBOUND (Off:2 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,417.0,6.0,4.0,2.0,,,,,,,,,,
419,PT08M42.00S,2020-09-26T02:15:22.2Z,3,REGULAR,foul,personal,[],1628389,,,1610612738,57,60,2020-09-26T02:15:53Z,4140000,,,0,,B. Adebayo FOUL personal (3 PF),"[1628389, 1627759]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,101284.0,3.0,0.0,Brown,1627759.0
421,PT08M35.00S,2020-09-26T02:16:11.1Z,3,REGULAR,2pt,hook,['pointsinthepaint'],1628464,7.178055190538765,56.44148284313726,1610612738,57,60,2020-09-26T02:16:14Z,4160000,-32.0,15.0,1,left,MISS D. Theis hook,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,3.82,Missed,,,,,,,,,,,,,,,,,,
422,PT08M34.00S,2020-09-26T02:16:12.1Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,57,60,2020-09-26T02:16:17Z,4170000,,,0,,B. Adebayo REBOUND (Off:1 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,421.0,4.0,3.0,1.0,,,,,,,,,,
423,PT08M23.00S,2020-09-26T02:16:22.6Z,3,REGULAR,3pt,jumpshot,[],201609,65.91655716162943,58.892463235294116,1610612748,57,60,2020-09-26T02:16:26Z,4180000,44.0,268.0,1,right,MISS G. Dragic 28' 3PT,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,27.7,Missed,,,,,,,,,,,,,,,,,,
424,PT08M22.00S,2020-09-26T02:16:23.6Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,57,60,2020-09-26T02:16:29Z,4190000,,,0,,J. Brown REBOUND (Off:2 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,423.0,7.0,5.0,2.0,,,,,,,,,,
425,PT08M14.00S,2020-09-26T02:16:32.4Z,3,REGULAR,3pt,jumpshot,[],203935,28.86005256241787,24.088541666666664,1610612738,60,60,2020-09-26T02:16:37Z,4200000,130.0,219.0,1,left,M. Smart 26' 3PT  (10 PTS),[203935],1610612738.0,BOS,stepback,,,Smart,M. Smart,,,,,25.9,Made,10.0,,,,,,,,,,,,,,,,,
426,PT08M07.00S,2020-09-26T02:16:44.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,60,60,2020-09-26T02:16:44Z,4210000,,,0,,timeout full,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT07M57.00S,2020-09-26T02:20:33.3Z,3,REGULAR,2pt,jumpshot,[],202710,90.3580814717477,28.500306372549016,1610612748,60,60,2020-09-26T02:20:37Z,4220000,-107.0,38.0,1,right,MISS J. Butler 12' jumpshot,[202710],1610612748.0,MIA,drivingfloatingbank,,,Butler,J. Butler,,,,,11.6,Missed,,,,,,,,,,,,,,,,,,
428,PT07M56.00S,2020-09-26T02:20:34.3Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,60,60,2020-09-26T02:20:50Z,4230000,,,0,,M. Smart REBOUND (Off:0 Def:5),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,427.0,5.0,5.0,0.0,,,,,,,,,,
429,PT07M50.00S,2020-09-26T02:20:40.9Z,3,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint']",1627759,5.995400788436268,46.392463235294116,1610612738,62,60,2020-09-26T02:20:47Z,4240000,18.0,4.0,1,left,J. Brown layup (14 PTS) (K. Walker 5 AST),"[1627759, 202689]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,2.03,Made,14.0,K. Walker,202689.0,5.0,,,,,,,,,,,,,,
431,PT07M32.00S,2020-09-26T02:20:59.1Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202710,93.77463863337714,52.029718137254896,1610612748,62,60,2020-09-26T02:21:02Z,4260000,10.0,6.0,1,right,MISS J. Butler layup Blocked,"[202710, 1628464]",1610612748.0,MIA,cutting,,,Butler,J. Butler,,,,,1.53,Missed,,,,,,,,,Theis,1628464.0,,,,,,,,
432,PT07M32.00S,2020-09-26T02:20:59.1Z,3,REGULAR,block,,[],1628464,,,1610612748,62,60,2020-09-26T02:21:00Z,4270000,,,0,,D. Theis BLOCK (2 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
433,PT07M31.00S,2020-09-26T02:21:00.1Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,62,60,2020-09-26T02:21:09Z,4280000,,,0,,J. Tatum REBOUND (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,431.0,5.0,4.0,1.0,,,,,,,,,,
434,PT07M19.00S,2020-09-26T02:21:13.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202710,,,1610612738,62,60,2020-09-26T02:21:25Z,4290000,,,0,,J. Butler FOUL personal (3 PF) (Tatum inpenalty),"[202710, 1628369]",1610612748.0,MIA,shooting,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,202041.0,3.0,0.0,Tatum,1628369.0
436,PT07M19.00S,2020-09-26T02:21:40.7Z,3,REGULAR,freethrow,1of2,[],1628369,,,1610612738,63,60,2020-09-26T02:21:40Z,4310000,,,0,,J. Tatum freethrow 1of2 (11 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
437,PT07M19.00S,2020-09-26T02:21:41.2Z,3,REGULAR,substitution,out,[],1629130,,,1610612738,63,60,2020-09-26T02:21:51Z,4320000,,,0,,substitution out Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
438,PT07M19.00S,2020-09-26T02:21:41.2Z,3,REGULAR,substitution,in,[],1629639,,,1610612738,63,60,2020-09-26T02:21:51Z,4330000,,,0,,substitution in Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
439,PT07M19.00S,2020-09-26T02:22:09.0Z,3,REGULAR,freethrow,2of2,[],1628369,,,1610612738,64,60,2020-09-26T02:22:09Z,4340000,,,0,,J. Tatum freethrow 2of2 (12 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
440,PT06M56.00S,2020-09-26T02:22:33.1Z,3,REGULAR,3pt,jumpshot,[],201609,88.78120893561103,3.2552083333333335,1610612748,64,63,2020-09-26T02:22:37Z,4350000,-234.0,53.0,1,right,G. Dragic 24' 3PT  (8 PTS) (T. Herro 1 AST),"[201609, 1629639]",1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,24.09,Made,8.0,T. Herro,1629639.0,1.0,,,,,,,,,,,,,,
441,PT06M39.00S,2020-09-26T02:22:50.0Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1627759,5.863994743758213,49.82383578431372,1610612738,66,63,2020-09-26T02:22:53Z,4360000,1.0,3.0,1,left,J. Brown layup (16 PTS) (M. Smart 3 AST),"[1627759, 203935]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,0.81,Made,16.0,M. Smart,203935.0,3.0,,,,,,,,,,,,,,
444,PT06M20.00S,2020-09-26T02:23:07.9Z,3,REGULAR,3pt,jumpshot,[],202710,81.2910643889619,92.22579656862744,1610612748,66,63,2020-09-26T02:23:13Z,4380000,211.0,123.0,1,right,MISS J. Butler 25' 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,24.73,Missed,,,,,,,,,,,,,,,,,,
445,PT06M19.00S,2020-09-26T02:23:08.9Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,66,63,2020-09-26T02:23:16Z,4390000,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,444.0,6.0,5.0,1.0,,,,,,,,,,
446,PT06M10.00S,2020-09-26T02:23:18.1Z,3,REGULAR,3pt,jumpshot,[],1628369,34.11629434954008,52.029718137254896,1610612738,66,63,2020-09-26T02:24:09Z,4400000,-10.0,268.0,1,left,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,27.39,Missed,,,,,,,,,,,,,,,,,,
447,PT06M09.00S,2020-09-26T02:23:19.1Z,3,REGULAR,rebound,offensive,[],1628464,,,1610612738,66,63,2020-09-26T02:23:28Z,4410000,,,0,,D. Theis REBOUND (Off:3 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,446.0,5.0,2.0,3.0,,,,,,,,,,
448,PT06M09.00S,2020-09-26T02:23:23.0Z,3,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint']",1628464,5.0,50.0,1610612738,68,63,2020-09-26T02:23:32Z,4420000,0.0,-6.0,1,left,D. Theis layup (8 PTS),[1628464],1610612738.0,BOS,putback,,,Theis,D. Theis,,,,,0.0,Made,8.0,,,,,,,,,,,,,,,,,
449,PT05M50.00S,2020-09-26T02:23:38.5Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],201609,87.99277266754271,50.55912990196079,1610612748,68,63,2020-09-26T02:23:41Z,4430000,3.0,60.0,1,right,MISS G. Dragic 7' jumpshot,[201609],1610612748.0,MIA,turnaround,,,Dragic,G. Dragic,,,,,6.6,Missed,,,,,,,,,,,,,,,,,,
450,PT05M49.00S,2020-09-26T02:23:39.5Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,68,63,2020-09-26T02:23:44Z,4440000,,,0,,K. Walker REBOUND (Off:0 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,449.0,2.0,2.0,0.0,,,,,,,,,,
451,PT05M42.00S,2020-09-26T02:23:47.2Z,3,REGULAR,3pt,jumpshot,[],1628369,24.655059132720105,12.814031862745098,1610612738,71,63,2020-09-26T02:23:51Z,4450000,186.0,179.0,1,left,J. Tatum 26' 3PT  (15 PTS) (K. Walker 6 AST),"[1628369, 202689]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.21,Made,15.0,K. Walker,202689.0,6.0,,,,,,,,,,,,,,
453,PT05M39.00S,2020-09-26T02:23:55.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,71,63,2020-09-26T02:23:55Z,4470000,,,0,,timeout full,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT05M27.00S,2020-09-26T02:28:04.1Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628389,81.553876478318,57.421875,1610612748,71,65,2020-09-26T02:28:07Z,4480000,37.0,121.0,1,right,B. Adebayo 13' jumpshot (10 PTS) (J. Butler 6 AST),"[1628389, 202710]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,13.17,Made,10.0,J. Butler,202710.0,6.0,,,,,,,,,,,,,,
456,PT05M16.00S,2020-09-26T02:28:15.4Z,3,REGULAR,2pt,jumpshot,[],202689,21.76412614980289,56.44148284313726,1610612738,73,65,2020-09-26T02:28:18Z,4500000,-32.0,152.0,1,left,K. Walker 16' jumpshot (12 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,16.09,Made,12.0,,,,,,,,,,,,,,,,,
457,PT05M15.00S,2020-09-26T02:28:21.1Z,3,REGULAR,stoppage,other,[],0,,,1610612748,73,65,2020-09-26T02:28:21Z,4510000,,,0,,stoppage other,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT05M03.00S,2020-09-26T02:28:35.9Z,3,REGULAR,2pt,layup,['pointsinthepaint'],203109,93.77463863337714,47.372855392156865,1610612748,73,67,2020-09-26T02:28:40Z,4520000,-13.0,6.0,1,right,J. Crowder layup (11 PTS) (J. Butler 7 AST),"[203109, 202710]",1610612748.0,MIA,cutting,,,Crowder,J. Crowder,,,,,1.74,Made,11.0,J. Butler,202710.0,7.0,,,,,,,,,,,,,,
460,PT04M50.00S,2020-09-26T02:28:49.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203109,,,1610612738,73,67,2020-09-26T02:30:59Z,4540000,,,0,,J. Crowder FOUL personal (2 PF) (Tatum inpenalty),"[203109, 1628369]",1610612748.0,MIA,shooting,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,101284.0,2.0,0.0,Tatum,1628369.0
462,PT04M50.00S,2020-09-26T02:29:22.1Z,3,REGULAR,freethrow,1of2,[],1628369,,,1610612738,73,67,2020-09-26T02:31:10Z,4560000,,,0,,MISS J. Tatum freethrow 1of2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,
463,PT04M50.00S,2020-09-26T02:29:22.1Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,73,67,2020-09-26T02:31:10Z,4570000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,462.0,,,,,,,,,,,,,
468,PT04M50.00S,2020-09-26T02:29:22.1Z,3,REGULAR,freethrow,2of2,[],1628369,,,1610612738,74,67,2020-09-26T02:31:10Z,4620000,,,0,,J. Tatum freethrow 2of2 (16 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
464,PT04M50.00S,2020-09-26T02:29:23.2Z,3,REGULAR,substitution,out,[],1627759,,,1610612748,74,67,2020-09-26T02:31:24Z,4625000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
465,PT04M50.00S,2020-09-26T02:29:23.2Z,3,REGULAR,substitution,out,[],201609,,,1610612748,74,67,2020-09-26T02:31:24Z,4627500,,,0,,substitution out Dragic,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,
466,PT04M50.00S,2020-09-26T02:29:23.2Z,3,REGULAR,substitution,in,[],202330,,,1610612748,74,67,2020-09-26T02:31:24Z,4628750,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
467,PT04M50.00S,2020-09-26T02:29:23.2Z,3,REGULAR,substitution,in,[],1629130,,,1610612748,74,67,2020-09-26T02:31:24Z,4629375,,,0,,substitution in Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
469,PT04M36.00S,2020-09-26T02:29:56.2Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1629639,91.93495400788436,46.14736519607843,1610612748,74,67,2020-09-26T02:30:06Z,4630000,-19.0,23.0,1,right,MISS T. Herro layup Blocked,"[1629639, 1628464]",1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,3.47,Missed,,,,,,,,,Theis,1628464.0,,,,,,,,
470,PT04M36.00S,2020-09-26T02:29:56.2Z,3,REGULAR,block,,[],1628464,,,1610612748,74,67,2020-09-26T02:29:58Z,4640000,,,0,,D. Theis BLOCK (3 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
