actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerName,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,stealTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,blockTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,subsInPlayerName,subsInPersonId,value
105,PT04M44.00S,2020-03-01T01:54:46.2Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612745,15,14,2020-03-01T01:54:46Z,1050000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M25.00S,2020-03-01T01:55:04.7Z,1,REGULAR,3pt,jumpshot,[],200782,8.015768725361367,5.238970588235294,1610612745,15,14,2020-03-01T01:55:12Z,1060000,left,[HOU] Tucker 3pt jumpshot: Missed,[200782],1610612745.0,HOU,,,,Tucker,P. Tucker,,,,,22.56,: Missed,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M23.00S,2020-03-01T01:55:06.7Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,15,14,2020-03-01T01:55:12Z,1070000,,[BOS] Smart defensive rebound (Off:1 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,106.0,2.0,1.0,1.0,,,,,,,,,,,
108,PT04M12.00S,2020-03-01T01:55:17.5Z,1,REGULAR,2pt,layup,['pointsinthepaint'],203935,93.64323258869908,56.93167892156863,1610612738,17,14,2020-03-01T01:55:22Z,1080000,right,[BOS] Smart layup: Made (5 PTS),[203935],1610612738.0,BOS,drivingfingerroll,,,Smart,M. Smart,,,,,3.7,: Made,5.0,,,,,,,,,,,,,,,,,,,,,,
109,PT04M06.00S,2020-03-01T01:55:26.0Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612745,17,14,2020-03-01T01:55:26Z,1090000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M53.00S,2020-03-01T01:55:41.8Z,1,REGULAR,3pt,jumpshot,[],201935,32.013797634691194,69.43167892156863,1610612745,17,14,2020-03-01T01:55:48Z,1100000,left,[HOU] Harden 3pt jumpshot: Missed,[201935],1610612745.0,HOU,,,,Harden,J. Harden,,,,,27.19,: Missed,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M50.00S,2020-03-01T01:55:44.8Z,1,REGULAR,rebound,offensive,[],201569,,,1610612745,17,14,2020-03-01T02:03:33Z,1110000,,[HOU] Gordon offensive rebound (Off:1 Def:0),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,110.0,1.0,0.0,1.0,,,,,,,,,,,
112,PT03M50.00S,2020-03-01T01:55:47.3Z,1,REGULAR,3pt,jumpshot,['2ndchance'],201569,29.6484888304862,14.529718137254902,1610612745,17,14,2020-03-01T01:56:00Z,1120000,left,[HOU] Gordon 3pt jumpshot: Missed,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,29.18,: Missed,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M48.00S,2020-03-01T01:55:49.3Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612738,17,14,2020-03-01T01:56:00Z,1130000,,[BOS] Theis defensive rebound (Off:0 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,112.0,3.0,3.0,0.0,,,,,,,,,,,
114,PT03M34.00S,2020-03-01T01:56:00.8Z,1,REGULAR,2pt,layup,['pointsinthepaint'],202330,93.11760840998686,56.68658088235294,1610612738,19,14,2020-03-01T01:56:05Z,1140000,right,[BOS] Hayward layup: Made (4 PTS) assist: Smart (4 AST),"[202330, 203935]",1610612738.0,BOS,cutting,,,Hayward,G. Hayward,,,,,3.78,: Made,4.0,Smart,203935.0,4.0,,,,,,,,,,,,,,,,,,,
116,PT03M23.00S,2020-03-01T01:56:12.0Z,1,REGULAR,2pt,layup,['pointsinthepaint'],201569,7.703679369250986,55.4610906862745,1610612745,19,14,2020-03-01T01:56:17Z,1160000,left,[HOU] Gordon layup: Missed,[201569],1610612745.0,HOU,driving,,,Gordon,E. Gordon,,,,,3.73,: Missed,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M21.00S,2020-03-01T01:56:14.0Z,1,REGULAR,rebound,defensive,[],1629641,,,1610612738,19,14,2020-03-01T01:56:17Z,1170000,,[BOS] Langford defensive rebound (Off:0 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,116.0,1.0,1.0,0.0,,,,,,,,,,,
119,PT03M19.00S,2020-03-01T01:56:20.9Z,1,REGULAR,turnover,outofbounds,[],203935,,,1610612738,19,14,2020-03-01T01:56:30Z,1190000,,[BOS] Smart outofbounds turnover (1 TO),[203935],1610612738.0,BOS,badpass,,,Smart,M. Smart,,,,,,,,,,,1.0,,,,,,,,,,,101283.0,,,,,,,
120,PT03M01.00S,2020-03-01T01:56:48.2Z,1,REGULAR,turnover,outofbounds,[],201935,,,1610612745,19,14,2020-03-01T01:56:59Z,1200000,,[HOU] Harden outofbounds turnover (1 TO),[201935],1610612745.0,HOU,badpass,,,Harden,J. Harden,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
121,PT03M01.00S,2020-03-01T01:56:59.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,19,14,2020-03-01T01:56:59Z,1210000,,[HOU] timeout full,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M01.00S,2020-03-01T01:59:38.6Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,19,14,2020-03-01T01:59:55Z,1220000,,[BOS] substitution Brown replaced by Wanamaker,"[1627759, 202954]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,Wanamaker,202954.0,
123,PT03M01.00S,2020-03-01T01:59:38.6Z,1,REGULAR,substitution,out,[],201935,,,1610612738,19,14,2020-03-01T01:59:55Z,1230000,,[HOU] substitution Harden replaced by Westbrook,"[201935, 201566]",1610612745.0,HOU,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,,Westbrook,201566.0,
124,PT03M01.00S,2020-03-01T01:59:38.6Z,1,REGULAR,substitution,out,[],200782,,,1610612738,19,14,2020-03-01T01:59:55Z,1240000,,[HOU] substitution Tucker replaced by Green,"[200782, 201145]",1610612745.0,HOU,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,Green,201145.0,
128,PT03M01.00S,2020-03-01T02:00:23.6Z,1,REGULAR,substitution,out,[],1628464,,,1610612738,19,14,2020-03-01T02:00:27Z,1280000,,[BOS] substitution Theis replaced by Williams,"[1628464, 1629684]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,,Williams,1629684.0,
130,PT02M49.00S,2020-03-01T02:00:39.3Z,1,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",202330,93.64323258869908,46.392463235294116,1610612738,21,14,2020-03-01T02:00:43Z,1300000,right,[BOS] Hayward layup: Made (6 PTS),[202330],1610612738.0,BOS,driving,,,Hayward,G. Hayward,,,,,2.21,: Made,6.0,,,,,,,,,,,,,,,,,,,,,,
131,PT02M34.00S,2020-03-01T02:00:54.4Z,1,REGULAR,2pt,layup,['pointsinthepaint'],201566,6.521024967148489,55.70618872549019,1610612745,21,14,2020-03-01T02:01:01Z,1310000,left,[HOU] Westbrook layup: Missed,[201566],1610612745.0,HOU,drivingfingerroll,,,Westbrook,R. Westbrook,,,,,3.19,: Missed,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M32.00S,2020-03-01T02:00:56.4Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,21,14,2020-03-01T02:01:01Z,1320000,,[BOS] Williams defensive rebound (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,131.0,1.0,1.0,0.0,,,,,,,,,,,
134,PT02M25.00S,2020-03-01T02:01:04.3Z,1,REGULAR,2pt,layup,['pointsinthepaint'],202330,93.9060446780552,59.3826593137255,1610612738,21,14,2020-03-01T02:01:10Z,1330000,right,[BOS] Hayward layup: Missed,[202330],1610612738.0,BOS,driving,,,Hayward,G. Hayward,,,,,4.8,: Missed,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M23.00S,2020-03-01T02:01:06.3Z,1,REGULAR,rebound,defensive,[],201566,,,1610612745,21,14,2020-03-01T02:01:10Z,1340000,,[HOU] Westbrook defensive rebound (Off:1 Def:2),[201566],1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,134.0,3.0,2.0,1.0,,,,,,,,,,,
136,PT02M19.00S,2020-03-01T02:01:12.6Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612745,21,14,2020-03-01T02:01:12Z,1350000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M11.00S,2020-03-01T02:01:28.6Z,1,REGULAR,2pt,layup,['pointsinthepaint'],203085,11.695137976346912,40.1156556372549,1610612745,21,16,2020-03-01T02:01:37Z,1360000,left,[HOU] Rivers layup: Made (2 PTS),[203085],1610612745.0,HOU,drivingfingerroll,,,Rivers,A. Rivers,,,,,8.0,: Made,2.0,,,,,,,,,,,,,,,,,,,,,,
138,PT01M58.00S,2020-03-01T02:01:44.1Z,1,REGULAR,foul,personal,[],203463,,,1610612738,21,16,2020-03-01T02:02:00Z,1370000,,[HOU] McLemore foul personal (2 PF),"[203463, 1629641]",1610612745.0,HOU,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Langford,1629641.0,,,
140,PT01M50.00S,2020-03-01T02:02:17.6Z,1,REGULAR,2pt,layup,['pointsinthepaint'],203935,88.83048620236531,44.39721200980392,1610612738,23,16,2020-03-01T02:02:24Z,1390000,right,[BOS] Smart layup: Made (7 PTS),[203935],1610612738.0,BOS,drivingfingerroll,,,Smart,M. Smart,,,,,6.44,: Made,7.0,,,,,,,,,,,,,,,,,,,,,,
142,PT01M43.00S,2020-03-01T02:02:37.7Z,1,REGULAR,turnover,outofbounds,[],201566,,,1610612745,23,16,2020-03-01T02:02:44Z,1410000,,[HOU] Westbrook outofbounds turnover (2 TO),[201566],1610612745.0,HOU,badpass,,,Westbrook,R. Westbrook,,,,,,,,,,,2.0,,,,,,,,,,,2714.0,,,,,,,
143,PT01M31.00S,2020-03-01T02:02:55.1Z,1,REGULAR,2pt,jumpshot,['fromturnover'],202330,80.23981603153744,33.64736519607843,1610612738,23,16,2020-03-01T02:03:03Z,1420000,right,[BOS] Hayward jumpshot: Missed,[202330],1610612738.0,BOS,fadeaway,,,Hayward,G. Hayward,,,,,16.1,: Missed,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M29.00S,2020-03-01T02:02:57.1Z,1,REGULAR,rebound,defensive,[],201566,,,1610612745,23,16,2020-03-01T02:03:03Z,1430000,,[HOU] Westbrook defensive rebound (Off:1 Def:3),[201566],1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,143.0,4.0,3.0,1.0,,,,,,,,,,,
145,PT01M16.00S,2020-03-01T02:03:10.6Z,1,REGULAR,3pt,jumpshot,[],201569,27.94021024967148,82.17677696078431,1610612745,23,16,2020-03-01T02:03:16Z,1440000,left,[HOU] Gordon 3pt jumpshot: Missed,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,26.9,: Missed,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M14.00S,2020-03-01T02:03:12.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,23,16,2020-03-01T02:03:16Z,1450000,,[BOS] Team defensive rebound,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,145.0,,,,,,,,,,,,,,
147,PT01M14.00S,2020-03-01T02:03:14.7Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612738,23,16,2020-03-01T02:03:14Z,1460000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M14.00S,2020-03-01T02:03:18.6Z,1,REGULAR,substitution,out,[],202330,,,1610612738,23,16,2020-03-01T02:03:22Z,1470000,,[BOS] substitution Hayward replaced by Tatum,"[202330, 1628369]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,,Tatum,1628369.0,
150,PT01M01.00S,2020-03-01T02:03:43.6Z,1,REGULAR,3pt,jumpshot,[],203935,67.49342969776609,68.2061887254902,1610612738,26,16,2020-03-01T02:03:49Z,1490000,right,[BOS] Smart 3pt shot: Made (10 PTS),[203935],1610612738.0,BOS,stepback,,,Smart,M. Smart,,,,,27.41,: Made,10.0,,,,,,,,,,,,,,,,,,,,,,
151,PT00M51.00S,2020-03-01T02:03:56.9Z,1,REGULAR,turnover,badpass,[],201566,,,1610612745,26,16,2020-03-01T02:04:04Z,1500000,,[HOU] Westbrook badpass turnover (3 TO) Steal: Smart (3 STL),"[201566, 203935]",1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,,,,,,3.0,Smart,203935.0,3.0,,,,,,,,,,,,,,,
153,PT00M44.80S,2020-03-01T02:04:03.1Z,1,REGULAR,3pt,jumpshot,['fromturnover'],203935,68.15045992115637,24.57873774509804,1610612738,26,16,2020-03-01T02:04:12Z,1520000,right,[BOS] Smart 3pt jumpshot: Missed,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,28.26,: Missed,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M42.90S,2020-03-01T02:04:05.0Z,1,REGULAR,rebound,defensive,[],201145,,,1610612745,26,16,2020-03-01T02:04:12Z,1530000,,[HOU] Green defensive rebound (Off:0 Def:1),[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,153.0,1.0,1.0,0.0,,,,,,,,,,,
155,PT00M27.30S,2020-03-01T02:04:21.4Z,1,REGULAR,2pt,layup,['pointsinthepaint'],203085,9.067017082785808,45.37760416666667,1610612745,26,18,2020-03-01T02:04:27Z,1540000,left,[HOU] Rivers layup: Made (4 PTS),[203085],1610612745.0,HOU,drivingfingerroll,,,Rivers,A. Rivers,,,,,4.46,: Made,4.0,,,,,,,,,,,,,,,,,,,,,,
156,PT00M27.30S,2020-03-01T02:04:23.5Z,1,REGULAR,foul,personal,['1freethrow'],1629641,,,1610612745,26,18,2020-03-01T02:04:37Z,1550000,,[BOS] Langford foul personal (1 PF) (Rivers 1freethrow),"[1629641, 203085]",1610612738.0,BOS,shooting,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Rivers,203085.0,,,
158,PT00M27.30S,2020-03-01T02:04:46.1Z,1,REGULAR,freethrow,1of1,[],203085,,,1610612745,26,19,2020-03-01T02:04:46Z,1570000,,[HOU] Rivers freethrow 1of1: Made (5 PTS),[203085],1610612745.0,HOU,,,,Rivers,A. Rivers,,,,,,: Made,5.0,,,,,,,,,,,,,,,,,,,,,,
159,PT00M05.20S,2020-03-01T02:05:12.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201145,,,1610612738,26,19,2020-03-01T02:05:19Z,1580000,,[HOU] Green foul personal (1 PF) (Tatum inpenalty),"[201145, 1628369]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Tatum,1628369.0,,,
161,PT00M05.20S,2020-03-01T02:05:38.3Z,1,REGULAR,freethrow,1of2,[],1628369,,,1610612738,27,19,2020-03-01T02:05:38Z,1600000,,[BOS] Tatum freethrow 1of2: Made (3 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,: Made,3.0,,,,,,,,,,,,,,,,,,,,,,
162,PT00M05.20S,2020-03-01T02:05:59.4Z,1,REGULAR,freethrow,2of2,[],1628369,,,1610612738,28,19,2020-03-01T02:05:59Z,1610000,,[BOS] Tatum freethrow 2of2: Made (4 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,: Made,4.0,,,,,,,,,,,,,,,,,,,,,,
163,PT00M01.00S,2020-03-01T02:06:06.7Z,1,REGULAR,3pt,jumpshot,[],203085,8.229303547963205,95.65716911764706,1610612745,28,19,2020-03-01T02:06:16Z,1620000,left,[HOU] Rivers 3pt jumpshot: Missed,[203085],1610612745.0,HOU,,,,Rivers,A. Rivers,,,,,23.03,: Missed,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M00.90S,2020-03-01T02:06:06.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,28,19,2020-03-01T02:06:16Z,1630000,,[HOU] Team offensive rebound,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,163.0,,,,,,,,,,,,,,
167,PT00M00.00S,2020-03-01T02:06:08.2Z,1,REGULAR,instantreplay,request,[],0,,,1610612745,28,19,2020-03-01T02:07:32Z,1635000,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,,,,,2714.0,,,,,,,
165,PT00M00.00S,2020-03-01T02:06:09.8Z,1,REGULAR,period,end,[],0,,,1610612745,28,19,2020-03-01T02:06:09Z,1640000,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2020-03-01T02:09:01.5Z,2,REGULAR,substitution,out,['startperiod'],203935,,,1610612745,28,19,2020-03-01T02:09:23Z,1660000,,[BOS] substitution Smart replaced by Brown,"[203935, 1627759]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,,Brown,1627759.0,
169,PT12M00.00S,2020-03-01T02:09:01.5Z,2,REGULAR,substitution,out,['startperiod'],203463,,,1610612745,28,19,2020-03-01T02:09:23Z,1670000,,[HOU] substitution McLemore replaced by House Jr.,"[203463, 1627863]",1610612745.0,HOU,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,,,House Jr.,1627863.0,
172,PT12M00.00S,2020-03-01T02:09:43.4Z,2,REGULAR,period,start,[],0,,,1610612745,28,19,2020-03-01T02:09:43Z,1700000,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M46.00S,2020-03-01T02:09:56.2Z,2,REGULAR,2pt,layup,['pointsinthepaint'],201566,6.701708278580814,56.21936274509803,1610612745,28,21,2020-03-01T02:10:03Z,1710000,left,[HOU] Westbrook layup: Made (11 PTS),[201566],1610612745.0,HOU,drivingreverse,,,Westbrook,R. Westbrook,,,,,3.5,: Made,11.0,,,,,,,,,,,,,,,,,,,,,,
174,PT11M27.00S,2020-03-01T02:10:15.9Z,2,REGULAR,turnover,badpass,[],202954,,,1610612738,28,21,2020-03-01T02:54:53Z,1720000,,[BOS] Wanamaker badpass turnover (1 TO) Steal: Rivers (1 STL),"[202954, 203085]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,1.0,Rivers,203085.0,1.0,,,,,,,,,,,,,,,
176,PT11M21.00S,2020-03-01T02:10:21.8Z,2,REGULAR,3pt,jumpshot,['fromturnover'],201145,5.206964520367937,95.65716911764706,1610612745,28,21,2020-03-01T02:10:36Z,1740000,left,[HOU] Green 3pt jumpshot: Missed,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,22.83,: Missed,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M19.00S,2020-03-01T02:10:23.8Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,28,21,2020-03-01T02:10:36Z,1750000,,[BOS] Tatum defensive rebound (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,176.0,2.0,2.0,0.0,,,,,,,,,,,
178,PT11M07.00S,2020-03-01T02:10:34.6Z,2,REGULAR,2pt,jumpshot,[],1627759,74.45795006570303,70.16697303921569,1610612738,30,21,2020-03-01T02:10:40Z,1760000,right,[BOS] Brown jumpshot: Made (8 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,21.78,: Made,8.0,,,,,,,,,,,,,,,,,,,,,,
179,PT10M47.00S,2020-03-01T02:10:58.6Z,2,REGULAR,2pt,layup,['pointsinthepaint'],201566,8.09789750328515,45.90226715686275,1610612745,30,23,2020-03-01T02:11:04Z,1770000,left,[HOU] Westbrook layup: Made (13 PTS),[201566],1610612745.0,HOU,drivingfingerroll,,,Westbrook,R. Westbrook,,,,,3.56,: Made,13.0,,,,,,,,,,,,,,,,,,,,,,
180,PT10M47.00S,2020-03-01T02:11:00.7Z,2,REGULAR,foul,personal,['1freethrow'],1629641,,,1610612745,30,23,2020-03-01T02:11:10Z,1780000,,[BOS] Langford foul personal (2 PF) (Westbrook 1freethrow),"[1629641, 201566]",1610612738.0,BOS,shooting,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,200833.0,2.0,0.0,Westbrook,201566.0,,,
182,PT10M47.00S,2020-03-01T02:11:13.3Z,2,REGULAR,substitution,out,[],201569,,,1610612745,30,23,2020-03-01T02:11:43Z,1800000,,[HOU] substitution Gordon replaced by Covington,"[201569, 203496]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,Covington,203496.0,
184,PT10M47.00S,2020-03-01T02:11:21.5Z,2,REGULAR,substitution,out,[],1629641,,,1610612745,30,23,2020-03-01T02:11:43Z,1820000,,[BOS] substitution Langford replaced by Ojeleye,"[1629641, 1628400]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,,Ojeleye,1628400.0,
186,PT10M47.00S,2020-03-01T02:11:42.3Z,2,REGULAR,freethrow,1of1,[],201566,,,1610612745,30,23,2020-03-01T02:11:50Z,1840000,,[HOU] Westbrook freethrow 1of1: Missed,[201566],1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
187,PT10M47.00S,2020-03-01T02:11:42.3Z,2,REGULAR,rebound,defensive,[],1628400,,,1610612738,30,23,2020-03-01T02:11:50Z,1850000,,[BOS] Ojeleye defensive rebound (Off:0 Def:1),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,186.0,1.0,1.0,0.0,,,,,,,,,,,
188,PT10M37.00S,2020-03-01T02:11:52.1Z,2,REGULAR,3pt,jumpshot,[],1628369,67.88764783180025,69.921875,1610612738,33,23,2020-03-01T02:11:58Z,1860000,right,[BOS] Tatum 3pt shot: Made (7 PTS),[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,27.37,: Made,7.0,,,,,,,,,,,,,,,,,,,,,,
189,PT10M25.00S,2020-03-01T02:12:03.4Z,2,REGULAR,3pt,jumpshot,[],1627863,29.54582785808147,27.54289215686275,1610612745,33,23,2020-03-01T02:12:09Z,1870000,left,[HOU] House Jr. 3pt jumpshot: Missed,[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,25.66,: Missed,,,,,,,,,,,,,,,,,,,,,,,
190,PT10M23.00S,2020-03-01T02:12:05.4Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,33,23,2020-03-01T02:12:09Z,1880000,,[BOS] Brown defensive rebound (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,189.0,1.0,1.0,0.0,,,,,,,,,,,
191,PT10M12.00S,2020-03-01T02:12:17.0Z,2,REGULAR,3pt,jumpshot,[],1628369,73.9323258869908,85.36305147058823,1610612738,33,23,2020-03-01T02:12:31Z,1890000,right,[BOS] Tatum 3pt jumpshot: Missed,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.54,: Missed,,,,,,,,,,,,,,,,,,,,,,,
192,PT10M10.00S,2020-03-01T02:12:19.0Z,2,REGULAR,rebound,defensive,[],203496,,,1610612745,33,23,2020-03-01T02:12:31Z,1900000,,[HOU] Covington defensive rebound (Off:0 Def:4),[203496],1610612745.0,HOU,,,,Covington,R. Covington,,,,,,,,,,,,,,,191.0,4.0,4.0,0.0,,,,,,,,,,,
193,PT10M01.00S,2020-03-01T02:12:27.7Z,2,REGULAR,2pt,jumpshot,[],201566,20.76215505913272,46.38480392156863,1610612745,33,23,2020-03-01T02:12:40Z,1910000,left,[HOU] Westbrook jumpshot: Missed,[201566],1610612745.0,HOU,pullup,,,Westbrook,R. Westbrook,,,,,14.93,: Missed,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M59.00S,2020-03-01T02:12:29.7Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,33,23,2020-03-01T02:12:40Z,1920000,,[BOS] Tatum defensive rebound (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,193.0,3.0,3.0,0.0,,,,,,,,,,,
195,PT09M51.00S,2020-03-01T02:12:37.6Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627759,91.72141918528253,60.87622549019608,1610612738,35,23,2020-03-01T02:15:00Z,1930000,right,[BOS] Brown jumpshot: Made (10 PTS),[1627759],1610612738.0,BOS,drivingfloatingbank,,,Brown,J. Brown,,,,,6.25,: Made,10.0,,,,,,,,,,,,,,,,,,,,,,
196,PT09M35.00S,2020-03-01T02:12:53.3Z,2,REGULAR,2pt,layup,['pointsinthepaint'],201145,6.83311432325887,41.724111519607845,1610612745,35,23,2020-03-01T02:13:00Z,1940000,left,[HOU] Green layup: Missed,[201145],1610612745.0,HOU,drivingfingerroll,,,Green,J. Green,,,,,4.48,: Missed,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M33.00S,2020-03-01T02:12:55.3Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,35,23,2020-03-01T02:13:00Z,1950000,,[BOS] Williams defensive rebound (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,196.0,2.0,2.0,0.0,,,,,,,,,,,
198,PT09M26.00S,2020-03-01T02:13:03.1Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628369,93.77463863337714,44.676776960784316,1610612738,37,23,2020-03-01T02:13:08Z,1960000,right,[BOS] Tatum layup: Made (9 PTS),[1628369],1610612738.0,BOS,drivingfingerroll,,,Tatum,J. Tatum,,,,,2.9,: Made,9.0,,,,,,,,,,,,,,,,,,,,,,
199,PT09M25.00S,2020-03-01T02:13:10.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,37,23,2020-03-01T02:13:10Z,1970000,,[HOU] timeout full,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M25.00S,2020-03-01T02:15:36.8Z,2,REGULAR,substitution,out,[],203085,,,1610612745,37,23,2020-03-01T02:15:49Z,1980000,,[HOU] substitution Rivers replaced by Harden,"[203085, 201935]",1610612745.0,HOU,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,,,Harden,201935.0,
