actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
174,PT00M38.90S,2020-01-12T00:36:06.6Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1629740,14.454664914586072,50.68167892156863,1610612740,39,22,2020-01-12T00:36:16Z,1720000,-3.0,83.0,1,left,MISS N. Melli 9' jumpshot,[1629740],1610612740.0,NOP,,,,Melli,N. Melli,,,,,,,,8.9,Missed,,,,,,,,,,,,,,,,
175,PT00M35.30S,2020-01-12T00:36:10.2Z,1,REGULAR,rebound,offensive,[],1628404,,,1610612740,39,22,2020-01-12T00:36:16Z,1730000,,,0,,J. Hart REBOUND (Off:1 Def:4),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,174.0,5.0,4.0,1.0,,,
176,PT00M34.10S,2020-01-12T00:36:11.4Z,1,REGULAR,3pt,jumpshot,['2ndchance'],1628402,30.831143232588698,24.333639705882355,1610612740,39,22,2020-01-12T00:36:18Z,1740000,128.0,237.0,1,left,MISS F. Jackson 27' 3PT,[1628402],1610612740.0,NOP,,,,Jackson,F. Jackson,,,,,,,,27.46,Missed,,,,,,,,,,,,,,,,
177,PT00M31.00S,2020-01-12T00:36:14.5Z,1,REGULAR,rebound,offensive,[],1626143,,,1610612740,39,22,2020-01-12T00:36:28Z,1750000,,,0,,J. Okafor REBOUND (Off:1 Def:0),[1626143],1610612740.0,NOP,,,,Okafor,J. Okafor,,,,,,,,,,,,,,,,,,,176.0,1.0,0.0,1.0,,,
178,PT00M27.70S,2020-01-12T00:36:18.6Z,1,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1626143,8.492115637319317,47.127757352941174,1610612740,39,24,2020-01-12T00:36:22Z,1760000,14.0,27.0,1,left,J. Okafor layup (2 PTS),[1626143],1610612740.0,NOP,driving,,,Okafor,J. Okafor,,,,,,,,3.58,Made,2.0,,,,,,,,,,,,,,,
179,PT00M05.20S,2020-01-12T00:36:44.5Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],202330,84.31340341655716,37.07873774509804,1610612738,41,24,2020-01-12T00:36:51Z,1770000,-65.0,95.0,1,right,G. Hayward 12' jumpshot (8 PTS),[202330],1610612738.0,BOS,fadeaway,,,Hayward,G. Hayward,,,,,,,,11.95,Made,8.0,,,,,,,,,,,,,,,
180,PT00M00.60S,2020-01-12T00:36:51.5Z,1,REGULAR,3pt,jumpshot,[],1629638,33.98488830486202,57.421875,1610612740,41,24,2020-01-12T00:36:58Z,1780000,-37.0,267.0,1,left,MISS N. Alexander-Walker 28' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,27.5,Missed,,,,,,,,,,,,,,,,
181,PT00M00.60S,2020-01-12T00:36:51.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,41,24,2020-01-12T00:36:58Z,1790000,,,0,,Team offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,180.0,,,,,,
182,PT00M00.00S,2020-01-12T00:36:55.9Z,1,REGULAR,period,end,[],0,,,1610612740,41,24,2020-01-12T00:36:56Z,1800000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2020-01-12T00:39:18.4Z,2,REGULAR,substitution,out,['startperiod'],202330,,,1610612740,41,24,2020-01-12T00:39:31Z,1810000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2020-01-12T00:39:18.4Z,2,REGULAR,substitution,out,['startperiod'],1628404,,,1610612740,41,24,2020-01-12T00:39:31Z,1820000,,,0,,substitution out Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2020-01-12T00:39:18.4Z,2,REGULAR,substitution,out,['startperiod'],1626143,,,1610612740,41,24,2020-01-12T00:39:31Z,1830000,,,0,,substitution out Okafor,[1626143],1610612740.0,NOP,,,,Okafor,J. Okafor,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2020-01-12T00:39:18.4Z,2,REGULAR,substitution,in,['startperiod'],1628369,,,1610612740,41,24,2020-01-12T00:39:31Z,1840000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2020-01-12T00:39:18.4Z,2,REGULAR,substitution,in,['startperiod'],1629637,,,1610612740,41,24,2020-01-12T00:39:31Z,1850000,,,0,,substitution in Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2020-01-12T00:39:18.4Z,2,REGULAR,substitution,in,['startperiod'],1628366,,,1610612740,41,24,2020-01-12T00:39:31Z,1860000,,,0,,substitution in Ball,[1628366],1610612740.0,NOP,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2020-01-12T00:39:42.9Z,2,REGULAR,period,start,[],0,,,1610612738,41,24,2020-01-12T00:39:42Z,1870000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT11M41.00S,2020-01-12T00:40:00.0Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202683,92.59198423127464,49.333639705882355,1610612738,43,24,2020-01-12T00:40:03Z,1880000,-3.0,17.0,1,right,E. Kanter layup (6 PTS) (M. Smart 3 AST),"[202683, 203935]",1610612738.0,BOS,cutting,,,Kanter,E. Kanter,,,,,,,,2.28,Made,6.0,M. Smart,203935.0,3.0,,,,,,,,,,,,
192,PT11M26.00S,2020-01-12T00:40:15.6Z,2,REGULAR,2pt,jumpshot,[],1628402,26.62614980289093,66.73560049019608,1610612740,43,24,2020-01-12T00:40:35Z,1900000,-84.0,198.0,1,left,MISS F. Jackson 22' jumpshot,[1628402],1610612740.0,NOP,pullup,,,Jackson,F. Jackson,,,,,,,,21.99,Missed,,,,,,,,,,,,,,,,
193,PT11M24.00S,2020-01-12T00:40:17.6Z,2,REGULAR,rebound,defensive,[],202683,,,1610612738,43,24,2020-01-12T00:40:24Z,1910000,,,0,,E. Kanter REBOUND (Off:0 Def:3),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,192.0,3.0,3.0,0.0,,,
194,PT11M10.00S,2020-01-12T00:40:32.1Z,2,REGULAR,2pt,hook,['pointsinthepaint'],203935,89.43823915900131,44.18658088235294,1610612738,45,24,2020-01-12T00:40:40Z,1920000,-29.0,47.0,1,right,M. Smart 6' hook (4 PTS) (E. Kanter 1 AST),"[203935, 202683]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,,,,5.99,Made,4.0,E. Kanter,202683.0,1.0,,,,,,,,,,,,
196,PT10M59.00S,2020-01-12T00:40:41.9Z,2,REGULAR,2pt,jumpshot,[],1628366,24.917871222076215,55.70618872549019,1610612740,45,26,2020-01-12T00:41:37Z,1940000,-29.0,182.0,1,left,L. Ball 19' jumpshot (5 PTS) (J. Hayes 1 AST),"[1628366, 1629637]",1610612740.0,NOP,pullup,,,Ball,L. Ball,,,,,,,,18.94,Made,5.0,J. Hayes,1629637.0,1.0,,,,,,,,,,,,
198,PT10M39.00S,2020-01-12T00:41:04.8Z,2,REGULAR,foul,personal,['2freethrow'],1629638,,,1610612738,45,26,2020-01-12T00:41:14Z,1960000,,,0,,N. Alexander-Walker FOUL personal (2 PF) (Tatum 2freethrow),"[1629638, 1628369]",1610612740.0,NOP,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,1628481.0,2.0,0.0,Tatum,1628369.0,,,,,,,
200,PT10M39.00S,2020-01-12T00:41:25.5Z,2,REGULAR,freethrow,1of2,[],1628369,,,1610612738,46,26,2020-01-12T00:41:25Z,1980000,,,0,,J. Tatum freethrow 1of2 (12 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Made,12.0,,,,,,,,,,,,,,,
201,PT10M39.00S,2020-01-12T00:41:43.0Z,2,REGULAR,freethrow,2of2,[],1628369,,,1610612738,47,26,2020-01-12T00:41:43Z,1990000,,,0,,J. Tatum freethrow 2of2 (13 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,
202,PT10M26.00S,2020-01-12T00:41:56.5Z,2,REGULAR,2pt,dunk,['pointsinthepaint'],1629637,6.915243101182654,49.333639705882355,1610612740,47,28,2020-01-12T00:42:05Z,2000000,3.0,13.0,1,left,J. Hayes dunk (9 PTS) (F. Jackson 1 AST),"[1629637, 1628402]",1610612740.0,NOP,alleyoop,,,Hayes,J. Hayes,,,,,,,,1.83,Made,9.0,F. Jackson,1628402.0,1.0,,,,,,,,,,,,
204,PT10M10.00S,2020-01-12T00:42:12.8Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1627759,94.1688567674113,56.93167892156863,1610612738,47,28,2020-01-12T00:42:16Z,2020000,35.0,2.0,1,right,MISS J. Brown layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,3.56,Missed,,,,,,,,,,,,,,,,
205,PT10M08.00S,2020-01-12T00:42:14.8Z,2,REGULAR,rebound,defensive,[],1629740,,,1610612740,47,28,2020-01-12T00:48:56Z,2030000,,,0,,N. Melli REBOUND (Off:0 Def:1),[1629740],1610612740.0,NOP,,,,Melli,N. Melli,,,,,,,,,,,,,,,,,,,204.0,1.0,1.0,0.0,,,
206,PT09M58.00S,2020-01-12T00:42:24.4Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1629637,9.674770039421814,45.166973039215684,1610612740,47,28,2020-01-12T00:43:14Z,2040000,24.0,38.0,1,left,MISS J. Hayes layup,[1629637],1610612740.0,NOP,cuttingfingerroll,,,Hayes,J. Hayes,,,,,,,,5.01,Missed,,,,,,,,,,,,,,,,
207,PT09M57.00S,2020-01-12T00:42:25.4Z,2,REGULAR,rebound,defensive,[],202683,,,1610612738,47,28,2020-01-12T00:42:30Z,2050000,,,0,,E. Kanter REBOUND (Off:0 Def:4),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,206.0,4.0,4.0,0.0,,,
208,PT09M52.00S,2020-01-12T00:42:35.4Z,2,REGULAR,foul,personal,['2freethrow'],1629638,,,1610612738,47,28,2020-01-12T00:42:44Z,2060000,,,0,,N. Alexander-Walker FOUL personal (3 PF) (Kanter 2freethrow),"[1629638, 202683]",1610612740.0,NOP,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,1162.0,3.0,0.0,Kanter,202683.0,,,,,,,
210,PT09M52.00S,2020-01-12T00:42:58.3Z,2,REGULAR,freethrow,1of2,[],202683,,,1610612738,48,28,2020-01-12T00:42:58Z,2080000,,,0,,E. Kanter freethrow 1of2 (7 PTS),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
211,PT09M52.00S,2020-01-12T00:42:59.0Z,2,REGULAR,substitution,out,[],1629638,,,1610612738,48,28,2020-01-12T00:43:07Z,2090000,,,0,,substitution out Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M52.00S,2020-01-12T00:42:59.0Z,2,REGULAR,substitution,in,[],202734,,,1610612738,48,28,2020-01-12T00:43:07Z,2100000,,,0,,substitution in Moore,[202734],1610612740.0,NOP,,,,Moore,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M52.00S,2020-01-12T00:43:16.0Z,2,REGULAR,freethrow,2of2,[],202683,,,1610612738,49,28,2020-01-12T00:43:16Z,2110000,,,0,,E. Kanter freethrow 2of2 (8 PTS),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
214,PT09M42.00S,2020-01-12T00:43:29.0Z,2,REGULAR,foul,personal,['2freethrow'],202954,,,1610612740,49,28,2020-01-12T00:43:33Z,2120000,,,0,,B. Wanamaker FOUL personal (1 PF) (Hayes 2freethrow),"[202954, 1629637]",1610612738.0,BOS,shooting,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,1628481.0,1.0,0.0,Hayes,1629637.0,,,,,,,
216,PT09M42.00S,2020-01-12T00:43:51.9Z,2,REGULAR,freethrow,1of2,[],1629637,,,1610612740,49,28,2020-01-12T00:43:51Z,2140000,,,0,,MISS J. Hayes freethrow 1of2,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,Missed,,,,,,,,,,,,,,,,
217,PT09M42.00S,2020-01-12T00:43:51.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,49,28,2020-01-12T00:43:51Z,2150000,,,0,,Team offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,216.0,,,,,,
218,PT09M42.00S,2020-01-12T00:44:05.9Z,2,REGULAR,freethrow,2of2,[],1629637,,,1610612740,49,29,2020-01-12T00:44:05Z,2160000,,,0,,J. Hayes freethrow 2of2 (10 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
219,PT09M31.00S,2020-01-12T00:44:21.4Z,2,REGULAR,turnover,traveling,[],203935,,,1610612738,49,29,2020-01-12T00:45:10Z,2170000,,,0,,M. Smart TURNOVER traveling (1 TOV),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,1.0,,,,,,,,,1662.0,,,,,,,,,,,
220,PT09M23.00S,2020-01-12T00:44:41.6Z,2,REGULAR,foul,personal,[],202954,,,1610612740,49,29,2020-01-12T00:45:14Z,2180000,,,0,,B. Wanamaker FOUL personal (2 PF),"[202954, 1628402]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,1662.0,2.0,0.0,Jackson,1628402.0,,,,,,,
224,PT09M23.00S,2020-01-12T00:44:50.2Z,2,REGULAR,substitution,out,[],202954,,,1610612740,49,29,2020-01-12T00:45:01Z,2200000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT09M23.00S,2020-01-12T00:44:50.2Z,2,REGULAR,substitution,out,[],203935,,,1610612740,49,29,2020-01-12T00:45:01Z,2210000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT09M23.00S,2020-01-12T00:44:50.2Z,2,REGULAR,substitution,in,[],202689,,,1610612740,49,29,2020-01-12T00:45:01Z,2220000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT09M23.00S,2020-01-12T00:44:50.2Z,2,REGULAR,substitution,in,[],1629684,,,1610612740,49,29,2020-01-12T00:45:01Z,2230000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT09M16.00S,2020-01-12T00:45:19.5Z,2,REGULAR,3pt,jumpshot,['fromturnover'],1628402,26.231931668856767,86.83363970588235,1610612740,49,32,2020-01-12T00:45:24Z,2240000,-184.0,194.0,1,left,F. Jackson 27' 3PT  (5 PTS) (L. Ball 3 AST),"[1628402, 1628366]",1610612740.0,NOP,,,,Jackson,F. Jackson,,,,,,,,27.16,Made,5.0,L. Ball,1628366.0,3.0,,,,,,,,,,,,
230,PT08M51.00S,2020-01-12T00:45:44.2Z,2,REGULAR,2pt,dunk,['pointsinthepaint'],202683,94.03745072273325,49.08854166666667,1610612738,51,32,2020-01-12T00:46:03Z,2260000,-5.0,4.0,1,right,E. Kanter dunk (10 PTS) (K. Walker 2 AST),"[202683, 202689]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,1.01,Made,10.0,K. Walker,202689.0,2.0,,,,,,,,,,,,
231,PT08M35.00S,2020-01-12T00:45:59.7Z,2,REGULAR,3pt,jumpshot,[],1628402,9.280551905387648,4.970894607843137,1610612740,51,35,2020-01-12T00:46:06Z,2270000,225.0,35.0,1,left,F. Jackson 23' 3PT  (8 PTS) (L. Ball 4 AST),"[1628402, 1628366]",1610612740.0,NOP,,,,Jackson,F. Jackson,,,,,,,,22.87,Made,8.0,L. Ball,1628366.0,4.0,,,,,,,,,,,,
234,PT08M22.00S,2020-01-12T00:46:16.8Z,2,REGULAR,foul,personal,['2freethrow'],1629740,,,1610612738,51,35,2020-01-12T00:46:22Z,2290000,,,0,,N. Melli FOUL personal (1 PF) (Walker 2freethrow),"[1629740, 202689]",1610612740.0,NOP,shooting,,,Melli,N. Melli,,,,,,,,,,,,,,1162.0,1.0,0.0,Walker,202689.0,,,,,,,
236,PT08M22.00S,2020-01-12T00:46:38.7Z,2,REGULAR,freethrow,1of2,[],202689,,,1610612738,52,35,2020-01-12T00:47:08Z,2310000,,,0,,K. Walker freethrow 1of2 (6 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
237,PT08M22.00S,2020-01-12T00:46:45.8Z,2,REGULAR,substitution,out,[],1629740,,,1610612738,52,35,2020-01-12T00:46:49Z,2320000,,,0,,substitution out Melli,[1629740],1610612740.0,NOP,,,,Melli,N. Melli,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT08M22.00S,2020-01-12T00:46:45.8Z,2,REGULAR,substitution,in,[],1627742,,,1610612738,52,35,2020-01-12T00:46:49Z,2330000,,,0,,substitution in Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT08M22.00S,2020-01-12T00:46:38.7Z,2,REGULAR,freethrow,2of2,[],202689,,,1610612738,52,35,2020-01-12T00:47:08Z,2340000,,,0,,MISS K. Walker freethrow 2of2,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,Missed,,,,,,,,,,,,,,,,
240,PT08M20.00S,2020-01-12T00:46:40.7Z,2,REGULAR,rebound,defensive,[],1628366,,,1610612740,52,35,2020-01-12T00:47:08Z,2350000,,,0,,L. Ball REBOUND (Off:2 Def:1),[1628366],1610612740.0,NOP,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,239.0,3.0,1.0,2.0,,,
241,PT08M15.00S,2020-01-12T00:47:11.4Z,2,REGULAR,3pt,jumpshot,['fastbreak'],202734,10.726018396846255,5.215992647058823,1610612740,52,35,2020-01-12T00:47:20Z,2360000,224.0,48.0,1,left,MISS E. Moore 23' 3PT,[202734],1610612740.0,NOP,,,,Moore,E. Moore,,,,,,,,23.03,Missed,,,,,,,,,,,,,,,,
242,PT08M12.00S,2020-01-12T00:47:14.4Z,2,REGULAR,rebound,defensive,[],202683,,,1610612738,52,35,2020-01-12T00:47:26Z,2370000,,,0,,E. Kanter REBOUND (Off:0 Def:5),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,241.0,5.0,5.0,0.0,,,
243,PT08M02.00S,2020-01-12T00:47:24.0Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1627759,92.06636005256242,44.676776960784316,1610612738,52,35,2020-01-12T00:47:31Z,2380000,-27.0,22.0,1,right,MISS J. Brown layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,3.83,Missed,,,,,,,,,,,,,,,,
244,PT08M00.00S,2020-01-12T00:47:26.0Z,2,REGULAR,rebound,offensive,[],202683,,,1610612738,52,35,2020-01-12T00:47:43Z,2390000,,,0,,E. Kanter REBOUND (Off:1 Def:5),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,243.0,6.0,5.0,1.0,,,
245,PT07M59.00S,2020-01-12T00:47:27.4Z,2,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint']",202683,95.0,50.0,1610612738,54,35,2020-01-12T00:47:33Z,2400000,0.0,-6.0,1,right,E. Kanter layup (12 PTS),[202683],1610612738.0,BOS,tip,,,Kanter,E. Kanter,,,,,,,,0.0,Made,12.0,,,,,,,,,,,,,,,
246,PT07M54.00S,2020-01-12T00:47:35.3Z,2,REGULAR,foul,personal,[],1629684,,,1610612740,54,35,2020-01-12T00:47:45Z,2410000,,,0,,G. Williams FOUL personal (1 PF),"[1629684, 202734]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,1162.0,1.0,0.0,Moore,202734.0,,,,,,,
248,PT07M50.00S,2020-01-12T00:47:55.2Z,2,REGULAR,3pt,jumpshot,[],1628402,29.911300919842315,77.27481617647058,1610612740,54,35,2020-01-12T00:52:38Z,2430000,-136.0,229.0,1,left,MISS F. Jackson 27' 3PT,[1628402],1610612740.0,NOP,pullup,,,Jackson,F. Jackson,,,,,,,,27.1,Missed,,,,,,,,,,,,,,,,
249,PT07M48.00S,2020-01-12T00:47:57.2Z,2,REGULAR,rebound,defensive,[],202683,,,1610612738,54,35,2020-01-12T00:48:01Z,2440000,,,0,,E. Kanter REBOUND (Off:1 Def:6),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,248.0,7.0,6.0,1.0,,,
250,PT07M42.00S,2020-01-12T00:48:04.1Z,2,REGULAR,3pt,jumpshot,[],1628369,67.09921156373193,38.549325980392155,1610612738,57,35,2020-01-12T00:50:28Z,2450000,-57.0,257.0,1,right,J. Tatum 27' 3PT  (16 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,26.85,Made,16.0,,,,,,,,,,,,,,,
251,PT07M30.00S,2020-01-12T00:48:18.3Z,2,REGULAR,foul,personal,[],1629684,,,1610612740,57,35,2020-01-12T00:48:37Z,2460000,,,0,,G. Williams FOUL personal (2 PF),"[1629684, 1628366]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,1662.0,2.0,0.0,Ball,1628366.0,,,,,,,
253,PT07M30.00S,2020-01-12T00:48:27.9Z,2,REGULAR,substitution,out,[],1629637,,,1610612740,57,35,2020-01-12T00:48:34Z,2480000,,,0,,substitution out Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT07M30.00S,2020-01-12T00:48:27.9Z,2,REGULAR,substitution,in,[],1626143,,,1610612740,57,35,2020-01-12T00:48:34Z,2490000,,,0,,substitution in Okafor,[1626143],1610612740.0,NOP,,,,Okafor,J. Okafor,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT07M15.00S,2020-01-12T00:48:52.5Z,2,REGULAR,2pt,jumpshot,[],202734,27.283180026281208,63.30422794117647,1610612740,57,35,2020-01-12T00:49:14Z,2500000,-67.0,204.0,1,left,MISS E. Moore 22' jumpshot,[202734],1610612740.0,NOP,,,,Moore,E. Moore,,,,,,,,21.98,Missed,,,,,,,,,,,,,,,,
256,PT07M12.00S,2020-01-12T00:48:55.9Z,2,REGULAR,rebound,offensive,[],1626143,,,1610612740,57,35,2020-01-12T00:48:55Z,2510000,,,0,,J. Okafor REBOUND (Off:2 Def:0),[1626143],1610612740.0,NOP,,,,Okafor,J. Okafor,,,,,,,,,,,,,,,,,,,255.0,2.0,0.0,2.0,,,
257,PT07M10.00S,2020-01-12T00:48:56.6Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1626143,7.5722733245729295,50.55912990196079,1610612740,57,37,2020-01-12T00:49:17Z,2520000,-3.0,19.0,1,left,J. Okafor layup (4 PTS),[1626143],1610612740.0,NOP,,,,Okafor,J. Okafor,,,,,,,,2.44,Made,4.0,,,,,,,,,,,,,,,
258,PT06M59.00S,2020-01-12T00:49:08.3Z,2,REGULAR,3pt,jumpshot,[],202689,69.07030223390277,69.18658088235294,1610612738,57,37,2020-01-12T00:53:28Z,2530000,96.0,238.0,1,right,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,26.19,Missed,,,,,,,,,,,,,,,,
259,PT06M59.00S,2020-01-12T00:49:08.3Z,2,REGULAR,rebound,defensive,[],1628366,,,1610612740,57,37,2020-01-12T00:49:19Z,2540000,,,0,,L. Ball REBOUND (Off:2 Def:2),[1628366],1610612740.0,NOP,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,258.0,4.0,2.0,2.0,,,
260,PT06M57.00S,2020-01-12T00:49:18.0Z,2,REGULAR,turnover,badpass,[],1628366,,,1610612740,57,37,2020-01-12T00:49:48Z,2550000,,,0,,L. Ball TURNOVER badpass (2 TOV) Stolen,"[1628366, 1628369]",1610612740.0,NOP,,,,Ball,L. Ball,,,,,2.0,Tatum,1628369.0,,,,,,,,,,,,,,,,,,
261,PT06M57.00S,2020-01-12T00:49:18.0Z,2,REGULAR,steal,,[],1628369,,,1610612738,57,37,2020-01-12T00:49:20Z,2560000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M48.00S,2020-01-12T00:49:24.0Z,2,REGULAR,foul,personal,[],1628402,,,1610612738,57,37,2020-01-12T00:49:29Z,2570000,,,0,,F. Jackson FOUL personal (2 PF),"[1628402, 1628369]",1610612740.0,NOP,,,,Jackson,F. Jackson,,,,,,,,,,,,,,1628481.0,2.0,0.0,Tatum,1628369.0,,,,,,,
264,PT06M48.00S,2020-01-12T00:49:35.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,57,37,2020-01-12T00:49:35Z,2590000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M48.00S,2020-01-12T00:52:11.2Z,2,REGULAR,substitution,out,[],1628369,,,1610612738,57,37,2020-01-12T00:52:24Z,2600000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M48.00S,2020-01-12T00:52:11.2Z,2,REGULAR,substitution,in,[],203935,,,1610612738,57,37,2020-01-12T00:52:24Z,2610000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT06M30.00S,2020-01-12T00:52:42.6Z,2,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",203935,88.25558475689881,48.353247549019606,1610612738,57,37,2020-01-12T00:52:50Z,2620000,-8.0,58.0,1,right,MISS M. Smart 6' jumpshot Blocked,"[203935, 1627742]",1610612738.0,BOS,drivingfloating,,,Smart,M. Smart,,,,,,,,6.39,Missed,,,,,,,,,,,,,,Ingram,1627742.0,
