actionNumber,clock,timeActual,period,periodType,actionType,subType,descriptor,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,side,description,personIdsFilter,teamId,teamTricode,isFieldGoal,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,jumpBallRecoveredName,jumpBallRecoveredPersonId,pointsTotal,shotResult,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotActionNumber,turnoverTotal,assistPlayerName,assistPersonId,assistTotal,stealPlayerName,stealPersonId,stealTotal,foulDrawnPlayerName,foulDrawnPersonId,foulPersonalTotal,foulTechnicalTotal,officialId,blockPersonId,blockPlayerName
471,PT11M36.00S,2020-08-18T00:23:40Z,4,REGULAR,2pt,jumpshot,,[],203954,28.99,50.56,1610612755,75,81,2020-08-18T00:23:45,4670000,-3,220,left,Embiid 22' Jump Shot (21 PTS) (Richardson 2 AST),"[203954, 1626196]",1610612755,PHI,1,Embiid,J. Embiid,,,,,,,21.0,Made,22.0,,,,,,Richardson,1626196.0,2.0,,,,,,,,,,
473,PT11M26.00S,2020-08-18T00:23:54Z,4,REGULAR,foul,personal,,[],202692,,,1610612738,75,81,2020-08-18T00:24:26,4690000,59,106,right,Burks P.FOUL (P2.T1),"[202692, 203935]",1610612755,PHI,0,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,Smart,203935.0,2.0,0.0,1151.0,,
475,PT11M16.00S,2020-08-18T00:24:27Z,4,REGULAR,3pt,jumpshot,stepback,[],1627759,68.81,23.35,1610612738,78,81,2020-08-18T00:24:33,4710000,-133,241,right,Brown 28' 3PT Step Back Jump Shot (17 PTS),[1627759],1610612738,BOS,1,Brown,J. Brown,,,,,,,17.0,Made,27.53,,,,,,,,,,,,,,,,,,
476,PT10M54.00S,2020-08-18T00:24:48Z,4,REGULAR,2pt,dunk,cutting,['pointsinthepaint'],1629680,6.65,53.99,1610612755,78,83,2020-08-18T00:24:53,4720000,-20,10,left,Thybulle 2' Cutting Dunk Shot (5 PTS) (Embiid 1 AST),"[1629680, 203954]",1610612755,PHI,1,Thybulle,M. Thybulle,,,,,,,5.0,Made,2.24,,,,,,Embiid,203954.0,1.0,,,,,,,,,,
478,PT10M39.00S,2020-08-18T00:25:05Z,4,REGULAR,2pt,layup,driving,['pointsinthepaint'],202689,93.38,50.07,1610612738,80,83,2020-08-18T00:25:12,4740000,0,10,right,Walker 1' Driving Layup (10 PTS) (Kanter 2 AST),"[202689, 202683]",1610612738,BOS,1,Walker,K. Walker,,,,,,,10.0,Made,1.0,,,,,,Kanter,202683.0,2.0,,,,,,,,,,
480,PT10M39.00S,2020-08-18T00:25:11Z,4,REGULAR,foul,personal,shooting,['1freethrow'],203954,,,1610612738,80,83,2020-08-18T00:25:23,4760000,0,10,right,Embiid S.FOUL (P2.T2),"[203954, 202689]",1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,Walker,202689.0,2.0,0.0,2003.0,,
482,PT10M39.00S,2020-08-18T00:25:43Z,4,REGULAR,freethrow,1of1,,[],202689,,,1610612738,81,83,0001-01-01T00:00:00,4780000,-250,888,right,Walker Free Throw 1 of 1 (11 PTS),[202689],1610612738,BOS,0,Walker,K. Walker,,,,,,,11.0,Made,,,,,,,,,,,,,,,,,,,
483,PT10M26.00S,2020-08-18T00:26:00Z,4,REGULAR,2pt,layup,driving,['pointsinthepaint'],202692,6.78,38.79,1610612755,81,83,2020-08-18T00:26:26,4790000,56,11,left,MISS Burks 6' Driving Layup,[202692],1610612755,PHI,1,Burks,A. Burks,,,,,,,0.0,Missed,5.71,,,,,,,,,,,,,,,,,,
485,PT10M26.00S,2020-08-18T00:26:00Z,4,REGULAR,rebound,offensive,,['team'],0,,,1610612755,81,83,2020-08-18T00:26:26,4810000,56,11,left,76ers Rebound,[],1610612755,PHI,0,,,,,,,,,,,,0.0,0.0,0.0,483.0,,,,,,,,,,,,,,
486,PT10M26.00S,2020-08-18T00:26:06Z,4,REGULAR,stoppage,outofbounds,,[],0,,,1610612755,81,83,0001-01-01T00:00:00,4820000,0,-80,,,[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT10M24.00S,2020-08-18T00:26:17Z,4,REGULAR,2pt,dunk,cutting,"['pointsinthepaint', '2ndchance']",1626196,7.44,53.5,1610612755,81,85,2020-08-18T00:26:30,4830000,-18,17,left,Richardson 2' Cutting Dunk Shot (15 PTS) (Burks 2 AST),"[1626196, 202692]",1610612755,PHI,1,Richardson,J. Richardson,,,,,,,15.0,Made,2.48,,,,,,Burks,202692.0,2.0,,,,,,,,,,
490,PT10M00.00S,2020-08-18T00:26:46Z,4,REGULAR,2pt,jumpshot,drivingfloating,['pointsinthepaint'],1627759,92.59,53.99,1610612738,83,85,2020-08-18T00:30:32,4860000,20,17,right,Brown 3' Driving Floating Jump Shot (19 PTS),[1627759],1610612738,BOS,1,Brown,J. Brown,,,,,,,19.0,Made,2.62,,,,,,,,,,,,,,,,,,
491,PT09M44.00S,2020-08-18T00:26:56Z,4,REGULAR,2pt,layup,drivingfingerroll,['pointsinthepaint'],202692,7.57,50.8,1610612755,83,85,2020-08-18T00:27:02,4870000,-4,19,left,MISS Burks 2' Driving Finger Roll Layup,[202692],1610612755,PHI,1,Burks,A. Burks,,,,,,,0.0,Missed,1.94,,,,,,,,,,,,,,,,,,
492,PT09M43.00S,2020-08-18T00:26:57Z,4,REGULAR,rebound,defensive,,[],1628369,,,1610612738,83,85,2020-08-18T00:27:02,4880000,-4,19,left,Tatum REBOUND (Off:2 Def:8),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,10.0,8.0,2.0,491.0,,,,,,,,,,,,,,
493,PT09M37.00S,2020-08-18T00:27:03Z,4,REGULAR,3pt,jumpshot,,[],1628369,72.49,16.98,1610612738,83,85,2020-08-18T00:27:27,4890000,-165,206,right,MISS Tatum 26' 3PT Jump Shot,[1628369],1610612738,BOS,1,Tatum,J. Tatum,,,,,,,0.0,Missed,26.39,,,,,,,,,,,,,,,,,,
494,PT09M36.00S,2020-08-18T00:27:04Z,4,REGULAR,rebound,offensive,,[],1628369,,,1610612738,83,85,2020-08-18T00:27:27,4900000,-165,206,right,Tatum REBOUND (Off:3 Def:8),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,11.0,8.0,3.0,493.0,,,,,,,,,,,,,,
495,PT09M26.00S,2020-08-18T00:27:17Z,4,REGULAR,foul,personal,,[],203954,,,1610612738,83,85,2020-08-18T00:27:56,4910000,-23,141,right,Embiid P.FOUL (P3.T3),"[203954, 203935]",1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,Smart,203935.0,3.0,0.0,2003.0,,
497,PT09M17.00S,2020-08-18T00:28:00Z,4,REGULAR,turnover,lostball,,[],1628369,,,1610612738,83,85,2020-08-18T00:35:14,4930000,59,206,right,Tatum Lost Ball Turnover (P1.T7) Stolen,"[1628369, 1629680]",1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,,,,,1.0,,,,Thybulle,1629680.0,2.0,,,,,,,
498,PT09M17.00S,2020-08-18T00:28:00Z,4,REGULAR,steal,,,[],1629680,,,1610612755,83,85,2020-08-18T00:35:14,4940000,59,206,right, STEAL ,[1629680],1610612755,PHI,0,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT09M02.00S,2020-08-18T00:28:14Z,4,REGULAR,foul,personal,shooting,['2freethrow'],202683,,,1610612755,83,85,2020-08-18T00:28:27,4950000,13,153,left,Kanter S.FOUL (P1.T1),"[202683, 203954]",1610612738,BOS,0,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,Embiid,203954.0,1.0,0.0,2534.0,,
501,PT09M02.00S,2020-08-18T00:28:48Z,4,REGULAR,freethrow,1of2,,['fromturnover'],203954,,,1610612755,83,85,0001-01-01T00:00:00,4970000,250,-52,left,MISS Embiid Free Throw 1 of 2,[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,21.0,Missed,,,,,,,,,,,,,,,,,,,
502,PT09M02.00S,2020-08-18T00:28:48Z,4,REGULAR,rebound,offensive,,"['deadball', 'team']",0,,,1610612755,83,85,0001-01-01T00:00:00,4980000,250,-52,left,76ers Rebound,[],1610612755,PHI,0,,,,,,,,,,,,0.0,0.0,0.0,501.0,,,,,,,,,,,,,,
503,PT09M02.00S,2020-08-18T00:29:13Z,4,REGULAR,freethrow,2of2,,['fromturnover'],203954,,,1610612755,83,86,0001-01-01T00:00:00,4990000,250,-52,left,Embiid Free Throw 2 of 2 (22 PTS),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,22.0,Made,,,,,,,,,,,,,,,,,,,
504,PT08M41.00S,2020-08-18T00:29:36Z,4,REGULAR,2pt,jumpshot,turnaroundfadeaway,[],1628369,78.93,35.36,1610612738,83,86,2020-08-18T00:29:47,5000000,-73,146,right,MISS Tatum 16' Turnaround Fadeaway Shot,[1628369],1610612738,BOS,1,Tatum,J. Tatum,,,,,,,0.0,Missed,16.32,,,,,,,,,,,,,,,,,,
505,PT08M40.00S,2020-08-18T00:29:37Z,4,REGULAR,rebound,offensive,,[],202683,,,1610612738,83,86,2020-08-18T00:29:47,5010000,-73,146,right,Kanter REBOUND (Off:2 Def:0),[202683],1610612738,BOS,0,Kanter,E. Kanter,,,,,,,,,,2.0,0.0,2.0,504.0,,,,,,,,,,,,,,
506,PT08M38.00S,2020-08-18T00:29:41Z,4,REGULAR,2pt,layup,tip,"['2ndchance', 'pointsinthepaint']",202683,95.0,50.0,1610612738,83,86,2020-08-18T00:30:01,5020000,0,-6,right,MISS Kanter 1' Tip Layup Shot,[202683],1610612738,BOS,1,Kanter,E. Kanter,,,,,,,0.0,Missed,0.6,,,,,,,,,,,,,,,,,,
507,PT08M37.00S,2020-08-18T00:29:42Z,4,REGULAR,rebound,offensive,,[],202683,,,1610612738,83,86,2020-08-18T00:30:01,5030000,0,-6,right,Kanter REBOUND (Off:3 Def:0),[202683],1610612738,BOS,0,Kanter,E. Kanter,,,,,,,,,,3.0,0.0,3.0,506.0,,,,,,,,,,,,,,
508,PT08M34.00S,2020-08-18T00:29:44Z,4,REGULAR,3pt,jumpshot,,['2ndchance'],1627759,69.99,23.84,1610612738,86,86,2020-08-18T00:29:50,5040000,-131,230,right,Brown 26' 3PT Jump Shot (22 PTS) (Kanter 3 AST),"[1627759, 202683]",1610612738,BOS,1,Brown,J. Brown,,,,,,,22.0,Made,26.47,,,,,,Kanter,202683.0,3.0,,,,,,,,,,
510,PT08M26.00S,2020-08-18T00:29:57Z,4,REGULAR,timeout,full,,"['team', 'mandatory']",0,,,1610612755,86,86,0001-01-01T00:00:00,5060000,0,-80,,76ers Timeout: Regular (Reg.4 Short 0),[],1610612755,PHI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT08M26.00S,2020-08-18T00:32:40Z,4,REGULAR,substitution,out,,[],202689,,,1610612755,86,86,0001-01-01T00:00:00,5070000,0,-80,,SUB: Hayward FOR Walker,[202689],1610612738,BOS,0,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT08M26.00S,2020-08-18T00:32:40Z,4,REGULAR,substitution,out,,[],202692,,,1610612755,86,86,0001-01-01T00:00:00,5080000,0,-80,,SUB: Harris FOR Burks,[202692],1610612755,PHI,0,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT08M26.00S,2020-08-18T00:32:40Z,4,REGULAR,substitution,out,,[],201143,,,1610612755,86,86,0001-01-01T00:00:00,5090000,0,-80,,SUB: Milton FOR Horford,[201143],1610612755,PHI,0,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT08M15.00S,2020-08-18T00:33:46Z,4,REGULAR,2pt,hook,turnaround,['pointsinthepaint'],203954,11.65,59.14,1610612755,86,86,2020-08-18T00:33:52,5130000,-46,57,left,MISS Embiid 7' Turnaround Hook Shot,[203954],1610612755,PHI,1,Embiid,J. Embiid,,,,,,,0.0,Missed,7.32,,,,,,,,,,,,,,,,,,
518,PT08M13.00S,2020-08-18T00:33:48Z,4,REGULAR,rebound,defensive,,[],202683,,,1610612738,86,86,2020-08-18T00:33:52,5140000,-46,57,left,Kanter REBOUND (Off:3 Def:1),[202683],1610612738,BOS,0,Kanter,E. Kanter,,,,,,,,,,4.0,1.0,3.0,517.0,,,,,,,,,,,,,,
519,PT07M56.00S,2020-08-18T00:34:08Z,4,REGULAR,foul,personal,shooting,['2freethrow'],203954,,,1610612738,86,86,2020-08-18T00:34:18,5150000,-12,68,right,Embiid S.FOUL (P4.T4),"[203954, 203935]",1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,Smart,203935.0,4.0,0.0,2003.0,,
521,PT07M56.00S,2020-08-18T00:34:32Z,4,REGULAR,freethrow,1of2,,[],203935,,,1610612738,87,86,0001-01-01T00:00:00,5170000,-250,888,right,Smart Free Throw 1 of 2 (1 PTS),[203935],1610612738,BOS,0,Smart,M. Smart,,,,,,,1.0,Made,,,,,,,,,,,,,,,,,,,
522,PT07M56.00S,2020-08-18T00:34:34Z,4,REGULAR,substitution,out,,[],203954,,,1610612738,87,86,0001-01-01T00:00:00,5180000,0,-80,,SUB: Horford FOR Embiid,[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT07M56.00S,2020-08-18T00:34:40Z,4,REGULAR,substitution,out,,[],202683,,,1610612738,87,86,0001-01-01T00:00:00,5200000,0,-80,,SUB: Williams FOR Kanter,[202683],1610612738,BOS,0,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT07M56.00S,2020-08-18T00:35:01Z,4,REGULAR,freethrow,2of2,,[],203935,,,1610612738,88,86,0001-01-01T00:00:00,5220000,-250,888,right,Smart Free Throw 2 of 2 (2 PTS),[203935],1610612738,BOS,0,Smart,M. Smart,,,,,,,2.0,Made,,,,,,,,,,,,,,,,,,,
527,PT07M39.00S,2020-08-18T00:35:20Z,4,REGULAR,turnover,badpass,,[],1629003,,,1610612755,88,86,2020-08-18T00:35:26,5230000,-123,185,left,Milton Bad Pass Turnover (P2.T17) Stolen,"[1629003, 1627759]",1610612755,PHI,0,Milton,S. Milton,,,,,,,,,,,,,,2.0,,,,Brown,1627759.0,3.0,,,,,,,
528,PT07M39.00S,2020-08-18T00:35:20Z,4,REGULAR,steal,,,[],1627759,,,1610612738,88,86,0001-01-01T00:00:00,5240000,-123,185,left, STEAL ,[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT07M27.00S,2020-08-18T00:35:32Z,4,REGULAR,3pt,jumpshot,,['fromturnover'],202330,81.55,3.75,1610612738,88,86,2020-08-18T00:35:41,5250000,-231,121,right,MISS Hayward 26' 3PT Jump Shot,[202330],1610612738,BOS,1,Hayward,G. Hayward,,,,,,,0.0,Missed,26.08,,,,,,,,,,,,,,,,,,
530,PT07M25.00S,2020-08-18T00:35:34Z,4,REGULAR,rebound,defensive,,[],1626196,,,1610612755,88,86,2020-08-18T00:35:41,5260000,-231,121,right,Richardson REBOUND (Off:0 Def:6),[1626196],1610612755,PHI,0,Richardson,J. Richardson,,,,,,,,,,6.0,6.0,0.0,529.0,,,,,,,,,,,,,,
531,PT07M09.00S,2020-08-18T00:35:50Z,4,REGULAR,2pt,jumpshot,pullup,[],1626196,21.63,57.42,1610612755,88,86,2020-08-18T00:35:56,5270000,-37,151,left,MISS Richardson 16' Pullup Jump Shot,[1626196],1610612755,PHI,1,Richardson,J. Richardson,,,,,,,0.0,Missed,15.55,,,,,,,,,,,,,,,,,,
532,PT07M06.00S,2020-08-18T00:35:53Z,4,REGULAR,rebound,defensive,,[],202330,,,1610612738,88,86,2020-08-18T00:35:56,5280000,-37,151,left,Hayward REBOUND (Off:0 Def:3),[202330],1610612738,BOS,0,Hayward,G. Hayward,,,,,,,,,,3.0,3.0,0.0,531.0,,,,,,,,,,,,,,
533,PT07M01.00S,2020-08-18T00:36:03Z,4,REGULAR,foul,personal,flagranttype1,"['inpenalty', '2freethrow']",201143,,,1610612738,88,86,2020-08-18T00:38:28,5290000,-50,36,right,Horford FLAGRANT.FOUL.TYPE1 (P4.PN),"[201143, 1627759]",1610612755,PHI,0,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,Brown,1627759.0,4.0,0.0,1151.0,,
533,PT07M01.00S,2020-08-18T00:36:03Z,4,REGULAR,foul,personal,flagranttype1,"['inpenalty', '2freethrow']",201143,,,1610612738,88,86,2020-08-18T00:38:28,5290000,-50,36,right,Horford FLAGRANT.FOUL.TYPE1 (P4.PN),[201143],1610612755,PHI,0,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,1151.0,,
536,PT07M01.00S,2020-08-18T00:38:42Z,4,REGULAR,freethrow,1of2,flagrant,[],1627759,,,1610612738,89,86,2020-08-18T00:39:05,5320000,-250,888,right,Brown Free Throw Flagrant 1 of 2 (23 PTS),[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,23.0,Made,,,,,,,,,,,,,,,,,,,
537,PT07M01.00S,2020-08-18T00:38:42Z,4,REGULAR,freethrow,2of2,flagrant,[],1627759,,,1610612738,90,86,2020-08-18T00:39:05,5330000,-250,888,right,Brown Free Throw Flagrant 2 of 2 (24 PTS),[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,24.0,Made,,,,,,,,,,,,,,,,,,,
538,PT07M01.00S,2020-08-18T00:39:04Z,4,REGULAR,substitution,out,,[],1626196,,,1610612755,90,86,0001-01-01T00:00:00,5340000,0,-80,,SUB: Burks FOR Richardson,[1626196],1610612755,PHI,0,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT06M58.00S,2020-08-18T00:39:19Z,4,REGULAR,foul,personal,shooting,"['inpenalty', '2freethrow']",202699,,,1610612738,90,86,2020-08-18T00:39:30,5360000,-3,7,right,Harris S.FOUL (P1.PN),"[202699, 1627759]",1610612755,PHI,0,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,Brown,1627759.0,1.0,0.0,2003.0,,
542,PT06M58.00S,2020-08-18T00:39:36Z,4,REGULAR,freethrow,1of2,,[],1627759,,,1610612738,91,86,0001-01-01T00:00:00,5380000,-250,888,right,Brown Free Throw 1 of 2 (25 PTS),[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,25.0,Made,,,,,,,,,,,,,,,,,,,
543,PT06M58.00S,2020-08-18T00:39:51Z,4,REGULAR,freethrow,2of2,,[],1627759,,,1610612738,92,86,0001-01-01T00:00:00,5390000,-250,888,right,Brown Free Throw 2 of 2 (26 PTS),[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,26.0,Made,,,,,,,,,,,,,,,,,,,
544,PT06M42.00S,2020-08-18T00:40:08Z,4,REGULAR,2pt,jumpshot,fadeaway,['pointsinthepaint'],202692,15.98,50.07,1610612755,92,86,2020-08-18T00:40:14,5400000,0,98,left,MISS Burks 10' Fadeaway Jumper,[202692],1610612755,PHI,1,Burks,A. Burks,,,,,,,0.0,Missed,9.8,,,,,,,,,,,,,,,,,,
545,PT06M37.00S,2020-08-18T00:40:13Z,4,REGULAR,rebound,defensive,,[],202330,,,1610612738,92,86,2020-08-18T00:40:14,5410000,0,98,left,Hayward REBOUND (Off:0 Def:4),[202330],1610612738,BOS,0,Hayward,G. Hayward,,,,,,,,,,4.0,4.0,0.0,544.0,,,,,,,,,,,,,,
546,PT06M27.00S,2020-08-18T00:40:24Z,4,REGULAR,2pt,jumpshot,turnaround,['pointsinthepaint'],1627759,83.13,63.3,1610612738,92,86,2020-08-18T00:40:30,5420000,66,106,right,MISS Brown 13' Turnaround Jump Shot,[1627759],1610612738,BOS,1,Brown,J. Brown,,,,,,,0.0,Missed,12.49,,,,,,,,,,,,,,,,,,
547,PT06M25.00S,2020-08-18T00:40:26Z,4,REGULAR,rebound,offensive,,[],1629684,,,1610612738,92,86,2020-08-18T00:40:34,5430000,66,106,right,Williams REBOUND (Off:1 Def:0),[1629684],1610612738,BOS,0,Williams,G. Williams,,,,,,,,,,1.0,0.0,1.0,546.0,,,,,,,,,,,,,,
548,PT06M12.00S,2020-08-18T00:40:38Z,4,REGULAR,3pt,jumpshot,,['2ndchance'],203935,76.17,11.59,1610612738,92,86,2020-08-18T00:40:46,5440000,-192,172,right,MISS Smart 26' 3PT Jump Shot,[203935],1610612738,BOS,1,Smart,M. Smart,,,,,,,0.0,Missed,25.78,,,,,,,,,,,,,,,,,,
549,PT06M10.00S,2020-08-18T00:40:40Z,4,REGULAR,rebound,offensive,,[],1629684,,,1610612738,92,86,2020-08-18T00:40:46,5450000,-192,172,right,Williams REBOUND (Off:2 Def:0),[1629684],1610612738,BOS,0,Williams,G. Williams,,,,,,,,,,2.0,0.0,2.0,548.0,,,,,,,,,,,,,,
550,PT06M07.00S,2020-08-18T00:40:44Z,4,REGULAR,3pt,jumpshot,,['2ndchance'],203935,74.06,14.28,1610612738,92,86,2020-08-18T00:40:52,5460000,-179,191,right,MISS Smart 26' 3PT Jump Shot,[203935],1610612738,BOS,1,Smart,M. Smart,,,,,,,0.0,Missed,26.18,,,,,,,,,,,,,,,,,,
551,PT06M05.00S,2020-08-18T00:40:46Z,4,REGULAR,rebound,defensive,,[],201143,,,1610612755,92,86,2020-08-18T00:40:52,5470000,-179,191,right,Horford REBOUND (Off:2 Def:5),[201143],1610612755,PHI,0,Horford,A. Horford,,,,,,,,,,7.0,5.0,2.0,550.0,,,,,,,,,,,,,,
552,PT05M55.00S,2020-08-18T00:41:00Z,4,REGULAR,2pt,layup,driving,['pointsinthepaint'],202699,6.78,45.41,1610612755,92,86,2020-08-18T00:41:16,5480000,23,11,left,MISS Harris 3' Driving Layup Blocked,"[202699, 1628369]",1610612755,PHI,1,Harris,T. Harris,,,,,,,0.0,Missed,2.55,,,,,,,,,,,,,,,,,1628369.0,Tatum
553,PT05M55.00S,2020-08-18T00:41:00Z,4,REGULAR,block,,,[],1628369,,,1610612755,92,86,2020-08-18T00:41:16,5490000,23,11,left, BLOCK ,[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT05M54.00S,2020-08-18T00:41:01Z,4,REGULAR,rebound,offensive,,['team'],0,,,1610612755,92,86,2020-08-18T00:41:16,5500000,23,11,left,76ers Rebound,[],1610612755,PHI,0,,,,,,,,,,,,0.0,0.0,0.0,552.0,,,,,,,,,,,,,,
555,PT05M53.00S,2020-08-18T00:41:09Z,4,REGULAR,stoppage,outofbounds,,[],0,,,1610612755,92,86,0001-01-01T00:00:00,5510000,0,-80,,,[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT05M53.00S,2020-08-18T00:41:10Z,4,REGULAR,substitution,out,,[],201143,,,1610612755,92,86,0001-01-01T00:00:00,5520000,0,-80,,SUB: Embiid FOR Horford,[201143],1610612755,PHI,0,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT05M48.00S,2020-08-18T00:41:36Z,4,REGULAR,3pt,jumpshot,pullup,['2ndchance'],202699,24.13,12.32,1610612755,92,86,2020-08-18T00:42:44,5540000,188,174,left,MISS Harris 26' 3PT Pullup Jump Shot,[202699],1610612755,PHI,1,Harris,T. Harris,,,,,,,0.0,Missed,25.62,,,,,,,,,,,,,,,,,,
559,PT05M46.00S,2020-08-18T00:41:38Z,4,REGULAR,rebound,offensive,,[],203954,,,1610612755,92,86,2020-08-18T00:41:44,5550000,188,174,left,Embiid REBOUND (Off:3 Def:9),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,12.0,9.0,3.0,558.0,,,,,,,,,,,,,,
560,PT05M46.00S,2020-08-18T00:41:42Z,4,REGULAR,foul,personal,shooting,['2freethrow'],1628369,,,1610612755,92,86,2020-08-18T00:41:52,5560000,11,5,left,Tatum S.FOUL (P2.T2),"[1628369, 203954]",1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,Embiid,203954.0,2.0,0.0,2003.0,,
562,PT05M46.00S,2020-08-18T00:42:03Z,4,REGULAR,freethrow,1of2,,['2ndchance'],203954,,,1610612755,92,87,0001-01-01T00:00:00,5580000,250,-52,left,Embiid Free Throw 1 of 2 (23 PTS),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,23.0,Made,,,,,,,,,,,,,,,,,,,
563,PT05M46.00S,2020-08-18T00:42:04Z,4,REGULAR,substitution,out,,[],1629684,,,1610612755,92,87,0001-01-01T00:00:00,5590000,0,-80,,SUB: Walker FOR Williams,[1629684],1610612738,BOS,0,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT05M46.00S,2020-08-18T00:42:04Z,4,REGULAR,substitution,out,,[],203935,,,1610612755,92,87,0001-01-01T00:00:00,5600000,0,-80,,SUB: Theis FOR Smart,[203935],1610612738,BOS,0,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT05M46.00S,2020-08-18T00:42:04Z,4,REGULAR,substitution,out,,[],1629003,,,1610612755,92,87,0001-01-01T00:00:00,5610000,0,-80,,SUB: Richardson FOR Milton,[1629003],1610612755,PHI,0,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT05M46.00S,2020-08-18T00:42:30Z,4,REGULAR,freethrow,2of2,,['2ndchance'],203954,,,1610612755,92,88,0001-01-01T00:00:00,5650000,250,-52,left,Embiid Free Throw 2 of 2 (24 PTS),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,24.0,Made,,,,,,,,,,,,,,,,,,,
570,PT05M31.00S,2020-08-18T00:42:47Z,4,REGULAR,2pt,layup,driving,['pointsinthepaint'],202330,93.64,48.35,1610612738,94,88,2020-08-18T00:42:50,5660000,-8,7,right,Hayward 1' Driving Layup (12 PTS),[202330],1610612738,BOS,1,Hayward,G. Hayward,,,,,,,12.0,Made,1.06,,,,,,,,,,,,,,,,,,
571,PT05M14.00S,2020-08-18T00:43:05Z,4,REGULAR,2pt,jumpshot,stepback,[],202692,21.9,31.2,1610612755,94,90,2020-08-18T00:43:11,5670000,94,153,left,Burks 18' Step Back Jump Shot (14 PTS),[202692],1610612755,PHI,1,Burks,A. Burks,,,,,,,14.0,Made,17.96,,,,,,,,,,,,,,,,,,
572,PT05M14.00S,2020-08-18T00:43:09Z,4,REGULAR,foul,personal,shooting,['1freethrow'],1628464,,,1610612755,94,90,2020-08-18T00:43:18,5680000,94,153,left,Theis S.FOUL (P4.T3),"[1628464, 202692]",1610612738,BOS,0,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,Burks,202692.0,4.0,0.0,1151.0,,
574,PT05M14.00S,2020-08-18T00:43:40Z,4,REGULAR,freethrow,1of1,,[],202692,,,1610612755,94,91,2020-08-18T00:43:47,5700000,250,-52,left,Burks Free Throw 1 of 1 (15 PTS),[202692],1610612755,PHI,0,Burks,A. Burks,,,,,,,15.0,Made,,,,,,,,,,,,,,,,,,,
575,PT04M52.00S,2020-08-18T00:44:04Z,4,REGULAR,2pt,jumpshot,stepback,[],202689,77.22,30.71,1610612738,96,91,2020-08-18T00:44:09,5710000,-96,162,right,Walker 19' Step Back Jump Shot (13 PTS) (Theis 3 AST),"[202689, 1628464]",1610612738,BOS,1,Walker,K. Walker,,,,,,,13.0,Made,18.83,,,,,,Theis,1628464.0,3.0,,,,,,,,,,
