actionNumber,clock,timeActual,period,periodType,actionType,subType,descriptor,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,side,description,personIdsFilter,teamId,teamTricode,isFieldGoal,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,jumpBallRecoveredName,jumpBallRecoveredPersonId,pointsTotal,shotResult,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotActionNumber,turnoverTotal,assistPlayerName,assistPersonId,assistTotal,stealPlayerName,stealPersonId,stealTotal,foulDrawnPlayerName,foulDrawnPersonId,foulPersonalTotal,foulTechnicalTotal,officialId,blockPersonId,blockPlayerName
2,PT12M00.00S,2020-08-17T22:42:26Z,1,REGULAR,period,start,,[],0,,,0,0,0,0001-01-01T00:00:00,20000,0,-80,,Start of 1st Period (6:43 PM EST),[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2020-08-17T22:42:29Z,1,REGULAR,jumpball,recovered,startperiod,[],202699,,,1610612755,0,0,0001-01-01T00:00:00,40000,0,-80,,Jump Ball Theis vs. Embiid: Tip to Harris,"[202699, 1628464, 203954]",0,,0,Harris,T. Harris,Embiid,203954.0,Theis,1628464.0,Harris,202699.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2020-08-17T22:42:47Z,1,REGULAR,2pt,hook,driving,['pointsinthepaint'],203954,84.44,48.84,1610612755,0,2,2020-08-17T22:42:52,70000,-6,94,right,Embiid 9' Driving Hook Shot (2 PTS),[203954],1610612755,PHI,1,Embiid,J. Embiid,,,,,,,2.0,Made,9.42,,,,,,,,,,,,,,,,,,
8,PT11M27.00S,2020-08-17T22:42:58Z,1,REGULAR,3pt,jumpshot,,[],1628464,31.49,65.76,1610612738,0,2,2020-08-17T22:43:05,80000,-79,244,left,MISS Theis 26' 3PT Jump Shot,[1628464],1610612738,BOS,1,Theis,D. Theis,,,,,,,0.0,Missed,25.65,,,,,,,,,,,,,,,,,,
9,PT11M26.00S,2020-08-17T22:42:59Z,1,REGULAR,rebound,defensive,,['team'],0,,,1610612755,0,2,2020-08-17T22:43:05,90000,-79,244,left,76ers Rebound,[],1610612755,PHI,0,,,,,,,,,,,,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,
10,PT11M26.00S,2020-08-17T22:43:03Z,1,REGULAR,stoppage,outofbounds,,[],0,,,1610612755,0,2,0001-01-01T00:00:00,100000,0,-80,,,[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,PT11M12.00S,2020-08-17T22:43:19Z,1,REGULAR,turnover,outofbounds,badpass,[],201143,,,1610612755,0,2,2020-08-17T22:43:30,110000,25,168,right,Horford Out of Bounds - Bad Pass Turnover Turnover (P1.T1),[201143],1610612755,PHI,0,Horford,A. Horford,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
12,PT11M00.00S,2020-08-17T22:43:37Z,1,REGULAR,3pt,jumpshot,pullup,['fromturnover'],202689,33.98,52.27,1610612738,0,2,2020-08-17T22:43:48,120000,-11,267,left,MISS Walker 27' 3PT Pullup Jump Shot,[202689],1610612738,BOS,1,Walker,K. Walker,,,,,,,0.0,Missed,26.72,,,,,,,,,,,,,,,,,,
13,PT10M56.00S,2020-08-17T22:43:41Z,1,REGULAR,rebound,defensive,,[],202699,,,1610612755,0,2,2020-08-17T22:43:48,130000,-11,267,left,Harris REBOUND (Off:0 Def:1),[202699],1610612755,PHI,0,Harris,T. Harris,,,,,,,,,,1.0,1.0,0.0,12.0,,,,,,,,,,,,,,
14,PT10M49.00S,2020-08-17T22:43:48Z,1,REGULAR,2pt,jumpshot,turnaround,['pointsinthepaint'],202699,84.44,42.72,1610612755,0,4,2020-08-17T22:43:54,140000,-36,94,right,Harris 10' Turnaround Jump Shot (2 PTS),[202699],1610612755,PHI,1,Harris,T. Harris,,,,,,,2.0,Made,10.07,,,,,,,,,,,,,,,,,,
15,PT10M36.00S,2020-08-17T22:44:01Z,1,REGULAR,2pt,jumpshot,,[],1628369,6.13,15.76,1610612738,2,4,2020-08-17T22:44:06,150000,171,5,left,Tatum 17' Jump Shot (2 PTS) (Theis 1 AST),"[1628369, 1628464]",1610612738,BOS,1,Tatum,J. Tatum,,,,,,,2.0,Made,17.11,,,,,,Theis,1628464.0,1.0,,,,,,,,,,
17,PT10M14.00S,2020-08-17T22:44:23Z,1,REGULAR,2pt,dunk,cutting,['pointsinthepaint'],203954,92.59,51.29,1610612755,2,6,2020-08-17T22:44:28,170000,6,17,right,Embiid 2' Cutting Dunk Shot (4 PTS) (Horford 1 AST),"[203954, 201143]",1610612755,PHI,1,Embiid,J. Embiid,,,,,,,4.0,Made,1.8,,,,,,Horford,201143.0,1.0,,,,,,,,,,
19,PT10M06.00S,2020-08-17T22:44:31Z,1,REGULAR,3pt,jumpshot,pullup,[],1627759,23.08,9.87,1610612738,5,6,2020-08-17T22:44:40,190000,201,164,left,Brown 26' 3PT Pullup Jump Shot (3 PTS) (Walker 1 AST),"[1627759, 202689]",1610612738,BOS,1,Brown,J. Brown,,,,,,,3.0,Made,25.94,,,,,,Walker,202689.0,1.0,,,,,,,,,,
21,PT09M51.00S,2020-08-17T22:44:45Z,1,REGULAR,turnover,lostball,,[],1629003,,,1610612755,5,6,2020-08-17T22:44:50,210000,-121,102,right,Milton Lost Ball Turnover (P1.T2) Stolen,"[1629003, 1627759]",1610612755,PHI,0,Milton,S. Milton,,,,,,,,,,,,,,1.0,,,,Brown,1627759.0,1.0,,,,,,,
22,PT09M51.00S,2020-08-17T22:44:45Z,1,REGULAR,steal,,,[],1627759,,,1610612738,9,6,2020-08-17T22:47:01,220000,-121,102,right, STEAL ,[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PT09M47.00S,2020-08-17T22:44:50Z,1,REGULAR,2pt,layup,running,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202330,7.57,47.37,1610612738,5,6,2020-08-17T22:44:57,230000,13,19,left,MISS Hayward 2' Running Layup,[202330],1610612738,BOS,1,Hayward,G. Hayward,,,,,,,0.0,Missed,2.3,,,,,,,,,,,,,,,,,,
24,PT09M46.00S,2020-08-17T22:44:51Z,1,REGULAR,rebound,offensive,,[],1628369,,,1610612738,5,6,2020-08-17T22:45:19,240000,13,19,left,Tatum REBOUND (Off:1 Def:0),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,1.0,0.0,1.0,23.0,,,,,,,,,,,,,,
35,PT09M45.00S,2020-08-17T22:44:52Z,1,REGULAR,2pt,layup,putback,"['fastbreak', 'pointsinthepaint', 'fromturnover', '2ndchance']",1628369,6.39,51.54,1610612738,5,6,2020-08-17T22:47:10,245000,-8,8,left,MISS Tatum 1' Putback Layup,[1628369],1610612738,BOS,1,Tatum,J. Tatum,,,,,,,0.0,Missed,1.13,,,,,,,,,,,,,,,,,,
36,PT09M44.00S,2020-08-17T22:44:53Z,1,REGULAR,rebound,offensive,,[],1627759,,,1610612738,5,6,0001-01-01T00:00:00,247500,-8,8,left,Brown REBOUND (Off:1 Def:0),[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,1.0,0.0,1.0,35.0,,,,,,,,,,,,,,
25,PT09M43.00S,2020-08-17T22:44:54Z,1,REGULAR,2pt,layup,tip,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627759,7.44,46.64,1610612738,7,6,2020-08-17T22:47:15,250000,17,17,left,Brown 2' Tip Layup Shot (5 PTS),[1627759],1610612738,BOS,1,Brown,J. Brown,,,,,,,5.0,Made,2.4,,,,,,,,,,,,,,,,,,
26,PT09M29.00S,2020-08-17T22:45:18Z,1,REGULAR,foul,personal,,[],1628369,,,1610612755,7,6,2020-08-17T22:45:47,260000,-235,202,right,Tatum P.FOUL (P1.T1),"[1628369, 1626196]",1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,Richardson,1626196.0,1.0,0.0,2003.0,,
28,PT09M23.00S,2020-08-17T22:45:32Z,1,REGULAR,2pt,jumpshot,pullup,[],1626196,75.38,49.09,1610612755,7,6,2020-08-17T22:45:52,280000,-5,179,right,MISS Richardson 18' Pullup Jump Shot,[1626196],1610612755,PHI,1,Richardson,J. Richardson,,,,,,,0.0,Missed,17.91,,,,,,,,,,,,,,,,,,
29,PT09M21.00S,2020-08-17T22:45:35Z,1,REGULAR,rebound,defensive,,[],1628369,,,1610612738,7,6,0001-01-01T00:00:00,290000,-5,179,right,Tatum REBOUND (Off:1 Def:1),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,2.0,1.0,1.0,28.0,,,,,,,,,,,,,,
30,PT09M14.00S,2020-08-17T22:45:41Z,1,REGULAR,3pt,jumpshot,,[],1627759,29.52,78.5,1610612738,7,6,2020-08-17T22:45:53,300000,-142,225,left,MISS Brown 27' 3PT Jump Shot,[1627759],1610612738,BOS,1,Brown,J. Brown,,,,,,,0.0,Missed,26.61,,,,,,,,,,,,,,,,,,
31,PT09M10.00S,2020-08-17T22:45:45Z,1,REGULAR,rebound,defensive,,[],1626196,,,1610612755,7,6,2020-08-17T22:45:53,310000,-142,225,left,Richardson REBOUND (Off:0 Def:1),[1626196],1610612755,PHI,0,Richardson,J. Richardson,,,,,,,,,,1.0,1.0,0.0,30.0,,,,,,,,,,,,,,
32,PT09M09.00S,2020-08-17T22:45:51Z,1,REGULAR,foul,personal,,[],1627759,,,1610612755,7,6,2020-08-17T22:46:27,320000,-57,94,right,Brown P.FOUL (P1.T2),"[1627759, 201143]",1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,Horford,201143.0,1.0,0.0,2534.0,,
34,PT09M00.00S,2020-08-17T22:46:22Z,1,REGULAR,turnover,badpass,,[],203954,,,1610612755,7,6,2020-08-17T22:46:29,340000,-31,32,right,Embiid Bad Pass Turnover (P1.T3) Stolen,"[203954, 1628464]",1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,,,,,1.0,,,,Theis,1628464.0,1.0,,,,,,,
37,PT09M00.00S,2020-08-17T22:46:22Z,1,REGULAR,steal,,,[],1628464,,,1610612738,7,6,0001-01-01T00:00:00,350000,-31,32,right, STEAL ,[1628464],1610612738,BOS,0,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT08M54.00S,2020-08-17T22:46:28Z,1,REGULAR,2pt,layup,runningfingerroll,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202689,5.21,52.03,1610612738,9,6,2020-08-17T22:46:36,360000,-10,-4,left,Walker 1' Running Finger Roll Layup (2 PTS),[202689],1610612738,BOS,1,Walker,K. Walker,,,,,,,2.0,Made,1.08,,,,,,,,,,,,,,,,,,
39,PT08M35.00S,2020-08-17T22:46:51Z,1,REGULAR,stoppage,outofbounds,,[],0,,,1610612755,9,6,0001-01-01T00:00:00,370000,0,-80,,,[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M31.00S,2020-08-17T22:47:14Z,1,REGULAR,2pt,layup,drivingreverse,['pointsinthepaint'],1626196,92.72,53.99,1610612755,9,8,2020-08-17T22:47:18,380000,20,16,right,Richardson 3' Driving Reverse Layup (2 PTS) (Milton 1 AST),"[1626196, 1629003]",1610612755,PHI,1,Richardson,J. Richardson,,,,,,,2.0,Made,2.56,,,,,,Milton,1629003.0,1.0,,,,,,,,,,
42,PT08M09.00S,2020-08-17T22:47:35Z,1,REGULAR,3pt,jumpshot,,[],1627759,28.33,80.22,1610612738,12,8,2020-08-17T22:47:39,400000,-151,214,left,Brown 26' 3PT Jump Shot (8 PTS) (Hayward 1 AST),"[1627759, 202330]",1610612738,BOS,1,Brown,J. Brown,,,,,,,8.0,Made,26.19,,,,,,Hayward,202330.0,1.0,,,,,,,,,,
44,PT07M52.00S,2020-08-17T22:47:56Z,1,REGULAR,foul,personal,,[],202689,,,1610612755,12,8,2020-08-17T22:48:03,420000,-138,189,right,Walker P.FOUL (P1.T3),"[202689, 1629003]",1610612738,BOS,0,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,Milton,1629003.0,1.0,0.0,2534.0,,
46,PT07M43.00S,2020-08-17T22:48:21Z,1,REGULAR,2pt,jumpshot,stepback,[],203954,81.55,29.48,1610612755,12,10,2020-08-17T22:48:28,440000,-103,121,right,Embiid 16' Step Back Jump Shot (6 PTS) (Milton 2 AST),"[203954, 1629003]",1610612755,PHI,1,Embiid,J. Embiid,,,,,,,6.0,Made,15.89,,,,,,Milton,1629003.0,2.0,,,,,,,,,,
48,PT07M19.00S,2020-08-17T22:48:44Z,1,REGULAR,2pt,dunk,cutting,['pointsinthepaint'],1628464,6.78,45.17,1610612738,14,10,2020-08-17T22:48:49,460000,24,11,left,Theis 3' Cutting Dunk Shot (2 PTS) (Walker 2 AST),"[1628464, 202689]",1610612738,BOS,1,Theis,D. Theis,,,,,,,2.0,Made,2.64,,,,,,Walker,202689.0,2.0,,,,,,,,,,
50,PT06M58.00S,2020-08-17T22:49:04Z,1,REGULAR,2pt,hook,drivingbank,['pointsinthepaint'],203954,93.51,52.77,1610612755,14,12,2020-08-17T22:49:12,480000,14,9,right,Embiid 2' Driving Bank Hook Shot (8 PTS) (Harris 1 AST),"[203954, 202699]",1610612755,PHI,1,Embiid,J. Embiid,,,,,,,8.0,Made,1.66,,,,,,Harris,202699.0,1.0,,,,,,,,,,
52,PT06M47.00S,2020-08-17T22:49:17Z,1,REGULAR,3pt,jumpshot,pullup,[],202689,31.75,63.79,1610612738,14,12,2020-08-17T22:49:20,500000,-69,246,left,MISS Walker 26' 3PT Pullup Jump Shot,[202689],1610612738,BOS,1,Walker,K. Walker,,,,,,,0.0,Missed,25.55,,,,,,,,,,,,,,,,,,
53,PT06M44.00S,2020-08-17T22:49:19Z,1,REGULAR,rebound,defensive,,[],1626196,,,1610612755,14,12,0001-01-01T00:00:00,510000,-69,246,left,Richardson REBOUND (Off:0 Def:2),[1626196],1610612755,PHI,0,Richardson,J. Richardson,,,,,,,,,,2.0,2.0,0.0,52.0,,,,,,,,,,,,,,
54,PT06M28.00S,2020-08-17T22:49:34Z,1,REGULAR,2pt,jumpshot,turnaroundfadeaway,['pointsinthepaint'],202699,81.03,42.72,1610612755,14,14,2020-08-17T22:49:40,520000,-36,126,right,Harris 13' Turnaround Fadeaway (4 PTS),[202699],1610612755,PHI,1,Harris,T. Harris,,,,,,,4.0,Made,13.1,,,,,,,,,,,,,,,,,,
55,PT06M28.00S,2020-08-17T22:49:42Z,1,REGULAR,timeout,full,,"['team', 'mandatory']",0,,,1610612738,14,14,0001-01-01T00:00:00,530000,0,-80,,CELTICS Timeout: Regular (Full 1 Short 0),[],1610612738,BOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M28.00S,2020-08-17T22:52:16Z,1,REGULAR,substitution,out,,[],201143,,,1610612738,14,14,0001-01-01T00:00:00,540000,0,-80,,SUB: Thybulle FOR Horford,[201143],1610612755,PHI,0,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M12.00S,2020-08-17T22:53:32Z,1,REGULAR,3pt,jumpshot,,[],1628464,34.12,48.84,1610612738,14,14,2020-08-17T22:53:37,560000,6,268,left,MISS Theis 27' 3PT Jump Shot,[1628464],1610612738,BOS,1,Theis,D. Theis,,,,,,,0.0,Missed,26.81,,,,,,,,,,,,,,,,,,
59,PT06M09.00S,2020-08-17T22:53:35Z,1,REGULAR,rebound,defensive,,[],1626196,,,1610612755,14,14,2020-08-17T22:53:37,570000,6,268,left,Richardson REBOUND (Off:0 Def:3),[1626196],1610612755,PHI,0,Richardson,J. Richardson,,,,,,,,,,3.0,3.0,0.0,58.0,,,,,,,,,,,,,,
60,PT05M59.00S,2020-08-17T22:53:45Z,1,REGULAR,turnover,badpass,,[],203954,,,1610612755,14,14,2020-08-17T22:53:50,580000,68,74,right,Embiid Bad Pass Turnover (P2.T4) Stolen,"[203954, 202330]",1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,,,,,2.0,,,,Hayward,202330.0,1.0,,,,,,,
61,PT05M59.00S,2020-08-17T22:53:45Z,1,REGULAR,steal,,,[],202330,,,1610612738,14,14,0001-01-01T00:00:00,590000,68,74,right, STEAL ,[202330],1610612738,BOS,0,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT05M51.00S,2020-08-17T22:53:53Z,1,REGULAR,3pt,jumpshot,pullup,['fromturnover'],1628369,25.18,82.18,1610612738,14,14,2020-08-17T22:53:57,600000,-161,184,left,MISS Tatum 24' 3PT Pullup Jump Shot Blocked,"[1628369, 1629680]",1610612738,BOS,1,Tatum,J. Tatum,,,,,,,0.0,Missed,24.45,,,,,,,,,,,,,,,,,1629680.0,Thybulle
63,PT05M51.00S,2020-08-17T22:53:53Z,1,REGULAR,block,,,[],1629680,,,1610612738,14,14,0001-01-01T00:00:00,610000,-161,184,left, BLOCK ,[1629680],1610612755,PHI,0,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M49.00S,2020-08-17T22:53:55Z,1,REGULAR,rebound,defensive,,[],203954,,,1610612755,14,14,2020-08-17T22:54:04,620000,-161,184,left,Embiid REBOUND (Off:0 Def:1),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,1.0,1.0,0.0,62.0,,,,,,,,,,,,,,
65,PT05M36.00S,2020-08-17T22:54:11Z,1,REGULAR,turnover,traveling,,[],203954,,,1610612755,14,14,2020-08-17T22:54:18,630000,47,6,right,Embiid Traveling Turnover (P3.T5),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
66,PT05M36.00S,2020-08-17T22:54:16Z,1,REGULAR,substitution,out,,[],1628369,,,1610612738,14,14,0001-01-01T00:00:00,640000,0,-80,,SUB: Smart FOR Tatum,[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M18.00S,2020-08-17T22:54:52Z,1,REGULAR,2pt,jumpshot,floating,['fromturnover'],202330,6.26,66.98,1610612738,16,14,2020-08-17T22:54:57,660000,-85,6,left,Hayward 9' Floating Jump Shot (2 PTS) (Walker 3 AST),"[202330, 202689]",1610612738,BOS,1,Hayward,G. Hayward,,,,,,,2.0,Made,8.52,,,,,,Walker,202689.0,3.0,,,,,,,,,,
70,PT04M52.00S,2020-08-17T22:55:18Z,1,REGULAR,3pt,jumpshot,stepback,[],203954,71.96,78.01,1610612755,16,17,2020-08-17T22:55:24,680000,140,211,right,Embiid 25' 3PT Step Back Jump Shot (11 PTS) (Richardson 1 AST),"[203954, 1626196]",1610612755,PHI,1,Embiid,J. Embiid,,,,,,,11.0,Made,25.32,,,,,,Richardson,1626196.0,1.0,,,,,,,,,,
72,PT04M35.00S,2020-08-17T22:55:35Z,1,REGULAR,2pt,jumpshot,stepback,[],202689,17.82,69.43,1610612738,16,17,2020-08-17T22:55:42,700000,-97,115,left,MISS Walker 15' Step Back Jump Shot,[202689],1610612738,BOS,1,Walker,K. Walker,,,,,,,0.0,Missed,15.04,,,,,,,,,,,,,,,,,,
73,PT04M30.00S,2020-08-17T22:55:40Z,1,REGULAR,rebound,defensive,,[],203954,,,1610612755,16,17,2020-08-17T22:55:42,710000,-97,115,left,Embiid REBOUND (Off:0 Def:2),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,2.0,2.0,0.0,72.0,,,,,,,,,,,,,,
74,PT04M21.00S,2020-08-17T22:55:50Z,1,REGULAR,turnover,badpass,,[],202699,,,1610612755,16,17,2020-08-17T22:55:55,720000,42,11,right,Harris Bad Pass Turnover (P1.T6) Stolen,"[202699, 202330]",1610612755,PHI,0,Harris,T. Harris,,,,,,,,,,,,,,1.0,,,,Hayward,202330.0,2.0,,,,,,,
75,PT04M21.00S,2020-08-17T22:55:50Z,1,REGULAR,steal,,,[],202330,,,1610612738,16,17,0001-01-01T00:00:00,730000,42,11,right, STEAL ,[202330],1610612738,BOS,0,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M12.00S,2020-08-17T22:55:58Z,1,REGULAR,3pt,jumpshot,,['fromturnover'],1628464,29.12,75.31,1610612738,19,17,2020-08-17T22:56:10,740000,-127,221,left,Theis 25' 3PT Jump Shot (5 PTS) (Hayward 2 AST),"[1628464, 202330]",1610612738,BOS,1,Theis,D. Theis,,,,,,,5.0,Made,25.49,,,,,,Hayward,202330.0,2.0,,,,,,,,,,
78,PT04M10.00S,2020-08-17T22:56:08Z,1,REGULAR,timeout,full,,"['team', 'mandatory']",0,,,1610612755,19,17,0001-01-01T00:00:00,760000,0,-80,,76ers Timeout: Regular (Reg.1 Short 0),[],1610612755,PHI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M10.00S,2020-08-17T22:58:43Z,1,REGULAR,substitution,out,,[],202330,,,1610612755,19,17,0001-01-01T00:00:00,770000,0,-80,,SUB: Kanter FOR Hayward,[202330],1610612738,BOS,0,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M10.00S,2020-08-17T22:58:43Z,1,REGULAR,substitution,out,,[],1628464,,,1610612755,19,17,0001-01-01T00:00:00,780000,0,-80,,SUB: Tatum FOR Theis,[1628464],1610612738,BOS,0,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M10.00S,2020-08-17T22:58:43Z,1,REGULAR,substitution,out,,[],1629003,,,1610612755,19,17,0001-01-01T00:00:00,790000,0,-80,,SUB: Burks FOR Milton,[1629003],1610612755,PHI,0,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT03M52.00S,2020-08-17T22:59:54Z,1,REGULAR,3pt,jumpshot,,[],202692,79.85,91.74,1610612755,19,20,2020-08-17T23:00:01,830000,209,137,right,Burks 25' 3PT Jump Shot (3 PTS) (Harris 2 AST),"[202692, 202699]",1610612755,PHI,1,Burks,A. Burks,,,,,,,3.0,Made,24.99,,,,,,Harris,202699.0,2.0,,,,,,,,,,
87,PT03M36.00S,2020-08-17T23:00:11Z,1,REGULAR,2pt,hook,,['pointsinthepaint'],202683,6.92,58.16,1610612738,19,20,2020-08-17T23:00:14,850000,-41,13,left,MISS Kanter 4' Hook Shot,[202683],1610612738,BOS,1,Kanter,E. Kanter,,,,,,,0.0,Missed,4.3,,,,,,,,,,,,,,,,,,
88,PT03M33.00S,2020-08-17T23:00:14Z,1,REGULAR,rebound,defensive,,[],203954,,,1610612755,19,20,2020-08-17T23:00:14,860000,-41,13,left,Embiid REBOUND (Off:0 Def:3),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,3.0,3.0,0.0,87.0,,,,,,,,,,,,,,
89,PT03M23.00S,2020-08-17T23:00:23Z,1,REGULAR,2pt,jumpshot,pullupbank,['pointsinthepaint'],202699,91.8,60.61,1610612755,19,20,2020-08-17T23:00:31,870000,53,25,right,MISS Harris 6' Pullup Jump Shot,[202699],1610612755,PHI,1,Harris,T. Harris,,,,,,,0.0,Missed,5.86,,,,,,,,,,,,,,,,,,
90,PT03M21.00S,2020-08-17T23:00:25Z,1,REGULAR,rebound,defensive,,[],1627759,,,1610612738,19,20,2020-08-17T23:00:31,880000,53,25,right,Brown REBOUND (Off:1 Def:1),[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,2.0,1.0,1.0,89.0,,,,,,,,,,,,,,
91,PT03M15.00S,2020-08-17T23:00:31Z,1,REGULAR,2pt,layup,,['pointsinthepaint'],202683,7.31,45.9,1610612738,19,20,2020-08-17T23:00:36,890000,21,16,left,MISS Kanter 3' Layup,[202683],1610612738,BOS,1,Kanter,E. Kanter,,,,,,,0.0,Missed,2.64,,,,,,,,,,,,,,,,,,
92,PT03M12.00S,2020-08-17T23:00:34Z,1,REGULAR,rebound,defensive,,[],203954,,,1610612755,19,20,2020-08-17T23:00:36,900000,21,16,left,Embiid REBOUND (Off:0 Def:4),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,4.0,4.0,0.0,91.0,,,,,,,,,,,,,,
93,PT02M52.00S,2020-08-17T23:00:53Z,1,REGULAR,2pt,jumpshot,pullup,[],1626196,87.99,30.46,1610612755,19,20,2020-08-17T23:02:06,910000,-98,60,right,MISS Richardson 11' Pullup Jump Shot Blocked,"[1626196, 1628369]",1610612755,PHI,1,Richardson,J. Richardson,,,,,,,0.0,Missed,11.49,,,,,,,,,,,,,,,,,1628369.0,Tatum
94,PT02M52.00S,2020-08-17T23:00:53Z,1,REGULAR,block,,,[],1628369,,,1610612755,19,20,0001-01-01T00:00:00,920000,-98,60,right, BLOCK ,[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT02M51.00S,2020-08-17T23:00:54Z,1,REGULAR,rebound,offensive,,[],1629680,,,1610612755,19,20,2020-08-17T23:01:22,930000,-98,60,right,Thybulle REBOUND (Off:1 Def:0),[1629680],1610612755,PHI,0,Thybulle,M. Thybulle,,,,,,,,,,1.0,0.0,1.0,93.0,,,,,,,,,,,,,,
96,PT02M47.00S,2020-08-17T23:00:59Z,1,REGULAR,3pt,jumpshot,,['2ndchance'],1626196,78.66,9.14,1610612755,19,20,2020-08-17T23:01:04,940000,-204,148,right,MISS Richardson 25' 3PT Jump Shot,[1626196],1610612755,PHI,1,Richardson,J. Richardson,,,,,,,0.0,Missed,25.2,,,,,,,,,,,,,,,,,,
97,PT02M46.00S,2020-08-17T23:01:00Z,1,REGULAR,rebound,offensive,,[],202699,,,1610612755,19,20,2020-08-17T23:01:29,950000,-204,148,right,Harris REBOUND (Off:1 Def:1),[202699],1610612755,PHI,0,Harris,T. Harris,,,,,,,,,,2.0,1.0,1.0,96.0,,,,,,,,,,,,,,
98,PT02M44.00S,2020-08-17T23:01:06Z,1,REGULAR,3pt,jumpshot,,['2ndchance'],1629680,66.44,26.05,1610612755,19,23,2020-08-17T23:02:32,960000,-120,263,right,Thybulle 29' 3PT Jump Shot (3 PTS) (Harris 3 AST),"[1629680, 202699]",1610612755,PHI,1,Thybulle,M. Thybulle,,,,,,,3.0,Made,28.91,,,,,,Harris,202699.0,3.0,,,,,,,,,,
100,PT02M27.00S,2020-08-17T23:01:22Z,1,REGULAR,foul,personal,,[],1629680,,,1610612738,19,23,2020-08-17T23:01:31,980000,6,156,left,Thybulle P.FOUL (P1.T1),"[1629680, 1628369]",1610612755,PHI,0,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,Tatum,1628369.0,1.0,0.0,1151.0,,
102,PT02M27.00S,2020-08-17T23:01:30Z,1,REGULAR,substitution,out,,[],202689,,,1610612738,19,23,0001-01-01T00:00:00,1000000,0,-80,,SUB: Wanamaker FOR Walker,[202689],1610612738,BOS,0,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M27.00S,2020-08-17T23:01:30Z,1,REGULAR,substitution,out,,[],202683,,,1610612738,19,23,0001-01-01T00:00:00,1010000,0,-80,,SUB: Williams III FOR Kanter,[202683],1610612738,BOS,0,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M27.00S,2020-08-17T23:01:30Z,1,REGULAR,substitution,out,,[],1626196,,,1610612738,19,23,0001-01-01T00:00:00,1020000,0,-80,,SUB: Scott FOR Richardson,[1626196],1610612755,PHI,0,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,
