actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
179,PT11M23.00S,2020-01-19T00:38:23.0Z,2,REGULAR,3pt,jumpshot,[],1629750,12.697109067017081,4.235600490196079,1610612738,23,26,2020-01-19T00:38:27Z,1760000,229.0,67.0,1,left,J. Green 24' 3PT  (4 PTS) (T. Waters 1 AST),"[1629750, 1629682]",1610612738.0,BOS,,,,Green,J. Green,,,,,24.0,Made,4.0,,,,,,,,,T. Waters,1629682.0,1.0,,,,,,,
181,PT11M03.00S,2020-01-19T00:38:43.2Z,2,REGULAR,2pt,jumpshot,[],201937,94.56307490144546,9.38265931372549,1610612756,23,26,2020-01-19T00:38:50Z,1780000,-203.0,-1.0,1,right,MISS R. Rubio 20' jumpshot,[201937],1610612756.0,PHX,pullup,,,Rubio,R. Rubio,,,,,20.31,Missed,,,,,,,,,,,,,,,,,,,
182,PT10M59.00S,2020-01-19T00:38:47.2Z,2,REGULAR,rebound,defensive,[],1629750,,,1610612738,23,26,2020-01-19T00:38:50Z,1790000,,,0,,J. Green REBOUND (Off:1 Def:2),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,181.0,3.0,2.0,1.0,,,,,,,,,,,,,,
183,PT10M49.00S,2020-01-19T00:38:57.3Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1629750,9.543363994743759,41.24540441176471,1610612738,23,26,2020-01-19T00:39:02Z,1800000,44.0,37.0,1,left,MISS J. Green 6' layup Blocked,"[1629750, 1629660]",1610612738.0,BOS,driving,,,Green,J. Green,,,,,6.12,Missed,,,,,,,,,,,,,Jerome,1629660.0,,,,,
184,PT10M49.00S,2020-01-19T00:38:57.3Z,2,REGULAR,block,,[],1629660,,,1610612738,23,26,2020-01-19T00:38:59Z,1810000,,,0,,T. Jerome BLOCK (1 BLK),[1629660],1610612756.0,PHX,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT10M47.00S,2020-01-19T00:38:59.3Z,2,REGULAR,rebound,defensive,[],203382,,,1610612756,23,26,2020-01-19T00:39:02Z,1820000,,,0,,A. Baynes REBOUND (Off:0 Def:1),[203382],1610612756.0,PHX,,,,Baynes,A. Baynes,,,,,,,,183.0,1.0,1.0,0.0,,,,,,,,,,,,,,
186,PT10M41.00S,2020-01-19T00:39:05.4Z,2,REGULAR,3pt,jumpshot,[],201937,91.67214191852825,3.5003063725490198,1610612756,23,26,2020-01-19T00:46:09Z,1830000,-232.0,26.0,1,right,MISS R. Rubio 23' 3PT,[201937],1610612756.0,PHX,stepback,,,Rubio,R. Rubio,,,,,23.46,Missed,,,,,,,,,,,,,,,,,,,
187,PT10M39.00S,2020-01-19T00:39:07.4Z,2,REGULAR,rebound,defensive,[],1629682,,,1610612738,23,26,2020-01-19T00:39:10Z,1840000,,,0,,T. Waters REBOUND (Off:0 Def:3),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,186.0,3.0,3.0,0.0,,,,,,,,,,,,,,
188,PT10M34.00S,2020-01-19T00:39:14.9Z,2,REGULAR,foul,personal,['2freethrow'],1628969,,,1610612738,23,26,2020-01-19T00:39:22Z,1850000,,,0,,M. Bridges FOUL personal (2 PF) (Green 2freethrow),"[1628969, 1629750]",1610612756.0,PHX,shooting,,,Bridges,M. Bridges,,,,,,,,,,,,,,,1626302.0,,,,,,2.0,0.0,Green,1629750.0,
190,PT10M34.00S,2020-01-19T00:39:42.2Z,2,REGULAR,freethrow,1of2,['fastbreak'],1629750,,,1610612738,24,26,2020-01-19T00:39:42Z,1870000,,,0,,J. Green freethrow 1of2 (5 PTS),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
191,PT10M34.00S,2020-01-19T00:40:00.6Z,2,REGULAR,freethrow,2of2,['fastbreak'],1629750,,,1610612738,25,26,2020-01-19T00:40:00Z,1880000,,,0,,J. Green freethrow 2of2 (6 PTS),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
192,PT10M23.00S,2020-01-19T00:40:14.1Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628969,93.51182654402102,55.70618872549019,1610612756,25,26,2020-01-19T00:40:26Z,1890000,29.0,8.0,1,right,MISS M. Bridges layup Blocked,"[1628969, 1628464]",1610612756.0,PHX,drivingfingerroll,,,Bridges,M. Bridges,,,,,3.18,Missed,,,,,,,,,,,,,Theis,1628464.0,,,,,
193,PT10M23.00S,2020-01-19T00:40:14.1Z,2,REGULAR,block,,[],1628464,,,1610612756,25,26,2020-01-19T00:40:16Z,1900000,,,0,,D. Theis BLOCK (2 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT10M22.00S,2020-01-19T00:40:15.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,25,26,2020-01-19T00:40:26Z,1910000,,,0,,Team offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,192.0,,,,,,,,,,,,,,,,,
195,PT10M22.00S,2020-01-19T00:40:19.0Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612756,25,26,2020-01-19T00:40:19Z,1920000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT10M15.00S,2020-01-19T00:40:35.8Z,2,REGULAR,3pt,jumpshot,['2ndchance'],203382,72.35545335085413,76.78462009803921,1610612756,25,26,2020-01-19T00:40:42Z,1930000,134.0,207.0,1,right,MISS A. Baynes 25' 3PT,[203382],1610612756.0,PHX,,,,Baynes,A. Baynes,,,,,25.15,Missed,,,,,,,,,,,,,,,,,,,
197,PT10M13.00S,2020-01-19T00:40:37.8Z,2,REGULAR,rebound,defensive,[],1629750,,,1610612738,25,26,2020-01-19T00:40:42Z,1940000,,,0,,J. Green REBOUND (Off:1 Def:3),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,196.0,4.0,3.0,1.0,,,,,,,,,,,,,,
198,PT10M04.00S,2020-01-19T00:40:46.2Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628369,7.046649145860711,46.63756127450981,1610612738,25,26,2020-01-19T00:40:54Z,1950000,17.0,14.0,1,left,MISS J. Tatum layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.55,Missed,,,,,,,,,,,,,,,,,,,
199,PT10M02.00S,2020-01-19T00:40:48.2Z,2,REGULAR,rebound,defensive,[],203382,,,1610612756,25,26,2020-01-19T00:40:54Z,1960000,,,0,,A. Baynes REBOUND (Off:0 Def:2),[203382],1610612756.0,PHX,,,,Baynes,A. Baynes,,,,,,,,198.0,2.0,2.0,0.0,,,,,,,,,,,,,,
200,PT10M01.00S,2020-01-19T00:40:49.7Z,2,REGULAR,turnover,badpass,[],203382,,,1610612756,25,26,2020-01-19T00:40:57Z,1970000,,,0,,A. Baynes TURNOVER badpass (1 TOV) Stolen,"[203382, 1628369]",1610612756.0,PHX,,,,Baynes,A. Baynes,,,,,,,,,,,,1.0,Tatum,1628369.0,,,,,,,,,,,
201,PT10M01.00S,2020-01-19T00:40:49.7Z,2,REGULAR,steal,,[],1628369,,,1610612738,25,26,2020-01-19T00:40:51Z,1980000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M53.00S,2020-01-19T00:40:57.4Z,2,REGULAR,3pt,jumpshot,['fromturnover'],202954,30.436925098554536,71.8826593137255,1610612738,25,26,2020-01-19T00:41:04Z,1990000,-109.0,234.0,1,left,MISS B. Wanamaker 26' 3PT,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,26.29,Missed,,,,,,,,,,,,,,,,,,,
203,PT09M49.00S,2020-01-19T00:41:01.4Z,2,REGULAR,rebound,defensive,[],1628975,,,1610612756,25,26,2020-01-19T00:41:04Z,2000000,,,0,,J. Carter REBOUND (Off:0 Def:1),[1628975],1610612756.0,PHX,,,,Carter,J. Carter,,,,,,,,202.0,1.0,1.0,0.0,,,,,,,,,,,,,,
204,PT09M29.00S,2020-01-19T00:41:21.9Z,2,REGULAR,3pt,jumpshot,[],1628975,72.09264126149803,18.696384803921568,1610612756,25,29,2020-01-19T00:47:53Z,2010000,-157.0,210.0,1,right,J. Carter 27' 3PT  (3 PTS) (A. Baynes 1 AST),"[1628975, 203382]",1610612756.0,PHX,,,,Carter,J. Carter,,,,,26.62,Made,3.0,,,,,,,,,A. Baynes,203382.0,1.0,,,,,,,
206,PT09M14.00S,2020-01-19T00:41:38.0Z,2,REGULAR,foul,personal,['2freethrow'],1628975,,,1610612738,25,29,2020-01-19T00:41:46Z,2030000,,,0,,J. Carter FOUL personal (1 PF) (Waters 2freethrow),"[1628975, 1629682]",1610612756.0,PHX,shooting,,,Carter,J. Carter,,,,,,,,,,,,,,,101284.0,,,,,,1.0,0.0,Waters,1629682.0,
208,PT09M14.00S,2020-01-19T00:42:08.7Z,2,REGULAR,substitution,out,[],1629750,,,1610612738,25,29,2020-01-19T00:42:15Z,2050000,,,0,,substitution out Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M14.00S,2020-01-19T00:42:08.7Z,2,REGULAR,substitution,out,[],1629660,,,1610612738,25,29,2020-01-19T00:42:15Z,2060000,,,0,,substitution out Jerome,[1629660],1610612756.0,PHX,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M14.00S,2020-01-19T00:42:08.7Z,2,REGULAR,substitution,out,[],203382,,,1610612738,25,29,2020-01-19T00:42:15Z,2070000,,,0,,substitution out Baynes,[203382],1610612756.0,PHX,,,,Baynes,A. Baynes,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M14.00S,2020-01-19T00:42:08.7Z,2,REGULAR,substitution,in,[],202330,,,1610612738,25,29,2020-01-19T00:42:15Z,2080000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M14.00S,2020-01-19T00:42:08.7Z,2,REGULAR,substitution,in,[],1629028,,,1610612738,25,29,2020-01-19T00:42:15Z,2090000,,,0,,substitution in Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M14.00S,2020-01-19T00:42:08.7Z,2,REGULAR,substitution,in,[],203967,,,1610612738,25,29,2020-01-19T00:42:15Z,2100000,,,0,,substitution in Saric,[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M14.00S,2020-01-19T00:42:17.7Z,2,REGULAR,substitution,out,[],1628464,,,1610612738,25,29,2020-01-19T00:42:22Z,2110000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M14.00S,2020-01-19T00:42:17.7Z,2,REGULAR,substitution,in,[],202683,,,1610612738,25,29,2020-01-19T00:42:22Z,2120000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M14.00S,2020-01-19T00:42:39.2Z,2,REGULAR,freethrow,1of2,[],1629682,,,1610612738,26,29,2020-01-19T00:42:39Z,2130000,,,0,,T. Waters freethrow 1of2 (1 PTS),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
217,PT09M14.00S,2020-01-19T00:42:42.7Z,2,REGULAR,freethrow,2of2,[],1629682,,,1610612738,27,29,2020-01-19T00:42:42Z,2140000,,,0,,T. Waters freethrow 2of2 (2 PTS),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
218,PT09M04.00S,2020-01-19T00:42:48.4Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628969,94.30026281208936,49.333639705882355,1610612756,27,31,2020-01-19T00:42:56Z,2150000,-3.0,1.0,1,right,M. Bridges layup (4 PTS) (D. Saric 2 AST),"[1628969, 203967]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,0.74,Made,4.0,,,,,,,,,D. Saric,203967.0,2.0,,,,,,,
220,PT08M49.00S,2020-01-19T00:43:03.4Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628369,5.338370565045992,50.80422794117647,1610612738,29,31,2020-01-19T00:43:08Z,2170000,-4.0,-2.0,1,left,J. Tatum layup (6 PTS) (T. Waters 2 AST),"[1628369, 1629682]",1610612738.0,BOS,drivingfingerroll,,,Tatum,J. Tatum,,,,,0.51,Made,6.0,,,,,,,,,T. Waters,1629682.0,2.0,,,,,,,
222,PT08M30.00S,2020-01-19T00:43:26.8Z,2,REGULAR,turnover,3secviolation,[],203967,,,1610612756,29,31,2020-01-19T00:43:41Z,2190000,,,0,,D. Saric TURNOVER 3secviolation (1 TOV),[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,,,,,1.0,,,101284.0,,,,,,,,,,
223,PT08M12.00S,2020-01-19T00:43:55.2Z,2,REGULAR,turnover,lostball,[],1628369,,,1610612738,29,31,2020-01-19T00:43:59Z,2200000,,,0,,J. Tatum TURNOVER lostball (2 TOV) Stolen,"[1628369, 1628975]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,2.0,Carter,1628975.0,,,,,,,,,,,
224,PT08M12.00S,2020-01-19T00:43:55.2Z,2,REGULAR,steal,,[],1628975,,,1610612756,29,31,2020-01-19T00:43:56Z,2210000,,,0,,J. Carter STEAL (1 STL),[1628975],1610612756.0,PHX,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M06.00S,2020-01-19T00:44:01.8Z,2,REGULAR,3pt,jumpshot,"['fromturnover', 'fastbreak']",1628975,68.41327201051249,36.833639705882355,1610612756,29,34,2020-01-19T00:44:10Z,2220000,-66.0,244.0,1,right,J. Carter 26' 3PT  (6 PTS) (R. Rubio 2 AST),"[1628975, 201937]",1610612756.0,PHX,,,,Carter,J. Carter,,,,,25.84,Made,6.0,,,,,,,,,R. Rubio,201937.0,2.0,,,,,,,
227,PT07M45.00S,2020-01-19T00:44:25.2Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202330,6.57030223390276,41.78155637254902,1610612738,31,34,2020-01-19T00:44:30Z,2240000,41.0,9.0,1,left,G. Hayward layup (4 PTS),[202330],1610612738.0,BOS,driving,,,Hayward,G. Hayward,,,,,4.37,Made,4.0,,,,,,,,,,,,,,,,,,
228,PT07M45.00S,2020-01-19T00:44:29.8Z,2,REGULAR,foul,personal,['1freethrow'],1628975,,,1610612738,31,34,2020-01-19T00:44:50Z,2250000,,,0,,J. Carter FOUL personal (2 PF) (Hayward 1freethrow),"[1628975, 202330]",1610612756.0,PHX,shooting,,,Carter,J. Carter,,,,,,,,,,,,,,,1626302.0,,,,,,2.0,0.0,Hayward,202330.0,
230,PT07M45.00S,2020-01-19T00:44:47.2Z,2,REGULAR,substitution,out,[],1628969,,,1610612738,31,34,2020-01-19T00:44:49Z,2270000,,,0,,substitution out Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M45.00S,2020-01-19T00:44:47.2Z,2,REGULAR,substitution,in,[],1626164,,,1610612738,31,34,2020-01-19T00:44:49Z,2280000,,,0,,substitution in Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M45.00S,2020-01-19T00:44:53.7Z,2,REGULAR,freethrow,1of1,[],202330,,,1610612738,32,34,2020-01-19T00:44:53Z,2290000,,,0,,G. Hayward freethrow 1of1 (5 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
233,PT07M30.00S,2020-01-19T00:45:10.4Z,2,REGULAR,3pt,jumpshot,[],201937,86.94152431011827,96.14736519607843,1610612756,32,34,2020-01-19T00:45:21Z,2300000,231.0,70.0,1,right,MISS R. Rubio 24' 3PT,[201937],1610612756.0,PHX,,,,Rubio,R. Rubio,,,,,24.28,Missed,,,,,,,,,,,,,,,,,,,
234,PT07M28.00S,2020-01-19T00:45:12.4Z,2,REGULAR,rebound,offensive,[],1629028,,,1610612756,32,34,2020-01-19T00:45:21Z,2310000,,,0,,D. Ayton REBOUND (Off:2 Def:4),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,233.0,6.0,4.0,2.0,,,,,,,,,,,,,,
235,PT07M22.00S,2020-01-19T00:45:20.7Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1629028,93.51182654402102,52.51991421568627,1610612756,32,36,2020-01-19T00:45:26Z,2320000,13.0,8.0,1,right,D. Ayton layup (4 PTS) (D. Booker 3 AST),"[1629028, 1626164]",1610612756.0,PHX,cutting,,,Ayton,D. Ayton,,,,,1.88,Made,4.0,,,,,,,,,D. Booker,1626164.0,3.0,,,,,,,
237,PT07M22.00S,2020-01-19T00:45:23.3Z,2,REGULAR,foul,personal,['1freethrow'],202683,,,1610612756,32,36,2020-01-19T00:45:30Z,2340000,,,0,,E. Kanter FOUL personal (2 PF) (Ayton 1freethrow),"[202683, 1629028]",1610612738.0,BOS,shooting,,,Kanter,E. Kanter,,,,,,,,,,,,,,,1626302.0,,,,,,2.0,0.0,Ayton,1629028.0,
239,PT07M22.00S,2020-01-19T00:45:39.3Z,2,REGULAR,freethrow,1of1,['2ndchance'],1629028,,,1610612756,32,37,2020-01-19T00:45:39Z,2360000,,,0,,D. Ayton freethrow 1of1 (5 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
240,PT07M08.00S,2020-01-19T00:45:56.0Z,2,REGULAR,3pt,jumpshot,[],202330,27.677398160315374,80.95128676470588,1610612738,32,37,2020-01-19T00:50:03Z,2370000,-155.0,208.0,1,left,MISS G. Hayward 26' 3PT,[202330],1610612738.0,BOS,pullup,,,Hayward,G. Hayward,,,,,26.35,Missed,,,,,,,,,,,,,,,,,,,
241,PT07M06.00S,2020-01-19T00:45:58.0Z,2,REGULAR,rebound,defensive,[],1626164,,,1610612756,32,37,2020-01-19T00:46:01Z,2380000,,,0,,D. Booker REBOUND (Off:0 Def:3),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,240.0,3.0,3.0,0.0,,,,,,,,,,,,,,
242,PT06M53.00S,2020-01-19T00:46:10.6Z,2,REGULAR,2pt,jumpshot,[],1629028,87.25361366622865,75.82720588235294,1610612756,32,37,2020-01-19T00:46:21Z,2390000,129.0,67.0,1,right,MISS D. Ayton 15' jumpshot,[1629028],1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,14.82,Missed,,,,,,,,,,,,,,,,,,,
243,PT06M51.00S,2020-01-19T00:46:12.6Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,32,37,2020-01-19T00:46:21Z,2400000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,242.0,3.0,3.0,0.0,,,,,,,,,,,,,,
244,PT06M45.00S,2020-01-19T00:46:18.6Z,2,REGULAR,3pt,jumpshot,[],1628369,29.122864651773984,75.80422794117648,1610612738,32,37,2020-01-19T00:50:34Z,2410000,-129.0,221.0,1,left,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,26.09,Missed,,,,,,,,,,,,,,,,,,,
245,PT06M43.00S,2020-01-19T00:46:20.6Z,2,REGULAR,rebound,defensive,[],1626164,,,1610612756,32,37,2020-01-19T00:46:31Z,2420000,,,0,,D. Booker REBOUND (Off:0 Def:4),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,244.0,4.0,4.0,0.0,,,,,,,,,,,,,,
246,PT06M33.00S,2020-01-19T00:46:30.3Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1626164,84.57621550591328,52.029718137254896,1610612756,32,39,2020-01-19T00:46:41Z,2430000,10.0,92.0,1,right,D. Booker 10' jumpshot (13 PTS),[1626164],1610612756.0,PHX,drivingfloating,,,Booker,D. Booker,,,,,9.85,Made,13.0,,,,,,,,,,,,,,,,,,
247,PT06M33.00S,2020-01-19T00:46:34.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,32,39,2020-01-19T00:46:34Z,2440000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M33.00S,2020-01-19T00:49:00.0Z,2,REGULAR,substitution,out,[],1628369,,,1610612738,32,39,2020-01-19T00:49:22Z,2450000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M33.00S,2020-01-19T00:49:00.0Z,2,REGULAR,substitution,out,[],202683,,,1610612738,32,39,2020-01-19T00:49:22Z,2460000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M33.00S,2020-01-19T00:49:00.0Z,2,REGULAR,substitution,out,[],1629682,,,1610612738,32,39,2020-01-19T00:49:22Z,2470000,,,0,,substitution out Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M33.00S,2020-01-19T00:49:00.0Z,2,REGULAR,substitution,in,[],1628464,,,1610612738,32,39,2020-01-19T00:49:22Z,2480000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M33.00S,2020-01-19T00:49:00.0Z,2,REGULAR,substitution,in,[],203935,,,1610612738,32,39,2020-01-19T00:49:22Z,2490000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M33.00S,2020-01-19T00:49:00.0Z,2,REGULAR,substitution,in,[],1629750,,,1610612738,32,39,2020-01-19T00:49:22Z,2500000,,,0,,substitution in Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M18.00S,2020-01-19T00:49:43.8Z,2,REGULAR,3pt,jumpshot,[],1628464,30.17411300919842,26.784620098039213,1610612738,32,39,2020-01-19T00:49:49Z,2510000,116.0,231.0,1,left,MISS D. Theis 26' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,26.36,Missed,,,,,,,,,,,,,,,,,,,
255,PT06M16.00S,2020-01-19T00:49:45.8Z,2,REGULAR,rebound,defensive,[],201937,,,1610612756,32,39,2020-01-19T00:49:49Z,2520000,,,0,,R. Rubio REBOUND (Off:0 Def:2),[201937],1610612756.0,PHX,,,,Rubio,R. Rubio,,,,,,,,254.0,2.0,2.0,0.0,,,,,,,,,,,,,,
256,PT06M03.00S,2020-01-19T00:50:00.1Z,2,REGULAR,2pt,hook,"['pointsinthepaint', 'defensivegoaltending']",1629028,87.07293035479631,50.80422794117647,1610612756,32,41,2020-01-19T00:50:14Z,2530000,4.0,69.0,1,right,D. Ayton 7' hook (7 PTS) (D. Saric 3 AST),"[1629028, 203967]",1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,7.46,Made,7.0,,,,,,,,,D. Saric,203967.0,3.0,,,,,,,
258,PT06M03.00S,2020-01-19T00:50:07.0Z,2,REGULAR,violation,defensivegoaltending,[],1628464,,,1610612756,32,41,2020-01-19T00:50:14Z,2550000,,,0,,D. Theis violation defensivegoaltending,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,1627529.0,,,,,,,,,,
259,PT05M48.00S,2020-01-19T00:50:23.7Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628464,6.1268068331143235,50.314031862745104,1610612738,34,41,2020-01-19T00:50:29Z,2560000,-2.0,5.0,1,left,D. Theis layup (2 PTS) (M. Smart 1 AST),"[1628464, 203935]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,1.07,Made,2.0,,,,,,,,,M. Smart,203935.0,1.0,,,,,,,
261,PT05M29.00S,2020-01-19T00:50:42.6Z,2,REGULAR,3pt,jumpshot,[],1628975,69.46452036793693,69.18658088235294,1610612756,34,41,2020-01-19T00:50:47Z,2580000,96.0,235.0,1,right,MISS J. Carter 26' 3PT,[1628975],1610612756.0,PHX,,,,Carter,J. Carter,,,,,25.85,Missed,,,,,,,,,,,,,,,,,,,
262,PT05M27.00S,2020-01-19T00:50:44.6Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,34,41,2020-01-19T00:50:47Z,2590000,,,0,,D. Theis REBOUND (Off:0 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,261.0,2.0,2.0,0.0,,,,,,,,,,,,,,
263,PT05M17.00S,2020-01-19T00:50:55.8Z,2,REGULAR,2pt,dunk,['pointsinthepaint'],1628464,6.389618922470433,49.82383578431372,1610612738,36,41,2020-01-19T00:52:35Z,2600000,1.0,8.0,1,left,D. Theis dunk (4 PTS) (G. Hayward 4 AST),"[1628464, 202330]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,1.31,Made,4.0,,,,,,,,,G. Hayward,202330.0,4.0,,,,,,,
265,PT05M17.00S,2020-01-19T00:51:01.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,36,41,2020-01-19T00:51:01Z,2620000,,,0,,timeout full,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT05M17.00S,2020-01-19T00:53:13.6Z,2,REGULAR,substitution,out,[],202954,,,1610612756,36,41,2020-01-19T00:53:32Z,2630000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M17.00S,2020-01-19T00:53:13.6Z,2,REGULAR,substitution,out,[],201937,,,1610612756,36,41,2020-01-19T00:53:32Z,2640000,,,0,,substitution out Rubio,[201937],1610612756.0,PHX,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT05M17.00S,2020-01-19T00:53:13.6Z,2,REGULAR,substitution,in,[],1628369,,,1610612756,36,41,2020-01-19T00:53:32Z,2650000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
