actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
536,PT10M36.00S,2020-01-19T01:52:44.2Z,4,REGULAR,freethrow,2of2,[],202954,,,1610612738,80,87,2020-01-19T01:52:44Z,5320000,,,0,,B. Wanamaker freethrow 2of2 (4 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
537,PT10M21.00S,2020-01-19T01:53:00.9Z,4,REGULAR,3pt,jumpshot,[],203382,32.40801576872536,41.00030637254902,1610612756,80,90,2020-01-19T01:53:06Z,5330000,45.0,252.0,1,left,A. Baynes 26' 3PT  (3 PTS) (R. Rubio 7 AST),"[203382, 201937]",1610612756.0,PHX,,,,Baynes,A. Baynes,,,,,26.15,Made,3.0,,,,,,,,,R. Rubio,201937.0,7.0,,,,,,,
539,PT10M07.00S,2020-01-19T01:53:14.2Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1629682,90.88370565045992,58.647365196078425,1610612738,80,90,2020-01-19T01:53:18Z,5350000,43.0,33.0,1,right,MISS T. Waters 6' layup,[1629682],1610612738.0,BOS,driving,,,Waters,T. Waters,,,,,5.8,Missed,,,,,,,,,,,,,,,,,,,
540,PT10M05.00S,2020-01-19T01:53:16.2Z,4,REGULAR,rebound,defensive,[],201937,,,1610612756,80,90,2020-01-19T01:53:18Z,5360000,,,0,,R. Rubio REBOUND (Off:0 Def:5),[201937],1610612756.0,PHX,,,,Rubio,R. Rubio,,,,,,,,539.0,5.0,5.0,0.0,,,,,,,,,,,,,,
541,PT10M01.00S,2020-01-19T01:53:20.2Z,4,REGULAR,3pt,jumpshot,['fastbreak'],1628969,6.783837056504599,94.921875,1610612756,80,90,2020-01-19T01:53:49Z,5370000,-225.0,11.0,1,left,MISS M. Bridges 23' 3PT,[1628969],1610612756.0,PHX,fadeaway,,,Bridges,M. Bridges,,,,,22.52,Missed,,,,,,,,,,,,,,,,,,,
542,PT09M59.00S,2020-01-19T01:53:22.2Z,4,REGULAR,rebound,defensive,[],202683,,,1610612738,80,90,2020-01-19T01:53:26Z,5380000,,,0,,E. Kanter REBOUND (Off:0 Def:5),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,541.0,5.0,5.0,0.0,,,,,,,,,,,,,,
543,PT09M48.00S,2020-01-19T01:53:36.5Z,4,REGULAR,2pt,layup,['pointsinthepaint'],202330,88.78120893561103,34.13756127450981,1610612738,80,90,2020-01-19T01:54:40Z,5390000,-79.0,53.0,1,right,MISS G. Hayward 10' layup Blocked,"[202330, 1628975]",1610612738.0,BOS,driving,,,Hayward,G. Hayward,,,,,9.85,Missed,,,,,,,,,,,,,Carter,1628975.0,,,,,
544,PT09M48.00S,2020-01-19T01:53:36.5Z,4,REGULAR,block,,[],1628975,,,1610612738,80,90,2020-01-19T01:53:40Z,5400000,,,0,,J. Carter BLOCK (1 BLK),[1628975],1610612756.0,PHX,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT09M46.00S,2020-01-19T01:53:38.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,80,90,2020-01-19T01:53:46Z,5410000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,543.0,,,,,,,,,,,,,,,,,
546,PT09M46.00S,2020-01-19T01:53:42.3Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,80,90,2020-01-19T01:53:42Z,5420000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT09M37.00S,2020-01-19T01:54:00.7Z,4,REGULAR,3pt,jumpshot,['2ndchance'],202330,65.39093298291722,61.09834558823529,1610612738,83,90,2020-01-19T01:54:06Z,5430000,55.0,273.0,1,right,G. Hayward 28' 3PT  (16 PTS),[202330],1610612738.0,BOS,stepback,,,Hayward,G. Hayward,,,,,28.38,Made,16.0,,,,,,,,,,,,,,,,,,
548,PT09M20.00S,2020-01-19T01:54:17.9Z,4,REGULAR,3pt,jumpshot,[],203382,33.196452036793694,58.647365196078425,1610612756,83,90,2020-01-19T01:54:22Z,5440000,-43.0,260.0,1,left,MISS A. Baynes 27' 3PT,[203382],1610612756.0,PHX,,,,Baynes,A. Baynes,,,,,26.85,Missed,,,,,,,,,,,,,,,,,,,
549,PT09M18.00S,2020-01-19T01:54:19.9Z,4,REGULAR,rebound,defensive,[],202330,,,1610612738,83,90,2020-01-19T01:54:22Z,5450000,,,0,,G. Hayward REBOUND (Off:0 Def:5),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,548.0,5.0,5.0,0.0,,,,,,,,,,,,,,
550,PT09M12.00S,2020-01-19T01:54:25.8Z,4,REGULAR,2pt,hook,"['fastbreak', 'pointsinthepaint']",202683,89.56964520367937,45.65716911764706,1610612738,85,90,2020-01-19T01:54:40Z,5460000,-22.0,46.0,1,right,E. Kanter 6' hook (8 PTS) (G. Hayward 6 AST),"[202683, 202330]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,5.54,Made,8.0,,,,,,,,,G. Hayward,202330.0,6.0,,,,,,,
552,PT09M12.00S,2020-01-19T01:54:31.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,85,90,2020-01-19T01:54:31Z,5480000,,,0,,timeout full,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT09M12.00S,2020-01-19T01:56:45.9Z,4,REGULAR,substitution,out,[],1628975,,,1610612756,85,90,2020-01-19T01:56:57Z,5490000,,,0,,substitution out Carter,[1628975],1610612756.0,PHX,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT09M12.00S,2020-01-19T01:56:45.9Z,4,REGULAR,substitution,in,[],1626164,,,1610612756,85,90,2020-01-19T01:56:57Z,5500000,,,0,,substitution in Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT08M57.00S,2020-01-19T01:57:34.4Z,4,REGULAR,turnover,badpass,[],201937,,,1610612756,85,90,2020-01-19T01:57:38Z,5510000,,,0,,R. Rubio TURNOVER badpass (4 TOV) Stolen,"[201937, 1629682]",1610612756.0,PHX,,,,Rubio,R. Rubio,,,,,,,,,,,,4.0,Waters,1629682.0,,,,,,,,,,,
556,PT08M57.00S,2020-01-19T01:57:34.4Z,4,REGULAR,steal,,[],1629682,,,1610612738,85,90,2020-01-19T01:57:36Z,5520000,,,0,,T. Waters STEAL (1 STL),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT08M52.00S,2020-01-19T01:57:39.4Z,4,REGULAR,3pt,jumpshot,['fromturnover'],1629682,74.98357424441524,14.529718137254902,1610612738,85,90,2020-01-19T01:58:08Z,5530000,-177.0,183.0,1,right,MISS T. Waters 26' 3PT,[1629682],1610612738.0,BOS,running,,,Waters,T. Waters,,,,,25.86,Missed,,,,,,,,,,,,,,,,,,,
558,PT08M49.00S,2020-01-19T01:57:46.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,85,90,2020-01-19T01:57:46Z,5540000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,557.0,,,,,,,,,,,,,,,,,
559,PT08M49.00S,2020-01-19T01:57:47.6Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,85,90,2020-01-19T01:57:47Z,5550000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT08M49.00S,2020-01-19T01:57:58.9Z,4,REGULAR,substitution,out,[],203382,,,1610612738,85,90,2020-01-19T01:58:02Z,5560000,,,0,,substitution out Baynes,[203382],1610612756.0,PHX,,,,Baynes,A. Baynes,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT08M49.00S,2020-01-19T01:57:58.9Z,4,REGULAR,substitution,in,[],1629028,,,1610612738,85,90,2020-01-19T01:58:02Z,5570000,,,0,,substitution in Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT08M35.00S,2020-01-19T01:58:25.5Z,4,REGULAR,3pt,jumpshot,"['fromturnover', '2ndchance']",202330,72.88107752956637,16.00030637254902,1610612738,85,90,2020-01-19T01:58:32Z,5580000,-170.0,202.0,1,right,MISS G. Hayward 27' 3PT,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,26.86,Missed,,,,,,,,,,,,,,,,,,,
563,PT08M31.00S,2020-01-19T01:58:29.5Z,4,REGULAR,rebound,defensive,[],1629028,,,1610612756,85,90,2020-01-19T01:58:32Z,5590000,,,0,,D. Ayton REBOUND (Off:4 Def:10),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,562.0,14.0,10.0,4.0,,,,,,,,,,,,,,
564,PT08M22.00S,2020-01-19T01:58:40.4Z,4,REGULAR,foul,personal,[],1629682,,,1610612756,85,90,2020-01-19T01:58:51Z,5600000,,,0,,T. Waters FOUL personal (2 PF),"[1629682, 1626164]",1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,1627529.0,,,,,,2.0,0.0,Booker,1626164.0,
566,PT08M13.00S,2020-01-19T01:59:44.4Z,4,REGULAR,3pt,jumpshot,[],203967,27.94021024967148,19.921875,1610612756,85,93,2020-01-19T01:59:50Z,5620000,150.0,210.0,1,left,D. Saric 26' 3PT  (11 PTS) (D. Ayton 2 AST),"[203967, 1629028]",1610612756.0,PHX,,,,Saric,D. Saric,,,,,26.29,Made,11.0,,,,,,,,,D. Ayton,1629028.0,2.0,,,,,,,
568,PT07M56.00S,2020-01-19T02:00:01.4Z,4,REGULAR,3pt,jumpshot,[],1629682,81.8166885676741,5.46109068627451,1610612738,85,93,2020-01-19T02:00:06Z,5640000,-223.0,118.0,1,right,MISS T. Waters 25' 3PT,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,25.48,Missed,,,,,,,,,,,,,,,,,,,
569,PT07M53.00S,2020-01-19T02:00:04.4Z,4,REGULAR,rebound,defensive,[],1626164,,,1610612756,85,93,2020-01-19T02:00:06Z,5650000,,,0,,D. Booker REBOUND (Off:0 Def:8),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,568.0,8.0,8.0,0.0,,,,,,,,,,,,,,
570,PT07M40.00S,2020-01-19T02:00:17.1Z,4,REGULAR,3pt,jumpshot,[],1628969,23.340998685939553,87.32383578431373,1610612756,85,96,2020-01-19T02:00:21Z,5660000,-187.0,167.0,1,left,M. Bridges 25' 3PT  (19 PTS) (D. Booker 8 AST),"[1628969, 1626164]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,25.4,Made,19.0,,,,,,,,,D. Booker,1626164.0,8.0,,,,,,,
572,PT07M39.00S,2020-01-19T02:00:21.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,85,96,2020-01-19T02:00:21Z,5680000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT07M39.00S,2020-01-19T02:02:17.9Z,4,REGULAR,substitution,out,[],202954,,,1610612738,85,96,2020-01-19T02:02:37Z,5690000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT07M39.00S,2020-01-19T02:02:17.9Z,4,REGULAR,substitution,out,[],202683,,,1610612738,85,96,2020-01-19T02:02:37Z,5700000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT07M39.00S,2020-01-19T02:02:17.9Z,4,REGULAR,substitution,out,[],1629682,,,1610612738,85,96,2020-01-19T02:02:37Z,5710000,,,0,,substitution out Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT07M39.00S,2020-01-19T02:02:17.9Z,4,REGULAR,substitution,in,[],1628369,,,1610612738,85,96,2020-01-19T02:02:37Z,5720000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT07M39.00S,2020-01-19T02:02:17.9Z,4,REGULAR,substitution,in,[],203935,,,1610612738,85,96,2020-01-19T02:02:37Z,5730000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT07M39.00S,2020-01-19T02:02:17.9Z,4,REGULAR,substitution,in,[],1628464,,,1610612738,85,96,2020-01-19T02:02:37Z,5740000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT07M26.00S,2020-01-19T02:03:27.8Z,4,REGULAR,3pt,jumpshot,[],203935,72.88107752956637,78.99050245098039,1610612738,88,96,2020-01-19T02:03:34Z,5750000,145.0,202.0,1,right,M. Smart 25' 3PT  (28 PTS) (G. Hayward 7 AST),"[203935, 202330]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.35,Made,28.0,,,,,,,,,G. Hayward,202330.0,7.0,,,,,,,
581,PT07M23.00S,2020-01-19T02:03:41.0Z,4,REGULAR,stoppage,equipmentmalfunction,[],0,,,1610612756,88,96,2020-01-19T02:03:41Z,5770000,,,0,,stoppage equipmentmalfunction,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT07M19.00S,2020-01-19T02:04:02.2Z,4,REGULAR,stoppage,equipmentmalfunction,[],0,,,1610612756,88,96,2020-01-19T02:04:02Z,5780000,,,0,,stoppage equipmentmalfunction,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT07M10.00S,2020-01-19T02:04:30.6Z,4,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612756,88,96,2020-01-19T02:05:01Z,5790000,,,0,,J. Tatum FOUL personal (3 PF) (Ayton 2freethrow),"[1628369, 1629028]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,,,,,101284.0,,,,,,3.0,0.0,Ayton,1629028.0,
585,PT07M10.00S,2020-01-19T02:05:02.7Z,4,REGULAR,freethrow,1of2,[],1629028,,,1610612756,88,97,2020-01-19T02:05:02Z,5810000,,,0,,D. Ayton freethrow 1of2 (20 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,Made,20.0,,,,,,,,,,,,,,,,,,
586,PT07M10.00S,2020-01-19T02:05:03.5Z,4,REGULAR,freethrow,2of2,[],1629028,,,1610612756,88,98,2020-01-19T02:05:03Z,5820000,,,0,,D. Ayton freethrow 2of2 (21 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,Made,21.0,,,,,,,,,,,,,,,,,,
587,PT06M56.00S,2020-01-19T02:05:20.7Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1629684,88.12417871222075,52.76501225490197,1610612738,88,98,2020-01-19T02:05:30Z,5830000,14.0,59.0,1,right,MISS G. Williams 7' layup,[1629684],1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,6.61,Missed,,,,,,,,,,,,,,,,,,,
588,PT06M54.00S,2020-01-19T02:05:22.7Z,4,REGULAR,rebound,defensive,[],203967,,,1610612756,88,98,2020-01-19T02:05:30Z,5840000,,,0,,D. Saric REBOUND (Off:3 Def:7),[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,587.0,10.0,7.0,3.0,,,,,,,,,,,,,,
589,PT06M54.00S,2020-01-19T02:05:26.2Z,4,REGULAR,foul,personal,[],1629684,,,1610612756,88,98,2020-01-19T02:05:29Z,5850000,,,0,,G. Williams FOUL personal (3 PF),"[1629684, 203967]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,101284.0,,,,,,3.0,0.0,Saric,203967.0,
591,PT06M32.00S,2020-01-19T02:06:01.1Z,4,REGULAR,2pt,hook,['pointsinthepaint'],1629028,9.017739816031538,56.196384803921575,1610612756,88,98,2020-01-19T02:06:09Z,5870000,-31.0,32.0,1,left,MISS D. Ayton hook,[1629028],1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,4.89,Missed,,,,,,,,,,,,,,,,,,,
592,PT06M30.00S,2020-01-19T02:06:03.1Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,88,98,2020-01-19T02:06:09Z,5880000,,,0,,J. Tatum REBOUND (Off:1 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,591.0,9.0,8.0,1.0,,,,,,,,,,,,,,
593,PT06M28.00S,2020-01-19T02:06:07.9Z,4,REGULAR,turnover,outofbounds,[],1628369,,,1610612738,88,98,2020-01-19T02:06:13Z,5890000,,,0,,J. Tatum TURNOVER outofbounds (4 TOV),[1628369],1610612738.0,BOS,lostball,,,Tatum,J. Tatum,,,,,,,,,,,,4.0,,,1626302.0,,,,,,,,,,
594,PT06M20.00S,2020-01-19T02:06:31.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612756,88,98,2020-01-19T02:06:37Z,5900000,,,0,,M. Smart FOUL personal (2 PF) (Booker inpenalty),"[203935, 1626164]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,1627529.0,,,,,,2.0,0.0,Booker,1626164.0,
596,PT06M20.00S,2020-01-19T02:07:08.1Z,4,REGULAR,freethrow,1of2,['fromturnover'],1626164,,,1610612756,88,99,2020-01-19T02:07:08Z,5920000,,,0,,D. Booker freethrow 1of2 (32 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,32.0,,,,,,,,,,,,,,,,,,
597,PT06M20.00S,2020-01-19T02:07:08.7Z,4,REGULAR,freethrow,2of2,['fromturnover'],1626164,,,1610612756,88,100,2020-01-19T02:07:08Z,5930000,,,0,,D. Booker freethrow 2of2 (33 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,33.0,,,,,,,,,,,,,,,,,,
598,PT06M10.00S,2020-01-19T02:07:23.8Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1628369,94.1688567674113,55.21599264705882,1610612738,88,100,2020-01-19T02:07:31Z,5940000,26.0,2.0,1,right,MISS J. Tatum layup,[1628369],1610612738.0,BOS,drivingreverse,,,Tatum,J. Tatum,,,,,2.72,Missed,,,,,,,,,,,,,,,,,,,
599,PT06M06.00S,2020-01-19T02:07:27.8Z,4,REGULAR,rebound,defensive,[],1626164,,,1610612756,88,100,2020-01-19T02:10:30Z,5950000,,,0,,D. Booker REBOUND (Off:0 Def:9),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,598.0,9.0,9.0,0.0,,,,,,,,,,,,,,
602,PT05M55.00S,2020-01-19T02:07:37.8Z,4,REGULAR,2pt,hook,['pointsinthepaint'],1629028,13.748357424441524,43.451286764705884,1610612756,88,100,2020-01-19T02:07:44Z,5980000,33.0,77.0,1,left,MISS D. Ayton 9' hook,[1629028],1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,8.85,Missed,,,,,,,,,,,,,,,,,,,
603,PT05M53.00S,2020-01-19T02:07:39.7Z,4,REGULAR,rebound,offensive,[],203967,,,1610612756,88,100,2020-01-19T02:07:39Z,5990000,,,0,,D. Saric REBOUND (Off:4 Def:7),[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,602.0,11.0,7.0,4.0,,,,,,,,,,,,,,
604,PT05M52.00S,2020-01-19T02:07:40.4Z,4,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",203967,5.732588699080158,47.86305147058824,1610612756,88,102,2020-01-19T02:07:52Z,6000000,11.0,1.0,1,left,D. Saric layup (13 PTS),[203967],1610612756.0,PHX,putback,,,Saric,D. Saric,,,,,1.27,Made,13.0,,,,,,,,,,,,,,,,,,
605,PT05M43.00S,2020-01-19T02:07:50.4Z,4,REGULAR,3pt,jumpshot,[],203935,69.07030223390277,29.725796568627448,1610612738,91,102,2020-01-19T02:08:45Z,6010000,-101.0,238.0,1,right,M. Smart 26' 3PT  (31 PTS),[203935],1610612738.0,BOS,stepback,,,Smart,M. Smart,,,,,26.4,Made,31.0,,,,,,,,,,,,,,,,,,
606,PT05M19.00S,2020-01-19T02:08:14.4Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1629028,7.30946123521682,55.951286764705884,1610612756,91,102,2020-01-19T02:09:19Z,6020000,-30.0,16.0,1,left,MISS D. Ayton jumpshot,[1629028],1610612756.0,PHX,floating,,,Ayton,D. Ayton,,,,,3.69,Missed,,,,,,,,,,,,,,,,,,,
607,PT05M18.00S,2020-01-19T02:08:15.4Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,91,102,2020-01-19T02:08:21Z,6030000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,606.0,1.0,1.0,0.0,,,,,,,,,,,,,,
608,PT05M15.00S,2020-01-19T02:08:19.2Z,4,REGULAR,3pt,jumpshot,['fastbreak'],203935,90.09526938239159,95.65716911764706,1610612738,91,102,2020-01-19T02:08:28Z,6040000,228.0,41.0,1,right,MISS M. Smart 23' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,23.29,Missed,,,,,,,,,,,,,,,,,,,
609,PT05M14.00S,2020-01-19T02:08:20.2Z,4,REGULAR,rebound,defensive,[],1629028,,,1610612756,91,102,2020-01-19T02:08:28Z,6050000,,,0,,D. Ayton REBOUND (Off:4 Def:11),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,608.0,15.0,11.0,4.0,,,,,,,,,,,,,,
610,PT04M53.00S,2020-01-19T02:08:40.3Z,4,REGULAR,3pt,jumpshot,[],1628969,8.886333771353483,3.990502450980392,1610612756,91,105,2020-01-19T02:08:45Z,6060000,230.0,31.0,1,left,M. Bridges 23' 3PT  (22 PTS) (R. Rubio 8 AST),"[1628969, 201937]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,23.29,Made,22.0,,,,,,,,,R. Rubio,201937.0,8.0,,,,,,,
612,PT04M38.00S,2020-01-19T02:08:55.2Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],202330,86.94152431011827,43.20618872549019,1610612738,93,105,2020-01-19T02:09:01Z,6080000,-34.0,70.0,1,right,G. Hayward 8' jumpshot (18 PTS),[202330],1610612738.0,BOS,drivingfloating,,,Hayward,G. Hayward,,,,,8.3,Made,18.0,,,,,,,,,,,,,,,,,,
613,PT04M11.00S,2020-01-19T02:09:22.0Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1629028,7.178055190538765,50.80422794117647,1610612756,93,107,2020-01-19T02:09:28Z,6090000,-4.0,15.0,1,left,D. Ayton layup (23 PTS) (D. Saric 4 AST),"[1629028, 203967]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,2.09,Made,23.0,,,,,,,,,D. Saric,203967.0,4.0,,,,,,,
615,PT04M03.00S,2020-01-19T02:09:29.9Z,4,REGULAR,3pt,jumpshot,[],203935,78.40013140604468,89.77481617647058,1610612738,93,107,2020-01-19T02:10:37Z,6110000,199.0,151.0,1,right,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,25.28,Missed,,,,,,,,,,,,,,,,,,,
616,PT04M01.00S,2020-01-19T02:09:31.9Z,4,REGULAR,rebound,offensive,[],202330,,,1610612738,93,107,2020-01-19T02:09:42Z,6120000,,,0,,G. Hayward REBOUND (Off:1 Def:5),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,615.0,6.0,5.0,1.0,,,,,,,,,,,,,,
617,PT04M00.00S,2020-01-19T02:09:36.1Z,4,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint']",202330,95.0,50.0,1610612738,95,107,2020-01-19T02:09:49Z,6130000,0.0,-6.0,1,right,G. Hayward layup (20 PTS),[202330],1610612738.0,BOS,tip,,,Hayward,G. Hayward,,,,,0.0,Made,20.0,,,,,,,,,,,,,,,,,,
618,PT03M51.00S,2020-01-19T02:09:47.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612756,95,107,2020-01-19T02:09:47Z,6140000,,,0,,timeout full,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT03M51.00S,2020-01-19T02:11:05.9Z,4,REGULAR,substitution,out,[],1629684,,,1610612756,95,107,2020-01-19T02:11:23Z,6150000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT03M51.00S,2020-01-19T02:11:05.9Z,4,REGULAR,substitution,in,[],1629750,,,1610612756,95,107,2020-01-19T02:11:23Z,6160000,,,0,,substitution in Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT03M41.00S,2020-01-19T02:11:36.2Z,4,REGULAR,2pt,jumpshot,[],1628969,28.53975032851511,37.212775735294116,1610612756,95,109,2020-01-19T02:11:44Z,6170000,64.0,216.0,1,left,M. Bridges 23' jumpshot (24 PTS) (R. Rubio 9 AST),"[1628969, 201937]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,23.03,Made,24.0,,,,,,,,,R. Rubio,201937.0,9.0,,,,,,,
623,PT03M25.00S,2020-01-19T02:11:53.3Z,4,REGULAR,2pt,dunk,['pointsinthepaint'],1628369,93.9060446780552,49.57873774509804,1610612738,97,109,2020-01-19T02:11:57Z,6190000,-2.0,5.0,1,right,J. Tatum dunk (16 PTS) (M. Smart 5 AST),"[1628369, 203935]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,1.05,Made,16.0,,,,,,,,,M. Smart,203935.0,5.0,,,,,,,
626,PT03M18.00S,2020-01-19T02:11:59.6Z,4,REGULAR,turnover,badpass,[],1629028,,,1610612756,97,109,2020-01-19T02:15:25Z,6220000,,,0,,D. Ayton TURNOVER badpass (2 TOV) Stolen,"[1629028, 203935]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,2.0,Smart,203935.0,,,,,,,,,,,
627,PT03M18.00S,2020-01-19T02:11:59.6Z,4,REGULAR,steal,,[],203935,,,1610612738,97,109,2020-01-19T02:12:04Z,6230000,,,0,,M. Smart STEAL (3 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT03M11.00S,2020-01-19T02:12:06.3Z,4,REGULAR,3pt,jumpshot,['fromturnover'],1628369,71.48488830486203,77.54289215686273,1610612738,100,109,2020-01-19T02:12:12Z,6240000,138.0,216.0,1,right,J. Tatum 26' 3PT  (19 PTS) (M. Smart 6 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.04,Made,19.0,,,,,,,,,M. Smart,203935.0,6.0,,,,,,,
