actionNumber,clock,timeActual,period,periodType,actionType,subType,descriptor,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,side,description,personIdsFilter,teamId,teamTricode,isFieldGoal,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,jumpBallRecoveredName,jumpBallRecoveredPersonId,pointsTotal,shotResult,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotActionNumber,assistPlayerName,assistPersonId,assistTotal,foulDrawnPlayerName,foulDrawnPersonId,foulPersonalTotal,foulTechnicalTotal,officialId,turnoverTotal,blockPersonId,blockPlayerName,stealPlayerName,stealPersonId,stealTotal
366,PT06M24.00S,2020-08-20T00:14:51Z,3,REGULAR,2pt,jumpshot,turnaroundfadeaway,['pointsinthepaint'],203954,16.9,62.32,1610612755,79,63,2020-08-20T00:15:00,3590000,-62,106,left,Embiid 12' Turnaround Fadeaway (26 PTS) (Harris 2 AST),"[203954, 202699]",1610612755,PHI,1,Embiid,J. Embiid,,,,,,,26.0,Made,12.28,,,,,Harris,202699.0,2.0,,,,,,,,,,,
368,PT06M09.00S,2020-08-20T00:15:08Z,3,REGULAR,2pt,layup,drivingfingerroll,['pointsinthepaint'],202689,92.2,54.48,1610612738,81,63,2020-08-20T00:15:12,3610000,22,21,right,Walker 3' Driving Finger Roll Layup (17 PTS),[202689],1610612738,BOS,1,Walker,K. Walker,,,,,,,17.0,Made,3.04,,,,,,,,,,,,,,,,,,
369,PT06M09.00S,2020-08-20T00:15:11Z,3,REGULAR,foul,personal,shooting,['1freethrow'],1626196,,,1610612738,81,63,2020-08-20T00:15:19,3620000,22,21,right,Richardson S.FOUL (P3.T3),"[1626196, 202689]",1610612755,PHI,0,Richardson,J. Richardson,,,,,,,,,,,,,,,,,Walker,202689.0,3.0,0.0,200832.0,,,,,,
371,PT06M09.00S,2020-08-20T00:15:20Z,3,REGULAR,substitution,out,,[],1628369,,,1610612738,81,63,0001-01-01T00:00:00,3640000,0,-80,,SUB: Williams FOR Tatum,[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT06M09.00S,2020-08-20T00:15:20Z,3,REGULAR,substitution,out,,[],1629680,,,1610612738,81,63,0001-01-01T00:00:00,3650000,0,-80,,SUB: Horford FOR Thybulle,[1629680],1610612755,PHI,0,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT06M09.00S,2020-08-20T00:15:58Z,3,REGULAR,freethrow,1of1,,[],202689,,,1610612738,82,63,0001-01-01T00:00:00,3680000,-250,888,right,Walker Free Throw 1 of 1 (18 PTS),[202689],1610612738,BOS,0,Walker,K. Walker,,,,,,,18.0,Made,,,,,,,,,,,,,,,,,,,
376,PT05M54.00S,2020-08-20T00:16:17Z,3,REGULAR,foul,personal,,[],203935,,,1610612755,82,63,2020-08-20T00:16:35,3690000,164,224,left,Smart P.FOUL (P3.T3),"[203935, 1626196]",1610612738,BOS,0,Smart,M. Smart,,,,,,,,,,,,,,,,,Richardson,1626196.0,3.0,0.0,101284.0,,,,,,
378,PT05M54.00S,2020-08-20T00:16:28Z,3,REGULAR,substitution,out,,[],1628464,,,1610612755,82,63,0001-01-01T00:00:00,3710000,0,-80,,SUB: Kanter FOR Theis,[1628464],1610612738,BOS,0,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT05M46.00S,2020-08-20T00:16:49Z,3,REGULAR,2pt,jumpshot,stepback,[],203954,23.6,64.53,1610612755,82,65,2020-08-20T00:16:54,3730000,-73,169,left,Embiid 18' Step Back Jump Shot (28 PTS) (Milton 3 AST),"[203954, 1629003]",1610612755,PHI,1,Embiid,J. Embiid,,,,,,,28.0,Made,18.41,,,,,Milton,1629003.0,3.0,,,,,,,,,,,
382,PT05M22.00S,2020-08-20T00:17:13Z,3,REGULAR,2pt,jumpshot,fadeaway,['pointsinthepaint'],1627759,80.9,61.59,1610612738,82,65,2020-08-20T00:17:23,3750000,58,127,right,MISS Brown 14' Fadeaway Jumper,[1627759],1610612738,BOS,1,Brown,J. Brown,,,,,,,0.0,Missed,13.96,,,,,,,,,,,,,,,,,,
383,PT05M20.00S,2020-08-20T00:17:15Z,3,REGULAR,rebound,offensive,,[],203935,,,1610612738,82,65,2020-08-20T00:17:23,3760000,58,127,right,Smart REBOUND (Off:1 Def:2),[203935],1610612738,BOS,0,Smart,M. Smart,,,,,,,,,,3.0,2.0,1.0,382.0,,,,,,,,,,,,,,
384,PT05M13.00S,2020-08-20T00:17:23Z,3,REGULAR,2pt,layup,,"['pointsinthepaint', '2ndchance']",202683,91.8,48.6,1610612738,82,65,2020-08-20T00:17:27,3770000,-7,25,right,MISS Kanter 3' Layup,[202683],1610612738,BOS,1,Kanter,E. Kanter,,,,,,,0.0,Missed,2.6,,,,,,,,,,,,,,,,,,
385,PT05M12.00S,2020-08-20T00:17:24Z,3,REGULAR,rebound,defensive,,[],201143,,,1610612755,82,65,2020-08-20T00:17:30,3780000,-7,25,right,Horford REBOUND (Off:0 Def:2),[201143],1610612755,PHI,0,Horford,A. Horford,,,,,,,,,,2.0,2.0,0.0,384.0,,,,,,,,,,,,,,
386,PT04M49.00S,2020-08-20T00:17:46Z,3,REGULAR,3pt,jumpshot,,[],202699,21.76,90.76,1610612755,82,65,2020-08-20T00:17:50,3790000,-204,152,left,MISS Harris 25' 3PT Jump Shot,[202699],1610612755,PHI,1,Harris,T. Harris,,,,,,,0.0,Missed,25.44,,,,,,,,,,,,,,,,,,
387,PT04M48.00S,2020-08-20T00:17:47Z,3,REGULAR,rebound,defensive,,[],1629684,,,1610612738,82,65,2020-08-20T00:17:53,3800000,-204,152,left,Williams REBOUND (Off:0 Def:5),[1629684],1610612738,BOS,0,Williams,G. Williams,,,,,,,,,,5.0,5.0,0.0,386.0,,,,,,,,,,,,,,
388,PT04M37.00S,2020-08-20T00:17:59Z,3,REGULAR,3pt,jumpshot,,[],1629684,70.91,19.43,1610612738,85,65,2020-08-20T00:18:04,3810000,-153,221,right,Williams 27' 3PT Jump Shot (8 PTS) (Brown 1 AST),"[1629684, 1627759]",1610612738,BOS,1,Williams,G. Williams,,,,,,,8.0,Made,26.88,,,,,Brown,1627759.0,1.0,,,,,,,,,,,
390,PT04M25.00S,2020-08-20T00:18:13Z,3,REGULAR,turnover,outofbounds,badpass,[],203954,,,1610612755,85,65,2020-08-20T00:18:19,3830000,-74,-38,left,Embiid Out of Bounds - Bad Pass Turnover Turnover (P2.T5),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
391,PT04M05.00S,2020-08-20T00:18:45Z,3,REGULAR,foul,personal,shooting,['2freethrow'],202699,,,1610612738,85,65,2020-08-20T00:18:53,3840000,-14,116,right,Harris S.FOUL (P2.T4),"[202699, 202689]",1610612755,PHI,0,Harris,T. Harris,,,,,,,,,,,,,,,,,Walker,202689.0,2.0,0.0,2529.0,,,,,,
393,PT04M05.00S,2020-08-20T00:19:10Z,3,REGULAR,freethrow,1of2,,['fromturnover'],202689,,,1610612738,86,65,0001-01-01T00:00:00,3860000,-250,888,right,Walker Free Throw 1 of 2 (19 PTS),[202689],1610612738,BOS,0,Walker,K. Walker,,,,,,,19.0,Made,,,,,,,,,,,,,,,,,,,
394,PT04M05.00S,2020-08-20T00:19:28Z,3,REGULAR,freethrow,2of2,,['fromturnover'],202689,,,1610612738,87,65,0001-01-01T00:00:00,3870000,-250,888,right,Walker Free Throw 2 of 2 (20 PTS),[202689],1610612738,BOS,0,Walker,K. Walker,,,,,,,20.0,Made,,,,,,,,,,,,,,,,,,,
395,PT03M48.00S,2020-08-20T00:19:48Z,3,REGULAR,foul,personal,shooting,['2freethrow'],202683,,,1610612755,87,65,2020-08-20T00:20:05,3880000,71,64,left,Kanter S.FOUL (P2.T4),"[202683, 203954]",1610612738,BOS,0,Kanter,E. Kanter,,,,,,,,,,,,,,,,,Embiid,203954.0,2.0,0.0,2529.0,,,,,,
397,PT03M48.00S,2020-08-20T00:20:20Z,3,REGULAR,freethrow,1of2,,[],203954,,,1610612755,87,66,0001-01-01T00:00:00,3900000,250,-52,left,Embiid Free Throw 1 of 2 (29 PTS),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,29.0,Made,,,,,,,,,,,,,,,,,,,
398,PT03M48.00S,2020-08-20T00:20:26Z,3,REGULAR,substitution,out,,[],1629003,,,1610612755,87,66,0001-01-01T00:00:00,3910000,0,-80,,SUB: Korkmaz FOR Milton,[1629003],1610612755,PHI,0,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT03M48.00S,2020-08-20T00:20:45Z,3,REGULAR,freethrow,2of2,,[],203954,,,1610612755,87,67,0001-01-01T00:00:00,3930000,250,-52,left,Embiid Free Throw 2 of 2 (30 PTS),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,30.0,Made,,,,,,,,,,,,,,,,,,,
401,PT03M37.00S,2020-08-20T00:20:58Z,3,REGULAR,3pt,jumpshot,,[],203935,66.57,57.91,1610612738,87,67,2020-08-20T00:21:04,3940000,40,262,right,MISS Smart 27' 3PT Jump Shot,[203935],1610612738,BOS,1,Smart,M. Smart,,,,,,,0.0,Missed,26.5,,,,,,,,,,,,,,,,,,
402,PT03M34.00S,2020-08-20T00:21:01Z,3,REGULAR,rebound,defensive,,[],203954,,,1610612755,87,67,2020-08-20T00:21:07,3950000,40,262,right,Embiid REBOUND (Off:0 Def:9),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,9.0,9.0,0.0,401.0,,,,,,,,,,,,,,
403,PT03M27.00S,2020-08-20T00:21:10Z,3,REGULAR,foul,personal,shooting,"['inpenalty', '2freethrow']",1627759,,,1610612755,87,67,2020-08-20T00:21:20,3960000,13,68,left,Brown S.FOUL (P2.PN),"[1627759, 1626196]",1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,,,,,,,,Richardson,1626196.0,2.0,0.0,101284.0,,,,,,
405,PT03M27.00S,2020-08-20T00:21:42Z,3,REGULAR,freethrow,1of2,,[],1626196,,,1610612755,87,68,0001-01-01T00:00:00,3980000,250,-52,left,Richardson Free Throw 1 of 2 (15 PTS),[1626196],1610612755,PHI,0,Richardson,J. Richardson,,,,,,,15.0,Made,,,,,,,,,,,,,,,,,,,
406,PT03M27.00S,2020-08-20T00:21:42Z,3,REGULAR,substitution,out,,[],1627759,,,1610612755,87,68,0001-01-01T00:00:00,3990000,0,-80,,SUB: Tatum FOR Brown,[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT03M27.00S,2020-08-20T00:21:42Z,3,REGULAR,substitution,out,,[],202683,,,1610612755,87,68,0001-01-01T00:00:00,4000000,0,-80,,SUB: Wanamaker FOR Kanter,[202683],1610612738,BOS,0,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT03M27.00S,2020-08-20T00:21:42Z,3,REGULAR,substitution,out,,[],203935,,,1610612755,87,68,0001-01-01T00:00:00,4010000,0,-80,,SUB: Langford FOR Smart,[203935],1610612738,BOS,0,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT03M27.00S,2020-08-20T00:21:42Z,3,REGULAR,substitution,out,,[],203954,,,1610612755,87,68,0001-01-01T00:00:00,4020000,0,-80,,SUB: Burks FOR Embiid,[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT03M27.00S,2020-08-20T00:22:13Z,3,REGULAR,freethrow,2of2,,[],1626196,,,1610612755,87,69,0001-01-01T00:00:00,4070000,250,-52,left,Richardson Free Throw 2 of 2 (16 PTS),[1626196],1610612755,PHI,0,Richardson,J. Richardson,,,,,,,16.0,Made,,,,,,,,,,,,,,,,,,,
415,PT03M10.00S,2020-08-20T00:22:32Z,3,REGULAR,3pt,jumpshot,,[],202689,70.52,79.97,1610612738,87,69,2020-08-20T00:22:36,4080000,150,225,right,MISS Walker 27' 3PT Jump Shot,[202689],1610612738,BOS,1,Walker,K. Walker,,,,,,,0.0,Missed,27.04,,,,,,,,,,,,,,,,,,
416,PT03M08.00S,2020-08-20T00:22:34Z,3,REGULAR,rebound,defensive,,['team'],0,,,1610612755,87,69,2020-08-20T00:22:36,4090000,150,225,right,76ers Rebound,[],1610612755,PHI,0,,,,,,,,,,,,0.0,0.0,0.0,415.0,,,,,,,,,,,,,,
417,PT03M08.00S,2020-08-20T00:22:37Z,3,REGULAR,stoppage,outofbounds,,[],0,,,1610612755,87,69,0001-01-01T00:00:00,4100000,0,-80,,,[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT02M55.00S,2020-08-20T00:22:57Z,3,REGULAR,foul,personal,shooting,"['inpenalty', '3freethrow']",1629684,,,1610612755,87,69,2020-08-20T00:23:07,4110000,-195,181,left,Williams S.FOUL (P3.PN),"[1629684, 1627788]",1610612738,BOS,0,Williams,G. Williams,,,,,,,,,,,,,,,,,Korkmaz,1627788.0,3.0,0.0,101284.0,,,,,,
420,PT02M55.00S,2020-08-20T00:23:10Z,3,REGULAR,timeout,full,,"['team', 'mandatory']",0,,,1610612755,87,69,0001-01-01T00:00:00,4130000,0,-80,,CELTICS Timeout: Regular (Full 2 Short 0),[],1610612738,BOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT02M55.00S,2020-08-20T00:26:44Z,3,REGULAR,freethrow,1of3,,[],1627788,,,1610612755,87,70,2020-08-20T00:27:17,4140000,250,-52,left,Korkmaz Free Throw 1 of 3 (1 PTS),[1627788],1610612755,PHI,0,Korkmaz,F. Korkmaz,,,,,,,1.0,Made,,,,,,,,,,,,,,,,,,,
422,PT02M55.00S,2020-08-20T00:26:44Z,3,REGULAR,freethrow,2of3,,[],1627788,,,1610612755,87,70,2020-08-20T00:27:17,4150000,250,-52,left,MISS Korkmaz Free Throw 2 of 3,[1627788],1610612755,PHI,0,Korkmaz,F. Korkmaz,,,,,,,1.0,Missed,,,,,,,,,,,,,,,,,,,
423,PT02M55.00S,2020-08-20T00:26:44Z,3,REGULAR,rebound,offensive,,"['team', 'deadball']",0,,,1610612755,87,70,2020-08-20T00:27:17,4160000,250,-52,left,76ers Rebound,[],1610612755,PHI,0,,,,,,,,,,,,0.0,0.0,0.0,422.0,,,,,,,,,,,,,,
424,PT02M55.00S,2020-08-20T00:26:44Z,3,REGULAR,freethrow,3of3,,[],1627788,,,1610612755,87,70,2020-08-20T00:27:17,4170000,250,-52,left,MISS Korkmaz Free Throw 3 of 3,[1627788],1610612755,PHI,0,Korkmaz,F. Korkmaz,,,,,,,1.0,Missed,,,,,,,,,,,,,,,,,,,
425,PT02M54.00S,2020-08-20T00:26:45Z,3,REGULAR,rebound,defensive,,[],1629684,,,1610612738,87,70,2020-08-20T00:27:20,4180000,250,-52,left,Williams REBOUND (Off:0 Def:6),[1629684],1610612738,BOS,0,Williams,G. Williams,,,,,,,,,,6.0,6.0,0.0,424.0,,,,,,,,,,,,,,
426,PT02M40.00S,2020-08-20T00:27:27Z,3,REGULAR,2pt,layup,driving,['pointsinthepaint'],1628369,89.7,47.37,1610612738,87,70,2020-08-20T00:27:34,4190000,-13,44,right,MISS Tatum 5' Driving Layup Blocked,"[1628369, 201143]",1610612738,BOS,1,Tatum,J. Tatum,,,,,,,0.0,Missed,4.59,,,,,,,,,,,,,,201143.0,Horford,,,
427,PT02M40.00S,2020-08-20T00:27:27Z,3,REGULAR,block,,,[],201143,,,1610612738,87,70,0001-01-01T00:00:00,4200000,-13,44,right, BLOCK ,[201143],1610612755,PHI,0,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT02M40.00S,2020-08-20T00:27:27Z,3,REGULAR,rebound,offensive,,['team'],0,,,1610612738,87,70,2020-08-20T00:27:34,4210000,-13,44,right,CELTICS Rebound,[],1610612738,BOS,0,,,,,,,,,,,,0.0,0.0,0.0,426.0,,,,,,,,,,,,,,
429,PT02M40.00S,2020-08-20T00:27:34Z,3,REGULAR,stoppage,outofbounds,,[],0,,,1610612738,87,70,0001-01-01T00:00:00,4220000,0,-80,,,[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT02M39.00S,2020-08-20T00:27:47Z,3,REGULAR,foul,personal,,"['inpenalty', '2freethrow']",202692,,,1610612738,87,70,2020-08-20T00:28:32,4230000,-123,377,right,Burks P.FOUL (P1.PN),"[202692, 1629684]",1610612755,PHI,0,Burks,A. Burks,,,,,,,,,,,,,,,,,Williams,1629684.0,1.0,0.0,200832.0,,,,,,
432,PT02M39.00S,2020-08-20T00:28:12Z,3,REGULAR,freethrow,1of2,,['2ndchance'],1629684,,,1610612738,87,70,0001-01-01T00:00:00,4250000,-250,888,right,MISS Williams Free Throw 1 of 2,[1629684],1610612738,BOS,0,Williams,G. Williams,,,,,,,8.0,Missed,,,,,,,,,,,,,,,,,,,
433,PT02M39.00S,2020-08-20T00:28:12Z,3,REGULAR,rebound,offensive,,"['deadball', 'team']",0,,,1610612738,87,70,0001-01-01T00:00:00,4260000,-250,888,right,CELTICS Rebound,[],1610612738,BOS,0,,,,,,,,,,,,0.0,0.0,0.0,432.0,,,,,,,,,,,,,,
434,PT02M39.00S,2020-08-20T00:28:23Z,3,REGULAR,freethrow,2of2,,['2ndchance'],1629684,,,1610612738,88,70,0001-01-01T00:00:00,4270000,-250,888,right,Williams Free Throw 2 of 2 (9 PTS),[1629684],1610612738,BOS,0,Williams,G. Williams,,,,,,,9.0,Made,,,,,,,,,,,,,,,,,,,
435,PT02M25.00S,2020-08-20T00:28:38Z,3,REGULAR,2pt,jumpshot,pullup,['pointsinthepaint'],1626196,17.43,56.93,1610612755,88,72,2020-08-20T00:28:41,4280000,-35,111,left,Richardson 12' Pullup Jump Shot (18 PTS),[1626196],1610612755,PHI,1,Richardson,J. Richardson,,,,,,,18.0,Made,11.64,,,,,,,,,,,,,,,,,,
436,PT02M03.00S,2020-08-20T00:29:00Z,3,REGULAR,3pt,jumpshot,,[],1629641,68.28,29.73,1610612738,91,72,2020-08-20T00:29:06,4290000,-101,246,right,Langford 27' 3PT Jump Shot (3 PTS) (Tatum 5 AST),"[1629641, 1628369]",1610612738,BOS,1,Langford,R. Langford,,,,,,,3.0,Made,26.59,,,,,Tatum,1628369.0,5.0,,,,,,,,,,,
438,PT01M44.00S,2020-08-20T00:29:19Z,3,REGULAR,2pt,layup,driving,['pointsinthepaint'],202692,9.67,40.02,1610612755,91,72,2020-08-20T00:29:25,4310000,50,38,left,MISS Burks 6' Driving Layup Blocked,"[202692, 202954]",1610612755,PHI,1,Burks,A. Burks,,,,,,,0.0,Missed,6.28,,,,,,,,,,,,,,202954.0,Wanamaker,,,
439,PT01M44.00S,2020-08-20T00:29:19Z,3,REGULAR,block,,,[],202954,,,1610612755,91,72,0001-01-01T00:00:00,4320000,50,38,left, BLOCK ,[202954],1610612738,BOS,0,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT01M43.00S,2020-08-20T00:29:20Z,3,REGULAR,rebound,offensive,,[],202692,,,1610612755,91,72,2020-08-20T00:30:07,4330000,50,38,left,Burks REBOUND (Off:1 Def:0),[202692],1610612755,PHI,0,Burks,A. Burks,,,,,,,,,,1.0,0.0,1.0,438.0,,,,,,,,,,,,,,
441,PT01M41.00S,2020-08-20T00:29:23Z,3,REGULAR,2pt,layup,putback,"['pointsinthepaint', '2ndchance']",202692,7.18,49.58,1610612755,91,72,2020-08-20T00:29:28,4340000,2,15,left,MISS Burks 2' Putback Layup,[202692],1610612755,PHI,1,Burks,A. Burks,,,,,,,0.0,Missed,1.51,,,,,,,,,,,,,,,,,,
442,PT01M40.00S,2020-08-20T00:29:24Z,3,REGULAR,rebound,defensive,,[],202689,,,1610612738,91,72,2020-08-20T00:29:37,4350000,2,15,left,Walker REBOUND (Off:1 Def:3),[202689],1610612738,BOS,0,Walker,K. Walker,,,,,,,,,,4.0,3.0,1.0,441.0,,,,,,,,,,,,,,
443,PT01M36.00S,2020-08-20T00:29:28Z,3,REGULAR,3pt,jumpshot,,['fastbreak'],1628369,86.68,95.9,1610612738,94,72,2020-08-20T00:29:33,4360000,230,73,right,Tatum 24' 3PT Jump Shot (23 PTS) (Walker 2 AST),"[1628369, 202689]",1610612738,BOS,1,Tatum,J. Tatum,,,,,,,23.0,Made,24.13,,,,,Walker,202689.0,2.0,,,,,,,,,,,
445,PT01M20.00S,2020-08-20T00:29:46Z,3,REGULAR,foul,personal,shooting,"['inpenalty', '2freethrow']",1629641,,,1610612755,94,72,2020-08-20T00:30:00,4380000,54,54,left,Langford S.FOUL (P1.PN),"[1629641, 202699]",1610612738,BOS,0,Langford,R. Langford,,,,,,,,,,,,,,,,,Harris,202699.0,1.0,0.0,101284.0,,,,,,
447,PT01M20.00S,2020-08-20T00:30:09Z,3,REGULAR,freethrow,1of2,,[],202699,,,1610612755,94,73,0001-01-01T00:00:00,4400000,250,-52,left,Harris Free Throw 1 of 2 (8 PTS),[202699],1610612755,PHI,0,Harris,T. Harris,,,,,,,8.0,Made,,,,,,,,,,,,,,,,,,,
448,PT01M20.00S,2020-08-20T00:30:09Z,3,REGULAR,substitution,out,,[],1626196,,,1610612755,94,73,0001-01-01T00:00:00,4410000,0,-80,,SUB: Thybulle FOR Richardson,[1626196],1610612755,PHI,0,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT01M20.00S,2020-08-20T00:30:30Z,3,REGULAR,freethrow,2of2,,[],202699,,,1610612755,94,74,0001-01-01T00:00:00,4430000,250,-52,left,Harris Free Throw 2 of 2 (9 PTS),[202699],1610612755,PHI,0,Harris,T. Harris,,,,,,,9.0,Made,,,,,,,,,,,,,,,,,,,
451,PT01M04.00S,2020-08-20T00:30:48Z,3,REGULAR,2pt,layup,drivingfingerroll,['pointsinthepaint'],1628369,92.85,48.11,1610612738,96,74,2020-08-20T00:30:52,4440000,-9,15,right,Tatum 2' Driving Finger Roll Layup (25 PTS),[1628369],1610612738,BOS,1,Tatum,J. Tatum,,,,,,,25.0,Made,1.75,,,,,,,,,,,,,,,,,,
452,PT00M50.30S,2020-08-20T00:31:01Z,3,REGULAR,2pt,layup,driving,[],202699,20.98,56.44,1610612755,96,74,2020-08-20T00:31:08,4450000,-32,145,left,MISS Harris 15' Driving Layup Blocked,"[202699, 202954]",1610612755,PHI,1,Harris,T. Harris,,,,,,,0.0,Missed,14.85,,,,,,,,,,,,,,202954.0,Wanamaker,,,
453,PT00M50.30S,2020-08-20T00:31:01Z,3,REGULAR,block,,,[],202954,,,1610612755,96,74,0001-01-01T00:00:00,4460000,-32,145,left, BLOCK ,[202954],1610612738,BOS,0,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT00M49.40S,2020-08-20T00:31:02Z,3,REGULAR,rebound,offensive,,[],202699,,,1610612755,96,74,2020-08-20T00:31:16,4470000,-32,145,left,Harris REBOUND (Off:4 Def:6),[202699],1610612755,PHI,0,Harris,T. Harris,,,,,,,,,,10.0,6.0,4.0,452.0,,,,,,,,,,,,,,
455,PT00M46.80S,2020-08-20T00:31:06Z,3,REGULAR,3pt,jumpshot,,['2ndchance'],1627788,5.6,97.13,1610612755,96,74,2020-08-20T00:31:11,4480000,-236,0,left,MISS Korkmaz 24' 3PT Jump Shot,[1627788],1610612755,PHI,1,Korkmaz,F. Korkmaz,,,,,,,0.0,Missed,23.6,,,,,,,,,,,,,,,,,,
456,PT00M46.80S,2020-08-20T00:31:06Z,3,REGULAR,rebound,defensive,,[],202954,,,1610612738,96,74,2020-08-20T00:31:11,4490000,-236,0,left,Wanamaker REBOUND (Off:0 Def:1),[202954],1610612738,BOS,0,Wanamaker,B. Wanamaker,,,,,,,,,,1.0,1.0,0.0,455.0,,,,,,,,,,,,,,
457,PT00M33.10S,2020-08-20T00:31:19Z,3,REGULAR,3pt,jumpshot,stepback,[],1628369,77.87,91.25,1610612738,96,74,2020-08-20T00:31:23,4500000,206,156,right,MISS Tatum 26' 3PT Step Back Jump Shot,[1628369],1610612738,BOS,1,Tatum,J. Tatum,,,,,,,0.0,Missed,25.84,,,,,,,,,,,,,,,,,,
458,PT00M32.60S,2020-08-20T00:31:20Z,3,REGULAR,rebound,defensive,,[],1627788,,,1610612755,96,74,2020-08-20T00:31:26,4510000,206,156,right,Korkmaz REBOUND (Off:0 Def:1),[1627788],1610612755,PHI,0,Korkmaz,F. Korkmaz,,,,,,,,,,1.0,1.0,0.0,457.0,,,,,,,,,,,,,,
459,PT00M26.50S,2020-08-20T00:31:28Z,3,REGULAR,foul,personal,,"['inpenalty', '2freethrow']",1629684,,,1610612755,96,74,2020-08-20T00:31:38,4520000,68,45,left,Williams P.FOUL (P4.PN),"[1629684, 202699]",1610612738,BOS,0,Williams,G. Williams,,,,,,,,,,,,,,,,,Harris,202699.0,4.0,0.0,200832.0,,,,,,
461,PT00M26.50S,2020-08-20T00:31:48Z,3,REGULAR,freethrow,1of2,,[],202699,,,1610612755,96,75,2020-08-20T00:32:13,4540000,250,-52,left,Harris Free Throw 1 of 2 (10 PTS),[202699],1610612755,PHI,0,Harris,T. Harris,,,,,,,10.0,Made,,,,,,,,,,,,,,,,,,,
462,PT00M26.50S,2020-08-20T00:31:53Z,3,REGULAR,substitution,out,,[],1629684,,,1610612755,96,75,0001-01-01T00:00:00,4550000,0,-80,,SUB: Kanter FOR Williams,[1629684],1610612738,BOS,0,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT00M26.50S,2020-08-20T00:31:48Z,3,REGULAR,freethrow,2of2,,[],202699,,,1610612755,96,75,2020-08-20T00:32:13,4570000,250,-52,left,MISS Harris Free Throw 2 of 2,[202699],1610612755,PHI,0,Harris,T. Harris,,,,,,,10.0,Missed,,,,,,,,,,,,,,,,,,,
465,PT00M26.50S,2020-08-20T00:31:48Z,3,REGULAR,rebound,defensive,,[],1629641,,,1610612738,96,75,2020-08-20T00:32:17,4580000,250,-52,left,Langford REBOUND (Off:0 Def:1),[1629641],1610612738,BOS,0,Langford,R. Langford,,,,,,,,,,1.0,1.0,0.0,464.0,,,,,,,,,,,,,,
466,PT00M03.30S,2020-08-20T00:32:33Z,3,REGULAR,2pt,jumpshot,pullup,[],202689,80.5,70.17,1610612738,98,75,2020-08-20T00:32:36,4590000,101,131,right,Walker 17' Pullup Jump Shot (22 PTS),[202689],1610612738,BOS,1,Walker,K. Walker,,,,,,,22.0,Made,16.54,,,,,,,,,,,,,,,,,,
467,PT00M00.00S,2020-08-20T00:33:25Z,3,REGULAR,period,end,,[],0,,,1610612755,98,75,0001-01-01T00:00:00,4600000,0,-80,,End of 3rd Period (8:34 PM EST),[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT12M00.00S,2020-08-20T00:35:49Z,4,REGULAR,substitution,out,,['startperiod'],202689,,,1610612755,98,75,0001-01-01T00:00:00,4610000,0,-80,,,[202689],1610612738,BOS,0,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT12M00.00S,2020-08-20T00:35:49Z,4,REGULAR,substitution,out,,['startperiod'],202699,,,1610612755,98,75,0001-01-01T00:00:00,4620000,0,-80,,,[202699],1610612755,PHI,0,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,
