actionNumber,clock,timeActual,period,periodType,actionType,subType,descriptor,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,side,description,personIdsFilter,teamId,teamTricode,isFieldGoal,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,jumpBallRecoveredName,jumpBallRecoveredPersonId,pointsTotal,shotResult,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotActionNumber,assistPlayerName,assistPersonId,assistTotal,foulDrawnPlayerName,foulDrawnPersonId,foulPersonalTotal,foulTechnicalTotal,officialId,turnoverTotal,blockPersonId,blockPlayerName,stealPlayerName,stealPersonId,stealTotal
2,PT12M00.00S,2020-08-19T22:45:29Z,1,REGULAR,period,start,,[],0,,,0,0,0,0001-01-01T00:00:00,20000,0,-80,,Start of 1st Period (6:46 PM EST),[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2020-08-19T22:45:32Z,1,REGULAR,jumpball,recovered,startperiod,[],1627759,,,1610612738,0,0,0001-01-01T00:00:00,40000,0,-80,,Jump Ball Theis vs. Embiid: Tip to Brown,"[1627759, 1628464, 203954]",0,,0,Brown,J. Brown,Embiid,203954.0,Theis,1628464.0,Brown,1627759.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2020-08-19T22:45:41Z,1,REGULAR,2pt,jumpshot,floating,[],1628464,15.33,33.65,1610612738,0,0,2020-08-19T22:45:49,70000,82,92,left,MISS Theis 12' Floating Jump Shot,[1628464],1610612738,BOS,1,Theis,D. Theis,,,,,,,0.0,Missed,12.32,,,,,,,,,,,,,,,,,,
8,PT11M45.00S,2020-08-19T22:45:43Z,1,REGULAR,rebound,offensive,,[],1628369,,,1610612738,0,0,2020-08-19T22:45:53,80000,82,92,left,Tatum REBOUND (Off:1 Def:0),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,1.0,0.0,1.0,7.0,,,,,,,,,,,,,,
9,PT11M41.00S,2020-08-19T22:45:47Z,1,REGULAR,3pt,jumpshot,,['2ndchance'],1628369,6.13,1.54,1610612738,3,0,2020-08-19T22:45:51,90000,242,5,left,Tatum 24' 3PT Jump Shot (3 PTS),[1628369],1610612738,BOS,1,Tatum,J. Tatum,,,,,,,3.0,Made,24.21,,,,,,,,,,,,,,,,,,
10,PT11M27.00S,2020-08-19T22:46:02Z,1,REGULAR,2pt,jumpshot,,[],1626196,75.51,24.09,1610612755,3,2,2020-08-19T22:46:05,100000,-130,178,right,Richardson 22' Jump Shot (2 PTS) (Embiid 1 AST),"[1626196, 203954]",1610612755,PHI,1,Richardson,J. Richardson,,,,,,,2.0,Made,22.04,,,,,Embiid,203954.0,1.0,,,,,,,,,,,
12,PT11M08.00S,2020-08-19T22:46:20Z,1,REGULAR,3pt,jumpshot,,[],1627759,10.2,94.68,1610612738,3,2,2020-08-19T22:46:23,120000,-223,43,left,MISS Brown 3PT Jump Shot,[1627759],1610612738,BOS,1,Brown,J. Brown,,,,,,,0.0,Missed,22.71,,,,,,,,,,,,,,,,,,
13,PT11M07.00S,2020-08-19T22:46:21Z,1,REGULAR,rebound,defensive,,[],203954,,,1610612755,3,2,2020-08-19T22:46:26,130000,-223,43,left,Embiid REBOUND (Off:0 Def:1),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,1.0,1.0,0.0,12.0,,,,,,,,,,,,,,
15,PT10M55.00S,2020-08-19T22:46:40Z,1,REGULAR,2pt,layup,reverse,['pointsinthepaint'],203954,90.88,51.78,1610612755,3,4,2020-08-19T22:46:53,150000,9,33,right,Embiid 3' Reverse Layup (2 PTS) (Milton 1 AST),"[203954, 1629003]",1610612755,PHI,1,Embiid,J. Embiid,,,,,,,2.0,Made,3.42,,,,,Milton,1629003.0,1.0,,,,,,,,,,,
17,PT10M55.00S,2020-08-19T22:46:42Z,1,REGULAR,foul,personal,shooting,['1freethrow'],1628369,,,1610612755,3,4,2020-08-19T22:46:46,170000,9,33,right,Tatum S.FOUL (P1.T1),"[1628369, 203954]",1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,,,,,,,,Embiid,203954.0,1.0,0.0,101284.0,,,,,,
19,PT10M55.00S,2020-08-19T22:46:56Z,1,REGULAR,freethrow,1of1,,[],203954,,,1610612755,3,5,0001-01-01T00:00:00,190000,-250,888,right,Embiid Free Throw 1 of 1 (3 PTS),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,3.0,Made,,,,,,,,,,,,,,,,,,,
20,PT10M42.00S,2020-08-19T22:47:11Z,1,REGULAR,2pt,jumpshot,pullup,[],202689,25.57,54.48,1610612738,5,5,2020-08-19T22:47:14,200000,-22,188,left,Walker 19' Pullup Jump Shot (2 PTS) (Theis 1 AST),"[202689, 1628464]",1610612738,BOS,1,Walker,K. Walker,,,,,,,2.0,Made,18.93,,,,,Theis,1628464.0,1.0,,,,,,,,,,,
22,PT10M26.00S,2020-08-19T22:47:27Z,1,REGULAR,2pt,hook,driving,['pointsinthepaint'],203954,79.71,56.2,1610612755,5,7,2020-08-19T22:47:30,220000,31,138,right,Embiid 14' Driving Hook Shot (5 PTS),[203954],1610612755,PHI,1,Embiid,J. Embiid,,,,,,,5.0,Made,14.14,,,,,,,,,,,,,,,,,,
23,PT10M07.00S,2020-08-19T22:47:46Z,1,REGULAR,2pt,jumpshot,fadeaway,['pointsinthepaint'],203935,19.53,60.61,1610612738,5,7,2020-08-19T22:47:51,230000,-53,131,left,MISS Smart 14' Fadeaway Jumper,[203935],1610612738,BOS,1,Smart,M. Smart,,,,,,,0.0,Missed,14.13,,,,,,,,,,,,,,,,,,
24,PT10M06.00S,2020-08-19T22:47:47Z,1,REGULAR,rebound,defensive,,[],202699,,,1610612755,5,7,2020-08-19T22:47:59,240000,-53,131,left,Harris REBOUND (Off:0 Def:1),[202699],1610612755,PHI,0,Harris,T. Harris,,,,,,,,,,1.0,1.0,0.0,23.0,,,,,,,,,,,,,,
25,PT10M02.00S,2020-08-19T22:47:53Z,1,REGULAR,turnover,outofbounds,lostball,[],1629680,,,1610612755,5,7,2020-08-19T22:48:00,250000,112,-22,right,Thybulle Out of Bounds Lost Ball Turnover (P1.T1),[1629680],1610612755,PHI,0,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
26,PT09M52.00S,2020-08-19T22:48:11Z,1,REGULAR,3pt,jumpshot,stepback,['fromturnover'],202689,31.09,28.26,1610612738,5,7,2020-08-19T22:48:16,260000,109,240,left,MISS Walker 26' 3PT Step Back Jump Shot,[202689],1610612738,BOS,1,Walker,K. Walker,,,,,,,0.0,Missed,26.36,,,,,,,,,,,,,,,,,,
27,PT09M51.00S,2020-08-19T22:48:12Z,1,REGULAR,rebound,defensive,,[],202699,,,1610612755,5,7,2020-08-19T22:48:19,270000,109,240,left,Harris REBOUND (Off:0 Def:2),[202699],1610612755,PHI,0,Harris,T. Harris,,,,,,,,,,2.0,2.0,0.0,26.0,,,,,,,,,,,,,,
28,PT09M43.00S,2020-08-19T22:48:22Z,1,REGULAR,foul,personal,,[],1628369,,,1610612755,5,7,2020-08-19T22:48:30,280000,69,58,right,Tatum P.FOUL (P2.T2),"[1628369, 203954]",1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,,,,,,,,Embiid,203954.0,2.0,0.0,2529.0,,,,,,
30,PT09M38.00S,2020-08-19T22:48:48Z,1,REGULAR,2pt,jumpshot,drivingfloating,['pointsinthepaint'],1629003,81.16,48.6,1610612755,5,9,2020-08-19T22:48:52,300000,-7,125,right,Milton 13' Driving Floating Jump Shot (2 PTS) (Thybulle 1 AST),"[1629003, 1629680]",1610612755,PHI,1,Milton,S. Milton,,,,,,,2.0,Made,12.52,,,,,Thybulle,1629680.0,1.0,,,,,,,,,,,
32,PT09M15.00S,2020-08-19T22:49:11Z,1,REGULAR,3pt,jumpshot,pullup,[],1628369,30.04,21.64,1610612738,5,9,2020-08-19T22:49:15,320000,142,230,left,MISS Tatum 27' 3PT Pullup Jump Shot,[1628369],1610612738,BOS,1,Tatum,J. Tatum,,,,,,,0.0,Missed,27.03,,,,,,,,,,,,,,,,,,
33,PT09M14.00S,2020-08-19T22:49:12Z,1,REGULAR,rebound,defensive,,[],203954,,,1610612755,5,9,2020-08-19T22:49:18,330000,142,230,left,Embiid REBOUND (Off:0 Def:2),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,2.0,2.0,0.0,32.0,,,,,,,,,,,,,,
34,PT09M05.00S,2020-08-19T22:49:21Z,1,REGULAR,2pt,jumpshot,floating,['pointsinthepaint'],203954,83.13,61.1,1610612755,5,11,2020-08-19T22:49:26,340000,56,106,right,Embiid 12' Floating Jump Shot (7 PTS) (Richardson 1 AST),"[203954, 1626196]",1610612755,PHI,1,Embiid,J. Embiid,,,,,,,7.0,Made,11.99,,,,,Richardson,1626196.0,1.0,,,,,,,,,,,
36,PT08M42.00S,2020-08-19T22:49:44Z,1,REGULAR,3pt,jumpshot,pullup,[],203935,33.59,50.07,1610612738,5,11,2020-08-19T22:49:49,360000,0,263,left,MISS Smart 26' 3PT Pullup Jump Shot,[203935],1610612738,BOS,1,Smart,M. Smart,,,,,,,0.0,Missed,26.3,,,,,,,,,,,,,,,,,,
37,PT08M41.00S,2020-08-19T22:49:45Z,1,REGULAR,rebound,defensive,,[],202699,,,1610612755,5,11,2020-08-19T22:49:51,370000,0,263,left,Harris REBOUND (Off:0 Def:3),[202699],1610612755,PHI,0,Harris,T. Harris,,,,,,,,,,3.0,3.0,0.0,36.0,,,,,,,,,,,,,,
38,PT08M24.00S,2020-08-19T22:50:03Z,1,REGULAR,3pt,jumpshot,,[],203954,74.85,12.57,1610612755,5,11,2020-08-19T22:50:06,380000,-187,184,right,MISS Embiid 26' 3PT Jump Shot,[203954],1610612755,PHI,1,Embiid,J. Embiid,,,,,,,0.0,Missed,26.23,,,,,,,,,,,,,,,,,,
39,PT08M23.00S,2020-08-19T22:50:04Z,1,REGULAR,rebound,defensive,,[],1628369,,,1610612738,5,11,2020-08-19T22:50:08,390000,-187,184,right,Tatum REBOUND (Off:1 Def:1),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,2.0,1.0,1.0,38.0,,,,,,,,,,,,,,
40,PT08M13.00S,2020-08-19T22:50:13Z,1,REGULAR,2pt,jumpshot,drivingfloating,['pointsinthepaint'],1628369,12.3,52.77,1610612738,7,11,2020-08-19T22:50:16,400000,-14,63,left,Tatum 6' Driving Floating Jump Shot (5 PTS),[1628369],1610612738,BOS,1,Tatum,J. Tatum,,,,,,,5.0,Made,6.45,,,,,,,,,,,,,,,,,,
41,PT07M51.00S,2020-08-19T22:50:35Z,1,REGULAR,2pt,layup,drivingfingerroll,['pointsinthepaint'],1626196,89.83,46.64,1610612755,7,11,2020-08-19T22:50:40,410000,-17,43,right,MISS Richardson 5' Driving Finger Roll Layup,[1626196],1610612755,PHI,1,Richardson,J. Richardson,,,,,,,0.0,Missed,4.62,,,,,,,,,,,,,,,,,,
42,PT07M50.00S,2020-08-19T22:50:36Z,1,REGULAR,rebound,defensive,,[],1627759,,,1610612738,7,11,2020-08-19T22:50:44,420000,-17,43,right,Brown REBOUND (Off:0 Def:1),[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,1.0,1.0,0.0,41.0,,,,,,,,,,,,,,
43,PT07M38.00S,2020-08-19T22:50:48Z,1,REGULAR,3pt,jumpshot,,[],1627759,6.13,3.01,1610612738,7,11,2020-08-19T22:50:51,430000,235,5,left,MISS Brown 24' 3PT Jump Shot,[1627759],1610612738,BOS,1,Brown,J. Brown,,,,,,,0.0,Missed,23.51,,,,,,,,,,,,,,,,,,
44,PT07M37.00S,2020-08-19T22:50:49Z,1,REGULAR,rebound,defensive,,[],203954,,,1610612755,7,11,2020-08-19T22:50:54,440000,235,5,left,Embiid REBOUND (Off:0 Def:3),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,3.0,3.0,0.0,43.0,,,,,,,,,,,,,,
45,PT07M23.00S,2020-08-19T22:51:06Z,1,REGULAR,foul,personal,shooting,['2freethrow'],1628464,,,1610612755,7,11,2020-08-19T22:51:12,450000,89,15,right,Theis S.FOUL (P1.T3),"[1628464, 203954]",1610612738,BOS,0,Theis,D. Theis,,,,,,,,,,,,,,,,,Embiid,203954.0,1.0,0.0,200832.0,,,,,,
47,PT07M23.00S,2020-08-19T22:51:33Z,1,REGULAR,freethrow,1of2,,[],203954,,,1610612755,7,12,0001-01-01T00:00:00,470000,-250,888,right,Embiid Free Throw 1 of 2 (8 PTS),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,8.0,Made,,,,,,,,,,,,,,,,,,,
48,PT07M23.00S,2020-08-19T22:51:52Z,1,REGULAR,freethrow,2of2,,[],203954,,,1610612755,7,13,0001-01-01T00:00:00,480000,-250,888,right,Embiid Free Throw 2 of 2 (9 PTS),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,9.0,Made,,,,,,,,,,,,,,,,,,,
49,PT07M09.00S,2020-08-19T22:52:12Z,1,REGULAR,foul,personal,shooting,['2freethrow'],1626196,,,1610612738,7,13,2020-08-19T22:52:20,490000,36,161,left,Richardson S.FOUL (P1.T1),"[1626196, 1627759]",1610612755,PHI,0,Richardson,J. Richardson,,,,,,,,,,,,,,,,,Brown,1627759.0,1.0,0.0,2529.0,,,,,,
51,PT07M09.00S,2020-08-19T22:52:40Z,1,REGULAR,freethrow,1of2,,[],1627759,,,1610612738,8,13,0001-01-01T00:00:00,510000,250,-52,left,Brown Free Throw 1 of 2 (1 PTS),[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,1.0,Made,,,,,,,,,,,,,,,,,,,
52,PT07M09.00S,2020-08-19T22:52:42Z,1,REGULAR,substitution,out,,[],1628369,,,1610612738,8,13,0001-01-01T00:00:00,520000,0,-80,,SUB: Ojeleye FOR Tatum,[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M09.00S,2020-08-19T22:52:42Z,1,REGULAR,substitution,out,,[],1629680,,,1610612738,8,13,0001-01-01T00:00:00,530000,0,-80,,SUB: Horford FOR Thybulle,[1629680],1610612755,PHI,0,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M09.00S,2020-08-19T22:53:05Z,1,REGULAR,freethrow,2of2,,[],1627759,,,1610612738,9,13,0001-01-01T00:00:00,560000,250,-52,left,Brown Free Throw 2 of 2 (2 PTS),[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,2.0,Made,,,,,,,,,,,,,,,,,,,
57,PT06M51.00S,2020-08-19T22:53:25Z,1,REGULAR,2pt,layup,cutting,['pointsinthepaint'],201143,92.46,54.24,1610612755,9,15,2020-08-19T22:53:29,570000,21,18,right,Horford 3' Cutting Layup Shot (2 PTS) (Richardson 2 AST),"[201143, 1626196]",1610612755,PHI,1,Horford,A. Horford,,,,,,,2.0,Made,2.77,,,,,Richardson,1626196.0,2.0,,,,,,,,,,,
59,PT06M39.00S,2020-08-19T22:53:40Z,1,REGULAR,foul,offensive,,[],203935,,,1610612738,9,15,2020-08-19T22:57:10,590000,0,58,left,Smart OFF.Foul (P1),[203935],1610612738,BOS,0,Smart,M. Smart,,,,,,,,,,,,,,,,,,,1.0,0.0,101284.0,,,,,,
59,PT06M39.00S,2020-08-19T22:53:40Z,1,REGULAR,foul,offensive,,[],203935,,,1610612738,9,15,2020-08-19T22:57:10,590000,0,58,left,Smart OFF.Foul (P1),"[203935, 203954]",1610612738,BOS,0,Smart,M. Smart,,,,,,,,,,,,,,,,,Embiid,203954.0,1.0,0.0,101284.0,,,,,,
61,PT06M39.00S,2020-08-19T22:54:34Z,1,REGULAR,timeout,full,,"['team', 'mandatory']",0,,,1610612755,9,15,2020-08-19T22:57:43,610000,0,-80,,CELTICS Timeout: Regular (Full 1 Short 0),[],1610612738,BOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M15.00S,2020-08-19T22:57:44Z,1,REGULAR,3pt,jumpshot,,['fromturnover'],1626196,71.04,19.43,1610612755,9,18,2020-08-19T22:57:50,640000,-153,220,right,Richardson 27' 3PT Jump Shot (5 PTS) (Embiid 2 AST),"[1626196, 203954]",1610612755,PHI,1,Richardson,J. Richardson,,,,,,,5.0,Made,26.8,,,,,Embiid,203954.0,2.0,,,,,,,,,,,
67,PT06M04.00S,2020-08-19T22:57:55Z,1,REGULAR,3pt,jumpshot,,[],1628464,7.7,95.17,1610612738,9,18,2020-08-19T22:58:03,660000,-226,20,left,MISS Theis 3PT Jump Shot,[1628464],1610612738,BOS,1,Theis,D. Theis,,,,,,,0.0,Missed,22.69,,,,,,,,,,,,,,,,,,
68,PT06M03.00S,2020-08-19T22:57:56Z,1,REGULAR,rebound,defensive,,[],1629003,,,1610612755,9,18,2020-08-19T22:58:03,670000,-226,20,left,Milton REBOUND (Off:0 Def:1),[1629003],1610612755,PHI,0,Milton,S. Milton,,,,,,,,,,1.0,1.0,0.0,67.0,,,,,,,,,,,,,,
69,PT05M51.00S,2020-08-19T22:58:08Z,1,REGULAR,3pt,jumpshot,,[],1629003,67.23,65.02,1610612755,9,21,2020-08-19T22:58:14,680000,75,256,right,Milton 27' 3PT Jump Shot (5 PTS) (Embiid 3 AST),"[1629003, 203954]",1610612755,PHI,1,Milton,S. Milton,,,,,,,5.0,Made,26.68,,,,,Embiid,203954.0,3.0,,,,,,,,,,,
71,PT05M37.00S,2020-08-19T22:58:26Z,1,REGULAR,foul,personal,shooting,['2freethrow'],202699,,,1610612738,9,21,2020-08-19T22:58:33,700000,3,63,left,Harris S.FOUL (P1.T2),"[202699, 203935]",1610612755,PHI,0,Harris,T. Harris,,,,,,,,,,,,,,,,,Smart,203935.0,1.0,0.0,101284.0,,,,,,
73,PT05M37.00S,2020-08-19T22:58:55Z,1,REGULAR,freethrow,1of2,,[],203935,,,1610612738,10,21,0001-01-01T00:00:00,720000,250,-52,left,Smart Free Throw 1 of 2 (1 PTS),[203935],1610612738,BOS,0,Smart,M. Smart,,,,,,,1.0,Made,,,,,,,,,,,,,,,,,,,
74,PT05M37.00S,2020-08-19T22:58:57Z,1,REGULAR,substitution,out,,[],1628464,,,1610612738,10,21,0001-01-01T00:00:00,730000,0,-80,,SUB: Williams FOR Theis,[1628464],1610612738,BOS,0,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M37.00S,2020-08-19T22:58:57Z,1,REGULAR,substitution,out,,[],203954,,,1610612738,10,21,0001-01-01T00:00:00,740000,0,-80,,SUB: Neto FOR Embiid,[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M37.00S,2020-08-19T22:59:18Z,1,REGULAR,freethrow,2of2,,[],203935,,,1610612738,11,21,0001-01-01T00:00:00,770000,250,-52,left,Smart Free Throw 2 of 2 (2 PTS),[203935],1610612738,BOS,0,Smart,M. Smart,,,,,,,2.0,Made,,,,,,,,,,,,,,,,,,,
79,PT05M16.00S,2020-08-19T22:59:42Z,1,REGULAR,2pt,jumpshot,turnaround,['pointsinthepaint'],202699,80.63,42.47,1610612755,11,23,2020-08-19T22:59:46,780000,-38,130,right,Harris 14' Turnaround Jump Shot (2 PTS) (Neto 1 AST),"[202699, 203526]",1610612755,PHI,1,Harris,T. Harris,,,,,,,2.0,Made,13.54,,,,,Neto,203526.0,1.0,,,,,,,,,,,
81,PT05M01.00S,2020-08-19T22:59:57Z,1,REGULAR,3pt,jumpshot,pullup,[],202689,33.33,62.32,1610612738,11,23,2020-08-19T23:00:02,800000,-62,261,left,MISS Walker 27' 3PT Pullup Jump Shot,[202689],1610612738,BOS,1,Walker,K. Walker,,,,,,,0.0,Missed,26.83,,,,,,,,,,,,,,,,,,
82,PT05M00.00S,2020-08-19T22:59:58Z,1,REGULAR,rebound,defensive,,[],1626196,,,1610612755,11,23,2020-08-19T23:00:10,810000,-62,261,left,Richardson REBOUND (Off:0 Def:1),[1626196],1610612755,PHI,0,Richardson,J. Richardson,,,,,,,,,,1.0,1.0,0.0,81.0,,,,,,,,,,,,,,
83,PT04M52.00S,2020-08-19T23:00:06Z,1,REGULAR,2pt,layup,driving,['pointsinthepaint'],202699,92.72,52.27,1610612755,11,25,2020-08-19T23:00:09,820000,11,16,right,Harris 2' Driving Layup (4 PTS),[202699],1610612755,PHI,1,Harris,T. Harris,,,,,,,4.0,Made,1.94,,,,,,,,,,,,,,,,,,
84,PT04M36.00S,2020-08-19T23:00:22Z,1,REGULAR,3pt,jumpshot,,[],1629684,32.41,67.23,1610612738,14,25,2020-08-19T23:00:25,830000,-86,252,left,Williams 27' 3PT Jump Shot (3 PTS) (Walker 1 AST),"[1629684, 202689]",1610612738,BOS,1,Williams,G. Williams,,,,,,,3.0,Made,26.63,,,,,Walker,202689.0,1.0,,,,,,,,,,,
86,PT04M11.00S,2020-08-19T23:00:47Z,1,REGULAR,2pt,jumpshot,turnaroundfadeaway,[],1629003,89.96,17.47,1610612755,14,27,2020-08-19T23:00:51,850000,-163,42,right,Milton 17' Turnaround Fadeaway (7 PTS),[1629003],1610612755,PHI,1,Milton,S. Milton,,,,,,,7.0,Made,16.83,,,,,,,,,,,,,,,,,,
87,PT03M56.00S,2020-08-19T23:01:02Z,1,REGULAR,3pt,jumpshot,,[],1627759,33.46,51.54,1610612738,14,27,2020-08-19T23:01:05,860000,-8,262,left,MISS Brown 26' 3PT Jump Shot,[1627759],1610612738,BOS,1,Brown,J. Brown,,,,,,,0.0,Missed,26.21,,,,,,,,,,,,,,,,,,
88,PT03M55.00S,2020-08-19T23:01:03Z,1,REGULAR,rebound,defensive,,[],203526,,,1610612755,14,27,2020-08-19T23:01:08,870000,-8,262,left,Neto REBOUND (Off:0 Def:1),[203526],1610612755,PHI,0,Neto,R. Neto,,,,,,,,,,1.0,1.0,0.0,87.0,,,,,,,,,,,,,,
89,PT03M49.00S,2020-08-19T23:01:09Z,1,REGULAR,3pt,jumpshot,runningpullup,['fastbreak'],1626196,73.93,14.53,1610612755,14,27,2020-08-19T23:01:15,880000,-177,193,right,MISS Richardson 26' 3PT Running Pull-Up Jump Shot,[1626196],1610612755,PHI,1,Richardson,J. Richardson,,,,,,,0.0,Missed,26.19,,,,,,,,,,,,,,,,,,
90,PT03M48.00S,2020-08-19T23:01:10Z,1,REGULAR,rebound,defensive,,[],202689,,,1610612738,14,27,2020-08-19T23:01:15,890000,-177,193,right,Walker REBOUND (Off:0 Def:1),[202689],1610612738,BOS,0,Walker,K. Walker,,,,,,,,,,1.0,1.0,0.0,89.0,,,,,,,,,,,,,,
91,PT03M41.00S,2020-08-19T23:01:18Z,1,REGULAR,2pt,jumpshot,drivingfloating,['pointsinthepaint'],202689,8.1,53.01,1610612738,14,27,2020-08-19T23:01:23,900000,-15,24,left,MISS Walker 3' Driving Floating Jump Shot,[202689],1610612738,BOS,1,Walker,K. Walker,,,,,,,0.0,Missed,2.83,,,,,,,,,,,,,,,,,,
92,PT03M40.00S,2020-08-19T23:01:19Z,1,REGULAR,rebound,defensive,,[],201143,,,1610612755,14,27,2020-08-19T23:02:44,910000,-15,24,left,Horford REBOUND (Off:0 Def:1),[201143],1610612755,PHI,0,Horford,A. Horford,,,,,,,,,,1.0,1.0,0.0,91.0,,,,,,,,,,,,,,
93,PT03M36.00S,2020-08-19T23:01:24Z,1,REGULAR,2pt,layup,running,"['pointsinthepaint', 'fastbreak']",202699,88.65,44.92,1610612755,14,27,2020-08-19T23:01:43,920000,-25,54,right,MISS Harris 6' Running Layup Blocked,"[202699, 1627759]",1610612755,PHI,1,Harris,T. Harris,,,,,,,0.0,Missed,5.95,,,,,,,,,,,,,,1627759.0,Brown,,,
94,PT03M36.00S,2020-08-19T23:01:24Z,1,REGULAR,block,,,[],1627759,,,1610612755,14,27,0001-01-01T00:00:00,930000,-25,54,right, BLOCK ,[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M36.00S,2020-08-19T23:01:24Z,1,REGULAR,rebound,offensive,,['team'],0,,,1610612755,14,27,2020-08-19T23:01:43,940000,-25,54,right,76ers Rebound,[],1610612755,PHI,0,,,,,,,,,,,,0.0,0.0,0.0,93.0,,,,,,,,,,,,,,
96,PT03M36.00S,2020-08-19T23:01:29Z,1,REGULAR,stoppage,outofbounds,,[],0,,,1610612755,14,27,0001-01-01T00:00:00,950000,0,-80,,,[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M36.00S,2020-08-19T23:01:53Z,1,REGULAR,timeout,full,,"['team', 'mandatory']",0,,,1610612755,14,27,0001-01-01T00:00:00,960000,0,-80,,76ers Timeout: Regular (Reg.1 Short 0),[],1610612755,PHI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M36.00S,2020-08-19T23:04:24Z,1,REGULAR,substitution,out,,[],202689,,,1610612755,14,27,2020-08-19T23:11:50,970000,0,-80,,SUB: Wanamaker FOR Walker,[202689],1610612738,BOS,0,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M36.00S,2020-08-19T23:04:24Z,1,REGULAR,substitution,out,,[],203935,,,1610612755,14,27,2020-08-19T23:11:50,980000,0,-80,,SUB: Tatum FOR Smart,[203935],1610612738,BOS,0,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M36.00S,2020-08-19T23:04:24Z,1,REGULAR,substitution,out,,[],202699,,,1610612755,14,27,2020-08-19T23:11:50,990000,0,-80,,SUB: Thybulle FOR Harris,[202699],1610612755,PHI,0,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M36.00S,2020-08-19T23:04:24Z,1,REGULAR,substitution,out,,[],1629003,,,1610612755,14,27,2020-08-19T23:11:50,1000000,0,-80,,SUB: Embiid FOR Milton,[1629003],1610612755,PHI,0,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT03M36.00S,2020-08-19T23:04:24Z,1,REGULAR,substitution,out,,[],1628400,,,1610612755,14,27,0001-01-01T00:00:00,1045000,0,-80,,SUB: Kanter FOR Ojeleye,[1628400],1610612738,BOS,0,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M27.00S,2020-08-19T23:05:46Z,1,REGULAR,2pt,layup,,"['pointsinthepaint', '2ndchance']",203954,92.2,46.88,1610612755,14,27,2020-08-19T23:05:50,1050000,-16,21,right,MISS Embiid 3' Layup,[203954],1610612755,PHI,1,Embiid,J. Embiid,,,,,,,0.0,Missed,2.64,,,,,,,,,,,,,,,,,,
107,PT03M26.00S,2020-08-19T23:05:47Z,1,REGULAR,rebound,defensive,,[],1628369,,,1610612738,14,27,2020-08-19T23:05:50,1060000,-16,21,right,Tatum REBOUND (Off:1 Def:2),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,3.0,2.0,1.0,106.0,,,,,,,,,,,,,,
108,PT03M21.00S,2020-08-19T23:05:53Z,1,REGULAR,2pt,layup,runningfingerroll,"['fastbreak', 'pointsinthepaint']",1627759,6.26,45.9,1610612738,16,27,2020-08-19T23:06:06,1070000,21,6,left,Brown 2' Running Finger Roll Layup (4 PTS) (Wanamaker 1 AST),"[1627759, 202954]",1610612738,BOS,1,Brown,J. Brown,,,,,,,4.0,Made,2.18,,,,,Wanamaker,202954.0,1.0,,,,,,,,,,,
