actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
125,PT03M44.00S,2020-07-31T23:08:41.0Z,1,REGULAR,freethrow,2of2,[],1627759,,,1610612738,25,23,2020-07-31T23:08:41Z,1210000,,,0,,J. Brown freethrow 2of2 (4 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
126,PT03M33.00S,2020-07-31T23:08:54.6Z,1,REGULAR,turnover,traveling,[],201577,,,1610612749,25,23,2020-07-31T23:09:00Z,1220000,,,0,,R. Lopez TURNOVER traveling (1 TOV),[201577],1610612749.0,MIL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,1148.0,,,,,,,1.0,,,
127,PT03M21.00S,2020-07-31T23:09:17.1Z,1,REGULAR,3pt,jumpshot,['fromturnover'],203935,66.96780551905388,32.421875,1610612738,25,23,2020-07-31T23:09:21Z,1230000,-88.0,258.0,1,right,MISS M. Smart 28' 3PT,[203935],1610612738.0,BOS,stepback,,,Smart,M. Smart,,,,,27.78,Missed,,,,,,,,,,,,,,,,,,,
128,PT03M20.00S,2020-07-31T23:09:18.1Z,1,REGULAR,rebound,offensive,[],202683,,,1610612738,25,23,2020-07-31T23:09:34Z,1240000,,,0,,E. Kanter REBOUND (Off:1 Def:0),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,127.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
129,PT03M13.00S,2020-07-31T23:09:27.7Z,1,REGULAR,turnover,traveling,[],1627759,,,1610612738,25,23,2020-07-31T23:09:32Z,1250000,,,0,,J. Brown TURNOVER traveling (1 TOV),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,201638.0,,,,,,,1.0,,,
130,PT03M00.00S,2020-07-31T23:09:57.6Z,1,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",1628425,10.85742444152431,49.08854166666667,1610612749,27,23,2020-07-31T23:10:41Z,1260000,5.0,50.0,1,left,S. Brown 6' jumpshot (2 PTS) (R. Lopez 1 AST),"[1628425, 201577]",1610612749.0,MIL,drivingfloatingbank,,,Brown,S. Brown,,,,,5.53,Made,,,,,2.0,R. Lopez,201577.0,1.0,,,,,,,,,,,
132,PT03M00.00S,2020-07-31T23:10:00.7Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628369,,,1610612749,27,23,2020-07-31T23:10:12Z,1280000,,,0,,J. Tatum FOUL personal (2 PF) (Brown inpenalty),"[1628369, 1628425]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,,,,,201638.0,2.0,0.0,Brown,1628425.0,,,,,,
134,PT03M00.00S,2020-07-31T23:10:22.9Z,1,REGULAR,freethrow,1of1,['fromturnover'],1628425,,,1610612749,28,23,2020-07-31T23:10:22Z,1300000,,,0,,S. Brown freethrow 1of1 (3 PTS),[1628425],1610612749.0,MIL,,,,Brown,S. Brown,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
135,PT02M47.00S,2020-07-31T23:10:37.3Z,1,REGULAR,3pt,jumpshot,[],202954,66.3107752956636,59.872855392156865,1610612738,28,23,2020-07-31T23:10:43Z,1310000,49.0,264.0,1,right,MISS B. Wanamaker 27' 3PT,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,27.42,Missed,,,,,,,,,,,,,,,,,,,
136,PT02M47.00S,2020-07-31T23:10:37.3Z,1,REGULAR,rebound,defensive,[],1628425,,,1610612749,28,23,2020-07-31T23:10:43Z,1320000,,,0,,S. Brown REBOUND (Off:0 Def:1),[1628425],1610612749.0,MIL,,,,Brown,S. Brown,,,,,,,135.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
137,PT02M30.00S,2020-07-31T23:10:53.6Z,1,REGULAR,3pt,jumpshot,[],1628425,33.196452036793694,27.27481617647059,1610612749,28,23,2020-07-31T23:10:57Z,1330000,114.0,260.0,1,left,MISS S. Brown 29' 3PT,[1628425],1610612749.0,MIL,,,,Brown,S. Brown,,,,,28.83,Missed,,,,,,,,,,,,,,,,,,,
138,PT02M29.00S,2020-07-31T23:10:54.6Z,1,REGULAR,rebound,defensive,[],202683,,,1610612738,28,23,2020-07-31T23:11:01Z,1340000,,,0,,E. Kanter REBOUND (Off:1 Def:1),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,137.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
139,PT02M18.00S,2020-07-31T23:11:06.5Z,1,REGULAR,2pt,hook,['pointsinthepaint'],1628369,92.19776609724047,57.176776960784316,1610612738,28,23,2020-07-31T23:11:11Z,1350000,36.0,21.0,1,right,MISS J. Tatum hook,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,4.45,Missed,,,,,,,,,,,,,,,,,,,
140,PT02M17.00S,2020-07-31T23:11:07.5Z,1,REGULAR,rebound,defensive,[],201588,,,1610612749,28,23,2020-07-31T23:11:14Z,1360000,,,0,,G. Hill REBOUND (Off:0 Def:1),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,139.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
141,PT02M08.00S,2020-07-31T23:11:16.0Z,1,REGULAR,turnover,lostball,[],2594,,,1610612749,28,23,2020-07-31T23:11:20Z,1370000,,,0,,K. Korver TURNOVER lostball (1 TOV) Stolen,"[2594, 1628369]",1610612749.0,MIL,,,,Korver,K. Korver,,,,,,,,,,,,,,,,,,,,,,1.0,Tatum,1628369.0,
142,PT02M08.00S,2020-07-31T23:11:16.0Z,1,REGULAR,steal,,[],1628369,,,1610612738,28,23,2020-07-31T23:11:17Z,1380000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M00.00S,2020-07-31T23:11:23.9Z,1,REGULAR,3pt,jumpshot,['fromturnover'],203935,66.3107752956636,28.745404411764707,1610612738,28,23,2020-07-31T23:11:55Z,1390000,-106.0,264.0,1,right,MISS M. Smart 29' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,28.99,Missed,,,,,,,,,,,,,,,,,,,
144,PT01M59.00S,2020-07-31T23:11:24.9Z,1,REGULAR,rebound,offensive,[],202954,,,1610612738,28,23,2020-07-31T23:11:35Z,1400000,,,0,,B. Wanamaker REBOUND (Off:1 Def:0),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,143.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
145,PT01M58.00S,2020-07-31T23:11:29.0Z,1,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",202954,95.0,50.0,1610612738,28,25,2020-07-31T23:11:39Z,1410000,0.0,-6.0,1,right,B. Wanamaker layup (2 PTS),[202954],1610612738.0,BOS,putback,,,Wanamaker,B. Wanamaker,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
146,PT01M42.00S,2020-07-31T23:11:46.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202954,,,1610612749,28,25,2020-07-31T23:12:05Z,1420000,,,0,,B. Wanamaker FOUL personal (2 PF) (Hill inpenalty),"[202954, 201588]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,202041.0,2.0,0.0,Hill,201588.0,,,,,,
148,PT01M42.00S,2020-07-31T23:12:25.2Z,1,REGULAR,freethrow,1of2,[],201588,,,1610612749,29,25,2020-07-31T23:12:25Z,1440000,,,0,,G. Hill freethrow 1of2 (1 PTS),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
149,PT01M42.00S,2020-07-31T23:12:25.8Z,1,REGULAR,substitution,out,[],101141,,,1610612749,29,25,2020-07-31T23:12:38Z,1450000,,,0,,substitution out Ilyasova,[101141],1610612749.0,MIL,,,,Ilyasova,E. Ilyasova,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M42.00S,2020-07-31T23:12:25.8Z,1,REGULAR,substitution,out,[],1627759,,,1610612749,29,25,2020-07-31T23:12:38Z,1460000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M42.00S,2020-07-31T23:12:25.8Z,1,REGULAR,substitution,out,[],202954,,,1610612749,29,25,2020-07-31T23:12:38Z,1470000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M42.00S,2020-07-31T23:12:25.8Z,1,REGULAR,substitution,in,[],203507,,,1610612749,29,25,2020-07-31T23:12:38Z,1480000,,,0,,substitution in Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT01M42.00S,2020-07-31T23:12:25.8Z,1,REGULAR,substitution,in,[],202689,,,1610612749,29,25,2020-07-31T23:12:38Z,1490000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT01M42.00S,2020-07-31T23:12:25.8Z,1,REGULAR,substitution,in,[],1628400,,,1610612749,29,25,2020-07-31T23:12:38Z,1500000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT01M42.00S,2020-07-31T23:12:47.8Z,1,REGULAR,freethrow,2of2,[],201588,,,1610612749,30,25,2020-07-31T23:12:47Z,1510000,,,0,,G. Hill freethrow 2of2 (2 PTS),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
156,PT01M28.00S,2020-07-31T23:13:05.0Z,1,REGULAR,3pt,jumpshot,[],1628369,74.06373193166885,11.833639705882353,1610612738,30,25,2020-07-31T23:13:34Z,1520000,-191.0,191.0,1,right,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,27.41,Missed,,,,,,,,,,,,,,,,,,,
157,PT01M27.00S,2020-07-31T23:13:06.0Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,30,25,2020-07-31T23:13:12Z,1530000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,156.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
158,PT01M13.00S,2020-07-31T23:13:20.7Z,1,REGULAR,3pt,jumpshot,[],2594,19.793035479632064,4.970894607843137,1610612749,33,25,2020-07-31T23:13:24Z,1540000,225.0,134.0,1,left,K. Korver 26' 3PT  (3 PTS) (G. Antetokounmpo 2 AST),"[2594, 203507]",1610612749.0,MIL,,,,Korver,K. Korver,,,,,26.46,Made,,,,,3.0,G. Antetokounmpo,203507.0,2.0,,,,,,,,,,,
160,PT00M57.90S,2020-07-31T23:13:36.4Z,1,REGULAR,2pt,hook,['pointsinthepaint'],203935,90.09526938239159,60.36305147058824,1610612738,33,25,2020-07-31T23:13:41Z,1560000,52.0,41.0,1,right,MISS M. Smart 7' hook,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,6.93,Missed,,,,,,,,,,,,,,,,,,,
161,PT00M55.70S,2020-07-31T23:13:38.6Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,33,25,2020-07-31T23:13:41Z,1570000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,160.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
162,PT00M51.90S,2020-07-31T23:13:44.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202683,,,1610612749,33,25,2020-07-31T23:14:46Z,1580000,,,0,,E. Kanter FOUL personal (1 PF) (Antetokounmpo inpenalty),"[202683, 203507]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,1148.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,
164,PT00M51.90S,2020-07-31T23:14:16.7Z,1,REGULAR,freethrow,1of2,[],203507,,,1610612749,33,25,2020-07-31T23:14:43Z,1600000,,,0,,MISS G. Antetokounmpo freethrow 1of2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
165,PT00M51.90S,2020-07-31T23:14:16.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612749,33,25,2020-07-31T23:14:43Z,1610000,,,0,,Team offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,164.0,,,,,,,,,,,,,,,,,,
166,PT00M51.90S,2020-07-31T23:14:17.4Z,1,REGULAR,substitution,out,[],2594,,,1610612749,33,25,2020-07-31T23:14:24Z,1620000,,,0,,substitution out Korver,[2594],1610612749.0,MIL,,,,Korver,K. Korver,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M51.90S,2020-07-31T23:14:17.4Z,1,REGULAR,substitution,in,[],1628978,,,1610612749,33,25,2020-07-31T23:14:24Z,1630000,,,0,,substitution in DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M51.90S,2020-07-31T23:14:16.7Z,1,REGULAR,freethrow,2of2,[],203507,,,1610612749,33,25,2020-07-31T23:14:43Z,1640000,,,0,,MISS G. Antetokounmpo freethrow 2of2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
169,PT00M48.90S,2020-07-31T23:14:19.7Z,1,REGULAR,rebound,offensive,[],1628425,,,1610612749,33,25,2020-07-31T23:14:43Z,1650000,,,0,,S. Brown REBOUND (Off:1 Def:1),[1628425],1610612749.0,MIL,,,,Brown,S. Brown,,,,,,,168.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
170,PT00M39.50S,2020-07-31T23:14:50.6Z,1,REGULAR,3pt,jumpshot,['2ndchance'],201577,7.178055190538765,94.921875,1610612749,33,25,2020-07-31T23:14:54Z,1660000,-225.0,15.0,1,left,MISS R. Lopez 23' 3PT,[201577],1610612749.0,MIL,,,,Lopez,R. Lopez,,,,,22.55,Missed,,,,,,,,,,,,,,,,,,,
171,PT00M36.50S,2020-07-31T23:14:53.6Z,1,REGULAR,rebound,defensive,[],1628400,,,1610612738,33,25,2020-07-31T23:14:56Z,1670000,,,0,,S. Ojeleye REBOUND (Off:0 Def:1),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,170.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
172,PT00M31.40S,2020-07-31T23:14:58.7Z,1,REGULAR,3pt,jumpshot,[],202689,66.17936925098554,64.5297181372549,1610612738,33,25,2020-07-31T23:15:05Z,1680000,73.0,265.0,1,right,MISS K. Walker 28' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,28.05,Missed,,,,,,,,,,,,,,,,,,,
173,PT00M29.20S,2020-07-31T23:15:00.9Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,33,25,2020-07-31T23:15:05Z,1690000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:6),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,172.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
174,PT00M24.00S,2020-07-31T23:15:06.1Z,1,REGULAR,3pt,jumpshot,['fastbreak'],203507,32.53942181340342,66.73560049019608,1610612749,33,25,2020-07-31T23:15:15Z,1700000,-84.0,253.0,1,left,MISS G. Antetokounmpo 27' 3PT,[203507],1610612749.0,MIL,runningpullup,,,Antetokounmpo,G. Antetokounmpo,,,,,27.21,Missed,,,,,,,,,,,,,,,,,,,
175,PT00M23.20S,2020-07-31T23:15:06.9Z,1,REGULAR,rebound,defensive,[],202689,,,1610612738,33,25,2020-07-31T23:15:21Z,1710000,,,0,,K. Walker REBOUND (Off:0 Def:1),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,174.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
176,PT00M03.40S,2020-07-31T23:15:26.7Z,1,REGULAR,3pt,jumpshot,[],1628369,68.41327201051249,23.353247549019606,1610612738,33,25,2020-07-31T23:15:33Z,1720000,-133.0,244.0,1,right,MISS J. Tatum 28' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,28.32,Missed,,,,,,,,,,,,,,,,,,,
177,PT00M02.30S,2020-07-31T23:15:27.8Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,33,25,2020-07-31T23:15:36Z,1730000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:7),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,176.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
178,PT00M00.00S,2020-07-31T23:15:58.8Z,1,REGULAR,instantreplay,request,[],0,,,1610612749,33,25,2020-07-31T23:16:18Z,1740000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,1148.0,,,,,,,,,,End Period - No Basket
179,PT00M00.00S,2020-07-31T23:16:23.0Z,1,REGULAR,period,end,[],0,,,1610612749,33,25,2020-07-31T23:16:23Z,1750000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2020-07-31T23:18:49.8Z,2,REGULAR,substitution,out,['startperiod'],201588,,,1610612749,33,25,2020-07-31T23:19:06Z,1760000,,,0,,substitution out Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2020-07-31T23:18:49.8Z,2,REGULAR,substitution,out,['startperiod'],1628425,,,1610612749,33,25,2020-07-31T23:19:06Z,1770000,,,0,,substitution out Brown,[1628425],1610612749.0,MIL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2020-07-31T23:18:49.8Z,2,REGULAR,substitution,out,['startperiod'],201577,,,1610612749,33,25,2020-07-31T23:19:06Z,1780000,,,0,,substitution out Lopez,[201577],1610612749.0,MIL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2020-07-31T23:18:49.8Z,2,REGULAR,substitution,in,['startperiod'],202083,,,1610612749,33,25,2020-07-31T23:19:06Z,1790000,,,0,,substitution in Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2020-07-31T23:18:49.8Z,2,REGULAR,substitution,in,['startperiod'],201572,,,1610612749,33,25,2020-07-31T23:19:06Z,1800000,,,0,,substitution in Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2020-07-31T23:18:49.8Z,2,REGULAR,substitution,in,['startperiod'],203114,,,1610612749,33,25,2020-07-31T23:19:06Z,1810000,,,0,,substitution in Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2020-07-31T23:19:13.1Z,2,REGULAR,period,start,[],0,,,1610612738,33,25,2020-07-31T23:19:13Z,1820000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT11M46.00S,2020-07-31T23:19:26.0Z,2,REGULAR,3pt,jumpshot,[],202689,67.7562417871222,28.500306372549016,1610612738,33,28,2020-07-31T23:19:30Z,1830000,-107.0,251.0,1,right,K. Walker 28' 3PT  (8 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,27.77,Made,,,,,8.0,,,,,,,,,,,,,,
188,PT11M34.00S,2020-07-31T23:19:40.9Z,2,REGULAR,foul,personal,['2freethrow'],202683,,,1610612749,33,28,2020-07-31T23:19:49Z,1840000,,,0,,E. Kanter FOUL personal (2 PF) (Antetokounmpo 2freethrow),"[202683, 203507]",1610612738.0,BOS,shooting,,,Kanter,E. Kanter,,,,,,,,,,,,,,,201638.0,2.0,0.0,Antetokounmpo,203507.0,,,,,,
190,PT11M34.00S,2020-07-31T23:20:07.5Z,2,REGULAR,freethrow,1of2,[],203507,,,1610612749,33,28,2020-07-31T23:20:07Z,1860000,,,0,,MISS G. Antetokounmpo freethrow 1of2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
191,PT11M34.00S,2020-07-31T23:20:07.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,33,28,2020-07-31T23:20:07Z,1870000,,,0,,Team offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,190.0,,,,,,,,,,,,,,,,,,
192,PT11M34.00S,2020-07-31T23:20:17.4Z,2,REGULAR,substitution,out,[],202683,,,1610612749,33,28,2020-07-31T23:20:21Z,1880000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT11M34.00S,2020-07-31T23:20:17.4Z,2,REGULAR,substitution,in,[],1628464,,,1610612749,33,28,2020-07-31T23:20:21Z,1890000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT11M34.00S,2020-07-31T23:20:37.6Z,2,REGULAR,freethrow,2of2,[],203507,,,1610612749,34,28,2020-07-31T23:20:37Z,1900000,,,0,,G. Antetokounmpo freethrow 2of2 (9 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
195,PT11M21.00S,2020-07-31T23:20:51.0Z,2,REGULAR,2pt,layup,['pointsinthepaint'],203935,92.72339027595268,48.10814950980392,1610612738,34,30,2020-07-31T23:20:59Z,1910000,-9.0,16.0,1,right,M. Smart layup (7 PTS) (K. Walker 1 AST),"[203935, 202689]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,2.34,Made,,,,,7.0,K. Walker,202689.0,1.0,,,,,,,,,,,
197,PT11M13.00S,2020-07-31T23:20:59.7Z,2,REGULAR,3pt,jumpshot,[],201572,30.831143232588698,19.186580882352942,1610612749,34,30,2020-07-31T23:21:12Z,1930000,154.0,237.0,1,left,MISS B. Lopez 29' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,28.76,Missed,,,,,,,,,,,,,,,,,,,
198,PT11M12.00S,2020-07-31T23:21:04.9Z,2,REGULAR,rebound,offensive,[],1628978,,,1610612749,34,30,2020-07-31T23:21:05Z,1940000,,,0,,D. DiVincenzo REBOUND (Off:1 Def:1),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,197.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
199,PT11M12.00S,2020-07-31T23:21:08.4Z,2,REGULAR,foul,personal,[],1628400,,,1610612749,34,30,2020-07-31T23:21:18Z,1950000,,,0,,S. Ojeleye FOUL personal (1 PF),"[1628400, 1628978]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,1148.0,1.0,0.0,DiVincenzo,1628978.0,,,,,,
201,PT11M09.00S,2020-07-31T23:21:30.2Z,2,REGULAR,foul,personal,[],1628400,,,1610612749,34,30,2020-07-31T23:21:40Z,1970000,,,0,,S. Ojeleye FOUL personal (2 PF),"[1628400, 203507]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,202041.0,2.0,0.0,Antetokounmpo,203507.0,,,,,,
203,PT10M58.00S,2020-07-31T23:21:51.4Z,2,REGULAR,3pt,jumpshot,['2ndchance'],202083,27.151773981603156,15.019914215686276,1610612749,34,30,2020-07-31T23:21:55Z,1990000,175.0,203.0,1,left,MISS W. Matthews 27' 3PT,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,27.19,Missed,,,,,,,,,,,,,,,,,,,
204,PT10M55.00S,2020-07-31T23:21:54.4Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,34,30,2020-07-31T23:21:57Z,2000000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,203.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
205,PT10M52.00S,2020-07-31T23:22:04.7Z,2,REGULAR,foul,personal,['2freethrow'],201572,,,1610612738,34,30,2020-07-31T23:22:10Z,2010000,,,0,,B. Lopez FOUL personal (1 PF) (Smart 2freethrow),"[201572, 203935]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,,,,,,,,,,,201638.0,1.0,0.0,Smart,203935.0,,,,,,
207,PT10M52.00S,2020-07-31T23:22:18.9Z,2,REGULAR,freethrow,1of2,['fastbreak'],203935,,,1610612738,34,31,2020-07-31T23:22:18Z,2030000,,,0,,M. Smart freethrow 1of2 (8 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
208,PT10M52.00S,2020-07-31T23:22:30.5Z,2,REGULAR,freethrow,2of2,['fastbreak'],203935,,,1610612738,34,32,2020-07-31T23:22:30Z,2040000,,,0,,M. Smart freethrow 2of2 (9 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
209,PT10M41.00S,2020-07-31T23:22:43.7Z,2,REGULAR,3pt,jumpshot,[],203114,32.933639947437584,57.91207107843137,1610612749,34,32,2020-07-31T23:22:47Z,2050000,-40.0,257.0,1,left,MISS K. Middleton 27' 3PT,[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,26.56,Missed,,,,,,,,,,,,,,,,,,,
210,PT10M40.00S,2020-07-31T23:22:44.7Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,34,32,2020-07-31T23:22:50Z,2060000,,,0,,D. Theis REBOUND (Off:0 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,209.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
211,PT10M31.00S,2020-07-31T23:22:56.6Z,2,REGULAR,foul,personal,['2freethrow'],201572,,,1610612738,34,32,2020-07-31T23:23:02Z,2070000,,,0,,B. Lopez FOUL personal (2 PF) (Tatum 2freethrow),"[201572, 1628369]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,,,,,,,,,,,1148.0,2.0,0.0,Tatum,1628369.0,,,,,,
213,PT10M31.00S,2020-07-31T23:23:23.1Z,2,REGULAR,freethrow,1of2,[],1628369,,,1610612738,34,33,2020-07-31T23:23:41Z,2090000,,,0,,J. Tatum freethrow 1of2 (3 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
