actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
392,PT00M01.60S,2020-07-31T23:57:22.7Z,2,REGULAR,turnover,lostball,[],202330,,,1610612738,64,58,2020-07-31T23:57:26Z,3880000,,,0,,G. Hayward TURNOVER lostball (2 TOV) Stolen,"[202330, 203114]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,2.0,Middleton,203114.0,
393,PT00M01.60S,2020-07-31T23:57:22.7Z,2,REGULAR,steal,,[],203114,,,1610612749,64,58,2020-07-31T23:57:24Z,3890000,,,0,,K. Middleton STEAL (1 STL),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT00M00.00S,2020-07-31T23:57:37.0Z,2,REGULAR,3pt,jumpshot,['fromturnover'],203114,50.542049934296976,46.14736519607843,1610612749,64,58,2020-07-31T23:58:03Z,3900000,19.0,423.0,1,left,MISS K. Middleton 43' 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,42.85,Missed,,,,,,,,,,,,,,,,,,,
395,PT00M00.00S,2020-07-31T23:57:37.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,64,58,2020-07-31T23:58:03Z,3910000,,,0,,Team offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,394.0,,,,,,,,,,,,,,,,,,
396,PT00M00.00S,2020-07-31T23:57:45.6Z,2,REGULAR,period,end,[],0,,,1610612749,64,58,2020-07-31T23:57:45Z,3920000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT12M00.00S,2020-08-01T00:11:46.3Z,3,REGULAR,substitution,out,['startperiod'],201588,,,1610612749,64,58,2020-08-01T00:12:41Z,3930000,,,0,,substitution out Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT12M00.00S,2020-08-01T00:11:46.3Z,3,REGULAR,substitution,out,['startperiod'],1628391,,,1610612749,64,58,2020-08-01T00:12:41Z,3940000,,,0,,substitution out Wilson,[1628391],1610612749.0,MIL,,,,Wilson,D. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT12M00.00S,2020-08-01T00:11:46.3Z,3,REGULAR,substitution,out,['startperiod'],1628425,,,1610612749,64,58,2020-08-01T00:12:41Z,3950000,,,0,,substitution out Brown,[1628425],1610612749.0,MIL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT12M00.00S,2020-08-01T00:11:46.3Z,3,REGULAR,substitution,out,['startperiod'],202954,,,1610612749,64,58,2020-08-01T00:12:41Z,3960000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT12M00.00S,2020-08-01T00:11:46.3Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612749,64,58,2020-08-01T00:12:41Z,3970000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT12M00.00S,2020-08-01T00:11:46.3Z,3,REGULAR,substitution,out,['startperiod'],203935,,,1610612749,64,58,2020-08-01T00:12:41Z,3980000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT12M00.00S,2020-08-01T00:11:46.3Z,3,REGULAR,substitution,in,['startperiod'],1628978,,,1610612749,64,58,2020-08-01T00:12:41Z,3990000,,,0,,substitution in DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT12M00.00S,2020-08-01T00:11:46.3Z,3,REGULAR,substitution,in,['startperiod'],201572,,,1610612749,64,58,2020-08-01T00:12:41Z,4000000,,,0,,substitution in Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT12M00.00S,2020-08-01T00:11:46.3Z,3,REGULAR,substitution,in,['startperiod'],203507,,,1610612749,64,58,2020-08-01T00:12:41Z,4010000,,,0,,substitution in Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT12M00.00S,2020-08-01T00:11:46.3Z,3,REGULAR,substitution,in,['startperiod'],1628369,,,1610612749,64,58,2020-08-01T00:12:41Z,4020000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT12M00.00S,2020-08-01T00:11:46.3Z,3,REGULAR,substitution,in,['startperiod'],202689,,,1610612749,64,58,2020-08-01T00:12:41Z,4030000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT12M00.00S,2020-08-01T00:11:46.3Z,3,REGULAR,substitution,in,['startperiod'],1628464,,,1610612749,64,58,2020-08-01T00:12:41Z,4040000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT12M00.00S,2020-08-01T00:13:02.6Z,3,REGULAR,period,start,[],0,,,1610612738,64,58,2020-08-01T00:13:02Z,4050000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT11M50.00S,2020-08-01T00:13:12.1Z,3,REGULAR,3pt,jumpshot,[],1627759,33.85348226018397,41.24540441176471,1610612738,64,58,2020-08-01T00:13:15Z,4060000,44.0,266.0,1,left,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.47,Missed,,,,,,,,,,,,,,,,,,,
411,PT11M49.00S,2020-08-01T00:13:13.1Z,3,REGULAR,rebound,defensive,[],1628978,,,1610612749,64,58,2020-08-01T00:13:19Z,4070000,,,0,,D. DiVincenzo REBOUND (Off:1 Def:2),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,410.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
412,PT11M39.00S,2020-08-01T00:13:23.8Z,3,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612749,64,58,2020-08-01T00:13:39Z,4080000,,,0,,J. Brown FOUL personal (3 PF) (Antetokounmpo 2freethrow),"[1627759, 203507]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,,201638.0,3.0,0.0,Antetokounmpo,203507.0,,,,,,
414,PT11M39.00S,2020-08-01T00:13:59.0Z,3,REGULAR,freethrow,1of2,[],203507,,,1610612749,65,58,2020-08-01T00:13:59Z,4100000,,,0,,G. Antetokounmpo freethrow 1of2 (17 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,17.0,,,,,,,,,,,,,,
415,PT11M39.00S,2020-08-01T00:14:17.4Z,3,REGULAR,freethrow,2of2,[],203507,,,1610612749,66,58,2020-08-01T00:14:17Z,4110000,,,0,,G. Antetokounmpo freethrow 2of2 (18 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,18.0,,,,,,,,,,,,,,
416,PT11M25.00S,2020-08-01T00:14:37.4Z,3,REGULAR,foul,technical,['1freethrow'],201572,,,1610612738,66,58,2020-08-01T00:14:47Z,4120000,,,0,,Team foul technical,[201572],1610612749.0,MIL,defensive3second,,,Lopez,B. Lopez,,,,,,,,,,,,,,,201638.0,,,,,,,,,,
417,PT11M25.00S,2020-08-01T00:15:01.2Z,3,REGULAR,freethrow,1of1,[],202689,,,1610612738,66,59,2020-08-01T00:15:01Z,4130000,,,0,,K. Walker technical freethrow 1of1 (11 PTS),[202689],1610612738.0,BOS,technical,,,Walker,K. Walker,,,,,,Made,,,,,11.0,,,,,,,,,,,,,,
418,PT11M16.00S,2020-08-01T00:15:25.9Z,3,REGULAR,3pt,jumpshot,[],1628464,31.882391590013142,24.088541666666664,1610612738,66,62,2020-08-01T00:15:30Z,4140000,130.0,247.0,1,left,D. Theis 28' 3PT  (8 PTS) (K. Walker 2 AST),"[1628464, 202689]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,28.4,Made,,,,,8.0,K. Walker,202689.0,2.0,,,,,,,,,,,
420,PT10M56.00S,2020-08-01T00:15:45.3Z,3,REGULAR,3pt,jumpshot,[],201572,92.06636005256242,95.16697303921569,1610612749,69,62,2020-08-01T00:15:49Z,4160000,226.0,22.0,1,right,B. Lopez 23' 3PT  (8 PTS) (G. Antetokounmpo 4 AST),"[201572, 203507]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,22.75,Made,,,,,8.0,G. Antetokounmpo,203507.0,4.0,,,,,,,,,,,
423,PT10M30.00S,2020-08-01T00:16:11.5Z,3,REGULAR,3pt,jumpshot,[],1627759,23.078186596583443,7.912071078431373,1610612738,69,65,2020-08-01T00:16:17Z,4190000,210.0,164.0,1,left,J. Brown 27' 3PT  (12 PTS) (D. Theis 2 AST),"[1627759, 1628464]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.04,Made,,,,,12.0,D. Theis,1628464.0,2.0,,,,,,,,,,,
425,PT10M13.00S,2020-08-01T00:16:29.9Z,3,REGULAR,turnover,outofbounds,[],1628978,,,1610612749,69,65,2020-08-01T00:16:37Z,4210000,,,0,,D. DiVincenzo TURNOVER outofbounds (1 TOV),[1628978],1610612749.0,MIL,badpass,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,201638.0,,,,,,,1.0,,,
426,PT10M04.00S,2020-08-01T00:16:55.2Z,3,REGULAR,3pt,jumpshot,['fromturnover'],1627759,34.11629434954008,51.294424019607845,1610612738,69,65,2020-08-01T00:16:59Z,4220000,-6.0,268.0,1,left,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.38,Missed,,,,,,,,,,,,,,,,,,,
427,PT10M03.00S,2020-08-01T00:16:56.2Z,3,REGULAR,rebound,defensive,[],1628978,,,1610612749,69,65,2020-08-01T00:17:03Z,4230000,,,0,,D. DiVincenzo REBOUND (Off:1 Def:3),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,426.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
428,PT09M53.00S,2020-08-01T00:17:07.3Z,3,REGULAR,2pt,layup,['pointsinthepaint'],203507,92.19776609724047,59.3826593137255,1610612749,69,65,2020-08-01T00:17:13Z,4240000,47.0,21.0,1,right,MISS G. Antetokounmpo layup Blocked,"[203507, 202330]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,5.38,Missed,,,,,,,,,,,,,,Hayward,202330.0,,,,
429,PT09M53.00S,2020-08-01T00:17:07.3Z,3,REGULAR,block,,[],202330,,,1610612749,69,65,2020-08-01T00:17:54Z,4250000,,,0,,G. Hayward BLOCK (1 BLK),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT09M52.00S,2020-08-01T00:17:08.3Z,3,REGULAR,rebound,defensive,[],202330,,,1610612738,69,65,2020-08-01T00:17:26Z,4260000,,,0,,G. Hayward REBOUND (Off:1 Def:4),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,428.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
431,PT09M41.00S,2020-08-01T00:17:18.5Z,3,REGULAR,2pt,dunk,['pointsinthepaint'],1627759,5.469776609724048,50.80422794117647,1610612738,69,67,2020-08-01T00:17:23Z,4270000,-4.0,-1.0,1,left,J. Brown dunk (14 PTS) (G. Hayward 4 AST),"[1627759, 202330]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,0.59,Made,,,,,14.0,G. Hayward,202330.0,4.0,,,,,,,,,,,
433,PT09M24.00S,2020-08-01T00:17:37.7Z,3,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612749,69,67,2020-08-01T00:17:45Z,4290000,,,0,,J. Brown FOUL personal (4 PF) (Lopez 2freethrow),"[1627759, 201572]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,,202041.0,4.0,0.0,Lopez,201572.0,,,,,,
435,PT09M24.00S,2020-08-01T00:18:10.3Z,3,REGULAR,freethrow,1of2,[],201572,,,1610612749,70,67,2020-08-01T00:18:10Z,4310000,,,0,,B. Lopez freethrow 1of2 (9 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
436,PT09M24.00S,2020-08-01T00:18:27.6Z,3,REGULAR,freethrow,2of2,[],201572,,,1610612749,71,67,2020-08-01T00:18:27Z,4320000,,,0,,B. Lopez freethrow 2of2 (10 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,Made,,,,,10.0,,,,,,,,,,,,,,
437,PT09M14.00S,2020-08-01T00:18:39.5Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202689,7.440867279894875,47.127757352941174,1610612738,71,67,2020-08-01T00:18:53Z,4330000,14.0,17.0,1,left,MISS K. Walker layup Blocked,"[202689, 201572]",1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,2.71,Missed,,,,,,,,,,,,,,Lopez,201572.0,,,,
438,PT09M14.00S,2020-08-01T00:18:39.5Z,3,REGULAR,block,,[],201572,,,1610612738,71,67,2020-08-01T00:18:41Z,4340000,,,0,,B. Lopez BLOCK (4 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT09M14.00S,2020-08-01T00:18:39.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,71,67,2020-08-01T00:18:48Z,4350000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,437.0,,,,,,,,,,,,,,,,,,
440,PT09M14.00S,2020-08-01T00:18:45.0Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,71,67,2020-08-01T00:18:45Z,4360000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT09M01.00S,2020-08-01T00:19:08.8Z,3,REGULAR,2pt,hook,"['pointsinthepaint', '2ndchance']",202330,14.14257555847569,41.98069852941176,1610612738,71,67,2020-08-01T00:19:19Z,4370000,40.0,80.0,1,left,MISS G. Hayward 9' hook,[202330],1610612738.0,BOS,driving,,,Hayward,G. Hayward,,,,,9.48,Missed,,,,,,,,,,,,,,,,,,,
442,PT08M59.00S,2020-08-01T00:19:10.8Z,3,REGULAR,rebound,offensive,[],1628464,,,1610612738,71,67,2020-08-01T00:19:15Z,4380000,,,0,,D. Theis REBOUND (Off:1 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,441.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
443,PT08M53.00S,2020-08-01T00:19:17.0Z,3,REGULAR,3pt,jumpshot,['2ndchance'],1628464,10.200394218134035,3.5003063725490198,1610612738,71,67,2020-08-01T00:19:22Z,4390000,232.0,43.0,1,left,MISS D. Theis 24' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,23.76,Missed,,,,,,,,,,,,,,,,,,,
444,PT08M52.00S,2020-08-01T00:19:18.0Z,3,REGULAR,rebound,offensive,[],1628369,,,1610612738,71,67,2020-08-01T00:19:34Z,4400000,,,0,,J. Tatum REBOUND (Off:2 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,443.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
445,PT08M49.00S,2020-08-01T00:19:20.7Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1628369,5.732588699080158,48.59834558823529,1610612738,71,67,2020-08-01T00:19:25Z,4410000,7.0,1.0,1,left,MISS J. Tatum layup,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,0.98,Missed,,,,,,,,,,,,,,,,,,,
446,PT08M49.00S,2020-08-01T00:19:20.7Z,3,REGULAR,rebound,defensive,[],1628978,,,1610612749,71,67,2020-08-01T00:19:25Z,4420000,,,0,,D. DiVincenzo REBOUND (Off:1 Def:4),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,445.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
447,PT08M43.00S,2020-08-01T00:19:26.9Z,3,REGULAR,3pt,jumpshot,['fastbreak'],203114,67.7562417871222,67.71599264705883,1610612749,71,67,2020-08-01T00:19:32Z,4430000,89.0,251.0,1,right,MISS K. Middleton 27' 3PT,[203114],1610612749.0,MIL,running,,,Middleton,K. Middleton,,,,,27.1,Missed,,,,,,,,,,,,,,,,,,,
448,PT08M42.00S,2020-08-01T00:19:27.9Z,3,REGULAR,rebound,defensive,[],202330,,,1610612738,71,67,2020-08-01T00:19:38Z,4440000,,,0,,G. Hayward REBOUND (Off:1 Def:5),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,447.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
449,PT08M30.00S,2020-08-01T00:19:40.1Z,3,REGULAR,3pt,jumpshot,[],202330,33.85348226018397,46.14736519607843,1610612738,71,67,2020-08-01T00:19:46Z,4450000,19.0,266.0,1,left,MISS G. Hayward 27' 3PT,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,27.19,Missed,,,,,,,,,,,,,,,,,,,
450,PT08M30.00S,2020-08-01T00:19:40.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612749,71,67,2020-08-01T00:19:46Z,4460000,,,0,,Team defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,449.0,,,,,,,,,,,,,,,,,,
451,PT08M30.00S,2020-08-01T00:19:45.3Z,3,REGULAR,foul,personal,[],1627759,,,1610612749,71,67,2020-08-01T00:20:15Z,4470000,,,0,,J. Brown FOUL personal (5 PF),"[1627759, 203114]",1610612738.0,BOS,looseball,,,Brown,J. Brown,,,,,,,,,,,,,,,202041.0,5.0,0.0,Middleton,203114.0,,,,,,
453,PT08M30.00S,2020-08-01T00:20:03.9Z,3,REGULAR,stoppage,bloodrule,[],0,,,1610612749,71,67,2020-08-01T00:20:03Z,4490000,,,0,,stoppage bloodrule,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT08M30.00S,2020-08-01T00:20:40.1Z,3,REGULAR,substitution,out,[],1627759,,,1610612749,71,67,2020-08-01T00:20:51Z,4500000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT08M30.00S,2020-08-01T00:20:40.1Z,3,REGULAR,substitution,in,[],203935,,,1610612749,71,67,2020-08-01T00:20:51Z,4510000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT08M19.00S,2020-08-01T00:21:05.6Z,3,REGULAR,foul,personal,[],1628464,,,1610612749,71,67,2020-08-01T00:21:19Z,4520000,,,0,,D. Theis FOUL personal (3 PF),"[1628464, 201572]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,201638.0,3.0,0.0,Lopez,201572.0,,,,,,
458,PT08M16.00S,2020-08-01T00:21:25.6Z,3,REGULAR,turnover,badpass,[],203114,,,1610612749,71,67,2020-08-01T00:21:29Z,4540000,,,0,,K. Middleton TURNOVER badpass (1 TOV) Stolen,"[203114, 1628369]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,1.0,Tatum,1628369.0,
459,PT08M16.00S,2020-08-01T00:21:25.6Z,3,REGULAR,steal,,[],1628369,,,1610612738,71,67,2020-08-01T00:21:27Z,4550000,,,0,,J. Tatum STEAL (2 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT08M03.00S,2020-08-01T00:21:38.9Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1628369,6.783837056504599,53.255208333333336,1610612738,71,67,2020-08-01T00:21:44Z,4560000,-16.0,11.0,1,left,MISS J. Tatum layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.34,Missed,,,,,,,,,,,,,,,,,,,
461,PT08M01.00S,2020-08-01T00:21:40.9Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,71,67,2020-08-01T00:21:44Z,4570000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:11),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,460.0,11.0,11.0,0.0,,,,,,,,,,,,,,,
462,PT07M56.00S,2020-08-01T00:21:45.3Z,3,REGULAR,3pt,jumpshot,['fastbreak'],203507,68.54467805519053,16.245404411764707,1610612749,71,67,2020-08-01T00:21:49Z,4580000,-169.0,243.0,1,right,MISS G. Antetokounmpo 30' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,30.06,Missed,,,,,,,,,,,,,,,,,,,
463,PT07M55.00S,2020-08-01T00:21:46.3Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,71,67,2020-08-01T00:21:49Z,4590000,,,0,,J. Tatum REBOUND (Off:2 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,462.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
464,PT07M51.00S,2020-08-01T00:21:50.8Z,3,REGULAR,turnover,badpass,[],202689,,,1610612738,71,67,2020-08-01T00:21:55Z,4600000,,,0,,K. Walker TURNOVER badpass (1 TOV) Stolen,"[202689, 203507]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,1.0,Antetokounmpo,203507.0,
465,PT07M51.00S,2020-08-01T00:21:50.8Z,3,REGULAR,steal,,[],203507,,,1610612749,71,67,2020-08-01T00:21:53Z,4610000,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT07M45.00S,2020-08-01T00:21:56.9Z,3,REGULAR,3pt,jumpshot,"['fromturnover', 'fastbreak']",1628978,74.45795006570303,5.46109068627451,1610612749,74,67,2020-08-01T00:22:03Z,4620000,-223.0,188.0,1,right,D. DiVincenzo 29' 3PT  (8 PTS) (G. Antetokounmpo 5 AST),"[1628978, 203507]",1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,29.48,Made,,,,,8.0,G. Antetokounmpo,203507.0,5.0,,,,,,,,,,,
468,PT07M27.00S,2020-08-01T00:22:14.4Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],202689,18.610381077529567,56.196384803921575,1610612738,74,69,2020-08-01T00:22:18Z,4640000,-31.0,122.0,1,left,K. Walker 13' jumpshot (13 PTS) (J. Tatum 1 AST),"[202689, 1628369]",1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,13.16,Made,,,,,13.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,
470,PT07M07.00S,2020-08-01T00:22:35.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202689,,,1610612749,74,69,2020-08-01T00:22:50Z,4660000,,,0,,K. Walker FOUL personal (1 PF) (Lopez inpenalty),"[202689, 201572]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,,,,,201638.0,1.0,0.0,Lopez,201572.0,,,,,,
472,PT07M07.00S,2020-08-01T00:23:04.9Z,3,REGULAR,freethrow,1of2,[],201572,,,1610612749,75,69,2020-08-01T00:23:04Z,4680000,,,0,,B. Lopez freethrow 1of2 (11 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,Made,,,,,11.0,,,,,,,,,,,,,,
473,PT07M07.00S,2020-08-01T00:23:05.6Z,3,REGULAR,substitution,out,[],1628978,,,1610612749,75,69,2020-08-01T00:23:12Z,4690000,,,0,,substitution out DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT07M07.00S,2020-08-01T00:23:05.6Z,3,REGULAR,substitution,out,[],203507,,,1610612749,75,69,2020-08-01T00:23:12Z,4700000,,,0,,substitution out Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT07M07.00S,2020-08-01T00:23:05.6Z,3,REGULAR,substitution,in,[],201588,,,1610612749,75,69,2020-08-01T00:23:12Z,4710000,,,0,,substitution in Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT07M07.00S,2020-08-01T00:23:05.6Z,3,REGULAR,substitution,in,[],101141,,,1610612749,75,69,2020-08-01T00:23:12Z,4720000,,,0,,substitution in Ilyasova,[101141],1610612749.0,MIL,,,,Ilyasova,E. Ilyasova,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT07M07.00S,2020-08-01T00:23:18.6Z,3,REGULAR,substitution,out,[],203114,,,1610612749,75,69,2020-08-01T00:23:23Z,4730000,,,0,,substitution out Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT07M07.00S,2020-08-01T00:23:18.6Z,3,REGULAR,substitution,in,[],1628425,,,1610612749,75,69,2020-08-01T00:23:23Z,4740000,,,0,,substitution in Brown,[1628425],1610612749.0,MIL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT07M07.00S,2020-08-01T00:23:40.5Z,3,REGULAR,freethrow,2of2,[],201572,,,1610612749,76,69,2020-08-01T00:23:40Z,4750000,,,0,,B. Lopez freethrow 2of2 (12 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,Made,,,,,12.0,,,,,,,,,,,,,,
480,PT06M49.00S,2020-08-01T00:24:01.8Z,3,REGULAR,3pt,jumpshot,[],1628464,31.09395532194481,71.8826593137255,1610612738,76,69,2020-08-01T00:24:06Z,4760000,-109.0,240.0,1,left,MISS D. Theis 27' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,26.86,Missed,,,,,,,,,,,,,,,,,,,
481,PT06M48.00S,2020-08-01T00:24:02.8Z,3,REGULAR,rebound,defensive,[],101141,,,1610612749,76,69,2020-08-01T00:24:10Z,4770000,,,0,,E. Ilyasova REBOUND (Off:0 Def:4),[101141],1610612749.0,MIL,,,,Ilyasova,E. Ilyasova,,,,,,,480.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
