actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerName,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,subsInPlayerName,subsInPersonId,turnoverTotal,stealPlayerName,stealPersonId,stealTotal,blockPlayerName,blockPersonId,blockTotal,value
292,PT01M30.00S,2020-03-05T01:00:08.6Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1629012,6.783837056504599,48.59834558823529,1610612739,48,56,2020-03-05T01:00:13Z,2910000,left,[CLE] Sexton layup: Made (16 PTS) assist: Love (3 AST),"[1629012, 201567]",1610612739.0,CLE,driving,,,Sexton,C. Sexton,,,,,1.82,: Made,,,,,16.0,Love,201567.0,3.0,,,,,,,,,,,,,,,
294,PT01M15.00S,2020-03-05T01:00:26.0Z,2,REGULAR,turnover,outofbounds,[],1628369,,,1610612738,48,56,2020-03-05T01:00:33Z,2930000,,[BOS] Tatum outofbounds turnover (3 TO),[1628369],1610612738.0,BOS,badpass,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1162.0,,,,,,,3.0,,,,,,,
295,PT01M06.00S,2020-03-05T01:00:48.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612739,48,56,2020-03-05T01:01:02Z,2940000,,[BOS] Theis foul personal (2 PF) (Nance Jr. inpenalty),"[1628464, 1626204]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,1198.0,2.0,0.0,Nance Jr.,1626204.0,,,,,,,,,,
297,PT01M06.00S,2020-03-05T01:01:13.3Z,2,REGULAR,freethrow,1of2,['fromturnover'],1626204,,,1610612739,49,56,2020-03-05T01:01:13Z,2960000,,[CLE] Nance Jr. freethrow 1of2: Made (10 PTS),[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,: Made,,,,,10.0,,,,,,,,,,,,,,,,,,
298,PT01M06.00S,2020-03-05T01:01:15.1Z,2,REGULAR,substitution,out,[],1628464,,,1610612739,49,56,2020-03-05T01:01:20Z,2970000,,[BOS] substitution Theis replaced by Williams III,"[1628464, 1629057]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,Williams III,1629057.0,,,,,,,,
300,PT01M06.00S,2020-03-05T01:01:33.7Z,2,REGULAR,freethrow,2of2,['fromturnover'],1626204,,,1610612739,50,56,2020-03-05T01:01:33Z,2990000,,[CLE] Nance Jr. freethrow 2of2: Made (11 PTS),[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,: Made,,,,,11.0,,,,,,,,,,,,,,,,,,
301,PT00M52.40S,2020-03-05T01:01:52.1Z,2,REGULAR,turnover,badpass,[],1628369,,,1610612738,50,56,2020-03-05T01:02:00Z,3000000,,[BOS] Tatum badpass turnover (4 TO) Steal: Nance Jr. (3 STL),"[1628369, 1626204]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,4.0,Nance Jr.,1626204.0,3.0,,,,
303,PT00M49.60S,2020-03-05T01:01:55.5Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629012,6.652431011826544,48.84344362745098,1610612739,52,56,2020-03-05T01:02:09Z,3020000,left,[CLE] Sexton layup: Made (18 PTS) assist: Nance Jr. (1 AST),"[1629012, 1626204]",1610612739.0,CLE,running,,,Sexton,C. Sexton,,,,,1.65,: Made,,,,,18.0,Nance Jr.,1626204.0,1.0,,,,,,,,,,,,,,,
305,PT00M36.20S,2020-03-05T01:02:11.1Z,2,REGULAR,2pt,jumpshot,[],1628369,91.40932982917214,9.872855392156863,1610612738,52,56,2020-03-05T01:03:47Z,3040000,right,[BOS] Tatum jumpshot: Missed,[1628369],1610612738.0,BOS,turnaroundfadeaway,,,Tatum,J. Tatum,,,,,20.34,: Missed,,,,,,,,,,,,,,,,,,,,,,,
306,PT00M33.30S,2020-03-05T01:02:14.0Z,2,REGULAR,rebound,offensive,[],1629684,,,1610612738,52,56,2020-03-05T01:02:18Z,3050000,,[BOS] Williams offensive rebound (Off:1 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,305.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
307,PT00M33.30S,2020-03-05T01:02:18.1Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1629684,93.77463863337714,49.57873774509804,1610612738,52,58,2020-03-05T01:04:49Z,3060000,right,[BOS] Williams layup: Made (6 PTS),[1629684],1610612738.0,BOS,putback,,,Williams,G. Williams,,,,,1.17,: Made,,,,,6.0,,,,,,,,,,,,,,,,,,
308,PT00M27.60S,2020-03-05T01:02:26.6Z,2,REGULAR,3pt,jumpshot,['fastbreak'],201567,33.722076215505915,62.56893382352941,1610612739,52,58,2020-03-05T01:02:40Z,3070000,left,[CLE] Love 3pt jumpshot: Missed,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,27.72,: Missed,,,,,,,,,,,,,,,,,,,,,,,
309,PT00M25.10S,2020-03-05T01:02:29.1Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,52,58,2020-03-05T01:02:40Z,3080000,,[BOS] Williams defensive rebound (Off:1 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,308.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
310,PT00M06.50S,2020-03-05T01:02:47.7Z,2,REGULAR,3pt,jumpshot,[],1628369,72.35545335085413,79.97089460784314,1610612738,52,58,2020-03-05T01:02:55Z,3090000,right,[BOS] Tatum pullup 3pt jumpshot: Missed,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,26.04,: Missed,,,,,,,,,,,,,,,,,,,,,,,
311,PT00M05.10S,2020-03-05T01:02:51.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612739,52,58,2020-03-05T01:02:51Z,3100000,,[CLE] Team defensive rebound,[],1610612739.0,CLE,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,,,,,,
312,PT00M00.00S,2020-03-05T01:03:07.1Z,2,REGULAR,3pt,jumpshot,[],1629012,33.459264126149804,37.8140318627451,1610612739,52,58,2020-03-05T01:03:14Z,3110000,left,[CLE] Sexton running 3pt jumpshot: Missed,[1629012],1610612739.0,CLE,running,,,Sexton,C. Sexton,,,,,27.43,: Missed,,,,,,,,,,,,,,,,,,,,,,,
313,PT00M00.00S,2020-03-05T01:03:09.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,52,58,2020-03-05T01:03:09Z,3120000,,[CLE] Team offensive rebound,[],1610612739.0,CLE,,,,,,,,,,,,312.0,,,,,,,,,,,,,,,,,,,,,,
314,PT00M00.00S,2020-03-05T01:03:10.1Z,2,REGULAR,period,end,[],0,,,1610612739,52,58,2020-03-05T01:03:10Z,3130000,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2020-03-05T01:03:40.5Z,3,REGULAR,substitution,out,['startperiod'],1629057,,,1610612739,52,58,2020-03-05T01:18:43Z,3140000,,[BOS] substitution Williams III replaced by Theis,"[1629057, 1628464]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,Theis,1628464.0,,,,,,,,
317,PT12M00.00S,2020-03-05T01:18:47.8Z,3,REGULAR,period,start,[],0,,,1610612738,52,58,2020-03-05T01:18:47Z,3160000,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT11M46.00S,2020-03-05T01:19:00.9Z,3,REGULAR,2pt,jumpshot,[],203935,22.946780551905388,55.21599264705882,1610612738,52,58,2020-03-05T01:19:08Z,3170000,left,[BOS] Smart jumpshot: Missed,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,17.07,: Missed,,,,,,,,,,,,,,,,,,,,,,,
319,PT11M46.00S,2020-03-05T01:19:00.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,52,58,2020-03-05T01:19:08Z,3180000,,[BOS] Team offensive rebound,[],1610612738.0,BOS,,,,,,,,,,,,318.0,,,,,,,,,,,,,,,,,,,,,,
320,PT11M46.00S,2020-03-05T01:19:05.8Z,3,REGULAR,foul,personal,[],203521,,,1610612738,52,58,2020-03-05T01:19:19Z,3190000,,[CLE] Dellavedova foul personal (1 PF),"[203521, 1629684]",1610612739.0,CLE,looseball,,,Dellavedova,M. Dellavedova,,,,,,,,,,,,,,,1198.0,1.0,0.0,Williams,1629684.0,,,,,,,,,,
322,PT11M41.00S,2020-03-05T01:19:28.0Z,3,REGULAR,foul,personal,['2freethrow'],1629012,,,1610612738,52,58,2020-03-05T01:19:34Z,3210000,,[CLE] Sexton foul personal (2 PF) (Theis 2freethrow),"[1629012, 1628464]",1610612739.0,CLE,shooting,,,Sexton,C. Sexton,,,,,,,,,,,,,,,1162.0,2.0,0.0,Theis,1628464.0,,,,,,,,,,
324,PT11M41.00S,2020-03-05T01:19:45.5Z,3,REGULAR,freethrow,1of2,['2ndchance'],1628464,,,1610612738,52,59,2020-03-05T01:20:05Z,3230000,,[BOS] Theis freethrow 1of2: Made (5 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,: Made,,,,,5.0,,,,,,,,,,,,,,,,,,
325,PT11M41.00S,2020-03-05T01:19:45.5Z,3,REGULAR,freethrow,2of2,['2ndchance'],1628464,,,1610612738,52,59,2020-03-05T01:20:05Z,3240000,,[BOS] Theis freethrow 2of2: Missed,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
326,PT11M39.00S,2020-03-05T01:19:47.5Z,3,REGULAR,rebound,defensive,[],201567,,,1610612739,52,59,2020-03-05T01:20:05Z,3250000,,[CLE] Love defensive rebound (Off:1 Def:7),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,325.0,8.0,7.0,1.0,,,,,,,,,,,,,,,,,,,
327,PT11M26.00S,2020-03-05T01:20:13.9Z,3,REGULAR,2pt,dunk,['pointsinthepaint'],1626204,94.56307490144546,48.59834558823529,1610612739,54,59,2020-03-05T01:20:19Z,3260000,right,[CLE] Nance Jr. dunk: Made (13 PTS) assist: Sexton (4 AST),"[1626204, 1629012]",1610612739.0,CLE,cutting,,,Nance Jr.,L. Nance Jr.,,,,,0.81,: Made,,,,,13.0,Sexton,1629012.0,4.0,,,,,,,,,,,,,,,
329,PT11M11.00S,2020-03-05T01:20:33.6Z,3,REGULAR,turnover,outofbounds,[],203935,,,1610612738,54,59,2020-03-05T01:20:44Z,3280000,,[BOS] Smart outofbounds turnover (1 TO),[203935],1610612738.0,BOS,step,,,Smart,M. Smart,,,,,,,,,,,,,,,1627961.0,,,,,,,1.0,,,,,,,
330,PT10M59.00S,2020-03-05T01:20:53.8Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1629012,95.74572930354796,48.84344362745098,1610612739,56,59,2020-03-05T01:20:59Z,3290000,right,[CLE] Sexton layup: Made (20 PTS) assist: Dellavedova (3 AST),"[1629012, 203521]",1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,0.91,: Made,,,,,20.0,Dellavedova,203521.0,3.0,,,,,,,,,,,,,,,
332,PT10M34.00S,2020-03-05T01:21:18.5Z,3,REGULAR,2pt,layup,['pointsinthepaint'],203935,6.652431011826544,50.314031862745104,1610612738,56,59,2020-03-05T01:21:23Z,3310000,left,[BOS] Smart layup: Missed,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,1.56,: Missed,,,,,,,,,,,,,,,,,,,,,,,
333,PT10M31.00S,2020-03-05T01:21:21.2Z,3,REGULAR,rebound,defensive,[],1626204,,,1610612739,56,59,2020-03-05T01:21:21Z,3320000,,[CLE] Nance Jr. defensive rebound (Off:2 Def:6),[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,332.0,8.0,6.0,2.0,,,,,,,,,,,,,,,,,,,
334,PT10M22.00S,2020-03-05T01:21:30.1Z,3,REGULAR,3pt,jumpshot,[],1626204,69.85873850197109,71.6375612745098,1610612739,59,59,2020-03-05T01:21:36Z,3330000,right,[CLE] Nance Jr. 3pt shot: Made (16 PTS) assist: Sexton (5 AST),"[1626204, 1629012]",1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,25.99,: Made,,,,,16.0,Sexton,1629012.0,5.0,,,,,,,,,,,,,,,
336,PT09M58.00S,2020-03-05T01:21:54.8Z,3,REGULAR,3pt,jumpshot,[],203935,16.63929040735874,95.41207107843137,1610612738,59,59,2020-03-05T01:21:59Z,3350000,left,[BOS] Smart 3pt jumpshot: Missed,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.21,: Missed,,,,,,,,,,,,,,,,,,,,,,,
337,PT09M55.00S,2020-03-05T01:21:57.8Z,3,REGULAR,rebound,defensive,[],201567,,,1610612739,59,59,2020-03-05T01:21:59Z,3360000,,[CLE] Love defensive rebound (Off:1 Def:8),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,336.0,9.0,8.0,1.0,,,,,,,,,,,,,,,,,,,
338,PT09M45.00S,2020-03-05T01:22:08.3Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1629012,94.43166885676742,47.372855392156865,1610612739,61,59,2020-03-05T01:22:40Z,3370000,right,[CLE] Sexton layup: Made (22 PTS) assist: Love (4 AST),"[1629012, 201567]",1610612739.0,CLE,cutting,,,Sexton,C. Sexton,,,,,1.41,: Made,,,,,22.0,Love,201567.0,4.0,,,,,,,,,,,,,,,
340,PT09M45.00S,2020-03-05T01:22:13.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,61,59,2020-03-05T01:22:13Z,3390000,,[BOS] timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT09M45.00S,2020-03-05T01:24:37.9Z,3,REGULAR,substitution,out,[],1628464,,,1610612738,61,59,2020-03-05T01:24:56Z,3400000,,[BOS] substitution Theis replaced by Williams III,"[1628464, 1629057]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,Williams III,1629057.0,,,,,,,,
343,PT09M34.00S,2020-03-05T01:25:22.4Z,3,REGULAR,foul,personal,['2freethrow'],1629012,,,1610612738,61,59,2020-03-05T01:25:29Z,3420000,,[CLE] Sexton foul personal (3 PF) (Smart 2freethrow),"[1629012, 203935]",1610612739.0,CLE,shooting,,,Sexton,C. Sexton,,,,,,,,,,,,,,,1162.0,3.0,0.0,Smart,203935.0,,,,,,,,,,
345,PT09M34.00S,2020-03-05T01:26:06.4Z,3,REGULAR,freethrow,1of2,[],203935,,,1610612738,61,60,2020-03-05T01:26:06Z,3440000,,[BOS] Smart freethrow 1of2: Made (3 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,: Made,,,,,3.0,,,,,,,,,,,,,,,,,,
346,PT09M34.00S,2020-03-05T01:26:17.4Z,3,REGULAR,freethrow,2of2,[],203935,,,1610612738,61,61,2020-03-05T01:26:17Z,3450000,,[BOS] Smart freethrow 2of2: Made (4 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,: Made,,,,,4.0,,,,,,,,,,,,,,,,,,
347,PT09M18.00S,2020-03-05T01:26:35.7Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1629012,94.03745072273325,48.353247549019606,1610612739,63,61,2020-03-05T01:26:41Z,3460000,right,[CLE] Sexton layup: Made (24 PTS),[1629012],1610612739.0,CLE,driving,,,Sexton,C. Sexton,,,,,1.22,: Made,,,,,24.0,,,,,,,,,,,,,,,,,,
348,PT08M59.00S,2020-03-05T01:26:54.8Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1629057,5.995400788436268,47.61795343137255,1610612738,63,63,2020-03-05T01:27:00Z,3470000,left,[BOS] Williams III layup: Made (4 PTS) assist: Tatum (5 AST),"[1629057, 1628369]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,1.52,: Made,,,,,4.0,Tatum,1628369.0,5.0,,,,,,,,,,,,,,,
350,PT08M35.00S,2020-03-05T01:27:18.2Z,3,REGULAR,2pt,jumpshot,[],1626224,92.9862023653088,78.74540441176471,1610612739,63,63,2020-03-05T01:27:23Z,3490000,right,[CLE] Osman jumpshot: Missed,[1626224],1610612739.0,CLE,pullup,,,Osman,C. Osman,,,,,14.49,: Missed,,,,,,,,,,,,,,,,,,,,,,,
351,PT08M33.00S,2020-03-05T01:27:20.2Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,63,63,2020-03-05T01:27:23Z,3500000,,[BOS] Williams III defensive rebound (Off:0 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,350.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,
352,PT08M25.00S,2020-03-05T01:27:27.6Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,8.754927726675426,43.94148284313725,1610612738,63,63,2020-03-05T01:27:40Z,3510000,left,[BOS] Tatum jumpshot: Missed,[1628369],1610612738.0,BOS,drivingfloating,,,Tatum,J. Tatum,,,,,4.65,: Missed,,,,,,,,,,,,,,,,,,,,,,,
353,PT08M23.00S,2020-03-05T01:27:30.2Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,63,63,2020-03-05T01:27:30Z,3520000,,[BOS] Williams III offensive rebound (Off:1 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,352.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
354,PT08M16.00S,2020-03-05T01:27:37.3Z,3,REGULAR,2pt,dunk,"['pointsinthepaint', '2ndchance']",1629057,6.389618922470433,46.88265931372549,1610612738,63,65,2020-03-05T01:27:44Z,3530000,left,[BOS] Williams III dunk: Made (6 PTS) assist: Williams (1 AST),"[1629057, 1629684]",1610612738.0,BOS,alleyoop,,,Williams III,R. Williams III,,,,,2.04,: Made,,,,,6.0,Williams,1629684.0,1.0,,,,,,,,,,,,,,,
356,PT08M02.00S,2020-03-05T01:27:51.0Z,3,REGULAR,3pt,jumpshot,[],201567,69.59592641261499,70.90226715686273,1610612739,63,65,2020-03-05T01:27:55Z,3550000,right,[CLE] Love 3pt jumpshot: Missed,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,26.07,: Missed,,,,,,,,,,,,,,,,,,,,,,,
357,PT08M01.00S,2020-03-05T01:27:52.0Z,3,REGULAR,rebound,offensive,[],1626204,,,1610612739,63,65,2020-03-05T01:27:55Z,3560000,,[CLE] Nance Jr. offensive rebound (Off:3 Def:6),[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,356.0,9.0,6.0,3.0,,,,,,,,,,,,,,,,,,,
358,PT07M57.00S,2020-03-05T01:27:59.3Z,3,REGULAR,foul,personal,[],1629057,,,1610612739,63,65,2020-03-05T01:28:06Z,3570000,,[BOS] Williams III foul personal (3 PF),"[1629057, 1626204]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,1627961.0,3.0,0.0,Nance Jr.,1626204.0,,,,,,,,,,
360,PT07M47.00S,2020-03-05T01:28:33.0Z,3,REGULAR,3pt,jumpshot,['2ndchance'],1626224,95.3515111695138,95.41207107843137,1610612739,63,65,2020-03-05T01:28:38Z,3590000,right,[CLE] Osman 3pt jumpshot: Missed Block: Williams (1 BLK),"[1626224, 1629684]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,22.71,: Missed,,,,,,,,,,,,,,,,,,,,Williams,1629684.0,1.0,
362,PT07M43.00S,2020-03-05T01:28:37.0Z,3,REGULAR,rebound,offensive,[],1626224,,,1610612739,63,65,2020-03-05T01:28:38Z,3610000,,[CLE] Osman offensive rebound (Off:2 Def:1),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,360.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
363,PT07M40.00S,2020-03-05T01:28:39.0Z,3,REGULAR,3pt,jumpshot,['2ndchance'],203521,73.80091984231275,15.510110294117647,1610612739,63,65,2020-03-05T01:28:43Z,3620000,right,[CLE] Dellavedova 3pt jumpshot: Missed,[203521],1610612739.0,CLE,,,,Dellavedova,M. Dellavedova,,,,,26.35,: Missed,,,,,,,,,,,,,,,,,,,,,,,
364,PT07M38.00S,2020-03-05T01:28:41.4Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,63,65,2020-03-05T01:28:41Z,3630000,,[BOS] Smart defensive rebound (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,363.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
365,PT07M34.00S,2020-03-05T01:28:45.5Z,3,REGULAR,2pt,jumpshot,"['fastbreak', 'pointsinthepaint']",203935,4.944152431011826,52.029718137254896,1610612738,63,67,2020-03-05T01:31:06Z,3640000,left,[BOS] Smart jumpshot: Made (6 PTS),[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,1.01,: Made,,,,,6.0,,,,,,,,,,,,,,,,,,
366,PT07M28.00S,2020-03-05T01:28:57.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,63,67,2020-03-05T01:28:57Z,3650000,,[CLE] timeout full,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT07M22.00S,2020-03-05T01:31:56.2Z,3,REGULAR,foul,personal,[],202954,,,1610612739,63,67,2020-03-05T01:33:20Z,3660000,,[BOS] Wanamaker foul personal (3 PF),"[202954, 201567]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,1627961.0,3.0,0.0,Love,201567.0,,,,,,,,,,
369,PT07M11.00S,2020-03-05T01:33:26.6Z,3,REGULAR,2pt,hook,['pointsinthepaint'],1626204,93.51182654402102,62.56893382352941,1610612739,63,67,2020-03-05T01:33:32Z,3680000,right,[CLE] Nance Jr. hook: Missed Block: Williams III (3 BLK),"[1626204, 1629057]",1610612739.0,CLE,turnaround,,,Nance Jr.,L. Nance Jr.,,,,,6.43,: Missed,,,,,,,,,,,,,,,,,,,,Williams III,1629057.0,3.0,
371,PT07M07.00S,2020-03-05T01:33:30.6Z,3,REGULAR,rebound,offensive,[],1626204,,,1610612739,63,67,2020-03-05T01:33:32Z,3700000,,[CLE] Nance Jr. offensive rebound (Off:4 Def:6),[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,369.0,10.0,6.0,4.0,,,,,,,,,,,,,,,,,,,
372,PT07M05.00S,2020-03-05T01:33:32.3Z,3,REGULAR,2pt,dunk,"['pointsinthepaint', '2ndchance']",1626204,94.30026281208936,48.353247549019606,1610612739,65,67,2020-03-05T01:33:40Z,3710000,right,[CLE] Nance Jr. dunk: Made (18 PTS),[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,1.05,: Made,,,,,18.0,,,,,,,,,,,,,,,,,,
373,PT06M50.00S,2020-03-05T01:33:47.9Z,3,REGULAR,turnover,badpass,[],203935,,,1610612738,65,67,2020-03-05T01:33:52Z,3720000,,[BOS] Smart badpass turnover (2 TO) Steal: Sexton (1 STL),"[203935, 1629012]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,2.0,Sexton,1629012.0,1.0,,,,
375,PT06M47.00S,2020-03-05T01:33:53.7Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612739,65,67,2020-03-05T01:33:53Z,3740000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT06M47.00S,2020-03-05T01:33:56.7Z,3,REGULAR,substitution,out,[],203521,,,1610612739,65,67,2020-03-05T01:34:01Z,3750000,,[CLE] substitution Dellavedova replaced by Wade,"[203521, 1629731]",1610612739.0,CLE,,,,Dellavedova,M. Dellavedova,,,,,,,,,,,,,,,,,,,,Wade,1629731.0,,,,,,,,
378,PT06M27.00S,2020-03-05T01:34:34.4Z,3,REGULAR,turnover,badpass,[],1626204,,,1610612739,65,67,2020-03-05T01:34:41Z,3770000,,[CLE] Nance Jr. badpass turnover (2 TO) Steal: Smart (1 STL),"[1626204, 203935]",1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,2.0,Smart,203935.0,1.0,,,,
380,PT06M17.00S,2020-03-05T01:34:43.7Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1628369,7.046649145860711,46.88265931372549,1610612738,65,69,2020-03-05T01:34:52Z,3790000,left,[BOS] Tatum layup: Made (19 PTS) assist: Wanamaker (2 AST),"[1628369, 202954]",1610612738.0,BOS,drivingreverse,,,Tatum,J. Tatum,,,,,2.47,: Made,,,,,19.0,Wanamaker,202954.0,2.0,,,,,,,,,,,,,,,
382,PT06M00.00S,2020-03-05T01:35:00.5Z,3,REGULAR,2pt,jumpshot,[],1629012,90.62089356110381,83.40226715686273,1610612739,65,69,2020-03-05T01:35:06Z,3810000,right,[CLE] Sexton jumpshot: Missed,[1629012],1610612739.0,CLE,stepback,,,Sexton,C. Sexton,,,,,17.2,: Missed,,,,,,,,,,,,,,,,,,,,,,,
383,PT05M58.00S,2020-03-05T01:35:02.5Z,3,REGULAR,rebound,offensive,[],201567,,,1610612739,65,69,2020-03-05T01:35:06Z,3820000,,[CLE] Love offensive rebound (Off:2 Def:8),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,382.0,10.0,8.0,2.0,,,,,,,,,,,,,,,,,,,
384,PT05M56.00S,2020-03-05T01:35:05.0Z,3,REGULAR,turnover,badpass,[],201567,,,1610612739,65,69,2020-03-05T01:35:09Z,3830000,,[CLE] Love badpass turnover (3 TO) Steal: Tatum (2 STL),"[201567, 1628369]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,3.0,Tatum,1628369.0,2.0,,,,
386,PT05M46.00S,2020-03-05T01:35:17.5Z,3,REGULAR,foul,personal,['2freethrow'],1626224,,,1610612738,65,69,2020-03-05T01:35:28Z,3850000,,[CLE] Osman foul personal (1 PF) (Tatum 2freethrow),"[1626224, 1628369]",1610612739.0,CLE,shooting,,,Osman,C. Osman,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,
388,PT05M46.00S,2020-03-05T01:35:41.5Z,3,REGULAR,freethrow,1of2,['fromturnover'],1628369,,,1610612738,65,70,2020-03-05T01:35:41Z,3870000,,[BOS] Tatum freethrow 1of2: Made (20 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,: Made,,,,,20.0,,,,,,,,,,,,,,,,,,
389,PT05M46.00S,2020-03-05T01:35:58.8Z,3,REGULAR,freethrow,2of2,['fromturnover'],1628369,,,1610612738,65,71,2020-03-05T01:35:58Z,3880000,,[BOS] Tatum freethrow 2of2: Made (21 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,: Made,,,,,21.0,,,,,,,,,,,,,,,,,,
