actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerName,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,subsInPlayerName,subsInPersonId,turnoverTotal,stealPlayerName,stealPersonId,stealTotal,blockPlayerName,blockPersonId,blockTotal,value
2,PT12M00.00S,2020-03-05T00:10:23.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2020-03-05T00:10:23Z,20000,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2020-03-05T00:10:26.6Z,1,REGULAR,jumpball,recovered,[],201567,,,1610612739,0,0,2020-03-05T00:10:26Z,40000,,Jump Ball: Nance Jr. vs. Theis tip to Love,"[201567, 1626204, 1628464]",1610612739.0,CLE,startperiod,Love,201567.0,Love,K. Love,Nance Jr.,1626204.0,Theis,1628464.0,,,,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2020-03-05T00:10:42.9Z,1,REGULAR,3pt,jumpshot,[],1626224,5.601182654402102,94.921875,1610612739,0,0,2020-03-05T00:10:51Z,70000,left,[CLE] Osman 3pt jumpshot: Missed,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,22.47,: Missed,,,,,,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2020-03-05T00:10:44.9Z,1,REGULAR,rebound,offensive,[],1626204,,,1610612739,0,0,2020-03-05T00:10:51Z,80000,,[CLE] Nance Jr. offensive rebound (Off:1 Def:0),[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
9,PT11M38.00S,2020-03-05T00:10:49.2Z,1,REGULAR,2pt,dunk,"['pointsinthepaint', '2ndchance']",1626204,5.0,50.0,1610612739,2,0,2020-03-05T00:10:49Z,90000,left,[CLE] Nance Jr. dunk: Made (2 PTS),[1626204],1610612739.0,CLE,tip,,,Nance Jr.,L. Nance Jr.,,,,,0.0,: Made,,,,,2.0,,,,,,,,,,,,,,,,,,
10,PT11M38.00S,2020-03-05T00:10:52.0Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612738,2,0,2020-03-05T00:10:52Z,100000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,PT11M15.00S,2020-03-05T00:11:13.7Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1629684,86.41590013140605,61.83363970588235,1610612738,2,2,2020-03-05T02:28:55Z,110000,right,[BOS] Williams jumpshot: Made (2 PTS),[1629684],1610612738.0,BOS,turnaround,,,Williams,G. Williams,,,,,10.01,: Made,,,,,2.0,,,,,,,,,,,,,,,,,,
12,PT11M01.00S,2020-03-05T00:11:28.0Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1629012,8.09789750328515,46.63756127450981,1610612739,2,2,2020-03-05T00:11:32Z,120000,left,[CLE] Sexton layup: Missed,[1629012],1610612739.0,CLE,driving,,,Sexton,C. Sexton,,,,,3.36,: Missed,,,,,,,,,,,,,,,,,,,,,,,
13,PT10M58.00S,2020-03-05T00:11:31.0Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612738,2,2,2020-03-05T00:11:32Z,130000,,[BOS] Theis defensive rebound (Off:0 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
14,PT10M53.00S,2020-03-05T00:11:35.2Z,1,REGULAR,3pt,jumpshot,['fastbreak'],203935,93.77463863337714,3.2552083333333335,1610612738,2,2,2020-03-05T00:11:40Z,140000,right,[BOS] Smart 3pt jumpshot: Missed,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,23.4,: Missed,,,,,,,,,,,,,,,,,,,,,,,
15,PT10M51.00S,2020-03-05T00:11:37.2Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,2,2,2020-03-05T00:11:40Z,150000,,[CLE] Love defensive rebound (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
16,PT10M36.00S,2020-03-05T00:11:52.7Z,1,REGULAR,2pt,dunk,['pointsinthepaint'],1629012,6.915243101182654,45.90226715686275,1610612739,4,2,2020-03-05T00:11:58Z,160000,left,[CLE] Sexton dunk: Made (2 PTS) assist: Love (1 AST),"[1629012, 201567]",1610612739.0,CLE,cutting,,,Sexton,C. Sexton,,,,,2.73,: Made,,,,,2.0,Love,201567.0,1.0,,,,,,,,,,,,,,,
18,PT10M15.00S,2020-03-05T00:12:13.6Z,1,REGULAR,2pt,jumpshot,[],1628464,92.9862023653088,66.73560049019608,1610612738,4,2,2020-03-05T00:12:17Z,180000,right,[BOS] Theis jumpshot: Missed,[1628464],1610612738.0,BOS,fadeaway,,,Theis,D. Theis,,,,,8.58,: Missed,,,,,,,,,,,,,,,,,,,,,,,
19,PT10M13.00S,2020-03-05T00:12:15.6Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,4,2,2020-03-05T00:12:17Z,190000,,[CLE] Love defensive rebound (Off:0 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,18.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
20,PT10M11.00S,2020-03-05T00:12:20.4Z,1,REGULAR,foul,personal,['2freethrow'],203935,,,1610612739,4,2,2020-03-05T00:12:33Z,200000,,[BOS] Smart foul personal (1 PF) (Osman 2freethrow),"[203935, 1626224]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,,1162.0,1.0,0.0,Osman,1626224.0,,,,,,,,,,
22,PT10M11.00S,2020-03-05T00:12:50.0Z,1,REGULAR,freethrow,1of2,['fastbreak'],1626224,,,1610612739,5,2,2020-03-05T00:12:50Z,220000,,[CLE] Osman freethrow 1of2: Made (1 PTS),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,: Made,,,,,1.0,,,,,,,,,,,,,,,,,,
23,PT10M11.00S,2020-03-05T00:12:52.1Z,1,REGULAR,substitution,out,[],203521,,,1610612739,5,2,2020-03-05T00:12:54Z,230000,,[CLE] substitution Dellavedova replaced by Porter Jr.,"[203521, 1629645]",1610612739.0,CLE,,,,Dellavedova,M. Dellavedova,,,,,,,,,,,,,,,,,,,,Porter Jr.,1629645.0,,,,,,,,
25,PT10M11.00S,2020-03-05T00:13:15.0Z,1,REGULAR,freethrow,2of2,['fastbreak'],1626224,,,1610612739,6,2,2020-03-05T00:13:15Z,250000,,[CLE] Osman freethrow 2of2: Made (2 PTS),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,: Made,,,,,2.0,,,,,,,,,,,,,,,,,,
26,PT09M53.00S,2020-03-05T00:13:34.4Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1628464,96.27135348226018,47.372855392156865,1610612738,6,4,2020-03-05T00:14:37Z,260000,right,[BOS] Theis layup: Made (2 PTS) assist: Tatum (1 AST),"[1628464, 1628369]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,1.78,: Made,,,,,2.0,Tatum,1628369.0,1.0,,,,,,,,,,,,,,,
28,PT09M46.00S,2020-03-05T00:13:42.8Z,1,REGULAR,turnover,badpass,[],1626224,,,1610612739,6,4,2020-03-05T00:13:47Z,280000,,[CLE] Osman badpass turnover (1 TO) Steal: Wanamaker (1 STL),"[1626224, 202954]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,1.0,Wanamaker,202954.0,1.0,,,,
30,PT09M41.00S,2020-03-05T00:13:47.0Z,1,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202954,94.82588699080158,49.333639705882355,1610612738,6,6,2020-03-05T00:13:57Z,300000,right,[BOS] Wanamaker layup: Made (2 PTS),[202954],1610612738.0,BOS,running,,,Wanamaker,B. Wanamaker,,,,,0.37,: Made,,,,,2.0,,,,,,,,,,,,,,,,,,
31,PT09M27.00S,2020-03-05T00:14:00.7Z,1,REGULAR,turnover,badpass,[],201567,,,1610612739,6,6,2020-03-05T00:14:05Z,310000,,[CLE] Love badpass turnover (1 TO) Steal: Theis (1 STL),"[201567, 1628464]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,1.0,Theis,1628464.0,1.0,,,,
33,PT09M22.00S,2020-03-05T00:14:06.5Z,1,REGULAR,3pt,jumpshot,"['fromturnover', 'fastbreak']",1628369,86.81011826544021,3.2552083333333335,1610612738,6,9,2020-03-05T00:14:15Z,330000,right,[BOS] Tatum 3pt shot: Made (3 PTS) assist: Wanamaker (1 AST),"[1628369, 202954]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.61,: Made,,,,,3.0,Wanamaker,202954.0,1.0,,,,,,,,,,,,,,,
35,PT09M00.00S,2020-03-05T00:14:27.7Z,1,REGULAR,2pt,jumpshot,[],1629645,16.63929040735874,79.23560049019608,1610612739,6,9,2020-03-05T00:15:34Z,350000,left,[CLE] Porter Jr. jumpshot: Missed,[1629645],1610612739.0,CLE,pullup,,,Porter Jr.,K. Porter Jr.,,,,,18.26,: Missed,,,,,,,,,,,,,,,,,,,,,,,
36,PT08M58.00S,2020-03-05T00:14:29.7Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,6,9,2020-03-05T00:14:32Z,360000,,[BOS] Williams defensive rebound (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
37,PT08M53.00S,2020-03-05T00:14:34.7Z,1,REGULAR,3pt,jumpshot,[],1628369,67.7562417871222,55.951286764705884,1610612738,6,12,2020-03-05T00:15:38Z,370000,right,[BOS] Tatum 3pt shot: Made (6 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.78,: Made,,,,,6.0,,,,,,,,,,,,,,,,,,
38,PT08M53.00S,2020-03-05T00:14:40.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,6,12,2020-03-05T00:14:40Z,380000,,[CLE] timeout full,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M42.00S,2020-03-05T00:17:43.1Z,1,REGULAR,3pt,jumpshot,[],1626224,18.347568988173457,3.010110294117647,1610612739,6,12,2020-03-05T00:17:48Z,390000,left,[CLE] Osman 3pt jumpshot: Missed,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,26.63,: Missed,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M38.00S,2020-03-05T00:17:47.1Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,6,12,2020-03-05T00:17:48Z,400000,,[BOS] Williams defensive rebound (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,39.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
41,PT08M23.00S,2020-03-05T00:18:00.8Z,1,REGULAR,3pt,jumpshot,[],1628369,71.69842312746385,77.76501225490196,1610612738,6,15,2020-03-05T00:18:07Z,410000,right,[BOS] Tatum 3pt shot: Made (9 PTS),[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,25.93,: Made,,,,,9.0,,,,,,,,,,,,,,,,,,
42,PT08M15.00S,2020-03-05T00:18:11.9Z,1,REGULAR,foul,personal,['2freethrow'],202954,,,1610612739,6,15,2020-03-05T00:18:18Z,420000,,[BOS] Wanamaker foul personal (1 PF) (Sexton 2freethrow),"[202954, 1629012]",1610612738.0,BOS,shooting,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,1198.0,1.0,0.0,Sexton,1629012.0,,,,,,,,,,
44,PT08M15.00S,2020-03-05T00:18:29.5Z,1,REGULAR,freethrow,1of2,[],1629012,,,1610612739,7,15,2020-03-05T00:18:29Z,440000,,[CLE] Sexton freethrow 1of2: Made (3 PTS),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,: Made,,,,,3.0,,,,,,,,,,,,,,,,,,
45,PT08M15.00S,2020-03-05T00:18:42.5Z,1,REGULAR,freethrow,2of2,[],1629012,,,1610612739,8,15,2020-03-05T00:18:42Z,450000,,[CLE] Sexton freethrow 2of2: Made (4 PTS),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,: Made,,,,,4.0,,,,,,,,,,,,,,,,,,
46,PT07M58.00S,2020-03-05T00:19:04.6Z,1,REGULAR,foul,personal,[],1629012,,,1610612738,8,15,2020-03-05T00:19:09Z,460000,,[CLE] Sexton foul personal (1 PF),"[1629012, 202954]",1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,1198.0,1.0,0.0,Wanamaker,202954.0,,,,,,,,,,
48,PT07M46.00S,2020-03-05T00:19:29.3Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],203935,91.67214191852825,41.98069852941176,1610612738,8,15,2020-03-05T00:19:38Z,480000,right,[BOS] Smart jumpshot: Missed,[203935],1610612738.0,BOS,floating,,,Smart,M. Smart,,,,,5.09,: Missed,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M44.00S,2020-03-05T00:19:31.3Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612739,8,15,2020-03-05T00:19:31Z,490000,,[CLE] Porter Jr. defensive rebound (Off:0 Def:1),[1629645],1610612739.0,CLE,,,,Porter Jr.,K. Porter Jr.,,,,,,,48.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
50,PT07M40.00S,2020-03-05T00:19:36.1Z,1,REGULAR,2pt,dunk,"['pointsinthepaint', 'fastbreak']",1626204,6.389618922470433,46.63756127450981,1610612739,10,15,2020-03-05T00:19:51Z,500000,left,[CLE] Nance Jr. dunk: Made (4 PTS) assist: Porter Jr. (1 AST),"[1626204, 1629645]",1610612739.0,CLE,cutting,,,Nance Jr.,L. Nance Jr.,,,,,2.13,: Made,,,,,4.0,Porter Jr.,1629645.0,1.0,,,,,,,,,,,,,,,
52,PT07M23.00S,2020-03-05T00:19:51.9Z,1,REGULAR,turnover,badpass,[],1628369,,,1610612738,10,15,2020-03-05T00:19:57Z,520000,,[BOS] Tatum badpass turnover (1 TO) Steal: Nance Jr. (1 STL),"[1628369, 1626204]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,1.0,Nance Jr.,1626204.0,1.0,,,,
54,PT07M18.00S,2020-03-05T00:19:56.5Z,1,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1626204,7.440867279894875,48.84344362745098,1610612739,12,15,2020-03-05T00:20:08Z,540000,left,[CLE] Nance Jr. layup: Made (6 PTS),[1626204],1610612739.0,CLE,runningfingerroll,,,Nance Jr.,L. Nance Jr.,,,,,2.36,: Made,,,,,6.0,,,,,,,,,,,,,,,,,,
55,PT06M59.00S,2020-03-05T00:20:16.1Z,1,REGULAR,3pt,jumpshot,[],203935,70.51576872536137,71.14736519607843,1610612738,12,15,2020-03-05T00:20:21Z,550000,right,[BOS] Smart 3pt jumpshot: Missed,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.33,: Missed,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M56.00S,2020-03-05T00:20:19.1Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,12,15,2020-03-05T00:20:21Z,560000,,[CLE] Love defensive rebound (Off:0 Def:3),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,55.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,
57,PT06M42.00S,2020-03-05T00:20:35.7Z,1,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612739,12,15,2020-03-05T00:20:43Z,570000,,[BOS] Theis foul personal (1 PF) (Porter Jr. 2freethrow),"[1628464, 1629645]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,1162.0,1.0,0.0,Porter Jr.,1629645.0,,,,,,,,,,
59,PT06M42.00S,2020-03-05T00:20:56.9Z,1,REGULAR,freethrow,1of2,[],1629645,,,1610612739,13,15,2020-03-05T00:21:27Z,590000,,[CLE] Porter Jr. freethrow 1of2: Made (1 PTS),[1629645],1610612739.0,CLE,,,,Porter Jr.,K. Porter Jr.,,,,,,: Made,,,,,1.0,,,,,,,,,,,,,,,,,,
60,PT06M42.00S,2020-03-05T00:20:58.6Z,1,REGULAR,substitution,out,[],1628369,,,1610612739,13,15,2020-03-05T00:21:05Z,600000,,[BOS] substitution Tatum replaced by Kanter,"[1628369, 202683]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,Kanter,202683.0,,,,,,,,
61,PT06M42.00S,2020-03-05T00:20:58.6Z,1,REGULAR,substitution,out,[],1628464,,,1610612739,13,15,2020-03-05T00:21:05Z,610000,,[BOS] substitution Theis replaced by Langford,"[1628464, 1629641]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,Langford,1629641.0,,,,,,,,
64,PT06M42.00S,2020-03-05T00:20:56.9Z,1,REGULAR,freethrow,2of2,[],1629645,,,1610612739,13,15,2020-03-05T00:21:27Z,640000,,[CLE] Porter Jr. freethrow 2of2: Missed,[1629645],1610612739.0,CLE,,,,Porter Jr.,K. Porter Jr.,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M40.00S,2020-03-05T00:20:58.9Z,1,REGULAR,rebound,defensive,[],1629641,,,1610612738,13,15,2020-03-05T00:21:27Z,650000,,[BOS] Langford defensive rebound (Off:0 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,64.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
66,PT06M20.00S,2020-03-05T00:21:37.2Z,1,REGULAR,2pt,hook,['pointsinthepaint'],1629684,87.33574244415243,45.90226715686275,1610612738,13,15,2020-03-05T00:21:41Z,660000,right,[BOS] Williams hook: Missed,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,7.49,: Missed,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M19.00S,2020-03-05T00:21:38.2Z,1,REGULAR,rebound,offensive,[],202683,,,1610612738,13,15,2020-03-05T00:21:41Z,670000,,[BOS] Kanter offensive rebound (Off:1 Def:0),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,66.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
68,PT06M11.00S,2020-03-05T00:21:46.6Z,1,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202954,93.77463863337714,42.22579656862745,1610612738,13,15,2020-03-05T00:21:58Z,680000,right,[BOS] Wanamaker layup: Missed,[202954],1610612738.0,BOS,running,,,Wanamaker,B. Wanamaker,,,,,4.06,: Missed,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M08.00S,2020-03-05T00:21:49.1Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612739,13,15,2020-03-05T00:21:49Z,690000,,[CLE] Nance Jr. defensive rebound (Off:1 Def:1),[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,68.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
70,PT06M07.00S,2020-03-05T00:21:53.2Z,1,REGULAR,foul,personal,[],202954,,,1610612739,13,15,2020-03-05T00:22:03Z,700000,,[BOS] Wanamaker foul personal (2 PF),"[202954, 1629645]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,1627961.0,2.0,0.0,Porter Jr.,1629645.0,,,,,,,,,,
72,PT06M07.00S,2020-03-05T00:22:01.6Z,1,REGULAR,substitution,out,[],1626224,,,1610612739,13,15,2020-03-05T00:22:08Z,720000,,[CLE] substitution Osman replaced by Zizic,"[1626224, 1627790]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,Zizic,1627790.0,,,,,,,,
73,PT06M07.00S,2020-03-05T00:22:01.6Z,1,REGULAR,substitution,out,[],1626204,,,1610612739,13,15,2020-03-05T00:22:08Z,730000,,[CLE] substitution Nance Jr. replaced by Dellavedova,"[1626204, 203521]",1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,Dellavedova,203521.0,,,,,,,,
76,PT05M52.00S,2020-03-05T00:22:28.9Z,1,REGULAR,3pt,jumpshot,[],203521,27.414586070959263,78.74540441176471,1610612739,13,15,2020-03-05T00:22:33Z,760000,left,[CLE] Dellavedova 3pt jumpshot: Missed,[203521],1610612739.0,CLE,,,,Dellavedova,M. Dellavedova,,,,,25.5,: Missed,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M50.00S,2020-03-05T00:22:30.9Z,1,REGULAR,rebound,defensive,[],202954,,,1610612738,13,15,2020-03-05T00:22:33Z,770000,,[BOS] Wanamaker defensive rebound (Off:0 Def:1),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
78,PT05M48.00S,2020-03-05T00:22:33.7Z,1,REGULAR,2pt,dunk,['pointsinthepaint'],203935,94.56307490144546,50.55912990196079,1610612738,13,15,2020-03-05T00:22:42Z,780000,right,[BOS] Smart dunk: Missed,[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,0.5,: Missed,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M44.00S,2020-03-05T00:22:37.0Z,1,REGULAR,rebound,defensive,[],1629012,,,1610612739,13,15,2020-03-05T00:22:37Z,790000,,[CLE] Sexton defensive rebound (Off:0 Def:1),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,78.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
80,PT05M42.00S,2020-03-05T00:22:39.5Z,1,REGULAR,3pt,jumpshot,['fastbreak'],203521,19.793035479632064,91.73560049019608,1610612739,13,15,2020-03-05T00:22:59Z,800000,left,[CLE] Dellavedova running 3pt jumpshot: Missed,[203521],1610612739.0,CLE,running,,,Dellavedova,M. Dellavedova,,,,,25.08,: Missed,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M42.00S,2020-03-05T00:22:39.5Z,1,REGULAR,rebound,offensive,[],201567,,,1610612739,13,15,2020-03-05T00:22:59Z,810000,,[CLE] Love offensive rebound (Off:1 Def:3),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,80.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
82,PT05M36.00S,2020-03-05T00:22:44.0Z,1,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",201567,5.0,50.0,1610612739,13,15,2020-03-05T00:22:44Z,820000,left,[CLE] Love layup: Missed,[201567],1610612739.0,CLE,tip,,,Love,K. Love,,,,,0.0,: Missed,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M35.00S,2020-03-05T00:22:45.1Z,1,REGULAR,rebound,defensive,[],202954,,,1610612738,13,15,2020-03-05T00:22:45Z,830000,,[BOS] Wanamaker defensive rebound (Off:0 Def:2),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,82.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
84,PT05M31.00S,2020-03-05T00:22:50.1Z,1,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",202954,94.56307490144546,50.314031862745104,1610612738,13,17,2020-03-05T00:23:12Z,840000,right,[BOS] Wanamaker layup: Made (4 PTS),[202954],1610612738.0,BOS,running,,,Wanamaker,B. Wanamaker,,,,,0.44,: Made,,,,,4.0,,,,,,,,,,,,,,,,,,
85,PT05M16.00S,2020-03-05T00:23:03.9Z,1,REGULAR,turnover,badpass,[],1629012,,,1610612739,13,17,2020-03-05T00:23:19Z,850000,,[CLE] Sexton badpass turnover (1 TO) Steal: Kanter (1 STL),"[1629012, 202683]",1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,1.0,Kanter,202683.0,1.0,,,,
87,PT05M05.00S,2020-03-05T00:23:15.8Z,1,REGULAR,3pt,jumpshot,['fromturnover'],202954,68.54467805519053,28.990502450980394,1610612738,13,17,2020-03-05T00:23:24Z,870000,right,[BOS] Wanamaker 3pt jumpshot: Missed,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,27.0,: Missed,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M01.00S,2020-03-05T00:23:19.0Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,13,17,2020-03-05T00:23:19Z,880000,,[CLE] Love defensive rebound (Off:1 Def:4),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,87.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
89,PT04M56.00S,2020-03-05T00:23:27.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629641,,,1610612739,13,17,2020-03-05T00:23:34Z,890000,,[BOS] Langford foul personal (1 PF) (Love inpenalty),"[1629641, 201567]",1610612738.0,BOS,shooting,,,Langford,R. Langford,,,,,,,,,,,,,,,1162.0,1.0,0.0,Love,201567.0,,,,,,,,,,
91,PT04M56.00S,2020-03-05T00:23:48.8Z,1,REGULAR,freethrow,1of2,[],201567,,,1610612739,14,17,2020-03-05T00:23:48Z,910000,,[CLE] Love freethrow 1of2: Made (1 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,: Made,,,,,1.0,,,,,,,,,,,,,,,,,,
92,PT04M56.00S,2020-03-05T00:24:05.9Z,1,REGULAR,freethrow,2of2,[],201567,,,1610612739,15,17,2020-03-05T00:24:05Z,920000,,[CLE] Love freethrow 2of2: Made (2 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,: Made,,,,,2.0,,,,,,,,,,,,,,,,,,
93,PT04M40.00S,2020-03-05T00:24:27.6Z,1,REGULAR,foul,personal,['2freethrow'],1627790,,,1610612738,15,17,2020-03-05T00:24:34Z,930000,,[CLE] Zizic foul personal (1 PF) (Kanter 2freethrow),"[1627790, 202683]",1610612739.0,CLE,shooting,,,Zizic,A. Zizic,,,,,,,,,,,,,,,1162.0,1.0,0.0,Kanter,202683.0,,,,,,,,,,
95,PT04M40.00S,2020-03-05T00:25:02.1Z,1,REGULAR,freethrow,1of2,[],202683,,,1610612738,15,18,2020-03-05T00:25:02Z,950000,,[BOS] Kanter freethrow 1of2: Made (1 PTS),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,: Made,,,,,1.0,,,,,,,,,,,,,,,,,,
96,PT04M40.00S,2020-03-05T00:25:19.8Z,1,REGULAR,freethrow,2of2,[],202683,,,1610612738,15,19,2020-03-05T00:25:19Z,960000,,[BOS] Kanter freethrow 2of2: Made (2 PTS),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,: Made,,,,,2.0,,,,,,,,,,,,,,,,,,
