actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
28,PT09M38.00S,2020-08-06T01:23:26.1Z,1,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1628369,7.966491458607096,50.314031862745104,1610612738,5,7,2020-08-06T01:23:30Z,280000,-2.0,22.0,1,left,J. Tatum layup (5 PTS) (G. Hayward 1 AST),"[1628369, 202330]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.79,Made,5.0,G. Hayward,202330.0,1.0,,,,,,,,,,,,,,,
30,PT09M23.00S,2020-08-06T01:23:40.5Z,1,REGULAR,2pt,layup,['pointsinthepaint'],203925,93.64323258869908,44.921875,1610612751,5,9,2020-08-06T01:23:46Z,300000,-25.0,7.0,1,right,J. Harris layup (7 PTS),[203925],1610612751.0,BKN,fingerroll,,,Harris,J. Harris,,,,,2.84,Made,7.0,,,,,,,,,,,,,,,,,,
31,PT09M10.00S,2020-08-06T01:23:59.2Z,1,REGULAR,foul,personal,[],202498,,,1610612738,5,9,2020-08-06T01:24:06Z,310000,,,0,,L. Thomas FOUL personal (1 PF),"[202498, 1628464]",1610612751.0,BKN,,,,Thomas,L. Thomas,,,,,,,,,,,,,,,1201.0,1.0,0.0,Theis,1628464.0,,,,,,
33,PT09M03.00S,2020-08-06T01:24:18.3Z,1,REGULAR,foul,personal,['3freethrow'],204020,,,1610612738,5,9,2020-08-06T01:24:26Z,330000,,,0,,T. Johnson FOUL personal (1 PF) (Smart 3freethrow),"[204020, 203935]",1610612751.0,BKN,shooting,,,Johnson,T. Johnson,,,,,,,,,,,,,,,1201.0,1.0,0.0,Smart,203935.0,,,,,,
35,PT09M03.00S,2020-08-06T01:24:42.3Z,1,REGULAR,freethrow,1of3,[],203935,,,1610612738,6,9,2020-08-06T01:24:42Z,350000,,,0,,M. Smart freethrow 1of3 (1 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
36,PT09M03.00S,2020-08-06T01:24:56.5Z,1,REGULAR,freethrow,2of3,[],203935,,,1610612738,7,9,2020-08-06T01:24:56Z,360000,,,0,,M. Smart freethrow 2of3 (2 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
37,PT09M03.00S,2020-08-06T01:25:09.7Z,1,REGULAR,freethrow,3of3,[],203935,,,1610612738,8,9,2020-08-06T01:25:09Z,370000,,,0,,M. Smart freethrow 3of3 (3 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
38,PT08M39.00S,2020-08-06T01:25:35.5Z,1,REGULAR,3pt,jumpshot,[],1628386,89.17542706964521,2.7650122549019605,1610612751,8,9,2020-08-06T01:25:39Z,380000,-236.0,49.0,1,right,MISS J. Allen 24' 3PT,[1628386],1610612751.0,BKN,,,,Allen,J. Allen,,,,,24.25,Missed,,,,,,,,,,,,,,,,,,,
39,PT08M36.00S,2020-08-06T01:25:38.5Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,8,9,2020-08-06T01:25:39Z,390000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,,
40,PT08M30.00S,2020-08-06T01:25:44.5Z,1,REGULAR,3pt,jumpshot,[],1628464,32.933639947437584,48.59834558823529,1610612738,11,9,2020-08-06T01:25:48Z,400000,7.0,257.0,1,left,D. Theis 26' 3PT  (3 PTS) (J. Tatum 1 AST),"[1628464, 1628369]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,26.27,Made,3.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,,,,,
42,PT08M11.00S,2020-08-06T01:26:03.3Z,1,REGULAR,turnover,badpass,[],1627747,,,1610612751,11,9,2020-08-06T01:26:10Z,420000,,,0,,C. LeVert TURNOVER badpass (1 TOV) Stolen,"[1627747, 1628369]",1610612751.0,BKN,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,1.0,Tatum,1628369.0,,,
43,PT08M11.00S,2020-08-06T01:26:03.3Z,1,REGULAR,steal,,[],1628369,,,1610612738,11,9,2020-08-06T01:26:06Z,430000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M07.00S,2020-08-06T01:26:07.7Z,1,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,5.206964520367937,50.314031862745104,1610612738,11,9,2020-08-06T01:26:14Z,440000,-2.0,-4.0,1,left,MISS J. Brown dunk,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,0.25,Missed,,,,,,,,,,,,,,,,,,,
45,PT08M05.00S,2020-08-06T01:26:10.1Z,1,REGULAR,rebound,defensive,[],203925,,,1610612751,11,9,2020-08-06T01:26:10Z,450000,,,0,,J. Harris REBOUND (Off:1 Def:1),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,44.0,2.0,1.0,1.0,,,,,,,,,,,
46,PT08M01.00S,2020-08-06T01:26:14.0Z,1,REGULAR,3pt,jumpshot,['fastbreak'],204020,70.77858081471747,17.96109068627451,1610612751,11,12,2020-08-06T01:26:19Z,460000,-160.0,222.0,1,right,T. Johnson 28' 3PT  (3 PTS) (J. Harris 1 AST),"[204020, 203925]",1610612751.0,BKN,,,,Johnson,T. Johnson,,,,,27.84,Made,3.0,J. Harris,203925.0,1.0,,,,,,,,,,,,,,,
48,PT07M35.00S,2020-08-06T01:26:40.3Z,1,REGULAR,2pt,jumpshot,[],1628369,9.280551905387648,25.559129901960787,1610612738,11,12,2020-08-06T01:26:45Z,480000,122.0,35.0,1,left,MISS J. Tatum 13' jumpshot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,12.86,Missed,,,,,,,,,,,,,,,,,,,
49,PT07M31.00S,2020-08-06T01:26:44.3Z,1,REGULAR,rebound,defensive,[],203925,,,1610612751,11,12,2020-08-06T01:26:45Z,490000,,,0,,J. Harris REBOUND (Off:1 Def:2),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,48.0,3.0,2.0,1.0,,,,,,,,,,,
50,PT07M22.00S,2020-08-06T01:26:52.9Z,1,REGULAR,2pt,jumpshot,[],202498,87.46714848883047,78.74540441176471,1610612751,11,12,2020-08-06T01:26:57Z,500000,144.0,65.0,1,right,MISS L. Thomas 16' jumpshot,[202498],1610612751.0,BKN,pullup,,,Thomas,L. Thomas,,,,,16.02,Missed,,,,,,,,,,,,,,,,,,,
51,PT07M18.00S,2020-08-06T01:26:56.9Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612738,11,12,2020-08-06T01:26:57Z,510000,,,0,,D. Theis REBOUND (Off:1 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,50.0,2.0,1.0,1.0,,,,,,,,,,,
52,PT07M12.00S,2020-08-06T01:27:02.7Z,1,REGULAR,3pt,jumpshot,[],1627759,32.40801576872536,66.00030637254902,1610612738,11,12,2020-08-06T01:27:06Z,520000,-80.0,252.0,1,left,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,26.97,Missed,,,,,,,,,,,,,,,,,,,
53,PT07M08.00S,2020-08-06T01:27:06.7Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612751,11,12,2020-08-06T01:27:06Z,530000,,,0,,J. Allen REBOUND (Off:0 Def:2),[1628386],1610612751.0,BKN,,,,Allen,J. Allen,,,,,,,,,,,52.0,2.0,2.0,0.0,,,,,,,,,,,
54,PT07M00.00S,2020-08-06T01:27:14.4Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627747,79.84559789750328,64.5297181372549,1610612751,11,14,2020-08-06T01:27:21Z,540000,73.0,137.0,1,right,C. LeVert 16' jumpshot (2 PTS),[1627747],1610612751.0,BKN,floating,,,LeVert,C. LeVert,,,,,15.99,Made,2.0,,,,,,,,,,,,,,,,,,
55,PT06M59.00S,2020-08-06T01:27:18.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,11,14,2020-08-06T01:27:18Z,550000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M43.00S,2020-08-06T01:30:55.3Z,1,REGULAR,turnover,badpass,[],1627759,,,1610612738,11,14,2020-08-06T01:30:59Z,560000,,,0,,J. Brown TURNOVER badpass (1 TOV) Stolen,"[1627759, 203925]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,1.0,Harris,203925.0,,,
57,PT06M43.00S,2020-08-06T01:30:55.3Z,1,REGULAR,steal,,[],203925,,,1610612751,11,14,2020-08-06T01:30:57Z,570000,,,0,,J. Harris STEAL (1 STL),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M25.00S,2020-08-06T01:31:13.9Z,1,REGULAR,2pt,jumpshot,['fromturnover'],202498,89.17542706964521,68.94148284313727,1610612751,11,14,2020-08-06T01:31:18Z,580000,95.0,49.0,1,right,MISS L. Thomas 11' jumpshot,[202498],1610612751.0,BKN,drivingfloating,,,Thomas,L. Thomas,,,,,10.94,Missed,,,,,,,,,,,,,,,,,,,
59,PT06M21.00S,2020-08-06T01:31:17.9Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,11,14,2020-08-06T01:31:18Z,590000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,58.0,2.0,2.0,0.0,,,,,,,,,,,
60,PT06M19.00S,2020-08-06T01:31:21.6Z,1,REGULAR,foul,offensive,[],1628369,,,1610612738,11,14,2020-08-06T01:31:28Z,600000,,,0,,J. Tatum FOUL offensive (2 PF),"[1628369, 1627747]",1610612738.0,BOS,charge,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1201.0,2.0,0.0,LeVert,1627747.0,,,,,,
62,PT06M19.00S,2020-08-06T01:31:21.6Z,1,REGULAR,turnover,offensivefoul,[],1628369,,,1610612738,11,14,2020-08-06T01:31:21Z,620000,,,0,,J. Tatum TURNOVER offensivefoul (1 TOV),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1201.0,,,,,1.0,,,,,
63,PT06M19.00S,2020-08-06T01:31:39.5Z,1,REGULAR,substitution,out,[],1628369,,,1610612751,11,14,2020-08-06T01:31:47Z,630000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M19.00S,2020-08-06T01:31:39.5Z,1,REGULAR,substitution,in,[],1629641,,,1610612751,11,14,2020-08-06T01:31:47Z,640000,,,0,,substitution in Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M09.00S,2020-08-06T01:32:01.9Z,1,REGULAR,turnover,badpass,[],204020,,,1610612751,11,14,2020-08-06T01:32:07Z,650000,,,0,,T. Johnson TURNOVER badpass (1 TOV) Stolen,"[204020, 203935]",1610612751.0,BKN,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,1.0,Smart,203935.0,,,
66,PT06M09.00S,2020-08-06T01:32:01.9Z,1,REGULAR,steal,,[],203935,,,1610612738,11,14,2020-08-06T01:32:04Z,660000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M03.00S,2020-08-06T01:32:10.7Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612738,11,14,2020-08-06T01:32:10Z,670000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M03.00S,2020-08-06T01:32:18.9Z,1,REGULAR,substitution,out,[],202498,,,1610612738,11,14,2020-08-06T01:32:25Z,680000,,,0,,substitution out Thomas,[202498],1610612751.0,BKN,,,,Thomas,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M03.00S,2020-08-06T01:32:18.9Z,1,REGULAR,substitution,in,[],1629066,,,1610612738,11,14,2020-08-06T01:32:25Z,690000,,,0,,substitution in Kurucs,[1629066],1610612751.0,BKN,,,,Kurucs,R. Kurucs,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M57.00S,2020-08-06T01:32:39.0Z,1,REGULAR,3pt,jumpshot,['fromturnover'],1627759,34.37910643889619,50.06893382352941,1610612738,14,14,2020-08-06T01:32:43Z,700000,0.0,271.0,1,left,J. Brown 28' 3PT  (3 PTS) (R. Langford 1 AST),"[1627759, 1629641]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.62,Made,3.0,R. Langford,1629641.0,1.0,,,,,,,,,,,,,,,
72,PT05M41.00S,2020-08-06T01:32:55.5Z,1,REGULAR,turnover,outofbounds,[],1627747,,,1610612751,14,14,2020-08-06T01:33:00Z,720000,,,0,,C. LeVert TURNOVER outofbounds (2 TOV),[1627747],1610612751.0,BKN,lostball,,,LeVert,C. LeVert,,,,,,,,,,,,,,,1201.0,,,,,2.0,,,,,
73,PT05M20.00S,2020-08-06T01:33:23.3Z,1,REGULAR,2pt,jumpshot,['fromturnover'],203935,18.084756898817346,30.46109068627451,1610612738,14,14,2020-08-06T01:33:34Z,730000,98.0,117.0,1,left,MISS M. Smart 16' jumpshot,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,15.71,Missed,,,,,,,,,,,,,,,,,,,
74,PT05M17.00S,2020-08-06T01:33:26.3Z,1,REGULAR,rebound,defensive,[],1629066,,,1610612751,14,14,2020-08-06T01:36:10Z,740000,,,0,,R. Kurucs REBOUND (Off:0 Def:1),[1629066],1610612751.0,BKN,,,,Kurucs,R. Kurucs,,,,,,,,,,,73.0,1.0,1.0,0.0,,,,,,,,,,,
75,PT05M04.00S,2020-08-06T01:33:39.9Z,1,REGULAR,turnover,badpass,[],1627747,,,1610612751,14,14,2020-08-06T01:33:45Z,750000,,,0,,C. LeVert TURNOVER badpass (3 TOV) Stolen,"[1627747, 202330]",1610612751.0,BKN,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,3.0,Hayward,202330.0,,,
76,PT05M04.00S,2020-08-06T01:33:39.9Z,1,REGULAR,steal,,[],202330,,,1610612738,14,14,2020-08-06T01:33:42Z,760000,,,0,,G. Hayward STEAL (1 STL),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M57.00S,2020-08-06T01:33:48.8Z,1,REGULAR,foul,personal,['2freethrow'],203925,,,1610612738,14,14,2020-08-06T01:33:55Z,770000,,,0,,J. Harris FOUL personal (1 PF) (Hayward 2freethrow),"[203925, 202330]",1610612751.0,BKN,shooting,,,Harris,J. Harris,,,,,,,,,,,,,,,1151.0,1.0,0.0,Hayward,202330.0,,,,,,
79,PT04M57.00S,2020-08-06T01:34:16.8Z,1,REGULAR,freethrow,1of2,['fromturnover'],202330,,,1610612738,14,14,2020-08-06T01:34:16Z,790000,,,0,,MISS G. Hayward freethrow 1of2,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,Missed,,,,,,,,,,,,,,,,,,,
80,PT04M57.00S,2020-08-06T01:34:16.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,14,14,2020-08-06T01:34:16Z,800000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,
81,PT04M57.00S,2020-08-06T01:34:18.3Z,1,REGULAR,substitution,out,[],204020,,,1610612738,14,14,2020-08-06T01:34:22Z,810000,,,0,,substitution out Johnson,[204020],1610612751.0,BKN,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M57.00S,2020-08-06T01:34:18.3Z,1,REGULAR,substitution,out,[],203925,,,1610612738,14,14,2020-08-06T01:34:22Z,820000,,,0,,substitution out Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M57.00S,2020-08-06T01:34:18.3Z,1,REGULAR,substitution,in,[],1629185,,,1610612738,14,14,2020-08-06T01:34:22Z,830000,,,0,,substitution in Chiozza,[1629185],1610612751.0,BKN,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M57.00S,2020-08-06T01:34:18.3Z,1,REGULAR,substitution,in,[],202066,,,1610612738,14,14,2020-08-06T01:34:22Z,840000,,,0,,substitution in Temple,[202066],1610612751.0,BKN,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M57.00S,2020-08-06T01:34:31.4Z,1,REGULAR,freethrow,2of2,['fromturnover'],202330,,,1610612738,15,14,2020-08-06T01:34:31Z,850000,,,0,,G. Hayward freethrow 2of2 (1 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
86,PT04M40.00S,2020-08-06T01:34:49.3Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627747,80.50262812089356,58.647365196078425,1610612751,15,16,2020-08-06T01:34:53Z,860000,43.0,131.0,1,right,C. LeVert 14' jumpshot (4 PTS),[1627747],1610612751.0,BKN,pullup,,,LeVert,C. LeVert,,,,,14.3,Made,4.0,,,,,,,,,,,,,,,,,,
87,PT04M20.00S,2020-08-06T01:35:08.9Z,1,REGULAR,3pt,jumpshot,[],1627759,29.38567674113009,73.84344362745098,1610612738,18,16,2020-08-06T01:35:11Z,870000,-119.0,224.0,1,left,J. Brown 26' 3PT  (6 PTS) (M. Smart 1 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.83,Made,6.0,M. Smart,203935.0,1.0,,,,,,,,,,,,,,,
89,PT04M19.00S,2020-08-06T01:35:18.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,18,16,2020-08-06T01:35:18Z,890000,,,0,,timeout full,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M07.00S,2020-08-06T01:38:46.7Z,1,REGULAR,3pt,jumpshot,[],1627747,67.49342969776609,41.24540441176471,1610612751,18,16,2020-08-06T01:38:51Z,900000,-44.0,253.0,1,right,MISS C. LeVert 26' 3PT,[1627747],1610612751.0,BKN,pullup,,,LeVert,C. LeVert,,,,,26.23,Missed,,,,,,,,,,,,,,,,,,,
91,PT04M04.00S,2020-08-06T01:38:49.7Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,18,16,2020-08-06T01:38:51Z,910000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,90.0,1.0,1.0,0.0,,,,,,,,,,,
92,PT03M59.00S,2020-08-06T01:38:54.7Z,1,REGULAR,turnover,lostball,[],1627759,,,1610612738,18,16,2020-08-06T01:38:58Z,920000,,,0,,J. Brown TURNOVER lostball (2 TOV) Stolen,"[1627759, 1627747]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,2.0,LeVert,1627747.0,,,
93,PT03M59.00S,2020-08-06T01:38:54.7Z,1,REGULAR,steal,,[],1627747,,,1610612751,18,16,2020-08-06T01:38:57Z,930000,,,0,,C. LeVert STEAL (1 STL),[1627747],1610612751.0,BKN,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M53.00S,2020-08-06T01:39:00.6Z,1,REGULAR,3pt,jumpshot,"['fastbreak', 'fromturnover']",1629185,66.83639947437582,47.61795343137255,1610612751,18,16,2020-08-06T01:39:08Z,940000,-12.0,259.0,1,right,MISS C. Chiozza 26' 3PT,[1629185],1610612751.0,BKN,,,,Chiozza,C. Chiozza,,,,,26.5,Missed,,,,,,,,,,,,,,,,,,,
