actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
600,PT05M40.00S,2019-12-19T04:46:04.4Z,4,REGULAR,3pt,jumpshot,['fastbreak'],203501,71.43561103810775,76.53952205882352,1610612742,82,88,2019-12-19T04:46:09Z,5950000,133.0,216.0,1,right,MISS T. Hardaway Jr. 26' 3PT,[203501],1610612742.0,DAL,runningpullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,25.82,Missed,,,,,,,,,,,,,,,,,,,
601,PT05M38.00S,2019-12-19T04:46:06.4Z,4,REGULAR,rebound,defensive,[],202689,,,1610612738,82,88,2019-12-19T04:46:09Z,5960000,,,0,,K. Walker REBOUND (Off:0 Def:5),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,600.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
602,PT05M17.00S,2019-12-19T04:46:28.3Z,4,REGULAR,3pt,jumpshot,[],202689,30.042706964520367,69.43167892156863,1610612738,82,91,2019-12-19T04:46:34Z,5970000,-97.0,230.0,1,left,K. Walker 25' 3PT  (22 PTS) (B. Wanamaker 2 AST),"[202689, 202954]",1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,25.47,Made,,,,,,,22.0,B. Wanamaker,202954.0,2.0,,,,,,,,,
604,PT05M16.00S,2019-12-19T04:47:52.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612742,82,91,2019-12-19T04:47:52Z,5990000,,,0,,timeout full,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT05M16.00S,2019-12-19T04:47:54.4Z,4,REGULAR,substitution,out,[],203939,,,1610612742,82,91,2019-12-19T04:48:11Z,6000000,,,0,,substitution out Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT05M16.00S,2019-12-19T04:47:54.4Z,4,REGULAR,substitution,in,[],203552,,,1610612742,82,91,2019-12-19T04:48:11Z,6010000,,,0,,substitution in Curry,[203552],1610612742.0,DAL,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT04M55.00S,2019-12-19T04:48:32.7Z,4,REGULAR,3pt,jumpshot,[],1628973,69.33311432325887,72.37285539215686,1610612742,85,91,2019-12-19T04:48:36Z,6020000,112.0,236.0,1,right,J. Brunson 27' 3PT  (10 PTS) (S. Curry 1 AST),"[1628973, 203552]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,26.6,Made,,,,,,,10.0,S. Curry,203552.0,1.0,,,,,,,,,
611,PT04M32.00S,2019-12-19T04:48:59.7Z,4,REGULAR,foul,personal,['2freethrow'],204001,,,1610612738,85,91,2019-12-19T04:49:05Z,6040000,,,0,,K. Porzingis FOUL personal (5 PF) (Walker 2freethrow),"[204001, 202689]",1610612742.0,DAL,shooting,,,Porzingis,K. Porzingis,,,,,,,,,,,202056.0,,,,,,,,5.0,0.0,Walker,202689.0,,,
613,PT04M32.00S,2019-12-19T04:49:28.4Z,4,REGULAR,freethrow,1of2,[],202689,,,1610612738,85,92,2019-12-19T04:49:28Z,6060000,,,0,,K. Walker freethrow 1of2 (23 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,,,23.0,,,,,,,,,,,,
614,PT04M32.00S,2019-12-19T04:49:44.9Z,4,REGULAR,freethrow,2of2,[],202689,,,1610612738,85,93,2019-12-19T04:49:44Z,6070000,,,0,,K. Walker freethrow 2of2 (24 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,,,24.0,,,,,,,,,,,,
615,PT04M20.00S,2019-12-19T04:49:59.2Z,4,REGULAR,turnover,badpass,[],1628973,,,1610612742,85,93,2019-12-19T04:50:04Z,6080000,,,0,,J. Brunson TURNOVER badpass (2 TOV) Stolen,"[1628973, 1627759]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,2.0,,,,,Brown,1627759.0,,,,,,,
616,PT04M20.00S,2019-12-19T04:49:59.2Z,4,REGULAR,steal,,[],1627759,,,1610612738,85,93,2019-12-19T04:50:01Z,6090000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT04M13.00S,2019-12-19T04:50:09.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627827,,,1610612738,85,93,2019-12-19T04:50:18Z,6100000,,,0,,D. Finney-Smith FOUL personal (1 PF) (Walker inpenalty),"[1627827, 202689]",1610612742.0,DAL,shooting,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,1146.0,,,,,,,,1.0,0.0,Walker,202689.0,,,
619,PT04M13.00S,2019-12-19T04:50:34.5Z,4,REGULAR,freethrow,1of2,"['fromturnover', 'fastbreak']",202689,,,1610612738,85,94,2019-12-19T04:50:34Z,6120000,,,0,,K. Walker freethrow 1of2 (25 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,,,25.0,,,,,,,,,,,,
620,PT04M13.00S,2019-12-19T04:50:52.4Z,4,REGULAR,freethrow,2of2,"['fastbreak', 'fromturnover']",202689,,,1610612738,85,95,2019-12-19T04:50:52Z,6130000,,,0,,K. Walker freethrow 2of2 (26 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,,,26.0,,,,,,,,,,,,
621,PT04M06.00S,2019-12-19T04:51:06.7Z,4,REGULAR,turnover,outofbounds,[],1628973,,,1610612742,85,95,2019-12-19T04:51:12Z,6140000,,,0,,J. Brunson TURNOVER outofbounds (3 TOV),[1628973],1610612742.0,DAL,badpass,,,Brunson,J. Brunson,,,,,,,,,,,202026.0,3.0,,,,,,,,,,,,,
622,PT03M50.00S,2019-12-19T04:51:30.0Z,4,REGULAR,3pt,jumpshot,['fromturnover'],1628369,24.52365308804205,16.735600490196077,1610612738,85,95,2019-12-19T04:51:40Z,6150000,166.0,178.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.76,Missed,,,,,,,,,,,,,,,,,,,
623,PT03M46.00S,2019-12-19T04:51:34.0Z,4,REGULAR,rebound,offensive,[],1628464,,,1610612738,85,95,2019-12-19T04:51:40Z,6160000,,,0,,D. Theis REBOUND (Off:2 Def:5),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,622.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
624,PT03M45.00S,2019-12-19T04:51:34.9Z,4,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1628464,5.0,50.0,1610612738,85,97,2019-12-19T04:51:50Z,6170000,0.0,-6.0,1,left,D. Theis layup (2 PTS),[1628464],1610612738.0,BOS,tip,,,Theis,D. Theis,,,,,0.0,Made,,,,,,,2.0,,,,,,,,,,,,
625,PT03M45.00S,2019-12-19T04:51:40.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612742,85,97,2019-12-19T04:51:40Z,6180000,,,0,,timeout full,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT03M45.00S,2019-12-19T04:52:46.9Z,4,REGULAR,substitution,out,[],1628973,,,1610612742,85,97,2019-12-19T04:53:13Z,6190000,,,0,,substitution out Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT03M45.00S,2019-12-19T04:52:46.9Z,4,REGULAR,substitution,in,[],1626153,,,1610612742,85,97,2019-12-19T04:53:13Z,6200000,,,0,,substitution in Wright,[1626153],1610612742.0,DAL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT03M34.00S,2019-12-19T04:53:19.2Z,4,REGULAR,3pt,jumpshot,[],203552,78.0059132720105,89.03952205882352,1610612742,88,97,2019-12-19T04:53:28Z,6210000,195.0,154.0,1,right,S. Curry 25' 3PT  (15 PTS),[203552],1610612742.0,DAL,stepback,,,Curry,S. Curry,,,,,25.22,Made,,,,,,,15.0,,,,,,,,,,,,
629,PT03M19.00S,2019-12-19T04:53:34.4Z,4,REGULAR,3pt,jumpshot,[],202689,31.882391590013142,48.59834558823529,1610612738,88,100,2019-12-19T04:53:39Z,6220000,7.0,247.0,1,left,K. Walker 25' 3PT  (29 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,25.28,Made,,,,,,,29.0,,,,,,,,,,,,
633,PT03M00.00S,2019-12-19T04:53:57.3Z,4,REGULAR,foul,personal,[],1628369,,,1610612742,88,100,2019-12-19T04:54:05Z,6230000,,,0,,J. Tatum FOUL personal (3 PF),"[1628369, 203552]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,202026.0,,,,,,,,3.0,0.0,Curry,203552.0,,,
635,PT02M53.00S,2019-12-19T04:54:21.9Z,4,REGULAR,3pt,jumpshot,[],1627827,69.46452036793693,28.255208333333332,1610612742,91,100,2019-12-19T04:54:28Z,6250000,-109.0,235.0,1,right,D. Finney-Smith 26' 3PT  (8 PTS) (S. Curry 2 AST),"[1627827, 203552]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,26.35,Made,,,,,,,8.0,S. Curry,203552.0,2.0,,,,,,,,,
637,PT02M26.00S,2019-12-19T04:54:48.3Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628464,5.601182654402102,65.51011029411765,1610612738,91,100,2019-12-19T04:54:52Z,6270000,-78.0,0.0,1,left,MISS D. Theis 8' jumpshot,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,7.78,Missed,,,,,,,,,,,,,,,,,,,
638,PT02M24.00S,2019-12-19T04:54:50.1Z,4,REGULAR,rebound,defensive,[],1627827,,,1610612742,91,100,2019-12-19T04:54:50Z,6280000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:5),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,637.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
639,PT02M20.00S,2019-12-19T04:54:53.7Z,4,REGULAR,3pt,jumpshot,['fastbreak'],203552,68.15045992115637,23.108149509803923,1610612742,94,100,2019-12-19T04:55:00Z,6290000,-134.0,247.0,1,right,S. Curry 29' 3PT  (18 PTS),[203552],1610612742.0,DAL,runningpullup,,,Curry,S. Curry,,,,,28.6,Made,,,,,,,18.0,,,,,,,,,,,,
640,PT02M04.00S,2019-12-19T04:55:09.9Z,4,REGULAR,3pt,jumpshot,[],202689,27.414586070959263,18.941482843137255,1610612738,94,100,2019-12-19T04:55:16Z,6300000,155.0,205.0,1,left,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.17,Missed,,,,,,,,,,,,,,,,,,,
641,PT02M00.00S,2019-12-19T04:55:13.9Z,4,REGULAR,rebound,offensive,[],1627759,,,1610612738,94,100,2019-12-19T04:55:16Z,6310000,,,0,,J. Brown REBOUND (Off:2 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,640.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
642,PT02M00.00S,2019-12-19T04:55:14.9Z,4,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1627759,6.783837056504599,49.08854166666667,1610612738,94,102,2019-12-19T04:55:23Z,6320000,5.0,11.0,1,left,J. Brown layup (24 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,1.74,Made,,,,,,,24.0,,,,,,,,,,,,
643,PT01M53.00S,2019-12-19T04:55:27.6Z,4,REGULAR,turnover,traveling,[],203552,,,1610612742,94,102,2019-12-19T04:55:33Z,6330000,,,0,,S. Curry TURNOVER traveling (2 TOV),[203552],1610612742.0,DAL,,,,Curry,S. Curry,,,,,,,,,,,202056.0,2.0,,,,,,,,,,,,,
644,PT01M53.00S,2019-12-19T04:55:35.0Z,4,REGULAR,substitution,out,[],1628464,,,1610612738,94,102,2019-12-19T04:55:48Z,6340000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT01M53.00S,2019-12-19T04:55:35.0Z,4,REGULAR,substitution,in,[],1629684,,,1610612738,94,102,2019-12-19T04:55:48Z,6350000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT01M43.00S,2019-12-19T04:56:02.1Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",202689,6.258212877792378,48.10814950980392,1610612738,94,104,2019-12-19T04:56:07Z,6360000,9.0,6.0,1,left,K. Walker layup (31 PTS),[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,1.51,Made,,,,,,,31.0,,,,,,,,,,,,
647,PT01M31.00S,2019-12-19T04:56:16.3Z,4,REGULAR,2pt,jumpshot,[],204001,89.04402102496715,22.61795343137255,1610612742,94,104,2019-12-19T04:56:22Z,6370000,-137.0,50.0,1,right,MISS K. Porzingis 15' jumpshot,[204001],1610612742.0,DAL,turnaroundfadeaway,,,Porzingis,K. Porzingis,,,,,14.79,Missed,,,,,,,,,,,,,,,,,,,
648,PT01M28.00S,2019-12-19T04:56:19.3Z,4,REGULAR,rebound,offensive,[],203552,,,1610612742,94,104,2019-12-19T04:56:22Z,6380000,,,0,,S. Curry REBOUND (Off:1 Def:3),[203552],1610612742.0,DAL,,,,Curry,S. Curry,,,,,,,647.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
649,PT01M26.00S,2019-12-19T04:56:22.4Z,4,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",203552,93.11760840998686,48.10814950980392,1610612742,96,104,2019-12-19T04:56:25Z,6390000,-9.0,12.0,1,right,S. Curry layup (20 PTS),[203552],1610612742.0,DAL,driving,,,Curry,S. Curry,,,,,2.01,Made,,,,,,,20.0,,,,,,,,,,,,
650,PT01M07.00S,2019-12-19T04:56:46.6Z,4,REGULAR,turnover,badpass,[],202689,,,1610612738,96,104,2019-12-19T04:56:54Z,6400000,,,0,,K. Walker TURNOVER badpass (4 TOV) Stolen,"[202689, 1626153]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,4.0,,,,,Wright,1626153.0,,,,,,,
651,PT01M07.00S,2019-12-19T04:56:46.6Z,4,REGULAR,steal,,[],1626153,,,1610612742,96,104,2019-12-19T04:56:48Z,6410000,,,0,,D. Wright STEAL (1 STL),[1626153],1610612742.0,DAL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT01M01.00S,2019-12-19T04:56:52.7Z,4,REGULAR,3pt,jumpshot,"['fromturnover', 'fastbreak']",203501,76.2976346911958,86.09834558823529,1610612742,96,104,2019-12-19T04:56:57Z,6420000,180.0,170.0,1,right,MISS T. Hardaway Jr. 25' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,25.2,Missed,,,,,,,,,,,,,,,,,,,
653,PT00M58.10S,2019-12-19T04:56:55.6Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,96,104,2019-12-19T04:56:57Z,6430000,,,0,,J. Tatum REBOUND (Off:2 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,652.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
654,PT00M47.20S,2019-12-19T04:57:09.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",204001,,,1610612738,96,104,2019-12-19T04:57:18Z,6440000,,,0,,K. Porzingis FOUL personal (6 PF) (Williams inpenalty),"[204001, 1629684]",1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,1146.0,,,,,,,,6.0,0.0,Williams,1629684.0,,,
656,PT00M47.20S,2019-12-19T04:57:22.1Z,4,REGULAR,substitution,out,[],204001,,,1610612738,96,104,2019-12-19T04:57:35Z,6460000,,,0,,substitution out Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT00M47.20S,2019-12-19T04:57:22.1Z,4,REGULAR,substitution,in,[],1629151,,,1610612738,96,104,2019-12-19T04:57:35Z,6470000,,,0,,substitution in Broekhoff,[1629151],1610612742.0,DAL,,,,Broekhoff,R. Broekhoff,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT00M47.20S,2019-12-19T04:57:44.0Z,4,REGULAR,freethrow,1of2,[],1629684,,,1610612738,96,105,2019-12-19T04:57:44Z,6480000,,,0,,G. Williams freethrow 1of2 (6 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,,,,,,,6.0,,,,,,,,,,,,
659,PT00M47.20S,2019-12-19T04:57:55.8Z,4,REGULAR,freethrow,2of2,[],1629684,,,1610612738,96,106,2019-12-19T04:57:55Z,6490000,,,0,,G. Williams freethrow 2of2 (7 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,,,,,,,7.0,,,,,,,,,,,,
660,PT00M42.20S,2019-12-19T04:58:05.4Z,4,REGULAR,2pt,dunk,['pointsinthepaint'],1626153,94.30026281208936,49.08854166666667,1610612742,98,106,2019-12-19T04:58:09Z,6500000,-5.0,1.0,1,right,D. Wright dunk (6 PTS),[1626153],1610612742.0,DAL,driving,,,Wright,D. Wright,,,,,0.8,Made,,,,,,,6.0,,,,,,,,,,,,
661,PT00M38.10S,2019-12-19T04:58:13.5Z,4,REGULAR,turnover,lostball,[],1627759,,,1610612738,98,106,2019-12-19T04:58:18Z,6510000,,,0,,J. Brown TURNOVER lostball (3 TOV) Stolen,"[1627759, 1626153]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,3.0,,,,,Wright,1626153.0,,,,,,,
662,PT00M38.10S,2019-12-19T04:58:13.5Z,4,REGULAR,steal,,[],1626153,,,1610612742,98,106,2019-12-19T04:58:15Z,6520000,,,0,,D. Wright STEAL (2 STL),[1626153],1610612742.0,DAL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT00M35.60S,2019-12-19T04:58:16.4Z,4,REGULAR,3pt,jumpshot,['fromturnover'],1629151,71.82982917214193,20.657169117647058,1610612742,101,106,2019-12-19T04:58:21Z,6530000,-147.0,212.0,1,right,R. Broekhoff 26' 3PT  (3 PTS) (T. Hardaway Jr. 2 AST),"[1629151, 203501]",1610612742.0,DAL,,,,Broekhoff,R. Broekhoff,,,,,26.26,Made,,,,,,,3.0,T. Hardaway Jr.,203501.0,2.0,,,,,,,,,
665,PT00M35.60S,2019-12-19T04:58:38.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,101,106,2019-12-19T04:58:38Z,6550000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT00M33.30S,2019-12-19T05:00:01.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629151,,,1610612738,101,106,2019-12-19T05:00:16Z,6560000,,,0,,R. Broekhoff FOUL personal (1 PF) (Walker inpenalty),"[1629151, 202689]",1610612742.0,DAL,,,,Broekhoff,R. Broekhoff,,,,,,,,,,,1146.0,,,,,,,,1.0,0.0,Walker,202689.0,,,
668,PT00M33.30S,2019-12-19T05:00:31.8Z,4,REGULAR,freethrow,1of2,[],202689,,,1610612738,101,106,2019-12-19T05:00:31Z,6580000,,,0,,MISS K. Walker freethrow 1of2,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Missed,,,,,,,,,,,,,,,,,,,
669,PT00M33.30S,2019-12-19T05:00:31.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,101,106,2019-12-19T05:00:31Z,6590000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,668.0,,,,,,,,,,,,,,,,,,
670,PT00M33.30S,2019-12-19T05:00:50.5Z,4,REGULAR,substitution,out,[],203552,,,1610612738,101,106,2019-12-19T05:01:16Z,6600000,,,0,,substitution out Curry,[203552],1610612742.0,DAL,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT00M33.30S,2019-12-19T05:00:50.5Z,4,REGULAR,substitution,out,[],1629151,,,1610612738,101,106,2019-12-19T05:01:16Z,6610000,,,0,,substitution out Broekhoff,[1629151],1610612742.0,DAL,,,,Broekhoff,R. Broekhoff,,,,,,,,,,,,,,,,,,,,,,,,,
672,PT00M33.30S,2019-12-19T05:00:50.5Z,4,REGULAR,substitution,in,[],203939,,,1610612738,101,106,2019-12-19T05:01:16Z,6620000,,,0,,substitution in Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
673,PT00M33.30S,2019-12-19T05:00:50.5Z,4,REGULAR,substitution,in,[],1628467,,,1610612738,101,106,2019-12-19T05:01:16Z,6630000,,,0,,substitution in Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT00M33.30S,2019-12-19T05:01:26.3Z,4,REGULAR,freethrow,2of2,[],202689,,,1610612738,101,107,2019-12-19T05:01:26Z,6640000,,,0,,K. Walker freethrow 2of2 (32 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,,,32.0,,,,,,,,,,,,
675,PT00M33.30S,2019-12-19T05:01:31.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612742,101,107,2019-12-19T05:01:31Z,6650000,,,0,,timeout full,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,PT00M33.30S,2019-12-19T05:02:19.4Z,4,REGULAR,substitution,out,[],1627827,,,1610612742,101,107,2019-12-19T05:02:57Z,6660000,,,0,,substitution out Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
677,PT00M33.30S,2019-12-19T05:02:19.4Z,4,REGULAR,substitution,out,[],1626153,,,1610612742,101,107,2019-12-19T05:02:57Z,6670000,,,0,,substitution out Wright,[1626153],1610612742.0,DAL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT00M33.30S,2019-12-19T05:02:19.4Z,4,REGULAR,substitution,out,[],1628467,,,1610612742,101,107,2019-12-19T05:02:57Z,6680000,,,0,,substitution out Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
679,PT00M33.30S,2019-12-19T05:02:19.4Z,4,REGULAR,substitution,in,[],1628973,,,1610612742,101,107,2019-12-19T05:02:57Z,6690000,,,0,,substitution in Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
680,PT00M33.30S,2019-12-19T05:02:19.4Z,4,REGULAR,substitution,in,[],1629151,,,1610612742,101,107,2019-12-19T05:02:57Z,6700000,,,0,,substitution in Broekhoff,[1629151],1610612742.0,DAL,,,,Broekhoff,R. Broekhoff,,,,,,,,,,,,,,,,,,,,,,,,,
681,PT00M33.30S,2019-12-19T05:02:19.4Z,4,REGULAR,substitution,in,[],203552,,,1610612742,101,107,2019-12-19T05:02:57Z,6710000,,,0,,substitution in Curry,[203552],1610612742.0,DAL,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
682,PT00M20.30S,2019-12-19T05:03:13.5Z,4,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1627759,,,1610612742,101,107,2019-12-19T05:03:22Z,6720000,,,0,,J. Brown FOUL personal (3 PF) (Broekhoff inpenalty),"[1627759, 1629151]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,202056.0,,,,,,,,3.0,0.0,Broekhoff,1629151.0,,,
686,PT00M20.30S,2019-12-19T05:03:27.0Z,4,REGULAR,instantreplay,request,[],0,,,1610612742,101,107,2019-12-19T05:04:05Z,6735000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,PT00M20.30S,2019-12-19T05:03:40.5Z,4,REGULAR,freethrow,1of3,[],1629151,,,1610612742,102,107,2019-12-19T05:03:40Z,6740000,,,0,,R. Broekhoff freethrow 1of3 (4 PTS),[1629151],1610612742.0,DAL,,,,Broekhoff,R. Broekhoff,,,,,,Made,,,,,,,4.0,,,,,,,,,,,,
685,PT00M20.30S,2019-12-19T05:03:40.5Z,4,REGULAR,freethrow,2of3,[],1629151,,,1610612742,103,107,2019-12-19T05:04:22Z,6750000,,,0,,R. Broekhoff freethrow 2of3 (5 PTS),[1629151],1610612742.0,DAL,,,,Broekhoff,R. Broekhoff,,,,,,Made,,,,,,,5.0,,,,,,,,,,,,
687,PT00M20.30S,2019-12-19T05:03:56.3Z,4,REGULAR,substitution,out,[],203939,,,1610612742,103,107,2019-12-19T05:04:11Z,6760000,,,0,,substitution out Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
688,PT00M20.30S,2019-12-19T05:03:56.3Z,4,REGULAR,substitution,out,[],1629684,,,1610612742,103,107,2019-12-19T05:04:11Z,6770000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
689,PT00M20.30S,2019-12-19T05:03:56.3Z,4,REGULAR,substitution,in,[],1626153,,,1610612742,103,107,2019-12-19T05:04:11Z,6780000,,,0,,substitution in Wright,[1626153],1610612742.0,DAL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
690,PT00M20.30S,2019-12-19T05:03:56.3Z,4,REGULAR,substitution,in,[],202683,,,1610612742,103,107,2019-12-19T05:04:11Z,6790000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
691,PT00M20.30S,2019-12-19T05:03:40.5Z,4,REGULAR,freethrow,3of3,[],1629151,,,1610612742,103,107,2019-12-19T05:04:22Z,6800000,,,0,,MISS R. Broekhoff freethrow 3of3,[1629151],1610612742.0,DAL,,,,Broekhoff,R. Broekhoff,,,,,,Missed,,,,,,,,,,,,,,,,,,,
692,PT00M18.40S,2019-12-19T05:03:42.4Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,103,107,2019-12-19T05:04:22Z,6810000,,,0,,J. Brown REBOUND (Off:2 Def:7),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,691.0,9.0,7.0,2.0,,,,,,,,,,,,,,,
693,PT00M16.20S,2019-12-19T05:04:22.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629151,,,1610612738,103,107,2019-12-19T05:04:29Z,6820000,,,0,,R. Broekhoff FOUL personal (2 PF) (Brown inpenalty),"[1629151, 1627759]",1610612742.0,DAL,take,,,Broekhoff,R. Broekhoff,,,,,,,,,,,202026.0,,,,,,,,2.0,0.0,Brown,1627759.0,,,
