actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
19,PT10M26.00S,2020-01-04T00:13:20.9Z,1,REGULAR,rebound,defensive,[],202330,,,1610612738,2,2,2020-01-04T00:13:27Z,190000,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,
20,PT10M15.00S,2020-01-04T00:13:32.6Z,1,REGULAR,2pt,layup,['pointsinthepaint'],203935,95.3515111695138,44.676776960784316,1610612738,4,2,2020-01-04T00:13:40Z,200000,-27.0,-9.0,1,right,M. Smart layup (2 PTS),[203935],1610612738.0,BOS,drivingreverse,,,Smart,M. Smart,,,,,2.68,Made,2.0,,,,,,,,,,,,,,,,,
21,PT10M04.00S,2020-01-04T00:13:52.7Z,1,REGULAR,foul,personal,[],203935,,,1610612737,4,2,2020-01-04T00:14:06Z,210000,,,0,,M. Smart FOUL personal (1 PF),"[203935, 1629027]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Young,1629027.0,,,
23,PT09M52.00S,2020-01-04T00:14:16.0Z,1,REGULAR,2pt,jumpshot,[],1628989,16.507884362680684,76.78462009803921,1610612737,4,4,2020-01-04T00:14:23Z,230000,-134.0,103.0,1,left,K. Huerter 17' jumpshot (2 PTS) (T. Young 1 AST),"[1628989, 1629027]",1610612737.0,ATL,pullup,,,Huerter,K. Huerter,,,,,17.22,Made,2.0,T. Young,1629027.0,1.0,,,,,,,,,,,,,,
25,PT09M33.00S,2020-01-04T00:14:34.9Z,1,REGULAR,2pt,dunk,['pointsinthepaint'],1628464,96.40275952693824,54.23560049019608,1610612738,6,4,2020-01-04T00:14:41Z,250000,21.0,-19.0,1,right,D. Theis dunk (2 PTS) (M. Smart 1 AST),"[1628464, 203935]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,2.5,Made,2.0,M. Smart,203935.0,1.0,,,,,,,,,,,,,,
27,PT09M25.00S,2020-01-04T00:14:44.7Z,1,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612737,6,4,2020-01-04T00:15:03Z,270000,,,0,,D. Theis FOUL personal (1 PF) (Collins 2freethrow),"[1628464, 1628381]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,,,2005.0,1.0,0.0,Collins,1628381.0,,,
29,PT09M25.00S,2020-01-04T00:15:15.3Z,1,REGULAR,freethrow,1of2,['fastbreak'],1628381,,,1610612737,6,5,2020-01-04T00:15:15Z,290000,,,0,,J. Collins freethrow 1of2 (1 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
30,PT09M25.00S,2020-01-04T00:15:28.4Z,1,REGULAR,freethrow,2of2,['fastbreak'],1628381,,,1610612737,6,6,2020-01-04T00:15:28Z,300000,,,0,,J. Collins freethrow 2of2 (2 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
31,PT09M13.00S,2020-01-04T00:15:42.9Z,1,REGULAR,2pt,jumpshot,[],1628369,85.75886990801577,29.970894607843135,1610612738,6,6,2020-01-04T00:15:58Z,310000,-100.0,81.0,1,right,MISS J. Tatum 13' jumpshot,[1628369],1610612738.0,BOS,drivingfloating,,,Tatum,J. Tatum,,,,,13.26,Missed,,,,,,,,,,,,,,,,,,
32,PT09M11.00S,2020-01-04T00:15:45.6Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,6,6,2020-01-04T00:15:45Z,320000,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,31.0,2.0,2.0,0.0,,,,,,,,,,
36,PT09M07.00S,2020-01-04T00:15:49.7Z,1,REGULAR,3pt,jumpshot,['fastbreak'],1629629,23.73521681997372,88.79442401960785,1610612737,6,9,2020-01-04T00:16:15Z,330000,-194.0,171.0,1,left,C. Reddish 26' 3PT  (3 PTS) (T. Young 2 AST),"[1629629, 1629027]",1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,26.2,Made,3.0,T. Young,1629027.0,2.0,,,,,,,,,,,,,,
38,PT08M43.00S,2020-01-04T00:16:13.1Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1628464,95.74572930354796,44.921875,1610612738,6,9,2020-01-04T00:18:07Z,350000,-25.0,-13.0,1,right,MISS D. Theis layup,[1628464],1610612738.0,BOS,alleyoop,,,Theis,D. Theis,,,,,2.63,Missed,,,,,,,,,,,,,,,,,,
39,PT08M43.00S,2020-01-04T00:16:13.1Z,1,REGULAR,rebound,offensive,[],1628369,,,1610612738,6,9,2020-01-04T00:16:33Z,360000,,,0,,J. Tatum REBOUND (Off:1 Def:0),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,38.0,1.0,0.0,1.0,,,,,,,,,,
40,PT08M43.00S,2020-01-04T00:16:18.1Z,1,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint']",1628369,95.0,50.0,1610612738,6,9,2020-01-04T00:17:24Z,370000,0.0,-6.0,1,right,MISS J. Tatum layup,[1628369],1610612738.0,BOS,tip,,,Tatum,J. Tatum,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
41,PT08M36.00S,2020-01-04T00:16:25.1Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,6,9,2020-01-04T00:17:24Z,380000,,,0,,J. Collins REBOUND (Off:0 Def:3),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,40.0,3.0,3.0,0.0,,,,,,,,,,
42,PT08M33.00S,2020-01-04T00:16:22.5Z,1,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1628381,8.886333771353483,47.86305147058824,1610612737,6,11,2020-01-04T00:16:43Z,390000,11.0,31.0,1,left,J. Collins layup (4 PTS) (T. Young 3 AST),"[1628381, 1629027]",1610612737.0,ATL,alleyoop,,,Collins,J. Collins,,,,,3.8,Made,4.0,T. Young,1629027.0,3.0,,,,,,,,,,,,,,
44,PT08M17.00S,2020-01-04T00:16:39.4Z,1,REGULAR,3pt,jumpshot,[],203935,73.80091984231275,79.72579656862744,1610612738,6,11,2020-01-04T00:16:55Z,410000,149.0,194.0,1,right,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,24.86,Missed,,,,,,,,,,,,,,,,,,
45,PT08M16.00S,2020-01-04T00:16:40.4Z,1,REGULAR,rebound,defensive,[],1629629,,,1610612737,6,11,2020-01-04T00:16:55Z,420000,,,0,,C. Reddish REBOUND (Off:0 Def:1),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,,,
46,PT08M09.00S,2020-01-04T00:16:48.4Z,1,REGULAR,foul,personal,[],1627759,,,1610612737,6,11,2020-01-04T00:17:02Z,430000,,,0,,J. Brown FOUL personal (1 PF),"[1627759, 1628381]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Collins,1628381.0,,,
48,PT08M01.00S,2020-01-04T00:17:18.2Z,1,REGULAR,2pt,dunk,['pointsinthepaint'],1628381,7.046649145860711,47.61795343137255,1610612737,6,13,2020-01-04T00:17:29Z,450000,12.0,14.0,1,left,J. Collins dunk (6 PTS) (T. Young 4 AST),"[1628381, 1629027]",1610612737.0,ATL,cutting,,,Collins,J. Collins,,,,,2.26,Made,6.0,T. Young,1629027.0,4.0,,,,,,,,,,,,,,
50,PT07M48.00S,2020-01-04T00:17:30.7Z,1,REGULAR,3pt,jumpshot,[],202330,68.15045992115637,49.82383578431372,1610612738,6,13,2020-01-04T00:17:37Z,470000,-1.0,247.0,1,right,MISS G. Hayward 25' 3PT,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,25.24,Missed,,,,,,,,,,,,,,,,,,
51,PT07M45.00S,2020-01-04T00:17:33.7Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,6,13,2020-01-04T00:17:37Z,480000,,,0,,J. Collins REBOUND (Off:0 Def:4),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,50.0,4.0,4.0,0.0,,,,,,,,,,
52,PT07M37.00S,2020-01-04T00:17:42.3Z,1,REGULAR,3pt,jumpshot,[],1628381,34.90473061760841,49.57873774509804,1610612737,6,16,2020-01-04T00:17:48Z,490000,2.0,276.0,1,left,J. Collins 28' 3PT  (9 PTS) (T. Young 5 AST),"[1628381, 1629027]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,28.11,Made,9.0,T. Young,1629027.0,5.0,,,,,,,,,,,,,,
54,PT07M29.00S,2020-01-04T00:17:56.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,6,16,2020-01-04T00:17:56Z,510000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M23.00S,2020-01-04T00:20:53.6Z,1,REGULAR,2pt,jumpshot,[],1627759,88.64980289093299,83.89246323529412,1610612738,6,16,2020-01-04T00:21:08Z,520000,169.0,54.0,1,right,MISS J. Brown 18' jumpshot,[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,17.97,Missed,,,,,,,,,,,,,,,,,,
56,PT07M21.00S,2020-01-04T00:20:55.6Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,6,16,2020-01-04T00:21:08Z,530000,,,0,,J. Collins REBOUND (Off:0 Def:5),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,55.0,5.0,5.0,0.0,,,,,,,,,,
57,PT07M14.00S,2020-01-04T00:21:03.7Z,1,REGULAR,3pt,jumpshot,[],1629027,38.32128777923784,45.41207107843137,1610612737,6,16,2020-01-04T00:21:14Z,540000,23.0,308.0,1,left,MISS T. Young 31' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,31.4,Missed,,,,,,,,,,,,,,,,,,
58,PT07M12.00S,2020-01-04T00:21:05.7Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,6,16,2020-01-04T00:21:14Z,550000,,,0,,J. Brown REBOUND (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,57.0,3.0,2.0,1.0,,,,,,,,,,
59,PT07M01.00S,2020-01-04T00:21:19.9Z,1,REGULAR,foul,personal,[],1629631,,,1610612738,6,16,2020-01-04T00:21:41Z,560000,,,0,,D. Hunter FOUL personal (1 PF),"[1629631, 1628369]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,202053.0,1.0,0.0,Tatum,1628369.0,,,
61,PT06M50.00S,2020-01-04T00:21:45.9Z,1,REGULAR,2pt,jumpshot,[],203935,93.64323258869908,27.029718137254903,1610612738,6,16,2020-01-04T00:22:00Z,580000,-115.0,7.0,1,right,MISS M. Smart 12' jumpshot,[203935],1610612738.0,BOS,turnaroundfadeaway,,,Smart,M. Smart,,,,,11.56,Missed,,,,,,,,,,,,,,,,,,
62,PT06M49.00S,2020-01-04T00:21:46.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,6,16,2020-01-04T00:22:00Z,590000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,,
63,PT06M49.00S,2020-01-04T00:21:55.4Z,1,REGULAR,foul,personal,[],1629631,,,1610612738,6,16,2020-01-04T00:22:11Z,600000,,,0,,D. Hunter FOUL personal (2 PF),"[1629631, 1628464]",1610612737.0,ATL,looseball,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,2005.0,2.0,0.0,Theis,1628464.0,,,
65,PT06M49.00S,2020-01-04T00:22:04.5Z,1,REGULAR,substitution,out,[],1629631,,,1610612738,6,16,2020-01-04T00:22:13Z,620000,,,0,,substitution out Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M49.00S,2020-01-04T00:22:04.5Z,1,REGULAR,substitution,in,[],1627761,,,1610612738,6,16,2020-01-04T00:22:13Z,630000,,,0,,substitution in Bembry,[1627761],1610612737.0,ATL,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M45.00S,2020-01-04T00:22:22.4Z,1,REGULAR,turnover,badpass,[],1628464,,,1610612738,6,16,2020-01-04T00:22:35Z,640000,,,0,,D. Theis TURNOVER badpass (1 TOV) Stolen,"[1628464, 1628989]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,1.0,Huerter,1628989.0
68,PT06M45.00S,2020-01-04T00:22:22.4Z,1,REGULAR,steal,,[],1628989,,,1610612737,6,16,2020-01-04T00:22:26Z,650000,,,0,,K. Huerter STEAL (1 STL),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M31.00S,2020-01-04T00:22:35.7Z,1,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover']",1629629,9.806176084099869,47.127757352941174,1610612737,6,16,2020-01-04T00:22:47Z,660000,14.0,40.0,1,left,MISS C. Reddish dunk,[1629629],1610612737.0,ATL,driving,,,Reddish,C. Reddish,,,,,4.74,Missed,,,,,,,,,,,,,,,,,,
70,PT06M30.00S,2020-01-04T00:22:36.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,6,16,2020-01-04T00:23:45Z,670000,,,0,,Team offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,
71,PT06M30.00S,2020-01-04T00:22:43.8Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612737,6,16,2020-01-04T00:23:41Z,680000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M30.00S,2020-01-04T00:22:54.5Z,1,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612737,6,16,2020-01-04T00:23:14Z,690000,,,0,,J. Brown FOUL personal (2 PF) (Reddish 2freethrow),"[1627759, 1629629]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,,,,2004.0,2.0,0.0,Reddish,1629629.0,,,
74,PT06M30.00S,2020-01-04T00:23:17.3Z,1,REGULAR,freethrow,1of2,"['fromturnover', '2ndchance']",1629629,,,1610612737,6,17,2020-01-04T00:23:17Z,710000,,,0,,C. Reddish freethrow 1of2 (4 PTS),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
75,PT06M30.00S,2020-01-04T00:23:19.0Z,1,REGULAR,substitution,out,[],1627759,,,1610612737,6,17,2020-01-04T00:23:29Z,720000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M30.00S,2020-01-04T00:23:19.0Z,1,REGULAR,substitution,in,[],1629641,,,1610612737,6,17,2020-01-04T00:23:29Z,730000,,,0,,substitution in Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M30.00S,2020-01-04T00:23:33.8Z,1,REGULAR,freethrow,2of2,"['fromturnover', '2ndchance']",1629629,,,1610612737,6,18,2020-01-04T00:23:33Z,740000,,,0,,C. Reddish freethrow 2of2 (5 PTS),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
78,PT06M20.00S,2020-01-04T00:23:46.1Z,1,REGULAR,3pt,jumpshot,[],202330,74.19513797634691,80.21599264705883,1610612738,6,18,2020-01-04T00:23:52Z,750000,151.0,190.0,1,right,MISS G. Hayward 25' 3PT,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,24.72,Missed,,,,,,,,,,,,,,,,,,
79,PT06M18.00S,2020-01-04T00:23:48.1Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,6,18,2020-01-04T00:23:52Z,760000,,,0,,J. Collins REBOUND (Off:0 Def:6),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,78.0,6.0,6.0,0.0,,,,,,,,,,
80,PT06M08.00S,2020-01-04T00:24:22.3Z,1,REGULAR,jumpball,recovered,[],1628369,,,1610612737,6,18,2020-01-04T00:24:22Z,770000,,,0,,Jump Ball M. Smart vs. J. Collins: Tip to J. Tatum,"[1628369, 203935, 1628381]",1610612738.0,BOS,heldball,J. Tatum,1628369.0,Tatum,J. Tatum,Smart,203935.0,Collins,1628381.0,,,,,,,,,,,,,,,,,,,,
83,PT06M08.00S,2020-01-04T00:24:22.3Z,1,REGULAR,turnover,lostball,[],1628381,,,1610612737,6,18,2020-01-04T00:24:22Z,800000,,,0,,J. Collins TURNOVER lostball (1 TOV) Stolen,"[1628381, 203935]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,1.0,Smart,203935.0
84,PT06M08.00S,2020-01-04T00:24:22.3Z,1,REGULAR,steal,,[],203935,,,1610612738,6,18,2020-01-04T00:24:22Z,810000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M06.00S,2020-01-04T00:24:24.4Z,1,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1628369,94.95729303547962,51.049325980392155,1610612738,6,18,2020-01-04T00:24:34Z,820000,5.0,-5.0,1,right,MISS J. Tatum layup,[1628369],1610612738.0,BOS,runningfingerroll,,,Tatum,J. Tatum,,,,,0.52,Missed,,,,,,,,,,,,,,,,,,
86,PT06M04.00S,2020-01-04T00:24:26.7Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,6,18,2020-01-04T00:24:26Z,830000,,,0,,T. Young REBOUND (Off:0 Def:2),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,85.0,2.0,2.0,0.0,,,,,,,,,,
87,PT05M59.00S,2020-01-04T00:24:35.7Z,1,REGULAR,turnover,outofbounds,[],1629027,,,1610612737,6,18,2020-01-04T00:24:45Z,840000,,,0,,T. Young TURNOVER outofbounds (1 TOV),[1629027],1610612737.0,ATL,step,,,Young,T. Young,,,,,,,,,,,,,,,,,2004.0,,,,,1.0,,
88,PT05M46.00S,2020-01-04T00:24:56.6Z,1,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",203935,95.87713534822602,65.75520833333334,1610612738,6,18,2020-01-04T00:25:08Z,850000,79.0,-14.0,1,right,MISS M. Smart 8' jumpshot,[203935],1610612738.0,BOS,drivingfloating,,,Smart,M. Smart,,,,,7.92,Missed,,,,,,,,,,,,,,,,,,
89,PT05M44.00S,2020-01-04T00:24:58.6Z,1,REGULAR,rebound,defensive,[],1627761,,,1610612737,6,18,2020-01-04T00:25:14Z,860000,,,0,,D. Bembry REBOUND (Off:0 Def:1),[1627761],1610612737.0,ATL,,,,Bembry,D. Bembry,,,,,,,,,,,88.0,1.0,1.0,0.0,,,,,,,,,,
90,PT05M28.00S,2020-01-04T00:25:14.8Z,1,REGULAR,3pt,jumpshot,[],1628381,35.29894875164258,49.333639705882355,1610612737,6,18,2020-01-04T00:25:22Z,870000,3.0,279.0,1,left,MISS J. Collins 28' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,28.48,Missed,,,,,,,,,,,,,,,,,,
91,PT05M26.00S,2020-01-04T00:25:16.8Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,6,18,2020-01-04T00:25:22Z,880000,,,0,,J. Tatum REBOUND (Off:1 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,90.0,2.0,1.0,1.0,,,,,,,,,,
92,PT05M22.00S,2020-01-04T00:25:21.0Z,1,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1628369,94.30026281208936,53.255208333333336,1610612738,6,18,2020-01-04T00:25:32Z,890000,16.0,1.0,1,right,MISS J. Tatum layup,[1628369],1610612738.0,BOS,runningfingerroll,,,Tatum,J. Tatum,,,,,1.76,Missed,,,,,,,,,,,,,,,,,,
93,PT05M22.00S,2020-01-04T00:25:21.0Z,1,REGULAR,rebound,offensive,[],1628464,,,1610612738,6,18,2020-01-04T00:25:32Z,900000,,,0,,D. Theis REBOUND (Off:1 Def:0),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,92.0,1.0,0.0,1.0,,,,,,,,,,
