actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
29,PT08M57.00S,2020-01-10T00:19:18.0Z,1,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612755,11,10,2020-01-10T00:19:24Z,290000,,,0,,D. Theis FOUL personal (1 PF) (Richardson 2freethrow),"[1628464, 1626196]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,1155.0,1.0,0.0,Richardson,1626196.0,,,,,,
31,PT08M57.00S,2020-01-10T00:19:44.6Z,1,REGULAR,freethrow,1of2,[],1626196,,,1610612755,12,10,2020-01-10T00:19:44Z,310000,,,0,,J. Richardson freethrow 1of2 (8 PTS),[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
32,PT08M57.00S,2020-01-10T00:20:01.2Z,1,REGULAR,freethrow,2of2,[],1626196,,,1610612755,13,10,2020-01-10T00:20:01Z,320000,,,0,,J. Richardson freethrow 2of2 (9 PTS),[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
33,PT08M45.00S,2020-01-10T00:20:15.1Z,1,REGULAR,3pt,jumpshot,[],1627759,80.6011826544021,5.568321078431367,1610612738,13,13,2020-01-10T00:20:19Z,330000,-222.0,130.0,1,right,J. Brown 26' 3PT  (3 PTS) (D. Theis 1 AST),"[1627759, 1628464]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.02,Made,3.0,D. Theis,1628464.0,1.0,,,,,,,,,,,,,,,
35,PT08M29.00S,2020-01-10T00:20:33.8Z,1,REGULAR,foul,personal,['2freethrow'],202689,,,1610612755,13,13,2020-01-10T00:20:43Z,350000,,,0,,K. Walker FOUL personal (1 PF) (Richardson 2freethrow),"[202689, 1626196]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,,,,,1151.0,1.0,0.0,Richardson,1626196.0,,,,,,
37,PT08M29.00S,2020-01-10T00:20:58.9Z,1,REGULAR,freethrow,1of2,[],1626196,,,1610612755,14,13,2020-01-10T00:20:58Z,370000,,,0,,J. Richardson freethrow 1of2 (10 PTS),[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
38,PT08M29.00S,2020-01-10T00:21:15.0Z,1,REGULAR,freethrow,2of2,[],1626196,,,1610612755,15,13,2020-01-10T00:21:15Z,380000,,,0,,J. Richardson freethrow 2of2 (11 PTS),[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
39,PT08M17.00S,2020-01-10T00:21:29.3Z,1,REGULAR,3pt,jumpshot,[],1627759,69.03745072273324,65.6173406862745,1610612738,15,16,2020-01-10T00:21:34Z,390000,78.0,239.0,1,right,J. Brown 26' 3PT  (6 PTS) (D. Theis 2 AST),"[1627759, 1628464]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,25.62,Made,6.0,D. Theis,1628464.0,2.0,,,,,,,,,,,,,,,
41,PT08M01.00S,2020-01-10T00:21:46.8Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1627732,6.225361366622863,49.44087009803921,1610612755,17,16,2020-01-10T00:21:51Z,410000,3.0,6.0,1,left,B. Simmons layup (6 PTS) (T. Harris 1 AST),"[1627732, 202699]",1610612755.0,PHI,drivingfingerroll,,,Simmons,B. Simmons,,,,,1.18,Made,6.0,T. Harris,202699.0,1.0,,,,,,,,,,,,,,,
43,PT07M46.00S,2020-01-10T00:22:00.7Z,1,REGULAR,3pt,jumpshot,[],202689,67.32917214191853,51.40165441176471,1610612738,17,19,2020-01-10T00:22:04Z,430000,7.0,255.0,1,right,K. Walker 26' 3PT  (9 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.02,Made,9.0,,,,,,,,,,,,,,,,,,
44,PT07M29.00S,2020-01-10T00:22:18.0Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],202699,6.356767411300922,45.76439950980392,1610612755,17,19,2020-01-10T00:22:27Z,440000,21.0,7.0,1,left,MISS T. Harris jumpshot,[202699],1610612755.0,PHI,drivingbank,,,Harris,T. Harris,,,,,2.48,Missed,,,,,,,,,,,,,,,,,,,
45,PT07M27.00S,2020-01-10T00:22:20.0Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,17,19,2020-01-10T00:22:27Z,450000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,,,,
46,PT07M17.00S,2020-01-10T00:22:29.5Z,1,REGULAR,3pt,jumpshot,[],202689,71.40275952693824,22.72518382352942,1610612738,17,19,2020-01-10T00:22:34Z,460000,-136.0,216.0,1,right,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.04,Missed,,,,,,,,,,,,,,,,,,,
47,PT07M14.00S,2020-01-10T00:22:32.5Z,1,REGULAR,rebound,defensive,[],203118,,,1610612755,17,19,2020-01-10T00:22:34Z,470000,,,0,,M. Scott REBOUND (Off:0 Def:1),[203118],1610612755.0,PHI,,,,Scott,M. Scott,,,,,,,,,,,46.0,1.0,1.0,0.0,,,,,,,,,,,
48,PT07M03.00S,2020-01-10T00:22:44.7Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],203118,11.087385019710908,49.685968137254896,1610612755,19,19,2020-01-10T00:22:47Z,480000,2.0,52.0,1,left,M. Scott 6' jumpshot (2 PTS),[203118],1610612755.0,PHI,turnaround,,,Scott,M. Scott,,,,,5.72,Made,2.0,,,,,,,,,,,,,,,,,,
49,PT06M47.00S,2020-01-10T00:22:59.9Z,1,REGULAR,2pt,jumpshot,[],1628369,74.1622864651774,56.548713235294116,1610612738,19,19,2020-01-10T00:23:08Z,490000,33.0,190.0,1,right,MISS J. Tatum 20' jumpshot,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,19.86,Missed,,,,,,,,,,,,,,,,,,,
50,PT06M45.00S,2020-01-10T00:23:01.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,19,19,2020-01-10T00:23:08Z,500000,,,0,,Team defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,
51,PT06M45.00S,2020-01-10T00:23:10.0Z,1,REGULAR,foul,personal,[],1628464,,,1610612755,19,19,2020-01-10T00:23:22Z,510000,,,0,,D. Theis FOUL personal (2 PF),"[1628464, 1626196]",1610612738.0,BOS,looseball,,,Theis,D. Theis,,,,,,,,,,,,,,,1151.0,2.0,0.0,Richardson,1626196.0,,,,,,
53,PT06M45.00S,2020-01-10T00:23:23.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,19,19,2020-01-10T00:23:24Z,530000,,,0,,timeout full,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M45.00S,2020-01-10T00:25:55.9Z,1,REGULAR,substitution,out,[],1628464,,,1610612755,19,19,2020-01-10T00:26:02Z,540000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M45.00S,2020-01-10T00:25:55.9Z,1,REGULAR,substitution,in,[],202683,,,1610612755,19,19,2020-01-10T00:26:02Z,550000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M45.00S,2020-01-10T00:26:13.3Z,1,REGULAR,substitution,out,[],1626196,,,1610612755,19,19,2020-01-10T00:26:23Z,560000,,,0,,substitution out Richardson,[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M45.00S,2020-01-10T00:26:13.3Z,1,REGULAR,substitution,out,[],203118,,,1610612755,19,19,2020-01-10T00:26:23Z,570000,,,0,,substitution out Scott,[203118],1610612755.0,PHI,,,,Scott,M. Scott,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M45.00S,2020-01-10T00:26:13.3Z,1,REGULAR,substitution,in,[],1629680,,,1610612755,19,19,2020-01-10T00:26:23Z,580000,,,0,,substitution in Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M45.00S,2020-01-10T00:26:13.3Z,1,REGULAR,substitution,in,[],203516,,,1610612755,19,19,2020-01-10T00:26:23Z,590000,,,0,,substitution in Ennis III,[203516],1610612755.0,PHI,,,,Ennis III,J. Ennis III,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M30.00S,2020-01-10T00:26:46.3Z,1,REGULAR,3pt,jumpshot,[],202699,23.570959264126145,88.16636029411765,1610612755,22,19,2020-01-10T00:26:50Z,600000,-191.0,169.0,1,left,T. Harris 26' 3PT  (3 PTS) (A. Horford 2 AST),"[202699, 201143]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,25.86,Made,3.0,A. Horford,201143.0,2.0,,,,,,,,,,,,,,,
62,PT06M10.00S,2020-01-10T00:27:05.8Z,1,REGULAR,2pt,jumpshot,[],202683,77.44743758212877,46.744791666666664,1610612738,22,19,2020-01-10T00:27:10Z,620000,-16.0,159.0,1,right,MISS E. Kanter 17' jumpshot,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,16.58,Missed,,,,,,,,,,,,,,,,,,,
63,PT06M09.00S,2020-01-10T00:27:06.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,22,19,2020-01-10T00:27:10Z,630000,,,0,,Team defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,
64,PT06M09.00S,2020-01-10T00:27:10.6Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612755,22,19,2020-01-10T00:27:10Z,640000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M58.00S,2020-01-10T00:27:24.5Z,1,REGULAR,turnover,badpass,[],1627732,,,1610612755,22,19,2020-01-10T00:27:28Z,650000,,,0,,B. Simmons TURNOVER badpass (1 TOV) Stolen,"[1627732, 1628369]",1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,1.0,Tatum,1628369.0,,,
66,PT05M58.00S,2020-01-10T00:27:24.5Z,1,REGULAR,steal,,[],1628369,,,1610612738,22,19,2020-01-10T00:27:27Z,660000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M55.00S,2020-01-10T00:27:28.2Z,1,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,92.95335085413929,50.91145833333333,1610612738,22,21,2020-01-10T00:27:33Z,670000,5.0,14.0,1,right,J. Tatum dunk (4 PTS),[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,1.97,Made,4.0,,,,,,,,,,,,,,,,,,
609,PT05M31.00S,2020-01-10T00:27:43.5Z,1,REGULAR,turnover,badpass,[],1629680,,,1610612755,22,21,2020-01-18T02:30:19Z,685000,,,0,,M. Thybulle TURNOVER badpass (1 TOV),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,1.0,,,,,
70,PT05M31.00S,2020-01-10T00:27:58.9Z,1,REGULAR,foul,personal,[],1629680,,,1610612738,22,21,2020-01-18T02:30:19Z,700000,,,0,,M. Thybulle FOUL personal (1 PF),"[1629680, 1628369]",1610612755.0,PHI,looseball,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,201640.0,1.0,0.0,Tatum,1628369.0,,,,,,
72,PT05M31.00S,2020-01-10T00:28:07.6Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,22,21,2020-01-10T00:27:58Z,720000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M31.00S,2020-01-10T00:28:07.6Z,1,REGULAR,substitution,out,[],202330,,,1610612738,22,21,2020-01-10T00:27:58Z,730000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M31.00S,2020-01-10T00:28:07.6Z,1,REGULAR,substitution,in,[],203935,,,1610612738,22,21,2020-01-10T00:27:58Z,740000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M31.00S,2020-01-10T00:28:07.6Z,1,REGULAR,substitution,in,[],1628400,,,1610612738,22,21,2020-01-10T00:27:58Z,750000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M16.00S,2020-01-10T00:28:31.6Z,1,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",203935,84.93758212877792,50.42126225490196,1610612738,22,23,2020-01-10T00:28:36Z,760000,2.0,89.0,1,right,M. Smart 9' jumpshot (2 PTS) (E. Kanter 1 AST),"[203935, 202683]",1610612738.0,BOS,drivingfloating,,,Smart,M. Smart,,,,,9.46,Made,2.0,E. Kanter,202683.0,1.0,,,,,,,,,,,,,,,
78,PT05M16.00S,2020-01-10T00:28:36.7Z,1,REGULAR,foul,personal,['1freethrow'],203516,,,1610612738,22,23,2020-01-10T00:28:43Z,780000,,,0,,J. Ennis III FOUL personal (1 PF) (Smart 1freethrow),"[203516, 203935]",1610612755.0,PHI,shooting,,,Ennis III,J. Ennis III,,,,,,,,,,,,,,,201640.0,1.0,0.0,Smart,203935.0,,,,,,
80,PT05M16.00S,2020-01-10T00:28:55.0Z,1,REGULAR,freethrow,1of1,['fromturnover'],203935,,,1610612738,22,24,2020-01-10T00:28:55Z,800000,,,0,,M. Smart freethrow 1of1 (3 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
81,PT04M58.00S,2020-01-10T00:29:15.9Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],203516,16.080814717476997,41.84283088235294,1610612755,22,24,2020-01-10T00:29:21Z,810000,41.0,99.0,1,left,MISS J. Ennis III 11' jumpshot,[203516],1610612755.0,PHI,pullup,,,Ennis III,J. Ennis III,,,,,11.19,Missed,,,,,,,,,,,,,,,,,,,
82,PT04M53.00S,2020-01-10T00:29:20.9Z,1,REGULAR,rebound,offensive,[],201143,,,1610612755,22,24,2020-01-10T00:29:21Z,820000,,,0,,A. Horford REBOUND (Off:1 Def:1),[201143],1610612755.0,PHI,,,,Horford,A. Horford,,,,,,,,,,,81.0,2.0,1.0,1.0,,,,,,,,,,,
83,PT04M52.00S,2020-01-10T00:29:27.7Z,1,REGULAR,violation,kickedball,[],1628400,,,1610612755,22,24,2020-01-10T00:29:34Z,830000,,,0,,S. Ojeleye violation kickedball,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,201640.0,,,,,,,,,,
84,PT04M45.00S,2020-01-10T00:29:45.1Z,1,REGULAR,2pt,jumpshot,['2ndchance'],201143,27.11892247043363,52.38204656862745,1610612755,22,24,2020-01-10T00:29:50Z,840000,-12.0,202.0,1,left,MISS A. Horford 21' jumpshot,[201143],1610612755.0,PHI,,,,Horford,A. Horford,,,,,20.82,Missed,,,,,,,,,,,,,,,,,,,
85,PT04M42.00S,2020-01-10T00:29:48.1Z,1,REGULAR,rebound,defensive,[],202683,,,1610612738,22,24,2020-01-10T00:29:50Z,850000,,,0,,E. Kanter REBOUND (Off:0 Def:1),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,84.0,1.0,1.0,0.0,,,,,,,,,,,
86,PT04M31.00S,2020-01-10T00:29:59.0Z,1,REGULAR,3pt,jumpshot,[],203935,75.34494086727989,11.940870098039213,1610612738,22,24,2020-01-10T00:30:04Z,860000,-190.0,179.0,1,right,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,stepback,,,Smart,M. Smart,,,,,26.53,Missed,,,,,,,,,,,,,,,,,,,
87,PT04M27.00S,2020-01-10T00:30:03.0Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,22,24,2020-01-10T00:30:04Z,870000,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,86.0,1.0,1.0,0.0,,,,,,,,,,,
88,PT04M20.00S,2020-01-10T00:30:11.6Z,1,REGULAR,2pt,layup,['pointsinthepaint'],202699,10.036136662286467,45.029105392156865,1610612755,22,24,2020-01-10T00:30:17Z,880000,25.0,42.0,1,left,MISS T. Harris layup,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,5.35,Missed,,,,,,,,,,,,,,,,,,,
89,PT04M20.00S,2020-01-10T00:30:15.2Z,1,REGULAR,rebound,offensive,[],201143,,,1610612755,22,24,2020-01-10T00:30:15Z,890000,,,0,,A. Horford REBOUND (Off:2 Def:1),[201143],1610612755.0,PHI,,,,Horford,A. Horford,,,,,,,,,,,88.0,3.0,1.0,2.0,,,,,,,,,,,
90,PT04M20.00S,2020-01-10T00:30:21.8Z,1,REGULAR,foul,personal,['2freethrow'],203935,,,1610612755,22,24,2020-01-10T00:30:27Z,900000,,,0,,M. Smart FOUL personal (1 PF) (Horford 2freethrow),"[203935, 201143]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,,1151.0,1.0,0.0,Horford,201143.0,,,,,,
92,PT04M20.00S,2020-01-10T00:30:39.6Z,1,REGULAR,freethrow,1of2,['2ndchance'],201143,,,1610612755,22,24,2020-01-10T00:30:39Z,920000,,,0,,MISS A. Horford freethrow 1of2,[201143],1610612755.0,PHI,,,,Horford,A. Horford,,,,,,Missed,,,,,,,,,,,,,,,,,,,
93,PT04M20.00S,2020-01-10T00:30:39.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,22,24,2020-01-10T00:30:39Z,930000,,,0,,Team offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,92.0,,,,,,,,,,,,,,
94,PT04M20.00S,2020-01-10T00:30:39.6Z,1,REGULAR,freethrow,2of2,['2ndchance'],201143,,,1610612755,22,24,2020-01-10T00:30:58Z,940000,,,0,,MISS A. Horford freethrow 2of2,[201143],1610612755.0,PHI,,,,Horford,A. Horford,,,,,,Missed,,,,,,,,,,,,,,,,,,,
95,PT04M17.00S,2020-01-10T00:30:42.6Z,1,REGULAR,rebound,defensive,[],202683,,,1610612738,22,24,2020-01-10T00:30:58Z,950000,,,0,,E. Kanter REBOUND (Off:0 Def:2),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,94.0,2.0,2.0,0.0,,,,,,,,,,,
