actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
169,PT08M38.00S,2020-01-09T00:41:41.2Z,2,REGULAR,rebound,defensive,[],1629022,,,1610612759,27,44,2020-01-09T00:41:44Z,1640000,,,0,,L. Walker IV REBOUND (Off:0 Def:2),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,168.0,2.0,2.0,0.0,,,,,,,,,,,,,,
170,PT08M24.00S,2020-01-09T00:41:54.8Z,2,REGULAR,3pt,jumpshot,[],1629022,72.48685939553219,80.95128676470588,1610612759,27,47,2020-01-09T00:41:58Z,1650000,155.0,206.0,1,right,L. Walker IV 26' 3PT  (7 PTS) (P. Mills 1 AST),"[1629022, 201988]",1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,26.22,Made,7.0,,,,,P. Mills,201988.0,1.0,,,,,,,,,,,
172,PT08M08.00S,2020-01-09T00:42:10.9Z,2,REGULAR,3pt,jumpshot,[],203935,24.78646517739816,87.56893382352942,1610612738,27,47,2020-01-09T00:42:19Z,1670000,-188.0,180.0,1,left,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.43,Missed,,,,,,,,,,,,,,,,,,,
173,PT08M07.00S,2020-01-09T00:42:11.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,27,47,2020-01-09T00:42:19Z,1680000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,172.0,,,,,,,,,,,,,,,,,
174,PT08M07.00S,2020-01-09T00:42:18.3Z,2,REGULAR,foul,personal,[],1627751,,,1610612738,27,47,2020-01-09T00:42:48Z,1690000,,,0,,J. Poeltl FOUL personal (1 PF),"[1627751, 1629605]",1610612759.0,SAS,looseball,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,1628172.0,1.0,0.0,Fall,1629605.0,,,
176,PT08M07.00S,2020-01-09T00:42:28.2Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,27,47,2020-01-09T00:42:35Z,1710000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT08M07.00S,2020-01-09T00:42:28.2Z,2,REGULAR,substitution,out,[],203935,,,1610612738,27,47,2020-01-09T00:42:35Z,1720000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT08M07.00S,2020-01-09T00:42:28.2Z,2,REGULAR,substitution,out,[],1628401,,,1610612738,27,47,2020-01-09T00:42:35Z,1730000,,,0,,substitution out White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT08M07.00S,2020-01-09T00:42:28.2Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,27,47,2020-01-09T00:42:35Z,1740000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT08M07.00S,2020-01-09T00:42:28.2Z,2,REGULAR,substitution,in,[],202330,,,1610612738,27,47,2020-01-09T00:42:35Z,1750000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT08M07.00S,2020-01-09T00:42:28.2Z,2,REGULAR,substitution,in,[],1627854,,,1610612738,27,47,2020-01-09T00:42:35Z,1760000,,,0,,substitution in Forbes,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT08M07.00S,2020-01-09T00:42:28.2Z,2,REGULAR,substitution,out,[],201988,,,1610612738,27,47,2020-01-09T00:42:41Z,1770000,,,0,,substitution out Mills,[201988],1610612759.0,SAS,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT08M07.00S,2020-01-09T00:42:28.2Z,2,REGULAR,substitution,in,[],1627749,,,1610612738,27,47,2020-01-09T00:42:41Z,1780000,,,0,,substitution in Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT07M57.00S,2020-01-09T00:42:51.7Z,2,REGULAR,3pt,jumpshot,['2ndchance'],202689,33.590670170827856,34.872855392156865,1610612738,27,47,2020-01-09T00:42:57Z,1790000,76.0,263.0,1,left,MISS K. Walker 28' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,27.92,Missed,,,,,,,,,,,,,,,,,,,
185,PT07M54.00S,2020-01-09T00:42:54.7Z,2,REGULAR,rebound,defensive,[],1629022,,,1610612759,27,47,2020-01-09T00:42:57Z,1800000,,,0,,L. Walker IV REBOUND (Off:0 Def:3),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,184.0,3.0,3.0,0.0,,,,,,,,,,,,,,
186,PT07M50.00S,2020-01-09T00:42:59.9Z,2,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612759,27,47,2020-01-09T00:43:13Z,1810000,,,0,,J. Brown FOUL personal (1 PF) (Walker IV 2freethrow),"[1627759, 1629022]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,1628172.0,1.0,0.0,Walker IV,1629022.0,,,
188,PT07M50.00S,2020-01-09T00:43:25.2Z,2,REGULAR,freethrow,1of2,[],1629022,,,1610612759,27,48,2020-01-09T00:43:25Z,1830000,,,0,,L. Walker IV freethrow 1of2 (8 PTS),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
189,PT07M50.00S,2020-01-09T00:43:40.2Z,2,REGULAR,freethrow,2of2,[],1629022,,,1610612759,27,49,2020-01-09T00:43:40Z,1840000,,,0,,L. Walker IV freethrow 2of2 (9 PTS),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
190,PT07M33.00S,2020-01-09T00:44:02.8Z,2,REGULAR,foul,personal,['2freethrow'],200752,,,1610612738,27,49,2020-01-09T00:44:12Z,1850000,,,0,,R. Gay FOUL personal (1 PF) (Wanamaker 2freethrow),"[200752, 202954]",1610612759.0,SAS,shooting,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Wanamaker,202954.0,,,
192,PT07M33.00S,2020-01-09T00:44:28.2Z,2,REGULAR,freethrow,1of2,[],202954,,,1610612738,28,49,2020-01-09T00:44:28Z,1870000,,,0,,B. Wanamaker freethrow 1of2 (4 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
193,PT07M33.00S,2020-01-09T00:44:40.7Z,2,REGULAR,freethrow,2of2,[],202954,,,1610612738,29,49,2020-01-09T00:44:40Z,1880000,,,0,,B. Wanamaker freethrow 2of2 (5 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
194,PT07M16.00S,2020-01-09T00:44:58.9Z,2,REGULAR,3pt,jumpshot,[],1629022,68.41327201051249,22.863051470588236,1610612759,29,49,2020-01-09T00:45:03Z,1890000,-136.0,244.0,1,right,MISS L. Walker IV 28' 3PT,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,28.44,Missed,,,,,,,,,,,,,,,,,,,
195,PT07M14.00S,2020-01-09T00:45:00.9Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,29,49,2020-01-09T00:45:03Z,1900000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,194.0,1.0,1.0,0.0,,,,,,,,,,,,,,
196,PT07M04.00S,2020-01-09T00:45:12.0Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202689,6.915243101182654,43.451286764705884,1610612738,31,49,2020-01-09T00:45:17Z,1910000,33.0,13.0,1,left,K. Walker layup (4 PTS),[202689],1610612738.0,BOS,drivingreverse,,,Walker,K. Walker,,,,,3.73,Made,4.0,,,,,,,,,,,,,,,,,,
197,PT07M04.00S,2020-01-09T00:45:17.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,31,49,2020-01-09T00:45:17Z,1920000,,,0,,timeout full,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT07M04.00S,2020-01-09T00:46:48.4Z,2,REGULAR,substitution,out,[],1629022,,,1610612759,31,49,2020-01-09T00:47:45Z,1930000,,,0,,substitution out Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M04.00S,2020-01-09T00:46:48.4Z,2,REGULAR,substitution,out,[],200752,,,1610612759,31,49,2020-01-09T00:47:45Z,1940000,,,0,,substitution out Gay,[200752],1610612759.0,SAS,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M04.00S,2020-01-09T00:46:48.4Z,2,REGULAR,substitution,in,[],201942,,,1610612759,31,49,2020-01-09T00:47:45Z,1950000,,,0,,substitution in DeRozan,[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT07M04.00S,2020-01-09T00:46:48.4Z,2,REGULAR,substitution,in,[],1626168,,,1610612759,31,49,2020-01-09T00:47:45Z,1960000,,,0,,substitution in Lyles,[1626168],1610612759.0,SAS,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT06M53.00S,2020-01-09T00:48:17.2Z,2,REGULAR,3pt,jumpshot,[],1627854,68.41327201051249,23.84344362745098,1610612759,31,52,2020-01-09T00:48:21Z,1970000,-131.0,244.0,1,right,B. Forbes 28' 3PT  (6 PTS) (D. Murray 1 AST),"[1627854, 1627749]",1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,28.21,Made,6.0,,,,,D. Murray,1627749.0,1.0,,,,,,,,,,,
204,PT06M37.00S,2020-01-09T00:48:40.9Z,2,REGULAR,2pt,jumpshot,[],202689,26.62614980289093,51.294424019607845,1610612738,31,52,2020-01-09T00:48:48Z,1990000,-6.0,198.0,1,left,MISS K. Walker 20' jumpshot Blocked,"[202689, 1626168]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,20.34,Missed,,,,,,,,,,,,,,,,,Lyles,1626168.0,
206,PT06M37.00S,2020-01-09T00:48:40.9Z,2,REGULAR,block,,[],1626168,,,1610612738,31,52,2020-01-09T00:48:48Z,1995000,,,0,,T. Lyles BLOCK (1 BLK),[1626168],1610612759.0,SAS,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT06M35.00S,2020-01-09T00:48:42.9Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612759,31,52,2020-01-09T00:48:52Z,2000000,,,0,,D. Murray REBOUND (Off:1 Def:2),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,204.0,3.0,2.0,1.0,,,,,,,,,,,,,,
207,PT06M16.00S,2020-01-09T00:49:01.5Z,2,REGULAR,2pt,jumpshot,[],201942,74.85216819973719,67.47089460784314,1610612759,31,52,2020-01-09T00:49:08Z,2010000,87.0,184.0,1,right,MISS D. DeRozan 21' jumpshot,[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,20.86,Missed,,,,,,,,,,,,,,,,,,,
208,PT06M14.00S,2020-01-09T00:49:03.5Z,2,REGULAR,rebound,defensive,[],1629605,,,1610612738,31,52,2020-01-09T00:49:08Z,2020000,,,0,,T. Fall REBOUND (Off:0 Def:1),[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,207.0,1.0,1.0,0.0,,,,,,,,,,,,,,
209,PT05M59.00S,2020-01-09T00:49:18.6Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1629605,6.701708278580814,54.013480392156865,1610612738,31,52,2020-01-09T00:49:25Z,2030000,-20.0,10.0,1,left,MISS T. Fall layup Blocked,"[1629605, 1627751]",1610612738.0,BOS,cutting,,,Fall,T. Fall,,,,,2.57,Missed,,,,,,,,,,,,,,,,,Poeltl,1627751.0,
210,PT05M59.00S,2020-01-09T00:49:18.6Z,2,REGULAR,block,,[],1627751,,,1610612738,31,52,2020-01-09T00:49:21Z,2040000,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT05M57.00S,2020-01-09T00:49:20.6Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,31,52,2020-01-09T00:49:25Z,2050000,,,0,,J. Poeltl REBOUND (Off:1 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,209.0,2.0,1.0,1.0,,,,,,,,,,,,,,
212,PT05M51.00S,2020-01-09T00:49:27.1Z,2,REGULAR,2pt,jumpshot,[],1627749,82.07950065703022,26.049325980392158,1610612759,31,52,2020-01-09T00:56:27Z,2060000,-120.0,116.0,1,right,MISS D. Murray 17' jumpshot,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,17.06,Missed,,,,,,,,,,,,,,,,,,,
213,PT05M50.00S,2020-01-09T00:49:28.1Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612759,31,52,2020-01-09T00:49:36Z,2070000,,,0,,J. Poeltl REBOUND (Off:2 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,212.0,3.0,1.0,2.0,,,,,,,,,,,,,,
214,PT05M49.00S,2020-01-09T00:49:30.5Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1627751,91.67214191852825,50.80422794117647,1610612759,31,52,2020-01-09T00:49:58Z,2080000,4.0,26.0,1,right,MISS J. Poeltl layup Blocked,"[1627751, 202330]",1610612759.0,SAS,putback,,,Poeltl,J. Poeltl,,,,,3.16,Missed,,,,,,,,,,,,,,,,,Hayward,202330.0,
215,PT05M49.00S,2020-01-09T00:49:30.5Z,2,REGULAR,block,,[],202330,,,1610612759,31,52,2020-01-09T00:50:31Z,2090000,,,0,,G. Hayward BLOCK (1 BLK),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT05M48.00S,2020-01-09T00:49:31.5Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,31,52,2020-01-09T00:49:58Z,2100000,,,0,,K. Walker REBOUND (Off:0 Def:1),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,214.0,1.0,1.0,0.0,,,,,,,,,,,,,,
217,PT05M42.00S,2020-01-09T00:49:37.6Z,2,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint']",1627759,7.046649145860711,51.53952205882353,1610612738,33,52,2020-01-09T00:57:10Z,2110000,-8.0,14.0,1,left,J. Brown layup (2 PTS) (B. Wanamaker 1 AST),"[1627759, 202954]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,2.07,Made,2.0,,,,,B. Wanamaker,202954.0,1.0,,,,,,,,,,,
219,PT05M42.00S,2020-01-09T00:49:40.9Z,2,REGULAR,foul,personal,['1freethrow'],1627854,,,1610612738,33,52,2020-01-09T00:50:13Z,2130000,,,0,,B. Forbes FOUL personal (1 PF) (Brown 1freethrow),"[1627854, 1627759]",1610612759.0,SAS,shooting,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,1628172.0,1.0,0.0,Brown,1627759.0,,,
221,PT05M42.00S,2020-01-09T00:49:55.4Z,2,REGULAR,substitution,out,[],202689,,,1610612738,33,52,2020-01-09T00:50:07Z,2150000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT05M42.00S,2020-01-09T00:49:55.4Z,2,REGULAR,substitution,out,[],1629605,,,1610612738,33,52,2020-01-09T00:50:07Z,2160000,,,0,,substitution out Fall,[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT05M42.00S,2020-01-09T00:49:55.4Z,2,REGULAR,substitution,out,[],1627751,,,1610612738,33,52,2020-01-09T00:50:07Z,2170000,,,0,,substitution out Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT05M42.00S,2020-01-09T00:49:55.4Z,2,REGULAR,substitution,in,[],1628464,,,1610612738,33,52,2020-01-09T00:50:07Z,2180000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT05M42.00S,2020-01-09T00:49:55.4Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,33,52,2020-01-09T00:50:07Z,2190000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT05M42.00S,2020-01-09T00:49:55.4Z,2,REGULAR,substitution,in,[],200746,,,1610612738,33,52,2020-01-09T00:50:07Z,2200000,,,0,,substitution in Aldridge,[200746],1610612759.0,SAS,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT05M42.00S,2020-01-09T00:50:15.0Z,2,REGULAR,freethrow,1of1,['fastbreak'],1627759,,,1610612738,34,52,2020-01-09T00:50:15Z,2210000,,,0,,J. Brown freethrow 1of1 (3 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
228,PT05M31.00S,2020-01-09T00:50:29.5Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],201942,88.25558475689881,50.80422794117647,1610612759,34,54,2020-01-09T01:05:14Z,2220000,4.0,58.0,1,right,D. DeRozan 6' jumpshot (8 PTS),[201942],1610612759.0,SAS,drivingfloating,,,DeRozan,D. DeRozan,,,,,6.35,Made,8.0,,,,,,,,,,,,,,,,,,
229,PT05M31.00S,2020-01-09T00:50:32.1Z,2,REGULAR,foul,personal,['1freethrow'],1628464,,,1610612759,34,54,2020-01-09T00:50:39Z,2230000,,,0,,D. Theis FOUL personal (1 PF) (DeRozan 1freethrow),"[1628464, 201942]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,DeRozan,201942.0,,,
231,PT05M31.00S,2020-01-09T00:50:53.8Z,2,REGULAR,freethrow,1of1,[],201942,,,1610612759,34,55,2020-01-09T00:50:53Z,2250000,,,0,,D. DeRozan freethrow 1of1 (9 PTS),[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
232,PT05M24.00S,2020-01-09T00:51:10.7Z,2,REGULAR,foul,personal,[],1627749,,,1610612738,34,55,2020-01-09T00:51:16Z,2260000,,,0,,D. Murray FOUL personal (1 PF),"[1627749, 1628369]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,1179.0,1.0,0.0,Tatum,1628369.0,,,
234,PT05M10.00S,2020-01-09T00:51:37.2Z,2,REGULAR,2pt,jumpshot,[],202954,26.62614980289093,62.07873774509803,1610612738,36,55,2020-01-09T00:51:42Z,2280000,-60.0,198.0,1,left,B. Wanamaker 21' jumpshot (7 PTS) (G. Hayward 2 AST),"[202954, 202330]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,21.21,Made,7.0,,,,,G. Hayward,202330.0,2.0,,,,,,,,,,,
236,PT04M56.00S,2020-01-09T00:51:50.6Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],201942,85.10183968462549,37.32383578431372,1610612759,36,57,2020-01-09T00:51:54Z,2300000,-63.0,88.0,1,right,D. DeRozan 11' jumpshot (11 PTS),[201942],1610612759.0,SAS,turnaroundfadeaway,,,DeRozan,D. DeRozan,,,,,11.26,Made,11.0,,,,,,,,,,,,,,,,,,
237,PT04M44.00S,2020-01-09T00:52:03.1Z,2,REGULAR,3pt,jumpshot,[],202330,31.225361366622867,25.314031862745097,1610612738,36,57,2020-01-09T00:52:15Z,2310000,123.0,241.0,1,left,MISS G. Hayward 28' 3PT,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,27.57,Missed,,,,,,,,,,,,,,,,,,,
238,PT04M40.00S,2020-01-09T00:52:07.1Z,2,REGULAR,rebound,defensive,[],200746,,,1610612759,36,57,2020-01-09T00:52:15Z,2320000,,,0,,L. Aldridge REBOUND (Off:0 Def:3),[200746],1610612759.0,SAS,,,,Aldridge,L. Aldridge,,,,,,,,237.0,3.0,3.0,0.0,,,,,,,,,,,,,,
239,PT04M26.00S,2020-01-09T00:52:20.7Z,2,REGULAR,3pt,jumpshot,[],200746,71.96123521681997,23.353247549019606,1610612759,36,57,2020-01-09T00:52:41Z,2330000,-133.0,211.0,1,right,MISS L. Aldridge 25' 3PT,[200746],1610612759.0,SAS,,,,Aldridge,L. Aldridge,,,,,25.43,Missed,,,,,,,,,,,,,,,,,,,
240,PT04M24.00S,2020-01-09T00:52:22.7Z,2,REGULAR,rebound,defensive,[],202954,,,1610612738,36,57,2020-01-09T00:52:41Z,2340000,,,0,,B. Wanamaker REBOUND (Off:0 Def:1),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,239.0,1.0,1.0,0.0,,,,,,,,,,,,,,
242,PT04M15.00S,2020-01-09T00:52:34.5Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1627759,7.046649145860711,54.970894607843135,1610612738,38,57,2020-01-09T00:52:49Z,2350000,-25.0,14.0,1,left,J. Brown layup (5 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,3.14,Made,5.0,,,,,,,,,,,,,,,,,,
243,PT04M15.00S,2020-01-09T00:52:37.3Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",200746,,,1610612738,38,57,2020-01-09T00:52:48Z,2360000,,,0,,L. Aldridge FOUL personal (1 PF) (Brown inpenalty),"[200746, 1627759]",1610612759.0,SAS,shooting,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Brown,1627759.0,,,
245,PT04M15.00S,2020-01-09T00:52:45.2Z,2,REGULAR,substitution,out,[],202954,,,1610612738,38,57,2020-01-09T00:53:04Z,2380000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT04M15.00S,2020-01-09T00:52:45.2Z,2,REGULAR,substitution,in,[],203935,,,1610612738,38,57,2020-01-09T00:53:04Z,2390000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT04M15.00S,2020-01-09T00:53:03.7Z,2,REGULAR,freethrow,1of1,[],1627759,,,1610612738,38,57,2020-01-09T00:53:07Z,2400000,,,0,,MISS J. Brown freethrow 1of1,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
248,PT04M15.00S,2020-01-09T00:53:03.7Z,2,REGULAR,rebound,defensive,[],201942,,,1610612759,38,57,2020-01-09T00:53:07Z,2410000,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,,,,247.0,2.0,2.0,0.0,,,,,,,,,,,,,,
249,PT04M03.00S,2020-01-09T00:53:14.3Z,2,REGULAR,3pt,jumpshot,[],1627854,92.06636005256242,96.14736519607843,1610612759,38,57,2020-01-09T00:53:20Z,2420000,231.0,22.0,1,right,MISS B. Forbes 23' 3PT,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,23.23,Missed,,,,,,,,,,,,,,,,,,,
250,PT04M02.00S,2020-01-09T00:53:15.3Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,38,57,2020-01-09T00:53:20Z,2430000,,,0,,D. Theis REBOUND (Off:0 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,249.0,1.0,1.0,0.0,,,,,,,,,,,,,,
251,PT03M54.00S,2020-01-09T00:53:23.0Z,2,REGULAR,2pt,dunk,['pointsinthepaint'],1628464,5.469776609724048,50.80422794117647,1610612738,40,57,2020-01-09T00:53:26Z,2440000,-4.0,-1.0,1,left,D. Theis dunk (2 PTS) (M. Smart 3 AST),"[1628464, 203935]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,0.59,Made,2.0,,,,,M. Smart,203935.0,3.0,,,,,,,,,,,
253,PT03M35.00S,2020-01-09T00:53:41.7Z,2,REGULAR,2pt,dunk,['pointsinthepaint'],1626168,92.06636005256242,53.01011029411765,1610612759,40,59,2020-01-09T00:53:45Z,2460000,15.0,22.0,1,right,T. Lyles dunk (9 PTS) (D. Murray 2 AST),"[1626168, 1627749]",1610612759.0,SAS,cutting,,,Lyles,T. Lyles,,,,,3.15,Made,9.0,,,,,D. Murray,1627749.0,2.0,,,,,,,,,,,
255,PT03M18.00S,2020-01-09T00:53:58.9Z,2,REGULAR,3pt,jumpshot,[],1628464,28.07161629434954,81.68658088235294,1610612738,40,59,2020-01-09T00:54:03Z,2480000,-158.0,211.0,1,left,MISS D. Theis 27' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,26.86,Missed,,,,,,,,,,,,,,,,,,,
256,PT03M17.00S,2020-01-09T00:53:59.9Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,40,59,2020-01-09T00:54:03Z,2490000,,,0,,J. Brown REBOUND (Off:1 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,255.0,2.0,1.0,1.0,,,,,,,,,,,,,,
257,PT03M13.00S,2020-01-09T00:54:04.1Z,2,REGULAR,3pt,jumpshot,['2ndchance'],1628369,5.601182654402102,94.921875,1610612738,40,59,2020-01-09T00:54:09Z,2500000,-225.0,0.0,1,left,MISS J. Tatum 22' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,22.47,Missed,,,,,,,,,,,,,,,,,,,
258,PT03M12.00S,2020-01-09T00:54:05.1Z,2,REGULAR,rebound,defensive,[],200746,,,1610612759,40,59,2020-01-09T00:54:09Z,2510000,,,0,,L. Aldridge REBOUND (Off:0 Def:4),[200746],1610612759.0,SAS,,,,Aldridge,L. Aldridge,,,,,,,,257.0,4.0,4.0,0.0,,,,,,,,,,,,,,
259,PT03M02.00S,2020-01-09T00:54:20.2Z,2,REGULAR,foul,personal,[],1628464,,,1610612759,40,59,2020-01-09T00:54:32Z,2520000,,,0,,D. Theis FOUL personal (2 PF),"[1628464, 200746]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,1179.0,2.0,0.0,Aldridge,200746.0,,,
