actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
262,PT03M56.00S,2020-08-08T02:02:33.8Z,2,REGULAR,3pt,jumpshot,[],1628464,93.77463863337714,95.16697303921569,1610612738,28,43,2020-08-08T02:02:38Z,2600000,226.0,6.0,1,right,D. Theis 23' 3PT  (8 PTS) (G. Hayward 2 AST),"[1628464, 202330]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,22.61,Made,,,,,,,,,,8.0,G. Hayward,202330.0,2.0,,,,,,
264,PT03M32.00S,2020-08-08T02:02:57.6Z,2,REGULAR,3pt,jumpshot,[],1627783,4.02431011826544,96.14736519607843,1610612761,28,43,2020-08-08T02:03:02Z,2620000,-231.0,-15.0,1,left,MISS P. Siakam 23' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,23.09,Missed,,,,,,,,,,,,,,,,,,,
265,PT03M30.00S,2020-08-08T02:02:59.6Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,28,43,2020-08-08T02:03:02Z,2630000,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,264.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
266,PT03M20.00S,2020-08-08T02:03:09.4Z,2,REGULAR,3pt,jumpshot,[],1628464,94.43166885676742,95.41207107843137,1610612738,28,46,2020-08-08T02:03:14Z,2640000,227.0,0.0,1,right,D. Theis 23' 3PT  (11 PTS) (J. Brown 1 AST),"[1628464, 1627759]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,22.72,Made,,,,,,,,,,11.0,J. Brown,1627759.0,1.0,,,,,,
268,PT03M07.00S,2020-08-08T02:03:23.2Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627783,15.982260183968464,48.59834558823529,1610612761,28,46,2020-08-08T02:03:28Z,2660000,7.0,98.0,1,left,MISS P. Siakam 10' jumpshot,[1627783],1610612761.0,TOR,drivingfloating,,,Siakam,P. Siakam,,,,,10.34,Missed,,,,,,,,,,,,,,,,,,,
269,PT03M05.00S,2020-08-08T02:03:25.2Z,2,REGULAR,rebound,offensive,[],201188,,,1610612761,28,46,2020-08-08T02:03:25Z,2670000,,,0,,M. Gasol REBOUND (Off:1 Def:5),[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,268.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
270,PT02M54.00S,2020-08-08T02:03:36.4Z,2,REGULAR,3pt,jumpshot,['2ndchance'],1627783,23.078186596583443,11.588541666666668,1610612761,28,46,2020-08-08T02:03:42Z,2680000,192.0,164.0,1,left,MISS P. Siakam 26' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,25.65,Missed,,,,,,,,,,,,,,,,,,,
271,PT02M52.00S,2020-08-08T02:03:38.4Z,2,REGULAR,rebound,defensive,[],202330,,,1610612738,28,46,2020-08-08T02:03:42Z,2690000,,,0,,G. Hayward REBOUND (Off:0 Def:6),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,270.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
272,PT02M40.00S,2020-08-08T02:03:51.0Z,2,REGULAR,3pt,jumpshot,[],1628369,67.23061760840999,50.55912990196079,1610612738,28,46,2020-08-08T02:03:56Z,2700000,3.0,256.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.1,Missed,,,,,,,,,,,,,,,,,,,
273,PT02M36.00S,2020-08-08T02:03:55.0Z,2,REGULAR,rebound,defensive,[],201188,,,1610612761,28,46,2020-08-08T02:03:56Z,2710000,,,0,,M. Gasol REBOUND (Off:1 Def:6),[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,272.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
274,PT02M26.00S,2020-08-08T02:04:03.8Z,2,REGULAR,2pt,layup,['pointsinthepaint'],200768,5.995400788436268,44.18658088235294,1610612761,30,46,2020-08-08T02:17:05Z,2720000,29.0,4.0,1,left,K. Lowry layup (7 PTS),[200768],1610612761.0,TOR,driving,,,Lowry,K. Lowry,,,,,3.06,Made,,,,,,,,,,7.0,,,,,,,,,
275,PT02M19.00S,2020-08-08T02:04:14.5Z,2,REGULAR,timeout,full,['team'],0,,,1610612738,30,46,2020-08-08T02:04:20Z,2730000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT02M19.00S,2020-08-08T02:05:47.2Z,2,REGULAR,substitution,in,[],1628384,,,1610612738,30,46,2020-08-08T02:05:50Z,2750000,,,0,,substitution in Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT02M19.00S,2020-08-08T02:05:47.2Z,2,REGULAR,substitution,out,[],201188,,,1610612738,30,46,2020-08-08T02:06:16Z,2760000,,,0,,substitution out Gasol,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT02M14.00S,2020-08-08T02:07:52.6Z,2,REGULAR,2pt,dunk,['pointsinthepaint'],1628464,93.38042049934296,48.353247549019606,1610612738,30,46,2020-08-08T02:07:58Z,2770000,-8.0,10.0,1,right,MISS D. Theis dunk Blocked,"[1628464, 1627832]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,1.73,Missed,,,,,,,,,,,,,,VanVleet,1627832.0,,,,
280,PT02M14.00S,2020-08-08T02:07:52.6Z,2,REGULAR,block,,[],1627832,,,1610612738,30,46,2020-08-08T02:07:55Z,2780000,,,0,,F. VanVleet BLOCK (1 BLK),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT02M14.00S,2020-08-08T02:07:52.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,30,46,2020-08-08T02:07:58Z,2790000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,279.0,,,,,,,,,,,,,,,,,,
282,PT02M14.00S,2020-08-08T02:07:57.3Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612738,30,46,2020-08-08T02:07:57Z,2800000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT02M06.00S,2020-08-08T02:08:18.9Z,2,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612738,30,46,2020-08-08T02:08:31Z,2810000,,,0,,P. Siakam FOUL personal (3 PF) (Brown 2freethrow),"[1627783, 1627759]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,,,,,,,201640.0,3.0,0.0,Brown,1627759.0,,,,,,,,,,
285,PT02M06.00S,2020-08-08T02:08:44.8Z,2,REGULAR,freethrow,1of2,['2ndchance'],1627759,,,1610612738,30,47,2020-08-08T02:08:44Z,2830000,,,0,,J. Brown freethrow 1of2 (10 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,,,,,,10.0,,,,,,,,,
286,PT02M06.00S,2020-08-08T02:08:57.3Z,2,REGULAR,freethrow,2of2,['2ndchance'],1627759,,,1610612738,30,48,2020-08-08T02:08:57Z,2840000,,,0,,J. Brown freethrow 2of2 (11 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,,,,,,11.0,,,,,,,,,
287,PT02M02.00S,2020-08-08T02:09:09.0Z,2,REGULAR,3pt,jumpshot,[],200768,31.225361366622867,58.647365196078425,1610612761,30,48,2020-08-08T02:09:14Z,2850000,-43.0,241.0,1,left,MISS K. Lowry 25' 3PT,[200768],1610612761.0,TOR,pullup,,,Lowry,K. Lowry,,,,,25.03,Missed,,,,,,,,,,,,,,,,,,,
288,PT02M00.00S,2020-08-08T02:09:11.0Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,30,48,2020-08-08T02:09:14Z,2860000,,,0,,D. Theis REBOUND (Off:1 Def:4),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,287.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
289,PT01M54.00S,2020-08-08T02:09:17.6Z,2,REGULAR,3pt,jumpshot,[],203935,68.28186596583443,67.22579656862744,1610612738,30,48,2020-08-08T02:09:22Z,2870000,86.0,246.0,1,right,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.55,Missed,,,,,,,,,,,,,,,,,,,
290,PT01M52.00S,2020-08-08T02:09:19.6Z,2,REGULAR,rebound,defensive,[],1626181,,,1610612761,30,48,2020-08-08T02:09:22Z,2880000,,,0,,N. Powell REBOUND (Off:0 Def:3),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,289.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
291,PT01M48.00S,2020-08-08T02:09:25.4Z,2,REGULAR,turnover,outofbounds,[],200768,,,1610612761,30,48,2020-08-08T02:09:35Z,2890000,,,0,,K. Lowry TURNOVER outofbounds (3 TOV),[200768],1610612761.0,TOR,lostball,,,Lowry,K. Lowry,,,,,,,,,,,1627962.0,,,,,,,,,,,3.0,,,
292,PT01M40.00S,2020-08-08T02:09:40.9Z,2,REGULAR,turnover,traveling,[],1628464,,,1610612738,30,48,2020-08-08T02:09:51Z,2900000,,,0,,D. Theis TURNOVER traveling (1 TOV),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,202041.0,,,,,,,,,,,1.0,,,
293,PT01M24.00S,2020-08-08T02:10:10.5Z,2,REGULAR,3pt,jumpshot,['fromturnover'],1627832,19.004599211563733,91.24540441176471,1610612761,30,48,2020-08-08T02:10:16Z,2910000,-206.0,126.0,1,left,MISS F. VanVleet 24' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,24.46,Missed,,,,,,,,,,,,,,,,,,,
294,PT01M21.00S,2020-08-08T02:10:13.5Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,30,48,2020-08-08T02:10:16Z,2920000,,,0,,J. Brown REBOUND (Off:1 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,293.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
295,PT01M00.00S,2020-08-08T02:10:35.4Z,2,REGULAR,3pt,jumpshot,[],203935,71.30420499342969,76.53952205882352,1610612738,30,48,2020-08-08T02:11:44Z,2930000,133.0,217.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,,
296,PT00M59.60S,2020-08-08T02:10:35.8Z,2,REGULAR,rebound,defensive,[],200768,,,1610612761,30,48,2020-08-08T02:10:55Z,2940000,,,0,,K. Lowry REBOUND (Off:0 Def:2),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,295.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
297,PT00M59.60S,2020-08-08T02:10:56.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612761,30,48,2020-08-08T02:11:02Z,2950000,,,0,,M. Smart FOUL personal (1 PF) (Lowry inpenalty),"[203935, 200768]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,202041.0,1.0,0.0,Lowry,200768.0,,,,,,,,,,
299,PT00M59.60S,2020-08-08T02:11:14.7Z,2,REGULAR,freethrow,1of2,[],200768,,,1610612761,31,48,2020-08-08T02:11:14Z,2970000,,,0,,K. Lowry freethrow 1of2 (8 PTS),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,Made,,,,,,,,,,8.0,,,,,,,,,
300,PT00M59.60S,2020-08-08T02:11:15.2Z,2,REGULAR,substitution,out,[],1627783,,,1610612761,31,48,2020-08-08T02:11:18Z,2980000,,,0,,substitution out Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT00M59.60S,2020-08-08T02:11:15.2Z,2,REGULAR,substitution,in,[],1626178,,,1610612761,31,48,2020-08-08T02:11:18Z,2990000,,,0,,substitution in Hollis-Jefferson,[1626178],1610612761.0,TOR,,,,Hollis-Jefferson,R. Hollis-Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT00M59.60S,2020-08-08T02:11:15.2Z,2,REGULAR,substitution,out,[],1626181,,,1610612761,31,48,2020-08-08T02:11:29Z,3000000,,,0,,substitution out Powell,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT00M59.60S,2020-08-08T02:11:15.2Z,2,REGULAR,substitution,in,[],1628449,,,1610612761,31,48,2020-08-08T02:11:29Z,3010000,,,0,,substitution in Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT00M59.60S,2020-08-08T02:11:43.4Z,2,REGULAR,freethrow,2of2,[],200768,,,1610612761,32,48,2020-08-08T02:11:43Z,3020000,,,0,,K. Lowry freethrow 2of2 (9 PTS),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,Made,,,,,,,,,,9.0,,,,,,,,,
305,PT00M50.80S,2020-08-08T02:11:57.4Z,2,REGULAR,3pt,jumpshot,[],1628464,97.58541392904073,95.90226715686273,1610612738,32,48,2020-08-08T02:12:03Z,3030000,230.0,-30.0,1,right,MISS D. Theis 23' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,23.08,Missed,,,,,,,,,,,,,,,,,,,
306,PT00M47.80S,2020-08-08T02:12:00.5Z,2,REGULAR,rebound,offensive,[],202330,,,1610612738,32,48,2020-08-08T02:12:00Z,3040000,,,0,,G. Hayward REBOUND (Off:1 Def:6),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,305.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
307,PT00M47.30S,2020-08-08T02:12:02.1Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202330,93.77463863337714,45.41207107843137,1610612738,32,50,2020-08-08T02:16:05Z,3050000,-23.0,6.0,1,right,G. Hayward layup (4 PTS),[202330],1610612738.0,BOS,putback,,,Hayward,G. Hayward,,,,,2.56,Made,,,,,,,,,,4.0,,,,,,,,,
308,PT00M33.60S,2020-08-08T02:12:18.5Z,2,REGULAR,3pt,jumpshot,[],1628449,31.225361366622867,50.80422794117647,1610612761,35,50,2020-08-08T02:12:24Z,3060000,-4.0,241.0,1,left,C. Boucher 25' 3PT  (3 PTS) (K. Lowry 2 AST),"[1628449, 200768]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,24.65,Made,,,,,,,,,,3.0,K. Lowry,200768.0,2.0,,,,,,
310,PT00M11.10S,2020-08-08T02:12:45.9Z,2,REGULAR,2pt,jumpshot,[],1628369,92.59198423127464,90.01991421568627,1610612738,35,52,2020-08-08T02:12:52Z,3080000,200.0,17.0,1,right,J. Tatum 20' jumpshot (8 PTS),[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,20.14,Made,,,,,,,,,,8.0,,,,,,,,,
311,PT00M03.30S,2020-08-08T02:12:57.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612761,35,52,2020-08-08T02:13:02Z,3090000,,,0,,J. Brown FOUL personal (2 PF) (VanVleet inpenalty),"[1627759, 1627832]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,1627962.0,2.0,0.0,VanVleet,1627832.0,,,,,,,,,,
313,PT00M03.30S,2020-08-08T02:13:19.3Z,2,REGULAR,freethrow,1of2,[],1627832,,,1610612761,36,52,2020-08-08T02:13:19Z,3110000,,,0,,F. VanVleet freethrow 1of2 (9 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Made,,,,,,,,,,9.0,,,,,,,,,
314,PT00M03.30S,2020-08-08T02:13:33.5Z,2,REGULAR,freethrow,2of2,[],1627832,,,1610612761,37,52,2020-08-08T02:13:33Z,3120000,,,0,,F. VanVleet freethrow 2of2 (10 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Made,,,,,,,,,,10.0,,,,,,,,,
315,PT00M01.90S,2020-08-08T02:13:40.3Z,2,REGULAR,turnover,badpass,[],1628369,,,1610612738,37,52,2020-08-08T02:13:45Z,3130000,,,0,,J. Tatum TURNOVER badpass (2 TOV) Stolen,"[1628369, 200768]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,2.0,Lowry,200768.0,
316,PT00M01.90S,2020-08-08T02:13:40.3Z,2,REGULAR,steal,,[],200768,,,1610612761,37,52,2020-08-08T02:13:42Z,3140000,,,0,,K. Lowry STEAL (1 STL),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT00M00.00S,2020-08-08T02:13:48.2Z,2,REGULAR,period,end,[],0,,,1610612761,37,52,2020-08-08T02:13:48Z,3170000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2020-08-08T02:30:19.1Z,3,REGULAR,substitution,out,['startperiod'],1626178,,,1610612761,37,52,2020-08-08T02:30:53Z,3180000,,,0,,substitution out Hollis-Jefferson,[1626178],1610612761.0,TOR,,,,Hollis-Jefferson,R. Hollis-Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2020-08-08T02:30:19.1Z,3,REGULAR,substitution,out,['startperiod'],1628449,,,1610612761,37,52,2020-08-08T02:30:53Z,3190000,,,0,,substitution out Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2020-08-08T02:30:19.1Z,3,REGULAR,substitution,out,['startperiod'],203935,,,1610612761,37,52,2020-08-08T02:30:53Z,3200000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2020-08-08T02:30:19.1Z,3,REGULAR,substitution,in,['startperiod'],201188,,,1610612761,37,52,2020-08-08T02:30:53Z,3210000,,,0,,substitution in Gasol,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2020-08-08T02:30:19.1Z,3,REGULAR,substitution,in,['startperiod'],1627783,,,1610612761,37,52,2020-08-08T02:30:53Z,3220000,,,0,,substitution in Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2020-08-08T02:30:19.1Z,3,REGULAR,substitution,in,['startperiod'],202689,,,1610612761,37,52,2020-08-08T02:30:53Z,3230000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2020-08-08T02:31:03.1Z,3,REGULAR,period,start,[],0,,,1610612761,37,52,2020-08-08T02:31:03Z,3240000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT11M40.00S,2020-08-08T02:31:22.6Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1627783,91.01511169513797,41.73560049019608,1610612761,39,52,2020-08-08T02:31:27Z,3250000,-41.0,32.0,1,right,P. Siakam 6' layup (7 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,5.58,Made,,,,,,,,,,7.0,,,,,,,,,
328,PT11M21.00S,2020-08-08T02:31:40.9Z,3,REGULAR,turnover,lostball,[],1628369,,,1610612738,39,52,2020-08-08T02:31:45Z,3260000,,,0,,J. Tatum TURNOVER lostball (3 TOV) Stolen,"[1628369, 200768]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,3.0,Lowry,200768.0,
329,PT11M21.00S,2020-08-08T02:31:40.9Z,3,REGULAR,steal,,[],200768,,,1610612761,39,52,2020-08-08T02:31:42Z,3270000,,,0,,K. Lowry STEAL (2 STL),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT11M16.00S,2020-08-08T02:31:45.8Z,3,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627832,93.24901445466492,55.70618872549019,1610612761,39,52,2020-08-08T02:34:23Z,3280000,29.0,11.0,1,right,MISS F. VanVleet layup,[1627832],1610612761.0,TOR,running,,,VanVleet,F. VanVleet,,,,,3.29,Missed,,,,,,,,,,,,,,,,,,,
331,PT11M16.00S,2020-08-08T02:31:45.8Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,39,52,2020-08-08T02:34:23Z,3290000,,,0,,D. Theis REBOUND (Off:1 Def:5),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,330.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
332,PT11M16.00S,2020-08-08T02:31:49.6Z,3,REGULAR,foul,personal,[],200768,,,1610612738,39,52,2020-08-08T02:31:52Z,3300000,,,0,,K. Lowry FOUL personal (3 PF),"[200768, 1628464]",1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,1627962.0,3.0,0.0,Theis,1628464.0,,,,,,,,,,
334,PT11M06.00S,2020-08-08T02:32:15.4Z,3,REGULAR,2pt,jumpshot,[],202689,22.026938239159,37.07873774509804,1610612738,39,54,2020-08-08T02:32:21Z,3320000,65.0,155.0,1,left,K. Walker 17' jumpshot (5 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,17.26,Made,,,,,,,,,,5.0,,,,,,,,,
335,PT11M06.00S,2020-08-08T02:32:17.7Z,3,REGULAR,foul,personal,['1freethrow'],1627783,,,1610612738,39,54,2020-08-08T02:32:26Z,3330000,,,0,,P. Siakam FOUL personal (4 PF) (Walker 1freethrow),"[1627783, 202689]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,,,,,,,202041.0,4.0,0.0,Walker,202689.0,,,,,,,,,,
337,PT11M06.00S,2020-08-08T02:32:38.0Z,3,REGULAR,freethrow,1of1,[],202689,,,1610612738,39,55,2020-08-08T02:32:38Z,3350000,,,0,,K. Walker freethrow 1of1 (6 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,,,,,,6.0,,,,,,,,,
338,PT10M48.00S,2020-08-08T02:32:58.4Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],201188,85.62746386333771,37.07873774509804,1610612761,41,55,2020-08-08T03:05:18Z,3360000,-65.0,83.0,1,right,M. Gasol 11' jumpshot (4 PTS),[201188],1610612761.0,TOR,fadeaway,,,Gasol,M. Gasol,,,,,10.92,Made,,,,,,,,,,4.0,,,,,,,,,
339,PT10M28.00S,2020-08-08T02:33:18.1Z,3,REGULAR,3pt,jumpshot,[],1627759,16.507884362680684,93.2061887254902,1610612738,41,55,2020-08-08T02:33:24Z,3370000,-216.0,103.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.16,Missed,,,,,,,,,,,,,,,,,,,
340,PT10M25.00S,2020-08-08T02:33:21.1Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612761,41,55,2020-08-08T02:33:24Z,3380000,,,0,,O. Anunoby REBOUND (Off:1 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,339.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
341,PT10M22.00S,2020-08-08T02:33:27.1Z,3,REGULAR,foul,personal,['2freethrow'],202330,,,1610612761,41,55,2020-08-08T02:33:35Z,3390000,,,0,,G. Hayward FOUL personal (3 PF) (Lowry 2freethrow),"[202330, 200768]",1610612738.0,BOS,shooting,,,Hayward,G. Hayward,,,,,,,,,,,201640.0,3.0,0.0,Lowry,200768.0,,,,,,,,,,
343,PT10M22.00S,2020-08-08T02:33:54.9Z,3,REGULAR,freethrow,1of2,[],200768,,,1610612761,42,55,2020-08-08T02:33:54Z,3410000,,,0,,K. Lowry freethrow 1of2 (10 PTS),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,Made,,,,,,,,,,10.0,,,,,,,,,
344,PT10M22.00S,2020-08-08T02:34:07.5Z,3,REGULAR,freethrow,2of2,[],200768,,,1610612761,43,55,2020-08-08T02:34:07Z,3420000,,,0,,K. Lowry freethrow 2of2 (11 PTS),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,Made,,,,,,,,,,11.0,,,,,,,,,
345,PT10M12.00S,2020-08-08T02:34:19.0Z,3,REGULAR,turnover,lostball,[],202689,,,1610612738,43,55,2020-08-08T02:34:23Z,3430000,,,0,,K. Walker TURNOVER lostball (2 TOV) Stolen,"[202689, 1627832]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,2.0,VanVleet,1627832.0,
346,PT10M12.00S,2020-08-08T02:34:19.0Z,3,REGULAR,steal,,[],1627832,,,1610612761,43,55,2020-08-08T02:34:20Z,3440000,,,0,,F. VanVleet STEAL (2 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT10M09.00S,2020-08-08T02:34:22.6Z,3,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627832,92.46057818659659,45.90226715686275,1610612761,45,55,2020-08-08T02:34:43Z,3450000,-20.0,18.0,1,right,F. VanVleet layup (12 PTS),[1627832],1610612761.0,TOR,running,,,VanVleet,F. VanVleet,,,,,3.15,Made,,,,,,,,,,12.0,,,,,,,,,
348,PT10M09.00S,2020-08-08T02:34:28.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,45,55,2020-08-08T02:34:28Z,3460000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT09M55.00S,2020-08-08T02:38:01.8Z,3,REGULAR,3pt,jumpshot,[],202689,5.601182654402102,94.67677696078431,1610612738,45,55,2020-08-08T02:38:09Z,3480000,-223.0,0.0,1,left,MISS K. Walker 22' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,22.35,Missed,,,,,,,,,,,,,,,,,,,
351,PT09M53.00S,2020-08-08T02:38:03.9Z,3,REGULAR,rebound,defensive,[],201188,,,1610612761,45,55,2020-08-08T02:38:03Z,3490000,,,0,,M. Gasol REBOUND (Off:1 Def:7),[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,350.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
