actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
364,PT00M45.10S,2020-07-26T18:32:39.1Z,2,REGULAR,3pt,jumpshot,['fastbreak'],1626163,19.136005256241788,4.970894607843137,1610612756,59,57,2020-07-26T18:32:45Z,3620000,225.0,127.0,1,left,MISS F. Kaminsky 26' 3PT,[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,26.14,Missed,,,,,,,,,,,,,,,,
365,PT00M42.40S,2020-07-26T18:32:41.8Z,2,REGULAR,rebound,defensive,[],202330,,,1610612738,59,57,2020-07-26T18:32:45Z,3630000,,,0,,G. Hayward REBOUND (Off:0 Def:3),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,364.0,3.0,3.0,0.0,,,,,,,,,,,
366,PT00M36.60S,2020-07-26T18:32:48.6Z,2,REGULAR,3pt,jumpshot,[],1627759,65.25952693823915,46.88265931372549,1610612738,62,57,2020-07-26T18:32:53Z,3640000,-16.0,274.0,1,right,J. Brown 28' 3PT  (18 PTS) (G. Hayward 3 AST),"[1627759, 202330]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,28.0,Made,18.0,,,,,,,,,,G. Hayward,202330.0,3.0,,,
368,PT00M36.60S,2020-07-26T18:32:57.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612756,62,57,2020-07-26T18:32:57Z,3660000,,,0,,timeout full,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT00M36.60S,2020-07-26T18:33:55.5Z,2,REGULAR,substitution,out,[],203967,,,1610612756,62,57,2020-07-26T18:34:35Z,3670000,,,0,,substitution out Saric,[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT00M36.60S,2020-07-26T18:33:55.5Z,2,REGULAR,substitution,in,[],1629661,,,1610612756,62,57,2020-07-26T18:34:35Z,3680000,,,0,,substitution in Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT00M28.10S,2020-07-26T18:34:52.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612756,62,57,2020-07-26T18:35:01Z,3690000,,,0,,M. Smart FOUL personal (1 PF) (Payne inpenalty),"[203935, 1626166]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,1146.0,1.0,0.0,Payne,1626166.0,,,,,,
373,PT00M28.10S,2020-07-26T18:35:17.4Z,2,REGULAR,freethrow,1of2,[],1626166,,,1610612756,62,58,2020-07-26T18:35:17Z,3710000,,,0,,C. Payne freethrow 1of2 (5 PTS),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
374,PT00M28.10S,2020-07-26T18:35:20.2Z,2,REGULAR,substitution,out,[],1626163,,,1610612756,62,58,2020-07-26T18:35:27Z,3720000,,,0,,substitution out Kaminsky,[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT00M28.10S,2020-07-26T18:35:20.2Z,2,REGULAR,substitution,in,[],1628975,,,1610612756,62,58,2020-07-26T18:35:27Z,3730000,,,0,,substitution in Carter,[1628975],1610612756.0,PHX,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT00M28.10S,2020-07-26T18:35:38.8Z,2,REGULAR,freethrow,2of2,[],1626166,,,1610612756,62,59,2020-07-26T18:35:38Z,3740000,,,0,,C. Payne freethrow 2of2 (6 PTS),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
377,PT00M07.30S,2020-07-26T18:36:05.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626166,,,1610612738,62,59,2020-07-26T18:36:14Z,3750000,,,0,,C. Payne FOUL personal (1 PF) (Tatum inpenalty),"[1626166, 1628369]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,202007.0,1.0,0.0,Tatum,1628369.0,,,,,,
379,PT00M07.30S,2020-07-26T18:36:27.5Z,2,REGULAR,freethrow,1of2,[],1628369,,,1610612738,63,59,2020-07-26T18:36:27Z,3770000,,,0,,J. Tatum freethrow 1of2 (14 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Made,14.0,,,,,,,,,,,,,,,
380,PT00M07.30S,2020-07-26T18:36:27.5Z,2,REGULAR,freethrow,2of2,[],1628369,,,1610612738,63,59,2020-07-26T18:36:59Z,3780000,,,0,,MISS J. Tatum freethrow 2of2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Missed,,,,,,,,,,,,,,,,
381,PT00M07.30S,2020-07-26T18:36:27.5Z,2,REGULAR,rebound,defensive,[],1628975,,,1610612756,63,59,2020-07-26T18:37:25Z,3790000,,,0,,J. Carter REBOUND (Off:0 Def:1),[1628975],1610612756.0,PHX,,,,Carter,J. Carter,,,,,,,,,,,380.0,1.0,1.0,0.0,,,,,,,,,,,
382,PT00M00.70S,2020-07-26T18:36:55.7Z,2,REGULAR,3pt,jumpshot,[],1626164,25.57490144546649,85.36305147058823,1610612756,63,59,2020-07-26T18:37:13Z,3800000,-177.0,188.0,1,left,MISS D. Booker 26' 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,,,,26.2,Missed,,,,,,,,,,,,,,,,
383,PT00M00.70S,2020-07-26T18:36:55.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,63,59,2020-07-26T18:37:04Z,3810000,,,0,,Team offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,382.0,,,,,,,,,,,,,,
384,PT00M00.00S,2020-07-26T18:36:59.7Z,2,REGULAR,period,end,[],0,,,1610612756,63,59,2020-07-26T18:36:59Z,3820000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT12M00.00S,2020-07-26T18:51:03.2Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612756,63,59,2020-07-26T18:52:20Z,3830000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT12M00.00S,2020-07-26T18:51:03.2Z,3,REGULAR,substitution,out,['startperiod'],1626166,,,1610612756,63,59,2020-07-26T18:52:20Z,3840000,,,0,,substitution out Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT12M00.00S,2020-07-26T18:51:03.2Z,3,REGULAR,substitution,out,['startperiod'],1628975,,,1610612756,63,59,2020-07-26T18:52:20Z,3850000,,,0,,substitution out Carter,[1628975],1610612756.0,PHX,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT12M00.00S,2020-07-26T18:51:03.2Z,3,REGULAR,substitution,in,['startperiod'],1628464,,,1610612756,63,59,2020-07-26T18:52:20Z,3860000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT12M00.00S,2020-07-26T18:51:03.2Z,3,REGULAR,substitution,in,['startperiod'],201937,,,1610612756,63,59,2020-07-26T18:52:20Z,3870000,,,0,,substitution in Rubio,[201937],1610612756.0,PHX,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT12M00.00S,2020-07-26T18:51:03.2Z,3,REGULAR,substitution,in,['startperiod'],1629028,,,1610612756,63,59,2020-07-26T18:52:20Z,3880000,,,0,,substitution in Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT12M00.00S,2020-07-26T18:52:17.8Z,3,REGULAR,period,start,[],0,,,1610612738,63,59,2020-07-26T18:52:20Z,3890000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT11M51.00S,2020-07-26T18:52:27.5Z,3,REGULAR,foul,personal,[],201937,,,1610612738,63,59,2020-07-26T18:52:34Z,3900000,,,0,,R. Rubio FOUL personal (3 PF),"[201937, 203935]",1610612756.0,PHX,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,1146.0,3.0,0.0,Smart,203935.0,,,,,,
394,PT11M44.00S,2020-07-26T18:52:48.9Z,3,REGULAR,2pt,jumpshot,[],202330,26.10052562417871,40.01991421568628,1610612738,65,59,2020-07-26T18:52:54Z,3920000,50.0,193.0,1,left,G. Hayward 20' jumpshot (9 PTS),[202330],1610612738.0,BOS,pullup,,,Hayward,G. Hayward,,,,,,,,20.45,Made,9.0,,,,,,,,,,,,,,,
395,PT11M27.00S,2020-07-26T18:53:07.7Z,3,REGULAR,foul,personal,['2freethrow'],203935,,,1610612756,65,59,2020-07-26T18:53:43Z,3930000,,,0,,M. Smart FOUL personal (2 PF) (Rubio 2freethrow),"[203935, 201937]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,,202026.0,2.0,0.0,Rubio,201937.0,,,,,,
397,PT11M27.00S,2020-07-26T18:53:47.5Z,3,REGULAR,freethrow,1of2,[],201937,,,1610612756,65,60,2020-07-26T18:53:47Z,3950000,,,0,,R. Rubio freethrow 1of2 (5 PTS),[201937],1610612756.0,PHX,,,,Rubio,R. Rubio,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
398,PT11M27.00S,2020-07-26T18:53:55.9Z,3,REGULAR,freethrow,2of2,[],201937,,,1610612756,65,61,2020-07-26T18:53:55Z,3960000,,,0,,R. Rubio freethrow 2of2 (6 PTS),[201937],1610612756.0,PHX,,,,Rubio,R. Rubio,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
399,PT11M16.00S,2020-07-26T18:54:11.6Z,3,REGULAR,turnover,outofbounds,[],202330,,,1610612738,65,61,2020-07-26T18:54:20Z,3970000,,,0,,G. Hayward TURNOVER outofbounds (1 TOV),[202330],1610612738.0,BOS,badpass,,,Hayward,G. Hayward,,,,,1.0,,,,,,,,,,1146.0,,,,,,,,,,
400,PT11M03.00S,2020-07-26T18:54:27.6Z,3,REGULAR,2pt,jumpshot,['fromturnover'],1629028,79.58278580814718,49.333639705882355,1610612756,65,61,2020-07-26T18:54:34Z,3980000,-3.0,139.0,1,right,MISS D. Ayton 14' jumpshot,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,14.49,Missed,,,,,,,,,,,,,,,,
401,PT10M59.00S,2020-07-26T18:54:31.6Z,3,REGULAR,rebound,defensive,[],202330,,,1610612738,65,61,2020-07-26T18:54:34Z,3990000,,,0,,G. Hayward REBOUND (Off:0 Def:4),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,400.0,4.0,4.0,0.0,,,,,,,,,,,
402,PT10M48.00S,2020-07-26T18:54:42.5Z,3,REGULAR,3pt,jumpshot,[],1627759,6.652431011826544,4.4806985294117645,1610612738,65,61,2020-07-26T18:54:47Z,4000000,228.0,10.0,1,left,MISS J. Brown 23' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,22.81,Missed,,,,,,,,,,,,,,,,
403,PT10M43.00S,2020-07-26T18:54:47.5Z,3,REGULAR,rebound,defensive,[],1628969,,,1610612756,65,61,2020-07-26T18:54:47Z,4010000,,,0,,M. Bridges REBOUND (Off:1 Def:3),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,402.0,4.0,3.0,1.0,,,,,,,,,,,
404,PT10M41.00S,2020-07-26T18:54:48.5Z,3,REGULAR,3pt,jumpshot,['fastbreak'],1626164,64.60249671484888,16.490502450980394,1610612756,65,61,2020-07-26T18:54:56Z,4020000,-168.0,280.0,1,right,MISS D. Booker 33' 3PT,[1626164],1610612756.0,PHX,runningpullup,,,Booker,D. Booker,,,,,,,,33.12,Missed,,,,,,,,,,,,,,,,
405,PT10M38.00S,2020-07-26T18:54:52.5Z,3,REGULAR,rebound,offensive,[],1629661,,,1610612756,65,61,2020-07-26T18:54:52Z,4030000,,,0,,C. Johnson REBOUND (Off:2 Def:0),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,404.0,2.0,0.0,2.0,,,,,,,,,,,
406,PT10M27.00S,2020-07-26T18:55:03.8Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1629028,92.06636005256242,48.353247549019606,1610612756,65,63,2020-07-26T18:55:09Z,4040000,-8.0,22.0,1,right,D. Ayton layup (7 PTS) (D. Booker 5 AST),"[1629028, 1626164]",1610612756.0,PHX,cutting,,,Ayton,D. Ayton,,,,,,,,2.88,Made,7.0,,,,,,,,,,D. Booker,1626164.0,5.0,,,
408,PT10M06.00S,2020-07-26T18:55:24.7Z,3,REGULAR,turnover,badpass,[],203935,,,1610612738,65,63,2020-07-26T18:55:28Z,4060000,,,0,,M. Smart TURNOVER badpass (3 TOV) Stolen,"[203935, 1629028]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,3.0,Ayton,1629028.0,,,,,,,,,,,,,,,,,,
409,PT10M06.00S,2020-07-26T18:55:24.7Z,3,REGULAR,steal,,[],1629028,,,1610612756,65,63,2020-07-26T18:55:26Z,4070000,,,0,,D. Ayton STEAL (2 STL),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT10M02.00S,2020-07-26T18:55:29.1Z,3,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629661,93.77463863337714,45.65716911764706,1610612756,65,65,2020-07-26T18:55:37Z,4080000,-22.0,6.0,1,right,C. Johnson dunk (4 PTS) (R. Rubio 3 AST),"[1629661, 201937]",1610612756.0,PHX,running,,,Johnson,C. Johnson,,,,,,,,2.46,Made,4.0,,,,,,,,,,R. Rubio,201937.0,3.0,,,
412,PT10M01.00S,2020-07-26T18:55:35.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,65,65,2020-07-26T18:55:35Z,4100000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT09M49.00S,2020-07-26T18:58:42.2Z,3,REGULAR,turnover,traveling,[],203935,,,1610612738,65,65,2020-07-26T18:58:49Z,4110000,,,0,,M. Smart TURNOVER traveling (4 TOV),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,4.0,,,,,,,,,,202007.0,,,,,,,,,,
414,PT09M33.00S,2020-07-26T18:59:06.4Z,3,REGULAR,3pt,jumpshot,['fromturnover'],1629661,66.3107752956636,65.51011029411765,1610612756,65,65,2020-07-26T18:59:11Z,4120000,78.0,264.0,1,right,MISS C. Johnson 28' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,28.06,Missed,,,,,,,,,,,,,,,,
415,PT09M28.00S,2020-07-26T18:59:11.4Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,65,65,2020-07-26T18:59:11Z,4130000,,,0,,M. Smart REBOUND (Off:0 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,414.0,4.0,4.0,0.0,,,,,,,,,,,
416,PT09M19.00S,2020-07-26T18:59:19.4Z,3,REGULAR,3pt,jumpshot,[],1628369,8.623521681997373,95.16697303921569,1610612738,65,65,2020-07-26T18:59:25Z,4140000,-226.0,29.0,1,left,MISS J. Tatum 23' 3PT,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,,,,22.84,Missed,,,,,,,,,,,,,,,,
417,PT09M16.00S,2020-07-26T18:59:22.4Z,3,REGULAR,rebound,defensive,[],1629661,,,1610612756,65,65,2020-07-26T18:59:28Z,4150000,,,0,,C. Johnson REBOUND (Off:2 Def:1),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,416.0,3.0,1.0,2.0,,,,,,,,,,,
418,PT09M11.00S,2020-07-26T18:59:27.2Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1626164,93.51182654402102,43.94148284313725,1610612756,65,67,2020-07-26T18:59:33Z,4160000,-30.0,8.0,1,right,D. Booker layup (17 PTS) (R. Rubio 4 AST),"[1626164, 201937]",1610612756.0,PHX,cutting,,,Booker,D. Booker,,,,,,,,3.34,Made,17.0,,,,,,,,,,R. Rubio,201937.0,4.0,,,
420,PT08M53.00S,2020-07-26T18:59:45.5Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],202330,17.559132720105126,57.176776960784316,1610612738,67,67,2020-07-26T18:59:50Z,4180000,-36.0,113.0,1,left,G. Hayward 12' jumpshot (11 PTS),[202330],1610612738.0,BOS,turnaroundfadeaway,,,Hayward,G. Hayward,,,,,,,,12.34,Made,11.0,,,,,,,,,,,,,,,
421,PT08M47.00S,2020-07-26T18:59:54.0Z,3,REGULAR,foul,personal,[],1628369,,,1610612756,67,67,2020-07-26T19:00:16Z,4190000,,,0,,J. Tatum FOUL personal (1 PF),"[1628369, 1626164]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,202007.0,1.0,0.0,Booker,1626164.0,,,,,,
423,PT08M41.00S,2020-07-26T19:00:28.6Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1629028,92.59198423127464,45.90226715686275,1610612756,67,69,2020-07-26T19:00:38Z,4210000,-20.0,17.0,1,right,D. Ayton layup (9 PTS) (D. Booker 6 AST),"[1629028, 1626164]",1610612756.0,PHX,alleyoop,,,Ayton,D. Ayton,,,,,,,,3.05,Made,9.0,,,,,,,,,,D. Booker,1626164.0,6.0,,,
425,PT08M26.00S,2020-07-26T19:00:41.0Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1627759,7.703679369250986,50.80422794117647,1610612738,69,69,2020-07-26T19:02:11Z,4230000,-4.0,20.0,1,left,J. Brown layup (20 PTS) (D. Theis 1 AST),"[1627759, 1628464]",1610612738.0,BOS,drivingfingerroll,,,Brown,J. Brown,,,,,,,,2.57,Made,20.0,,,,,,,,,,D. Theis,1628464.0,1.0,,,
427,PT08M26.00S,2020-07-26T19:00:47.9Z,3,REGULAR,foul,personal,['1freethrow'],1626164,,,1610612738,69,69,2020-07-26T19:01:02Z,4250000,,,0,,D. Booker FOUL personal (3 PF) (Brown 1freethrow),"[1626164, 1627759]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,,,,,,,,,,,202007.0,3.0,0.0,Brown,1627759.0,,,,,,
429,PT08M26.00S,2020-07-26T19:01:08.6Z,3,REGULAR,freethrow,1of1,[],1627759,,,1610612738,70,69,2020-07-26T19:01:08Z,4270000,,,0,,J. Brown freethrow 1of1 (21 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,Made,21.0,,,,,,,,,,,,,,,
430,PT08M14.00S,2020-07-26T19:01:22.0Z,3,REGULAR,3pt,jumpshot,[],1628969,67.88764783180025,48.84344362745098,1610612756,70,72,2020-07-26T19:01:27Z,4280000,-6.0,249.0,1,right,M. Bridges 26' 3PT  (13 PTS) (C. Johnson 1 AST),"[1628969, 1629661]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,25.5,Made,13.0,,,,,,,,,,C. Johnson,1629661.0,1.0,,,
432,PT07M56.00S,2020-07-26T19:01:39.9Z,3,REGULAR,2pt,jumpshot,[],1627759,14.668199737187912,68.45128676470588,1610612738,70,72,2020-07-26T19:01:44Z,4300000,-92.0,85.0,1,left,MISS J. Brown 13' jumpshot,[1627759],1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,,,,12.95,Missed,,,,,,,,,,,,,,,,
433,PT07M53.00S,2020-07-26T19:01:42.9Z,3,REGULAR,rebound,defensive,[],1626164,,,1610612756,70,72,2020-07-26T19:01:44Z,4310000,,,0,,D. Booker REBOUND (Off:0 Def:4),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,432.0,4.0,4.0,0.0,,,,,,,,,,,
434,PT07M45.00S,2020-07-26T19:01:50.9Z,3,REGULAR,2pt,jumpshot,[],1628969,87.86136662286465,75.80422794117648,1610612756,70,72,2020-07-26T19:03:12Z,4320000,129.0,62.0,1,right,MISS M. Bridges 15' jumpshot,[1628969],1610612756.0,PHX,pullup,,,Bridges,M. Bridges,,,,,,,,14.54,Missed,,,,,,,,,,,,,,,,
435,PT07M41.00S,2020-07-26T19:01:54.9Z,3,REGULAR,rebound,defensive,[],202330,,,1610612738,70,72,2020-07-26T19:01:56Z,4330000,,,0,,G. Hayward REBOUND (Off:0 Def:5),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,434.0,5.0,5.0,0.0,,,,,,,,,,,
436,PT07M29.00S,2020-07-26T19:02:07.1Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628369,13.485545335085414,46.392463235294116,1610612738,70,72,2020-07-26T19:02:12Z,4340000,18.0,74.0,1,left,MISS J. Tatum 8' layup Blocked,"[1628369, 1628969]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,8.18,Missed,,,,,,,,,,,,,,Bridges,1628969.0,
437,PT07M29.00S,2020-07-26T19:02:07.1Z,3,REGULAR,block,,[],1628969,,,1610612738,70,72,2020-07-26T19:02:09Z,4350000,,,0,,M. Bridges BLOCK (2 BLK),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT07M26.00S,2020-07-26T19:02:10.1Z,3,REGULAR,rebound,defensive,[],201937,,,1610612756,70,72,2020-07-26T19:02:12Z,4360000,,,0,,R. Rubio REBOUND (Off:0 Def:2),[201937],1610612756.0,PHX,,,,Rubio,R. Rubio,,,,,,,,,,,436.0,2.0,2.0,0.0,,,,,,,,,,,
439,PT07M24.00S,2020-07-26T19:02:12.4Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1629028,93.24901445466492,47.127757352941174,1610612756,70,74,2020-07-26T19:02:21Z,4370000,-14.0,11.0,1,right,D. Ayton layup (11 PTS) (D. Booker 7 AST),"[1629028, 1626164]",1610612756.0,PHX,runningalleyoop,,,Ayton,D. Ayton,,,,,,,,2.19,Made,11.0,,,,,,,,,,D. Booker,1626164.0,7.0,,,
441,PT07M10.00S,2020-07-26T19:02:35.4Z,3,REGULAR,foul,personal,[],1628969,,,1610612738,70,74,2020-07-26T19:02:51Z,4390000,,,0,,M. Bridges FOUL personal (4 PF),"[1628969, 1628369]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,1146.0,4.0,0.0,Tatum,1628369.0,,,,,,
443,PT07M10.00S,2020-07-26T19:02:41.4Z,3,REGULAR,substitution,out,[],1628464,,,1610612738,70,74,2020-07-26T19:02:53Z,4410000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT07M10.00S,2020-07-26T19:02:41.4Z,3,REGULAR,substitution,out,[],201937,,,1610612738,70,74,2020-07-26T19:02:53Z,4420000,,,0,,substitution out Rubio,[201937],1610612756.0,PHX,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT07M10.00S,2020-07-26T19:02:41.4Z,3,REGULAR,substitution,out,[],1629028,,,1610612738,70,74,2020-07-26T19:02:53Z,4430000,,,0,,substitution out Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT07M10.00S,2020-07-26T19:02:41.4Z,3,REGULAR,substitution,in,[],202683,,,1610612738,70,74,2020-07-26T19:02:53Z,4440000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT07M10.00S,2020-07-26T19:02:41.4Z,3,REGULAR,substitution,in,[],1629660,,,1610612738,70,74,2020-07-26T19:02:53Z,4450000,,,0,,substitution in Jerome,[1629660],1610612756.0,PHX,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT07M10.00S,2020-07-26T19:02:41.4Z,3,REGULAR,substitution,in,[],1626163,,,1610612738,70,74,2020-07-26T19:02:53Z,4460000,,,0,,substitution in Kaminsky,[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT06M58.00S,2020-07-26T19:03:06.9Z,3,REGULAR,2pt,hook,['pointsinthepaint'],203935,18.873193166885677,40.26501225490196,1610612738,72,74,2020-07-26T19:03:12Z,4470000,49.0,125.0,1,left,M. Smart 14' hook (6 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,,,,13.92,Made,6.0,,,,,,,,,,,,,,,
450,PT06M40.00S,2020-07-26T19:03:24.8Z,3,REGULAR,3pt,jumpshot,[],1629660,66.3107752956636,46.14736519607843,1610612756,72,74,2020-07-26T19:03:30Z,4480000,-19.0,264.0,1,right,MISS T. Jerome 27' 3PT,[1629660],1610612756.0,PHX,,,,Jerome,T. Jerome,,,,,,,,27.04,Missed,,,,,,,,,,,,,,,,
451,PT06M36.00S,2020-07-26T19:03:28.8Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,72,74,2020-07-26T19:03:30Z,4490000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,450.0,1.0,1.0,0.0,,,,,,,,,,,
452,PT06M30.00S,2020-07-26T19:03:38.6Z,3,REGULAR,foul,personal,[],1626164,,,1610612738,72,74,2020-07-26T19:03:53Z,4500000,,,0,,D. Booker FOUL personal (4 PF),"[1626164, 1627759]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,202007.0,4.0,0.0,Brown,1627759.0,,,,,,
454,PT06M21.00S,2020-07-26T19:04:03.0Z,3,REGULAR,3pt,jumpshot,[],202330,5.075558475689881,95.65716911764706,1610612738,75,74,2020-07-26T19:04:11Z,4520000,-228.0,-5.0,1,left,G. Hayward 23' 3PT  (14 PTS) (M. Smart 3 AST),"[202330, 203935]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,22.83,Made,14.0,,,,,,,,,,M. Smart,203935.0,3.0,,,
456,PT06M07.00S,2020-07-26T19:04:22.8Z,3,REGULAR,turnover,outofbounds,[],1626164,,,1610612756,75,74,2020-07-26T19:04:30Z,4540000,,,0,,D. Booker TURNOVER outofbounds (4 TOV),[1626164],1610612756.0,PHX,lostball,,,Booker,D. Booker,,,,,4.0,,,,,,,,,,202026.0,,,,,,,,,,
