actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerName,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,stealTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,blockTotal,subsInPlayerName,subsInPersonId,value
2,PT12M00.00S,2020-03-10T23:10:30.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2020-03-10T23:10:30Z,20000,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2020-03-10T23:10:32.9Z,1,REGULAR,jumpball,recovered,[],202689,,,1610612738,0,0,2020-03-10T23:10:32Z,40000,,Jump Ball: Theis vs. Turner tip to Walker,"[202689, 1628464, 1626167]",1610612738.0,BOS,startperiod,Walker,202689.0,Walker,K. Walker,Theis,1628464.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2020-03-10T23:10:46.0Z,1,REGULAR,2pt,jumpshot,[],202689,71.82982917214193,49.08854166666667,1610612738,0,0,2020-03-10T23:10:50Z,70000,right,[BOS] Walker jumpshot: Missed,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,21.78,: Missed,,,,,,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2020-03-10T23:10:49.0Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,0,0,2020-03-10T23:10:50Z,80000,,[IND] Turner defensive rebound (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
9,PT11M25.00S,2020-03-10T23:11:04.6Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627734,9.674770039421814,41.73560049019608,1610612754,2,0,2020-03-10T23:11:08Z,90000,left,[IND] Sabonis jumpshot: Made (2 PTS),[1627734],1610612754.0,IND,pullup,,,Sabonis,D. Sabonis,,,,,6.03,: Made,,,,,2.0,,,,,,,,,,,,,,,,,,
10,PT11M08.00S,2020-03-10T23:11:22.1Z,1,REGULAR,3pt,jumpshot,[],203935,92.85479632063075,97.37285539215686,1610612738,2,3,2020-03-10T23:11:27Z,100000,right,[BOS] Smart 3pt shot: Made (3 PTS) assist: Tatum (1 AST),"[203935, 1628369]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,23.78,: Made,,,,,3.0,Tatum,1628369.0,1.0,,,,,,,,,,,,,,,
12,PT10M52.00S,2020-03-10T23:11:37.4Z,1,REGULAR,3pt,jumpshot,[],1628988,33.98488830486202,57.176776960784316,1610612754,2,3,2020-03-10T23:11:41Z,120000,left,[IND] Holiday 3pt jumpshot: Missed,[1628988],1610612754.0,IND,,,,Holiday,A. Holiday,,,,,27.49,: Missed,,,,,,,,,,,,,,,,,,,,,,,
13,PT10M49.00S,2020-03-10T23:11:40.4Z,1,REGULAR,rebound,defensive,[],202330,,,1610612738,2,3,2020-03-10T23:11:44Z,130000,,[BOS] Hayward defensive rebound (Off:0 Def:1),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
14,PT10M39.00S,2020-03-10T23:11:50.8Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,93.11760840998686,59.3826593137255,1610612738,2,5,2020-03-10T23:11:54Z,140000,right,[BOS] Tatum jumpshot: Made (2 PTS),[1628369],1610612738.0,BOS,drivingfloatingbank,,,Tatum,J. Tatum,,,,,5.01,: Made,,,,,2.0,,,,,,,,,,,,,,,,,,
15,PT10M24.00S,2020-03-10T23:12:05.3Z,1,REGULAR,turnover,badpass,[],203506,,,1610612754,2,5,2020-03-10T23:12:08Z,150000,,[IND] Oladipo badpass turnover (1 TO) Steal: Hayward (1 STL),"[203506, 202330]",1610612754.0,IND,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,1.0,Hayward,202330.0,1.0,,,,,,,,,,,
17,PT10M16.00S,2020-03-10T23:12:13.8Z,1,REGULAR,turnover,lostball,[],203935,,,1610612738,2,5,2020-03-10T23:12:16Z,170000,,[BOS] Smart lostball turnover (1 TO) Steal: Oladipo (1 STL),"[203935, 203506]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,1.0,Oladipo,203506.0,1.0,,,,,,,,,,,
19,PT10M10.00S,2020-03-10T23:12:19.8Z,1,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627734,5.995400788436268,54.72579656862745,1610612754,2,5,2020-03-10T23:12:28Z,190000,left,[IND] Sabonis layup: Missed,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,2.54,: Missed,,,,,,,,,,,,,,,,,,,,,,,
20,PT10M07.00S,2020-03-10T23:12:22.8Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612754,2,5,2020-03-10T23:12:28Z,200000,,[IND] Sabonis offensive rebound (Off:1 Def:0),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,19.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
21,PT10M07.00S,2020-03-10T23:12:23.0Z,1,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627734,5.0,50.0,1610612754,4,5,2020-03-10T23:12:23Z,210000,left,[IND] Sabonis layup: Made (4 PTS),[1627734],1610612754.0,IND,putback,,,Sabonis,D. Sabonis,,,,,0.0,: Made,,,,,4.0,,,,,,,,,,,,,,,,,,
22,PT09M57.00S,2020-03-10T23:12:33.0Z,1,REGULAR,2pt,jumpshot,[],202689,79.05716162943496,62.32383578431373,1610612738,4,5,2020-03-10T23:12:36Z,220000,right,[BOS] Walker jumpshot: Missed,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,16.21,: Missed,,,,,,,,,,,,,,,,,,,,,,,
23,PT09M54.00S,2020-03-10T23:12:36.0Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,4,5,2020-03-10T23:12:36Z,230000,,[IND] Turner defensive rebound (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
24,PT09M42.00S,2020-03-10T23:12:50.3Z,1,REGULAR,foul,personal,[],203935,,,1610612754,4,5,2020-03-10T23:13:00Z,240000,,[BOS] Smart foul personal (1 PF),"[203935, 203933]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,2148.0,1.0,0.0,Warren,203933.0,,,,,,
26,PT09M35.00S,2020-03-10T23:13:12.3Z,1,REGULAR,2pt,layup,['pointsinthepaint'],203506,6.389618922470433,50.314031862745104,1610612754,4,5,2020-03-10T23:13:15Z,260000,left,[IND] Oladipo layup: Missed Block: Theis (1 BLK),"[203506, 1628464]",1610612754.0,IND,driving,,,Oladipo,V. Oladipo,,,,,1.32,: Missed,,,,,,,,,,,,,,,,,,Theis,1628464.0,1.0,,,
28,PT09M32.00S,2020-03-10T23:13:15.3Z,1,REGULAR,rebound,defensive,[],202689,,,1610612738,4,5,2020-03-10T23:13:15Z,280000,,[BOS] Walker defensive rebound (Off:0 Def:1),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
29,PT09M26.00S,2020-03-10T23:13:21.0Z,1,REGULAR,2pt,dunk,"['fastbreak', 'pointsinthepaint']",1628369,94.1688567674113,51.049325980392155,1610612738,4,7,2020-03-10T23:13:26Z,290000,right,[BOS] Tatum dunk: Made (4 PTS) assist: Smart (1 AST),"[1628369, 203935]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,0.94,: Made,,,,,4.0,Smart,203935.0,1.0,,,,,,,,,,,,,,,
31,PT09M09.00S,2020-03-10T23:13:39.6Z,1,REGULAR,turnover,doubledribble,[],1626167,,,1610612754,4,7,2020-03-10T23:13:44Z,310000,,[IND] Turner doubledribble turnover (1 TO),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,1.0,,,,201640.0,,,,,,,,,,
32,PT08M58.00S,2020-03-10T23:14:05.0Z,1,REGULAR,3pt,jumpshot,['fromturnover'],203935,74.58935611038108,13.304227941176471,1610612738,4,7,2020-03-10T23:14:09Z,320000,right,[BOS] Smart stepback 3pt jumpshot: Missed,[203935],1610612738.0,BOS,stepback,,,Smart,M. Smart,,,,,26.55,: Missed,,,,,,,,,,,,,,,,,,,,,,,
33,PT08M55.00S,2020-03-10T23:14:08.0Z,1,REGULAR,rebound,defensive,[],1628988,,,1610612754,4,7,2020-03-10T23:14:09Z,330000,,[IND] Holiday defensive rebound (Off:0 Def:1),[1628988],1610612754.0,IND,,,,Holiday,A. Holiday,,,,,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
34,PT08M47.00S,2020-03-10T23:14:16.1Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1626167,7.5722733245729295,51.294424019607845,1610612754,6,7,2020-03-10T23:14:19Z,340000,left,[IND] Turner layup: Made (2 PTS) assist: Sabonis (1 AST),"[1626167, 1627734]",1610612754.0,IND,fingerroll,,,Turner,M. Turner,,,,,2.51,: Made,,,,,2.0,Sabonis,1627734.0,1.0,,,,,,,,,,,,,,,
36,PT08M31.00S,2020-03-10T23:14:32.1Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],202330,90.62089356110381,39.03952205882353,1610612738,6,9,2020-03-10T23:14:35Z,360000,right,[BOS] Hayward jumpshot: Made (2 PTS) assist: Theis (1 AST),"[202330, 1628464]",1610612738.0,BOS,fadeaway,,,Hayward,G. Hayward,,,,,6.86,: Made,,,,,2.0,Theis,1628464.0,1.0,,,,,,,,,,,,,,,
38,PT08M15.00S,2020-03-10T23:14:48.6Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1626167,11.514454664914586,53.990502450980394,1610612754,6,9,2020-03-10T23:14:52Z,380000,left,[IND] Turner jumpshot: Missed,[1626167],1610612754.0,IND,turnaround,,,Turner,M. Turner,,,,,6.44,: Missed,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M13.00S,2020-03-10T23:14:50.6Z,1,REGULAR,rebound,defensive,[],202330,,,1610612738,6,9,2020-03-10T23:14:52Z,390000,,[BOS] Hayward defensive rebound (Off:0 Def:2),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,38.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
40,PT08M06.00S,2020-03-10T23:14:57.6Z,1,REGULAR,2pt,jumpshot,[],202330,77.4802890932983,47.86305147058824,1610612738,6,11,2020-03-10T23:15:02Z,400000,right,[BOS] Hayward jumpshot: Made (4 PTS),[202330],1610612738.0,BOS,pullup,,,Hayward,G. Hayward,,,,,16.5,: Made,,,,,4.0,,,,,,,,,,,,,,,,,,
41,PT07M51.00S,2020-03-10T23:15:12.3Z,1,REGULAR,2pt,jumpshot,[],203933,22.683968462549277,32.176776960784316,1610612754,6,11,2020-03-10T23:15:17Z,410000,left,[IND] Warren jumpshot: Missed,[203933],1610612754.0,IND,,,,Warren,T. Warren,,,,,18.86,: Missed,,,,,,,,,,,,,,,,,,,,,,,
42,PT07M49.00S,2020-03-10T23:15:14.3Z,1,REGULAR,rebound,defensive,[],202330,,,1610612738,6,11,2020-03-10T23:15:17Z,420000,,[BOS] Hayward defensive rebound (Off:0 Def:3),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,41.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,
43,PT07M43.00S,2020-03-10T23:15:20.5Z,1,REGULAR,3pt,jumpshot,['fastbreak'],1628369,72.61826544021025,13.549325980392158,1610612738,6,11,2020-03-10T23:15:28Z,430000,right,[BOS] Tatum pullup 3pt jumpshot: Missed,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,27.84,: Missed,,,,,,,,,,,,,,,,,,,,,,,
44,PT07M39.00S,2020-03-10T23:15:24.5Z,1,REGULAR,rebound,offensive,[],1628464,,,1610612738,6,11,2020-03-10T23:15:28Z,440000,,[BOS] Theis offensive rebound (Off:1 Def:0),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,43.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
45,PT07M39.00S,2020-03-10T23:15:24.3Z,1,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1628464,95.0,50.0,1610612738,6,13,2020-03-10T23:15:24Z,450000,right,[BOS] Theis layup: Made (2 PTS),[1628464],1610612738.0,BOS,tip,,,Theis,D. Theis,,,,,0.0,: Made,,,,,2.0,,,,,,,,,,,,,,,,,,
46,PT07M19.00S,2020-03-10T23:15:44.7Z,1,REGULAR,3pt,jumpshot,[],1626167,6.915243101182654,3.990502450980392,1610612754,9,13,2020-03-10T23:15:48Z,460000,left,[IND] Turner 3pt shot: Made (5 PTS) assist: Holiday (1 AST),"[1626167, 1628988]",1610612754.0,IND,,,,Turner,M. Turner,,,,,23.07,: Made,,,,,5.0,Holiday,1628988.0,1.0,,,,,,,,,,,,,,,
48,PT07M08.00S,2020-03-10T23:15:55.5Z,1,REGULAR,3pt,jumpshot,[],202689,67.09921156373193,44.43167892156863,1610612738,9,16,2020-03-10T23:15:59Z,480000,right,[BOS] Walker 3pt shot: Made (3 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.38,: Made,,,,,3.0,,,,,,,,,,,,,,,,,,
49,PT07M06.00S,2020-03-10T23:15:59.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,9,16,2020-03-10T23:15:59Z,490000,,[IND] timeout full,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT06M49.00S,2020-03-10T23:19:10.3Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],203506,8.360709592641262,51.53952205882353,1610612754,9,16,2020-03-10T23:19:17Z,500000,left,[IND] Oladipo jumpshot: Missed,[203506],1610612754.0,IND,drivingfloatingbank,,,Oladipo,V. Oladipo,,,,,3.25,: Missed,,,,,,,,,,,,,,,,,,,,,,,
51,PT06M47.00S,2020-03-10T23:19:12.3Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,9,16,2020-03-10T23:19:13Z,510000,,[BOS] Smart defensive rebound (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
52,PT06M39.00S,2020-03-10T23:19:20.3Z,1,REGULAR,2pt,layup,['pointsinthepaint'],203935,93.51182654402102,48.10814950980392,1610612738,9,16,2020-03-10T23:19:22Z,520000,right,[BOS] Smart layup: Missed,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,1.69,: Missed,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M37.00S,2020-03-10T23:19:22.3Z,1,REGULAR,rebound,defensive,[],203506,,,1610612754,9,16,2020-03-10T23:19:22Z,530000,,[IND] Oladipo defensive rebound (Off:0 Def:1),[203506],1610612754.0,IND,,,,Oladipo,V. Oladipo,,,,,,,52.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
54,PT06M30.00S,2020-03-10T23:19:29.4Z,1,REGULAR,3pt,jumpshot,[],1628988,27.283180026281208,14.039522058823529,1610612754,9,16,2020-03-10T23:19:34Z,540000,left,[IND] Holiday 3pt jumpshot: Missed,[1628988],1610612754.0,IND,,,,Holiday,A. Holiday,,,,,27.61,: Missed,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M26.00S,2020-03-10T23:19:33.4Z,1,REGULAR,rebound,offensive,[],1626167,,,1610612754,9,16,2020-03-10T23:19:34Z,550000,,[IND] Turner offensive rebound (Off:1 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,54.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
56,PT06M26.00S,2020-03-10T23:19:33.2Z,1,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1626167,5.0,50.0,1610612754,11,16,2020-03-10T23:19:33Z,560000,left,[IND] Turner layup: Made (7 PTS),[1626167],1610612754.0,IND,tip,,,Turner,M. Turner,,,,,0.0,: Made,,,,,7.0,,,,,,,,,,,,,,,,,,
57,PT06M06.00S,2020-03-10T23:20:01.4Z,1,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612738,11,16,2020-03-10T23:20:10Z,570000,,[IND] Turner foul personal (1 PF) (Hayward 2freethrow),"[1626167, 202330]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,2148.0,1.0,0.0,Hayward,202330.0,,,,,,
59,PT06M06.00S,2020-03-10T23:20:18.8Z,1,REGULAR,freethrow,1of2,[],202330,,,1610612738,11,17,2020-03-10T23:20:18Z,590000,,[BOS] Hayward freethrow 1of2: Made (5 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,: Made,,,,,5.0,,,,,,,,,,,,,,,,,,
60,PT06M06.00S,2020-03-10T23:20:19.4Z,1,REGULAR,substitution,out,[],203506,,,1610612738,11,17,2020-03-10T23:20:33Z,600000,,[IND] substitution Oladipo replaced by Holiday,"[203506, 203200]",1610612754.0,IND,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,,,Holiday,203200.0,
61,PT06M06.00S,2020-03-10T23:20:19.4Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,11,17,2020-03-10T23:20:33Z,610000,,[BOS] substitution Tatum replaced by Langford,"[1628369, 1629641]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,,Langford,1629641.0,
62,PT06M06.00S,2020-03-10T23:20:19.4Z,1,REGULAR,substitution,out,[],203935,,,1610612738,11,17,2020-03-10T23:20:33Z,620000,,[BOS] substitution Smart replaced by Ojeleye,"[203935, 1628400]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,,Ojeleye,1628400.0,
66,PT06M06.00S,2020-03-10T23:20:41.0Z,1,REGULAR,freethrow,2of2,[],202330,,,1610612738,11,18,2020-03-10T23:20:41Z,660000,,[BOS] Hayward freethrow 2of2: Made (6 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,: Made,,,,,6.0,,,,,,,,,,,,,,,,,,
67,PT05M53.00S,2020-03-10T23:20:56.3Z,1,REGULAR,2pt,jumpshot,[],203933,10.726018396846255,32.421875,1610612754,11,18,2020-03-10T23:21:00Z,670000,left,[IND] Warren jumpshot: Missed,[203933],1610612754.0,IND,fadeaway,,,Warren,T. Warren,,,,,10.31,: Missed,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M50.00S,2020-03-10T23:20:59.3Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612754,11,18,2020-03-10T23:21:00Z,680000,,[IND] Sabonis offensive rebound (Off:2 Def:0),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,67.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,
69,PT05M48.00S,2020-03-10T23:21:01.2Z,1,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",203933,7.30946123521682,47.127757352941174,1610612754,13,18,2020-03-10T23:21:04Z,690000,left,[IND] Warren layup: Made (2 PTS) assist: Turner (1 AST),"[203933, 1626167]",1610612754.0,IND,,,,Warren,T. Warren,,,,,2.6,: Made,,,,,2.0,Turner,1626167.0,1.0,,,,,,,,,,,,,,,
71,PT05M39.00S,2020-03-10T23:21:12.6Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612738,13,18,2020-03-10T23:21:12Z,710000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M31.00S,2020-03-10T23:21:33.5Z,1,REGULAR,3pt,jumpshot,[],202689,66.04796320630749,50.314031862745104,1610612738,13,18,2020-03-10T23:22:00Z,720000,right,[BOS] Walker pullup 3pt jumpshot: Missed,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,27.21,: Missed,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M27.00S,2020-03-10T23:21:37.5Z,1,REGULAR,rebound,offensive,[],1628400,,,1610612738,13,18,2020-03-10T23:21:38Z,730000,,[BOS] Ojeleye offensive rebound (Off:1 Def:0),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,72.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
74,PT05M21.00S,2020-03-10T23:21:43.2Z,1,REGULAR,3pt,jumpshot,['2ndchance'],1629641,89.30683311432325,2.2748161764705883,1610612738,13,18,2020-03-10T23:21:48Z,740000,right,[BOS] Langford 3pt jumpshot: Missed,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,24.45,: Missed,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M17.00S,2020-03-10T23:21:47.2Z,1,REGULAR,rebound,defensive,[],203200,,,1610612754,13,18,2020-03-10T23:21:48Z,750000,,[IND] Holiday defensive rebound (Off:0 Def:1),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,74.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
76,PT05M13.00S,2020-03-10T23:21:51.6Z,1,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",203933,6.783837056504599,51.78462009803921,1610612754,15,18,2020-03-10T23:21:55Z,760000,left,[IND] Warren layup: Made (4 PTS) assist: Holiday (2 AST),"[203933, 1628988]",1610612754.0,IND,cutting,,,Warren,T. Warren,,,,,1.9,: Made,,,,,4.0,Holiday,1628988.0,2.0,,,,,,,,,,,,,,,
78,PT05M00.00S,2020-03-10T23:22:04.2Z,1,REGULAR,2pt,jumpshot,[],1628464,74.06373193166885,49.08854166666667,1610612738,15,18,2020-03-10T23:22:08Z,780000,right,[BOS] Theis jumpshot: Missed,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,19.69,: Missed,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M57.00S,2020-03-10T23:22:07.2Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,15,18,2020-03-10T23:22:08Z,790000,,[IND] Turner defensive rebound (Off:1 Def:3),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,78.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
80,PT04M46.00S,2020-03-10T23:22:17.9Z,1,REGULAR,3pt,jumpshot,[],1628988,27.020367936925098,81.19638480392157,1610612754,15,18,2020-03-10T23:22:22Z,800000,left,[IND] Holiday stepback 3pt jumpshot: Missed,[1628988],1610612754.0,IND,stepback,,,Holiday,A. Holiday,,,,,25.92,: Missed,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M43.00S,2020-03-10T23:22:20.9Z,1,REGULAR,rebound,defensive,[],1628400,,,1610612738,15,18,2020-03-10T23:22:22Z,810000,,[BOS] Ojeleye defensive rebound (Off:1 Def:1),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,80.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
82,PT04M35.00S,2020-03-10T23:22:28.6Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1628464,94.30026281208936,51.294424019607845,1610612738,15,20,2020-03-10T23:22:35Z,820000,right,[BOS] Theis layup: Made (4 PTS) assist: Hayward (1 AST),"[1628464, 202330]",1610612738.0,BOS,reverse,,,Theis,D. Theis,,,,,0.93,: Made,,,,,4.0,Hayward,202330.0,1.0,,,,,,,,,,,,,,,
84,PT04M20.00S,2020-03-10T23:22:47.5Z,1,REGULAR,foul,personal,[],202330,,,1610612754,15,20,2020-03-10T23:22:52Z,840000,,[BOS] Hayward foul personal (1 PF),"[202330, 1626167]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,201640.0,1.0,0.0,Turner,1626167.0,,,,,,
86,PT04M20.00S,2020-03-10T23:22:51.4Z,1,REGULAR,substitution,out,[],1627734,,,1610612754,15,20,2020-03-10T23:22:59Z,860000,,[IND] substitution Sabonis replaced by Sumner,"[1627734, 1628410]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,,Sumner,1628410.0,
87,PT04M20.00S,2020-03-10T23:22:51.4Z,1,REGULAR,substitution,out,[],202689,,,1610612754,15,20,2020-03-10T23:22:59Z,870000,,[BOS] substitution Walker replaced by Wanamaker,"[202689, 202954]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,Wanamaker,202954.0,
90,PT04M14.00S,2020-03-10T23:23:17.3Z,1,REGULAR,turnover,traveling,[],1628988,,,1610612754,15,20,2020-03-10T23:23:22Z,900000,,[IND] Holiday traveling turnover (1 TO),[1628988],1610612754.0,IND,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,1.0,,,,2148.0,,,,,,,,,,
91,PT04M05.00S,2020-03-10T23:23:38.8Z,1,REGULAR,turnover,badpass,[],202954,,,1610612738,15,20,2020-03-10T23:23:41Z,910000,,[BOS] Wanamaker badpass turnover (1 TO) Steal: Holiday (1 STL),"[202954, 203200]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,1.0,Holiday,203200.0,1.0,,,,,,,,,,,
93,PT03M58.00S,2020-03-10T23:23:45.1Z,1,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1628988,7.30946123521682,50.314031862745104,1610612754,15,20,2020-03-10T23:23:49Z,930000,left,[IND] Holiday layup: Missed Block: Theis (2 BLK),"[1628988, 1628464]",1610612754.0,IND,drivingfingerroll,,,Holiday,A. Holiday,,,,,2.18,: Missed,,,,,,,,,,,,,,,,,,Theis,1628464.0,2.0,,,
95,PT03M55.00S,2020-03-10T23:23:48.1Z,1,REGULAR,rebound,defensive,[],202954,,,1610612738,15,20,2020-03-10T23:23:49Z,950000,,[BOS] Wanamaker defensive rebound (Off:0 Def:1),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,93.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
96,PT03M43.00S,2020-03-10T23:24:00.7Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1628464,92.72339027595268,50.06893382352941,1610612738,15,20,2020-03-10T23:24:03Z,960000,right,[BOS] Theis layup: Missed Block: Holiday (1 BLK),"[1628464, 203200]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,2.14,: Missed,,,,,,,,,,,,,,,,,,Holiday,203200.0,1.0,,,
98,PT03M41.00S,2020-03-10T23:24:02.7Z,1,REGULAR,rebound,offensive,[],1628464,,,1610612738,15,20,2020-03-10T23:24:03Z,980000,,[BOS] Theis offensive rebound (Off:2 Def:0),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,96.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,
