actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerName,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,stealTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,blockTotal,subsInPlayerName,subsInPersonId,value
199,PT07M52.00S,2020-03-10T23:43:44.7Z,2,REGULAR,foul,personal,[],203933,,,1610612738,29,41,2020-03-10T23:43:52Z,1990000,,[IND] Warren foul personal (1 PF),"[203933, 202954]",1610612754.0,IND,,,,Warren,T. Warren,,,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Wanamaker,202954.0,,,,,,
201,PT07M44.00S,2020-03-10T23:44:09.8Z,2,REGULAR,3pt,jumpshot,[],1628369,64.60249671484888,43.69638480392157,1610612738,29,44,2020-03-10T23:44:13Z,2010000,right,[BOS] Tatum 3pt shot: Made (16 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,28.74,: Made,,,,,16.0,,,,,,,,,,,,,,,,,,
202,PT07M29.00S,2020-03-10T23:44:24.5Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1627734,7.703679369250986,51.53952205882353,1610612754,31,44,2020-03-10T23:44:28Z,2020000,left,[IND] Sabonis layup: Made (12 PTS) assist: Oladipo (1 AST),"[1627734, 203506]",1610612754.0,IND,cutting,,,Sabonis,D. Sabonis,,,,,2.65,: Made,,,,,12.0,Oladipo,203506.0,1.0,,,,,,,,,,,,,,,
204,PT07M15.00S,2020-03-10T23:44:38.5Z,2,REGULAR,3pt,jumpshot,[],203935,71.56701708278581,16.00030637254902,1610612738,31,44,2020-03-10T23:44:56Z,2040000,right,[BOS] Smart 3pt jumpshot: Missed,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,27.83,: Missed,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M11.00S,2020-03-10T23:44:42.4Z,2,REGULAR,rebound,offensive,[],202683,,,1610612738,31,44,2020-03-10T23:44:42Z,2050000,,[BOS] Kanter offensive rebound (Off:1 Def:3),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,204.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
206,PT07M10.00S,2020-03-10T23:44:44.2Z,2,REGULAR,2pt,hook,"['pointsinthepaint', '2ndchance']",202683,89.96386333771353,48.353247549019606,1610612738,31,44,2020-03-10T23:44:55Z,2060000,right,[BOS] Kanter hook: Missed,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,4.8,: Missed,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M07.00S,2020-03-10T23:44:47.2Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612754,31,44,2020-03-10T23:44:55Z,2080000,,[IND] Sabonis defensive rebound (Off:2 Def:2),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,206.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
209,PT06M55.00S,2020-03-10T23:44:58.6Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],203933,10.463206307490145,36.09834558823529,1610612754,31,44,2020-03-10T23:45:02Z,2090000,left,[IND] Warren jumpshot: Missed Block: Wanamaker (1 BLK),"[203933, 202954]",1610612754.0,IND,,,,Warren,T. Warren,,,,,8.64,: Missed,,,,,,,,,,,,,,,,,,Wanamaker,202954.0,1.0,,,
210,PT06M52.00S,2020-03-10T23:45:01.6Z,2,REGULAR,rebound,defensive,[],1628400,,,1610612738,31,44,2020-03-10T23:45:03Z,2100000,,[BOS] Ojeleye defensive rebound (Off:1 Def:4),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,209.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
212,PT06M46.00S,2020-03-10T23:45:07.5Z,2,REGULAR,turnover,badpass,[],1628400,,,1610612738,31,44,2020-03-10T23:45:11Z,2110000,,[BOS] Ojeleye badpass turnover (1 TO) Steal: Holiday (1 STL),"[1628400, 1628988]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,1.0,Holiday,1628988.0,1.0,,,,,,,,,,,
214,PT06M42.00S,2020-03-10T23:45:11.7Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203933,6.783837056504599,51.049325980392155,1610612754,33,44,2020-03-10T23:52:46Z,2130000,left,[IND] Warren layup: Made (6 PTS) assist: Sabonis (3 AST),"[203933, 1627734]",1610612754.0,IND,running,,,Warren,T. Warren,,,,,1.76,: Made,,,,,6.0,Sabonis,1627734.0,3.0,,,,,,,,,,,,,,,
216,PT06M41.00S,2020-03-10T23:45:17.7Z,2,REGULAR,foul,technical,['1freethrow'],203933,,,1610612738,33,44,2020-03-10T23:45:52Z,2150000,,[IND] Warren foul technical (1 Tech),[203933],1610612754.0,IND,,,,Warren,T. Warren,,,,,,,,,,,,,,,,,,,1626302.0,1.0,1.0,,,,,,,,
217,PT06M41.00S,2020-03-10T23:45:53.2Z,2,REGULAR,freethrow,1of1,[],1628369,,,1610612738,33,45,2020-03-10T23:45:53Z,2160000,,[BOS] Tatum technical freethrow 1of1: Made (17 PTS),[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,: Made,,,,,17.0,,,,,,,,,,,,,,,,,,
218,PT06M41.00S,2020-03-10T23:45:58.7Z,2,REGULAR,substitution,out,[],202954,,,1610612738,33,45,2020-03-10T23:46:00Z,2170000,,[BOS] substitution Wanamaker replaced by Walker,"[202954, 202689]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,,,Walker,202689.0,
220,PT06M23.00S,2020-03-10T23:46:27.0Z,2,REGULAR,3pt,jumpshot,[],1628369,91.01511169513797,99.82383578431373,1610612738,33,45,2020-03-10T23:46:31Z,2190000,right,[BOS] Tatum stepback 3pt jumpshot: Missed,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,25.19,: Missed,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M20.00S,2020-03-10T23:46:30.0Z,2,REGULAR,rebound,offensive,[],202683,,,1610612738,33,45,2020-03-10T23:46:31Z,2200000,,[BOS] Kanter offensive rebound (Off:2 Def:3),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,220.0,5.0,3.0,2.0,,,,,,,,,,,,,,,,,,,
222,PT06M18.00S,2020-03-10T23:46:32.4Z,2,REGULAR,turnover,badpass,[],202683,,,1610612738,33,45,2020-03-10T23:46:37Z,2210000,,[BOS] Kanter badpass turnover (1 TO) Steal: Sabonis (1 STL),"[202683, 1627734]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,1.0,Sabonis,1627734.0,1.0,,,,,,,,,,,
224,PT06M14.00S,2020-03-10T23:46:36.1Z,2,REGULAR,turnover,lostball,[],1627734,,,1610612754,33,45,2020-03-10T23:46:40Z,2230000,,[IND] Sabonis lostball turnover (1 TO) Steal: Kanter (1 STL),"[1627734, 202683]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,1.0,Kanter,202683.0,1.0,,,,,,,,,,,
226,PT06M09.00S,2020-03-10T23:46:40.7Z,2,REGULAR,3pt,jumpshot,['fromturnover'],1628369,67.23061760840999,76.04932598039215,1610612738,33,48,2020-03-10T23:46:48Z,2250000,right,[BOS] Tatum 3pt shot: Made (20 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,29.17,: Made,,,,,20.0,,,,,,,,,,,,,,,,,,
227,PT05M50.00S,2020-03-10T23:46:59.6Z,2,REGULAR,3pt,jumpshot,[],203933,24.78646517739816,8.402267156862745,1610612754,33,48,2020-03-10T23:47:04Z,2260000,left,[IND] Warren 3pt jumpshot: Missed,[203933],1610612754.0,IND,,,,Warren,T. Warren,,,,,27.9,: Missed,,,,,,,,,,,,,,,,,,,,,,,
228,PT05M48.00S,2020-03-10T23:47:01.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,33,48,2020-03-10T23:47:04Z,2270000,,[BOS] Team defensive rebound,[],1610612738.0,BOS,,,,,,,,,,,,227.0,,,,,,,,,,,,,,,,,,,,,,
229,PT05M48.00S,2020-03-10T23:47:04.6Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612738,33,48,2020-03-10T23:47:04Z,2280000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT05M48.00S,2020-03-10T23:47:05.3Z,2,REGULAR,substitution,out,[],202683,,,1610612738,33,48,2020-03-10T23:47:12Z,2290000,,[BOS] substitution Kanter replaced by Hayward,"[202683, 202330]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,,,Hayward,202330.0,
231,PT05M48.00S,2020-03-10T23:47:05.3Z,2,REGULAR,substitution,out,[],203935,,,1610612738,33,48,2020-03-10T23:47:12Z,2300000,,[BOS] substitution Smart replaced by Theis,"[203935, 1628464]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,,Theis,1628464.0,
234,PT05M35.00S,2020-03-10T23:47:34.8Z,2,REGULAR,3pt,jumpshot,[],1628400,77.34888304862024,90.75520833333334,1610612738,33,48,2020-03-10T23:47:38Z,2330000,right,[BOS] Ojeleye 3pt jumpshot: Missed,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,26.28,: Missed,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M32.00S,2020-03-10T23:47:37.8Z,2,REGULAR,rebound,defensive,[],203506,,,1610612754,33,48,2020-03-10T23:47:38Z,2340000,,[IND] Oladipo defensive rebound (Off:0 Def:2),[203506],1610612754.0,IND,,,,Oladipo,V. Oladipo,,,,,,,234.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
237,PT05M28.00S,2020-03-10T23:47:52.2Z,2,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612754,33,48,2020-03-10T23:47:57Z,2360000,,[BOS] Theis foul personal (1 PF) (Oladipo 2freethrow),"[1628464, 203506]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,201640.0,1.0,0.0,Oladipo,203506.0,,,,,,
239,PT05M28.00S,2020-03-10T23:48:17.8Z,2,REGULAR,freethrow,1of2,[],203506,,,1610612754,34,48,2020-03-10T23:48:17Z,2380000,,[IND] Oladipo freethrow 1of2: Made (4 PTS),[203506],1610612754.0,IND,,,,Oladipo,V. Oladipo,,,,,,: Made,,,,,4.0,,,,,,,,,,,,,,,,,,
240,PT05M28.00S,2020-03-10T23:48:32.3Z,2,REGULAR,freethrow,2of2,[],203506,,,1610612754,35,48,2020-03-10T23:48:32Z,2390000,,[IND] Oladipo freethrow 2of2: Made (5 PTS),[203506],1610612754.0,IND,,,,Oladipo,V. Oladipo,,,,,,: Made,,,,,5.0,,,,,,,,,,,,,,,,,,
241,PT05M16.00S,2020-03-10T23:48:46.6Z,2,REGULAR,3pt,jumpshot,[],1628400,92.59198423127464,96.6375612745098,1610612738,35,48,2020-03-10T23:48:50Z,2400000,right,[BOS] Ojeleye 3pt jumpshot: Missed,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,23.43,: Missed,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M13.00S,2020-03-10T23:48:49.6Z,2,REGULAR,rebound,defensive,[],203506,,,1610612754,35,48,2020-03-10T23:48:50Z,2410000,,[IND] Oladipo defensive rebound (Off:0 Def:3),[203506],1610612754.0,IND,,,,Oladipo,V. Oladipo,,,,,,,241.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,
243,PT04M56.00S,2020-03-10T23:49:06.5Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627734,7.966491458607096,57.666973039215684,1610612754,35,48,2020-03-10T23:49:13Z,2420000,left,[IND] Sabonis jumpshot: Missed,[1627734],1610612754.0,IND,turnaround,,,Sabonis,D. Sabonis,,,,,4.74,: Missed,,,,,,,,,,,,,,,,,,,,,,,
244,PT04M53.00S,2020-03-10T23:49:09.5Z,2,REGULAR,rebound,offensive,[],203933,,,1610612754,35,48,2020-03-10T23:49:13Z,2430000,,[IND] Warren offensive rebound (Off:1 Def:0),[203933],1610612754.0,IND,,,,Warren,T. Warren,,,,,,,243.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
245,PT04M53.00S,2020-03-10T23:49:09.9Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",203933,5.0,50.0,1610612754,37,48,2020-03-10T23:49:09Z,2440000,left,[IND] Warren layup: Made (8 PTS),[203933],1610612754.0,IND,tip,,,Warren,T. Warren,,,,,0.0,: Made,,,,,8.0,,,,,,,,,,,,,,,,,,
246,PT04M39.00S,2020-03-10T23:49:23.5Z,2,REGULAR,3pt,jumpshot,[],202330,75.50919842312747,10.363051470588236,1610612738,37,48,2020-03-10T23:49:26Z,2450000,right,[BOS] Hayward 3pt jumpshot: Missed,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,26.99,: Missed,,,,,,,,,,,,,,,,,,,,,,,
247,PT04M37.00S,2020-03-10T23:49:25.5Z,2,REGULAR,rebound,defensive,[],203933,,,1610612754,37,48,2020-03-10T23:49:26Z,2460000,,[IND] Warren defensive rebound (Off:1 Def:1),[203933],1610612754.0,IND,,,,Warren,T. Warren,,,,,,,246.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
248,PT04M17.00S,2020-03-10T23:49:45.6Z,2,REGULAR,3pt,jumpshot,[],1627734,34.37910643889619,59.13756127450981,1610612754,37,48,2020-03-10T23:49:49Z,2470000,left,[IND] Sabonis 3pt jumpshot: Missed,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,28.0,: Missed,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M15.00S,2020-03-10T23:49:47.6Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,37,48,2020-03-10T23:49:49Z,2480000,,[BOS] Walker defensive rebound (Off:0 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,248.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
250,PT04M11.00S,2020-03-10T23:49:55.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,37,48,2020-03-10T23:49:55Z,2490000,,[BOS] timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT04M11.00S,2020-03-10T23:52:32.3Z,2,REGULAR,substitution,out,[],1628369,,,1610612738,37,48,2020-03-10T23:52:40Z,2500000,,[BOS] substitution Tatum replaced by Smart,"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,,Smart,203935.0,
252,PT04M11.00S,2020-03-10T23:52:32.3Z,2,REGULAR,substitution,out,[],1628400,,,1610612738,37,48,2020-03-10T23:52:40Z,2510000,,[BOS] substitution Ojeleye replaced by Williams,"[1628400, 1629684]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,,,Williams,1629684.0,
255,PT04M05.00S,2020-03-10T23:52:55.6Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202330,94.56307490144546,51.049325980392155,1610612738,37,48,2020-03-10T23:53:06Z,2540000,right,[BOS] Hayward layup: Missed Block: Oladipo (1 BLK),"[202330, 203506]",1610612738.0,BOS,driving,,,Hayward,G. Hayward,,,,,0.66,: Missed,,,,,,,,,,,,,,,,,,Oladipo,203506.0,1.0,,,
257,PT04M04.00S,2020-03-10T23:52:56.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612754,37,48,2020-03-10T23:53:06Z,2560000,,[IND] Team defensive rebound,[],1610612754.0,IND,,,,,,,,,,,,255.0,,,,,,,,,,,,,,,,,,,,,,
258,PT04M04.00S,2020-03-10T23:53:04.5Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612754,37,48,2020-03-10T23:53:06Z,2570000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT03M48.00S,2020-03-10T23:53:28.3Z,2,REGULAR,turnover,lostball,[],1626167,,,1610612754,37,48,2020-03-10T23:53:31Z,2580000,,[IND] Turner lostball turnover (2 TO) Steal: Williams (1 STL),"[1626167, 1629684]",1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,2.0,Williams,1629684.0,1.0,,,,,,,,,,,
261,PT03M45.00S,2020-03-10T23:53:31.4Z,2,REGULAR,2pt,jumpshot,"['fastbreak', 'fromturnover']",203935,77.4802890932983,49.08854166666667,1610612738,37,50,2020-03-10T23:53:45Z,2600000,right,[BOS] Smart jumpshot: Made (5 PTS),[203935],1610612738.0,BOS,runningpullup,,,Smart,M. Smart,,,,,16.48,: Made,,,,,5.0,,,,,,,,,,,,,,,,,,
262,PT03M23.00S,2020-03-10T23:53:54.3Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1626167,6.783837056504599,52.76501225490197,1610612754,39,50,2020-03-10T23:54:13Z,2610000,left,[IND] Turner layup: Made (9 PTS),[1626167],1610612754.0,IND,fingerroll,,,Turner,M. Turner,,,,,2.17,: Made,,,,,9.0,,,,,,,,,,,,,,,,,,
263,PT03M23.00S,2020-03-10T23:53:56.4Z,2,REGULAR,foul,personal,['1freethrow'],1629684,,,1610612754,39,50,2020-03-10T23:54:01Z,2620000,,[BOS] Williams foul personal (1 PF) (Turner 1freethrow),"[1629684, 1626167]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,2148.0,1.0,0.0,Turner,1626167.0,,,,,,
265,PT03M23.00S,2020-03-10T23:54:11.5Z,2,REGULAR,freethrow,1of1,[],1626167,,,1610612754,40,50,2020-03-10T23:54:11Z,2640000,,[IND] Turner freethrow 1of1: Made (10 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,: Made,,,,,10.0,,,,,,,,,,,,,,,,,,
266,PT03M11.00S,2020-03-10T23:54:28.0Z,2,REGULAR,3pt,jumpshot,[],202689,66.83639947437582,52.27481617647059,1610612738,40,50,2020-03-10T23:54:32Z,2650000,right,[BOS] Walker pullup 3pt jumpshot: Missed,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.49,: Missed,,,,,,,,,,,,,,,,,,,,,,,
267,PT03M08.00S,2020-03-10T23:54:31.0Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612754,40,50,2020-03-10T23:54:32Z,2660000,,[IND] Sabonis defensive rebound (Off:2 Def:3),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,266.0,5.0,3.0,2.0,,,,,,,,,,,,,,,,,,,
268,PT02M59.00S,2020-03-10T23:54:40.1Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628988,7.30946123521682,53.01011029411765,1610612754,42,50,2020-03-10T23:54:44Z,2670000,left,[IND] Holiday layup: Made (4 PTS),[1628988],1610612754.0,IND,driving,,,Holiday,A. Holiday,,,,,2.64,: Made,,,,,4.0,,,,,,,,,,,,,,,,,,
269,PT02M33.00S,2020-03-10T23:55:05.7Z,2,REGULAR,2pt,jumpshot,[],202330,78.79434954007884,38.30422794117647,1610612738,42,50,2020-03-10T23:55:10Z,2680000,right,[BOS] Hayward jumpshot: Missed,[202330],1610612738.0,BOS,turnaround,,,Hayward,G. Hayward,,,,,16.31,: Missed,,,,,,,,,,,,,,,,,,,,,,,
270,PT02M31.00S,2020-03-10T23:55:07.7Z,2,REGULAR,rebound,defensive,[],203506,,,1610612754,42,50,2020-03-10T23:55:10Z,2690000,,[IND] Oladipo defensive rebound (Off:0 Def:4),[203506],1610612754.0,IND,,,,Oladipo,V. Oladipo,,,,,,,269.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,
271,PT02M26.00S,2020-03-10T23:55:12.9Z,2,REGULAR,3pt,jumpshot,['fastbreak'],203506,33.196452036793694,50.06893382352941,1610612754,45,50,2020-03-10T23:55:17Z,2700000,left,[IND] Oladipo 3pt shot: Made (8 PTS),[203506],1610612754.0,IND,pullup,,,Oladipo,V. Oladipo,,,,,26.5,: Made,,,,,8.0,,,,,,,,,,,,,,,,,,
272,PT02M01.00S,2020-03-10T23:55:37.4Z,2,REGULAR,2pt,jumpshot,[],1628464,88.12417871222075,67.47089460784314,1610612738,45,52,2020-03-10T23:55:41Z,2710000,right,[BOS] Theis jumpshot: Made (6 PTS) assist: Smart (2 AST),"[1628464, 203935]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,10.87,: Made,,,,,6.0,Smart,203935.0,2.0,,,,,,,,,,,,,,,
274,PT01M47.00S,2020-03-10T23:55:52.2Z,2,REGULAR,3pt,jumpshot,[],203506,34.247700394218136,58.892463235294116,1610612754,48,52,2020-03-10T23:55:55Z,2730000,left,[IND] Oladipo 3pt shot: Made (11 PTS) assist: Sabonis (4 AST),"[203506, 1627734]",1610612754.0,IND,,,,Oladipo,V. Oladipo,,,,,27.85,: Made,,,,,11.0,Sabonis,1627734.0,4.0,,,,,,,,,,,,,,,
276,PT01M31.00S,2020-03-10T23:56:11.4Z,2,REGULAR,foul,personal,[],203506,,,1610612738,48,52,2020-03-10T23:56:17Z,2750000,,[IND] Oladipo foul personal (1 PF),"[203506, 202330]",1610612754.0,IND,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,2148.0,1.0,0.0,Hayward,202330.0,,,,,,
278,PT01M31.00S,2020-03-10T23:56:16.4Z,2,REGULAR,substitution,out,[],1627734,,,1610612738,48,52,2020-03-10T23:56:20Z,2770000,,[IND] substitution Sabonis replaced by Holiday,"[1627734, 203200]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,,Holiday,203200.0,
280,PT01M31.00S,2020-03-10T23:56:22.2Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,48,52,2020-03-10T23:56:27Z,2790000,,[BOS] substitution Williams replaced by Tatum,"[1629684, 1628369]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,Tatum,1628369.0,
282,PT01M20.00S,2020-03-10T23:56:50.0Z,2,REGULAR,3pt,jumpshot,[],203935,70.12155059132719,14.529718137254902,1610612738,48,55,2020-03-10T23:56:54Z,2810000,right,[BOS] Smart 3pt shot: Made (8 PTS),[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,29.36,: Made,,,,,8.0,,,,,,,,,,,,,,,,,,
283,PT01M02.00S,2020-03-10T23:57:08.2Z,2,REGULAR,2pt,jumpshot,[],203506,16.113666228646515,25.06893382352941,1610612754,48,55,2020-03-10T23:57:12Z,2820000,left,[IND] Oladipo jumpshot: Missed,[203506],1610612754.0,IND,fadeaway,,,Oladipo,V. Oladipo,,,,,16.27,: Missed,,,,,,,,,,,,,,,,,,,,,,,
284,PT01M00.00S,2020-03-10T23:57:10.2Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,48,55,2020-03-10T23:57:12Z,2830000,,[BOS] Tatum defensive rebound (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,283.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,
285,PT00M52.60S,2020-03-10T23:57:18.2Z,2,REGULAR,3pt,jumpshot,[],1628369,68.9388961892247,20.657169117647058,1610612738,48,55,2020-03-10T23:57:23Z,2840000,right,[BOS] Tatum pullup 3pt jumpshot: Missed,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,28.56,: Missed,,,,,,,,,,,,,,,,,,,,,,,
286,PT00M49.20S,2020-03-10T23:57:21.6Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,48,55,2020-03-10T23:57:23Z,2850000,,[IND] Turner defensive rebound (Off:1 Def:4),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,285.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
288,PT00M47.60S,2020-03-10T23:57:25.2Z,2,REGULAR,turnover,lostball,[],1626167,,,1610612754,48,55,2020-03-10T23:57:33Z,2870000,,[IND] Turner lostball turnover (3 TO) Steal: Tatum (1 STL),"[1626167, 1628369]",1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,3.0,Tatum,1628369.0,1.0,,,,,,,,,,,
290,PT00M28.00S,2020-03-10T23:57:46.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626167,,,1610612738,48,55,2020-03-10T23:58:02Z,2890000,,[IND] Turner foul personal (2 PF) (Walker inpenalty),"[1626167, 202689]",1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,201640.0,2.0,0.0,Walker,202689.0,,,,,,
292,PT00M28.00S,2020-03-10T23:58:18.2Z,2,REGULAR,freethrow,1of2,['fromturnover'],202689,,,1610612738,48,56,2020-03-10T23:58:18Z,2910000,,[BOS] Walker freethrow 1of2: Made (4 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,: Made,,,,,4.0,,,,,,,,,,,,,,,,,,
293,PT00M28.00S,2020-03-10T23:58:18.8Z,2,REGULAR,substitution,out,[],1626167,,,1610612738,48,56,2020-03-10T23:58:21Z,2920000,,[IND] substitution Turner replaced by Sampson,"[1626167, 203960]",1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,Sampson,203960.0,
295,PT00M28.00S,2020-03-10T23:58:36.8Z,2,REGULAR,freethrow,2of2,['fromturnover'],202689,,,1610612738,48,57,2020-03-10T23:58:36Z,2940000,,[BOS] Walker freethrow 2of2: Made (5 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,: Made,,,,,5.0,,,,,,,,,,,,,,,,,,
296,PT00M07.90S,2020-03-10T23:58:59.8Z,2,REGULAR,2pt,jumpshot,[],203506,29.221419185282528,51.40165441176471,1610612754,50,57,2020-03-11T00:26:35Z,2950000,left,[IND] Oladipo jumpshot: Made (13 PTS),[203506],1610612754.0,IND,pullup,,,Oladipo,V. Oladipo,,,,,22.78,: Made,,,,,13.0,,,,,,,,,,,,,,,,,,
297,PT00M02.80S,2020-03-10T23:59:11.6Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628464,88.38699080157687,47.372855392156865,1610612738,50,59,2020-03-10T23:59:14Z,2960000,right,[BOS] Theis jumpshot: Made (8 PTS) assist: Hayward (3 AST),"[1628464, 202330]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,6.36,: Made,,,,,8.0,Hayward,202330.0,3.0,,,,,,,,,,,,,,,
299,PT00M00.60S,2020-03-10T23:59:17.3Z,2,REGULAR,3pt,jumpshot,[],1628988,60.791721419185286,38.794424019607845,1610612754,50,59,2020-03-10T23:59:23Z,2980000,left,[IND] Holiday runningpullup 3pt jumpshot: Missed,[1628988],1610612754.0,IND,runningpullup,,,Holiday,A. Holiday,,,,,52.74,: Missed,,,,,,,,,,,,,,,,,,,,,,,
