actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
255,PT04M45.00S,2020-01-05T01:54:00.0Z,2,REGULAR,turnover,badpass,[],203107,,,1610612741,44,46,2020-01-05T01:54:06Z,2520000,,,0,,T. Satoransky TURNOVER badpass (1 TOV) Stolen,"[203107, 1629684]",1610612741.0,CHI,,,,Satoransky,T. Satoransky,,,,,1.0,Williams,1629684.0,,,,,,,,,,,,,,,,,
256,PT04M45.00S,2020-01-05T01:54:00.0Z,2,REGULAR,steal,,[],1629684,,,1610612738,44,46,2020-01-05T01:54:04Z,2530000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
257,PT04M38.00S,2020-01-05T01:54:07.3Z,2,REGULAR,3pt,jumpshot,['fromturnover'],1629684,7.440867279894875,95.90226715686273,1610612738,44,49,2020-01-05T01:54:11Z,2540000,-230.0,17.0,1,left,G. Williams 23' 3PT  (3 PTS) (M. Smart 3 AST),"[1629684, 203935]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,23.06,Made,3.0,M. Smart,203935.0,3.0,,,,,,,,,,,
259,PT04M38.00S,2020-01-05T01:54:30.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,44,49,2020-01-05T01:54:35Z,2560000,,,0,,timeout full,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M20.00S,2020-01-05T01:57:18.5Z,2,REGULAR,3pt,jumpshot,[],1628374,73.01248357424441,18.941482843137255,1610612741,44,49,2020-01-05T01:57:25Z,2570000,-155.0,201.0,1,right,MISS L. Markkanen 26' 3PT,[1628374],1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,,,,25.85,Missed,,,,,,,,,,,,,,,
263,PT04M18.00S,2020-01-05T01:57:20.5Z,2,REGULAR,rebound,offensive,[],203107,,,1610612741,44,49,2020-01-05T01:57:25Z,2580000,,,0,,T. Satoransky REBOUND (Off:1 Def:3),[203107],1610612741.0,CHI,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,262.0,4.0,3.0,1.0,,,,,,,
264,PT04M08.00S,2020-01-05T01:57:30.6Z,2,REGULAR,2pt,jumpshot,"['pointsinthepaint', '2ndchance']",1628976,83.13074901445466,49.08854166666667,1610612741,44,49,2020-01-05T01:58:00Z,2590000,-5.0,106.0,1,right,MISS W. Carter Jr. 11' jumpshot,[1628976],1610612741.0,CHI,floating,,,Carter Jr.,W. Carter Jr.,,,,,,,,11.17,Missed,,,,,,,,,,,,,,,
265,PT04M05.00S,2020-01-05T01:57:33.6Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,44,49,2020-01-05T01:57:37Z,2600000,,,0,,D. Theis REBOUND (Off:1 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,264.0,3.0,2.0,1.0,,,,,,,
266,PT03M45.00S,2020-01-05T01:57:55.1Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628464,6.389618922470433,46.392463235294116,1610612738,44,49,2020-01-05T01:58:21Z,2610000,18.0,8.0,1,left,MISS D. Theis layup Blocked,"[1628464, 1628976]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,,,,2.23,Missed,,,,,,,,,,,,,,Carter Jr.,1628976.0
267,PT03M45.00S,2020-01-05T01:57:55.1Z,2,REGULAR,block,,[],1628976,,,1610612738,44,49,2020-01-05T01:57:57Z,2620000,,,0,,W. Carter Jr. BLOCK (2 BLK),[1628976],1610612741.0,CHI,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
268,PT03M44.00S,2020-01-05T01:57:56.1Z,2,REGULAR,rebound,offensive,[],1628464,,,1610612738,44,49,2020-01-05T01:58:21Z,2630000,,,0,,D. Theis REBOUND (Off:2 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,266.0,4.0,2.0,2.0,,,,,,,
269,PT03M44.00S,2020-01-05T01:58:00.6Z,2,REGULAR,turnover,shotclock,['team'],0,,,1610612738,44,49,2020-01-05T01:58:05Z,2640000,,,0,,Team TURNOVER shotclock,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,202041.0,,,,,,
270,PT03M30.00S,2020-01-05T01:58:24.8Z,2,REGULAR,2pt,jumpshot,['fromturnover'],203897,78.53153745072274,49.57873774509804,1610612741,44,49,2020-01-05T01:58:51Z,2650000,-2.0,149.0,1,right,MISS Z. LaVine 15' jumpshot,[203897],1610612741.0,CHI,stepback,,,LaVine,Z. LaVine,,,,,,,,15.48,Missed,,,,,,,,,,,,,,,
271,PT03M25.00S,2020-01-05T01:58:29.8Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,44,49,2020-01-05T01:58:32Z,2660000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,270.0,3.0,3.0,0.0,,,,,,,
272,PT03M19.00S,2020-01-05T01:58:34.5Z,2,REGULAR,turnover,badpass,[],1627759,,,1610612738,44,49,2020-01-05T01:58:37Z,2670000,,,0,,J. Brown TURNOVER badpass (1 TOV) Stolen,"[1627759, 1627739]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,1.0,Dunn,1627739.0,,,,,,,,,,,,,,,,,
273,PT03M19.00S,2020-01-05T01:58:34.5Z,2,REGULAR,steal,,[],1627739,,,1610612741,44,49,2020-01-05T01:58:36Z,2680000,,,0,,K. Dunn STEAL (1 STL),[1627739],1610612741.0,CHI,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M18.00S,2020-01-05T01:58:38.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612741,44,49,2020-01-05T01:59:11Z,2690000,,,0,,G. Williams FOUL personal (1 PF) (Dunn inpenalty),"[1629684, 1627739]",1610612738.0,BOS,take,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Dunn,1627739.0,,
276,PT03M18.00S,2020-01-05T01:59:08.1Z,2,REGULAR,freethrow,1of2,['fromturnover'],1627739,,,1610612741,44,49,2020-01-05T01:59:08Z,2710000,,,0,,MISS K. Dunn freethrow 1of2,[1627739],1610612741.0,CHI,,,,Dunn,K. Dunn,,,,,,,,,Missed,,,,,,,,,,,,,,,
277,PT03M18.00S,2020-01-05T01:59:08.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,44,49,2020-01-05T01:59:08Z,2720000,,,0,,Team offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,276.0,,,,,,,,,,
285,PT03M18.00S,2020-01-05T01:59:08.1Z,2,REGULAR,substitution,out,[],1628464,,,1610612741,44,49,2020-01-05T02:00:08Z,2725000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M18.00S,2020-01-05T01:59:08.1Z,2,REGULAR,substitution,in,[],202683,,,1610612741,44,49,2020-01-05T02:00:08Z,2727500,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M18.00S,2020-01-05T01:59:27.9Z,2,REGULAR,freethrow,2of2,['fromturnover'],1627739,,,1610612741,45,49,2020-01-05T01:59:27Z,2730000,,,0,,K. Dunn freethrow 2of2 (6 PTS),[1627739],1610612741.0,CHI,,,,Dunn,K. Dunn,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
279,PT03M06.00S,2020-01-05T01:59:42.8Z,2,REGULAR,3pt,jumpshot,[],1629684,5.863994743758213,3.2552083333333335,1610612738,45,49,2020-01-05T01:59:50Z,2740000,234.0,3.0,1,left,MISS G. Williams 23' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,23.38,Missed,,,,,,,,,,,,,,,
280,PT03M01.00S,2020-01-05T01:59:47.8Z,2,REGULAR,rebound,offensive,[],202683,,,1610612738,45,49,2020-01-05T01:59:50Z,2750000,,,0,,E. Kanter REBOUND (Off:2 Def:1),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,279.0,3.0,1.0,2.0,,,,,,,
281,PT02M58.00S,2020-01-05T01:59:50.7Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202683,8.886333771353483,56.93167892156863,1610612738,45,49,2020-01-05T01:59:56Z,2760000,-35.0,31.0,1,left,MISS E. Kanter layup,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,5.04,Missed,,,,,,,,,,,,,,,
282,PT02M56.00S,2020-01-05T01:59:53.1Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612741,45,49,2020-01-05T01:59:53Z,2770000,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,281.0,1.0,1.0,0.0,,,,,,,
283,PT02M50.00S,2020-01-05T01:59:58.5Z,2,REGULAR,3pt,jumpshot,[],1628374,67.09921156373193,46.392463235294116,1610612741,45,49,2020-01-05T02:00:12Z,2780000,-18.0,257.0,1,right,MISS L. Markkanen 26' 3PT,[1628374],1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,,,,26.29,Missed,,,,,,,,,,,,,,,
284,PT02M47.00S,2020-01-05T02:00:01.4Z,2,REGULAR,rebound,defensive,[],202683,,,1610612738,45,49,2020-01-05T02:00:01Z,2790000,,,0,,E. Kanter REBOUND (Off:2 Def:2),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,283.0,4.0,2.0,2.0,,,,,,,
287,PT02M29.00S,2020-01-05T02:00:19.7Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202683,7.046649145860711,47.86305147058824,1610612738,45,49,2020-01-05T02:00:23Z,2800000,11.0,14.0,1,left,MISS E. Kanter layup,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,2.2,Missed,,,,,,,,,,,,,,,
288,PT02M26.00S,2020-01-05T02:00:22.7Z,2,REGULAR,rebound,offensive,[],202683,,,1610612738,45,49,2020-01-05T02:00:23Z,2810000,,,0,,E. Kanter REBOUND (Off:3 Def:2),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,287.0,5.0,2.0,3.0,,,,,,,
289,PT02M26.00S,2020-01-05T02:00:22.4Z,2,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint']",202683,5.0,50.0,1610612738,45,51,2020-01-05T02:00:25Z,2820000,0.0,-6.0,1,left,E. Kanter layup (4 PTS),[202683],1610612738.0,BOS,putback,,,Kanter,E. Kanter,,,,,,,,0.0,Made,4.0,,,,,,,,,,,,,,
290,PT02M13.00S,2020-01-05T02:00:35.3Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],203107,88.78120893561103,51.049325980392155,1610612741,45,51,2020-01-05T02:01:41Z,2830000,5.0,53.0,1,right,MISS T. Satoransky 6' jumpshot,[203107],1610612741.0,CHI,drivingfloating,,,Satoransky,T. Satoransky,,,,,,,,5.87,Missed,,,,,,,,,,,,,,,
291,PT02M12.00S,2020-01-05T02:00:36.3Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,45,51,2020-01-05T02:00:41Z,2840000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,290.0,4.0,4.0,0.0,,,,,,,
292,PT02M06.00S,2020-01-05T02:00:42.4Z,2,REGULAR,turnover,lostball,[],1627759,,,1610612738,45,51,2020-01-05T02:00:48Z,2850000,,,0,,J. Brown TURNOVER lostball (2 TOV) Stolen,"[1627759, 203107]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,2.0,Satoransky,203107.0,,,,,,,,,,,,,,,,,
293,PT02M06.00S,2020-01-05T02:00:42.4Z,2,REGULAR,steal,,[],203107,,,1610612741,45,51,2020-01-05T02:00:44Z,2860000,,,0,,T. Satoransky STEAL (1 STL),[203107],1610612741.0,CHI,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
294,PT01M51.00S,2020-01-05T02:00:58.1Z,2,REGULAR,3pt,jumpshot,['fromturnover'],1628374,96.13994743758212,2.2748161764705883,1610612741,48,51,2020-01-05T02:01:10Z,2870000,-239.0,-16.0,1,right,L. Markkanen 24' 3PT  (9 PTS) (K. Dunn 3 AST),"[1628374, 1627739]",1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,,,,23.88,Made,9.0,K. Dunn,1627739.0,3.0,,,,,,,,,,,
296,PT01M25.00S,2020-01-05T02:01:22.9Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],203935,19.004599211563733,48.10814950980392,1610612738,48,51,2020-01-05T02:02:12Z,2890000,9.0,126.0,1,left,MISS M. Smart 13' jumpshot,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,,,,13.19,Missed,,,,,,,,,,,,,,,
297,PT01M23.00S,2020-01-05T02:01:24.9Z,2,REGULAR,rebound,defensive,[],1627739,,,1610612741,48,51,2020-01-05T02:01:32Z,2900000,,,0,,K. Dunn REBOUND (Off:0 Def:1),[1627739],1610612741.0,CHI,,,,Dunn,K. Dunn,,,,,,,,,,,,,,296.0,1.0,1.0,0.0,,,,,,,
298,PT01M14.00S,2020-01-05T02:01:35.0Z,2,REGULAR,2pt,jumpshot,[],203897,95.0886990801577,82.17677696078431,1610612741,50,51,2020-01-05T02:03:14Z,2910000,161.0,-6.0,1,right,Z. LaVine 16' jumpshot (17 PTS) (K. Dunn 4 AST),"[203897, 1627739]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,16.09,Made,17.0,K. Dunn,1627739.0,4.0,,,,,,,,,,,
300,PT01M14.00S,2020-01-05T02:01:41.9Z,2,REGULAR,timeout,full,['team'],0,,,1610612738,50,51,2020-01-05T02:01:41Z,2930000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT01M14.00S,2020-01-05T02:02:55.2Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,50,51,2020-01-05T02:03:12Z,2940000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
302,PT01M14.00S,2020-01-05T02:02:55.2Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,50,51,2020-01-05T02:03:12Z,2950000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
303,PT01M00.00S,2020-01-05T02:03:44.3Z,2,REGULAR,2pt,jumpshot,[],1628369,5.732588699080158,80.21599264705883,1610612738,50,53,2020-01-05T02:03:47Z,2960000,-151.0,1.0,1,left,J. Tatum 15' jumpshot (12 PTS) (G. Hayward 2 AST),"[1628369, 202330]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,15.13,Made,12.0,G. Hayward,202330.0,2.0,,,,,,,,,,,
305,PT00M41.90S,2020-01-05T02:04:05.7Z,2,REGULAR,2pt,hook,['pointsinthepaint'],1628976,88.25558475689881,50.06893382352941,1610612741,52,53,2020-01-05T02:04:09Z,2980000,0.0,58.0,1,right,W. Carter Jr. 6' hook (6 PTS),[1628976],1610612741.0,CHI,,,,Carter Jr.,W. Carter Jr.,,,,,,,,6.34,Made,6.0,,,,,,,,,,,,,,
306,PT00M29.50S,2020-01-05T02:04:23.7Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628369,7.5722733245729295,44.18658088235294,1610612738,52,53,2020-01-05T02:05:03Z,2990000,29.0,19.0,1,left,MISS J. Tatum layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,3.78,Missed,,,,,,,,,,,,,,,
307,PT00M28.00S,2020-01-05T02:04:25.2Z,2,REGULAR,rebound,offensive,[],202330,,,1610612738,52,53,2020-01-05T02:04:30Z,3000000,,,0,,G. Hayward REBOUND (Off:1 Def:2),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,306.0,3.0,2.0,1.0,,,,,,,
308,PT00M28.00S,2020-01-05T02:04:28.8Z,2,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint']",202330,5.0,50.0,1610612738,52,55,2020-01-05T02:05:04Z,3010000,0.0,-6.0,1,left,G. Hayward layup (12 PTS),[202330],1610612738.0,BOS,putback,,,Hayward,G. Hayward,,,,,,,,0.0,Made,12.0,,,,,,,,,,,,,,
309,PT00M05.50S,2020-01-05T02:04:51.3Z,2,REGULAR,2pt,jumpshot,[],203897,76.5604467805519,30.706188725490197,1610612741,52,55,2020-01-05T02:04:56Z,3020000,-96.0,168.0,1,right,MISS Z. LaVine 20' jumpshot,[203897],1610612741.0,CHI,stepback,,,LaVine,Z. LaVine,,,,,,,,19.84,Missed,,,,,,,,,,,,,,,
310,PT00M04.70S,2020-01-05T02:04:52.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,52,55,2020-01-05T02:04:56Z,3030000,,,0,,Team offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,309.0,,,,,,,,,,
311,PT00M04.70S,2020-01-05T02:04:56.9Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612741,52,55,2020-01-05T02:04:56Z,3040000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT00M04.70S,2020-01-05T02:05:12.5Z,2,REGULAR,substitution,out,[],202683,,,1610612741,52,55,2020-01-05T02:05:14Z,3050000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,
313,PT00M04.70S,2020-01-05T02:05:12.5Z,2,REGULAR,substitution,in,[],1628464,,,1610612741,52,55,2020-01-05T02:05:14Z,3060000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
314,PT00M04.00S,2020-01-05T02:05:20.7Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612741,52,55,2020-01-05T02:05:20Z,3070000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT00M00.00S,2020-01-05T02:05:39.9Z,2,REGULAR,2pt,dunk,"['pointsinthepaint', '2ndchance']",1628374,93.24901445466492,51.294424019607845,1610612741,52,55,2020-01-05T02:05:45Z,3080000,6.0,11.0,1,right,MISS L. Markkanen dunk,[1628374],1610612741.0,CHI,driving,,,Markkanen,L. Markkanen,,,,,,,,1.77,Missed,,,,,,,,,,,,,,,
316,PT00M00.00S,2020-01-05T02:05:42.8Z,2,REGULAR,rebound,defensive,[],202330,,,1610612738,52,55,2020-01-05T02:05:42Z,3090000,,,0,,G. Hayward REBOUND (Off:1 Def:3),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,315.0,4.0,3.0,1.0,,,,,,,
317,PT00M00.00S,2020-01-05T02:05:44.5Z,2,REGULAR,period,end,[],0,,,1610612738,52,55,2020-01-05T02:05:44Z,3100000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2020-01-05T02:21:12.0Z,3,REGULAR,period,start,[],0,,,1610612738,52,55,2020-01-05T02:21:12Z,3110000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT11M44.00S,2020-01-05T02:21:27.2Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1627759,92.85479632063075,47.127757352941174,1610612738,52,55,2020-01-05T02:21:31Z,3120000,-14.0,15.0,1,right,MISS J. Brown layup,[1627759],1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,,,,2.48,Missed,,,,,,,,,,,,,,,
320,PT11M42.00S,2020-01-05T02:21:29.2Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612741,52,55,2020-01-05T02:21:31Z,3130000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:6),[1628976],1610612741.0,CHI,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,319.0,8.0,6.0,2.0,,,,,,,
321,PT11M30.00S,2020-01-05T02:21:40.5Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628976,19.004599211563733,56.44148284313726,1610612741,52,55,2020-01-05T02:21:45Z,3140000,-32.0,126.0,1,left,MISS W. Carter Jr. 14' jumpshot,[1628976],1610612741.0,CHI,,,,Carter Jr.,W. Carter Jr.,,,,,,,,13.55,Missed,,,,,,,,,,,,,,,
322,PT11M28.00S,2020-01-05T02:21:42.5Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,52,55,2020-01-05T02:21:45Z,3150000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,321.0,3.0,3.0,0.0,,,,,,,
323,PT11M15.00S,2020-01-05T02:21:58.7Z,3,REGULAR,turnover,traveling,[],1628369,,,1610612738,52,55,2020-01-05T02:22:03Z,3160000,,,0,,J. Tatum TURNOVER traveling (1 TOV),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,1.0,,,,,,,,,,,,,1626302.0,,,,,,
324,PT11M04.00S,2020-01-05T02:22:19.5Z,3,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612741,52,55,2020-01-05T02:22:28Z,3170000,,,0,,D. Theis FOUL personal (2 PF) (LaVine 2freethrow),"[1628464, 203897]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,202041.0,2.0,0.0,LaVine,203897.0,,
326,PT11M04.00S,2020-01-05T02:22:46.4Z,3,REGULAR,freethrow,1of2,['fromturnover'],203897,,,1610612741,52,55,2020-01-05T02:22:46Z,3190000,,,0,,MISS Z. LaVine freethrow 1of2,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,Missed,,,,,,,,,,,,,,,
327,PT11M04.00S,2020-01-05T02:22:46.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,52,55,2020-01-05T02:22:46Z,3200000,,,0,,Team offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,326.0,,,,,,,,,,
328,PT11M04.00S,2020-01-05T02:23:02.1Z,3,REGULAR,freethrow,2of2,['fromturnover'],203897,,,1610612741,53,55,2020-01-05T02:23:02Z,3210000,,,0,,Z. LaVine freethrow 2of2 (18 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,Made,18.0,,,,,,,,,,,,,,
329,PT10M53.00S,2020-01-05T02:23:14.7Z,3,REGULAR,3pt,jumpshot,[],1628369,71.17279894875165,24.57873774509804,1610612738,53,55,2020-01-05T02:23:20Z,3220000,-127.0,218.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,25.75,Missed,,,,,,,,,,,,,,,
330,PT10M50.00S,2020-01-05T02:23:17.7Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612741,53,55,2020-01-05T02:23:20Z,3230000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:7),[1628976],1610612741.0,CHI,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,329.0,9.0,7.0,2.0,,,,,,,
331,PT10M30.00S,2020-01-05T02:23:37.4Z,3,REGULAR,3pt,jumpshot,[],1628374,7.966491458607096,3.990502450980392,1610612741,53,55,2020-01-05T02:23:43Z,3240000,230.0,22.0,1,left,MISS L. Markkanen 23' 3PT Blocked,"[1628374, 1628369]",1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,,,,23.17,Missed,,,,,,,,,,,,,,Tatum,1628369.0
332,PT10M30.00S,2020-01-05T02:23:37.4Z,3,REGULAR,block,,[],1628369,,,1610612741,53,55,2020-01-05T02:23:41Z,3250000,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
333,PT10M26.00S,2020-01-05T02:23:41.4Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,53,55,2020-01-05T02:23:43Z,3260000,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,331.0,5.0,5.0,0.0,,,,,,,
334,PT10M21.00S,2020-01-05T02:23:46.2Z,3,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint']",1628464,93.9060446780552,45.41207107843137,1610612738,53,57,2020-01-05T02:23:54Z,3270000,-23.0,5.0,1,right,D. Theis layup (4 PTS) (G. Hayward 3 AST),"[1628464, 202330]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,2.51,Made,4.0,G. Hayward,202330.0,3.0,,,,,,,,,,,
336,PT10M12.00S,2020-01-05T02:23:58.0Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612741,53,57,2020-01-05T02:23:58Z,3290000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT10M02.00S,2020-01-05T02:24:20.3Z,3,REGULAR,3pt,jumpshot,[],203107,28.991458607095925,73.84344362745098,1610612741,53,57,2020-01-05T02:24:25Z,3300000,-119.0,220.0,1,left,MISS T. Satoransky 26' 3PT,[203107],1610612741.0,CHI,,,,Satoransky,T. Satoransky,,,,,,,,25.51,Missed,,,,,,,,,,,,,,,
338,PT10M00.00S,2020-01-05T02:24:22.3Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,53,57,2020-01-05T02:24:25Z,3310000,,,0,,D. Theis REBOUND (Off:2 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,337.0,5.0,3.0,2.0,,,,,,,
339,PT09M44.00S,2020-01-05T02:24:38.9Z,3,REGULAR,3pt,jumpshot,[],1627759,81.553876478318,91.49050245098039,1610612738,53,60,2020-01-05T02:24:43Z,3320000,207.0,121.0,1,right,J. Brown 24' 3PT  (15 PTS) (M. Smart 4 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,24.3,Made,15.0,M. Smart,203935.0,4.0,,,,,,,,,,,
341,PT09M25.00S,2020-01-05T02:24:57.7Z,3,REGULAR,foul,personal,['2freethrow'],203935,,,1610612741,53,60,2020-01-05T02:25:08Z,3340000,,,0,,M. Smart FOUL personal (2 PF) (Dunn 2freethrow),"[203935, 1627739]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,1626302.0,2.0,0.0,Dunn,1627739.0,,
