actionNumber,clock,timeActual,period,periodType,actionType,subType,descriptor,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,side,description,personIdsFilter,teamId,teamTricode,isFieldGoal,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,jumpBallRecoveredName,jumpBallRecoveredPersonId,pointsTotal,shotResult,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotActionNumber,stealPlayerName,stealPersonId,stealTotal,turnoverTotal,assistPlayerName,assistPersonId,assistTotal,blockPersonId,blockPlayerName,foulDrawnPlayerName,foulDrawnPersonId,foulPersonalTotal,foulTechnicalTotal,officialId
633,PT01M34.00S,2020-08-05T01:01:49Z,4,REGULAR,2pt,jumpshot,drivingfloating,[],1628369,86.15,23.6,1610612738,108,98,2020-08-05T01:02:01,6210000,-132,78,right,MISS Tatum 15' Driving Floating Jump Shot,[1628369],1610612738,BOS,1,Tatum,J. Tatum,,,,,,,0.0,Missed,15.33,,,,,,,,,,,,,,,,,,
634,PT01M34.00S,2020-08-05T01:01:49Z,4,REGULAR,rebound,offensive,,['team'],0,,,1610612738,108,98,2020-08-05T01:02:01,6220000,-132,78,right,Celtics Rebound,[],1610612738,BOS,0,,,,,,,,,,,,0.0,0.0,0.0,633.0,,,,,,,,,,,,,,
635,PT01M34.00S,2020-08-05T01:01:55Z,4,REGULAR,foul,personal,looseball,[],201609,,,1610612738,108,98,2020-08-05T01:06:17,6230000,-5,31,right,Dragic L.B.FOUL (P2.T3),"[201609, 1628464]",1610612748,MIA,0,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,Theis,1628464.0,2.0,0.0,101283.0
637,PT01M26.00S,2020-08-05T01:02:16Z,4,REGULAR,3pt,jumpshot,,['2ndchance'],202689,71.96,75.8,1610612738,108,101,2020-08-05T01:02:29,6250000,129,211,right,Walker 25' 3PT Jump Shot (12 PTS) (Hayward 2 AST),"[202689, 202330]",1610612738,BOS,1,Walker,K. Walker,,,,,,,12.0,Made,24.73,,,,,,,,,Hayward,202330.0,2.0,,,,,,,
639,PT01M10.00S,2020-08-05T01:02:36Z,4,REGULAR,3pt,jumpshot,,[],1629130,26.36,16.98,1610612748,108,101,2020-08-05T01:06:52,6270000,165,195,left,MISS Robinson 26' 3PT Jump Shot,[1629130],1610612748,MIA,1,Robinson,D. Robinson,,,,,,,0.0,Missed,25.54,,,,,,,,,,,,,,,,,,
640,PT01M07.00S,2020-08-05T01:02:39Z,4,REGULAR,rebound,defensive,,[],1628369,,,1610612738,108,101,2020-08-05T01:02:41,6280000,165,195,left,Tatum REBOUND (Off:1 Def:6),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,7.0,6.0,1.0,639.0,,,,,,,,,,,,,,
641,PT01M04.00S,2020-08-05T01:02:44Z,4,REGULAR,turnover,outofbounds,lostball,[],1628369,,,1610612738,108,101,2020-08-05T01:02:55,6290000,6,122,right,Tatum Out of Bounds Lost Ball Turnover (P4.T16),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,
642,PT01M04.00S,2020-08-05T01:03:02Z,4,REGULAR,violation,delayofgame,,['team'],0,,,1610612748,108,101,2020-08-05T01:03:13,6300000,0,-80,,Celtics Violation: Delay of game Violation,[],1610612738,BOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT00M54.10S,2020-08-05T01:03:13Z,4,REGULAR,2pt,layup,reverse,"['pointsinthepaint', 'fromturnover']",201609,5.47,55.95,1610612748,108,101,2020-08-05T01:03:21,6310000,-30,-1,left,MISS Dragic 3' Reverse Layup,[201609],1610612748,MIA,1,Dragic,G. Dragic,,,,,,,0.0,Missed,3.0,,,,,,,,,,,,,,,,,,
644,PT00M52.10S,2020-08-05T01:03:15Z,4,REGULAR,rebound,defensive,,[],202330,,,1610612738,108,101,2020-08-05T01:03:21,6320000,-30,-1,left,Hayward REBOUND (Off:1 Def:5),[202330],1610612738,BOS,0,Hayward,G. Hayward,,,,,,,,,,6.0,5.0,1.0,643.0,,,,,,,,,,,,,,
645,PT00M48.10S,2020-08-05T01:03:19Z,4,REGULAR,2pt,jumpshot,drivingfloating,"['pointsinthepaint', 'fastbreak']",202330,90.62,42.47,1610612738,108,101,2020-08-05T01:07:46,6330000,-38,36,right,MISS Hayward 5' Driving Floating Jump Shot Blocked,"[202330, 1628389]",1610612738,BOS,1,Hayward,G. Hayward,,,,,,,0.0,Missed,5.23,,,,,,,,,,,,1628389.0,Adebayo,,,,,
646,PT00M48.10S,2020-08-05T01:03:19Z,4,REGULAR,block,,,[],1628389,,,1610612738,108,101,0001-01-01T00:00:00,6340000,-38,36,right, BLOCK ,[1628389],1610612748,MIA,0,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT00M48.10S,2020-08-05T01:03:19Z,4,REGULAR,rebound,offensive,,[],202330,,,1610612738,108,101,2020-08-05T01:03:29,6350000,-38,36,right,Hayward REBOUND (Off:2 Def:5),[202330],1610612738,BOS,0,Hayward,G. Hayward,,,,,,,,,,7.0,5.0,2.0,645.0,,,,,,,,,,,,,,
648,PT00M44.00S,2020-08-05T01:03:24Z,4,REGULAR,2pt,layup,putback,"['pointsinthepaint', '2ndchance']",202330,90.88,48.84,1610612738,108,101,2020-08-05T01:08:00,6360000,-6,33,right,MISS Hayward 3' Putback Layup,[202330],1610612738,BOS,1,Hayward,G. Hayward,,,,,,,0.0,Missed,3.35,,,,,,,,,,,,,,,,,,
649,PT00M42.30S,2020-08-05T01:03:25Z,4,REGULAR,rebound,defensive,,[],1629130,,,1610612748,108,101,0001-01-01T00:00:00,6370000,-6,33,right,Robinson REBOUND (Off:0 Def:2),[1629130],1610612748,MIA,0,Robinson,D. Robinson,,,,,,,,,,2.0,2.0,0.0,648.0,,,,,,,,,,,,,,
650,PT00M25.30S,2020-08-05T01:03:42Z,4,REGULAR,2pt,jumpshot,,['pointsinthepaint'],1628389,16.25,53.5,1610612748,108,101,2020-08-05T01:03:47,6380000,-18,100,left,MISS Adebayo 10' Jump Shot Blocked,"[1628389, 1627759]",1610612748,MIA,1,Adebayo,B. Adebayo,,,,,,,0.0,Missed,10.16,,,,,,,,,,,,1627759.0,Brown,,,,,
651,PT00M25.30S,2020-08-05T01:03:42Z,4,REGULAR,block,,,[],1627759,,,1610612748,108,101,2020-08-05T01:06:07,6390000,-18,100,left, BLOCK ,[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT00M22.30S,2020-08-05T01:03:45Z,4,REGULAR,rebound,defensive,,[],1627759,,,1610612738,108,101,2020-08-05T01:03:47,6400000,-18,100,left,Brown REBOUND (Off:3 Def:7),[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,10.0,7.0,3.0,650.0,,,,,,,,,,,,,,
654,PT00M21.10S,2020-08-05T01:03:54Z,4,REGULAR,foul,personal,shooting,"['inpenalty', '2freethrow']",1629130,,,1610612738,108,101,2020-08-05T01:04:54,6420000,4,69,right,Robinson S.FOUL (P3.PN),[1629130],1610612748,MIA,0,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,202026.0
654,PT00M21.10S,2020-08-05T01:03:54Z,4,REGULAR,foul,personal,shooting,"['inpenalty', '2freethrow']",1629130,,,1610612738,108,101,2020-08-05T01:04:54,6420000,4,69,right,Robinson S.FOUL (P3.PN),"[1629130, 1627759]",1610612748,MIA,0,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,Brown,1627759.0,3.0,0.0,202026.0
656,PT00M21.10S,2020-08-05T01:04:21Z,4,REGULAR,foul,technical,,['1freethrow'],1628369,,,1610612738,108,101,2020-08-05T01:04:36,6440000,0,-80,,Tatum T.FOUL (P5.T0),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,202026.0
657,PT00M21.10S,2020-08-05T01:04:47Z,4,REGULAR,timeout,full,,['team'],0,,,1610612738,108,101,0001-01-01T00:00:00,6450000,0,-80,,HEAT Timeout: Regular (Full 5 Short 0),[],1610612748,MIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M21.10S,2020-08-05T01:07:19Z,4,REGULAR,freethrow,1of1,technical,[],1629130,,,1610612738,109,101,0001-01-01T00:00:00,6490000,-250,888,right,Robinson Free Throw Technical (19 PTS),[1629130],1610612748,MIA,0,Robinson,D. Robinson,,,,,,,19.0,Made,,,,,,,,,,,,,,,,,,,
662,PT00M21.10S,2020-08-05T01:07:49Z,4,REGULAR,freethrow,1of2,,[],1627759,,,1610612738,109,101,0001-01-01T00:00:00,6500000,-250,888,right,MISS Brown Free Throw 1 of 2,[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,18.0,Missed,,,,,,,,,,,,,,,,,,,
663,PT00M21.10S,2020-08-05T01:07:49Z,4,REGULAR,rebound,offensive,,"['deadball', 'team']",0,,,1610612738,109,101,0001-01-01T00:00:00,6510000,-250,888,right,Celtics Rebound,[],1610612738,BOS,0,,,,,,,,,,,,0.0,0.0,0.0,662.0,,,,,,,,,,,,,,
664,PT00M21.10S,2020-08-05T01:07:57Z,4,REGULAR,substitution,out,,[],203109,,,1610612738,109,101,0001-01-01T00:00:00,6520000,0,-80,,SUB: Olynyk FOR Crowder,[203109],1610612748,MIA,0,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT00M21.10S,2020-08-05T01:07:49Z,4,REGULAR,freethrow,2of2,,[],1627759,,,1610612738,109,101,2020-08-05T01:09:48,6540000,-250,888,right,MISS Brown Free Throw 2 of 2,[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,18.0,Missed,,,,,,,,,,,,,,,,,,,
667,PT00M19.80S,2020-08-05T01:07:51Z,4,REGULAR,rebound,offensive,,['team'],0,,,1610612738,109,101,2020-08-05T01:09:48,6550000,-250,888,right,Celtics Rebound,[],1610612738,BOS,0,,,,,,,,,,,,0.0,0.0,0.0,666.0,,,,,,,,,,,,,,
668,PT00M19.80S,2020-08-05T01:08:20Z,4,REGULAR,foul,personal,looseball,"['inpenalty', '2freethrow']",203482,,,1610612738,109,101,2020-08-05T01:09:09,6560000,-7,33,right,Olynyk L.B.FOUL (P4.PN),"[203482, 1628464]",1610612748,MIA,0,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,Theis,1628464.0,4.0,0.0,1146.0
670,PT00M19.80S,2020-08-05T01:08:58Z,4,REGULAR,freethrow,1of2,,['2ndchance'],1628464,,,1610612738,109,102,0001-01-01T00:00:00,6580000,-250,888,right,Theis Free Throw 1 of 2 (10 PTS),[1628464],1610612738,BOS,0,Theis,D. Theis,,,,,,,10.0,Made,,,,,,,,,,,,,,,,,,,
671,PT00M19.80S,2020-08-05T01:08:59Z,4,REGULAR,substitution,out,,[],203482,,,1610612738,109,102,0001-01-01T00:00:00,6590000,0,-80,,SUB: Crowder FOR Olynyk,[203482],1610612748,MIA,0,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,PT00M19.80S,2020-08-05T01:09:12Z,4,REGULAR,freethrow,2of2,,['2ndchance'],1628464,,,1610612738,109,103,0001-01-01T00:00:00,6610000,-250,888,right,Theis Free Throw 2 of 2 (11 PTS),[1628464],1610612738,BOS,0,Theis,D. Theis,,,,,,,11.0,Made,,,,,,,,,,,,,,,,,,,
674,PT00M18.50S,2020-08-05T01:09:22Z,4,REGULAR,turnover,traveling,,[],201609,,,1610612748,109,103,2020-08-05T01:09:42,6620000,138,768,left,Dragic Traveling Turnover (P3.T13),[201609],1610612748,MIA,0,Dragic,G. Dragic,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
675,PT00M13.00S,2020-08-05T01:09:47Z,4,REGULAR,3pt,jumpshot,,['fromturnover'],202689,85.76,3.75,1610612738,109,106,2020-08-05T01:10:11,6630000,-231,81,right,Walker 24' 3PT Jump Shot (15 PTS) (Hayward 3 AST),"[202689, 202330]",1610612738,BOS,1,Walker,K. Walker,,,,,,,15.0,Made,24.48,,,,,,,,,Hayward,202330.0,3.0,,,,,,,
676,PT00M13.00S,2020-08-05T01:09:54Z,4,REGULAR,timeout,full,,['team'],0,,,1610612748,109,106,0001-01-01T00:00:00,6640000,0,-80,,HEAT Timeout: Regular (Full 6 Short 0),[],1610612748,MIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT00M13.00S,2020-08-05T01:11:05Z,4,REGULAR,substitution,out,,[],1628464,,,1610612748,109,106,0001-01-01T00:00:00,6650000,0,-80,,SUB: Williams III FOR Theis,[1628464],1610612738,BOS,0,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,PT00M11.20S,2020-08-05T01:11:34Z,4,REGULAR,foul,personal,take,[],1629057,,,1610612748,109,106,2020-08-05T01:12:33,6670000,-142,53,left,Williams III Personal Take Foul (P1.T1),"[1629057, 1629130]",1610612738,BOS,0,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,Robinson,1629130.0,1.0,0.0,1146.0
682,PT00M05.20S,2020-08-05T01:12:05Z,4,REGULAR,foul,personal,take,"['inpenalty', '2freethrow']",1629057,,,1610612748,109,106,2020-08-05T01:12:16,6690000,-171,83,left,Williams III Personal Take Foul (P2.PN),"[1629057, 2738]",1610612738,BOS,0,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,Iguodala,2738.0,2.0,0.0,101283.0
685,PT00M05.20S,2020-08-05T01:12:37Z,4,REGULAR,substitution,out,,[],201609,,,1610612748,109,106,0001-01-01T00:00:00,6720000,0,-80,,SUB: Jones Jr. FOR Dragic,[201609],1610612748,MIA,0,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,PT00M05.20S,2020-08-05T01:12:38Z,4,REGULAR,freethrow,1of2,,[],2738,,,1610612748,110,106,2020-08-05T01:18:20,6732500,250,-52,left,Iguodala Free Throw 1 of 2 (6 PTS),[2738],1610612748,MIA,0,Iguodala,A. Iguodala,,,,,,,6.0,Made,,,,,,,,,,,,,,,,,,,
687,PT00M05.20S,2020-08-05T01:12:38Z,4,REGULAR,freethrow,2of2,,[],2738,,,1610612748,110,106,2020-08-05T01:18:20,6733750,250,-52,left,MISS Iguodala Free Throw 2 of 2,[2738],1610612748,MIA,0,Iguodala,A. Iguodala,,,,,,,6.0,Missed,,,,,,,,,,,,,,,,,,,
688,PT00M05.20S,2020-08-05T01:12:38Z,4,REGULAR,rebound,offensive,,[],1629130,,,1610612748,110,106,2020-08-05T01:18:20,6734375,250,-52,left,Robinson REBOUND (Off:1 Def:2),[1629130],1610612748,MIA,0,Robinson,D. Robinson,,,,,,,,,,3.0,2.0,1.0,687.0,,,,,,,,,,,,,,
689,PT00M03.40S,2020-08-05T01:13:01Z,4,REGULAR,foul,personal,take,"['inpenalty', '2freethrow']",1629057,,,1610612748,110,106,2020-08-05T01:17:24,6735000,11,-25,left,Williams III Personal Take Foul (P3.PN),"[1629057, 1629130]",1610612738,BOS,0,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,Robinson,1629130.0,3.0,0.0,202026.0
691,PT00M03.40S,2020-08-05T01:13:21Z,4,REGULAR,freethrow,1of2,,['2ndchance'],1629130,,,1610612748,111,106,2020-08-05T01:18:06,6780000,250,-52,left,Robinson Free Throw 1 of 2 (20 PTS),[1629130],1610612748,MIA,0,Robinson,D. Robinson,,,,,,,20.0,Made,,,,,,,,,,,,,,,,,,,
692,PT00M03.40S,2020-08-05T01:13:35Z,4,REGULAR,freethrow,2of2,,['2ndchance'],1629130,,,1610612748,112,106,2020-08-05T01:18:06,6790000,250,-52,left,Robinson Free Throw 2 of 2 (21 PTS),[1629130],1610612748,MIA,0,Robinson,D. Robinson,,,,,,,21.0,Made,,,,,,,,,,,,,,,,,,,
693,PT00M00.00S,2020-08-05T01:13:41Z,4,REGULAR,3pt,jumpshot,,[],202689,47.78,47.37,1610612738,112,106,2020-08-05T01:15:15,6800000,-13,438,right,MISS Walker 44' 3PT Jump Shot,[202689],1610612738,BOS,1,Walker,K. Walker,,,,,,,0.0,Missed,43.82,,,,,,,,,,,,,,,,,,
694,PT00M00.00S,2020-08-05T01:13:41Z,4,REGULAR,rebound,offensive,,['team'],0,,,1610612738,112,106,2020-08-05T01:15:15,6810000,-13,438,right,Celtics Rebound,[],1610612738,BOS,0,,,,,,,,,,,,0.0,0.0,0.0,693.0,,,,,,,,,,,,,,
695,PT00M00.00S,2020-08-05T01:13:45Z,4,REGULAR,period,end,,[],0,,,1610612738,112,106,0001-01-01T00:00:00,6820000,0,-80,,End of 4th Period (9:14 PM EST),[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,PT00M00.00S,2020-08-05T01:13:50Z,4,REGULAR,game,end,,[],0,,,0,112,106,0001-01-01T00:00:00,6830000,0,-80,,,[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
