actionNumber,clock,timeActual,period,periodType,actionType,subType,descriptor,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,side,description,personIdsFilter,teamId,teamTricode,isFieldGoal,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,jumpBallRecoveredName,jumpBallRecoveredPersonId,pointsTotal,shotResult,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotActionNumber,stealPlayerName,stealPersonId,stealTotal,turnoverTotal,assistPlayerName,assistPersonId,assistTotal,blockPersonId,blockPlayerName,foulDrawnPlayerName,foulDrawnPersonId,foulPersonalTotal,foulTechnicalTotal,officialId
303,PT00M29.70S,2020-08-04T23:42:00Z,2,REGULAR,substitution,out,,[],203935,,,1610612748,63,49,0001-01-01T00:00:00,3010000,0,-80,,SUB: Kanter FOR Smart,[203935],1610612738,BOS,0,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT00M29.70S,2020-08-04T23:41:59Z,2,REGULAR,freethrow,2of2,,[],1628389,,,1610612748,63,49,2020-08-04T23:42:28,3040000,-250,888,right,MISS Adebayo Free Throw 2 of 2,[1628389],1610612748,MIA,0,Adebayo,B. Adebayo,,,,,,,11.0,Missed,,,,,,,,,,,,,,,,,,,
307,PT00M27.40S,2020-08-04T23:42:02Z,2,REGULAR,rebound,defensive,,[],1628369,,,1610612738,63,49,2020-08-04T23:42:28,3050000,-250,888,right,Tatum REBOUND (Off:0 Def:2),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,2.0,2.0,0.0,306.0,,,,,,,,,,,,,,
308,PT00M09.80S,2020-08-04T23:42:47Z,2,REGULAR,foul,personal,shooting,['2freethrow'],1629134,,,1610612738,63,49,2020-08-04T23:42:53,3060000,45,29,left,Nunn S.FOUL (P1.T4),"[1629134, 202689]",1610612748,MIA,0,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,Walker,202689.0,1.0,0.0,101283.0
310,PT00M09.80S,2020-08-04T23:43:16Z,2,REGULAR,freethrow,1of2,,[],202689,,,1610612738,63,50,0001-01-01T00:00:00,3080000,250,-52,left,Walker Free Throw 1 of 2 (4 PTS),[202689],1610612738,BOS,0,Walker,K. Walker,,,,,,,4.0,Made,,,,,,,,,,,,,,,,,,,
311,PT00M09.80S,2020-08-04T23:43:17Z,2,REGULAR,substitution,out,,[],1629134,,,1610612738,63,50,0001-01-01T00:00:00,3090000,0,-80,,SUB: Herro FOR Nunn,[1629134],1610612748,MIA,0,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT00M09.80S,2020-08-04T23:43:17Z,2,REGULAR,substitution,out,,[],2738,,,1610612738,63,50,0001-01-01T00:00:00,3100000,0,-80,,SUB: Dragic FOR Iguodala,[2738],1610612748,MIA,0,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT00M09.80S,2020-08-04T23:43:17Z,2,REGULAR,substitution,out,,[],1627884,,,1610612738,63,50,0001-01-01T00:00:00,3110000,0,-80,,SUB: Robinson FOR Jones Jr.,[1627884],1610612748,MIA,0,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT00M09.80S,2020-08-04T23:43:17Z,2,REGULAR,substitution,out,,[],202683,,,1610612738,63,50,0001-01-01T00:00:00,3120000,0,-80,,SUB: Williams FOR Kanter,[202683],1610612738,BOS,0,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT00M09.80S,2020-08-04T23:43:48Z,2,REGULAR,freethrow,2of2,,[],202689,,,1610612738,63,51,0001-01-01T00:00:00,3170000,250,-52,left,Walker Free Throw 2 of 2 (5 PTS),[202689],1610612738,BOS,0,Walker,K. Walker,,,,,,,5.0,Made,,,,,,,,,,,,,,,,,,,
320,PT00M00.00S,2020-08-04T23:44:00Z,2,REGULAR,3pt,jumpshot,,[],203109,72.75,80.22,1610612748,63,51,2020-08-04T23:44:05,3180000,151,204,right,MISS Crowder 25' 3PT Jump Shot,[203109],1610612748,MIA,1,Crowder,J. Crowder,,,,,,,0.0,Missed,25.38,,,,,,,,,,,,,,,,,,
321,PT00M00.00S,2020-08-04T23:44:03Z,2,REGULAR,rebound,offensive,,['team'],0,,,1610612748,63,51,0001-01-01T00:00:00,3190000,151,204,right,HEAT Rebound,[],1610612748,MIA,0,,,,,,,,,,,,0.0,0.0,0.0,320.0,,,,,,,,,,,,,,
322,PT00M00.00S,2020-08-04T23:44:06Z,2,REGULAR,period,end,,[],0,,,1610612748,63,51,0001-01-01T00:00:00,3200000,0,-80,,End of 2nd Period (7:44 PM EST),[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2020-08-05T00:00:08Z,3,REGULAR,substitution,out,,['startperiod'],1629639,,,1610612748,63,51,0001-01-01T00:00:00,3210000,0,-80,,,[1629639],1610612748,MIA,0,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2020-08-05T00:00:08Z,3,REGULAR,substitution,out,,['startperiod'],201609,,,1610612748,63,51,0001-01-01T00:00:00,3220000,0,-80,,,[201609],1610612748,MIA,0,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2020-08-05T00:00:08Z,3,REGULAR,substitution,out,,['startperiod'],1629684,,,1610612748,63,51,0001-01-01T00:00:00,3230000,0,-80,,,[1629684],1610612738,BOS,0,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2020-08-05T00:00:52Z,3,REGULAR,period,start,,[],0,,,1610612738,63,51,0001-01-01T00:00:00,3270000,0,-80,,Start of 3rd Period (8:01 PM EST),[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT11M45.00S,2020-08-05T00:01:08Z,3,REGULAR,foul,personal,shooting,['2freethrow'],1628389,,,1610612738,63,51,2020-08-05T00:01:12,3280000,54,52,right,Adebayo S.FOUL (P1.T1),"[1628389, 202689]",1610612748,MIA,0,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,Walker,202689.0,1.0,0.0,202026.0
332,PT11M45.00S,2020-08-05T00:01:32Z,3,REGULAR,freethrow,1of2,,[],202689,,,1610612738,63,51,0001-01-01T00:00:00,3300000,-250,888,right,MISS Walker Free Throw 1 of 2,[202689],1610612738,BOS,0,Walker,K. Walker,,,,,,,5.0,Missed,,,,,,,,,,,,,,,,,,,
333,PT11M45.00S,2020-08-05T00:01:32Z,3,REGULAR,rebound,offensive,,"['deadball', 'team']",0,,,1610612738,63,51,0001-01-01T00:00:00,3310000,-250,888,right,Celtics Rebound,[],1610612738,BOS,0,,,,,,,,,,,,0.0,0.0,0.0,332.0,,,,,,,,,,,,,,
334,PT11M45.00S,2020-08-05T00:01:48Z,3,REGULAR,freethrow,2of2,,[],202689,,,1610612738,63,52,0001-01-01T00:00:00,3320000,-250,888,right,Walker Free Throw 2 of 2 (6 PTS),[202689],1610612738,BOS,0,Walker,K. Walker,,,,,,,6.0,Made,,,,,,,,,,,,,,,,,,,
335,PT11M34.00S,2020-08-05T00:02:25Z,3,REGULAR,stoppage,outofbounds,,[],0,,,1610612748,63,52,0001-01-01T00:00:00,3330000,0,-80,,,[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT11M32.00S,2020-08-05T00:02:30Z,3,REGULAR,foul,personal,,[],1628369,,,1610612748,63,52,2020-08-05T00:02:36,3340000,-136,116,left,Tatum P.FOUL (P3.T1),"[1628369, 1629130]",1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,Robinson,1629130.0,3.0,0.0,1146.0
338,PT11M24.00S,2020-08-05T00:02:56Z,3,REGULAR,3pt,jumpshot,,[],203482,7.97,2.52,1610612748,66,52,2020-08-05T00:03:06,3360000,237,22,left,Olynyk 24' 3PT Jump Shot (11 PTS) (Robinson 2 AST),"[203482, 1629130]",1610612748,MIA,1,Olynyk,K. Olynyk,,,,,,,11.0,Made,23.8,,,,,,,,,Robinson,1629130.0,2.0,,,,,,,
340,PT10M59.00S,2020-08-05T00:03:21Z,3,REGULAR,2pt,jumpshot,floating,['pointsinthepaint'],1628464,82.74,46.39,1610612738,66,52,2020-08-05T00:03:31,3380000,-18,110,right,MISS Theis 11' Floating Jump Shot,[1628464],1610612738,BOS,1,Theis,D. Theis,,,,,,,0.0,Missed,11.15,,,,,,,,,,,,,,,,,,
341,PT10M57.00S,2020-08-05T00:03:23Z,3,REGULAR,rebound,offensive,,[],1628464,,,1610612738,66,52,2020-08-05T00:03:31,3390000,-18,110,right,Theis REBOUND (Off:1 Def:2),[1628464],1610612738,BOS,0,Theis,D. Theis,,,,,,,,,,3.0,2.0,1.0,340.0,,,,,,,,,,,,,,
342,PT10M52.00S,2020-08-05T00:03:29Z,3,REGULAR,3pt,jumpshot,,['2ndchance'],202330,83.39,3.75,1610612738,66,52,2020-08-05T00:03:34,3400000,-231,104,right,MISS Hayward 25' 3PT Jump Shot,[202330],1610612738,BOS,1,Hayward,G. Hayward,,,,,,,0.0,Missed,25.33,,,,,,,,,,,,,,,,,,
343,PT10M52.00S,2020-08-05T00:03:29Z,3,REGULAR,rebound,offensive,,[],1628369,,,1610612738,66,52,2020-08-05T00:03:34,3410000,-231,104,right,Tatum REBOUND (Off:1 Def:2),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,3.0,2.0,1.0,342.0,,,,,,,,,,,,,,
344,PT10M47.00S,2020-08-05T00:03:35Z,3,REGULAR,foul,personal,shooting,['2freethrow'],203109,,,1610612738,66,52,2020-08-05T00:03:47,3420000,-55,85,right,Crowder S.FOUL (P1.T2),"[203109, 202330]",1610612748,MIA,0,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,Hayward,202330.0,1.0,0.0,1146.0
346,PT10M47.00S,2020-08-05T00:03:58Z,3,REGULAR,freethrow,1of2,,['2ndchance'],202330,,,1610612738,66,53,2020-08-05T00:04:16,3440000,-250,888,right,Hayward Free Throw 1 of 2 (10 PTS),[202330],1610612738,BOS,0,Hayward,G. Hayward,,,,,,,10.0,Made,,,,,,,,,,,,,,,,,,,
347,PT10M47.00S,2020-08-05T00:03:58Z,3,REGULAR,freethrow,2of2,,['2ndchance'],202330,,,1610612738,66,53,2020-08-05T00:04:16,3450000,-250,888,right,MISS Hayward Free Throw 2 of 2,[202330],1610612738,BOS,0,Hayward,G. Hayward,,,,,,,10.0,Missed,,,,,,,,,,,,,,,,,,,
348,PT10M45.00S,2020-08-05T00:04:00Z,3,REGULAR,rebound,defensive,,[],203482,,,1610612748,66,53,2020-08-05T00:04:16,3460000,-250,888,right,Olynyk REBOUND (Off:1 Def:4),[203482],1610612748,MIA,0,Olynyk,K. Olynyk,,,,,,,,,,5.0,4.0,1.0,347.0,,,,,,,,,,,,,,
349,PT10M23.00S,2020-08-05T00:04:39Z,3,REGULAR,foul,personal,shooting,['2freethrow'],1628464,,,1610612748,66,53,2020-08-05T00:04:45,3470000,-4,25,left,Theis S.FOUL (P2.T2),"[1628464, 1628389]",1610612738,BOS,0,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,Adebayo,1628389.0,2.0,0.0,1146.0
351,PT10M23.00S,2020-08-05T00:05:05Z,3,REGULAR,freethrow,1of2,,[],1628389,,,1610612748,66,53,2020-08-05T00:05:24,3490000,250,-52,left,MISS Adebayo Free Throw 1 of 2,[1628389],1610612748,MIA,0,Adebayo,B. Adebayo,,,,,,,11.0,Missed,,,,,,,,,,,,,,,,,,,
352,PT10M23.00S,2020-08-05T00:05:05Z,3,REGULAR,rebound,offensive,,"['team', 'deadball']",0,,,1610612748,66,53,2020-08-05T00:05:24,3500000,250,-52,left,HEAT Rebound,[],1610612748,MIA,0,,,,,,,,,,,,0.0,0.0,0.0,351.0,,,,,,,,,,,,,,
353,PT10M23.00S,2020-08-05T00:05:05Z,3,REGULAR,freethrow,2of2,,[],1628389,,,1610612748,66,53,2020-08-05T00:05:24,3510000,250,-52,left,MISS Adebayo Free Throw 2 of 2,[1628389],1610612748,MIA,0,Adebayo,B. Adebayo,,,,,,,11.0,Missed,,,,,,,,,,,,,,,,,,,
354,PT10M21.00S,2020-08-05T00:05:07Z,3,REGULAR,rebound,defensive,,[],1628369,,,1610612738,66,53,2020-08-05T00:05:24,3520000,250,-52,left,Tatum REBOUND (Off:1 Def:3),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,4.0,3.0,1.0,353.0,,,,,,,,,,,,,,
355,PT10M09.00S,2020-08-05T00:05:36Z,3,REGULAR,turnover,traveling,,[],1627759,,,1610612738,66,53,2020-08-05T00:05:43,3530000,51,15,right,Brown Traveling Turnover (P2.T7),[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
356,PT09M57.00S,2020-08-05T00:06:04Z,3,REGULAR,2pt,layup,cuttingfingerroll,"['pointsinthepaint', 'fromturnover']",1629130,7.05,47.37,1610612748,68,53,2020-08-05T00:06:12,3540000,13,14,left,Robinson 2' Cutting Finger Roll Layup Shot (11 PTS) (Olynyk 6 AST),"[1629130, 203482]",1610612748,MIA,1,Robinson,D. Robinson,,,,,,,11.0,Made,1.91,,,,,,,,,Olynyk,203482.0,6.0,,,,,,,
358,PT09M40.00S,2020-08-05T00:06:21Z,3,REGULAR,2pt,layup,drivingfingerroll,['pointsinthepaint'],1627759,91.93,50.56,1610612738,68,55,2020-08-05T00:06:27,3560000,3,23,right,Brown 2' Driving Finger Roll Layup (10 PTS),[1627759],1610612738,BOS,1,Brown,J. Brown,,,,,,,10.0,Made,2.32,,,,,,,,,,,,,,,,,,
359,PT09M24.00S,2020-08-05T00:06:39Z,3,REGULAR,stoppage,outofbounds,,[],0,,,1610612748,68,55,0001-01-01T00:00:00,3570000,0,-80,,,[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT09M19.00S,2020-08-05T00:06:58Z,3,REGULAR,3pt,jumpshot,,[],1629134,6.92,94.68,1610612748,68,55,2020-08-05T00:07:03,3580000,-223,13,left,MISS Nunn 3PT Jump Shot,[1629134],1610612748,MIA,1,Nunn,K. Nunn,,,,,,,0.0,Missed,22.34,,,,,,,,,,,,,,,,,,
361,PT09M17.00S,2020-08-05T00:07:00Z,3,REGULAR,rebound,defensive,,[],202330,,,1610612738,68,55,2020-08-05T00:07:03,3590000,-223,13,left,Hayward REBOUND (Off:1 Def:4),[202330],1610612738,BOS,0,Hayward,G. Hayward,,,,,,,,,,5.0,4.0,1.0,360.0,,,,,,,,,,,,,,
362,PT09M14.00S,2020-08-05T00:07:06Z,3,REGULAR,foul,personal,shooting,['2freethrow'],203482,,,1610612738,68,55,2020-08-05T00:07:13,3600000,-5,64,right,Olynyk S.FOUL (P2.T3),"[203482, 202330]",1610612748,MIA,0,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,Hayward,202330.0,2.0,0.0,101283.0
364,PT09M14.00S,2020-08-05T00:07:31Z,3,REGULAR,freethrow,1of2,,[],202330,,,1610612738,68,56,0001-01-01T00:00:00,3620000,-250,888,right,Hayward Free Throw 1 of 2 (11 PTS),[202330],1610612738,BOS,0,Hayward,G. Hayward,,,,,,,11.0,Made,,,,,,,,,,,,,,,,,,,
365,PT09M14.00S,2020-08-05T00:07:44Z,3,REGULAR,freethrow,2of2,,[],202330,,,1610612738,68,57,0001-01-01T00:00:00,3630000,-250,888,right,Hayward Free Throw 2 of 2 (12 PTS),[202330],1610612738,BOS,0,Hayward,G. Hayward,,,,,,,12.0,Made,,,,,,,,,,,,,,,,,,,
367,PT09M00.00S,2020-08-05T00:08:01Z,3,REGULAR,2pt,layup,drivingreverse,['pointsinthepaint'],203482,6.78,44.92,1610612748,68,57,2020-08-05T00:08:09,3650000,25,11,left,MISS Olynyk 3' Driving Reverse Layup,[203482],1610612748,MIA,1,Olynyk,K. Olynyk,,,,,,,0.0,Missed,2.73,,,,,,,,,,,,,,,,,,
368,PT08M57.00S,2020-08-05T00:08:03Z,3,REGULAR,rebound,defensive,,[],1627759,,,1610612738,68,57,0001-01-01T00:00:00,3660000,25,11,left,Brown REBOUND (Off:0 Def:4),[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,4.0,4.0,0.0,367.0,,,,,,,,,,,,,,
369,PT08M48.00S,2020-08-05T00:08:12Z,3,REGULAR,3pt,jumpshot,pullup,[],1628369,77.09,8.89,1610612738,68,60,2020-08-05T00:08:18,3670000,-206,163,right,Tatum 26' 3PT Pullup Jump Shot (13 PTS),[1628369],1610612738,BOS,1,Tatum,J. Tatum,,,,,,,13.0,Made,26.27,,,,,,,,,,,,,,,,,,
370,PT08M34.00S,2020-08-05T00:08:26Z,3,REGULAR,turnover,badpass,,[],1629134,,,1610612748,68,60,2020-08-05T00:08:31,3680000,9,6,left,Nunn Bad Pass Turnover (P2.T7) Stolen,"[1629134, 1627759]",1610612748,MIA,0,Nunn,K. Nunn,,,,,,,,,,,,,,Brown,1627759.0,2.0,2.0,,,,,,,,,,
371,PT08M34.00S,2020-08-05T00:08:26Z,3,REGULAR,steal,,,[],1627759,,,1610612738,68,60,2020-08-05T00:08:32,3690000,9,6,left, STEAL ,[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT08M25.00S,2020-08-05T00:08:34Z,3,REGULAR,2pt,dunk,driving,"['pointsinthepaint', 'fromturnover']",1627759,93.77,53.01,1610612738,68,62,2020-08-05T00:08:42,3700000,15,6,right,Brown 2' Driving Dunk (12 PTS),[1627759],1610612738,BOS,1,Brown,J. Brown,,,,,,,12.0,Made,1.62,,,,,,,,,,,,,,,,,,
373,PT08M25.00S,2020-08-05T00:08:41Z,3,REGULAR,timeout,full,,"['team', 'mandatory']",0,,,1610612748,68,62,0001-01-01T00:00:00,3710000,0,-80,,HEAT Timeout: Regular (Full 3 Short 0),[],1610612748,MIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT08M13.00S,2020-08-05T00:12:13Z,3,REGULAR,foul,offensive,,[],203482,,,1610612748,68,62,2020-08-05T00:12:18,3720000,1,48,left,Olynyk OFF.Foul (P3),"[203482, 202689]",1610612748,MIA,0,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,Walker,202689.0,3.0,0.0,1146.0
377,PT07M52.00S,2020-08-05T00:12:44Z,3,REGULAR,2pt,layup,drivingreverse,"['pointsinthepaint', 'fromturnover']",1628369,93.12,45.41,1610612738,68,64,2020-08-05T00:12:55,3750000,-23,12,right,Tatum 3' Driving Reverse Layup (15 PTS) (Walker 3 AST),"[1628369, 202689]",1610612738,BOS,1,Tatum,J. Tatum,,,,,,,15.0,Made,2.59,,,,,,,,,Walker,202689.0,3.0,,,,,,,
379,PT07M38.00S,2020-08-05T00:13:00Z,3,REGULAR,foul,personal,shooting,['2freethrow'],1627759,,,1610612748,68,64,2020-08-05T00:13:06,3770000,18,31,left,Brown S.FOUL (P2.T3),"[1627759, 1628389]",1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,Adebayo,1628389.0,2.0,0.0,101283.0
381,PT07M38.00S,2020-08-05T00:13:29Z,3,REGULAR,freethrow,1of2,,[],1628389,,,1610612748,69,64,2020-08-05T00:13:50,3790000,250,-52,left,Adebayo Free Throw 1 of 2 (12 PTS),[1628389],1610612748,MIA,0,Adebayo,B. Adebayo,,,,,,,12.0,Made,,,,,,,,,,,,,,,,,,,
382,PT07M38.00S,2020-08-05T00:13:30Z,3,REGULAR,substitution,out,,[],1629134,,,1610612748,69,64,0001-01-01T00:00:00,3800000,0,-80,,SUB: Dragic FOR Nunn,[1629134],1610612748,MIA,0,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT07M38.00S,2020-08-05T00:13:29Z,3,REGULAR,freethrow,2of2,,[],1628389,,,1610612748,69,64,2020-08-05T00:13:50,3820000,250,-52,left,MISS Adebayo Free Throw 2 of 2,[1628389],1610612748,MIA,0,Adebayo,B. Adebayo,,,,,,,12.0,Missed,,,,,,,,,,,,,,,,,,,
385,PT07M36.00S,2020-08-05T00:13:31Z,3,REGULAR,rebound,defensive,,[],1628369,,,1610612738,69,64,2020-08-05T00:13:50,3830000,250,-52,left,Tatum REBOUND (Off:1 Def:4),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,5.0,4.0,1.0,384.0,,,,,,,,,,,,,,
386,PT07M23.00S,2020-08-05T00:14:01Z,3,REGULAR,2pt,jumpshot,turnaroundfadeaway,['pointsinthepaint'],1627759,82.47,35.85,1610612738,69,64,2020-08-05T00:14:07,3840000,-71,112,right,MISS Brown 13' Turnaround Fadeaway Shot,[1627759],1610612738,BOS,1,Brown,J. Brown,,,,,,,0.0,Missed,13.26,,,,,,,,,,,,,,,,,,
387,PT07M20.00S,2020-08-05T00:14:04Z,3,REGULAR,rebound,defensive,,[],203109,,,1610612748,69,64,2020-08-05T00:14:07,3850000,-71,112,right,Crowder REBOUND (Off:1 Def:2),[203109],1610612748,MIA,0,Crowder,J. Crowder,,,,,,,,,,3.0,2.0,1.0,386.0,,,,,,,,,,,,,,
388,PT07M12.00S,2020-08-05T00:14:12Z,3,REGULAR,3pt,jumpshot,,[],201609,21.24,7.18,1610612748,69,64,2020-08-05T00:14:17,3860000,214,147,left,MISS Dragic 26' 3PT Jump Shot,[201609],1610612748,MIA,1,Dragic,G. Dragic,,,,,,,0.0,Missed,25.96,,,,,,,,,,,,,,,,,,
389,PT07M10.00S,2020-08-05T00:14:14Z,3,REGULAR,rebound,defensive,,[],1627759,,,1610612738,69,64,2020-08-05T00:14:17,3870000,214,147,left,Brown REBOUND (Off:0 Def:5),[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,5.0,5.0,0.0,388.0,,,,,,,,,,,,,,
390,PT07M04.00S,2020-08-05T00:14:20Z,3,REGULAR,2pt,layup,driving,['pointsinthepaint'],202689,93.64,52.03,1610612738,69,64,2020-08-05T00:14:26,3880000,10,7,right,MISS Walker 1' Driving Layup Blocked,"[202689, 1629130]",1610612738,BOS,1,Walker,K. Walker,,,,,,,0.0,Missed,1.22,,,,,,,,,,,,1629130.0,Robinson,,,,,
391,PT07M04.00S,2020-08-05T00:14:20Z,3,REGULAR,block,,,[],1629130,,,1610612738,69,64,0001-01-01T00:00:00,3890000,10,7,right, BLOCK ,[1629130],1610612748,MIA,0,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT07M00.00S,2020-08-05T00:14:24Z,3,REGULAR,rebound,defensive,,[],203109,,,1610612748,69,64,2020-08-05T00:14:26,3900000,10,7,right,Crowder REBOUND (Off:1 Def:3),[203109],1610612748,MIA,0,Crowder,J. Crowder,,,,,,,,,,4.0,3.0,1.0,390.0,,,,,,,,,,,,,,
393,PT06M57.00S,2020-08-05T00:14:27Z,3,REGULAR,3pt,jumpshot,,['fastbreak'],203109,32.01,47.86,1610612748,69,64,2020-08-05T00:14:34,3910000,11,248,left,MISS Crowder 25' 3PT Jump Shot,[203109],1610612748,MIA,1,Crowder,J. Crowder,,,,,,,0.0,Missed,24.82,,,,,,,,,,,,,,,,,,
394,PT06M53.00S,2020-08-05T00:14:31Z,3,REGULAR,rebound,defensive,,[],1627759,,,1610612738,69,64,2020-08-05T00:14:34,3920000,11,248,left,Brown REBOUND (Off:0 Def:6),[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,6.0,6.0,0.0,393.0,,,,,,,,,,,,,,
395,PT06M44.00S,2020-08-05T00:14:40Z,3,REGULAR,2pt,jumpshot,drivingfloating,['pointsinthepaint'],1627759,91.93,49.09,1610612738,69,64,2020-08-05T00:14:54,3930000,-5,23,right,MISS Brown 2' Driving Floating Jump Shot,[1627759],1610612738,BOS,1,Brown,J. Brown,,,,,,,0.0,Missed,2.35,,,,,,,,,,,,,,,,,,
396,PT06M42.00S,2020-08-05T00:14:42Z,3,REGULAR,rebound,offensive,,[],1627759,,,1610612738,69,64,2020-08-05T00:14:47,3940000,-5,23,right,Brown REBOUND (Off:1 Def:6),[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,7.0,6.0,1.0,395.0,,,,,,,,,,,,,,
397,PT06M41.00S,2020-08-05T00:14:42Z,3,REGULAR,2pt,layup,tip,"['pointsinthepaint', '2ndchance']",1627759,93.77,43.45,1610612738,69,66,2020-08-05T00:14:53,3950000,-33,6,right,Brown 3' Tip Layup Shot (14 PTS),[1627759],1610612738,BOS,1,Brown,J. Brown,,,,,,,14.0,Made,3.35,,,,,,,,,,,,,,,,,,
399,PT06M24.00S,2020-08-05T00:15:00Z,3,REGULAR,2pt,hook,,['pointsinthepaint'],1628389,7.44,54.73,1610612748,69,66,2020-08-05T00:15:08,3970000,-24,17,left,MISS Adebayo 3' Hook Shot,[1628389],1610612748,MIA,1,Adebayo,B. Adebayo,,,,,,,0.0,Missed,2.94,,,,,,,,,,,,,,,,,,
400,PT06M24.00S,2020-08-05T00:15:00Z,3,REGULAR,rebound,defensive,,['team'],0,,,1610612738,69,66,2020-08-05T00:15:41,3980000,-24,17,left,Celtics Rebound,[],1610612738,BOS,0,,,,,,,,,,,,0.0,0.0,0.0,399.0,,,,,,,,,,,,,,
408,PT06M24.00S,2020-08-05T00:15:04Z,3,REGULAR,stoppage,outofbounds,,[],0,,,1610612738,71,68,0001-01-01T00:00:00,3985000,0,-80,,,[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT06M23.00S,2020-08-05T00:15:09Z,3,REGULAR,substitution,out,,[],202689,,,1610612738,69,66,0001-01-01T00:00:00,3990000,0,-80,,SUB: Smart FOR Walker,[202689],1610612738,BOS,0,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT06M14.00S,2020-08-05T00:15:32Z,3,REGULAR,2pt,dunk,alleyoop,['pointsinthepaint'],1628464,92.2,48.35,1610612738,69,68,2020-08-05T00:18:56,4020000,-8,21,right,Theis 2' Alley Oop Dunk (7 PTS) (Tatum 1 AST),"[1628464, 1628369]",1610612738,BOS,1,Theis,D. Theis,,,,,,,7.0,Made,2.25,,,,,,,,,Tatum,1628369.0,1.0,,,,,,,
406,PT05M55.00S,2020-08-05T00:15:45Z,3,REGULAR,2pt,jumpshot,floating,['pointsinthepaint'],203482,10.99,45.9,1610612748,71,68,2020-08-05T00:15:52,4040000,21,51,left,Olynyk 5' Floating Jump Shot (13 PTS) (Dragic 2 AST),"[203482, 201609]",1610612748,MIA,1,Olynyk,K. Olynyk,,,,,,,13.0,Made,5.52,,,,,,,,,Dragic,201609.0,2.0,,,,,,,
410,PT05M36.00S,2020-08-05T00:16:07Z,3,REGULAR,foul,offensive,charge,[],202330,,,1610612738,71,68,2020-08-05T00:16:15,4070000,-8,23,right,Hayward Offensive Charge Foul (P2.T4),"[202330, 203482]",1610612738,BOS,0,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,Olynyk,203482.0,2.0,0.0,101283.0
413,PT05M36.00S,2020-08-05T00:16:16Z,3,REGULAR,foul,technical,,['1freethrow'],202330,,,1610612748,71,68,2020-08-05T00:16:31,4100000,0,-80,,Hayward T.FOUL (P2.T4),[202330],1610612738,BOS,0,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,101283.0
