actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
437,PT02M44.00S,2020-09-24T02:25:44.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,17.95335085413929,40.75520833333333,1610612738,70,66,2020-09-24T02:25:47Z,4310000,46.0,116.0,1,left,MISS J. Tatum 13' turnaround Shot,[1628369],1610612738.0,BOS,turnaround,,,Tatum,J. Tatum,,,,,13.03,Missed,,,,,,,,,,,,,,,,,,,
438,PT02M43.00S,2020-09-24T02:25:45.2Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,70,66,2020-09-24T02:25:51Z,4320000,,,0,,R. Williams III REBOUND (Off:4 Def:0),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,437.0,,,,4.0,0.0,4.0,,,,,,,,,
439,PT02M36.00S,2020-09-24T02:25:54.3Z,3,REGULAR,foul,personal,[],203109,,,1610612738,70,66,2020-09-24T02:26:00Z,4330000,,,0,,J. Crowder personal FOUL (2 PF),"[203109, 1627759]",1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,1162.0,,2.0,0.0,Brown,1627759.0,,,
441,PT02M29.00S,2020-09-24T02:26:14.9Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1628369,3.4986859395532193,20.412071078431374,1610612738,70,68,2020-09-24T02:26:17Z,4350000,148.0,-20.0,1,left,J. Tatum 14' turnaround Jump Shot (8 PTS) (G. Hayward 1 AST),"[1628369, 202330]",1610612738.0,BOS,turnaround,,,Tatum,J. Tatum,,,,,14.86,Made,8.0,,,,G. Hayward,202330.0,1.0,,,,,,,,,,,,
443,PT02M11.00S,2020-09-24T02:26:32.0Z,3,REGULAR,3pt,Jump Shot,[],1629639,66.17936925098554,61.34344362745098,1610612748,73,68,2020-09-24T02:26:35Z,4370000,57.0,265.0,1,right,T. Herro 27' 3PT pullup (18 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,27.68,Made,18.0,,,,,,,,,,,,,,,,,,
444,PT01M50.00S,2020-09-24T02:26:52.9Z,3,REGULAR,3pt,Jump Shot,[],203935,33.459264126149804,50.55912990196079,1610612738,73,68,2020-09-24T02:26:56Z,4380000,-3.0,262.0,1,left,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.75,Missed,,,,,,,,,,,,,,,,,,,
445,PT01M49.00S,2020-09-24T02:26:53.9Z,3,REGULAR,rebound,defensive,[],201609,,,1610612748,73,68,2020-09-24T02:26:59Z,4390000,,,0,,G. Dragic REBOUND (Off:1 Def:3),[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,444.0,,,,4.0,3.0,1.0,,,,,,,,,
446,PT01M27.00S,2020-09-24T02:27:17.1Z,3,REGULAR,3pt,Jump Shot,[],2738,93.38042049934296,96.14736519607843,1610612748,73,68,2020-09-24T02:27:21Z,4400000,231.0,10.0,1,right,MISS A. Iguodala 3PT,[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,23.12,Missed,,,,,,,,,,,,,,,,,,,
447,PT01M26.00S,2020-09-24T02:27:18.1Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,73,68,2020-09-24T02:27:24Z,4410000,,,0,,J. Brown REBOUND (Off:0 Def:8),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,446.0,,,,8.0,8.0,0.0,,,,,,,,,
448,PT01M10.00S,2020-09-24T02:27:35.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.389618922470433,47.372855392156865,1610612738,73,70,2020-09-24T02:27:38Z,4420000,13.0,8.0,1,left,J. Tatum driving Layup (10 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,1.85,Made,10.0,,,,,,,,,,,,,,,,,,
449,PT01M10.00S,2020-09-24T02:27:37.4Z,3,REGULAR,foul,personal,['1freethrow'],203109,,,1610612738,73,70,2020-09-24T02:27:46Z,4430000,,,0,,J. Crowder shooting personal FOUL (3 PF) (Tatum 1 FT),"[203109, 1628369]",1610612748.0,MIA,shooting,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,202027.0,,3.0,0.0,Tatum,1628369.0,,,
451,PT01M10.00S,2020-09-24T02:27:47.1Z,3,REGULAR,substitution,out,[],1628389,,,1610612738,73,70,2020-09-24T02:27:49Z,4450000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT01M10.00S,2020-09-24T02:27:47.1Z,3,REGULAR,substitution,in,[],203524,,,1610612738,73,70,2020-09-24T02:27:49Z,4460000,,,0,,SUB in: S. Hill,[203524],1610612748.0,MIA,,,,Hill,S. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT01M10.00S,2020-09-24T02:27:47.1Z,3,REGULAR,substitution,out,[],203935,,,1610612738,73,70,2020-09-24T02:27:57Z,4470000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT01M10.00S,2020-09-24T02:27:47.1Z,3,REGULAR,substitution,in,[],202954,,,1610612738,73,70,2020-09-24T02:27:57Z,4480000,,,0,,SUB in: B. Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT01M10.00S,2020-09-24T02:27:47.1Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,73,70,2020-09-24T02:28:14Z,4490000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT01M10.00S,2020-09-24T02:27:47.1Z,3,REGULAR,substitution,in,[],202689,,,1610612738,73,70,2020-09-24T02:28:14Z,4500000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT01M10.00S,2020-09-24T02:28:15.3Z,3,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,73,71,2020-09-24T02:28:15Z,4510000,,,0,,J. Tatum Free Throw 1 of 1 (11 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
458,PT00M56.30S,2020-09-24T02:28:27.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,84.57621550591328,37.56893382352941,1610612748,75,71,2020-09-24T02:28:34Z,4520000,-62.0,92.0,1,right,T. Herro 11' driving floating Jump Shot (20 PTS),[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,11.61,Made,20.0,,,,,,,,,,,,,,,,,,
459,PT00M45.50S,2020-09-24T02:28:42.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,18.610381077529567,60.853247549019606,1610612738,75,73,2020-09-24T02:28:45Z,4530000,-54.0,122.0,1,left,J. Tatum 13' driving floating Jump Shot (13 PTS),[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,13.89,Made,13.0,,,,,,,,,,,,,,,,,,
460,PT00M45.50S,2020-09-24T02:28:44.6Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203109,,,1610612738,75,73,2020-09-24T02:28:52Z,4540000,,,0,,J. Crowder shooting personal FOUL (4 PF),"[203109, 1628369]",1610612748.0,MIA,shooting,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,1146.0,,4.0,0.0,Tatum,1628369.0,,,
462,PT00M45.50S,2020-09-24T02:28:52.6Z,3,REGULAR,substitution,out,[],1629057,,,1610612738,75,73,2020-09-24T02:29:03Z,4560000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT00M45.50S,2020-09-24T02:28:52.6Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,75,73,2020-09-24T02:29:03Z,4570000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT00M45.50S,2020-09-24T02:29:18.3Z,3,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,75,74,2020-09-24T02:29:18Z,4580000,,,0,,J. Tatum Free Throw 1 of 1 (14 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
465,PT00M29.40S,2020-09-24T02:29:36.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201609,93.24901445466492,46.392463235294116,1610612748,77,74,2020-09-24T02:29:44Z,4590000,-18.0,11.0,1,right,G. Dragic driving Layup (15 PTS) (T. Herro 2 AST),"[201609, 1629639]",1610612748.0,MIA,driving,,,Dragic,G. Dragic,,,,,2.44,Made,15.0,,,,T. Herro,1629639.0,2.0,,,,,,,,,,,,
467,PT00M05.00S,2020-09-24T02:30:05.6Z,3,REGULAR,2pt,Jump Shot,[],1628369,26.231931668856767,65.26501225490196,1610612738,77,76,2020-09-24T02:30:08Z,4610000,-76.0,194.0,1,left,J. Tatum 21' pullup Jump Shot (16 PTS) (K. Walker 4 AST),"[1628369, 202689]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,21.37,Made,16.0,,,,K. Walker,202689.0,4.0,,,,,,,,,,,,
469,PT00M01.60S,2020-09-24T02:30:15.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201609,95.22010512483574,60.36305147058824,1610612748,77,76,2020-09-24T02:30:28Z,4630000,52.0,-8.0,1,right,MISS G. Dragic driving floating Shot Blocked,"[201609, 1628369]",1610612748.0,MIA,driving floating,,,Dragic,G. Dragic,,,,,5.18,Missed,,Tatum,1628369.0,,,,,,,,,,,,,,,,
470,PT00M01.60S,2020-09-24T02:30:15.6Z,3,REGULAR,block,,[],1628369,,,1610612748,77,76,2020-09-24T02:30:17Z,4640000,,,0,,J. Tatum BLOCK (3 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT00M00.50S,2020-09-24T02:30:16.7Z,3,REGULAR,rebound,defensive,[],202330,,,1610612738,77,76,2020-09-24T02:30:28Z,4650000,,,0,,G. Hayward REBOUND (Off:1 Def:3),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,469.0,,,,4.0,3.0,1.0,,,,,,,,,
472,PT00M00.00S,2020-09-24T02:30:30.3Z,3,REGULAR,period,end,[],0,,,1610612738,77,76,2020-09-24T02:30:30Z,4660000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2020-09-24T02:33:32.9Z,4,REGULAR,substitution,out,['startperiod'],203524,,,1610612738,77,76,2020-09-24T02:33:55Z,4670000,,,0,,SUB out: S. Hill,[203524],1610612748.0,MIA,,,,Hill,S. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2020-09-24T02:33:32.9Z,4,REGULAR,substitution,out,['startperiod'],203109,,,1610612738,77,76,2020-09-24T02:33:55Z,4680000,,,0,,SUB out: J. Crowder,[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2020-09-24T02:33:32.9Z,4,REGULAR,substitution,out,['startperiod'],1629684,,,1610612738,77,76,2020-09-24T02:33:55Z,4690000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2020-09-24T02:33:32.9Z,4,REGULAR,substitution,in,['startperiod'],1628389,,,1610612738,77,76,2020-09-24T02:33:55Z,4700000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2020-09-24T02:33:32.9Z,4,REGULAR,substitution,in,['startperiod'],1629130,,,1610612738,77,76,2020-09-24T02:33:55Z,4710000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT12M00.00S,2020-09-24T02:33:32.9Z,4,REGULAR,substitution,in,['startperiod'],1628464,,,1610612738,77,76,2020-09-24T02:33:55Z,4720000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2020-09-24T02:34:07.2Z,4,REGULAR,period,start,[],0,,,1610612748,77,76,2020-09-24T02:34:07Z,4730000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT11M37.00S,2020-09-24T02:34:29.3Z,4,REGULAR,3pt,Jump Shot,[],1629639,66.3107752956636,55.4610906862745,1610612748,80,76,2020-09-24T02:34:35Z,4740000,27.0,264.0,1,right,T. Herro 27' 3PT  (23 PTS) (B. Adebayo 3 AST),"[1629639, 1628389]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,27.11,Made,23.0,,,,B. Adebayo,1628389.0,3.0,,,,,,,,,,,,
482,PT11M20.00S,2020-09-24T02:34:46.1Z,4,REGULAR,turnover,bad pass,[],1628369,,,1610612738,80,76,2020-09-24T02:34:50Z,4760000,,,0,,J. Tatum bad pass TURNOVER (5 TOV),"[1628369, 201609]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,5.0,,,,,Dragic,201609.0,
483,PT11M20.00S,2020-09-24T02:34:46.1Z,4,REGULAR,steal,,[],201609,,,1610612748,80,76,2020-09-24T02:34:48Z,4770000,,,0,,G. Dragic STEAL (2 STL),[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT11M14.00S,2020-09-24T02:34:52.3Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629639,94.03745072273325,2.7650122549019605,1610612748,80,76,2020-09-24T02:34:58Z,4780000,-236.0,4.0,1,right,MISS T. Herro 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,23.64,Missed,,,,,,,,,,,,,,,,,,,
485,PT11M13.00S,2020-09-24T02:34:53.3Z,4,REGULAR,rebound,defensive,[],1628464,,,1610612738,80,76,2020-09-24T02:35:00Z,4790000,,,0,,D. Theis REBOUND (Off:3 Def:5),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,484.0,,,,8.0,5.0,3.0,,,,,,,,,
486,PT10M58.00S,2020-09-24T02:35:07.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,3.892904073587385,54.48069852941176,1610612738,80,78,2020-09-24T02:35:12Z,4800000,-22.0,-16.0,1,left,J. Tatum driving Layup (18 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.47,Made,18.0,,,,,,,,,,,,,,,,,,
488,PT10M46.00S,2020-09-24T02:35:19.5Z,4,REGULAR,2pt,Jump Shot,[],1629639,76.95466491458606,42.22579656862745,1610612748,82,78,2020-09-24T02:35:23Z,4820000,-39.0,164.0,1,right,T. Herro 17' pullup Jump Shot (25 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,17.4,Made,25.0,,,,,,,,,,,,,,,,,,
489,PT10M30.00S,2020-09-24T02:35:38.5Z,4,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612738,82,78,2020-09-24T02:35:47Z,4830000,,,0,,D. Robinson shooting personal FOUL (4 PF) (Hayward 2 FT),"[1629130, 202330]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,202027.0,,4.0,0.0,Hayward,202330.0,,,
491,PT10M30.00S,2020-09-24T02:36:02.9Z,4,REGULAR,freethrow,1 of 2,[],202330,,,1610612738,82,79,2020-09-24T02:36:02Z,4850000,,,0,,G. Hayward Free Throw 1 of 2 (11 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
492,PT10M30.00S,2020-09-24T02:36:17.7Z,4,REGULAR,freethrow,2 of 2,[],202330,,,1610612738,82,80,2020-09-24T02:36:17Z,4860000,,,0,,G. Hayward Free Throw 2 of 2 (12 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
493,PT10M07.00S,2020-09-24T02:36:42.2Z,4,REGULAR,2pt,Jump Shot,[],1628389,83.65637319316689,28.745404411764707,1610612748,82,80,2020-09-24T02:36:50Z,4870000,-106.0,101.0,1,right,MISS B. Adebayo 15' fadeaway Shot,[1628389],1610612748.0,MIA,fadeaway,,,Adebayo,B. Adebayo,,,,,15.05,Missed,,,,,,,,,,,,,,,,,,,
494,PT10M06.00S,2020-09-24T02:36:43.2Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,82,80,2020-09-24T02:36:50Z,4880000,,,0,,J. Tatum REBOUND (Off:0 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,493.0,,,,9.0,9.0,0.0,,,,,,,,,
495,PT10M00.00S,2020-09-24T02:36:52.1Z,4,REGULAR,foul,personal,[],201609,,,1610612738,82,80,2020-09-24T02:37:08Z,4890000,,,0,,G. Dragic personal FOUL (2 PF),"[201609, 1628369]",1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,1162.0,,2.0,0.0,Tatum,1628369.0,,,
497,PT10M00.00S,2020-09-24T02:37:00.3Z,4,REGULAR,substitution,out,[],1629130,,,1610612738,82,80,2020-09-24T02:37:10Z,4910000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT10M00.00S,2020-09-24T02:37:00.3Z,4,REGULAR,substitution,in,[],202710,,,1610612738,82,80,2020-09-24T02:37:10Z,4920000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT09M53.00S,2020-09-24T02:37:27.3Z,4,REGULAR,turnover,bad pass,[],202330,,,1610612738,82,80,2020-09-24T02:37:30Z,4930000,,,0,,G. Hayward bad pass TURNOVER (1 TOV),"[202330, 2738]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,1.0,,,,,Iguodala,2738.0,
500,PT09M53.00S,2020-09-24T02:37:27.3Z,4,REGULAR,steal,,[],2738,,,1610612748,82,80,2020-09-24T02:37:29Z,4940000,,,0,,A. Iguodala STEAL (3 STL),[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT09M48.00S,2020-09-24T02:37:32.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202710,92.06636005256242,49.57873774509804,1610612748,84,80,2020-09-24T02:37:37Z,4950000,-2.0,22.0,1,right,J. Butler running DUNK (19 PTS) (A. Iguodala 1 AST),"[202710, 2738]",1610612748.0,MIA,running,,,Butler,J. Butler,,,,,2.77,Made,19.0,,,,A. Iguodala,2738.0,1.0,,,,,,,,,,,,
503,PT09M33.00S,2020-09-24T02:37:50.5Z,4,REGULAR,violation,kicked ball,[],202710,,,1610612738,84,80,2020-09-24T02:37:54Z,4970000,,,0,,J. Butler kicked ball VIOLATION,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,1162.0,,,,,,,,
504,PT09M33.00S,2020-09-24T02:37:53.5Z,4,REGULAR,substitution,out,[],1628369,,,1610612738,84,80,2020-09-24T02:38:04Z,4980000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT09M33.00S,2020-09-24T02:37:53.5Z,4,REGULAR,substitution,out,[],202954,,,1610612738,84,80,2020-09-24T02:38:04Z,4990000,,,0,,SUB out: B. Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT09M33.00S,2020-09-24T02:37:53.5Z,4,REGULAR,substitution,in,[],203935,,,1610612738,84,80,2020-09-24T02:38:04Z,5000000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT09M33.00S,2020-09-24T02:37:53.5Z,4,REGULAR,substitution,in,[],1627759,,,1610612738,84,80,2020-09-24T02:38:04Z,5010000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT09M27.00S,2020-09-24T02:38:16.9Z,4,REGULAR,3pt,Jump Shot,[],202689,27.677398160315374,77.0297181372549,1610612738,84,83,2020-09-24T02:38:20Z,5020000,-135.0,208.0,1,left,K. Walker 25' 3PT  (17 PTS) (M. Smart 10 AST),"[202689, 203935]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,25.24,Made,17.0,,,,M. Smart,203935.0,10.0,,,,,,,,,,,,
510,PT09M01.00S,2020-09-24T02:38:42.7Z,4,REGULAR,2pt,Jump Shot,[],201609,85.3646517739816,32.666973039215684,1610612748,84,83,2020-09-24T02:38:47Z,5040000,-87.0,85.0,1,right,MISS G. Dragic 12' driving floating Shot,[201609],1610612748.0,MIA,driving floating,,,Dragic,G. Dragic,,,,,12.54,Missed,,,,,,,,,,,,,,,,,,,
511,PT09M00.00S,2020-09-24T02:38:43.7Z,4,REGULAR,rebound,defensive,[],202330,,,1610612738,84,83,2020-09-24T02:38:51Z,5050000,,,0,,G. Hayward REBOUND (Off:1 Def:4),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,510.0,,,,5.0,4.0,1.0,,,,,,,,,
512,PT08M51.00S,2020-09-24T02:38:53.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628464,5.863994743758213,49.333639705882355,1610612738,84,85,2020-09-24T02:38:57Z,5060000,3.0,3.0,1,left,D. Theis cutting DUNK (8 PTS) (J. Brown 1 AST),"[1628464, 1627759]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,0.87,Made,8.0,,,,J. Brown,1627759.0,1.0,,,,,,,,,,,,
514,PT08M44.00S,2020-09-24T02:39:04.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,84,85,2020-09-24T02:39:04Z,5080000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT08M37.00S,2020-09-24T02:42:53.0Z,4,REGULAR,3pt,Jump Shot,[],202710,73.01248357424441,83.15716911764706,1610612748,84,85,2020-09-24T02:42:59Z,5090000,166.0,201.0,1,right,MISS J. Butler 26' 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,26.5,Missed,,,,,,,,,,,,,,,,,,,
516,PT08M36.00S,2020-09-24T02:42:54.0Z,4,REGULAR,rebound,offensive,[],1628389,,,1610612748,84,85,2020-09-24T02:43:02Z,5100000,,,0,,B. Adebayo REBOUND (Off:2 Def:8),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,515.0,,,,10.0,8.0,2.0,,,,,,,,,
517,PT08M35.00S,2020-09-24T02:42:56.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628389,92.72339027595268,52.029718137254896,1610612748,86,85,2020-09-24T02:43:01Z,5110000,10.0,16.0,1,right,B. Adebayo putback Layup (18 PTS),[1628389],1610612748.0,MIA,putback,,,Adebayo,B. Adebayo,,,,,2.37,Made,18.0,,,,,,,,,,,,,,,,,,
518,PT08M20.00S,2020-09-24T02:43:10.7Z,4,REGULAR,turnover,bad pass,[],1628464,,,1610612738,86,85,2020-09-24T02:43:14Z,5120000,,,0,,D. Theis bad pass TURNOVER (2 TOV),"[1628464, 202710]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,2.0,,,,,Butler,202710.0,
519,PT08M20.00S,2020-09-24T02:43:10.7Z,4,REGULAR,steal,,[],202710,,,1610612748,86,85,2020-09-24T02:43:12Z,5130000,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT08M15.00S,2020-09-24T02:43:16.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202710,93.11760840998686,54.72579656862745,1610612748,86,85,2020-09-24T02:43:30Z,5140000,24.0,12.0,1,right,MISS J. Butler running Layup Blocked,"[202710, 203935]",1610612748.0,MIA,running,,,Butler,J. Butler,,,,,2.95,Missed,,Smart,203935.0,,,,,,,,,,,,,,,,
521,PT08M15.00S,2020-09-24T02:43:16.4Z,4,REGULAR,block,,[],203935,,,1610612748,86,85,2020-09-24T02:43:19Z,5150000,,,0,,M. Smart BLOCK (1 BLK),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT08M15.00S,2020-09-24T02:43:16.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612748,86,85,2020-09-24T02:43:30Z,5160000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,
523,PT08M15.00S,2020-09-24T02:43:20.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,86,85,2020-09-24T02:43:21Z,5170000,,,0,,Stoppage out-of-bounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT08M15.00S,2020-09-24T02:43:29.9Z,4,REGULAR,substitution,out,[],202330,,,1610612748,86,85,2020-09-24T02:43:32Z,5180000,,,0,,SUB out: G. Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT08M15.00S,2020-09-24T02:43:29.9Z,4,REGULAR,substitution,in,[],1628369,,,1610612748,86,85,2020-09-24T02:43:32Z,5190000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT08M09.00S,2020-09-24T02:43:50.2Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629639,66.3107752956636,44.921875,1610612748,89,85,2020-09-24T02:43:54Z,5200000,-25.0,264.0,1,right,T. Herro 27' 3PT  (28 PTS) (B. Adebayo 4 AST),"[1629639, 1628389]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,27.09,Made,28.0,,,,B. Adebayo,1628389.0,4.0,,,,,,,,,,,,
