actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
170,PT10M50.00S,2020-09-24T01:18:33.5Z,2,REGULAR,violation,defensive goaltending,[],202330,,,1610612748,28,25,2020-09-24T01:18:41Z,1670000,,,0,,G. Hayward defensive goaltending VIOLATION,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,1162.0,,,,,,,,
171,PT10M33.00S,2020-09-24T01:18:58.9Z,2,REGULAR,3pt,Jump Shot,[],202330,69.85873850197109,20.412071078431374,1610612738,28,28,2020-09-24T01:19:02Z,1680000,-148.0,231.0,1,right,G. Hayward 27' 3PT  (3 PTS) (B. Wanamaker 1 AST),"[202330, 202954]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,27.88,Made,3.0,,,,B. Wanamaker,202954.0,1.0,,,,,,,,,,,,
173,PT10M17.00S,2020-09-24T01:19:14.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202710,8.886333771353483,50.314031862745104,1610612748,28,28,2020-09-24T01:19:17Z,1700000,-2.0,31.0,1,left,MISS J. Butler driving Layup,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,3.65,Missed,,,,,,,,,,,,,,,,,,,
174,PT10M16.00S,2020-09-24T01:19:15.3Z,2,REGULAR,rebound,offensive,[],202710,,,1610612748,28,28,2020-09-24T01:19:23Z,1710000,,,0,,J. Butler REBOUND (Off:2 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,173.0,,,,4.0,2.0,2.0,,,,,,,,,
175,PT10M13.00S,2020-09-24T01:19:17.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629639,5.863994743758213,96.6375612745098,1610612748,31,28,2020-09-24T01:19:23Z,1720000,-233.0,3.0,1,left,T. Herro 3PT  (9 PTS) (J. Butler 1 AST),"[1629639, 202710]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,23.33,Made,9.0,,,,J. Butler,202710.0,1.0,,,,,,,,,,,,
177,PT09M53.00S,2020-09-24T01:19:40.0Z,2,REGULAR,foul,offensive,[],202954,,,1610612738,31,28,2020-09-24T01:19:45Z,1740000,,,0,,B. Wanamaker charge offensive FOUL (1 PF),"[202954, 201609]",1610612738.0,BOS,charge,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,202027.0,,1.0,0.0,Dragic,201609.0,,,
179,PT09M53.00S,2020-09-24T01:19:40.0Z,2,REGULAR,turnover,offensive foul,[],202954,,,1610612738,31,28,2020-09-24T01:19:40Z,1760000,,,0,,B. Wanamaker offensive foul TURNOVER (2 TOV),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,202027.0,2.0,,,,,,,
180,PT09M53.00S,2020-09-24T01:19:44.9Z,2,REGULAR,substitution,out,[],202330,,,1610612748,31,28,2020-09-24T01:19:51Z,1770000,,,0,,SUB out: G. Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT09M53.00S,2020-09-24T01:19:44.9Z,2,REGULAR,substitution,out,[],1629057,,,1610612748,31,28,2020-09-24T01:19:51Z,1780000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT09M53.00S,2020-09-24T01:19:44.9Z,2,REGULAR,substitution,in,[],1628464,,,1610612748,31,28,2020-09-24T01:19:51Z,1790000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT09M53.00S,2020-09-24T01:19:44.9Z,2,REGULAR,substitution,in,[],203935,,,1610612748,31,28,2020-09-24T01:19:51Z,1800000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT09M39.00S,2020-09-24T01:20:16.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203109,7.5722733245729295,93.94148284313727,1610612748,31,28,2020-09-24T01:20:19Z,1810000,-220.0,19.0,1,left,MISS J. Crowder 3PT,[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,22.1,Missed,,,,,,,,,,,,,,,,,,,
185,PT09M38.00S,2020-09-24T01:20:17.1Z,2,REGULAR,rebound,defensive,[],1628400,,,1610612738,31,28,2020-09-24T01:20:25Z,1820000,,,0,,S. Ojeleye REBOUND (Off:0 Def:1),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,184.0,,,,1.0,1.0,0.0,,,,,,,,,
186,PT09M28.00S,2020-09-24T01:20:27.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203935,91.67214191852825,52.029718137254896,1610612738,31,28,2020-09-24T01:20:30Z,1830000,10.0,26.0,1,right,MISS M. Smart driving Layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,3.29,Missed,,,,,,,,,,,,,,,,,,,
187,PT09M27.00S,2020-09-24T01:20:28.4Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,31,28,2020-09-24T01:20:33Z,1840000,,,0,,J. Butler REBOUND (Off:2 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,186.0,,,,5.0,3.0,2.0,,,,,,,,,
188,PT09M07.00S,2020-09-24T01:20:48.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,19.004599211563733,38.30422794117647,1610612748,33,28,2020-09-24T01:20:52Z,1850000,58.0,126.0,1,left,T. Herro 14' Jump Shot (11 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,14.4,Made,11.0,,,,,,,,,,,,,,,,,,
189,PT09M07.00S,2020-09-24T01:20:52.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,33,28,2020-09-24T01:20:52Z,1860000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M07.00S,2020-09-24T01:23:35.4Z,2,REGULAR,substitution,out,[],1628400,,,1610612738,33,28,2020-09-24T01:24:14Z,1870000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M07.00S,2020-09-24T01:23:35.4Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,33,28,2020-09-24T01:24:14Z,1880000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M51.00S,2020-09-24T01:25:34.0Z,2,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,33,28,2020-09-24T01:25:47Z,1890000,,,0,,J. Brown bad pass out-of-bounds TURNOVER (1 TOV),[1627759],1610612738.0,BOS,bad pass,,,Brown,J. Brown,,,,,,,,,,,,,,,,,1146.0,1.0,,,,,,,
193,PT08M38.00S,2020-09-24T01:25:58.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203109,6.1268068331143235,9.137561274509803,1610612748,33,28,2020-09-24T01:26:03Z,1900000,204.0,5.0,1,left,MISS J. Crowder 20' step back Shot,[203109],1610612748.0,MIA,step back,,,Crowder,J. Crowder,,,,,20.46,Missed,,,,,,,,,,,,,,,,,,,
194,PT08M37.00S,2020-09-24T01:25:59.8Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,33,28,2020-09-24T01:26:06Z,1910000,,,0,,D. Theis REBOUND (Off:0 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,193.0,,,,2.0,2.0,0.0,,,,,,,,,
195,PT08M22.00S,2020-09-24T01:26:14.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202954,89.56964520367937,63.30422794117647,1610612738,33,30,2020-09-24T01:26:18Z,1920000,67.0,46.0,1,right,B. Wanamaker 8' driving floating bank Jump Shot (4 PTS) (J. Tatum 2 AST),"[202954, 1628369]",1610612738.0,BOS,driving floating bank,,,Wanamaker,B. Wanamaker,,,,,8.38,Made,4.0,,,,J. Tatum,1628369.0,2.0,,,,,,,,,,,,
197,PT08M09.00S,2020-09-24T01:26:27.7Z,2,REGULAR,3pt,Jump Shot,[],202710,7.046649145860711,3.990502450980392,1610612748,33,30,2020-09-24T01:26:30Z,1940000,230.0,14.0,1,left,MISS J. Butler 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,23.08,Missed,,,,,,,,,,,,,,,,,,,
198,PT08M08.00S,2020-09-24T01:26:28.7Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,33,30,2020-09-24T01:26:34Z,1950000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,197.0,,,,3.0,3.0,0.0,,,,,,,,,
199,PT08M00.00S,2020-09-24T01:26:36.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628464,93.38042049934296,50.55912990196079,1610612738,33,32,2020-09-24T01:26:42Z,1960000,3.0,10.0,1,right,D. Theis alley-oop DUNK (2 PTS) (J. Tatum 3 AST),"[1628464, 1628369]",1610612738.0,BOS,alley-oop,,,Theis,D. Theis,,,,,1.55,Made,2.0,,,,J. Tatum,1628369.0,3.0,,,,,,,,,,,,
201,PT08M00.00S,2020-09-24T01:26:43.3Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612748,33,32,2020-09-24T01:26:49Z,1980000,,,0,,TEAM delay-of-game VIOLATION,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,202027.0,,,,,,,,
202,PT07M53.00S,2020-09-24T01:26:59.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,33,32,2020-09-24T01:26:59Z,1990000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M53.00S,2020-09-24T01:29:42.5Z,2,REGULAR,substitution,out,[],201609,,,1610612748,33,32,2020-09-24T01:30:26Z,2000000,,,0,,SUB out: G. Dragic,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M53.00S,2020-09-24T01:29:42.5Z,2,REGULAR,substitution,out,[],1628389,,,1610612748,33,32,2020-09-24T01:30:26Z,2010000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M53.00S,2020-09-24T01:29:42.5Z,2,REGULAR,substitution,in,[],1629130,,,1610612748,33,32,2020-09-24T01:30:26Z,2020000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M53.00S,2020-09-24T01:29:42.5Z,2,REGULAR,substitution,in,[],2738,,,1610612748,33,32,2020-09-24T01:30:26Z,2030000,,,0,,SUB in: A. Iguodala,[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M44.00S,2020-09-24T01:30:52.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202710,5.601182654402102,52.51991421568627,1610612748,35,32,2020-09-24T01:31:04Z,2040000,-13.0,0.0,1,left,J. Butler Layup (8 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,1.38,Made,8.0,,,,,,,,,,,,,,,,,,
208,PT07M44.00S,2020-09-24T01:31:06.1Z,2,REGULAR,foul,personal,['1freethrow'],203935,,,1610612748,35,32,2020-09-24T01:31:15Z,2050000,,,0,,M. Smart shooting personal FOUL (2 PF) (Butler 1 FT),"[203935, 202710]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,,,,202027.0,,2.0,0.0,Butler,202710.0,,,
210,PT07M44.00S,2020-09-24T01:31:15.9Z,2,REGULAR,freethrow,1 of 1,[],202710,,,1610612748,36,32,2020-09-24T01:31:15Z,2070000,,,0,,J. Butler Free Throw 1 of 1 (9 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
211,PT07M18.00S,2020-09-24T01:31:42.8Z,2,REGULAR,3pt,Jump Shot,[],1627759,83.39356110381078,3.010110294117647,1610612738,36,32,2020-09-24T01:31:47Z,2080000,-235.0,104.0,1,right,MISS J. Brown 25' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,25.9,Missed,,,,,,,,,,,,,,,,,,,
212,PT07M17.00S,2020-09-24T01:31:43.8Z,2,REGULAR,rebound,offensive,[],1628464,,,1610612738,36,32,2020-09-24T01:31:54Z,2090000,,,0,,D. Theis REBOUND (Off:1 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,211.0,,,,3.0,2.0,1.0,,,,,,,,,
213,PT07M13.00S,2020-09-24T01:31:48.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203935,66.96780551905388,27.76501225490196,1610612738,36,35,2020-09-24T01:31:52Z,2100000,-111.0,258.0,1,right,M. Smart 28' 3PT  (7 PTS) (D. Theis 1 AST),"[203935, 1628464]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,28.6,Made,7.0,,,,D. Theis,1628464.0,1.0,,,,,,,,,,,,
215,PT06M58.00S,2020-09-24T01:32:03.4Z,2,REGULAR,2pt,Jump Shot,[],202710,19.136005256241788,24.823835784313726,1610612748,36,35,2020-09-24T01:32:12Z,2120000,126.0,127.0,1,left,MISS J. Butler 18' step back Shot,[202710],1610612748.0,MIA,step back,,,Butler,J. Butler,,,,,18.31,Missed,,,,,,,,,,,,,,,,,,,
216,PT06M57.00S,2020-09-24T01:32:04.4Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,36,35,2020-09-24T01:32:12Z,2130000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,215.0,,,,5.0,5.0,0.0,,,,,,,,,
217,PT06M46.00S,2020-09-24T01:32:14.7Z,2,REGULAR,3pt,Jump Shot,[],1628369,71.30420499342969,16.00030637254902,1610612738,36,35,2020-09-24T01:32:29Z,2140000,-170.0,217.0,1,right,MISS J. Tatum 28' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,28.02,Missed,,,,,,,,,,,,,,,,,,,
218,PT06M45.00S,2020-09-24T01:32:15.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,36,35,2020-09-24T01:32:22Z,2150000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,217.0,,,,,,,,,,,,,,,
219,PT06M45.00S,2020-09-24T01:32:19.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,36,35,2020-09-24T01:32:19Z,2160000,,,0,,Stoppage out-of-bounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M45.00S,2020-09-24T01:32:20.3Z,2,REGULAR,substitution,out,[],202954,,,1610612748,36,35,2020-09-24T01:32:25Z,2170000,,,0,,SUB out: B. Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M45.00S,2020-09-24T01:32:20.3Z,2,REGULAR,substitution,in,[],202689,,,1610612748,36,35,2020-09-24T01:32:25Z,2180000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M30.00S,2020-09-24T01:32:48.3Z,2,REGULAR,3pt,Jump Shot,[],2738,31.750985545335087,40.510110294117645,1610612748,36,35,2020-09-24T01:32:51Z,2190000,47.0,246.0,1,left,MISS A. Iguodala 25' 3PT,[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,,
223,PT06M29.00S,2020-09-24T01:32:49.3Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,36,35,2020-09-24T01:32:54Z,2200000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,222.0,,,,4.0,4.0,0.0,,,,,,,,,
224,PT06M22.00S,2020-09-24T01:32:57.6Z,2,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,36,35,2020-09-24T01:33:02Z,2210000,,,0,,J. Brown bad pass out-of-bounds TURNOVER (2 TOV),[1627759],1610612738.0,BOS,bad pass,,,Brown,J. Brown,,,,,,,,,,,,,,,,,1146.0,2.0,,,,,,,
225,PT06M13.00S,2020-09-24T01:33:18.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202710,18.74178712220762,54.48069852941176,1610612748,36,35,2020-09-24T01:33:21Z,2220000,-22.0,124.0,1,left,MISS J. Butler 13' pullup Shot,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,13.11,Missed,,,,,,,,,,,,,,,,,,,
226,PT06M12.00S,2020-09-24T01:33:19.6Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,36,35,2020-09-24T01:33:24Z,2230000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,225.0,,,,6.0,6.0,0.0,,,,,,,,,
227,PT06M06.00S,2020-09-24T01:33:25.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203935,70.25295663600527,76.29442401960785,1610612738,36,35,2020-09-24T01:33:31Z,2240000,131.0,227.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.72,Missed,,,,,,,,,,,,,,,,,,,
228,PT06M05.00S,2020-09-24T01:33:26.5Z,2,REGULAR,rebound,offensive,[],1628464,,,1610612738,36,35,2020-09-24T01:33:45Z,2250000,,,0,,D. Theis REBOUND (Off:2 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,227.0,,,,4.0,2.0,2.0,,,,,,,,,
229,PT06M01.00S,2020-09-24T01:33:29.8Z,2,REGULAR,turnover,lost ball,[],1628464,,,1610612738,36,35,2020-09-24T01:33:37Z,2260000,,,0,,D. Theis lost ball TURNOVER (1 TOV),"[1628464, 2738]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,1.0,,,,,Iguodala,2738.0,
230,PT06M01.00S,2020-09-24T01:33:29.8Z,2,REGULAR,steal,,[],2738,,,1610612748,36,35,2020-09-24T01:33:32Z,2270000,,,0,,A. Iguodala STEAL (1 STL),[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT05M58.00S,2020-09-24T01:33:33.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629639,27.414586070959263,78.74540441176471,1610612748,36,35,2020-09-24T01:33:40Z,2280000,-144.0,205.0,1,left,MISS T. Herro 25' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,25.5,Missed,,,,,,,,,,,,,,,,,,,
232,PT05M57.00S,2020-09-24T01:33:34.6Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,36,35,2020-09-24T01:33:49Z,2290000,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,231.0,,,,5.0,5.0,0.0,,,,,,,,,
233,PT05M43.00S,2020-09-24T01:33:49.9Z,2,REGULAR,turnover,bad pass,[],1627759,,,1610612738,36,35,2020-09-24T01:34:00Z,2300000,,,0,,J. Brown bad pass TURNOVER (3 TOV),"[1627759, 2738]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,3.0,,,,,Iguodala,2738.0,
234,PT05M43.00S,2020-09-24T01:33:49.9Z,2,REGULAR,steal,,[],2738,,,1610612748,36,35,2020-09-24T01:34:41Z,2310000,,,0,,A. Iguodala STEAL (2 STL),[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M40.00S,2020-09-24T01:34:01.1Z,2,REGULAR,foul,personal,['2freethrow'],203935,,,1610612748,36,35,2020-09-24T01:34:08Z,2320000,,,0,,M. Smart shooting personal FOUL (3 PF) (Herro 2 FT),"[203935, 1629639]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,,,,1146.0,,3.0,0.0,Herro,1629639.0,,,
237,PT05M40.00S,2020-09-24T01:34:29.6Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629639,,,1610612748,37,35,2020-09-24T01:34:29Z,2340000,,,0,,T. Herro Free Throw 1 of 2 (12 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
238,PT05M40.00S,2020-09-24T01:34:30.5Z,2,REGULAR,substitution,out,[],1628369,,,1610612748,37,35,2020-09-24T01:34:35Z,2350000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M40.00S,2020-09-24T01:34:30.5Z,2,REGULAR,substitution,in,[],202330,,,1610612748,37,35,2020-09-24T01:34:35Z,2360000,,,0,,SUB in: G. Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M40.00S,2020-09-24T01:34:51.9Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629639,,,1610612748,38,35,2020-09-24T01:34:51Z,2370000,,,0,,T. Herro Free Throw 2 of 2 (13 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
241,PT05M23.00S,2020-09-24T01:35:11.2Z,2,REGULAR,2pt,Jump Shot,[],1627759,76.95466491458606,64.03952205882352,1610612738,38,35,2020-09-24T01:35:16Z,2380000,70.0,164.0,1,right,MISS J. Brown 18' turnaround Shot,[1627759],1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,18.36,Missed,,,,,,,,,,,,,,,,,,,
242,PT05M22.00S,2020-09-24T01:35:12.2Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,38,35,2020-09-24T01:35:19Z,2390000,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,241.0,,,,1.0,1.0,0.0,,,,,,,,,
243,PT05M15.00S,2020-09-24T01:35:20.0Z,2,REGULAR,turnover,bad pass,[],1629639,,,1610612748,38,35,2020-09-24T01:35:33Z,2400000,,,0,,T. Herro bad pass TURNOVER (1 TOV),"[1629639, 1627759]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,1.0,,,,,Brown,1627759.0,
244,PT05M15.00S,2020-09-24T01:35:20.0Z,2,REGULAR,steal,,[],1627759,,,1610612738,38,35,2020-09-24T01:43:05Z,2410000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M08.00S,2020-09-24T01:35:26.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202689,70.77858081471747,82.421875,1610612738,38,35,2020-09-24T01:35:30Z,2420000,162.0,222.0,1,right,MISS K. Walker 27' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,27.95,Missed,,,,,,,,,,,,,,,,,,,
246,PT05M07.00S,2020-09-24T01:35:27.6Z,2,REGULAR,rebound,offensive,[],202330,,,1610612738,38,35,2020-09-24T01:35:27Z,2430000,,,0,,G. Hayward REBOUND (Off:1 Def:1),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,245.0,,,,2.0,1.0,1.0,,,,,,,,,
247,PT05M06.00S,2020-09-24T01:35:28.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202330,93.9060446780552,46.63756127450981,1610612738,38,35,2020-09-24T01:35:32Z,2440000,-17.0,5.0,1,right,MISS G. Hayward putback Layup,[202330],1610612738.0,BOS,putback,,,Hayward,G. Hayward,,,,,1.97,Missed,,,,,,,,,,,,,,,,,,,
248,PT05M06.00S,2020-09-24T01:35:28.6Z,2,REGULAR,rebound,defensive,[],1629130,,,1610612748,38,35,2020-09-24T01:35:32Z,2450000,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,247.0,,,,1.0,1.0,0.0,,,,,,,,,
249,PT04M50.00S,2020-09-24T01:35:43.9Z,2,REGULAR,2pt,Jump Shot,[],1629639,23.47240473061761,58.892463235294116,1610612748,38,35,2020-09-24T01:35:47Z,2460000,-44.0,168.0,1,left,MISS T. Herro 17' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,17.92,Missed,,,,,,,,,,,,,,,,,,,
250,PT04M49.00S,2020-09-24T01:35:44.9Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,38,35,2020-09-24T01:35:50Z,2470000,,,0,,D. Theis REBOUND (Off:2 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,249.0,,,,5.0,3.0,2.0,,,,,,,,,
251,PT04M41.00S,2020-09-24T01:35:53.2Z,2,REGULAR,3pt,Jump Shot,[],202689,66.70499342969777,46.63756127450981,1610612738,38,38,2020-09-24T01:35:56Z,2480000,-17.0,260.0,1,right,K. Walker 26' 3PT pullup (12 PTS) (M. Smart 3 AST),"[202689, 203935]",1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.65,Made,12.0,,,,M. Smart,203935.0,3.0,,,,,,,,,,,,
253,PT04M14.00S,2020-09-24T01:36:19.5Z,2,REGULAR,2pt,Jump Shot,[],202710,7.178055190538765,70.41207107843137,1610612748,40,38,2020-09-24T01:36:22Z,2500000,-102.0,15.0,1,left,J. Butler 10' step back Jump Shot (11 PTS) (J. Crowder 2 AST),"[202710, 203109]",1610612748.0,MIA,step back,,,Butler,J. Butler,,,,,10.41,Made,11.0,,,,J. Crowder,203109.0,2.0,,,,,,,,,,,,
255,PT04M04.00S,2020-09-24T01:36:32.0Z,2,REGULAR,foul,personal,[],2738,,,1610612738,40,38,2020-09-24T01:36:36Z,2520000,,,0,,A. Iguodala personal FOUL (2 PF),"[2738, 202689]",1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,1146.0,,2.0,0.0,Walker,202689.0,,,
