actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
179,PT09M55.00S,2019-12-13T01:48:12.9Z,2,REGULAR,rebound,offensive,[],202330,,,1610612738,38,33,2019-12-13T01:48:22Z,1790000,,,0,,G. Hayward REBOUND (Off:1 Def:2),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,177.0,3.0,2.0,1.0,,,,,,,,,,,,,
180,PT09M52.00S,2019-12-13T01:48:19.8Z,2,REGULAR,3pt,jumpshot,['2ndchance'],202683,28.86005256241787,73.10814950980392,1610612738,38,33,2019-12-13T01:48:47Z,1800000,-116.0,219.0,1,left,MISS E. Kanter 25' 3PT,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,25.23,Missed,,,,,,,,,,,,,,,,,
181,PT09M51.00S,2019-12-13T01:48:20.8Z,2,REGULAR,rebound,defensive,[],1626196,,,1610612755,38,33,2019-12-13T01:48:47Z,1810000,,,0,,J. Richardson REBOUND (Off:0 Def:1),[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,,,180.0,1.0,1.0,0.0,,,,,,,,,,,,,
182,PT09M42.00S,2019-12-13T01:48:26.2Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1626196,79.71419185282524,59.872855392156865,1610612755,38,35,2019-12-13T01:50:05Z,1820000,49.0,138.0,1,right,J. Richardson 15' jumpshot (4 PTS),[1626196],1610612755.0,PHI,pullup,,,Richardson,J. Richardson,,,,,,,15.2,Made,,,,,4.0,,,,,,,,,,,,
183,PT09M29.00S,2019-12-13T01:48:38.3Z,2,REGULAR,3pt,jumpshot,[],202330,32.802233902759525,51.294424019607845,1610612738,38,35,2019-12-13T01:50:37Z,1830000,-6.0,256.0,1,left,MISS G. Hayward 26' 3PT,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,26.14,Missed,,,,,,,,,,,,,,,,,
184,PT09M29.00S,2019-12-13T01:48:38.3Z,2,REGULAR,rebound,defensive,[],203526,,,1610612755,38,35,2019-12-13T01:48:58Z,1840000,,,0,,R. Neto REBOUND (Off:0 Def:1),[203526],1610612755.0,PHI,,,,Neto,R. Neto,,,,,,,,,183.0,1.0,1.0,0.0,,,,,,,,,,,,,
185,PT09M16.00S,2019-12-13T01:48:52.3Z,2,REGULAR,2pt,jumpshot,[],203954,78.53153745072274,33.40226715686275,1610612755,38,35,2019-12-13T01:49:00Z,1850000,-83.0,149.0,1,right,MISS J. Embiid 18' jumpshot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,17.56,Missed,,,,,,,,,,,,,,,,,
186,PT09M12.00S,2019-12-13T01:48:56.3Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,38,35,2019-12-13T01:49:00Z,1860000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,185.0,2.0,2.0,0.0,,,,,,,,,,,,,
187,PT08M58.00S,2019-12-13T01:49:11.7Z,2,REGULAR,foul,offensive,[],1627759,,,1610612738,38,35,2019-12-13T01:49:26Z,1870000,,,0,,J. Brown FOUL offensive (2 PF),"[1627759, 203118]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,2534.0,,,,,,,,,,,,2.0,0.0,Scott,203118.0,,,,,
189,PT08M58.00S,2019-12-13T01:49:11.7Z,2,REGULAR,turnover,offensivefoul,[],1627759,,,1610612738,38,35,2019-12-13T01:49:11Z,1890000,,,0,,J. Brown TURNOVER offensivefoul (2 TOV),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,2534.0,2.0,,,,,,,,,,,,,,,,,,,
190,PT08M47.00S,2019-12-13T01:49:38.8Z,2,REGULAR,foul,personal,[],202330,,,1610612755,38,35,2019-12-13T01:49:46Z,1900000,,,0,,G. Hayward FOUL personal (1 PF),"[202330, 1626196]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,202041.0,,,,,,,,,,,,1.0,0.0,Richardson,1626196.0,,,,,
192,PT08M36.00S,2019-12-13T01:50:08.6Z,2,REGULAR,3pt,jumpshot,['fromturnover'],1626196,72.7496714848883,80.7061887254902,1610612755,38,35,2019-12-13T01:50:17Z,1920000,154.0,204.0,1,right,MISS J. Richardson 26' 3PT,[1626196],1610612755.0,PHI,pullup,,,Richardson,J. Richardson,,,,,,,25.95,Missed,,,,,,,,,,,,,,,,,
193,PT08M33.00S,2019-12-13T01:50:11.6Z,2,REGULAR,rebound,defensive,[],1628400,,,1610612738,38,35,2019-12-13T01:50:17Z,1930000,,,0,,S. Ojeleye REBOUND (Off:0 Def:2),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,192.0,2.0,2.0,0.0,,,,,,,,,,,,,
194,PT08M27.00S,2019-12-13T01:50:18.1Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],202330,13.354139290407357,58.647365196078425,1610612738,40,35,2019-12-13T01:52:13Z,1940000,-43.0,73.0,1,left,G. Hayward 9' jumpshot (6 PTS) (J. Brown 2 AST),"[202330, 1627759]",1610612738.0,BOS,drivingfloating,,,Hayward,G. Hayward,,,,,,,8.96,Made,,,,,6.0,J. Brown,1627759.0,2.0,,,,,,,,,
196,PT08M13.00S,2019-12-13T01:50:30.8Z,2,REGULAR,3pt,jumpshot,[],203118,72.7496714848883,18.45128676470588,1610612755,40,38,2019-12-13T01:50:35Z,1960000,-158.0,204.0,1,right,M. Scott 26' 3PT  (12 PTS) (J. Richardson 2 AST),"[203118, 1626196]",1610612755.0,PHI,,,,Scott,M. Scott,,,,,,,26.2,Made,,,,,12.0,J. Richardson,1626196.0,2.0,,,,,,,,,
198,PT07M50.00S,2019-12-13T01:50:54.7Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627759,19.793035479632064,60.853247549019606,1610612738,40,38,2019-12-13T01:50:59Z,1980000,-54.0,134.0,1,left,MISS J. Brown 15' jumpshot,[1627759],1610612738.0,BOS,stepback,,,Brown,J. Brown,,,,,,,14.93,Missed,,,,,,,,,,,,,,,,,
199,PT07M49.00S,2019-12-13T01:50:55.7Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,40,38,2019-12-13T01:51:03Z,1990000,,,0,,J. Embiid REBOUND (Off:0 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,198.0,3.0,3.0,0.0,,,,,,,,,,,,,
200,PT07M28.00S,2019-12-13T01:51:17.4Z,2,REGULAR,3pt,jumpshot,[],203526,66.6187582128778,62.591911764705884,1610612755,40,38,2019-12-13T01:51:27Z,2000000,63.0,261.0,1,right,MISS R. Neto 27' 3PT,[203526],1610612755.0,PHI,stepback,,,Neto,R. Neto,,,,,,,27.41,Missed,,,,,,,,,,,,,,,,,
201,PT07M26.00S,2019-12-13T01:51:19.4Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,40,38,2019-12-13T01:51:27Z,2010000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,200.0,3.0,3.0,0.0,,,,,,,,,,,,,
202,PT07M19.00S,2019-12-13T01:51:27.5Z,2,REGULAR,foul,personal,[],203526,,,1610612738,40,38,2019-12-13T01:51:40Z,2020000,,,0,,R. Neto FOUL personal (1 PF),"[203526, 202330]",1610612755.0,PHI,,,,Neto,R. Neto,,,,,1627961.0,,,,,,,,,,,,1.0,0.0,Hayward,202330.0,,,,,
204,PT07M19.00S,2019-12-13T01:51:39.0Z,2,REGULAR,substitution,out,[],1627759,,,1610612738,40,38,2019-12-13T01:52:05Z,2040000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M19.00S,2019-12-13T01:51:39.0Z,2,REGULAR,substitution,out,[],202954,,,1610612738,40,38,2019-12-13T01:52:05Z,2050000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M19.00S,2019-12-13T01:51:39.0Z,2,REGULAR,substitution,out,[],202683,,,1610612738,40,38,2019-12-13T01:52:05Z,2060000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M19.00S,2019-12-13T01:51:39.0Z,2,REGULAR,substitution,out,[],1626196,,,1610612738,40,38,2019-12-13T01:52:05Z,2070000,,,0,,substitution out Richardson,[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M19.00S,2019-12-13T01:51:39.0Z,2,REGULAR,substitution,out,[],203118,,,1610612738,40,38,2019-12-13T01:52:05Z,2080000,,,0,,substitution out Scott,[203118],1610612755.0,PHI,,,,Scott,M. Scott,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M19.00S,2019-12-13T01:51:39.0Z,2,REGULAR,substitution,out,[],203954,,,1610612738,40,38,2019-12-13T01:52:05Z,2090000,,,0,,substitution out Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M19.00S,2019-12-13T01:51:39.0Z,2,REGULAR,substitution,out,[],203526,,,1610612738,40,38,2019-12-13T01:52:05Z,2100000,,,0,,substitution out Neto,[203526],1610612755.0,PHI,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M19.00S,2019-12-13T01:51:39.0Z,2,REGULAR,substitution,in,[],1628464,,,1610612738,40,38,2019-12-13T01:52:05Z,2110000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M19.00S,2019-12-13T01:51:39.0Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,40,38,2019-12-13T01:52:05Z,2120000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M19.00S,2019-12-13T01:51:39.0Z,2,REGULAR,substitution,in,[],202689,,,1610612738,40,38,2019-12-13T01:52:05Z,2130000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M19.00S,2019-12-13T01:51:39.0Z,2,REGULAR,substitution,in,[],203516,,,1610612738,40,38,2019-12-13T01:52:05Z,2140000,,,0,,substitution in Ennis III,[203516],1610612755.0,PHI,,,,Ennis III,J. Ennis III,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M19.00S,2019-12-13T01:51:39.0Z,2,REGULAR,substitution,in,[],202699,,,1610612738,40,38,2019-12-13T01:52:05Z,2150000,,,0,,substitution in Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M19.00S,2019-12-13T01:51:39.0Z,2,REGULAR,substitution,in,[],1627732,,,1610612738,40,38,2019-12-13T01:52:05Z,2160000,,,0,,substitution in Simmons,[1627732],1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M19.00S,2019-12-13T01:51:39.0Z,2,REGULAR,substitution,in,[],203124,,,1610612738,40,38,2019-12-13T01:52:05Z,2170000,,,0,,substitution in O'Quinn,[203124],1610612755.0,PHI,,,,O'Quinn,K. O'Quinn,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M06.00S,2019-12-13T01:52:18.1Z,2,REGULAR,2pt,jumpshot,[],1628464,21.50131406044678,44.18658088235294,1610612738,42,38,2019-12-13T01:52:24Z,2180000,29.0,150.0,1,left,D. Theis 16' jumpshot (4 PTS) (G. Hayward 3 AST),"[1628464, 202330]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,15.78,Made,,,,,4.0,G. Hayward,202330.0,3.0,,,,,,,,,
220,PT06M40.00S,2019-12-13T01:52:47.1Z,2,REGULAR,3pt,jumpshot,[],1629680,76.69185282522996,85.85324754901961,1610612755,42,38,2019-12-13T01:57:20Z,2200000,179.0,167.0,1,right,MISS M. Thybulle 25' 3PT Blocked,"[1629680, 1628400]",1610612755.0,PHI,pullup,,,Thybulle,M. Thybulle,,,,,,,24.85,Missed,,,,,,,,,,,,,,,Ojeleye,1628400.0,
235,PT06M40.00S,2019-12-13T01:52:47.1Z,2,REGULAR,block,,[],1628400,,,1610612755,42,38,2019-12-13T01:57:43Z,2205000,,,0,,S. Ojeleye BLOCK (1 BLK),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M39.00S,2019-12-13T01:52:48.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,42,38,2019-12-13T01:53:08Z,2210000,,,0,,Team offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,220.0,,,,,,,,,,,,,,,,
222,PT06M39.00S,2019-12-13T01:52:52.2Z,2,REGULAR,turnover,shotclock,['team'],0,,,1610612755,42,38,2019-12-13T01:52:58Z,2220000,,,0,,Team TURNOVER shotclock,[],1610612755.0,PHI,,,,,,,,,,202041.0,,,,,,,,,,,,,,,,,,,,
223,PT06M39.00S,2019-12-13T01:52:59.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,42,38,2019-12-13T01:52:59Z,2230000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M39.00S,2019-12-13T01:54:39.5Z,2,REGULAR,substitution,out,[],202330,,,1610612738,42,38,2019-12-13T01:55:56Z,2240000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M39.00S,2019-12-13T01:54:39.5Z,2,REGULAR,substitution,in,[],202954,,,1610612738,42,38,2019-12-13T01:55:56Z,2250000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M24.00S,2019-12-13T01:56:30.6Z,2,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",1628464,11.645860709592641,61.588541666666664,1610612738,44,38,2019-12-13T01:57:57Z,2260000,-58.0,57.0,1,left,D. Theis 9' jumpshot (6 PTS) (K. Walker 2 AST),"[1628464, 202689]",1610612738.0,BOS,floating,,,Theis,D. Theis,,,,,,,8.52,Made,,,,,6.0,K. Walker,202689.0,2.0,,,,,,,,,
228,PT06M08.00S,2019-12-13T01:56:48.1Z,2,REGULAR,foul,personal,[],1628369,,,1610612755,44,38,2019-12-13T01:56:52Z,2280000,,,0,,J. Tatum FOUL personal (2 PF),"[1628369, 202699]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,2534.0,,,,,,,,,,,,2.0,0.0,Harris,202699.0,,,,,
230,PT06M03.00S,2019-12-13T01:57:10.3Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202699,91.59001314060447,56.21936274509803,1610612755,44,38,2019-12-13T01:58:42Z,2300000,31.0,27.0,1,right,MISS T. Harris layup Blocked,"[202699, 1628464]",1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,,,4.47,Missed,,,,,,,,,,,,,,,Theis,1628464.0,
231,PT06M03.00S,2019-12-13T01:57:10.3Z,2,REGULAR,block,,[],1628464,,,1610612755,44,38,2019-12-13T01:57:12Z,2310000,,,0,,D. Theis BLOCK (1 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M02.00S,2019-12-13T01:57:11.3Z,2,REGULAR,rebound,offensive,[],202699,,,1610612755,44,38,2019-12-13T01:57:26Z,2320000,,,0,,T. Harris REBOUND (Off:1 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,230.0,2.0,1.0,1.0,,,,,,,,,,,,,
233,PT06M01.00S,2019-12-13T01:57:14.3Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202699,92.46057818659659,50.314031862745104,1610612755,44,40,2019-12-13T01:57:33Z,2330000,2.0,18.0,1,right,T. Harris layup (5 PTS),[202699],1610612755.0,PHI,putback,,,Harris,T. Harris,,,,,,,2.4,Made,,,,,5.0,,,,,,,,,,,,
234,PT05M43.00S,2019-12-13T01:57:29.9Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],202689,15.588042049934298,59.3826593137255,1610612738,46,40,2019-12-13T01:57:36Z,2340000,-47.0,94.0,1,left,K. Walker 11' jumpshot (14 PTS),[202689],1610612738.0,BOS,drivingfloating,,,Walker,K. Walker,,,,,,,11.0,Made,,,,,14.0,,,,,,,,,,,,
236,PT05M22.00S,2019-12-13T01:57:51.0Z,2,REGULAR,3pt,jumpshot,[],203124,88.78120893561103,3.7454044117647056,1610612755,46,40,2019-12-13T01:57:58Z,2350000,-231.0,53.0,1,right,MISS K. O'Quinn 24' 3PT,[203124],1610612755.0,PHI,,,,O'Quinn,K. O'Quinn,,,,,,,23.86,Missed,,,,,,,,,,,,,,,,,
237,PT05M20.00S,2019-12-13T01:57:53.0Z,2,REGULAR,rebound,defensive,[],1628400,,,1610612738,46,40,2019-12-13T01:57:58Z,2360000,,,0,,S. Ojeleye REBOUND (Off:0 Def:3),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,236.0,3.0,3.0,0.0,,,,,,,,,,,,,
238,PT05M13.00S,2019-12-13T01:57:59.1Z,2,REGULAR,3pt,jumpshot,['fastbreak'],202689,25.443495400788436,15.510110294117647,1610612738,46,40,2019-12-13T01:58:10Z,2370000,172.0,187.0,1,left,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,runningpullup,,,Walker,K. Walker,,,,,,,25.82,Missed,,,,,,,,,,,,,,,,,
239,PT05M10.00S,2019-12-13T01:58:02.1Z,2,REGULAR,rebound,defensive,[],1627732,,,1610612755,46,40,2019-12-13T01:58:10Z,2380000,,,0,,B. Simmons REBOUND (Off:0 Def:1),[1627732],1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,,,,,238.0,1.0,1.0,0.0,,,,,,,,,,,,,
240,PT05M08.00S,2019-12-13T01:58:07.3Z,2,REGULAR,foul,personal,[],1628400,,,1610612755,46,40,2019-12-13T01:58:30Z,2390000,,,0,,S. Ojeleye FOUL personal (2 PF),"[1628400, 1627732]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,202041.0,,,,,,,,,,,,2.0,0.0,Simmons,1627732.0,,,,,
242,PT05M08.00S,2019-12-13T01:58:23.9Z,2,REGULAR,substitution,out,[],1629680,,,1610612755,46,40,2019-12-13T01:58:27Z,2410000,,,0,,substitution out Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M08.00S,2019-12-13T01:58:23.9Z,2,REGULAR,substitution,in,[],1627788,,,1610612755,46,40,2019-12-13T01:58:27Z,2420000,,,0,,substitution in Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT04M50.00S,2019-12-13T01:58:53.2Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1627788,88.38699080157687,49.82383578431372,1610612755,46,42,2019-12-13T02:00:18Z,2430000,-1.0,57.0,1,right,F. Korkmaz 6' layup (2 PTS),[1627788],1610612755.0,PHI,cutting,,,Korkmaz,F. Korkmaz,,,,,,,6.22,Made,,,,,2.0,,,,,,,,,,,,
245,PT04M31.00S,2019-12-13T01:59:11.8Z,2,REGULAR,2pt,jumpshot,[],1628369,19.398817345597898,32.666973039215684,1610612738,46,42,2019-12-13T01:59:23Z,2440000,87.0,130.0,1,left,MISS J. Tatum 16' jumpshot,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,,,16.07,Missed,,,,,,,,,,,,,,,,,
246,PT04M31.00S,2019-12-13T01:59:11.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,46,42,2019-12-13T01:59:23Z,2450000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,245.0,,,,,,,,,,,,,,,,
247,PT04M31.00S,2019-12-13T01:59:17.1Z,2,REGULAR,foul,personal,[],203124,,,1610612738,46,42,2019-12-13T01:59:33Z,2460000,,,0,,K. O'Quinn FOUL personal (2 PF),"[203124, 1628464]",1610612755.0,PHI,,,,O'Quinn,K. O'Quinn,,,,,202041.0,,,,,,,,,,,,2.0,0.0,Theis,1628464.0,,,,,
249,PT04M26.00S,2019-12-13T01:59:43.0Z,2,REGULAR,3pt,jumpshot,['2ndchance'],202689,32.53942181340342,47.61795343137255,1610612738,46,42,2019-12-13T02:01:03Z,2480000,12.0,253.0,1,left,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,25.92,Missed,,,,,,,,,,,,,,,,,
250,PT04M24.00S,2019-12-13T01:59:45.0Z,2,REGULAR,rebound,offensive,[],1628464,,,1610612738,46,42,2019-12-13T02:00:14Z,2490000,,,0,,D. Theis REBOUND (Off:1 Def:0),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,249.0,1.0,0.0,1.0,,,,,,,,,,,,,
251,PT04M22.00S,2019-12-13T01:59:47.5Z,2,REGULAR,3pt,jumpshot,['2ndchance'],202689,32.933639947437584,50.314031862745104,1610612738,49,42,2019-12-13T02:00:01Z,2500000,-2.0,257.0,1,left,K. Walker 26' 3PT  (17 PTS) (D. Theis 1 AST),"[202689, 1628464]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,26.26,Made,,,,,17.0,D. Theis,1628464.0,1.0,,,,,,,,,
253,PT04M22.00S,2019-12-13T01:59:56.2Z,2,REGULAR,foul,personal,['1freethrow'],1627732,,,1610612738,49,42,2019-12-13T02:01:29Z,2520000,,,0,,B. Simmons FOUL personal (2 PF) (Theis 1freethrow),"[1627732, 1628464]",1610612755.0,PHI,looseball,,,Simmons,B. Simmons,,,,,202041.0,,,,,,,,,,,,2.0,0.0,Theis,1628464.0,,,,,
255,PT04M22.00S,2019-12-13T02:00:34.9Z,2,REGULAR,instantreplay,request,[],0,,,1610612738,49,42,2019-12-13T02:01:44Z,2540000,,,0,,,[],,,support,,,,,,,,,2534.0,,,,,,,,,,,,,,,,,,,,Off-Ball - Foul Occurred After FGM
256,PT04M22.00S,2019-12-13T02:01:39.1Z,2,REGULAR,substitution,out,[],202954,,,1610612738,49,42,2019-12-13T02:02:01Z,2550000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT04M22.00S,2019-12-13T02:01:39.1Z,2,REGULAR,substitution,out,[],203124,,,1610612738,49,42,2019-12-13T02:02:01Z,2560000,,,0,,substitution out O'Quinn,[203124],1610612755.0,PHI,,,,O'Quinn,K. O'Quinn,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M22.00S,2019-12-13T02:01:39.1Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,49,42,2019-12-13T02:02:01Z,2570000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M22.00S,2019-12-13T02:01:39.1Z,2,REGULAR,substitution,in,[],203954,,,1610612738,49,42,2019-12-13T02:02:01Z,2580000,,,0,,substitution in Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M22.00S,2019-12-13T02:02:12.5Z,2,REGULAR,freethrow,1of1,['2ndchance'],1628464,,,1610612738,50,42,2019-12-13T02:02:12Z,2590000,,,0,,D. Theis freethrow 1of1 (7 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,
262,PT04M08.00S,2019-12-13T02:02:29.2Z,2,REGULAR,2pt,jumpshot,[],202699,80.89684625492772,74.33363970588235,1610612755,50,44,2019-12-13T02:03:04Z,2610000,122.0,127.0,1,right,T. Harris 18' jumpshot (7 PTS) (J. Embiid 3 AST),"[202699, 203954]",1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,,,18.0,Made,,,,,7.0,J. Embiid,203954.0,3.0,,,,,,,,,
263,PT03M50.00S,2019-12-13T02:02:48.6Z,2,REGULAR,3pt,jumpshot,[],1628369,32.14520367936925,50.06893382352941,1610612738,50,44,2019-12-13T02:03:22Z,2620000,0.0,250.0,1,left,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,25.52,Missed,,,,,,,,,,,,,,,,,
265,PT03M49.00S,2019-12-13T02:02:49.6Z,2,REGULAR,rebound,offensive,[],1628464,,,1610612738,50,44,2019-12-13T02:02:58Z,2630000,,,0,,D. Theis REBOUND (Off:2 Def:0),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,263.0,2.0,0.0,2.0,,,,,,,,,,,,,
266,PT03M39.00S,2019-12-13T02:02:59.1Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202689,5.995400788436268,50.314031862745104,1610612738,50,44,2019-12-13T02:03:08Z,2640000,-2.0,4.0,1,left,MISS K. Walker layup,[202689],1610612738.0,BOS,drivingreverse,,,Walker,K. Walker,,,,,,,0.95,Missed,,,,,,,,,,,,,,,,,
267,PT03M38.00S,2019-12-13T02:03:00.1Z,2,REGULAR,rebound,defensive,[],1627732,,,1610612755,50,44,2019-12-13T02:03:08Z,2650000,,,0,,B. Simmons REBOUND (Off:0 Def:2),[1627732],1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,,,,,266.0,2.0,2.0,0.0,,,,,,,,,,,,,
268,PT03M27.00S,2019-12-13T02:03:11.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612755,50,44,2019-12-13T02:03:26Z,2660000,,,0,,D. Theis FOUL personal (2 PF) (Embiid inpenalty),"[1628464, 203954]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,202041.0,,,,,,,,,,,,2.0,0.0,Embiid,203954.0,,,,,
270,PT03M27.00S,2019-12-13T02:03:39.3Z,2,REGULAR,freethrow,1of2,[],203954,,,1610612755,50,44,2019-12-13T02:03:39Z,2680000,,,0,,MISS J. Embiid freethrow 1of2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Missed,,,,,,,,,,,,,,,,,
271,PT03M27.00S,2019-12-13T02:03:39.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,50,44,2019-12-13T02:03:39Z,2690000,,,0,,Team offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,270.0,,,,,,,,,,,,,,,,
