actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
368,PT08M58.00S,2019-12-13T02:37:06.1Z,3,REGULAR,freethrow,1of1,[],202699,,,1610612755,65,63,2019-12-13T02:37:06Z,3630000,,,0,,MISS T. Harris technical freethrow 1of1,[202699],1610612755.0,PHI,technical,,,Harris,T. Harris,,,,,,,,Missed,,,,,,,,,,,,,,,,,
369,PT08M58.00S,2019-12-13T02:37:06.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,65,63,2019-12-13T02:37:06Z,3640000,,,0,,Team offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,368.0,,,,,,,,,,,,,,,,
370,PT08M58.00S,2019-12-13T02:37:29.0Z,3,REGULAR,freethrow,1of2,[],202699,,,1610612755,65,64,2019-12-13T02:37:29Z,3650000,,,0,,T. Harris freethrow 1of2 (10 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,
371,PT08M58.00S,2019-12-13T02:37:43.6Z,3,REGULAR,freethrow,2of2,[],202699,,,1610612755,65,65,2019-12-13T02:37:43Z,3660000,,,0,,T. Harris freethrow 2of2 (11 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,
372,PT08M44.00S,2019-12-13T02:38:01.7Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],202330,83.65637319316689,46.63756127450981,1610612738,67,65,2019-12-13T02:38:07Z,3670000,-17.0,101.0,1,right,G. Hayward 11' jumpshot (14 PTS),[202330],1610612738.0,BOS,turnaroundfadeaway,,,Hayward,G. Hayward,,,,,,,10.79,Made,,,,,14.0,,,,,,,,,,,,
373,PT08M24.00S,2019-12-13T02:38:21.8Z,3,REGULAR,3pt,jumpshot,[],203118,32.14520367936925,56.93167892156863,1610612755,67,65,2019-12-13T02:38:31Z,3680000,-35.0,250.0,1,left,MISS M. Scott 26' 3PT,[203118],1610612755.0,PHI,,,,Scott,M. Scott,,,,,,,25.75,Missed,,,,,,,,,,,,,,,,,
374,PT08M22.00S,2019-12-13T02:38:23.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,67,65,2019-12-13T02:38:31Z,3690000,,,0,,Team offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,373.0,,,,,,,,,,,,,,,,
375,PT08M22.00S,2019-12-13T02:38:29.8Z,3,REGULAR,foul,personal,[],202330,,,1610612755,67,65,2019-12-13T02:38:42Z,3700000,,,0,,G. Hayward FOUL personal (2 PF),"[202330, 1627732]",1610612738.0,BOS,looseball,,,Hayward,G. Hayward,,,,,202041.0,,,,,,,,,,,,2.0,0.0,Simmons,1627732.0,,,,,
377,PT08M18.00S,2019-12-13T02:38:51.3Z,3,REGULAR,2pt,jumpshot,['2ndchance'],202699,21.895532194480946,56.196384803921575,1610612755,67,65,2019-12-13T02:39:04Z,3720000,-31.0,153.0,1,left,MISS T. Harris 16' jumpshot,[202699],1610612755.0,PHI,drivingfloating,,,Harris,T. Harris,,,,,,,16.18,Missed,,,,,,,,,,,,,,,,,
378,PT08M17.00S,2019-12-13T02:38:52.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,67,65,2019-12-13T02:39:04Z,3730000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,377.0,,,,,,,,,,,,,,,,
379,PT08M17.00S,2019-12-13T02:39:00.1Z,3,REGULAR,foul,personal,[],203954,,,1610612738,67,65,2019-12-13T02:39:38Z,3740000,,,0,,J. Embiid FOUL personal (1 PF),"[203954, 1628369]",1610612755.0,PHI,looseball,,,Embiid,J. Embiid,,,,,1627961.0,,,,,,,,,,,,1.0,0.0,Tatum,1628369.0,,,,,
381,PT08M10.00S,2019-12-13T02:39:19.2Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,67,65,2019-12-13T02:39:19Z,3760000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT07M58.00S,2019-12-13T02:39:44.0Z,3,REGULAR,foul,personal,['2freethrow'],203954,,,1610612738,67,65,2019-12-13T02:39:53Z,3770000,,,0,,J. Embiid FOUL personal (2 PF) (Hayward 2freethrow),"[203954, 202330]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,202041.0,,,,,,,,,,,,2.0,0.0,Hayward,202330.0,,,,,
384,PT07M58.00S,2019-12-13T02:40:11.1Z,3,REGULAR,freethrow,1of2,[],202330,,,1610612738,68,65,2019-12-13T02:40:29Z,3790000,,,0,,G. Hayward freethrow 1of2 (15 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,
385,PT07M58.00S,2019-12-13T02:40:11.1Z,3,REGULAR,freethrow,2of2,[],202330,,,1610612738,68,65,2019-12-13T02:40:29Z,3800000,,,0,,MISS G. Hayward freethrow 2of2,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,Missed,,,,,,,,,,,,,,,,,
386,PT07M58.00S,2019-12-13T02:40:11.1Z,3,REGULAR,rebound,defensive,[],1627732,,,1610612755,68,65,2019-12-13T02:40:29Z,3810000,,,0,,B. Simmons REBOUND (Off:0 Def:3),[1627732],1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,,,,,385.0,3.0,3.0,0.0,,,,,,,,,,,,,
387,PT07M44.00S,2019-12-13T02:40:38.2Z,3,REGULAR,2pt,jumpshot,[],1626196,22.683968462549277,48.353247549019606,1610612755,68,65,2019-12-13T02:40:44Z,3820000,8.0,161.0,1,left,MISS J. Richardson 17' jumpshot Blocked,"[1626196, 202689]",1610612755.0,PHI,pullup,,,Richardson,J. Richardson,,,,,,,16.64,Missed,,,,,,,,,,,,,,,Walker,202689.0,
388,PT07M44.00S,2019-12-13T02:40:38.2Z,3,REGULAR,block,,[],202689,,,1610612755,68,65,2019-12-13T02:40:40Z,3830000,,,0,,K. Walker BLOCK (1 BLK),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT07M43.00S,2019-12-13T02:40:39.2Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,68,65,2019-12-13T02:40:44Z,3840000,,,0,,K. Walker REBOUND (Off:0 Def:1),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,387.0,1.0,1.0,0.0,,,,,,,,,,,,,
390,PT07M39.00S,2019-12-13T02:40:42.9Z,3,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint']",1628369,93.38042049934296,41.73560049019608,1610612738,68,65,2019-12-13T02:41:09Z,3850000,-41.0,10.0,1,right,MISS J. Tatum layup Blocked,"[1628369, 1627732]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,,,4.4,Missed,,,,,,,,,,,,,,,Simmons,1627732.0,
391,PT07M39.00S,2019-12-13T02:40:42.9Z,3,REGULAR,block,,[],1627732,,,1610612738,68,65,2019-12-13T02:40:45Z,3860000,,,0,,B. Simmons BLOCK (1 BLK),[1627732],1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT07M38.00S,2019-12-13T02:40:43.9Z,3,REGULAR,rebound,defensive,[],1627732,,,1610612755,68,65,2019-12-13T02:41:01Z,3870000,,,0,,B. Simmons REBOUND (Off:0 Def:4),[1627732],1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,,,,,390.0,4.0,4.0,0.0,,,,,,,,,,,,,
393,PT07M33.00S,2019-12-13T02:40:48.6Z,3,REGULAR,2pt,dunk,"['pointsinthepaint', 'fastbreak']",203954,4.812746386333772,50.80422794117647,1610612755,68,67,2019-12-13T02:40:56Z,3880000,-4.0,-7.0,1,left,J. Embiid dunk (20 PTS) (T. Harris 5 AST),"[203954, 202699]",1610612755.0,PHI,cutting,,,Embiid,J. Embiid,,,,,,,0.44,Made,,,,,20.0,T. Harris,202699.0,5.0,,,,,,,,,
395,PT07M15.00S,2019-12-13T02:41:06.4Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],202689,81.02825229960578,61.34344362745098,1610612738,68,67,2019-12-13T02:42:27Z,3900000,57.0,126.0,1,right,MISS K. Walker 14' jumpshot,[202689],1610612738.0,BOS,stepback,,,Walker,K. Walker,,,,,,,14.3,Missed,,,,,,,,,,,,,,,,,
396,PT07M13.00S,2019-12-13T02:41:08.4Z,3,REGULAR,rebound,defensive,[],203118,,,1610612755,68,67,2019-12-13T02:41:13Z,3910000,,,0,,M. Scott REBOUND (Off:0 Def:3),[203118],1610612755.0,PHI,,,,Scott,M. Scott,,,,,,,,,395.0,3.0,3.0,0.0,,,,,,,,,,,,,
397,PT07M07.00S,2019-12-13T02:41:14.8Z,3,REGULAR,3pt,jumpshot,['fastbreak'],203118,23.866622864651774,13.304227941176471,1610612755,68,70,2019-12-13T02:41:22Z,3920000,183.0,172.0,1,left,M. Scott 26' 3PT  (15 PTS) (T. Harris 6 AST),"[203118, 202699]",1610612755.0,PHI,,,,Scott,M. Scott,,,,,,,25.52,Made,,,,,15.0,T. Harris,202699.0,6.0,,,,,,,,,
399,PT06M41.00S,2019-12-13T02:41:44.4Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,68,70,2019-12-13T02:41:44Z,3940000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT06M41.00S,2019-12-13T02:41:51.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,68,70,2019-12-13T02:41:51Z,3950000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT06M38.00S,2019-12-13T02:45:15.6Z,3,REGULAR,3pt,jumpshot,[],1628369,76.42904073587385,9.627757352941178,1610612738,68,70,2019-12-13T02:45:28Z,3960000,-202.0,169.0,1,right,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,26.69,Missed,,,,,,,,,,,,,,,,,
402,PT06M37.00S,2019-12-13T02:45:16.6Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,68,70,2019-12-13T02:45:30Z,3970000,,,0,,J. Embiid REBOUND (Off:1 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,401.0,7.0,6.0,1.0,,,,,,,,,,,,,
403,PT06M20.00S,2019-12-13T02:45:39.8Z,3,REGULAR,turnover,outofbounds,[],203954,,,1610612755,68,70,2019-12-13T02:45:51Z,3980000,,,0,,J. Embiid TURNOVER outofbounds (1 TOV),[203954],1610612755.0,PHI,lostball,,,Embiid,J. Embiid,,,,,202041.0,1.0,,,,,,,,,,,,,,,,,,,
404,PT06M04.00S,2019-12-13T02:46:04.6Z,3,REGULAR,foul,personal,['2freethrow'],203954,,,1610612738,68,70,2019-12-13T02:46:13Z,3990000,,,0,,J. Embiid FOUL personal (3 PF) (Walker 2freethrow),"[203954, 202689]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,1627961.0,,,,,,,,,,,,3.0,0.0,Walker,202689.0,,,,,
406,PT06M04.00S,2019-12-13T02:46:34.4Z,3,REGULAR,freethrow,1of2,['fromturnover'],202689,,,1610612738,69,70,2019-12-13T02:46:34Z,4010000,,,0,,K. Walker freethrow 1of2 (22 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,Made,,,,,22.0,,,,,,,,,,,,
407,PT06M04.00S,2019-12-13T02:46:35.0Z,3,REGULAR,substitution,out,[],1628369,,,1610612738,69,70,2019-12-13T02:46:46Z,4020000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT06M04.00S,2019-12-13T02:46:35.0Z,3,REGULAR,substitution,out,[],203118,,,1610612738,69,70,2019-12-13T02:46:46Z,4030000,,,0,,substitution out Scott,[203118],1610612755.0,PHI,,,,Scott,M. Scott,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT06M04.00S,2019-12-13T02:46:35.0Z,3,REGULAR,substitution,out,[],203954,,,1610612738,69,70,2019-12-13T02:46:46Z,4040000,,,0,,substitution out Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT06M04.00S,2019-12-13T02:46:35.0Z,3,REGULAR,substitution,out,[],1626196,,,1610612738,69,70,2019-12-13T02:46:46Z,4050000,,,0,,substitution out Richardson,[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT06M04.00S,2019-12-13T02:46:35.0Z,3,REGULAR,substitution,in,[],1629750,,,1610612738,69,70,2019-12-13T02:46:46Z,4060000,,,0,,substitution in Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT06M04.00S,2019-12-13T02:46:35.0Z,3,REGULAR,substitution,in,[],203124,,,1610612738,69,70,2019-12-13T02:46:46Z,4070000,,,0,,substitution in O'Quinn,[203124],1610612755.0,PHI,,,,O'Quinn,K. O'Quinn,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT06M04.00S,2019-12-13T02:46:35.0Z,3,REGULAR,substitution,in,[],203516,,,1610612738,69,70,2019-12-13T02:46:46Z,4080000,,,0,,substitution in Ennis III,[203516],1610612755.0,PHI,,,,Ennis III,J. Ennis III,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT06M04.00S,2019-12-13T02:46:35.0Z,3,REGULAR,substitution,in,[],1629680,,,1610612738,69,70,2019-12-13T02:46:46Z,4090000,,,0,,substitution in Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT06M04.00S,2019-12-13T02:47:00.2Z,3,REGULAR,freethrow,2of2,['fromturnover'],202689,,,1610612738,70,70,2019-12-13T02:47:00Z,4100000,,,0,,K. Walker freethrow 2of2 (23 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,Made,,,,,23.0,,,,,,,,,,,,
416,PT05M43.00S,2019-12-13T02:47:22.1Z,3,REGULAR,2pt,jumpshot,[],1627732,15.588042049934298,27.519914215686274,1610612755,70,70,2019-12-13T02:47:31Z,4110000,112.0,94.0,1,left,MISS B. Simmons 15' jumpshot,[1627732],1610612755.0,PHI,fadeaway,,,Simmons,B. Simmons,,,,,,,15.01,Missed,,,,,,,,,,,,,,,,,
417,PT05M42.00S,2019-12-13T02:47:23.1Z,3,REGULAR,rebound,offensive,[],203124,,,1610612755,70,70,2019-12-13T02:47:31Z,4120000,,,0,,K. O'Quinn REBOUND (Off:2 Def:0),[203124],1610612755.0,PHI,,,,O'Quinn,K. O'Quinn,,,,,,,,,416.0,2.0,0.0,2.0,,,,,,,,,,,,,
418,PT05M40.00S,2019-12-13T02:47:26.0Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",203124,7.966491458607096,42.96109068627451,1610612755,70,70,2019-12-13T02:47:41Z,4130000,35.0,22.0,1,left,MISS K. O'Quinn layup,[203124],1610612755.0,PHI,putback,,,O'Quinn,K. O'Quinn,,,,,,,4.49,Missed,,,,,,,,,,,,,,,,,
419,PT05M39.00S,2019-12-13T02:47:27.0Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,70,70,2019-12-13T02:47:41Z,4140000,,,0,,D. Theis REBOUND (Off:3 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,418.0,4.0,1.0,3.0,,,,,,,,,,,,,
420,PT05M34.00S,2019-12-13T02:47:34.3Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,70,70,2019-12-13T02:47:34Z,4150000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT05M27.00S,2019-12-13T02:47:59.3Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628464,89.83245729303549,40.01991421568628,1610612738,72,70,2019-12-13T02:48:02Z,4160000,-50.0,43.0,1,right,D. Theis 7' layup (9 PTS) (G. Hayward 4 AST),"[1628464, 202330]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,,,6.97,Made,,,,,9.0,G. Hayward,202330.0,4.0,,,,,,,,,
423,PT05M09.00S,2019-12-13T02:48:16.4Z,3,REGULAR,3pt,jumpshot,[],203124,33.722076215505915,54.23560049019608,1610612755,72,70,2019-12-13T02:48:23Z,4180000,-21.0,264.0,1,left,MISS K. O'Quinn 27' 3PT,[203124],1610612755.0,PHI,,,,O'Quinn,K. O'Quinn,,,,,,,27.08,Missed,,,,,,,,,,,,,,,,,
424,PT05M07.00S,2019-12-13T02:48:18.4Z,3,REGULAR,rebound,offensive,[],203124,,,1610612755,72,70,2019-12-13T02:48:23Z,4190000,,,0,,K. O'Quinn REBOUND (Off:3 Def:0),[203124],1610612755.0,PHI,,,,O'Quinn,K. O'Quinn,,,,,,,,,423.0,3.0,0.0,3.0,,,,,,,,,,,,,
425,PT05M04.00S,2019-12-13T02:48:21.9Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202699,6.389618922470433,53.01011029411765,1610612755,72,72,2019-12-13T02:48:25Z,4200000,-15.0,8.0,1,left,T. Harris layup (13 PTS) (K. O'Quinn 1 AST),"[202699, 203124]",1610612755.0,PHI,cutting,,,Harris,T. Harris,,,,,,,2.0,Made,,,,,13.0,K. O'Quinn,203124.0,1.0,,,,,,,,,
427,PT04M46.00S,2019-12-13T02:48:39.4Z,3,REGULAR,2pt,jumpshot,[],202689,78.79434954007884,47.127757352941174,1610612738,72,72,2019-12-13T02:48:59Z,4220000,-14.0,147.0,1,right,MISS K. Walker 15' jumpshot,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,15.3,Missed,,,,,,,,,,,,,,,,,
428,PT04M45.00S,2019-12-13T02:48:40.4Z,3,REGULAR,rebound,defensive,[],202699,,,1610612755,72,72,2019-12-13T02:48:59Z,4230000,,,0,,T. Harris REBOUND (Off:2 Def:5),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,427.0,7.0,5.0,2.0,,,,,,,,,,,,,
429,PT04M30.00S,2019-12-13T02:48:56.2Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],202699,15.588042049934298,47.127757352941174,1610612755,72,74,2019-12-13T02:49:04Z,4240000,14.0,94.0,1,left,T. Harris 10' jumpshot (15 PTS),[202699],1610612755.0,PHI,turnaround,,,Harris,T. Harris,,,,,,,10.05,Made,,,,,15.0,,,,,,,,,,,,
430,PT04M16.00S,2019-12-13T02:49:08.9Z,3,REGULAR,3pt,jumpshot,[],1628464,66.5735873850197,45.41207107843137,1610612738,75,74,2019-12-13T02:49:13Z,4250000,-23.0,262.0,1,right,D. Theis 27' 3PT  (12 PTS) (K. Walker 5 AST),"[1628464, 202689]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,26.82,Made,,,,,12.0,K. Walker,202689.0,5.0,,,,,,,,,
432,PT03M57.00S,2019-12-13T02:49:31.0Z,3,REGULAR,foul,personal,[],202689,,,1610612755,75,74,2019-12-13T02:49:36Z,4270000,,,0,,K. Walker FOUL personal (1 PF),"[202689, 1627732]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,2534.0,,,,,,,,,,,,1.0,0.0,Simmons,1627732.0,,,,,
434,PT03M57.00S,2019-12-13T02:49:36.1Z,3,REGULAR,substitution,out,[],1627759,,,1610612755,75,74,2019-12-13T02:49:43Z,4290000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT03M57.00S,2019-12-13T02:49:36.1Z,3,REGULAR,substitution,out,[],202330,,,1610612755,75,74,2019-12-13T02:49:43Z,4300000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT03M57.00S,2019-12-13T02:49:36.1Z,3,REGULAR,substitution,in,[],1628369,,,1610612755,75,74,2019-12-13T02:49:43Z,4310000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT03M57.00S,2019-12-13T02:49:36.1Z,3,REGULAR,substitution,in,[],202954,,,1610612755,75,74,2019-12-13T02:49:43Z,4320000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT03M50.00S,2019-12-13T02:50:03.0Z,3,REGULAR,2pt,jumpshot,[],202699,12.959921156373195,31.93167892156863,1610612755,75,74,2019-12-13T02:50:12Z,4330000,90.0,69.0,1,left,MISS T. Harris 12' jumpshot,[202699],1610612755.0,PHI,turnaround,,,Harris,T. Harris,,,,,,,11.73,Missed,,,,,,,,,,,,,,,,,
439,PT03M48.00S,2019-12-13T02:50:05.0Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,75,74,2019-12-13T02:50:12Z,4340000,,,0,,D. Theis REBOUND (Off:3 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,438.0,5.0,2.0,3.0,,,,,,,,,,,,,
440,PT03M41.00S,2019-12-13T02:50:12.6Z,3,REGULAR,turnover,badpass,[],202689,,,1610612738,75,74,2019-12-13T02:50:16Z,4350000,,,0,,K. Walker TURNOVER badpass (1 TOV) Stolen,"[202689, 202699]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,1.0,,,,,,,,,,,,,,,Harris,202699.0,,,
441,PT03M41.00S,2019-12-13T02:50:12.6Z,3,REGULAR,steal,,[],202699,,,1610612755,75,74,2019-12-13T02:50:14Z,4360000,,,0,,T. Harris STEAL (1 STL),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT03M34.00S,2019-12-13T02:50:24.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,75,74,2019-12-13T02:50:24Z,4370000,,,0,,timeout full,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT03M34.00S,2019-12-13T02:51:14.2Z,3,REGULAR,substitution,out,[],1628464,,,1610612755,75,74,2019-12-13T02:53:29Z,4380000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT03M34.00S,2019-12-13T02:51:14.2Z,3,REGULAR,substitution,in,[],202683,,,1610612755,75,74,2019-12-13T02:53:29Z,4390000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT03M34.00S,2019-12-13T02:53:33.5Z,3,REGULAR,substitution,out,[],1629750,,,1610612755,75,74,2019-12-13T02:53:38Z,4400000,,,0,,substitution out Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT03M34.00S,2019-12-13T02:53:33.5Z,3,REGULAR,substitution,in,[],1628400,,,1610612755,75,74,2019-12-13T02:53:38Z,4410000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT03M26.00S,2019-12-13T02:53:55.0Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",202699,13.222733245729303,36.34344362745098,1610612755,75,76,2019-12-13T02:54:14Z,4420000,68.0,72.0,1,left,T. Harris 10' jumpshot (17 PTS) (K. O'Quinn 2 AST),"[202699, 203124]",1610612755.0,PHI,drivingfloating,,,Harris,T. Harris,,,,,,,10.32,Made,,,,,17.0,K. O'Quinn,203124.0,2.0,,,,,,,,,
449,PT03M10.00S,2019-12-13T02:54:10.6Z,3,REGULAR,3pt,jumpshot,[],202689,69.20170827858082,23.353247549019606,1610612738,78,76,2019-12-13T02:54:15Z,4440000,-133.0,237.0,1,right,K. Walker 28' 3PT  (26 PTS) (J. Tatum 2 AST),"[202689, 1628369]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,27.67,Made,,,,,26.0,J. Tatum,1628369.0,2.0,,,,,,,,,
451,PT02M54.00S,2019-12-13T02:54:26.3Z,3,REGULAR,turnover,badpass,[],1627732,,,1610612755,78,76,2019-12-13T02:54:35Z,4460000,,,0,,B. Simmons TURNOVER badpass (3 TOV) Stolen,"[1627732, 202683]",1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,,3.0,,,,,,,,,,,,,,,Kanter,202683.0,,,
452,PT02M54.00S,2019-12-13T02:54:26.3Z,3,REGULAR,steal,,[],202683,,,1610612738,78,76,2019-12-13T02:54:28Z,4470000,,,0,,E. Kanter STEAL (1 STL),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT02M51.00S,2019-12-13T02:54:30.2Z,3,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202683,93.77463863337714,54.23560049019608,1610612738,80,76,2019-12-13T02:55:28Z,4480000,21.0,6.0,1,right,E. Kanter layup (10 PTS),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,2.41,Made,,,,,10.0,,,,,,,,,,,,
454,PT02M35.00S,2019-12-13T02:54:48.0Z,3,REGULAR,foul,personal,[],202954,,,1610612755,80,76,2019-12-13T02:54:58Z,4490000,,,0,,B. Wanamaker FOUL personal (1 PF),"[202954, 1627732]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,202041.0,,,,,,,,,,,,1.0,0.0,Simmons,1627732.0,,,,,
456,PT02M35.00S,2019-12-13T02:54:59.4Z,3,REGULAR,substitution,out,[],202689,,,1610612755,80,76,2019-12-13T02:55:14Z,4510000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT02M35.00S,2019-12-13T02:54:59.4Z,3,REGULAR,substitution,out,[],203124,,,1610612755,80,76,2019-12-13T02:55:14Z,4520000,,,0,,substitution out O'Quinn,[203124],1610612755.0,PHI,,,,O'Quinn,K. O'Quinn,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT02M35.00S,2019-12-13T02:54:59.4Z,3,REGULAR,substitution,out,[],203516,,,1610612755,80,76,2019-12-13T02:55:14Z,4530000,,,0,,substitution out Ennis III,[203516],1610612755.0,PHI,,,,Ennis III,J. Ennis III,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT02M35.00S,2019-12-13T02:54:59.4Z,3,REGULAR,substitution,out,[],202699,,,1610612755,80,76,2019-12-13T02:55:14Z,4540000,,,0,,substitution out Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
