actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
296,PT00M09.70S,2020-09-28T00:40:11.7Z,2,REGULAR,substitution,out,[],1628389,,,1610612738,61,60,2020-09-28T00:40:20Z,2890000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
297,PT00M09.70S,2020-09-28T00:40:11.7Z,2,REGULAR,substitution,out,[],1629639,,,1610612738,61,60,2020-09-28T00:40:20Z,2900000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
298,PT00M09.70S,2020-09-28T00:40:11.7Z,2,REGULAR,substitution,in,[],2738,,,1610612738,61,60,2020-09-28T00:40:20Z,2910000,,,0,,SUB in: A. Iguodala,[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,
299,PT00M09.70S,2020-09-28T00:40:11.7Z,2,REGULAR,substitution,in,[],203524,,,1610612738,61,60,2020-09-28T00:40:20Z,2920000,,,0,,SUB in: S. Hill,[203524],1610612748.0,MIA,,,,Hill,S. Hill,,,,,,,,,,,,,,,,,,,,,,,,
300,PT00M05.10S,2020-09-28T00:40:33.7Z,2,REGULAR,turnover,lost ball,[],202330,,,1610612738,61,60,2020-09-28T00:40:41Z,2930000,,,0,,G. Hayward lost ball TURNOVER (2 TOV),"[202330, 201609]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,2.0,Dragic,201609.0,,,
301,PT00M05.10S,2020-09-28T00:40:33.7Z,2,REGULAR,steal,,[],201609,,,1610612748,61,60,2020-09-28T00:40:35Z,2940000,,,0,,G. Dragic STEAL (1 STL),[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,
302,PT00M00.80S,2020-09-28T00:40:38.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202710,7.046649145860711,45.41207107843137,1610612748,61,60,2020-09-28T00:40:50Z,2950000,23.0,14.0,1,left,MISS J. Butler Layup,[202710],1610612748.0,MIA,running,,,Butler,J. Butler,,,,,2.99,Missed,,,,,,,,,,,,,,,,,,
303,PT00M00.70S,2020-09-28T00:40:49.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,61,60,2020-09-28T00:40:49Z,2960000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,302.0,,,,,,,,,,,,,,,,,
304,PT00M00.70S,2020-09-28T00:40:49.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202689,,,1610612748,61,60,2020-09-28T00:41:07Z,2970000,,,0,,K. Walker personal FOUL (3 PF),"[202689, 201609]",1610612738.0,BOS,looseball,,,Walker,K. Walker,,,,,,,,,,,1830.0,3.0,0.0,Dragic,201609.0,,,,,,,,,
306,PT00M00.70S,2020-09-28T00:41:13.6Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance', 'fastbreak']",201609,,,1610612748,61,60,2020-09-28T00:41:13Z,2990000,,,0,,MISS G. Dragic Free Throw 1 of 2,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,Missed,,,,,,,,,,,,,,,,,,
307,PT00M00.70S,2020-09-28T00:41:13.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,61,60,2020-09-28T00:41:13Z,3000000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,306.0,,,,,,,,,,,,,,,,,
308,PT00M00.70S,2020-09-28T00:41:29.6Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover', '2ndchance']",201609,,,1610612748,62,60,2020-09-28T00:41:29Z,3010000,,,0,,G. Dragic Free Throw 2 of 2 (6 PTS),[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,Made,,,,,,,,,,6.0,,,,,,,,
309,PT00M00.00S,2020-09-28T00:41:41.2Z,2,REGULAR,period,end,[],0,,,1610612738,62,60,2020-09-28T00:41:41Z,3020000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT12M00.00S,2020-09-28T00:55:43.2Z,3,REGULAR,substitution,out,['startperiod'],2738,,,1610612738,62,60,2020-09-28T00:56:41Z,3030000,,,0,,SUB out: A. Iguodala,[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,
311,PT12M00.00S,2020-09-28T00:55:43.2Z,3,REGULAR,substitution,out,['startperiod'],203524,,,1610612738,62,60,2020-09-28T00:56:41Z,3040000,,,0,,SUB out: S. Hill,[203524],1610612748.0,MIA,,,,Hill,S. Hill,,,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2020-09-28T00:55:43.2Z,3,REGULAR,substitution,out,['startperiod'],202330,,,1610612738,62,60,2020-09-28T00:56:41Z,3050000,,,0,,SUB out: G. Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2020-09-28T00:55:43.2Z,3,REGULAR,substitution,out,['startperiod'],1629057,,,1610612738,62,60,2020-09-28T00:56:41Z,3060000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2020-09-28T00:55:43.2Z,3,REGULAR,substitution,in,['startperiod'],1629130,,,1610612738,62,60,2020-09-28T00:56:41Z,3070000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2020-09-28T00:55:43.2Z,3,REGULAR,substitution,in,['startperiod'],1628389,,,1610612738,62,60,2020-09-28T00:56:41Z,3080000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2020-09-28T00:55:43.2Z,3,REGULAR,substitution,in,['startperiod'],1628464,,,1610612738,62,60,2020-09-28T00:56:41Z,3090000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2020-09-28T00:55:43.2Z,3,REGULAR,substitution,in,['startperiod'],203935,,,1610612738,62,60,2020-09-28T00:56:41Z,3100000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2020-09-28T00:56:53.4Z,3,REGULAR,period,start,[],0,,,1610612738,62,60,2020-09-28T00:56:53Z,3110000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT11M49.00S,2020-09-28T00:57:04.2Z,3,REGULAR,3pt,jumpshot,[],1627759,31.35676741130092,66.73560049019608,1610612738,62,63,2020-09-28T00:57:07Z,3120000,-84.0,242.0,1,left,J. Brown 26' 3PT  (13 PTS) (J. Tatum 9 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.16,Made,,,,,,,,,,13.0,,,,,,J. Tatum,1628369.0,9.0
321,PT11M20.00S,2020-09-28T00:57:31.5Z,3,REGULAR,3pt,jumpshot,[],203109,71.43561103810775,16.735600490196077,1610612748,62,63,2020-09-28T00:57:34Z,3140000,-166.0,216.0,1,right,MISS J. Crowder 28' 3PT,[203109],1610612748.0,MIA,stepback,,,Crowder,J. Crowder,,,,,27.7,Missed,,,,,,,,,,,,,,,,,,
322,PT11M20.00S,2020-09-28T00:57:31.5Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,62,63,2020-09-28T00:57:38Z,3150000,,,0,,K. Walker REBOUND (Off:0 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,321.0,2.0,2.0,0.0,,,,,,,,,,,,,,
323,PT11M13.00S,2020-09-28T00:57:39.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.652431011826544,48.84344362745098,1610612738,62,63,2020-09-28T00:57:42Z,3160000,6.0,10.0,1,left,MISS J. Tatum Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,1.65,Missed,,,,,,,,,,,,,,,,,,
324,PT11M12.00S,2020-09-28T00:57:40.4Z,3,REGULAR,rebound,defensive,[],203109,,,1610612748,62,63,2020-09-28T00:57:46Z,3170000,,,0,,J. Crowder REBOUND (Off:0 Def:5),[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,,323.0,5.0,5.0,0.0,,,,,,,,,,,,,,
325,PT11M02.00S,2020-09-28T00:57:54.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,62,63,2020-09-28T00:57:54Z,3180000,,,0,,Stoppage out-of-bounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT10M55.00S,2020-09-28T00:58:18.4Z,3,REGULAR,3pt,jumpshot,[],202710,81.8166885676741,3.5003063725490198,1610612748,62,63,2020-09-28T00:58:21Z,3190000,-232.0,118.0,1,right,MISS J. Butler 26' 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,26.35,Missed,,,,,,,,,,,,,,,,,,
327,PT10M54.00S,2020-09-28T00:58:19.4Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,62,63,2020-09-28T00:58:24Z,3200000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,326.0,4.0,4.0,0.0,,,,,,,,,,,,,,
328,PT10M40.00S,2020-09-28T00:58:32.8Z,3,REGULAR,2pt,hook,['pointsinthepaint'],203935,14.011169513797633,44.676776960784316,1610612738,62,63,2020-09-28T00:58:36Z,3210000,27.0,79.0,1,left,MISS M. Smart 9' hook,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,8.88,Missed,,,,,,,,,,,,,,,,,,
329,PT10M39.00S,2020-09-28T00:58:33.8Z,3,REGULAR,rebound,offensive,[],203935,,,1610612738,62,63,2020-09-28T00:58:39Z,3220000,,,0,,M. Smart REBOUND (Off:1 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,328.0,2.0,1.0,1.0,,,,,,,,,,,,,,
330,PT10M39.00S,2020-09-28T00:58:35.7Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203935,5.0,50.0,1610612738,62,65,2020-09-28T00:58:42Z,3230000,0.0,-6.0,1,left,M. Smart Layup (14 PTS),[203935],1610612738.0,BOS,tip,,,Smart,M. Smart,,,,,0.0,Made,,,,,,,,,,14.0,,,,,,,,
331,PT10M27.00S,2020-09-28T00:58:45.6Z,3,REGULAR,3pt,jumpshot,[],201609,80.50262812089356,92.22579656862744,1610612748,65,65,2020-09-28T00:58:52Z,3240000,211.0,131.0,1,right,G. Dragic 25' 3PT  (9 PTS) (J. Crowder 1 AST),"[201609, 203109]",1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,25.13,Made,,,,,,,,,,9.0,,,,,,J. Crowder,203109.0,1.0
333,PT10M12.00S,2020-09-28T00:59:02.0Z,3,REGULAR,2pt,Jump Shot,[],1628369,16.90210249671485,32.176776960784316,1610612738,65,65,2020-09-28T00:59:10Z,3260000,89.0,106.0,1,left,MISS J. Tatum 14' Jump Shot Blocked,"[1628369, 203109]",1610612738.0,BOS,drivingfloating,,,Tatum,J. Tatum,,,,,14.3,Missed,,,,,,,,,,,Crowder,203109.0,,,,,,
334,PT10M12.00S,2020-09-28T00:59:02.0Z,3,REGULAR,block,,[],203109,,,1610612738,65,65,2020-09-28T00:59:04Z,3270000,,,0,,J. Crowder BLOCK (2 BLK),[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,
335,PT10M12.00S,2020-09-28T00:59:02.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612748,65,65,2020-09-28T00:59:10Z,3280000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,333.0,,,,,,,,,,,,,,,,,
336,PT10M12.00S,2020-09-28T00:59:07.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,65,65,2020-09-28T00:59:07Z,3290000,,,0,,Stoppage out-of-bounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT10M02.00S,2020-09-28T00:59:25.4Z,3,REGULAR,3pt,jumpshot,[],1629130,68.41327201051249,23.84344362745098,1610612748,68,65,2020-09-28T00:59:29Z,3300000,-131.0,244.0,1,right,D. Robinson 28' 3PT  (9 PTS) (B. Adebayo 1 AST),"[1629130, 1628389]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,28.21,Made,,,,,,,,,,9.0,,,,,,B. Adebayo,1628389.0,1.0
339,PT09M52.00S,2020-09-28T00:59:35.0Z,3,REGULAR,3pt,jumpshot,[],202689,33.196452036793694,62.32383578431373,1610612738,68,65,2020-09-28T00:59:38Z,3320000,-62.0,260.0,1,left,MISS K. Walker 27' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,27.21,Missed,,,,,,,,,,,,,,,,,,
340,PT09M51.00S,2020-09-28T00:59:36.0Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,68,65,2020-09-28T00:59:42Z,3330000,,,0,,B. Adebayo REBOUND (Off:0 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,339.0,4.0,4.0,0.0,,,,,,,,,,,,,,
341,PT09M39.00S,2020-09-28T00:59:47.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,90.75229960578186,56.196384803921575,1610612748,68,65,2020-09-28T00:59:52Z,3340000,31.0,34.0,1,right,MISS B. Adebayo Layup,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,5.05,Missed,,,,,,,,,,,,,,,,,,
342,PT09M38.00S,2020-09-28T00:59:48.8Z,3,REGULAR,rebound,offensive,[],1628389,,,1610612748,68,65,2020-09-28T00:59:52Z,3350000,,,0,,B. Adebayo REBOUND (Off:1 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,341.0,5.0,4.0,1.0,,,,,,,,,,,,,,
343,PT09M38.00S,2020-09-28T00:59:56.9Z,3,REGULAR,foul,personal,[],1628464,,,1610612748,68,65,2020-09-28T01:00:04Z,3360000,,,0,,D. Theis personal FOUL (4 PF),"[1628464, 1628389]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,201640.0,4.0,0.0,Adebayo,1628389.0,,,,,,,,,
345,PT09M28.00S,2020-09-28T01:00:27.1Z,3,REGULAR,3pt,jumpshot,['2ndchance'],201609,67.62483574244416,21.39246323529412,1610612748,68,65,2020-09-28T01:00:31Z,3380000,-143.0,252.0,1,right,MISS G. Dragic 29' 3PT,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,29.44,Missed,,,,,,,,,,,,,,,,,,
346,PT09M27.00S,2020-09-28T01:00:28.1Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,68,65,2020-09-28T01:00:34Z,3390000,,,0,,M. Smart REBOUND (Off:1 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,345.0,3.0,2.0,1.0,,,,,,,,,,,,,,
347,PT09M17.00S,2020-09-28T01:00:38.1Z,3,REGULAR,2pt,Jump Shot,[],203935,13.091327201051248,33.15716911764706,1610612738,68,67,2020-09-28T01:00:41Z,3400000,84.0,71.0,1,left,M. Smart 11' Jump Shot (16 PTS),[203935],1610612738.0,BOS,drivingfloatingbank,,,Smart,M. Smart,,,,,11.35,Made,,,,,,,,,,16.0,,,,,,,,
348,PT09M11.00S,2020-09-28T01:00:47.3Z,3,REGULAR,foul,personal,[],202689,,,1610612748,68,67,2020-09-28T01:00:53Z,3410000,,,0,,K. Walker personal FOUL (4 PF),"[202689, 202710]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,201640.0,4.0,0.0,Butler,202710.0,,,,,,,,,
350,PT09M11.00S,2020-09-28T01:01:02.4Z,3,REGULAR,substitution,out,[],202689,,,1610612748,68,67,2020-09-28T01:01:11Z,3430000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
351,PT09M11.00S,2020-09-28T01:01:02.4Z,3,REGULAR,substitution,in,[],202330,,,1610612748,68,67,2020-09-28T01:01:11Z,3440000,,,0,,SUB in: G. Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
352,PT09M09.00S,2020-09-28T01:01:22.4Z,3,REGULAR,turnover,traveling,[],1629130,,,1610612748,68,67,2020-09-28T01:01:27Z,3450000,,,0,,D. Robinson traveling TURNOVER (1 TOV),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,201640.0,,,,,,,,1.0,,,,,
353,PT08M59.00S,2020-09-28T01:01:41.4Z,3,REGULAR,3pt,jumpshot,['fromturnover'],203935,4.5499342969776615,3.7454044117647056,1610612738,68,67,2020-09-28T01:01:45Z,3460000,231.0,-10.0,1,left,MISS M. Smart 23' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,23.13,Missed,,,,,,,,,,,,,,,,,,
354,PT08M58.00S,2020-09-28T01:01:42.4Z,3,REGULAR,rebound,defensive,[],203109,,,1610612748,68,67,2020-09-28T01:01:48Z,3470000,,,0,,J. Crowder REBOUND (Off:0 Def:6),[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,,353.0,6.0,6.0,0.0,,,,,,,,,,,,,,
355,PT08M38.00S,2020-09-28T01:02:00.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,93.38042049934296,52.76501225490197,1610612748,68,67,2020-09-28T01:02:04Z,3480000,14.0,10.0,1,right,MISS J. Butler Layup,[202710],1610612748.0,MIA,drivingreverse,,,Butler,J. Butler,,,,,2.05,Missed,,,,,,,,,,,,,,,,,,
356,PT08M37.00S,2020-09-28T01:02:01.8Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,68,67,2020-09-28T01:02:07Z,3490000,,,0,,D. Theis REBOUND (Off:1 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,355.0,4.0,3.0,1.0,,,,,,,,,,,,,,
357,PT08M26.00S,2020-09-28T01:02:12.9Z,3,REGULAR,3pt,jumpshot,[],203935,7.30946123521682,2.5199142156862746,1610612738,68,67,2020-09-28T01:02:16Z,3500000,237.0,16.0,1,left,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,23.84,Missed,,,,,,,,,,,,,,,,,,
358,PT08M25.00S,2020-09-28T01:02:13.9Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,68,67,2020-09-28T01:02:19Z,3510000,,,0,,B. Adebayo REBOUND (Off:1 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,357.0,6.0,5.0,1.0,,,,,,,,,,,,,,
359,PT08M07.00S,2020-09-28T01:02:32.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,87.46714848883047,45.41207107843137,1610612748,70,67,2020-09-28T01:02:37Z,3520000,-23.0,65.0,1,right,B. Adebayo 7' Jump Shot (18 PTS),[1628389],1610612748.0,MIA,drivingfloatingbank,,,Adebayo,B. Adebayo,,,,,7.44,Made,,,,,,,,,,18.0,,,,,,,,
360,PT07M51.00S,2020-09-28T01:02:48.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202330,6.389618922470433,45.41207107843137,1610612738,70,67,2020-09-28T01:02:52Z,3530000,23.0,8.0,1,left,MISS G. Hayward Layup,[202330],1610612738.0,BOS,cutting,,,Hayward,G. Hayward,,,,,2.64,Missed,,,,,,,,,,,,,,,,,,
361,PT07M50.00S,2020-09-28T01:02:49.3Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,70,67,2020-09-28T01:02:54Z,3540000,,,0,,B. Adebayo REBOUND (Off:1 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,360.0,7.0,6.0,1.0,,,,,,,,,,,,,,
362,PT07M38.00S,2020-09-28T01:03:03.3Z,3,REGULAR,foul,personal,['2freethrow'],202330,,,1610612748,70,67,2020-09-28T01:03:12Z,3550000,,,0,,G. Hayward personal FOUL (1 PF) (Adebayo 2 FT),"[202330, 1628389]",1610612738.0,BOS,shooting,,,Hayward,G. Hayward,,,,,,,,,,,201640.0,1.0,0.0,Adebayo,1628389.0,,,,,,,,,
364,PT07M38.00S,2020-09-28T01:03:33.8Z,3,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,71,67,2020-09-28T01:03:33Z,3570000,,,0,,B. Adebayo Free Throw 1 of 2 (19 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,,,,,,19.0,,,,,,,,
365,PT07M38.00S,2020-09-28T01:03:53.4Z,3,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,72,67,2020-09-28T01:03:53Z,3580000,,,0,,B. Adebayo Free Throw 2 of 2 (20 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,,,,,,20.0,,,,,,,,
366,PT07M25.00S,2020-09-28T01:04:09.3Z,3,REGULAR,2pt,Jump Shot,[],1628369,13.61695137976347,31.196384803921568,1610612738,72,69,2020-09-28T01:04:18Z,3590000,94.0,75.0,1,left,J. Tatum 12' Jump Shot (14 PTS),[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,12.41,Made,,,,,,,,,,14.0,,,,,,,,
367,PT07M05.00S,2020-09-28T01:04:28.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,79.97700394218134,47.127757352941174,1610612748,74,69,2020-09-28T01:04:33Z,3600000,-14.0,136.0,1,right,B. Adebayo 14' Jump Shot (22 PTS) (G. Dragic 6 AST),"[1628389, 201609]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,14.19,Made,,,,,,,,,,22.0,,,,,,G. Dragic,201609.0,6.0
369,PT06M45.00S,2020-09-28T01:04:56.3Z,3,REGULAR,foul,technical,['1freethrow'],1628389,,,1610612738,74,69,2020-09-28T01:08:49Z,3620000,,,0,,TEAM foul technical,[1628389],1610612748.0,MIA,defensive3second,,,Adebayo,B. Adebayo,,,,,,,,,,,201640.0,,,,,,,,,,,,,
370,PT06M45.00S,2020-09-28T01:05:21.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,74,69,2020-09-28T01:05:21Z,3630000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT06M45.00S,2020-09-28T01:06:57.5Z,3,REGULAR,substitution,out,[],1628389,,,1610612738,74,69,2020-09-28T01:08:32Z,3640000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
372,PT06M45.00S,2020-09-28T01:06:57.5Z,3,REGULAR,substitution,in,[],2738,,,1610612738,74,69,2020-09-28T01:08:32Z,3650000,,,0,,SUB in: A. Iguodala,[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,
373,PT06M45.00S,2020-09-28T01:08:59.8Z,3,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,74,70,2020-09-28T01:08:59Z,3660000,,,0,,J. Tatum technical Free Throw 1 of 1 (15 PTS),[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,,15.0,,,,,,,,
374,PT06M36.00S,2020-09-28T01:09:20.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.835085413929041,60.853247549019606,1610612738,74,72,2020-09-28T01:09:24Z,3670000,-54.0,21.0,1,left,J. Tatum 6' Layup (17 PTS),[1628369],1610612738.0,BOS,drivingfingerroll,,,Tatum,J. Tatum,,,,,6.05,Made,,,,,,,,,,17.0,,,,,,,,
375,PT06M17.00S,2020-09-28T01:09:39.9Z,3,REGULAR,2pt,Jump Shot,[],201609,91.93495400788436,70.41207107843137,1610612748,74,72,2020-09-28T01:10:51Z,3680000,102.0,23.0,1,right,MISS G. Dragic 11' Jump Shot,[201609],1610612748.0,MIA,pullup,,,Dragic,G. Dragic,,,,,10.61,Missed,,,,,,,,,,,,,,,,,,
376,PT06M15.00S,2020-09-28T01:09:41.9Z,3,REGULAR,rebound,offensive,[],1629130,,,1610612748,74,72,2020-09-28T01:09:52Z,3690000,,,0,,D. Robinson REBOUND (Off:1 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,375.0,2.0,1.0,1.0,,,,,,,,,,,,,,
377,PT06M11.00S,2020-09-28T01:09:45.8Z,3,REGULAR,3pt,jumpshot,['2ndchance'],201609,76.16622864651774,87.07873774509804,1610612748,74,72,2020-09-28T01:09:48Z,3700000,185.0,172.0,1,right,MISS G. Dragic 26' 3PT,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,25.63,Missed,,,,,,,,,,,,,,,,,,
378,PT06M10.00S,2020-09-28T01:09:46.8Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,74,72,2020-09-28T01:09:56Z,3710000,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,377.0,5.0,5.0,0.0,,,,,,,,,,,,,,
379,PT05M59.00S,2020-09-28T01:09:57.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.389618922470433,48.59834558823529,1610612738,74,72,2020-09-28T01:10:00Z,3720000,7.0,8.0,1,left,MISS J. Brown Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,1.49,Missed,,,,,,,,,,,,,,,,,,
380,PT05M58.00S,2020-09-28T01:09:58.9Z,3,REGULAR,rebound,offensive,[],1628464,,,1610612738,74,72,2020-09-28T01:09:58Z,3730000,,,0,,D. Theis REBOUND (Off:2 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,379.0,5.0,3.0,2.0,,,,,,,,,,,,,,
381,PT05M57.00S,2020-09-28T01:09:59.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628464,6.1268068331143235,46.63756127450981,1610612738,74,72,2020-09-28T01:10:03Z,3740000,17.0,5.0,1,left,MISS D. Theis Layup,[1628464],1610612738.0,BOS,putback,,,Theis,D. Theis,,,,,1.99,Missed,,,,,,,,,,,,,,,,,,
