actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
107,PT04M14.00S,2020-09-28T00:02:50.0Z,1,REGULAR,substitution,in,[],202954,,,1610612738,19,16,2020-09-28T00:02:53Z,1030000,,,0,,SUB in: B. Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M02.00S,2020-09-28T00:03:16.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,91.40932982917214,57.421875,1610612738,19,18,2020-09-28T00:03:20Z,1040000,37.0,28.0,1,right,J. Brown Layup (7 PTS) (G. Hayward 1 AST),"[1627759, 202330]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,5.02,Made,,,,,,,,,,7.0,,,,,,G. Hayward,202330.0,1.0
110,PT03M47.00S,2020-09-28T00:03:31.2Z,1,REGULAR,3pt,jumpshot,[],1629130,31.488173455978973,72.86305147058823,1610612748,22,18,2020-09-28T00:03:34Z,1060000,-114.0,243.0,1,left,D. Robinson 27' 3PT  (3 PTS) (T. Herro 1 AST),"[1629130, 1629639]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,27.4,Made,,,,,,,,,,3.0,,,,,,T. Herro,1629639.0,1.0
112,PT03M28.00S,2020-09-28T00:03:54.7Z,1,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,22,18,2020-09-28T00:03:58Z,1080000,,,0,,M. Smart out-of-bounds TURNOVER (2 TOV),[203935],1610612738.0,BOS,badpass,,,Smart,M. Smart,,,,,,,,,,,201640.0,,,,,,,,2.0,,,,,
113,PT03M15.00S,2020-09-28T00:04:16.2Z,1,REGULAR,3pt,jumpshot,['fromturnover'],2738,30.436925098554536,25.80422794117647,1610612748,25,18,2020-09-28T00:04:19Z,1090000,121.0,234.0,1,left,A. Iguodala 27' 3PT  (3 PTS) (J. Butler 2 AST),"[2738, 202710]",1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,26.8,Made,,,,,,,,,,3.0,,,,,,J. Butler,202710.0,2.0
115,PT03M14.00S,2020-09-28T00:04:21.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,25,18,2020-09-28T00:04:21Z,1110000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M14.00S,2020-09-28T00:07:23.8Z,1,REGULAR,substitution,out,[],202710,,,1610612738,25,18,2020-09-28T00:07:47Z,1120000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M14.00S,2020-09-28T00:07:23.8Z,1,REGULAR,substitution,out,[],203109,,,1610612738,25,18,2020-09-28T00:07:47Z,1130000,,,0,,SUB out: J. Crowder,[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M14.00S,2020-09-28T00:07:23.8Z,1,REGULAR,substitution,out,[],203935,,,1610612738,25,18,2020-09-28T00:07:47Z,1140000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M14.00S,2020-09-28T00:07:23.8Z,1,REGULAR,substitution,in,[],201609,,,1610612738,25,18,2020-09-28T00:07:47Z,1150000,,,0,,SUB in: G. Dragic,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M14.00S,2020-09-28T00:07:23.8Z,1,REGULAR,substitution,in,[],1628389,,,1610612738,25,18,2020-09-28T00:07:47Z,1160000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M14.00S,2020-09-28T00:07:23.8Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,25,18,2020-09-28T00:07:47Z,1170000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M56.00S,2020-09-28T00:08:17.0Z,1,REGULAR,3pt,jumpshot,[],202330,94.03745072273325,95.16697303921569,1610612738,25,21,2020-09-28T00:08:21Z,1180000,226.0,4.0,1,right,G. Hayward 23' 3PT  (3 PTS) (J. Tatum 4 AST),"[202330, 1628369]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,22.6,Made,,,,,,,,,,3.0,,,,,,J. Tatum,1628369.0,4.0
124,PT02M37.00S,2020-09-28T00:08:36.1Z,1,REGULAR,2pt,Jump Shot,[],1629639,5.469776609724048,75.3140318627451,1610612748,27,21,2020-09-28T00:08:39Z,1200000,-127.0,-1.0,1,left,T. Herro 13' Jump Shot (4 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,12.67,Made,,,,,,,,,,4.0,,,,,,,,
125,PT02M26.00S,2020-09-28T00:08:47.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202683,83.26215505913272,42.470894607843135,1610612738,27,21,2020-09-28T00:09:00Z,1210000,-38.0,105.0,1,right,MISS E. Kanter 12' Jump Shot,[202683],1610612738.0,BOS,floating,,,Kanter,E. Kanter,,,,,11.65,Missed,,,,,,,,,,,,,,,,,,
126,PT02M25.00S,2020-09-28T00:08:48.8Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,27,21,2020-09-28T00:09:00Z,1220000,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,125.0,2.0,2.0,0.0,,,,,,,,,,,,,,
127,PT02M10.00S,2020-09-28T00:09:03.4Z,1,REGULAR,3pt,jumpshot,[],2738,24.26084099868594,86.58854166666666,1610612748,30,21,2020-09-28T00:09:07Z,1230000,-183.0,176.0,1,left,A. Iguodala 26' 3PT  (6 PTS) (G. Dragic 2 AST),"[2738, 201609]",1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,25.74,Made,,,,,,,,,,6.0,,,,,,G. Dragic,201609.0,2.0
129,PT01M53.00S,2020-09-28T00:09:19.9Z,1,REGULAR,3pt,jumpshot,[],1627759,94.69448094612353,3.7454044117647056,1610612738,30,24,2020-09-28T00:09:23Z,1250000,-231.0,-3.0,1,right,J. Brown 23' 3PT  (10 PTS) (B. Wanamaker 1 AST),"[1627759, 202954]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.13,Made,,,,,,,,,,10.0,,,,,,B. Wanamaker,202954.0,1.0
131,PT01M25.00S,2020-09-28T00:09:47.3Z,1,REGULAR,3pt,jumpshot,[],201609,23.99802890932983,8.892463235294118,1610612748,33,24,2020-09-28T00:09:50Z,1270000,206.0,173.0,1,left,G. Dragic 27' 3PT  (5 PTS) (T. Herro 2 AST),"[201609, 1629639]",1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,27.23,Made,,,,,,,,,,5.0,,,,,,T. Herro,1629639.0,2.0
133,PT01M10.00S,2020-09-28T00:10:03.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,81.94809461235218,46.63756127450981,1610612738,33,24,2020-09-28T00:11:28Z,1290000,-17.0,117.0,1,right,MISS G. Hayward 12' Jump Shot,[202330],1610612738.0,BOS,drivingfloating,,,Hayward,G. Hayward,,,,,12.38,Missed,,,,,,,,,,,,,,,,,,
134,PT01M09.00S,2020-09-28T00:10:04.5Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,33,24,2020-09-28T00:16:26Z,1300000,,,0,,B. Adebayo REBOUND (Off:0 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,133.0,3.0,3.0,0.0,,,,,,,,,,,,,,
135,PT01M03.00S,2020-09-28T00:10:10.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629639,7.835085413929041,52.51991421568627,1610612748,33,24,2020-09-28T00:10:16Z,1310000,-13.0,21.0,1,left,MISS T. Herro Layup,[1629639],1610612748.0,MIA,running,,,Herro,T. Herro,,,,,2.94,Missed,,,,,,,,,,,,,,,,,,
136,PT01M02.00S,2020-09-28T00:10:11.4Z,1,REGULAR,rebound,defensive,[],202683,,,1610612738,33,24,2020-09-28T00:10:18Z,1320000,,,0,,E. Kanter REBOUND (Off:1 Def:2),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,135.0,3.0,2.0,1.0,,,,,,,,,,,,,,
137,PT00M52.30S,2020-09-28T00:10:21.8Z,1,REGULAR,2pt,Jump Shot,[],1628369,88.38699080157687,76.04932598039215,1610612738,33,24,2020-09-28T00:10:24Z,1330000,130.0,57.0,1,right,MISS J. Tatum 14' Jump Shot,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,14.43,Missed,,,,,,,,,,,,,,,,,,
138,PT00M51.60S,2020-09-28T00:10:22.5Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,33,24,2020-09-28T00:10:27Z,1340000,,,0,,T. Herro REBOUND (Off:0 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,137.0,3.0,3.0,0.0,,,,,,,,,,,,,,
139,PT00M46.70S,2020-09-28T00:10:30.1Z,1,REGULAR,foul,personal,[],202954,,,1610612748,33,24,2020-09-28T00:10:36Z,1350000,,,0,,B. Wanamaker personal FOUL (1 PF),"[202954, 201609]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,2003.0,1.0,0.0,Dragic,201609.0,,,,,,,,,
141,PT00M46.70S,2020-09-28T00:10:37.1Z,1,REGULAR,substitution,out,[],202683,,,1610612748,33,24,2020-09-28T00:10:40Z,1370000,,,0,,SUB out: E. Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M46.70S,2020-09-28T00:10:37.1Z,1,REGULAR,substitution,in,[],1628464,,,1610612748,33,24,2020-09-28T00:10:40Z,1380000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M46.70S,2020-09-28T00:10:37.1Z,1,REGULAR,substitution,out,[],1627759,,,1610612748,33,24,2020-09-28T00:10:44Z,1390000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M46.70S,2020-09-28T00:10:37.1Z,1,REGULAR,substitution,in,[],203935,,,1610612748,33,24,2020-09-28T00:10:44Z,1400000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M35.10S,2020-09-28T00:11:10.3Z,1,REGULAR,turnover,out-of-bounds,[],1629639,,,1610612748,33,24,2020-09-28T00:11:17Z,1410000,,,0,,T. Herro out-of-bounds TURNOVER (1 TOV),[1629639],1610612748.0,MIA,lostball,,,Herro,T. Herro,,,,,,,,,,,1830.0,,,,,,,,1.0,,,,,
146,PT00M21.00S,2020-09-28T00:11:32.6Z,1,REGULAR,3pt,jumpshot,['fromturnover'],202330,90.22667542706965,94.921875,1610612738,33,27,2020-09-28T00:11:39Z,1420000,225.0,39.0,1,right,G. Hayward 23' 3PT  (6 PTS) (M. Smart 1 AST),"[202330, 203935]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,22.9,Made,,,,,,,,,,6.0,,,,,,M. Smart,203935.0,1.0
148,PT00M02.50S,2020-09-28T00:11:53.4Z,1,REGULAR,3pt,jumpshot,[],1629639,29.77989487516426,72.37285539215686,1610612748,33,27,2020-09-28T00:11:56Z,1440000,-112.0,227.0,1,left,MISS T. Herro 26' 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,25.84,Missed,,,,,,,,,,,,,,,,,,
149,PT00M01.50S,2020-09-28T00:11:54.4Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612738,33,27,2020-09-28T00:12:00Z,1450000,,,0,,D. Theis REBOUND (Off:0 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,148.0,2.0,2.0,0.0,,,,,,,,,,,,,,
150,PT00M00.00S,2020-09-28T00:12:03.1Z,1,REGULAR,period,end,[],0,,,1610612738,33,27,2020-09-28T00:12:03Z,1460000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2020-09-28T00:13:32.4Z,2,REGULAR,substitution,out,['startperiod'],2738,,,1610612738,33,27,2020-09-28T00:15:32Z,1470000,,,0,,SUB out: A. Iguodala,[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2020-09-28T00:13:32.4Z,2,REGULAR,substitution,out,['startperiod'],1629130,,,1610612738,33,27,2020-09-28T00:15:32Z,1480000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2020-09-28T00:13:32.4Z,2,REGULAR,substitution,in,['startperiod'],203524,,,1610612738,33,27,2020-09-28T00:15:32Z,1490000,,,0,,SUB in: S. Hill,[203524],1610612748.0,MIA,,,,Hill,S. Hill,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2020-09-28T00:13:32.4Z,2,REGULAR,substitution,in,['startperiod'],202710,,,1610612738,33,27,2020-09-28T00:15:32Z,1500000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2020-09-28T00:15:36.5Z,2,REGULAR,period,start,[],0,,,1610612738,33,27,2020-09-28T00:15:36Z,1510000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT11M42.00S,2020-09-28T00:15:56.2Z,2,REGULAR,foul,personal,[],1629639,,,1610612738,33,27,2020-09-28T00:30:06Z,1520000,,,0,,T. Herro personal FOUL (1 PF),"[1629639, 1628369]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,201640.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,
158,PT11M39.00S,2020-09-28T00:16:14.6Z,2,REGULAR,3pt,jumpshot,[],202330,67.09921156373193,68.2061887254902,1610612738,33,27,2020-09-28T00:16:18Z,1540000,91.0,257.0,1,right,MISS G. Hayward 28' 3PT,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,27.76,Missed,,,,,,,,,,,,,,,,,,
159,PT11M38.00S,2020-09-28T00:16:15.6Z,2,REGULAR,rebound,defensive,[],201609,,,1610612748,33,27,2020-09-28T00:16:21Z,1550000,,,0,,G. Dragic REBOUND (Off:0 Def:1),[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,158.0,1.0,1.0,0.0,,,,,,,,,,,,,,
160,PT11M30.00S,2020-09-28T00:16:24.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201609,17.559132720105126,37.32383578431372,1610612748,33,27,2020-09-28T00:16:27Z,1560000,63.0,113.0,1,left,MISS G. Dragic 13' Jump Shot,[201609],1610612748.0,MIA,pullup,,,Dragic,G. Dragic,,,,,13.4,Missed,,,,,,,,,,,,,,,,,,
161,PT11M29.00S,2020-09-28T00:16:25.3Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,33,27,2020-09-28T00:16:30Z,1570000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,160.0,3.0,3.0,0.0,,,,,,,,,,,,,,
162,PT11M22.00S,2020-09-28T00:16:32.2Z,2,REGULAR,3pt,jumpshot,['fastbreak'],202954,84.57621550591328,95.65716911764706,1610612738,33,27,2020-09-28T00:16:39Z,1580000,228.0,92.0,1,right,MISS B. Wanamaker 25' 3PT,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,24.84,Missed,,,,,,,,,,,,,,,,,,
163,PT11M21.00S,2020-09-28T00:16:33.2Z,2,REGULAR,rebound,offensive,[],1628464,,,1610612738,33,27,2020-09-28T00:16:43Z,1590000,,,0,,D. Theis REBOUND (Off:1 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,162.0,3.0,2.0,1.0,,,,,,,,,,,,,,
164,PT11M16.00S,2020-09-28T00:16:37.6Z,2,REGULAR,3pt,jumpshot,['2ndchance'],203935,66.70499342969777,30.46109068627451,1610612738,33,30,2020-09-28T00:16:41Z,1600000,-98.0,260.0,1,right,M. Smart 28' 3PT  (9 PTS) (D. Theis 1 AST),"[203935, 1628464]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,28.34,Made,,,,,,,,,,9.0,,,,,,D. Theis,1628464.0,1.0
166,PT10M56.00S,2020-09-28T00:16:57.8Z,2,REGULAR,2pt,Jump Shot,[],202710,12.171484888304862,32.421875,1610612748,35,30,2020-09-28T00:17:01Z,1620000,88.0,62.0,1,left,J. Butler 11' Jump Shot (8 PTS) (G. Dragic 3 AST),"[202710, 201609]",1610612748.0,MIA,drivingfloatingbank,,,Butler,J. Butler,,,,,11.08,Made,,,,,,,,,,8.0,,,,,,G. Dragic,201609.0,3.0
168,PT10M45.00S,2020-09-28T00:17:08.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628464,93.77463863337714,52.51991421568627,1610612738,35,32,2020-09-28T00:17:12Z,1640000,13.0,6.0,1,right,D. Theis DUNK (2 PTS) (J. Tatum 5 AST),"[1628464, 1628369]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,1.71,Made,,,,,,,,,,2.0,,,,,,J. Tatum,1628369.0,5.0
170,PT10M27.00S,2020-09-28T00:17:26.5Z,2,REGULAR,2pt,Jump Shot,[],1628389,25.18068331143233,54.72579656862745,1610612748,37,32,2020-09-28T00:17:29Z,1660000,-24.0,184.0,1,left,B. Adebayo 19' Jump Shot (8 PTS) (T. Herro 3 AST),"[1628389, 1629639]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,19.12,Made,,,,,,,,,,8.0,,,,,,T. Herro,1629639.0,3.0
172,PT10M09.00S,2020-09-28T00:17:44.2Z,2,REGULAR,3pt,jumpshot,[],203935,69.07030223390277,20.657169117647058,1610612738,37,35,2020-09-28T00:17:47Z,1680000,-147.0,238.0,1,right,M. Smart 28' 3PT  (12 PTS) (J. Tatum 6 AST),"[203935, 1628369]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,28.44,Made,,,,,,,,,,12.0,,,,,,J. Tatum,1628369.0,6.0
174,PT09M55.00S,2020-09-28T00:18:01.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202710,6.783837056504599,46.88265931372549,1610612748,39,35,2020-09-28T00:18:06Z,1700000,16.0,11.0,1,left,J. Butler Layup (10 PTS),[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,2.29,Made,,,,,,,,,,10.0,,,,,,,,
175,PT09M55.00S,2020-09-28T00:18:04.3Z,2,REGULAR,foul,personal,['1freethrow'],202954,,,1610612748,39,35,2020-09-28T00:18:14Z,1710000,,,0,,B. Wanamaker personal FOUL (2 PF) (Butler 1 FT),"[202954, 202710]",1610612738.0,BOS,shooting,,,Wanamaker,B. Wanamaker,,,,,,,,,,,201640.0,2.0,0.0,Butler,202710.0,,,,,,,,,
177,PT09M55.00S,2020-09-28T00:18:29.8Z,2,REGULAR,freethrow,1 of 1,[],202710,,,1610612748,40,35,2020-09-28T00:18:29Z,1730000,,,0,,J. Butler Free Throw 1 of 1 (11 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,,,,,,11.0,,,,,,,,
178,PT09M39.00S,2020-09-28T00:18:47.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,92.59198423127464,34.13756127450981,1610612738,40,35,2020-09-28T00:45:14Z,1740000,-79.0,17.0,1,right,MISS J. Tatum 8' Jump Shot,[1628369],1610612738.0,BOS,drivingfloating,,,Tatum,J. Tatum,,,,,8.25,Missed,,,,,,,,,,,,,,,,,,
179,PT09M37.00S,2020-09-28T00:18:49.6Z,2,REGULAR,rebound,defensive,[],203524,,,1610612748,40,35,2020-09-28T00:18:55Z,1750000,,,0,,S. Hill REBOUND (Off:0 Def:1),[203524],1610612748.0,MIA,,,,Hill,S. Hill,,,,,,,178.0,1.0,1.0,0.0,,,,,,,,,,,,,,
180,PT09M19.00S,2020-09-28T00:19:07.1Z,2,REGULAR,3pt,jumpshot,[],201609,30.699737187910642,28.990502450980394,1610612748,40,35,2020-09-28T00:23:46Z,1760000,105.0,236.0,1,left,MISS G. Dragic 26' 3PT,[201609],1610612748.0,MIA,stepback,,,Dragic,G. Dragic,,,,,26.34,Missed,,,,,,,,,,,,,,,,,,
181,PT09M18.00S,2020-09-28T00:19:08.1Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,40,35,2020-09-28T00:19:16Z,1770000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,180.0,1.0,1.0,0.0,,,,,,,,,,,,,,
182,PT09M08.00S,2020-09-28T00:19:18.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.64323258869908,53.74540441176471,1610612738,40,35,2020-09-28T00:20:09Z,1780000,19.0,7.0,1,right,MISS J. Tatum Layup,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,2.27,Missed,,,,,,,,,,,,,,,,,,
183,PT09M07.00S,2020-09-28T00:19:20.1Z,2,REGULAR,rebound,offensive,[],1628369,,,1610612738,40,35,2020-09-28T00:19:20Z,1790000,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,182.0,4.0,3.0,1.0,,,,,,,,,,,,,,
184,PT09M06.00S,2020-09-28T00:19:27.8Z,2,REGULAR,foul,personal,[],1628389,,,1610612738,40,35,2020-09-28T00:59:47Z,1800000,,,0,,B. Adebayo personal FOUL (2 PF),"[1628389, 1628369]",1610612748.0,MIA,looseball,,,Adebayo,B. Adebayo,,,,,,,,,,,2003.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,
186,PT09M06.00S,2020-09-28T00:19:46.4Z,2,REGULAR,substitution,out,[],202954,,,1610612738,40,35,2020-09-28T00:19:27Z,1820000,,,0,,SUB out: B. Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,
187,PT09M06.00S,2020-09-28T00:19:46.4Z,2,REGULAR,substitution,in,[],202689,,,1610612738,40,35,2020-09-28T00:19:27Z,1830000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M59.00S,2020-09-28T00:20:05.6Z,2,REGULAR,3pt,jumpshot,['2ndchance'],203935,86.5473061760841,94.921875,1610612738,40,35,2020-09-28T00:59:47Z,1840000,225.0,74.0,1,right,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,23.83,Missed,,,,,,,,,,,,,,,,,,
189,PT08M56.00S,2020-09-28T00:20:08.6Z,2,REGULAR,rebound,defensive,[],201609,,,1610612748,40,35,2020-09-28T00:20:15Z,1850000,,,0,,G. Dragic REBOUND (Off:0 Def:2),[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,188.0,2.0,2.0,0.0,,,,,,,,,,,,,,
190,PT08M47.00S,2020-09-28T00:20:17.3Z,2,REGULAR,3pt,jumpshot,[],1629639,12.171484888304862,3.7454044117647056,1610612748,40,35,2020-09-28T00:20:26Z,1860000,231.0,62.0,1,left,MISS T. Herro 24' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,24.09,Missed,,,,,,,,,,,,,,,,,,
191,PT08M47.00S,2020-09-28T00:20:17.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,40,35,2020-09-28T00:20:26Z,1870000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,190.0,,,,,,,,,,,,,,,,,
192,PT08M47.00S,2020-09-28T00:20:27.2Z,2,REGULAR,foul,personal,[],1628464,,,1610612748,40,35,2020-09-28T00:20:34Z,1880000,,,0,,D. Theis personal FOUL (2 PF),"[1628464, 1628389]",1610612738.0,BOS,looseball,,,Theis,D. Theis,,,,,,,,,,,201640.0,2.0,0.0,Adebayo,1628389.0,,,,,,,,,
194,PT08M47.00S,2020-09-28T00:20:38.6Z,2,REGULAR,substitution,out,[],1628389,,,1610612748,40,35,2020-09-28T00:20:53Z,1900000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M47.00S,2020-09-28T00:20:38.6Z,2,REGULAR,substitution,out,[],1628464,,,1610612748,40,35,2020-09-28T00:20:53Z,1910000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M47.00S,2020-09-28T00:20:38.6Z,2,REGULAR,substitution,in,[],2738,,,1610612748,40,35,2020-09-28T00:20:53Z,1920000,,,0,,SUB in: A. Iguodala,[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M47.00S,2020-09-28T00:20:38.6Z,2,REGULAR,substitution,in,[],202683,,,1610612748,40,35,2020-09-28T00:20:53Z,1930000,,,0,,SUB in: E. Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M42.00S,2020-09-28T00:20:58.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],202710,17.821944809461236,33.40226715686275,1610612748,40,35,2020-09-28T00:28:23Z,1940000,83.0,115.0,1,left,MISS J. Butler 15' Jump Shot,[202710],1610612748.0,MIA,stepback,,,Butler,J. Butler,,,,,14.63,Missed,,,,,,,,,,,,,,,,,,
199,PT08M41.00S,2020-09-28T00:20:59.7Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,40,35,2020-09-28T00:21:07Z,1950000,,,0,,J. Tatum REBOUND (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,198.0,5.0,4.0,1.0,,,,,,,,,,,,,,
200,PT08M29.00S,2020-09-28T00:21:11.5Z,2,REGULAR,3pt,jumpshot,[],1628369,69.59592641261499,25.314031862745097,1610612738,40,38,2020-09-28T00:28:51Z,1960000,-123.0,233.0,1,right,J. Tatum 27' 3PT  (3 PTS) (K. Walker 3 AST),"[1628369, 202689]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,26.88,Made,,,,,,,,,,3.0,,,,,,K. Walker,202689.0,3.0
