actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
280,PT05M38.00S,2020-08-11T21:59:43.4Z,2,REGULAR,freethrow,1of1,['2ndchance'],1629630,,,1610612763,27,46,2020-08-11T21:59:43Z,2790000,,,0,,J. Morant freethrow 1of1 (10 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,,,,,10.0,,,,,,,,,,,,,,
282,PT05M16.00S,2020-08-11T22:00:07.3Z,2,REGULAR,3pt,jumpshot,[],1628369,81.15965834428384,93.94148284313727,1610612738,27,46,2020-08-11T22:00:12Z,2800000,220.0,125.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,25.53,Missed,,,,,,,,,,,,,,,,,,,
283,PT05M13.00S,2020-08-11T22:00:10.3Z,2,REGULAR,rebound,defensive,[],1629630,,,1610612763,27,46,2020-08-11T22:00:12Z,2810000,,,0,,J. Morant REBOUND (Off:0 Def:3),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,282.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
284,PT05M09.00S,2020-08-11T22:00:13.3Z,2,REGULAR,2pt,jumpshot,"['fastbreak', 'pointsinthepaint']",1629634,7.046649145860711,45.90226715686275,1610612763,29,46,2020-08-11T22:01:13Z,2820000,20.0,14.0,1,left,B. Clarke jumpshot (6 PTS) (D. Brooks 2 AST),"[1629634, 1628415]",1610612763.0,MEM,running,,,Clarke,B. Clarke,,,,,2.81,Made,,,,,6.0,,,,D. Brooks,1628415.0,2.0,,,,,,,,
286,PT04M55.00S,2020-08-11T22:00:27.2Z,2,REGULAR,3pt,jumpshot,[],1627759,82.60512483574244,94.67677696078431,1610612738,29,46,2020-08-11T22:00:31Z,2840000,223.0,111.0,1,right,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.2,Missed,,,,,,,,,,,,,,,,,,,
287,PT04M52.00S,2020-08-11T22:00:30.2Z,2,REGULAR,rebound,defensive,[],1629634,,,1610612763,29,46,2020-08-11T22:00:31Z,2850000,,,0,,B. Clarke REBOUND (Off:1 Def:2),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,286.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
288,PT04M48.00S,2020-08-11T22:00:35.4Z,2,REGULAR,2pt,dunk,"['pointsinthepaint', 'fastbreak']",1628415,6.1268068331143235,52.76501225490197,1610612763,31,46,2020-08-11T22:00:40Z,2860000,-14.0,5.0,1,left,D. Brooks dunk (4 PTS) (J. Morant 5 AST),"[1628415, 1629630]",1610612763.0,MEM,cutting,,,Brooks,D. Brooks,,,,,1.74,Made,,,,,4.0,,,,J. Morant,1629630.0,5.0,,,,,,,,
290,PT04M48.00S,2020-08-11T22:00:43.3Z,2,REGULAR,timeout,full,['team'],0,,,1610612738,31,46,2020-08-11T22:00:43Z,2880000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT04M48.00S,2020-08-11T22:01:46.8Z,2,REGULAR,substitution,out,[],1628369,,,1610612738,31,46,2020-08-11T22:02:09Z,2890000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT04M48.00S,2020-08-11T22:01:46.8Z,2,REGULAR,substitution,out,[],1627759,,,1610612738,31,46,2020-08-11T22:02:09Z,2900000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT04M48.00S,2020-08-11T22:01:46.8Z,2,REGULAR,substitution,in,[],203935,,,1610612738,31,46,2020-08-11T22:02:09Z,2910000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT04M48.00S,2020-08-11T22:01:46.8Z,2,REGULAR,substitution,in,[],1629684,,,1610612738,31,46,2020-08-11T22:02:09Z,2920000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT04M40.00S,2020-08-11T22:02:33.9Z,2,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612738,31,46,2020-08-11T22:03:05Z,2930000,,,0,,D. Brooks FOUL personal (1 PF) (Hayward 2freethrow),"[1628415, 202330]",1610612763.0,MEM,shooting,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,2715.0,1.0,0.0,Hayward,202330.0,,,
297,PT04M40.00S,2020-08-11T22:03:06.5Z,2,REGULAR,freethrow,1of2,[],202330,,,1610612738,31,47,2020-08-11T22:03:24Z,2950000,,,0,,G. Hayward freethrow 1of2 (4 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
298,PT04M40.00S,2020-08-11T22:03:06.5Z,2,REGULAR,freethrow,2of2,[],202330,,,1610612738,31,47,2020-08-11T22:03:24Z,2960000,,,0,,MISS G. Hayward freethrow 2of2,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,Missed,,,,,,,,,,,,,,,,,,,
299,PT04M36.00S,2020-08-11T22:03:10.5Z,2,REGULAR,rebound,defensive,[],203476,,,1610612763,31,47,2020-08-11T22:03:24Z,2970000,,,0,,G. Dieng REBOUND (Off:0 Def:3),[203476],1610612763.0,MEM,,,,Dieng,G. Dieng,,,,,,,298.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
300,PT04M17.00S,2020-08-11T22:03:37.0Z,2,REGULAR,2pt,hook,['pointsinthepaint'],1628415,9.674770039421814,50.06893382352941,1610612763,31,47,2020-08-11T22:03:43Z,2980000,0.0,38.0,1,left,MISS D. Brooks hook,[1628415],1610612763.0,MEM,driving,,,Brooks,D. Brooks,,,,,4.39,Missed,,,,,,,,,,,,,,,,,,,
301,PT04M12.00S,2020-08-11T22:03:41.3Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,31,47,2020-08-11T22:03:41Z,2990000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,300.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
302,PT04M05.00S,2020-08-11T22:03:50.1Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628464,90.62089356110381,44.676776960784316,1610612738,31,49,2020-08-11T22:03:58Z,3000000,-27.0,36.0,1,right,D. Theis layup (2 PTS) (G. Hayward 1 AST),"[1628464, 202330]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,4.9,Made,,,,,2.0,,,,G. Hayward,202330.0,1.0,,,,,,,,
304,PT03M51.00S,2020-08-11T22:04:02.9Z,2,REGULAR,3pt,jumpshot,[],1628960,10.988830486202366,95.65716911764706,1610612763,34,49,2020-08-11T22:04:07Z,3020000,-228.0,51.0,1,left,G. Allen 24' 3PT  (7 PTS) (J. Morant 6 AST),"[1628960, 1629630]",1610612763.0,MEM,,,,Allen,G. Allen,,,,,23.51,Made,,,,,7.0,,,,J. Morant,1629630.0,6.0,,,,,,,,
306,PT03M31.00S,2020-08-11T22:04:30.6Z,2,REGULAR,foul,offensive,[],1629684,,,1610612738,34,49,2020-08-11T22:04:36Z,3040000,,,0,,G. Williams FOUL offensive (2 PF),"[1629684, 1628415]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,2715.0,2.0,0.0,Brooks,1628415.0,,,
308,PT03M31.00S,2020-08-11T22:04:30.6Z,2,REGULAR,turnover,offensivefoul,[],1629684,,,1610612738,34,49,2020-08-11T22:04:30Z,3060000,,,0,,G. Williams TURNOVER offensivefoul (2 TOV),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,2.0,,,,,,2715.0,,,,,,,
309,PT03M21.00S,2020-08-11T22:04:52.2Z,2,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",1629634,10.33180026281209,51.78462009803921,1610612763,36,49,2020-08-11T22:04:56Z,3070000,-9.0,45.0,1,left,B. Clarke jumpshot (8 PTS) (J. Morant 7 AST),"[1629634, 1629630]",1610612763.0,MEM,drivingfloating,,,Clarke,B. Clarke,,,,,5.09,Made,,,,,8.0,,,,J. Morant,1629630.0,7.0,,,,,,,,
311,PT03M07.00S,2020-08-11T22:05:04.9Z,2,REGULAR,2pt,jumpshot,[],202689,76.74113009198423,76.5625,1610612738,36,51,2020-08-11T22:05:21Z,3090000,133.0,166.0,1,right,K. Walker 22' jumpshot (8 PTS) (M. Smart 3 AST),"[202689, 203935]",1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,21.7,Made,,,,,8.0,,,,M. Smart,203935.0,3.0,,,,,,,,
313,PT02M55.00S,2020-08-11T22:05:17.6Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628415,7.178055190538765,55.21599264705882,1610612763,38,51,2020-08-11T22:05:25Z,3110000,-26.0,15.0,1,left,D. Brooks jumpshot (6 PTS),[1628415],1610612763.0,MEM,drivingbank,,,Brooks,D. Brooks,,,,,3.32,Made,,,,,6.0,,,,,,,,,,,,,,
314,PT02M35.00S,2020-08-11T22:05:39.9Z,2,REGULAR,turnover,outofbounds,[],203935,,,1610612738,38,51,2020-08-11T22:05:47Z,3120000,,,0,,M. Smart TURNOVER outofbounds (1 TOV),[203935],1610612738.0,BOS,step,,,Smart,M. Smart,,,,,,,,,,,,1.0,,,,,,1626300.0,,,,,,,
315,PT02M20.00S,2020-08-11T22:06:20.3Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1629630,5.863994743758213,53.74540441176471,1610612763,38,51,2020-08-11T22:06:25Z,3130000,-19.0,3.0,1,left,MISS J. Morant layup Blocked,"[1629630, 1629684]",1610612763.0,MEM,drivingfingerroll,,,Morant,J. Morant,,,,,2.04,Missed,,,,,,,,,,,,,,,,,Williams,1629684.0,
316,PT02M20.00S,2020-08-11T22:06:20.3Z,2,REGULAR,block,,[],1629684,,,1610612763,38,51,2020-08-11T22:06:22Z,3140000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT02M17.00S,2020-08-11T22:06:23.3Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,38,51,2020-08-11T22:06:25Z,3150000,,,0,,K. Walker REBOUND (Off:0 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,315.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
318,PT02M15.00S,2020-08-11T22:06:25.5Z,2,REGULAR,2pt,dunk,"['pointsinthepaint', 'fastbreak']",202330,92.59198423127464,53.01011029411765,1610612738,38,53,2020-08-11T22:06:32Z,3160000,15.0,17.0,1,right,G. Hayward dunk (6 PTS) (K. Walker 2 AST),"[202330, 202689]",1610612738.0,BOS,running,,,Hayward,G. Hayward,,,,,2.72,Made,,,,,6.0,,,,K. Walker,202689.0,2.0,,,,,,,,
320,PT02M02.00S,2020-08-11T22:06:38.4Z,2,REGULAR,turnover,badpass,[],1628415,,,1610612763,38,53,2020-08-11T22:06:46Z,3180000,,,0,,D. Brooks TURNOVER badpass (1 TOV) Stolen,"[1628415, 203935]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,1.0,Smart,203935.0,,,,,,,,,,,
321,PT02M02.00S,2020-08-11T22:06:38.4Z,2,REGULAR,steal,,[],203935,,,1610612738,38,53,2020-08-11T22:06:40Z,3190000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT01M57.00S,2020-08-11T22:06:43.1Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629684,95.22010512483574,44.676776960784316,1610612738,38,53,2020-08-11T22:06:49Z,3200000,-27.0,-8.0,1,right,MISS G. Williams layup Blocked,"[1629684, 1629634]",1610612738.0,BOS,running,,,Williams,G. Williams,,,,,2.67,Missed,,,,,,,,,,,,,,,,,Clarke,1629634.0,
323,PT01M57.00S,2020-08-11T22:06:43.1Z,2,REGULAR,block,,[],1629634,,,1610612738,38,53,2020-08-11T22:06:45Z,3210000,,,0,,B. Clarke BLOCK (1 BLK),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT01M54.00S,2020-08-11T22:06:46.1Z,2,REGULAR,rebound,offensive,[],202689,,,1610612738,38,53,2020-08-11T22:06:49Z,3220000,,,0,,K. Walker REBOUND (Off:1 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,322.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
325,PT01M52.00S,2020-08-11T22:06:48.3Z,2,REGULAR,3pt,jumpshot,"['fromturnover', '2ndchance']",203935,76.42904073587385,87.8140318627451,1610612738,38,53,2020-08-11T22:06:56Z,3230000,189.0,169.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.74,Missed,,,,,,,,,,,,,,,,,,,
326,PT01M51.00S,2020-08-11T22:06:49.3Z,2,REGULAR,rebound,defensive,[],1629634,,,1610612763,38,53,2020-08-11T22:08:45Z,3240000,,,0,,B. Clarke REBOUND (Off:1 Def:3),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,325.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
327,PT01M43.00S,2020-08-11T22:06:57.5Z,2,REGULAR,2pt,jumpshot,[],1628415,14.799605781865965,19.186580882352942,1610612763,38,53,2020-08-11T22:07:03Z,3250000,154.0,87.0,1,left,MISS D. Brooks 18' jumpshot,[1628415],1610612763.0,MEM,stepback,,,Brooks,D. Brooks,,,,,17.95,Missed,,,,,,,,,,,,,,,,,,,
328,PT01M42.00S,2020-08-11T22:06:58.5Z,2,REGULAR,rebound,defensive,[],202330,,,1610612738,38,53,2020-08-11T22:07:15Z,3260000,,,0,,G. Hayward REBOUND (Off:1 Def:1),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,327.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
329,PT01M26.00S,2020-08-11T22:07:15.2Z,2,REGULAR,turnover,badpass,[],202330,,,1610612738,38,53,2020-08-11T22:07:18Z,3270000,,,0,,G. Hayward TURNOVER badpass (1 TOV) Stolen,"[202330, 1629630]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,1.0,Morant,1629630.0,,,,,,,,,,,
330,PT01M26.00S,2020-08-11T22:07:15.2Z,2,REGULAR,steal,,[],1629630,,,1610612763,38,53,2020-08-11T22:07:17Z,3280000,,,0,,J. Morant STEAL (1 STL),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT01M21.00S,2020-08-11T22:07:20.2Z,2,REGULAR,3pt,jumpshot,"['fastbreak', 'fromturnover']",1629630,24.655059132720105,85.85324754901961,1610612763,38,53,2020-08-11T22:07:35Z,3290000,-179.0,179.0,1,left,MISS J. Morant 26' 3PT,[1629630],1610612763.0,MEM,runningpullup,,,Morant,J. Morant,,,,,25.75,Missed,,,,,,,,,,,,,,,,,,,
332,PT01M20.00S,2020-08-11T22:07:21.2Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,38,53,2020-08-11T22:07:35Z,3300000,,,0,,K. Walker REBOUND (Off:1 Def:3),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,331.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
333,PT01M13.00S,2020-08-11T22:07:30.1Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612738,38,53,2020-08-11T22:07:30Z,3310000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT01M13.00S,2020-08-11T22:07:31.1Z,2,REGULAR,substitution,out,[],203476,,,1610612738,38,53,2020-08-11T22:07:36Z,3320000,,,0,,substitution out Dieng,[203476],1610612763.0,MEM,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT01M13.00S,2020-08-11T22:07:31.1Z,2,REGULAR,substitution,in,[],202685,,,1610612738,38,53,2020-08-11T22:07:36Z,3330000,,,0,,substitution in Valanciunas,[202685],1610612763.0,MEM,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT01M02.00S,2020-08-11T22:07:58.8Z,2,REGULAR,2pt,layup,['pointsinthepaint'],203935,93.51182654402102,45.90226715686275,1610612738,38,53,2020-08-11T22:08:06Z,3340000,-20.0,8.0,1,right,MISS M. Smart layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,2.48,Missed,,,,,,,,,,,,,,,,,,,
337,PT01M00.00S,2020-08-11T22:08:00.8Z,2,REGULAR,rebound,defensive,[],1629634,,,1610612763,38,53,2020-08-11T22:08:06Z,3350000,,,0,,B. Clarke REBOUND (Off:1 Def:4),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,336.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
338,PT00M58.00S,2020-08-11T22:08:03.7Z,2,REGULAR,3pt,jumpshot,['fastbreak'],1628960,23.209592641261498,88.54932598039215,1610612763,38,53,2020-08-11T22:08:10Z,3360000,-193.0,166.0,1,left,MISS G. Allen 26' 3PT,[1628960],1610612763.0,MEM,runningpullup,,,Allen,G. Allen,,,,,25.78,Missed,,,,,,,,,,,,,,,,,,,
339,PT00M58.00S,2020-08-11T22:08:03.7Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,38,53,2020-08-11T22:08:10Z,3370000,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,338.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
340,PT00M45.00S,2020-08-11T22:08:17.2Z,2,REGULAR,3pt,jumpshot,[],202689,74.98357424441524,84.1375612745098,1610612738,38,53,2020-08-11T22:08:21Z,3380000,171.0,183.0,1,right,MISS K. Walker 25' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,25.41,Missed,,,,,,,,,,,,,,,,,,,
341,PT00M41.60S,2020-08-11T22:08:20.6Z,2,REGULAR,rebound,defensive,[],202685,,,1610612763,38,53,2020-08-11T22:08:21Z,3390000,,,0,,J. Valanciunas REBOUND (Off:3 Def:4),[202685],1610612763.0,MEM,,,,Valanciunas,J. Valanciunas,,,,,,,340.0,7.0,4.0,3.0,,,,,,,,,,,,,,,
342,PT00M26.70S,2020-08-11T22:08:35.6Z,2,REGULAR,3pt,jumpshot,[],1628960,35.43035479632063,28.990502450980394,1610612763,38,53,2020-08-11T22:08:44Z,3400000,105.0,281.0,1,left,MISS G. Allen 30' 3PT,[1628960],1610612763.0,MEM,,,,Allen,G. Allen,,,,,30.47,Missed,,,,,,,,,,,,,,,,,,,
343,PT00M25.20S,2020-08-11T22:08:37.1Z,2,REGULAR,rebound,offensive,[],202685,,,1610612763,38,53,2020-08-11T22:08:44Z,3410000,,,0,,J. Valanciunas REBOUND (Off:4 Def:4),[202685],1610612763.0,MEM,,,,Valanciunas,J. Valanciunas,,,,,,,342.0,8.0,4.0,4.0,,,,,,,,,,,,,,,
344,PT00M25.10S,2020-08-11T22:08:40.4Z,2,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint']",202685,5.0,50.0,1610612763,40,53,2020-08-11T22:10:29Z,3420000,0.0,-6.0,1,left,J. Valanciunas layup (9 PTS),[202685],1610612763.0,MEM,tip,,,Valanciunas,J. Valanciunas,,,,,0.0,Made,,,,,9.0,,,,,,,,,,,,,,
346,PT00M01.10S,2020-08-11T22:09:11.6Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1628415,,,1610612738,40,53,2020-08-11T22:10:21Z,3440000,,,0,,D. Brooks FOUL personal (2 PF) (Walker inpenalty),"[1628415, 202689]",1610612763.0,MEM,shooting,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,1626300.0,2.0,0.0,Walker,202689.0,,,
348,PT00M01.10S,2020-08-11T22:09:45.1Z,2,REGULAR,instantreplay,request,[],0,,,1610612738,40,53,2020-08-11T22:12:22Z,3460000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,2715.0,,,,,,,Foul occurred prior to expiration of time
349,PT00M01.10S,2020-08-11T22:10:41.4Z,2,REGULAR,freethrow,1of3,[],202689,,,1610612738,40,54,2020-08-11T22:11:30Z,3470000,,,0,,K. Walker freethrow 1of3 (9 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
350,PT00M01.10S,2020-08-11T22:10:41.4Z,2,REGULAR,freethrow,2of3,[],202689,,,1610612738,40,55,2020-08-11T22:11:30Z,3480000,,,0,,K. Walker freethrow 2of3 (10 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,10.0,,,,,,,,,,,,,,
351,PT00M01.10S,2020-08-11T22:10:41.4Z,2,REGULAR,freethrow,3of3,[],202689,,,1610612738,40,56,2020-08-11T22:11:30Z,3490000,,,0,,K. Walker freethrow 3of3 (11 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,11.0,,,,,,,,,,,,,,
352,PT00M00.00S,2020-08-11T22:11:21.5Z,2,REGULAR,period,end,[],0,,,1610612763,40,56,2020-08-11T22:11:21Z,3500000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2020-08-11T22:25:36.3Z,3,REGULAR,substitution,out,['startperiod'],1628960,,,1610612763,40,56,2020-08-11T22:26:32Z,3510000,,,0,,substitution out Allen,[1628960],1610612763.0,MEM,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2020-08-11T22:25:36.3Z,3,REGULAR,substitution,out,['startperiod'],1629634,,,1610612763,40,56,2020-08-11T22:26:32Z,3520000,,,0,,substitution out Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2020-08-11T22:25:36.3Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612763,40,56,2020-08-11T22:26:32Z,3530000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2020-08-11T22:25:36.3Z,3,REGULAR,substitution,out,['startperiod'],203935,,,1610612763,40,56,2020-08-11T22:26:32Z,3540000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2020-08-11T22:25:36.3Z,3,REGULAR,substitution,in,['startperiod'],203937,,,1610612763,40,56,2020-08-11T22:26:32Z,3550000,,,0,,substitution in Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2020-08-11T22:25:36.3Z,3,REGULAR,substitution,in,['startperiod'],201229,,,1610612763,40,56,2020-08-11T22:26:32Z,3560000,,,0,,substitution in Tolliver,[201229],1610612763.0,MEM,,,,Tolliver,A. Tolliver,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2020-08-11T22:25:36.3Z,3,REGULAR,substitution,in,['startperiod'],1628369,,,1610612763,40,56,2020-08-11T22:26:32Z,3570000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2020-08-11T22:25:36.3Z,3,REGULAR,substitution,in,['startperiod'],1627759,,,1610612763,40,56,2020-08-11T22:26:32Z,3580000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2020-08-11T22:26:35.9Z,3,REGULAR,period,start,[],0,,,1610612738,40,56,2020-08-11T22:26:35Z,3590000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT11M48.00S,2020-08-11T22:26:47.3Z,3,REGULAR,3pt,jumpshot,[],202330,29.517082785808146,75.55912990196079,1610612738,40,56,2020-08-11T22:26:55Z,3600000,-128.0,225.0,1,left,MISS G. Hayward 26' 3PT,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,26.36,Missed,,,,,,,,,,,,,,,,,,,
363,PT11M44.00S,2020-08-11T22:26:51.3Z,3,REGULAR,rebound,defensive,[],203937,,,1610612763,40,56,2020-08-11T22:26:55Z,3610000,,,0,,K. Anderson REBOUND (Off:0 Def:3),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,362.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
364,PT11M31.00S,2020-08-11T22:27:04.7Z,3,REGULAR,3pt,jumpshot,[],1628415,70.25295663600527,71.14736519607843,1610612763,40,56,2020-08-11T22:27:10Z,3620000,106.0,227.0,1,right,MISS D. Brooks 26' 3PT,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,25.55,Missed,,,,,,,,,,,,,,,,,,,
365,PT11M27.00S,2020-08-11T22:27:08.7Z,3,REGULAR,rebound,defensive,[],202330,,,1610612738,40,56,2020-08-11T22:27:10Z,3630000,,,0,,G. Hayward REBOUND (Off:1 Def:2),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,364.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
366,PT11M20.00S,2020-08-11T22:27:14.7Z,3,REGULAR,3pt,jumpshot,[],1628369,26.62614980289093,19.186580882352942,1610612738,40,59,2020-08-11T22:27:20Z,3640000,154.0,198.0,1,left,J. Tatum 26' 3PT  (20 PTS) (G. Hayward 2 AST),"[1628369, 202330]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.51,Made,,,,,20.0,,,,G. Hayward,202330.0,2.0,,,,,,,,
368,PT10M54.00S,2020-08-11T22:27:40.7Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202685,92.59198423127464,51.049325980392155,1610612763,40,59,2020-08-11T22:27:45Z,3660000,5.0,17.0,1,right,MISS J. Valanciunas layup,[202685],1610612763.0,MEM,cutting,,,Valanciunas,J. Valanciunas,,,,,2.32,Missed,,,,,,,,,,,,,,,,,,,
369,PT10M51.00S,2020-08-11T22:27:43.3Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,40,59,2020-08-11T22:27:43Z,3670000,,,0,,D. Theis REBOUND (Off:0 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,368.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
