actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerName,assistPersonId,assistTotal,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,stealTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,blockTotal,subsInPlayerName,subsInPersonId,value
2,PT12M00.00S,2020-02-12T02:40:40.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2020-02-12T02:40:40Z,20000,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2020-02-12T02:40:44.1Z,1,REGULAR,jumpball,recovered,[],202689,,,1610612738,0,0,2020-02-12T02:40:44Z,40000,,Jump Ball: Theis vs. Harden tip to Walker,"[202689, 1628464, 201935]",1610612738.0,BOS,startperiod,Walker,202689.0,Walker,K. Walker,Theis,1628464.0,Harden,201935.0,,,,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2020-02-12T02:40:57.4Z,1,REGULAR,2pt,hook,['pointsinthepaint'],1628464,87.72996057818659,48.84344362745098,1610612738,0,2,2020-02-12T02:41:05Z,70000,right,[BOS] Theis hook: Made (2 PTS) assist: Tatum (1 AST),"[1628464, 1628369]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,6.85,: Made,2.0,Tatum,1628369.0,1.0,,,,,,,,,,,,,,,,,,,
9,PT11M31.00S,2020-02-12T02:41:09.7Z,1,REGULAR,3pt,jumpshot,[],201935,32.933639947437584,57.666973039215684,1610612745,0,2,2020-02-12T02:41:15Z,90000,left,[HOU] Harden stepback 3pt jumpshot: Missed,[201935],1610612745.0,HOU,stepback,,,Harden,J. Harden,,,,,26.54,: Missed,,,,,,,,,,,,,,,,,,,,,,,
10,PT11M28.00S,2020-02-12T02:41:12.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,0,2,2020-02-12T02:41:15Z,100000,,[BOS] Team defensive rebound,[],1610612738.0,BOS,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,
11,PT11M28.00S,2020-02-12T02:41:15.1Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612738,0,2,2020-02-12T02:41:15Z,110000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,PT11M12.00S,2020-02-12T02:41:31.9Z,1,REGULAR,turnover,badpass,[],1628369,,,1610612738,0,2,2020-02-12T02:43:27Z,120000,,[BOS] Tatum badpass turnover (1 TO) Steal: Tucker (1 STL),"[1628369, 200782]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,1.0,Tucker,200782.0,1.0,,,,,,,,,,,,,,
14,PT11M09.00S,2020-02-12T02:41:35.3Z,1,REGULAR,turnover,lostball,[],201935,,,1610612745,0,2,2020-02-12T02:41:39Z,140000,,[HOU] Harden lostball turnover (1 TO) Steal: Walker (1 STL),"[201935, 202689]",1610612745.0,HOU,,,,Harden,J. Harden,,,,,,,,,,,,1.0,Walker,202689.0,1.0,,,,,,,,,,,,,,
16,PT11M05.00S,2020-02-12T02:41:40.0Z,1,REGULAR,3pt,jumpshot,"['fromturnover', 'fastbreak']",202689,68.01905387647832,66.00030637254902,1610612738,0,5,2020-02-12T02:41:46Z,160000,right,[BOS] Walker 3pt shot: Made (3 PTS) assist: Tatum (2 AST),"[202689, 1628369]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,26.59,: Made,3.0,Tatum,1628369.0,2.0,,,,,,,,,,,,,,,,,,,
18,PT10M52.00S,2020-02-12T02:41:52.1Z,1,REGULAR,2pt,dunk,['pointsinthepaint'],201935,6.389618922470433,49.57873774509804,1610612745,2,5,2020-02-12T02:41:57Z,180000,left,[HOU] Harden dunk: Made (2 PTS),[201935],1610612745.0,HOU,driving,,,Harden,J. Harden,,,,,1.33,: Made,2.0,,,,,,,,,,,,,,,,,,,,,,
19,PT10M34.00S,2020-02-12T02:42:10.3Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1627759,94.69448094612353,50.06893382352941,1610612738,2,7,2020-02-12T02:42:16Z,190000,right,[BOS] Brown layup: Made (2 PTS),[1627759],1610612738.0,BOS,drivingreverse,,,Brown,J. Brown,,,,,0.29,: Made,2.0,,,,,,,,,,,,,,,,,,,,,,
20,PT10M26.00S,2020-02-12T02:42:18.8Z,1,REGULAR,3pt,jumpshot,[],1627863,27.54599211563732,81.68658088235294,1610612745,5,7,2020-02-12T02:42:23Z,200000,left,[HOU] House Jr. 3pt shot: Made (3 PTS) assist: Westbrook (1 AST),"[1627863, 201566]",1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,26.46,: Made,3.0,Westbrook,201566.0,1.0,,,,,,,,,,,,,,,,,,,
22,PT10M08.00S,2020-02-12T02:42:35.5Z,1,REGULAR,3pt,jumpshot,[],202689,69.59592641261499,22.37285539215686,1610612738,5,7,2020-02-12T02:42:39Z,220000,right,[BOS] Walker 3pt jumpshot: Missed,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,27.59,: Missed,,,,,,,,,,,,,,,,,,,,,,,
23,PT10M06.00S,2020-02-12T02:42:37.5Z,1,REGULAR,rebound,defensive,[],1627863,,,1610612745,5,7,2020-02-12T02:42:39Z,230000,,[HOU] House Jr. defensive rebound (Off:0 Def:1),[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,22.0,,,,,1.0,1.0,0.0,,,,,,,,,,,
24,PT09M59.00S,2020-02-12T02:42:45.4Z,1,REGULAR,2pt,layup,['pointsinthepaint'],201566,6.915243101182654,48.10814950980392,1610612745,5,7,2020-02-12T02:42:50Z,240000,left,[HOU] Westbrook layup: Missed,[201566],1610612745.0,HOU,driving,,,Westbrook,R. Westbrook,,,,,2.04,: Missed,,,,,,,,,,,,,,,,,,,,,,,
25,PT09M57.00S,2020-02-12T02:42:47.4Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,5,7,2020-02-12T02:42:50Z,250000,,[BOS] Brown defensive rebound (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,24.0,,,,,1.0,1.0,0.0,,,,,,,,,,,
26,PT09M50.00S,2020-02-12T02:42:54.3Z,1,REGULAR,3pt,jumpshot,[],1628369,73.53810775295663,82.17677696078431,1610612738,5,7,2020-02-12T02:43:02Z,260000,right,[BOS] Tatum 3pt jumpshot: Missed,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.8,: Missed,,,,,,,,,,,,,,,,,,,,,,,
27,PT09M48.00S,2020-02-12T02:42:56.3Z,1,REGULAR,rebound,defensive,[],201935,,,1610612745,5,7,2020-02-12T02:43:02Z,270000,,[HOU] Harden defensive rebound (Off:0 Def:1),[201935],1610612745.0,HOU,,,,Harden,J. Harden,,,,,,,,,,,26.0,,,,,1.0,1.0,0.0,,,,,,,,,,,
28,PT09M32.00S,2020-02-12T02:43:12.0Z,1,REGULAR,2pt,jumpshot,[],201566,14.799605781865965,81.19638480392157,1610612745,5,7,2020-02-12T02:43:22Z,280000,left,[HOU] Westbrook jumpshot: Missed,[201566],1610612745.0,HOU,pullupbank,,,Westbrook,R. Westbrook,,,,,18.12,: Missed,,,,,,,,,,,,,,,,,,,,,,,
29,PT09M30.00S,2020-02-12T02:43:14.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,5,7,2020-02-12T02:43:22Z,290000,,[BOS] Team defensive rebound,[],1610612738.0,BOS,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,
30,PT09M30.00S,2020-02-12T02:43:17.1Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612738,5,7,2020-02-12T02:43:17Z,300000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT09M20.00S,2020-02-12T02:43:31.7Z,1,REGULAR,3pt,jumpshot,[],1627759,91.67214191852825,95.65716911764706,1610612738,5,10,2020-02-12T02:43:36Z,310000,right,[BOS] Brown 3pt shot: Made (5 PTS) assist: Walker (1 AST),"[1627759, 202689]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.04,: Made,5.0,Walker,202689.0,1.0,,,,,,,,,,,,,,,,,,,
33,PT08M57.00S,2020-02-12T02:43:53.5Z,1,REGULAR,3pt,jumpshot,[],1627863,27.020367936925098,82.91207107843137,1610612745,5,10,2020-02-12T02:44:02Z,330000,left,[HOU] House Jr. 3pt jumpshot: Missed,[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,26.45,: Missed,,,,,,,,,,,,,,,,,,,,,,,
34,PT08M55.00S,2020-02-12T02:43:55.5Z,1,REGULAR,rebound,defensive,[],202330,,,1610612738,5,10,2020-02-12T02:44:02Z,340000,,[BOS] Hayward defensive rebound (Off:0 Def:1),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,33.0,,,,,1.0,1.0,0.0,,,,,,,,,,,
35,PT08M50.00S,2020-02-12T02:44:03.3Z,1,REGULAR,foul,personal,[],200782,,,1610612738,5,10,2020-02-12T02:44:14Z,350000,,[HOU] Tucker foul personal (1 PF),"[200782, 202330]",1610612745.0,HOU,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Hayward,202330.0,,,,,,
37,PT08M36.00S,2020-02-12T02:44:30.2Z,1,REGULAR,3pt,jumpshot,[],1627759,94.69448094612353,98.10814950980392,1610612738,5,10,2020-02-12T02:44:38Z,370000,right,[BOS] Brown 3pt jumpshot: Missed,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.05,: Missed,,,,,,,,,,,,,,,,,,,,,,,
38,PT08M32.00S,2020-02-12T02:44:34.2Z,1,REGULAR,rebound,defensive,[],200782,,,1610612745,5,10,2020-02-12T02:44:38Z,380000,,[HOU] Tucker defensive rebound (Off:0 Def:1),[200782],1610612745.0,HOU,,,,Tucker,P. Tucker,,,,,,,,,,,37.0,,,,,1.0,1.0,0.0,,,,,,,,,,,
39,PT08M25.00S,2020-02-12T02:44:43.6Z,1,REGULAR,foul,personal,[],202330,,,1610612745,5,10,2020-02-12T02:44:50Z,390000,,[BOS] Hayward foul personal (1 PF),"[202330, 201566]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Westbrook,201566.0,,,,,,
41,PT08M19.00S,2020-02-12T02:45:03.6Z,1,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612745,5,10,2020-02-12T02:45:09Z,410000,,[BOS] Theis foul personal (1 PF) (Westbrook 2freethrow),"[1628464, 201566]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Westbrook,201566.0,,,,,,
43,PT08M19.00S,2020-02-12T02:45:22.0Z,1,REGULAR,freethrow,1of2,[],201566,,,1610612745,6,10,2020-02-12T02:45:22Z,430000,,[HOU] Westbrook freethrow 1of2: Made (1 PTS),[201566],1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,: Made,1.0,,,,,,,,,,,,,,,,,,,,,,
44,PT08M19.00S,2020-02-12T02:45:37.4Z,1,REGULAR,freethrow,2of2,[],201566,,,1610612745,7,10,2020-02-12T02:45:37Z,440000,,[HOU] Westbrook freethrow 2of2: Made (2 PTS),[201566],1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,: Made,2.0,,,,,,,,,,,,,,,,,,,,,,
45,PT08M09.00S,2020-02-12T02:45:51.6Z,1,REGULAR,2pt,layup,['pointsinthepaint'],202689,93.64323258869908,50.55912990196079,1610612738,7,12,2020-02-12T02:45:56Z,450000,right,[BOS] Walker layup: Made (5 PTS) assist: Hayward (1 AST),"[202689, 202330]",1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,1.31,: Made,5.0,Hayward,202330.0,1.0,,,,,,,,,,,,,,,,,,,
47,PT07M51.00S,2020-02-12T02:46:08.9Z,1,REGULAR,3pt,jumpshot,[],203496,29.77989487516426,24.088541666666664,1610612745,10,12,2020-02-12T02:46:13Z,470000,left,[HOU] Covington 3pt shot: Made (3 PTS) assist: Harden (1 AST),"[203496, 201935]",1610612745.0,HOU,,,,Covington,R. Covington,,,,,26.65,: Made,3.0,Harden,201935.0,1.0,,,,,,,,,,,,,,,,,,,
49,PT07M33.00S,2020-02-12T02:46:27.7Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,87.72996057818659,53.74540441176471,1610612738,10,14,2020-02-12T02:46:33Z,490000,right,[BOS] Tatum jumpshot: Made (2 PTS) assist: Theis (1 AST),"[1628369, 1628464]",1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,7.08,: Made,2.0,Theis,1628464.0,1.0,,,,,,,,,,,,,,,,,,,
50,PT07M12.00S,2020-02-12T02:46:48.2Z,1,REGULAR,3pt,jumpshot,[],201935,33.196452036793694,43.20618872549019,1610612745,13,14,2020-02-12T02:46:53Z,500000,left,[HOU] Harden 3pt shot: Made (5 PTS),[201935],1610612745.0,HOU,stepback,,,Harden,J. Harden,,,,,26.72,: Made,5.0,,,,,,,,,,,,,,,,,,,,,,
51,PT06M53.00S,2020-02-12T02:47:07.0Z,1,REGULAR,3pt,jumpshot,[],1628369,80.6340341655716,7.912071078431373,1610612738,13,14,2020-02-12T02:47:15Z,510000,right,[BOS] Tatum 3pt jumpshot: Missed,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.0,: Missed,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M52.00S,2020-02-12T02:47:08.0Z,1,REGULAR,rebound,defensive,[],201935,,,1610612745,13,14,2020-02-12T02:47:15Z,520000,,[HOU] Harden defensive rebound (Off:0 Def:2),[201935],1610612745.0,HOU,,,,Harden,J. Harden,,,,,,,,,,,51.0,,,,,2.0,2.0,0.0,,,,,,,,,,,
53,PT06M42.00S,2020-02-12T02:47:18.9Z,1,REGULAR,3pt,jumpshot,[],201935,33.065045992115635,50.06893382352941,1610612745,13,14,2020-02-12T02:47:27Z,530000,left,[HOU] Harden stepback 3pt jumpshot: Missed,[201935],1610612745.0,HOU,stepback,,,Harden,J. Harden,,,,,26.38,: Missed,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M40.00S,2020-02-12T02:47:20.9Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,13,14,2020-02-12T02:47:27Z,540000,,[BOS] Tatum defensive rebound (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,53.0,,,,,1.0,1.0,0.0,,,,,,,,,,,
55,PT06M32.00S,2020-02-12T02:47:29.4Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1628369,93.38042049934296,51.294424019607845,1610612738,13,14,2020-02-12T02:50:00Z,550000,right,[BOS] Tatum layup: Missed,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,1.65,: Missed,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M29.00S,2020-02-12T02:47:32.4Z,1,REGULAR,rebound,defensive,[],203496,,,1610612745,13,14,2020-02-12T02:47:34Z,570000,,[HOU] Covington defensive rebound (Off:0 Def:1),[203496],1610612745.0,HOU,,,,Covington,R. Covington,,,,,,,,,,,55.0,,,,,1.0,1.0,0.0,,,,,,,,,,,
58,PT06M12.00S,2020-02-12T02:47:49.1Z,1,REGULAR,2pt,layup,['pointsinthepaint'],201566,6.915243101182654,51.049325980392155,1610612745,13,14,2020-02-12T02:48:01Z,580000,left,[HOU] Westbrook layup: Missed Block: Brown (1 BLK),"[201566, 1627759]",1610612745.0,HOU,driving,,,Westbrook,R. Westbrook,,,,,1.87,: Missed,,,,,,,,,,,,,,,,,,Brown,1627759.0,1.0,,,
60,PT06M12.00S,2020-02-12T02:47:49.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,13,14,2020-02-12T02:48:01Z,600000,,[HOU] Team offensive rebound,[],1610612745.0,HOU,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,
61,PT06M12.00S,2020-02-12T02:47:53.6Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612745,13,14,2020-02-12T02:47:53Z,610000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M12.00S,2020-02-12T02:47:55.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,13,14,2020-02-12T02:47:55Z,620000,,[HOU] timeout full,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M12.00S,2020-02-12T02:50:47.3Z,1,REGULAR,substitution,out,[],1627863,,,1610612745,13,14,2020-02-12T02:51:06Z,630000,,[HOU] substitution House Jr. replaced by McLemore,"[1627863, 203463]",1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,McLemore,203463.0,
65,PT06M12.00S,2020-02-12T02:50:47.3Z,1,REGULAR,substitution,out,[],1628369,,,1610612745,13,14,2020-02-12T02:51:06Z,640000,,[BOS] substitution Tatum replaced by Kanter,"[1628369, 202683]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,,Kanter,202683.0,
66,PT06M12.00S,2020-02-12T02:50:47.3Z,1,REGULAR,substitution,out,[],1628464,,,1610612745,13,14,2020-02-12T02:51:06Z,650000,,[BOS] substitution Theis replaced by Smart,"[1628464, 203935]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,,Smart,203935.0,
67,PT06M12.00S,2020-02-12T02:50:47.3Z,1,REGULAR,substitution,out,[],1627759,,,1610612745,13,14,2020-02-12T02:51:06Z,660000,,[BOS] substitution Brown replaced by Ojeleye,"[1627759, 1628400]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,Ojeleye,1628400.0,
72,PT06M08.00S,2020-02-12T02:51:26.2Z,1,REGULAR,2pt,dunk,"['pointsinthepaint', '2ndchance']",201566,5.732588699080158,49.82383578431372,1610612745,15,14,2020-02-12T02:51:30Z,710000,left,[HOU] Westbrook dunk: Made (4 PTS) assist: Covington (1 AST),"[201566, 203496]",1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,0.7,: Made,4.0,Covington,203496.0,1.0,,,,,,,,,,,,,,,,,,,
74,PT05M47.00S,2020-02-12T02:51:46.8Z,1,REGULAR,2pt,jumpshot,[],202689,82.60512483574244,78.99050245098039,1610612738,15,14,2020-02-12T02:51:56Z,730000,right,[BOS] Walker jumpshot: Missed,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,18.6,: Missed,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M46.00S,2020-02-12T02:51:47.8Z,1,REGULAR,rebound,defensive,[],201566,,,1610612745,15,14,2020-02-12T02:51:56Z,740000,,[HOU] Westbrook defensive rebound (Off:0 Def:1),[201566],1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,,,,,,74.0,,,,,1.0,1.0,0.0,,,,,,,,,,,
76,PT05M38.00S,2020-02-12T02:51:56.7Z,1,REGULAR,2pt,layup,['pointsinthepaint'],201566,6.652431011826544,49.333639705882355,1610612745,15,14,2020-02-12T02:52:02Z,750000,left,[HOU] Westbrook layup: Missed,[201566],1610612745.0,HOU,drivingfingerroll,,,Westbrook,R. Westbrook,,,,,1.58,: Missed,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M36.00S,2020-02-12T02:51:58.7Z,1,REGULAR,rebound,defensive,[],202683,,,1610612738,15,14,2020-02-12T02:52:02Z,760000,,[BOS] Kanter defensive rebound (Off:0 Def:1),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,76.0,,,,,1.0,1.0,0.0,,,,,,,,,,,
78,PT05M30.00S,2020-02-12T02:52:04.9Z,1,REGULAR,2pt,layup,['pointsinthepaint'],202689,93.38042049934296,53.74540441176471,1610612738,15,14,2020-02-12T02:53:09Z,770000,right,[BOS] Walker layup: Missed,[202689],1610612738.0,BOS,drivingfingerroll,,,Walker,K. Walker,,,,,2.41,: Missed,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M27.00S,2020-02-12T02:52:07.9Z,1,REGULAR,rebound,defensive,[],201935,,,1610612745,15,14,2020-02-12T02:52:08Z,780000,,[HOU] Harden defensive rebound (Off:0 Def:3),[201935],1610612745.0,HOU,,,,Harden,J. Harden,,,,,,,,,,,78.0,,,,,3.0,3.0,0.0,,,,,,,,,,,
80,PT05M23.00S,2020-02-12T02:52:10.8Z,1,REGULAR,3pt,jumpshot,['fastbreak'],203463,27.283180026281208,20.412071078431374,1610612745,15,14,2020-02-12T02:52:22Z,790000,left,[HOU] McLemore 3pt jumpshot: Missed,[203463],1610612745.0,HOU,,,,McLemore,B. McLemore,,,,,25.64,: Missed,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M22.00S,2020-02-12T02:52:11.8Z,1,REGULAR,rebound,defensive,[],1628400,,,1610612738,15,14,2020-02-12T02:52:22Z,800000,,[BOS] Ojeleye defensive rebound (Off:0 Def:1),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,80.0,,,,,1.0,1.0,0.0,,,,,,,,,,,
82,PT05M05.00S,2020-02-12T02:52:32.1Z,1,REGULAR,foul,offensive,[],202683,,,1610612738,15,14,2020-02-12T02:52:50Z,810000,,[BOS] Kanter foul offensive (1 PF),"[202683, 200782]",1610612738.0,BOS,charge,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Tucker,200782.0,,,,,,
84,PT05M05.00S,2020-02-12T02:52:32.1Z,1,REGULAR,turnover,offensivefoul,[],202683,,,1610612738,15,14,2020-02-12T02:52:32Z,830000,,[BOS] Kanter offensivefoul turnover (1 TO),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,1.0,,,,,,,204059.0,,,,,,,,,,
85,PT05M05.00S,2020-02-12T02:52:38.9Z,1,REGULAR,substitution,out,[],201566,,,1610612745,15,14,2020-02-12T02:52:44Z,840000,,[HOU] substitution Westbrook replaced by Rivers,"[201566, 203085]",1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,,Rivers,203085.0,
87,PT04M44.00S,2020-02-12T02:53:09.2Z,1,REGULAR,turnover,lostball,[],201935,,,1610612745,15,14,2020-02-12T02:53:13Z,860000,,[HOU] Harden lostball turnover (2 TO) Steal: Ojeleye (1 STL),"[201935, 1628400]",1610612745.0,HOU,,,,Harden,J. Harden,,,,,,,,,,,,2.0,Ojeleye,1628400.0,1.0,,,,,,,,,,,,,,
89,PT04M41.00S,2020-02-12T02:53:15.6Z,1,REGULAR,turnover,outofbounds,[],202689,,,1610612738,15,14,2020-02-12T02:53:26Z,880000,,[BOS] Walker outofbounds turnover (1 TO),[202689],1610612738.0,BOS,step,,,Walker,K. Walker,,,,,,,,,,,,1.0,,,,,,,204059.0,,,,,,,,,,
90,PT04M27.00S,2020-02-12T02:53:41.1Z,1,REGULAR,3pt,jumpshot,['fromturnover'],203496,33.85348226018397,49.57873774509804,1610612745,15,14,2020-02-12T02:53:47Z,890000,left,[HOU] Covington 3pt jumpshot: Missed,[203496],1610612745.0,HOU,,,,Covington,R. Covington,,,,,27.12,: Missed,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M25.00S,2020-02-12T02:53:43.1Z,1,REGULAR,rebound,defensive,[],202683,,,1610612738,15,14,2020-02-12T02:53:47Z,900000,,[BOS] Kanter defensive rebound (Off:0 Def:2),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,90.0,,,,,2.0,2.0,0.0,,,,,,,,,,,
92,PT04M18.00S,2020-02-12T02:53:50.4Z,1,REGULAR,2pt,layup,['pointsinthepaint'],202683,90.01314060446781,47.7328431372549,1610612738,15,14,2020-02-12T02:54:10Z,910000,right,[BOS] Kanter layup: Missed Block: Harden (1 BLK),"[202683, 201935]",1610612738.0,BOS,cutting,,,Kanter,E. Kanter,,,,,4.82,: Missed,,,,,,,,,,,,,,,,,,Harden,201935.0,1.0,,,
94,PT04M15.00S,2020-02-12T02:53:53.4Z,1,REGULAR,rebound,defensive,[],201935,,,1610612745,15,14,2020-02-12T02:54:00Z,930000,,[HOU] Harden defensive rebound (Off:0 Def:4),[201935],1610612745.0,HOU,,,,Harden,J. Harden,,,,,,,,,,,92.0,,,,,4.0,4.0,0.0,,,,,,,,,,,
95,PT04M11.00S,2020-02-12T02:53:58.3Z,1,REGULAR,3pt,jumpshot,['fastbreak'],203463,27.283180026281208,79.97089460784314,1610612745,18,14,2020-02-12T02:54:10Z,940000,left,[HOU] McLemore 3pt shot: Made (3 PTS) assist: Harden (2 AST),"[203463, 201935]",1610612745.0,HOU,,,,McLemore,B. McLemore,,,,,25.76,: Made,3.0,Harden,201935.0,2.0,,,,,,,,,,,,,,,,,,,
97,PT03M53.00S,2020-02-12T02:54:15.0Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],202330,81.2910643889619,62.56893382352941,1610612738,18,14,2020-02-12T02:54:19Z,960000,right,[BOS] Hayward jumpshot: Missed,[202330],1610612738.0,BOS,pullup,,,Hayward,G. Hayward,,,,,14.34,: Missed,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M51.00S,2020-02-12T02:54:17.0Z,1,REGULAR,rebound,defensive,[],203496,,,1610612745,18,14,2020-02-12T02:54:19Z,970000,,[HOU] Covington defensive rebound (Off:0 Def:2),[203496],1610612745.0,HOU,,,,Covington,R. Covington,,,,,,,,,,,97.0,,,,,2.0,2.0,0.0,,,,,,,,,,,
101,PT03M30.00S,2020-02-12T02:54:50.4Z,1,REGULAR,foul,offensive,[],203496,,,1610612745,18,14,2020-02-12T02:55:56Z,1000000,,[HOU] Covington foul offensive (1 PF),"[203496, 203935]",1610612745.0,HOU,charge,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Smart,203935.0,,,,,,
103,PT03M30.00S,2020-02-12T02:54:50.4Z,1,REGULAR,turnover,offensivefoul,[],203496,,,1610612745,18,14,2020-02-12T02:54:50Z,1020000,,[HOU] Covington offensivefoul turnover (1 TO),[203496],1610612745.0,HOU,,,,Covington,R. Covington,,,,,,,,,,,,1.0,,,,,,,201639.0,,,,,,,,,,
104,PT03M30.00S,2020-02-12T02:54:55.2Z,1,REGULAR,substitution,out,[],202689,,,1610612738,18,14,2020-02-12T02:54:56Z,1030000,,[BOS] substitution Walker replaced by Brown,"[202689, 1627759]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,Brown,1627759.0,
106,PT03M12.00S,2020-02-12T02:55:16.8Z,1,REGULAR,2pt,hook,"['pointsinthepaint', 'fromturnover']",202683,90.3580814717477,39.77481617647059,1610612738,18,14,2020-02-12T02:55:32Z,1050000,right,[BOS] Kanter hook: Missed,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,6.72,: Missed,,,,,,,,,,,,,,,,,,,,,,,
