actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerName,assistPersonId,assistTotal,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,stealTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,blockTotal,subsInPlayerName,subsInPersonId,value
303,PT02M08.00S,2020-02-12T03:33:42.5Z,2,REGULAR,3pt,jumpshot,[],201935,33.065045992115635,34.38265931372549,1610612745,43,43,2020-02-12T03:33:50Z,3000000,left,[HOU] Harden 3pt jumpshot: Missed,[201935],1610612745.0,HOU,,,,Harden,J. Harden,,,,,27.51,: Missed,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M07.00S,2020-02-12T03:33:43.5Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,43,43,2020-02-12T03:33:51Z,3010000,,[BOS] Tatum defensive rebound (Off:1 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,303.0,,,,,7.0,6.0,1.0,,,,,,,,,,,
305,PT01M56.00S,2020-02-12T03:33:55.0Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628464,94.95729303547962,52.029718137254896,1610612738,43,45,2020-02-12T03:33:58Z,3020000,right,[BOS] Theis layup: Made (6 PTS) assist: Hayward (2 AST),"[1628464, 202330]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,1.01,: Made,6.0,Hayward,202330.0,2.0,,,,,,,,,,,,,,,,,,,
307,PT01M41.00S,2020-02-12T03:34:09.7Z,2,REGULAR,turnover,badpass,[],201935,,,1610612745,43,45,2020-02-12T03:34:13Z,3040000,,[HOU] Harden badpass turnover (4 TO) Steal: Tatum (2 STL),"[201935, 1628369]",1610612745.0,HOU,,,,Harden,J. Harden,,,,,,,,,,,,4.0,Tatum,1628369.0,2.0,,,,,,,,,,,,,,
309,PT01M39.00S,2020-02-12T03:34:15.0Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612738,43,45,2020-02-12T03:34:15Z,3060000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT01M33.00S,2020-02-12T03:34:30.4Z,2,REGULAR,turnover,badpass,[],202330,,,1610612738,43,45,2020-02-12T03:34:33Z,3070000,,[BOS] Hayward badpass turnover (1 TO) Steal: Covington (2 STL),"[202330, 203496]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,1.0,Covington,203496.0,2.0,,,,,,,,,,,,,,
312,PT01M29.00S,2020-02-12T03:34:34.7Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203496,6.652431011826544,51.53952205882353,1610612745,43,45,2020-02-12T03:34:41Z,3090000,left,[HOU] Covington layup: Missed Block: Hayward (1 BLK),"[203496, 202330]",1610612745.0,HOU,runningfingerroll,,,Covington,R. Covington,,,,,1.73,: Missed,,,,,,,,,,,,,,,,,,Hayward,202330.0,1.0,,,
313,PT01M29.00S,2020-02-12T03:34:34.7Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,43,45,2020-02-12T03:35:32Z,3100000,,[BOS] Theis defensive rebound (Off:3 Def:4),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,312.0,,,,,7.0,4.0,3.0,,,,,,,,,,,
314,PT01M19.00S,2020-02-12T03:34:44.3Z,2,REGULAR,2pt,jumpshot,[],202689,72.88107752956637,51.53952205882353,1610612738,43,47,2020-02-12T03:34:49Z,3110000,right,[BOS] Walker jumpshot: Made (14 PTS) assist: Smart (3 AST),"[202689, 203935]",1610612738.0,BOS,stepback,,,Walker,K. Walker,,,,,20.8,: Made,14.0,Smart,203935.0,3.0,,,,,,,,,,,,,,,,,,,
316,PT01M10.00S,2020-02-12T03:34:53.5Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",201566,6.389618922470433,51.78462009803921,1610612745,45,47,2020-02-12T03:34:58Z,3130000,left,[HOU] Westbrook layup: Made (13 PTS) assist: Harden (3 AST),"[201566, 201935]",1610612745.0,HOU,runningfingerroll,,,Westbrook,R. Westbrook,,,,,1.58,: Made,13.0,Harden,201935.0,3.0,,,,,,,,,,,,,,,,,,,
317,PT01M00.00S,2020-02-12T03:35:04.2Z,2,REGULAR,turnover,badpass,[],203935,,,1610612738,45,47,2020-02-12T03:35:08Z,3140000,,[BOS] Smart badpass turnover (1 TO) Steal: Harden (1 STL),"[203935, 201935]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,1.0,Harden,201935.0,1.0,,,,,,,,,,,,,,
319,PT00M55.70S,2020-02-12T03:35:09.3Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201566,6.1268068331143235,49.333639705882355,1610612745,47,47,2020-02-12T03:35:15Z,3160000,left,[HOU] Westbrook layup: Made (15 PTS) assist: Harden (4 AST),"[201566, 201935]",1610612745.0,HOU,cutting,,,Westbrook,R. Westbrook,,,,,1.11,: Made,15.0,Harden,201935.0,4.0,,,,,,,,,,,,,,,,,,,
321,PT00M41.50S,2020-02-12T03:35:25.7Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],202330,88.51839684625493,47.127757352941174,1610612738,47,47,2020-02-12T03:40:10Z,3180000,right,[BOS] Hayward jumpshot: Missed,[202330],1610612738.0,BOS,floating,,,Hayward,G. Hayward,,,,,6.26,: Missed,,,,,,,,,,,,,,,,,,,,,,,
322,PT00M38.60S,2020-02-12T03:35:28.6Z,2,REGULAR,rebound,defensive,[],201935,,,1610612745,47,47,2020-02-12T03:35:37Z,3190000,,[HOU] Harden defensive rebound (Off:0 Def:7),[201935],1610612745.0,HOU,,,,Harden,J. Harden,,,,,,,,,,,321.0,,,,,7.0,7.0,0.0,,,,,,,,,,,
324,PT00M32.50S,2020-02-12T03:35:34.6Z,2,REGULAR,3pt,jumpshot,[],203496,29.122864651773984,77.0297181372549,1610612745,47,47,2020-02-12T03:35:41Z,3200000,left,[HOU] Covington 3pt jumpshot: Missed Block: Tatum (1 BLK),"[203496, 1628369]",1610612745.0,HOU,,,,Covington,R. Covington,,,,,26.4,: Missed,,,,,,,,,,,,,,,,,,Tatum,1628369.0,1.0,,,
326,PT00M30.20S,2020-02-12T03:35:36.9Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,47,47,2020-02-12T03:35:41Z,3220000,,[BOS] Walker defensive rebound (Off:0 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,324.0,,,,,2.0,2.0,0.0,,,,,,,,,,,
327,PT00M29.10S,2020-02-12T03:35:40.0Z,2,REGULAR,3pt,jumpshot,[],202689,45.81143232588699,53.01011029411765,1610612738,47,47,2020-02-12T05:00:40Z,3230000,right,[BOS] Walker 3pt jumpshot: Missed,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,46.26,: Missed,,,,,,,,,,,,,,,,,,,,,,,
328,PT00M28.10S,2020-02-12T03:35:41.0Z,2,REGULAR,rebound,offensive,[],202330,,,1610612738,47,47,2020-02-12T03:41:04Z,3240000,,[BOS] Hayward offensive rebound (Off:1 Def:3),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,327.0,,,,,4.0,3.0,1.0,,,,,,,,,,,
329,PT00M27.10S,2020-02-12T03:35:44.4Z,2,REGULAR,2pt,dunk,"['pointsinthepaint', '2ndchance']",1628369,94.1688567674113,51.78462009803921,1610612738,47,49,2020-02-12T03:36:21Z,3250000,right,[BOS] Tatum dunk: Made (7 PTS) assist: Hayward (3 AST),"[1628369, 202330]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,1.18,: Made,7.0,Hayward,202330.0,3.0,,,,,,,,,,,,,,,,,,,
331,PT00M27.10S,2020-02-12T03:36:07.7Z,2,REGULAR,stoppage,courtcleanup,[],0,,,1610612745,47,49,2020-02-12T03:36:07Z,3270000,,stoppage courtcleanup,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT00M03.20S,2020-02-12T03:37:02.7Z,2,REGULAR,3pt,jumpshot,[],200782,13.485545335085414,95.41207107843137,1610612745,47,49,2020-02-12T03:37:12Z,3280000,left,[HOU] Tucker 3pt jumpshot: Missed,[200782],1610612745.0,HOU,,,,Tucker,P. Tucker,,,,,24.07,: Missed,,,,,,,,,,,,,,,,,,,,,,,
333,PT00M00.80S,2020-02-12T03:37:05.1Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,47,49,2020-02-12T03:38:12Z,3290000,,[BOS] Walker defensive rebound (Off:0 Def:3),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,332.0,,,,,3.0,3.0,0.0,,,,,,,,,,,
334,PT00M00.00S,2020-02-12T03:37:19.7Z,2,REGULAR,period,end,[],0,,,1610612738,47,49,2020-02-12T03:37:19Z,3300000,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2020-02-12T03:53:27.3Z,3,REGULAR,substitution,out,['startperiod'],203935,,,1610612738,47,49,2020-02-12T03:54:06Z,3310000,,[BOS] substitution Smart replaced by Brown,"[203935, 1627759]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,,Brown,1627759.0,
338,PT12M00.00S,2020-02-12T03:54:11.7Z,3,REGULAR,period,start,[],0,,,1610612745,47,49,2020-02-12T03:54:11Z,3330000,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT11M47.00S,2020-02-12T03:54:23.8Z,3,REGULAR,2pt,layup,['pointsinthepaint'],200782,93.77463863337714,51.53952205882353,1610612745,49,49,2020-02-12T03:54:27Z,3340000,right,[HOU] Tucker layup: Made (2 PTS) assist: Harden (5 AST),"[200782, 201935]",1610612745.0,HOU,,,,Tucker,P. Tucker,,,,,1.38,: Made,2.0,Harden,201935.0,5.0,,,,,,,,,,,,,,,,,,,
341,PT11M35.00S,2020-02-12T03:54:36.4Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],202330,12.959921156373195,42.96109068627451,1610612738,49,49,2020-02-12T03:54:40Z,3360000,left,[BOS] Hayward jumpshot: Missed,[202330],1610612738.0,BOS,fadeaway,,,Hayward,G. Hayward,,,,,8.27,: Missed,,,,,,,,,,,,,,,,,,,,,,,
342,PT11M33.00S,2020-02-12T03:54:38.4Z,3,REGULAR,rebound,defensive,[],201935,,,1610612745,49,49,2020-02-12T03:54:40Z,3370000,,[HOU] Harden defensive rebound (Off:0 Def:8),[201935],1610612745.0,HOU,,,,Harden,J. Harden,,,,,,,,,,,341.0,,,,,8.0,8.0,0.0,,,,,,,,,,,
343,PT11M29.00S,2020-02-12T03:54:42.6Z,3,REGULAR,2pt,jumpshot,['fastbreak'],201566,80.6340341655716,66.98069852941177,1610612745,51,49,2020-02-12T03:54:48Z,3380000,right,[HOU] Westbrook jumpshot: Made (17 PTS),[201566],1610612745.0,HOU,pullup,,,Westbrook,R. Westbrook,,,,,15.95,: Made,17.0,,,,,,,,,,,,,,,,,,,,,,
344,PT11M05.00S,2020-02-12T03:55:06.4Z,3,REGULAR,turnover,outofbounds,[],202689,,,1610612738,51,49,2020-02-12T03:55:13Z,3390000,,[BOS] Walker outofbounds turnover (2 TO),[202689],1610612738.0,BOS,badpass,,,Walker,K. Walker,,,,,,,,,,,,2.0,,,,,,,204059.0,,,,,,,,,,
345,PT10M59.00S,2020-02-12T03:55:18.5Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201566,93.38042049934296,49.57873774509804,1610612745,53,49,2020-02-12T03:55:27Z,3400000,right,[HOU] Westbrook layup: Made (19 PTS),[201566],1610612745.0,HOU,drivingfingerroll,,,Westbrook,R. Westbrook,,,,,1.53,: Made,19.0,,,,,,,,,,,,,,,,,,,,,,
346,PT10M42.00S,2020-02-12T03:55:34.6Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202689,9.280551905387648,50.314031862745104,1610612738,53,49,2020-02-12T03:55:38Z,3410000,left,[BOS] Walker layup: Missed Block: Covington (2 BLK),"[202689, 203496]",1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,4.02,: Missed,,,,,,,,,,,,,,,,,,Covington,203496.0,2.0,,,
348,PT10M40.00S,2020-02-12T03:55:36.6Z,3,REGULAR,rebound,defensive,[],201566,,,1610612745,53,49,2020-02-12T03:55:38Z,3430000,,[HOU] Westbrook defensive rebound (Off:0 Def:6),[201566],1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,,,,,,346.0,,,,,6.0,6.0,0.0,,,,,,,,,,,
349,PT10M39.00S,2020-02-12T03:55:38.8Z,3,REGULAR,turnover,badpass,[],201566,,,1610612745,53,49,2020-02-12T03:55:42Z,3440000,,[HOU] Westbrook badpass turnover (3 TO) Steal: Tatum (3 STL),"[201566, 1628369]",1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,,,,,,,3.0,Tatum,1628369.0,3.0,,,,,,,,,,,,,,
351,PT10M31.00S,2020-02-12T03:55:48.2Z,3,REGULAR,turnover,outofbounds,[],1627759,,,1610612738,53,49,2020-02-12T03:56:03Z,3460000,,[BOS] Brown outofbounds turnover (3 TO),[1627759],1610612738.0,BOS,lostball,,,Brown,J. Brown,,,,,,,,,,,,3.0,,,,,,,204059.0,,,,,,,,,,
352,PT10M18.00S,2020-02-12T03:56:09.0Z,3,REGULAR,turnover,traveling,[],1627863,,,1610612745,53,49,2020-02-12T03:56:14Z,3470000,,[HOU] House Jr. traveling turnover (1 TO),[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,,1.0,,,,,,,204059.0,,,,,,,,,,
353,PT10M10.00S,2020-02-12T03:56:27.3Z,3,REGULAR,foul,personal,[],201566,,,1610612738,53,49,2020-02-12T03:56:38Z,3480000,,[HOU] Westbrook foul personal (2 PF),"[201566, 202330]",1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,204059.0,2.0,0.0,Hayward,202330.0,,,,,,
355,PT10M06.00S,2020-02-12T03:56:49.2Z,3,REGULAR,foul,personal,[],200782,,,1610612738,53,49,2020-02-12T03:57:02Z,3500000,,[HOU] Tucker foul personal (3 PF),"[200782, 202330]",1610612745.0,HOU,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,201639.0,3.0,1.0,Hayward,202330.0,,,,,,
357,PT09M55.00S,2020-02-12T03:57:14.0Z,3,REGULAR,foul,personal,['2freethrow'],203496,,,1610612738,53,49,2020-02-12T03:57:23Z,3520000,,[HOU] Covington foul personal (2 PF) (Brown 2freethrow),"[203496, 1627759]",1610612745.0,HOU,shooting,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,1198.0,2.0,0.0,Brown,1627759.0,,,,,,
359,PT09M55.00S,2020-02-12T03:57:40.3Z,3,REGULAR,freethrow,1of2,['fromturnover'],1627759,,,1610612738,53,49,2020-02-12T03:57:40Z,3540000,,[BOS] Brown freethrow 1of2: Missed,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
360,PT09M55.00S,2020-02-12T03:57:40.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,53,49,2020-02-12T03:57:40Z,3550000,,[BOS] Team offensive rebound,[],1610612738.0,BOS,,,,,,,,,,,,,,,,359.0,,,,,,,,,,,,,,,,,,
361,PT09M55.00S,2020-02-12T03:57:56.7Z,3,REGULAR,freethrow,2of2,['fromturnover'],1627759,,,1610612738,53,50,2020-02-12T03:57:56Z,3560000,,[BOS] Brown freethrow 2of2: Made (11 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,: Made,11.0,,,,,,,,,,,,,,,,,,,,,,
362,PT09M48.00S,2020-02-12T03:58:09.2Z,3,REGULAR,foul,personal,[],1627759,,,1610612745,53,50,2020-02-12T03:58:22Z,3570000,,[BOS] Brown foul personal (2 PF),"[1627759, 200782]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,204059.0,2.0,0.0,Tucker,200782.0,,,,,,
364,PT09M42.00S,2020-02-12T03:58:30.6Z,3,REGULAR,2pt,layup,['pointsinthepaint'],201566,93.38042049934296,50.55912990196079,1610612745,53,50,2020-02-12T03:58:34Z,3590000,right,[HOU] Westbrook layup: Missed,[201566],1610612745.0,HOU,alleyoop,,,Westbrook,R. Westbrook,,,,,1.55,: Missed,,,,,,,,,,,,,,,,,,,,,,,
365,PT09M41.00S,2020-02-12T03:58:31.6Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,53,50,2020-02-12T03:58:34Z,3600000,,[BOS] Theis defensive rebound (Off:3 Def:5),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,364.0,,,,,8.0,5.0,3.0,,,,,,,,,,,
366,PT09M28.00S,2020-02-12T03:58:44.5Z,3,REGULAR,turnover,lostball,[],1627759,,,1610612738,53,50,2020-02-12T03:58:53Z,3610000,,[BOS] Brown lostball turnover (4 TO) Steal: Covington (3 STL),"[1627759, 203496]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,4.0,Covington,203496.0,3.0,,,,,,,,,,,,,,
368,PT09M26.00S,2020-02-12T03:59:16.3Z,3,REGULAR,jumpball,recovered,[],1628369,,,1610612745,53,50,2020-02-12T03:59:16Z,3630000,,Jump Ball: Brown vs. Covington tip to Tatum,"[1628369, 1627759, 203496]",1610612738.0,BOS,heldball,Tatum,1628369.0,Tatum,J. Tatum,Brown,1627759.0,Covington,203496.0,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT09M26.00S,2020-02-12T03:59:16.3Z,3,REGULAR,turnover,lostball,[],203496,,,1610612745,53,50,2020-02-12T03:59:16Z,3660000,,[HOU] Covington lostball turnover (2 TO) Steal: Brown (1 STL),"[203496, 1627759]",1610612745.0,HOU,,,,Covington,R. Covington,,,,,,,,,,,,2.0,Brown,1627759.0,1.0,,,,,,,,,,,,,,
373,PT09M21.00S,2020-02-12T03:59:21.9Z,3,REGULAR,3pt,jumpshot,['fromturnover'],1628369,23.866622864651774,87.56893382352942,1610612738,53,50,2020-02-12T04:03:10Z,3680000,left,[BOS] Tatum stepback 3pt jumpshot: Missed,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,25.83,: Missed,,,,,,,,,,,,,,,,,,,,,,,
374,PT09M18.00S,2020-02-12T03:59:24.9Z,3,REGULAR,rebound,defensive,[],203496,,,1610612745,53,50,2020-02-12T03:59:27Z,3690000,,[HOU] Covington defensive rebound (Off:0 Def:4),[203496],1610612745.0,HOU,,,,Covington,R. Covington,,,,,,,,,,,373.0,,,,,4.0,4.0,0.0,,,,,,,,,,,
375,PT09M06.00S,2020-02-12T03:59:36.3Z,3,REGULAR,2pt,layup,['pointsinthepaint'],201566,92.32917214191852,50.314031862745104,1610612745,55,50,2020-02-12T03:59:44Z,3700000,right,[HOU] Westbrook layup: Made (21 PTS) assist: Covington (3 AST),"[201566, 203496]",1610612745.0,HOU,drivingreverse,,,Westbrook,R. Westbrook,,,,,2.52,: Made,21.0,Covington,203496.0,3.0,,,,,,,,,,,,,,,,,,,
377,PT08M54.00S,2020-02-12T03:59:47.8Z,3,REGULAR,3pt,jumpshot,[],1627759,8.754927726675426,3.010110294117647,1610612738,55,50,2020-02-12T03:59:55Z,3720000,left,[BOS] Brown 3pt jumpshot: Missed,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.75,: Missed,,,,,,,,,,,,,,,,,,,,,,,
378,PT08M52.00S,2020-02-12T03:59:49.8Z,3,REGULAR,rebound,defensive,[],203496,,,1610612745,55,50,2020-02-12T03:59:55Z,3730000,,[HOU] Covington defensive rebound (Off:0 Def:5),[203496],1610612745.0,HOU,,,,Covington,R. Covington,,,,,,,,,,,377.0,,,,,5.0,5.0,0.0,,,,,,,,,,,
379,PT08M42.00S,2020-02-12T04:00:02.6Z,3,REGULAR,foul,personal,[],1627759,,,1610612745,55,50,2020-02-12T04:00:30Z,3740000,,[BOS] Brown foul personal (3 PF),"[1627759, 201935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,201639.0,3.0,0.0,Harden,201935.0,,,,,,
381,PT08M27.00S,2020-02-12T04:00:37.7Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],201935,89.30683311432325,46.63756127450981,1610612745,57,50,2020-02-12T04:00:41Z,3760000,right,[HOU] Harden jumpshot: Made (13 PTS),[201935],1610612745.0,HOU,drivingfloating,,,Harden,J. Harden,,,,,5.61,: Made,13.0,,,,,,,,,,,,,,,,,,,,,,
382,PT08M14.00S,2020-02-12T04:00:51.4Z,3,REGULAR,3pt,jumpshot,[],202689,29.77989487516426,74.33363970588235,1610612738,57,50,2020-02-12T04:04:27Z,3770000,left,[BOS] Walker pullup 3pt jumpshot: Missed,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.28,: Missed,,,,,,,,,,,,,,,,,,,,,,,
383,PT08M10.00S,2020-02-12T04:00:54.9Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,57,50,2020-02-12T04:00:54Z,3780000,,[BOS] Brown offensive rebound (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,382.0,,,,,3.0,2.0,1.0,,,,,,,,,,,
384,PT08M05.00S,2020-02-12T04:01:03.8Z,3,REGULAR,foul,personal,[],203496,,,1610612738,57,50,2020-02-12T04:01:14Z,3790000,,[HOU] Covington foul personal (3 PF),"[203496, 202689]",1610612745.0,HOU,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,201639.0,3.0,0.0,Walker,202689.0,,,,,,
386,PT08M00.00S,2020-02-12T04:01:30.1Z,3,REGULAR,turnover,traveling,[],1627759,,,1610612738,57,50,2020-02-12T04:01:35Z,3810000,,[BOS] Brown traveling turnover (5 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,5.0,,,,,,,1198.0,,,,,,,,,,
387,PT07M50.00S,2020-02-12T04:01:46.5Z,3,REGULAR,3pt,jumpshot,['fromturnover'],200782,90.48948751642575,3.990502450980392,1610612745,57,50,2020-02-12T04:01:51Z,3820000,right,[HOU] Tucker 3pt jumpshot: Missed,[200782],1610612745.0,HOU,,,,Tucker,P. Tucker,,,,,23.39,: Missed,,,,,,,,,,,,,,,,,,,,,,,
388,PT07M47.00S,2020-02-12T04:01:49.5Z,3,REGULAR,rebound,defensive,[],202330,,,1610612738,57,50,2020-02-12T04:01:51Z,3830000,,[BOS] Hayward defensive rebound (Off:1 Def:4),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,387.0,,,,,5.0,4.0,1.0,,,,,,,,,,,
389,PT07M42.00S,2020-02-12T04:01:53.9Z,3,REGULAR,3pt,jumpshot,['fastbreak'],1627759,7.046649145860711,97.61795343137256,1610612738,57,53,2020-02-12T04:02:01Z,3840000,left,[BOS] Brown 3pt shot: Made (14 PTS) assist: Hayward (4 AST),"[1627759, 202330]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.89,: Made,14.0,Hayward,202330.0,4.0,,,,,,,,,,,,,,,,,,,
391,PT07M23.00S,2020-02-12T04:02:12.4Z,3,REGULAR,3pt,jumpshot,[],201935,73.66951379763469,16.245404411764707,1610612745,57,53,2020-02-12T04:02:19Z,3860000,right,[HOU] Harden stepback 3pt jumpshot: Missed,[201935],1610612745.0,HOU,stepback,,,Harden,J. Harden,,,,,26.21,: Missed,,,,,,,,,,,,,,,,,,,,,,,
392,PT07M22.00S,2020-02-12T04:02:13.4Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,57,53,2020-02-12T04:02:19Z,3870000,,[BOS] Walker defensive rebound (Off:0 Def:4),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,391.0,,,,,4.0,4.0,0.0,,,,,,,,,,,
393,PT07M05.00S,2020-02-12T04:02:31.1Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],202689,19.530223390275953,50.314031862745104,1610612738,57,53,2020-02-12T04:02:36Z,3880000,left,[BOS] Walker jumpshot: Missed,[202689],1610612738.0,BOS,fadeaway,,,Walker,K. Walker,,,,,13.66,: Missed,,,,,,,,,,,,,,,,,,,,,,,
394,PT07M03.00S,2020-02-12T04:02:33.1Z,3,REGULAR,rebound,defensive,[],201566,,,1610612745,57,53,2020-02-12T04:02:48Z,3890000,,[HOU] Westbrook defensive rebound (Off:0 Def:7),[201566],1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,,,,,,393.0,,,,,7.0,7.0,0.0,,,,,,,,,,,
395,PT07M02.00S,2020-02-12T04:02:36.3Z,3,REGULAR,foul,personal,[],202689,,,1610612745,57,53,2020-02-12T04:02:56Z,3900000,,[BOS] Walker foul personal (1 PF),"[202689, 201566]",1610612738.0,BOS,take,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,204059.0,1.0,1.0,Westbrook,201566.0,,,,,,
397,PT06M49.00S,2020-02-12T04:03:07.8Z,3,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612745,57,53,2020-02-12T04:03:13Z,3920000,,[BOS] Tatum foul personal (1 PF) (Harden 2freethrow),"[1628369, 201935]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Harden,201935.0,,,,,,
399,PT06M49.00S,2020-02-12T04:03:17.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,57,53,2020-02-12T04:03:17Z,3940000,,[HOU] timeout full,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT06M49.00S,2020-02-12T04:05:52.0Z,3,REGULAR,substitution,out,[],203496,,,1610612745,57,53,2020-02-12T04:06:19Z,3950000,,[HOU] substitution Covington replaced by McLemore,"[203496, 203463]",1610612745.0,HOU,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,,,McLemore,203463.0,
401,PT06M49.00S,2020-02-12T04:05:52.0Z,3,REGULAR,substitution,out,[],1627759,,,1610612745,57,53,2020-02-12T04:06:19Z,3960000,,[BOS] substitution Brown replaced by Smart,"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,Smart,203935.0,
404,PT06M49.00S,2020-02-12T04:06:42.6Z,3,REGULAR,freethrow,1of2,[],201935,,,1610612745,58,53,2020-02-12T04:06:42Z,3990000,,[HOU] Harden freethrow 1of2: Made (14 PTS),[201935],1610612745.0,HOU,,,,Harden,J. Harden,,,,,,: Made,14.0,,,,,,,,,,,,,,,,,,,,,,
405,PT06M49.00S,2020-02-12T04:06:58.3Z,3,REGULAR,freethrow,2of2,[],201935,,,1610612745,59,53,2020-02-12T04:06:58Z,4000000,,[HOU] Harden freethrow 2of2: Made (15 PTS),[201935],1610612745.0,HOU,,,,Harden,J. Harden,,,,,,: Made,15.0,,,,,,,,,,,,,,,,,,,,,,
