actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
547,PT08M53.00S,2020-08-23T19:16:55.4Z,4,REGULAR,rebound,defensive,[],203118,,,1610612755,82,96,2020-08-23T19:22:01Z,5440000,,,0,,M. Scott REBOUND (Off:0 Def:2),[203118],1610612755.0,PHI,,,,Scott,M. Scott,,,,,,,,,,,,,,,,546.0,2.0,2.0,0.0,,,,,,
548,PT08M44.00S,2020-08-23T19:17:03.2Z,4,REGULAR,3pt,jumpshot,[],203954,66.44218134034165,39.28462009803921,1610612755,82,96,2020-08-23T19:17:13Z,5450000,-54.0,263.0,1,right,MISS J. Embiid 27' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Missed,,,,,27.37,,,,,,,,,,
549,PT08M44.00S,2020-08-23T19:17:03.2Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,82,96,2020-08-23T19:17:13Z,5460000,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,548.0,5.0,5.0,0.0,,,,,,
550,PT08M33.00S,2020-08-23T19:17:17.1Z,4,REGULAR,turnover,outofbounds,[],202689,,,1610612738,82,96,2020-08-23T19:17:23Z,5470000,,,0,,K. Walker TURNOVER outofbounds (2 TOV),[202689],1610612738.0,BOS,badpass,,,Walker,K. Walker,,,,,2715.0,,,,,,,2.0,,,,,,,,,,,,,
551,PT08M21.00S,2020-08-23T19:17:42.5Z,4,REGULAR,foul,personal,['2freethrow'],202689,,,1610612755,82,96,2020-08-23T19:17:54Z,5480000,,,0,,K. Walker FOUL personal (4 PF) (Embiid 2freethrow),"[202689, 203954]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,201640.0,4.0,0.0,Embiid,203954.0,,,,,,,,,,,,,,,,
553,PT08M21.00S,2020-08-23T19:18:08.7Z,4,REGULAR,freethrow,1of2,['fromturnover'],203954,,,1610612755,83,96,2020-08-23T19:18:08Z,5500000,,,0,,J. Embiid freethrow 1of2 (16 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Made,16.0,,,,,,,,,,,,,,
554,PT08M21.00S,2020-08-23T19:18:09.4Z,4,REGULAR,substitution,out,[],202954,,,1610612755,83,96,2020-08-23T19:18:17Z,5510000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT08M21.00S,2020-08-23T19:18:09.4Z,4,REGULAR,substitution,out,[],202683,,,1610612755,83,96,2020-08-23T19:18:17Z,5520000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT08M21.00S,2020-08-23T19:18:09.4Z,4,REGULAR,substitution,in,[],203935,,,1610612755,83,96,2020-08-23T19:18:17Z,5530000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT08M21.00S,2020-08-23T19:18:09.4Z,4,REGULAR,substitution,in,[],1628464,,,1610612755,83,96,2020-08-23T19:18:17Z,5540000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT08M21.00S,2020-08-23T19:18:37.2Z,4,REGULAR,freethrow,2of2,['fromturnover'],203954,,,1610612755,84,96,2020-08-23T19:18:37Z,5550000,,,0,,J. Embiid freethrow 2of2 (17 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Made,17.0,,,,,,,,,,,,,,
559,PT08M03.00S,2020-08-23T19:18:55.3Z,4,REGULAR,2pt,jumpshot,[],202689,27.020367936925098,41.73560049019608,1610612738,84,98,2020-08-23T19:19:03Z,5560000,41.0,201.0,1,left,K. Walker 21' jumpshot (30 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,Made,30.0,,,,21.11,,,,,,,,,,
560,PT07M48.00S,2020-08-23T19:19:09.5Z,4,REGULAR,2pt,jumpshot,[],203954,89.30683311432325,23.353247549019606,1610612755,86,98,2020-08-23T19:19:15Z,5570000,-133.0,48.0,1,right,J. Embiid 14' jumpshot (19 PTS),[203954],1610612755.0,PHI,stepback,,,Embiid,J. Embiid,,,,,,,,,,Made,19.0,,,,14.35,,,,,,,,,,
562,PT07M29.00S,2020-08-23T19:19:30.0Z,4,REGULAR,turnover,lostball,[],1627759,,,1610612738,86,98,2020-08-23T19:19:35Z,5590000,,,0,,J. Brown TURNOVER lostball (4 TOV) Stolen,"[1627759, 203526]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,4.0,Neto,203526.0,,,,,,,,,,,
563,PT07M29.00S,2020-08-23T19:19:30.0Z,4,REGULAR,steal,,[],203526,,,1610612755,86,98,2020-08-23T19:19:32Z,5600000,,,0,,R. Neto STEAL (1 STL),[203526],1610612755.0,PHI,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT07M25.00S,2020-08-23T19:19:34.4Z,4,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203526,94.69448094612353,41.73560049019608,1610612755,86,98,2020-08-23T19:19:59Z,5610000,-41.0,-3.0,1,right,MISS R. Neto layup Blocked,"[203526, 1628369]",1610612755.0,PHI,runningreverse,,,Neto,R. Neto,,,,,,,,,,Missed,,,,,4.14,,,,,,,,Tatum,1628369.0,
565,PT07M25.00S,2020-08-23T19:19:34.4Z,4,REGULAR,block,,[],1628369,,,1610612755,86,98,2020-08-23T19:19:36Z,5620000,,,0,,J. Tatum BLOCK (2 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT07M24.00S,2020-08-23T19:19:35.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612755,86,98,2020-08-23T19:19:41Z,5630000,,,0,,Team offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,564.0,,,,,,,,,
567,PT07M24.00S,2020-08-23T19:19:42.5Z,4,REGULAR,foul,personal,[],1627759,,,1610612755,86,98,2020-08-23T19:19:53Z,5640000,,,0,,J. Brown FOUL personal (3 PF),"[1627759, 202692]",1610612738.0,BOS,looseball,,,Brown,J. Brown,,,,,203592.0,3.0,0.0,Burks,202692.0,,,,,,,,,,,,,,,,
569,PT07M20.00S,2020-08-23T19:20:01.2Z,4,REGULAR,2pt,jumpshot,"['fromturnover', '2ndchance']",1626196,77.7431011826544,52.51991421568627,1610612755,86,98,2020-08-23T19:20:09Z,5660000,13.0,157.0,1,right,MISS J. Richardson 16' jumpshot,[1626196],1610612755.0,PHI,pullup,,,Richardson,J. Richardson,,,,,,,,,,Missed,,,,,16.27,,,,,,,,,,
570,PT07M19.00S,2020-08-23T19:20:02.2Z,4,REGULAR,rebound,offensive,[],203954,,,1610612755,86,98,2020-08-23T19:20:09Z,5670000,,,0,,J. Embiid REBOUND (Off:2 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,569.0,7.0,5.0,2.0,,,,,,
571,PT07M18.00S,2020-08-23T19:20:05.4Z,4,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203954,95.0,50.0,1610612755,86,98,2020-08-23T19:20:56Z,5680000,0.0,-6.0,1,right,MISS J. Embiid layup,[203954],1610612755.0,PHI,tip,,,Embiid,J. Embiid,,,,,,,,,,Missed,,,,,0.0,,,,,,,,,,
572,PT07M17.00S,2020-08-23T19:20:06.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,86,98,2020-08-23T19:20:56Z,5690000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,571.0,,,,,,,,,
573,PT07M17.00S,2020-08-23T19:20:08.4Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,86,98,2020-08-23T19:20:08Z,5700000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT07M17.00S,2020-08-23T19:20:13.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,86,98,2020-08-23T19:20:13Z,5710000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT06M58.00S,2020-08-23T19:24:04.3Z,4,REGULAR,3pt,jumpshot,[],1628464,32.670827858081466,59.62775735294118,1610612738,86,98,2020-08-23T19:24:14Z,5720000,-48.0,255.0,1,left,MISS D. Theis 26' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,Missed,,,,,26.45,,,,,,,,,,
576,PT06M57.00S,2020-08-23T19:24:05.3Z,4,REGULAR,rebound,defensive,[],203526,,,1610612755,86,98,2020-08-23T19:24:20Z,5730000,,,0,,R. Neto REBOUND (Off:0 Def:1),[203526],1610612755.0,PHI,,,,Neto,R. Neto,,,,,,,,,,,,,,,,575.0,1.0,1.0,0.0,,,,,,
577,PT06M53.00S,2020-08-23T19:24:13.8Z,4,REGULAR,foul,offensive,[],203954,,,1610612755,86,98,2020-08-23T19:24:22Z,5740000,,,0,,J. Embiid FOUL offensive (5 PF),"[203954, 1628464]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,2715.0,5.0,0.0,Theis,1628464.0,,,,,,,,,,,,,,,,
579,PT06M53.00S,2020-08-23T19:24:13.8Z,4,REGULAR,turnover,offensivefoul,[],203954,,,1610612755,86,98,2020-08-23T19:24:13Z,5760000,,,0,,J. Embiid TURNOVER offensivefoul (4 TOV),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,2715.0,,,,,,,4.0,,,,,,,,,,,,,
580,PT06M35.00S,2020-08-23T19:24:54.7Z,4,REGULAR,foul,personal,[],1626196,,,1610612738,86,98,2020-08-23T19:25:02Z,5770000,,,0,,J. Richardson FOUL personal (5 PF),"[1626196, 1628464]",1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,203592.0,5.0,1.0,Theis,1628464.0,,,,,,,,,,,,,,,,
582,PT06M26.00S,2020-08-23T19:25:18.8Z,4,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover']",1628464,7.178055190538765,46.14736519607843,1610612738,86,100,2020-08-23T19:25:23Z,5790000,19.0,15.0,1,left,D. Theis dunk (13 PTS) (M. Smart 3 AST),"[1628464, 203935]",1610612738.0,BOS,alleyoop,,,Theis,D. Theis,,,,,,,,,,Made,13.0,,,,2.82,,,,,M. Smart,203935.0,3.0,,,
585,PT06M06.00S,2020-08-23T19:25:56.2Z,4,REGULAR,2pt,layup,['pointsinthepaint'],203954,92.72339027595268,45.166973039215684,1610612755,88,100,2020-08-23T19:26:01Z,5820000,-24.0,16.0,1,right,J. Embiid layup (21 PTS) (J. Richardson 5 AST),"[203954, 1626196]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Made,21.0,,,,3.23,,,,,J. Richardson,1626196.0,5.0,,,
587,PT05M47.00S,2020-08-23T19:26:15.5Z,4,REGULAR,2pt,dunk,['pointsinthepaint'],1628369,8.229303547963205,46.63756127450981,1610612738,88,102,2020-08-23T19:26:20Z,5840000,17.0,25.0,1,left,J. Tatum dunk (24 PTS) (M. Smart 4 AST),"[1628369, 203935]",1610612738.0,BOS,alleyoop,,,Tatum,J. Tatum,,,,,,,,,,Made,24.0,,,,3.47,,,,,M. Smart,203935.0,4.0,,,
589,PT05M29.00S,2020-08-23T19:26:33.2Z,4,REGULAR,2pt,layup,['pointsinthepaint'],203954,93.11760840998686,45.41207107843137,1610612755,90,102,2020-08-23T19:26:36Z,5860000,-23.0,12.0,1,right,J. Embiid layup (23 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Made,23.0,,,,2.89,,,,,,,,,,
590,PT05M12.00S,2020-08-23T19:26:51.3Z,4,REGULAR,2pt,layup,[],202689,6.915243101182654,30.95128676470588,1610612738,90,102,2020-08-23T19:26:59Z,5870000,95.0,13.0,1,left,MISS K. Walker 10' layup Blocked,"[202689, 202692]",1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,,,,,,Missed,,,,,9.69,,,,,,,,Burks,202692.0,
591,PT05M12.00S,2020-08-23T19:26:51.3Z,4,REGULAR,block,,[],202692,,,1610612738,90,102,2020-08-23T19:26:53Z,5880000,,,0,,A. Burks BLOCK (2 BLK),[202692],1610612755.0,PHI,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT05M12.00S,2020-08-23T19:26:51.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,90,102,2020-08-23T19:26:59Z,5890000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,590.0,,,,,,,,,
593,PT05M12.00S,2020-08-23T19:26:56.4Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,90,102,2020-08-23T19:26:56Z,5900000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT05M12.00S,2020-08-23T19:26:57.0Z,4,REGULAR,substitution,out,[],203118,,,1610612738,90,102,2020-08-23T19:27:01Z,5910000,,,0,,substitution out Scott,[203118],1610612755.0,PHI,,,,Scott,M. Scott,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT05M12.00S,2020-08-23T19:26:57.0Z,4,REGULAR,substitution,in,[],202699,,,1610612738,90,102,2020-08-23T19:27:01Z,5920000,,,0,,substitution in Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT05M02.00S,2020-08-23T19:27:21.4Z,4,REGULAR,3pt,jumpshot,['2ndchance'],202689,28.465834428383708,74.08854166666666,1610612738,90,102,2020-08-23T19:27:30Z,5930000,-120.0,215.0,1,left,MISS K. Walker 25' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,Missed,,,,,25.13,,,,,,,,,,
597,PT04M57.00S,2020-08-23T19:27:25.5Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,90,102,2020-08-23T19:27:25Z,5940000,,,0,,J. Embiid REBOUND (Off:2 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,596.0,8.0,6.0,2.0,,,,,,
598,PT04M46.00S,2020-08-23T19:27:40.6Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612755,90,102,2020-08-23T19:27:40Z,5950000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT04M42.00S,2020-08-23T19:27:54.6Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1626196,93.9060446780552,55.951286764705884,1610612755,90,102,2020-08-23T19:28:03Z,5960000,30.0,5.0,1,right,MISS J. Richardson layup Blocked,"[1626196, 1628464]",1610612755.0,PHI,drivingreverse,,,Richardson,J. Richardson,,,,,,,,,,Missed,,,,,3.15,,,,,,,,Theis,1628464.0,
600,PT04M42.00S,2020-08-23T19:27:54.6Z,4,REGULAR,block,,[],1628464,,,1610612755,90,102,2020-08-23T19:27:57Z,5970000,,,0,,D. Theis BLOCK (1 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT04M41.00S,2020-08-23T19:27:55.6Z,4,REGULAR,rebound,offensive,[],202692,,,1610612755,90,102,2020-08-23T19:28:03Z,5980000,,,0,,A. Burks REBOUND (Off:1 Def:2),[202692],1610612755.0,PHI,,,,Burks,A. Burks,,,,,,,,,,,,,,,,599.0,3.0,2.0,1.0,,,,,,
602,PT04M41.00S,2020-08-23T19:27:59.7Z,4,REGULAR,3pt,jumpshot,['2ndchance'],202692,92.9862023653088,94.18658088235294,1610612755,90,102,2020-08-23T19:28:12Z,5990000,221.0,13.0,1,right,MISS A. Burks 22' 3PT Blocked,"[202692, 202689]",1610612755.0,PHI,,,,Burks,A. Burks,,,,,,,,,,Missed,,,,,22.17,,,,,,,,Walker,202689.0,
603,PT04M41.00S,2020-08-23T19:27:59.7Z,4,REGULAR,block,,[],202689,,,1610612755,90,102,2020-08-23T19:28:02Z,6000000,,,0,,K. Walker BLOCK (2 BLK),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT04M40.00S,2020-08-23T19:28:00.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612755,90,102,2020-08-23T19:28:12Z,6010000,,,0,,Team offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,602.0,,,,,,,,,
605,PT04M39.00S,2020-08-23T19:28:04.8Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612755,90,102,2020-08-23T19:28:04Z,6020000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT04M38.00S,2020-08-23T19:28:19.6Z,4,REGULAR,turnover,badpass,[],1626196,,,1610612755,90,102,2020-08-23T19:28:26Z,6030000,,,0,,J. Richardson TURNOVER badpass (2 TOV) Stolen,"[1626196, 202689]",1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,,,,,,2.0,Walker,202689.0,,,,,,,,,,,
607,PT04M38.00S,2020-08-23T19:28:19.6Z,4,REGULAR,steal,,[],202689,,,1610612738,90,102,2020-08-23T19:28:22Z,6040000,,,0,,K. Walker STEAL (1 STL),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT04M35.00S,2020-08-23T19:28:23.8Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,6.652431011826544,47.372855392156865,1610612738,90,104,2020-08-23T19:28:30Z,6050000,13.0,10.0,1,left,J. Tatum layup (26 PTS) (K. Walker 4 AST),"[1628369, 202689]",1610612738.0,BOS,cuttingfingerroll,,,Tatum,J. Tatum,,,,,,,,,,Made,26.0,,,,2.03,,,,,K. Walker,202689.0,4.0,,,
610,PT04M35.00S,2020-08-23T19:28:31.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,90,104,2020-08-23T19:28:31Z,6070000,,,0,,timeout full,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT04M35.00S,2020-08-23T19:29:15.4Z,4,REGULAR,substitution,out,[],203526,,,1610612755,90,104,2020-08-23T19:30:02Z,6080000,,,0,,substitution out Neto,[203526],1610612755.0,PHI,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT04M35.00S,2020-08-23T19:29:15.4Z,4,REGULAR,substitution,out,[],202692,,,1610612755,90,104,2020-08-23T19:30:02Z,6090000,,,0,,substitution out Burks,[202692],1610612755.0,PHI,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT04M35.00S,2020-08-23T19:29:15.4Z,4,REGULAR,substitution,in,[],1629003,,,1610612755,90,104,2020-08-23T19:30:02Z,6100000,,,0,,substitution in Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT04M35.00S,2020-08-23T19:29:15.4Z,4,REGULAR,substitution,in,[],201143,,,1610612755,90,104,2020-08-23T19:30:02Z,6110000,,,0,,substitution in Horford,[201143],1610612755.0,PHI,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT04M23.00S,2020-08-23T19:30:26.1Z,4,REGULAR,3pt,jumpshot,[],1629003,71.69842312746385,19.431678921568626,1610612755,90,104,2020-08-23T19:30:33Z,6120000,-153.0,214.0,1,right,MISS S. Milton 27' 3PT,[1629003],1610612755.0,PHI,stepback,,,Milton,S. Milton,,,,,,,,,,Missed,,,,,26.7,,,,,,,,,,
616,PT04M20.00S,2020-08-23T19:30:29.1Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,90,104,2020-08-23T19:30:39Z,6130000,,,0,,J. Tatum REBOUND (Off:3 Def:11),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,615.0,14.0,11.0,3.0,,,,,,
617,PT04M01.00S,2020-08-23T19:30:48.6Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1628464,4.944152431011826,44.921875,1610612738,90,104,2020-08-23T19:30:58Z,6140000,25.0,-6.0,1,left,MISS D. Theis layup,[1628464],1610612738.0,BOS,cuttingfingerroll,,,Theis,D. Theis,,,,,,,,,,Missed,,,,,2.54,,,,,,,,,,
618,PT04M00.00S,2020-08-23T19:30:49.6Z,4,REGULAR,rebound,offensive,[],1628464,,,1610612738,90,104,2020-08-23T19:30:58Z,6150000,,,0,,D. Theis REBOUND (Off:2 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,617.0,4.0,2.0,2.0,,,,,,
619,PT03M56.00S,2020-08-23T19:30:53.4Z,4,REGULAR,3pt,jumpshot,['2ndchance'],202689,22.28975032851511,88.54932598039215,1610612738,90,104,2020-08-23T19:31:01Z,6160000,-193.0,157.0,1,left,MISS K. Walker 25' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,Missed,,,,,25.21,,,,,,,,,,
620,PT03M52.00S,2020-08-23T19:30:57.4Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,90,104,2020-08-23T19:31:01Z,6170000,,,0,,J. Embiid REBOUND (Off:2 Def:7),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,619.0,9.0,7.0,2.0,,,,,,
621,PT03M45.00S,2020-08-23T19:31:04.8Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],202699,82.21090670170827,37.07873774509804,1610612755,92,104,2020-08-23T19:31:11Z,6180000,-65.0,115.0,1,right,T. Harris 14' jumpshot (18 PTS),[202699],1610612755.0,PHI,stepback,,,Harris,T. Harris,,,,,,,,,,Made,18.0,,,,13.65,,,,,,,,,,
622,PT03M27.00S,2020-08-23T19:31:25.6Z,4,REGULAR,foul,personal,['2freethrow'],202699,,,1610612738,92,104,2020-08-23T19:31:32Z,6190000,,,0,,T. Harris FOUL personal (4 PF) (Tatum 2freethrow),"[202699, 1628369]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,201640.0,4.0,1.0,Tatum,1628369.0,,,,,,,,,,,,,,,,
624,PT03M27.00S,2020-08-23T19:31:50.3Z,4,REGULAR,freethrow,1of2,[],1628369,,,1610612738,92,105,2020-08-23T19:31:50Z,6210000,,,0,,J. Tatum freethrow 1of2 (27 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Made,27.0,,,,,,,,,,,,,,
625,PT03M27.00S,2020-08-23T19:32:08.6Z,4,REGULAR,freethrow,2of2,[],1628369,,,1610612738,92,106,2020-08-23T19:32:08Z,6220000,,,0,,J. Tatum freethrow 2of2 (28 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Made,28.0,,,,,,,,,,,,,,
626,PT03M10.00S,2020-08-23T19:32:30.2Z,4,REGULAR,3pt,jumpshot,[],203954,78.0059132720105,87.8140318627451,1610612755,92,106,2020-08-23T19:32:38Z,6230000,189.0,154.0,1,right,MISS J. Embiid 25' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Missed,,,,,24.75,,,,,,,,,,
627,PT03M09.00S,2020-08-23T19:32:31.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,92,106,2020-08-23T19:32:38Z,6240000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,626.0,,,,,,,,,
628,PT03M09.00S,2020-08-23T19:32:34.9Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,92,106,2020-08-23T19:32:34Z,6250000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT02M47.00S,2020-08-23T19:33:01.1Z,4,REGULAR,2pt,dunk,['pointsinthepaint'],1628464,6.521024967148489,44.921875,1610612738,92,106,2020-08-23T19:33:07Z,6260000,25.0,9.0,1,left,MISS D. Theis dunk Blocked,"[1628464, 203954]",1610612738.0,BOS,driving,,,Theis,D. Theis,,,,,,,,,,Missed,,,,,2.91,,,,,,,,Embiid,203954.0,
630,PT02M47.00S,2020-08-23T19:33:01.1Z,4,REGULAR,block,,[],203954,,,1610612738,92,106,2020-08-23T19:33:04Z,6270000,,,0,,J. Embiid BLOCK (2 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT02M45.00S,2020-08-23T19:33:03.1Z,4,REGULAR,rebound,defensive,[],1626196,,,1610612755,92,106,2020-08-23T19:33:13Z,6280000,,,0,,J. Richardson REBOUND (Off:1 Def:2),[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,629.0,3.0,2.0,1.0,,,,,,
632,PT02M41.00S,2020-08-23T19:33:07.8Z,4,REGULAR,3pt,jumpshot,['fastbreak'],1629003,72.09264126149803,20.166973039215684,1610612755,92,106,2020-08-23T19:33:17Z,6290000,-149.0,210.0,1,right,MISS S. Milton 26' 3PT,[1629003],1610612755.0,PHI,pullup,,,Milton,S. Milton,,,,,,,,,,Missed,,,,,26.19,,,,,,,,,,
633,PT02M37.00S,2020-08-23T19:33:11.8Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,92,106,2020-08-23T19:33:17Z,6300000,,,0,,J. Tatum REBOUND (Off:3 Def:12),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,632.0,15.0,12.0,3.0,,,,,,
634,PT02M31.00S,2020-08-23T19:33:17.4Z,4,REGULAR,3pt,jumpshot,[],1627759,5.732588699080158,94.18658088235294,1610612738,92,106,2020-08-23T19:33:26Z,6310000,-221.0,1.0,1,left,MISS J. Brown 22' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Missed,,,,,22.1,,,,,,,,,,
635,PT02M29.00S,2020-08-23T19:33:19.4Z,4,REGULAR,rebound,defensive,[],202699,,,1610612755,92,106,2020-08-23T19:33:26Z,6320000,,,0,,T. Harris REBOUND (Off:0 Def:5),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,634.0,5.0,5.0,0.0,,,,,,
636,PT02M20.00S,2020-08-23T19:33:32.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612755,92,106,2020-08-23T19:33:43Z,6330000,,,0,,J. Tatum FOUL personal (1 PF) (Embiid inpenalty),"[1628369, 203954]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,2715.0,1.0,0.0,Embiid,203954.0,,,,,,,,,,,,,,,,
