actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
183,PT12M00.00S,2020-08-23T17:44:53.5Z,2,REGULAR,substitution,out,['startperiod'],202954,,,1610612755,32,27,2020-08-23T17:46:15Z,1810000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2020-08-23T17:44:53.5Z,2,REGULAR,substitution,out,['startperiod'],1629684,,,1610612755,32,27,2020-08-23T17:46:15Z,1820000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2020-08-23T17:44:53.5Z,2,REGULAR,substitution,in,['startperiod'],1629003,,,1610612755,32,27,2020-08-23T17:46:15Z,1830000,,,0,,substitution in Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2020-08-23T17:44:53.5Z,2,REGULAR,substitution,in,['startperiod'],202699,,,1610612755,32,27,2020-08-23T17:46:15Z,1840000,,,0,,substitution in Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2020-08-23T17:44:53.5Z,2,REGULAR,substitution,in,['startperiod'],1628400,,,1610612755,32,27,2020-08-23T17:46:15Z,1850000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2020-08-23T17:44:53.5Z,2,REGULAR,substitution,in,['startperiod'],1628464,,,1610612755,32,27,2020-08-23T17:46:15Z,1860000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2020-08-23T17:44:53.5Z,2,REGULAR,substitution,in,['startperiod'],202689,,,1610612755,32,27,2020-08-23T17:46:15Z,1870000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2020-08-23T17:46:15.3Z,2,REGULAR,period,start,[],0,,,1610612738,32,27,2020-08-23T17:46:15Z,1880000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT11M53.00S,2020-08-23T17:46:25.0Z,2,REGULAR,foul,personal,[],202699,,,1610612738,32,27,2020-08-23T17:46:31Z,1890000,,,0,,T. Harris FOUL personal (1 PF),"[202699, 1627759]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,2715.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,,
193,PT11M45.00S,2020-08-23T17:46:50.8Z,2,REGULAR,foul,personal,['2freethrow'],202692,,,1610612738,32,27,2020-08-23T17:47:00Z,1910000,,,0,,A. Burks FOUL personal (2 PF) (Smart 2freethrow),"[202692, 203935]",1610612755.0,PHI,shooting,,,Burks,A. Burks,,,,,201640.0,2.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,,
195,PT11M45.00S,2020-08-23T17:47:13.0Z,2,REGULAR,freethrow,1of2,[],203935,,,1610612738,32,27,2020-08-23T17:47:13Z,1930000,,,0,,MISS M. Smart freethrow 1of2,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Missed,,,,,,,,,,,,,,,
196,PT11M45.00S,2020-08-23T17:47:13.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,32,27,2020-08-23T17:47:13Z,1940000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,195.0,,,,,,,,,
197,PT11M45.00S,2020-08-23T17:47:25.5Z,2,REGULAR,freethrow,2of2,[],203935,,,1610612738,32,28,2020-08-23T17:47:25Z,1950000,,,0,,M. Smart freethrow 2of2 (4 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
198,PT11M23.00S,2020-08-23T17:47:50.0Z,2,REGULAR,2pt,jumpshot,[],202692,15.456636005256241,28.500306372549016,1610612755,32,28,2020-08-23T17:48:03Z,1960000,107.0,93.0,1,left,MISS A. Burks 15' jumpshot,[202692],1610612755.0,PHI,pullupbank,,,Burks,A. Burks,,,,,,,,,,Missed,,,,,14.57,,,,,,,,,,
199,PT11M21.00S,2020-08-23T17:47:52.0Z,2,REGULAR,rebound,defensive,[],1628400,,,1610612738,32,28,2020-08-23T17:48:03Z,1970000,,,0,,S. Ojeleye REBOUND (Off:0 Def:1),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,198.0,1.0,1.0,0.0,,,,,,
200,PT11M09.00S,2020-08-23T17:48:03.9Z,2,REGULAR,3pt,jumpshot,[],1627759,73.53810775295663,14.529718137254902,1610612738,32,28,2020-08-23T17:48:10Z,1980000,-177.0,196.0,1,right,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Missed,,,,,26.86,,,,,,,,,,
201,PT11M07.00S,2020-08-23T17:48:05.9Z,2,REGULAR,rebound,defensive,[],1629003,,,1610612755,32,28,2020-08-23T17:48:10Z,1990000,,,0,,S. Milton REBOUND (Off:0 Def:1),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,200.0,1.0,1.0,0.0,,,,,,
202,PT10M53.00S,2020-08-23T17:48:21.3Z,2,REGULAR,2pt,layup,['pointsinthepaint'],203954,6.652431011826544,53.50030637254902,1610612755,34,28,2020-08-23T17:48:26Z,2000000,-18.0,10.0,1,left,J. Embiid layup (8 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Made,8.0,,,,2.34,,,,,,,,,,
203,PT10M38.00S,2020-08-23T17:48:34.3Z,2,REGULAR,2pt,jumpshot,[],202689,78.0059132720105,63.549325980392155,1610612738,34,30,2020-08-23T17:48:38Z,2010000,68.0,154.0,1,right,K. Walker 17' jumpshot (11 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,Made,11.0,,,,17.35,,,,,,,,,,
204,PT10M22.00S,2020-08-23T17:48:50.4Z,2,REGULAR,2pt,jumpshot,[],203954,26.888961892247043,38.05912990196079,1610612755,34,30,2020-08-23T17:48:54Z,2020000,60.0,200.0,1,left,MISS J. Embiid 21' jumpshot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Missed,,,,,21.43,,,,,,,,,,
205,PT10M20.00S,2020-08-23T17:48:52.4Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,34,30,2020-08-23T17:48:54Z,2030000,,,0,,D. Theis REBOUND (Off:0 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,204.0,1.0,1.0,0.0,,,,,,
206,PT10M10.00S,2020-08-23T17:49:03.3Z,2,REGULAR,3pt,jumpshot,[],1628464,72.35545335085413,78.50030637254902,1610612738,34,33,2020-08-23T17:49:08Z,2040000,143.0,207.0,1,right,D. Theis 26' 3PT  (3 PTS) (J. Brown 2 AST),"[1628464, 1627759]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,Made,3.0,,,,25.62,,,,,J. Brown,1627759.0,2.0,,,
208,PT09M48.00S,2020-08-23T17:49:24.4Z,2,REGULAR,2pt,jumpshot,[],201143,13.61695137976347,18.45128676470588,1610612755,36,33,2020-08-23T17:49:31Z,2060000,158.0,75.0,1,left,A. Horford 18' jumpshot (6 PTS),[201143],1610612755.0,PHI,,,,Horford,A. Horford,,,,,,,,,,Made,6.0,,,,17.73,,,,,,,,,,
210,PT09M33.00S,2020-08-23T17:49:39.9Z,2,REGULAR,3pt,jumpshot,[],202689,72.7496714848883,78.25520833333334,1610612738,36,36,2020-08-23T17:49:46Z,2080000,141.0,204.0,1,right,K. Walker 25' 3PT  (14 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,Made,14.0,,,,25.24,,,,,,,,,,
211,PT09M32.00S,2020-08-23T17:49:47.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,36,36,2020-08-23T17:49:47Z,2090000,,,0,,timeout full,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M17.00S,2020-08-23T17:53:37.8Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],202692,14.14257555847569,40.01991421568628,1610612755,38,36,2020-08-23T17:53:43Z,2100000,50.0,80.0,1,left,A. Burks 10' jumpshot (4 PTS) (A. Horford 2 AST),"[202692, 201143]",1610612755.0,PHI,turnaroundfadeaway,,,Burks,A. Burks,,,,,,,,,,Made,4.0,,,,9.93,,,,,A. Horford,201143.0,2.0,,,
214,PT08M56.00S,2020-08-23T17:53:58.0Z,2,REGULAR,3pt,jumpshot,[],1628400,70.12155059132719,22.863051470588236,1610612738,38,36,2020-08-23T17:54:05Z,2120000,-136.0,228.0,1,right,MISS S. Ojeleye 27' 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,Missed,,,,,27.04,,,,,,,,,,
215,PT08M55.00S,2020-08-23T17:53:59.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,38,36,2020-08-23T17:54:05Z,2130000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,214.0,,,,,,,,,
216,PT08M55.00S,2020-08-23T17:54:04.6Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612738,38,36,2020-08-23T17:54:04Z,2140000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M53.00S,2020-08-23T17:54:22.5Z,2,REGULAR,3pt,jumpshot,['2ndchance'],1628464,66.44218134034165,50.314031862745104,1610612738,38,39,2020-08-23T17:54:28Z,2150000,2.0,263.0,1,right,D. Theis 27' 3PT  (6 PTS) (M. Smart 2 AST),"[1628464, 203935]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,Made,6.0,,,,26.84,,,,,M. Smart,203935.0,2.0,,,
219,PT08M38.00S,2020-08-23T17:54:42.0Z,2,REGULAR,foul,personal,['2freethrow'],1628400,,,1610612755,38,39,2020-08-23T17:54:50Z,2170000,,,0,,S. Ojeleye FOUL personal (2 PF) (Embiid 2freethrow),"[1628400, 203954]",1610612738.0,BOS,shooting,,,Ojeleye,S. Ojeleye,,,,,201640.0,2.0,0.0,Embiid,203954.0,,,,,,,,,,,,,,,,
221,PT08M38.00S,2020-08-23T17:55:37.4Z,2,REGULAR,freethrow,1of2,[],203954,,,1610612755,38,39,2020-08-23T17:55:37Z,2190000,,,0,,MISS J. Embiid freethrow 1of2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Missed,,,,,,,,,,,,,,,
222,PT08M38.00S,2020-08-23T17:55:37.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,38,39,2020-08-23T17:55:37Z,2200000,,,0,,Team offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,221.0,,,,,,,,,
223,PT08M38.00S,2020-08-23T17:55:53.7Z,2,REGULAR,freethrow,2of2,[],203954,,,1610612755,39,39,2020-08-23T17:55:53Z,2210000,,,0,,J. Embiid freethrow 2of2 (9 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
224,PT08M21.00S,2020-08-23T17:56:11.6Z,2,REGULAR,3pt,jumpshot,[],202689,67.62483574244416,57.176776960784316,1610612738,39,42,2020-08-23T17:56:16Z,2220000,36.0,252.0,1,right,K. Walker 26' 3PT  (17 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,Made,17.0,,,,25.98,,,,,,,,,,
225,PT07M56.00S,2020-08-23T17:56:36.0Z,2,REGULAR,2pt,jumpshot,[],202699,1.133377135348226,26.784620098039213,1610612755,41,42,2020-08-23T17:56:44Z,2230000,116.0,-42.0,1,left,T. Harris 12' jumpshot (9 PTS),[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,,,,,,Made,9.0,,,,12.16,,,,,,,,,,
226,PT07M47.00S,2020-08-23T17:56:49.2Z,2,REGULAR,foul,personal,[],202699,,,1610612738,41,42,2020-08-23T17:56:57Z,2240000,,,0,,T. Harris FOUL personal (2 PF),"[202699, 203935]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,203592.0,2.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,,
228,PT07M47.00S,2020-08-23T17:56:57.9Z,2,REGULAR,substitution,out,[],203954,,,1610612738,41,42,2020-08-23T17:57:05Z,2260000,,,0,,substitution out Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M47.00S,2020-08-23T17:56:57.9Z,2,REGULAR,substitution,in,[],1626196,,,1610612738,41,42,2020-08-23T17:57:05Z,2270000,,,0,,substitution in Richardson,[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M47.00S,2020-08-23T17:57:22.1Z,2,REGULAR,foul,personal,['1freethrow'],201143,,,1610612738,41,42,2020-08-23T17:57:36Z,2280000,,,0,,A. Horford FOUL personal (1 PF) (Smart 1freethrow),"[201143, 203935]",1610612755.0,PHI,awayfromplay,,,Horford,A. Horford,,,,,2715.0,1.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,,
232,PT07M47.00S,2020-08-23T17:57:45.4Z,2,REGULAR,freethrow,1of1,[],202689,,,1610612738,41,43,2020-08-23T17:57:45Z,2300000,,,0,,K. Walker awayfromplay freethrow 1of1 (18 PTS),[202689],1610612738.0,BOS,awayfromplay,,,Walker,K. Walker,,,,,,,,,,Made,18.0,,,,,,,,,,,,,,
233,PT07M40.00S,2020-08-23T17:58:06.1Z,2,REGULAR,2pt,jumpshot,[],203935,77.34888304862024,45.41207107843137,1610612738,41,43,2020-08-23T17:58:10Z,2310000,-23.0,160.0,1,right,MISS M. Smart 17' jumpshot,[203935],1610612738.0,BOS,drivingfloating,,,Smart,M. Smart,,,,,,,,,,Missed,,,,,16.75,,,,,,,,,,
234,PT07M37.00S,2020-08-23T17:58:09.1Z,2,REGULAR,rebound,offensive,[],1628464,,,1610612738,41,43,2020-08-23T17:58:10Z,2320000,,,0,,D. Theis REBOUND (Off:1 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,233.0,2.0,1.0,1.0,,,,,,
235,PT07M35.00S,2020-08-23T17:58:11.0Z,2,REGULAR,3pt,jumpshot,['2ndchance'],1628400,66.96780551905388,36.833639705882355,1610612738,41,43,2020-08-23T17:58:16Z,2330000,-66.0,258.0,1,right,MISS S. Ojeleye 27' 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,Missed,,,,,27.16,,,,,,,,,,
236,PT07M33.00S,2020-08-23T17:58:13.0Z,2,REGULAR,rebound,defensive,[],1629003,,,1610612755,41,43,2020-08-23T17:58:20Z,2340000,,,0,,S. Milton REBOUND (Off:0 Def:2),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,235.0,2.0,2.0,0.0,,,,,,
237,PT07M23.00S,2020-08-23T17:58:23.0Z,2,REGULAR,2pt,jumpshot,[],202699,29.122864651773984,39.77481617647059,1610612755,41,43,2020-08-23T17:58:30Z,2350000,51.0,221.0,1,left,MISS T. Harris 23' jumpshot,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,,,,,,Missed,,,,,23.25,,,,,,,,,,
238,PT07M21.00S,2020-08-23T17:58:25.0Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,41,43,2020-08-23T17:58:30Z,2360000,,,0,,K. Walker REBOUND (Off:0 Def:3),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,237.0,3.0,3.0,0.0,,,,,,
239,PT07M10.00S,2020-08-23T17:58:35.6Z,2,REGULAR,3pt,jumpshot,[],1628464,67.7562417871222,63.05912990196079,1610612738,41,43,2020-08-23T17:58:47Z,2370000,65.0,251.0,1,right,MISS D. Theis 26' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,Missed,,,,,26.43,,,,,,,,,,
240,PT07M09.00S,2020-08-23T17:58:36.6Z,2,REGULAR,rebound,offensive,[],1628400,,,1610612738,41,43,2020-08-23T17:58:47Z,2380000,,,0,,S. Ojeleye REBOUND (Off:1 Def:1),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,239.0,2.0,1.0,1.0,,,,,,
241,PT07M08.00S,2020-08-23T17:58:42.4Z,2,REGULAR,turnover,traveling,[],1628400,,,1610612738,41,43,2020-08-23T17:58:52Z,2390000,,,0,,S. Ojeleye TURNOVER traveling (1 TOV),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,2715.0,,,,,,,1.0,,,,,,,,,,,,,
242,PT06M55.00S,2020-08-23T17:59:06.4Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",202692,5.863994743758213,52.27481617647059,1610612755,43,43,2020-08-23T17:59:12Z,2400000,-11.0,3.0,1,left,A. Burks layup (6 PTS),[202692],1610612755.0,PHI,drivingreverse,,,Burks,A. Burks,,,,,,,,,,Made,6.0,,,,1.4,,,,,,,,,,
243,PT06M44.00S,2020-08-23T17:59:19.0Z,2,REGULAR,violation,kickedball,[],201143,,,1610612738,43,43,2020-08-23T17:59:25Z,2410000,,,0,,A. Horford violation kickedball,[201143],1610612755.0,PHI,,,,Horford,A. Horford,,,,,2715.0,,,,,,,,,,,,,,,,,,,,
244,PT06M44.00S,2020-08-23T17:59:29.5Z,2,REGULAR,substitution,out,[],202689,,,1610612738,43,43,2020-08-23T17:59:44Z,2420000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M44.00S,2020-08-23T17:59:29.5Z,2,REGULAR,substitution,out,[],1628400,,,1610612738,43,43,2020-08-23T17:59:44Z,2430000,,,0,,substitution out Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M44.00S,2020-08-23T17:59:29.5Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,43,43,2020-08-23T17:59:44Z,2440000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M44.00S,2020-08-23T17:59:29.5Z,2,REGULAR,substitution,in,[],202954,,,1610612738,43,43,2020-08-23T17:59:44Z,2450000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M34.00S,2020-08-23T18:00:04.9Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],203935,93.11760840998686,51.53952205882353,1610612738,43,45,2020-08-23T18:00:10Z,2460000,8.0,12.0,1,right,M. Smart jumpshot (6 PTS),[203935],1610612738.0,BOS,drivingbank,,,Smart,M. Smart,,,,,,,,,,Made,6.0,,,,1.93,,,,,,,,,,
249,PT06M30.00S,2020-08-23T18:00:12.7Z,2,REGULAR,foul,personal,[],1627759,,,1610612755,43,45,2020-08-23T18:00:19Z,2470000,,,0,,J. Brown FOUL personal (2 PF),"[1627759, 1629003]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,201640.0,2.0,0.0,Milton,1629003.0,,,,,,,,,,,,,,,,
251,PT06M19.00S,2020-08-23T18:00:46.2Z,2,REGULAR,3pt,jumpshot,[],202699,33.327858081471746,45.90226715686275,1610612755,43,45,2020-08-23T18:00:51Z,2490000,20.0,261.0,1,left,MISS T. Harris 27' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,Missed,,,,,26.71,,,,,,,,,,
252,PT06M17.00S,2020-08-23T18:00:48.2Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,43,45,2020-08-23T18:00:55Z,2500000,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,251.0,6.0,5.0,1.0,,,,,,
253,PT06M09.00S,2020-08-23T18:00:56.4Z,2,REGULAR,3pt,jumpshot,[],203935,74.45795006570303,12.568933823529413,1610612738,43,45,2020-08-23T18:01:05Z,2510000,-187.0,188.0,1,right,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Missed,,,,,26.89,,,,,,,,,,
254,PT06M07.00S,2020-08-23T18:00:58.4Z,2,REGULAR,rebound,defensive,[],201143,,,1610612755,43,45,2020-08-23T18:01:05Z,2520000,,,0,,A. Horford REBOUND (Off:3 Def:3),[201143],1610612755.0,PHI,,,,Horford,A. Horford,,,,,,,,,,,,,,,,253.0,6.0,3.0,3.0,,,,,,
255,PT05M58.00S,2020-08-23T18:01:07.3Z,2,REGULAR,3pt,jumpshot,[],1629003,33.722076215505915,47.86305147058824,1610612755,46,45,2020-08-23T18:01:12Z,2530000,11.0,264.0,1,left,S. Milton 27' 3PT  (8 PTS),[1629003],1610612755.0,PHI,pullup,,,Milton,S. Milton,,,,,,,,,,Made,8.0,,,,27.02,,,,,,,,,,
256,PT05M36.00S,2020-08-23T18:01:39.5Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628369,92.85479632063075,47.127757352941174,1610612738,46,47,2020-08-23T18:01:44Z,2540000,-14.0,15.0,1,right,J. Tatum layup (7 PTS),[1628369],1610612738.0,BOS,drivingfingerroll,,,Tatum,J. Tatum,,,,,,,,,,Made,7.0,,,,2.48,,,,,,,,,,
257,PT05M36.00S,2020-08-23T18:01:45.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,46,47,2020-08-23T18:01:45Z,2550000,,,0,,timeout full,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M16.00S,2020-08-23T18:05:38.4Z,2,REGULAR,2pt,jumpshot,[],202692,14.536793692509855,72.61795343137256,1610612755,48,47,2020-08-23T18:05:46Z,2560000,-113.0,84.0,1,left,A. Burks 14' jumpshot (8 PTS),[202692],1610612755.0,PHI,turnaroundfadeaway,,,Burks,A. Burks,,,,,,,,,,Made,8.0,,,,14.43,,,,,,,,,,
259,PT04M58.00S,2020-08-23T18:05:56.7Z,2,REGULAR,2pt,jumpshot,[],1627759,75.50919842312747,29.725796568627448,1610612738,48,49,2020-08-23T18:06:03Z,2570000,-101.0,178.0,1,right,J. Brown 21' jumpshot (8 PTS) (B. Wanamaker 1 AST),"[1627759, 202954]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,,,,Made,8.0,,,,20.94,,,,,B. Wanamaker,202954.0,1.0,,,
261,PT04M38.00S,2020-08-23T18:06:16.8Z,2,REGULAR,3pt,jumpshot,[],202692,32.933639947437584,56.93167892156863,1610612755,51,49,2020-08-23T18:06:22Z,2590000,-35.0,257.0,1,left,A. Burks 26' 3PT  (11 PTS),[202692],1610612755.0,PHI,pullup,,,Burks,A. Burks,,,,,,,,,,Made,11.0,,,,26.49,,,,,,,,,,
262,PT04M23.00S,2020-08-23T18:06:31.0Z,2,REGULAR,3pt,jumpshot,[],1627759,89.17542706964521,4.725796568627451,1610612738,51,49,2020-08-23T18:06:37Z,2600000,-226.0,49.0,1,right,MISS J. Brown 23' 3PT,[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,,,,,,Missed,,,,,23.29,,,,,,,,,,
263,PT04M21.00S,2020-08-23T18:06:33.0Z,2,REGULAR,rebound,defensive,[],202692,,,1610612755,51,49,2020-08-23T18:06:37Z,2610000,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612755.0,PHI,,,,Burks,A. Burks,,,,,,,,,,,,,,,,262.0,1.0,1.0,0.0,,,,,,
264,PT04M12.00S,2020-08-23T18:06:45.0Z,2,REGULAR,turnover,lostball,[],202699,,,1610612755,51,49,2020-08-23T18:07:01Z,2620000,,,0,,T. Harris TURNOVER lostball (1 TOV) Stolen,"[202699, 1628369]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,1.0,Tatum,1628369.0,,,,,,,,,,,
265,PT04M12.00S,2020-08-23T18:06:45.0Z,2,REGULAR,steal,,[],1628369,,,1610612738,51,49,2020-08-23T18:06:46Z,2630000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M10.00S,2020-08-23T18:06:51.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202699,,,1610612738,51,49,2020-08-23T18:08:07Z,2640000,,,0,,T. Harris FOUL personal (3 PF) (Tatum inpenalty),"[202699, 1628369]",1610612755.0,PHI,take,,,Harris,T. Harris,,,,,2715.0,3.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,,
268,PT04M10.00S,2020-08-23T18:07:01.0Z,2,REGULAR,foul,technical,['1freethrow'],202699,,,1610612738,51,49,2020-08-23T18:08:07Z,2660000,,,0,,T. Harris FOUL technical (1 Tech),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,2715.0,3.0,1.0,,,,,,,,,,,,,,,,,,
269,PT04M10.00S,2020-08-23T18:07:12.1Z,2,REGULAR,freethrow,1of1,[],1628369,,,1610612738,51,50,2020-08-23T18:07:12Z,2670000,,,0,,J. Tatum technical freethrow 1of1 (8 PTS),[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
270,PT04M10.00S,2020-08-23T18:07:40.9Z,2,REGULAR,freethrow,1of2,['fromturnover'],1628369,,,1610612738,51,50,2020-08-23T18:07:40Z,2680000,,,0,,MISS J. Tatum freethrow 1of2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,,,,,,,,,,,,,
271,PT04M10.00S,2020-08-23T18:07:40.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,51,50,2020-08-23T18:07:40Z,2690000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,270.0,,,,,,,,,
272,PT04M10.00S,2020-08-23T18:07:54.2Z,2,REGULAR,freethrow,2of2,['fromturnover'],1628369,,,1610612738,51,51,2020-08-23T18:07:54Z,2700000,,,0,,J. Tatum freethrow 2of2 (9 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
