actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value,stealPlayerName,stealPersonId
171,PT12M00.00S,2022-05-10T00:02:56.5Z,2,REGULAR,substitution,in,['startperiod'],1628960,,,1610612738,25,18,2022-05-10T00:03:47Z,1670000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-05-10T00:02:56.5Z,2,REGULAR,substitution,in,['startperiod'],1630202,,,1610612738,25,18,2022-05-10T00:03:47Z,1680000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-05-10T00:02:56.5Z,2,REGULAR,substitution,in,['startperiod'],1629684,,,1610612738,25,18,2022-05-10T00:03:47Z,1690000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-05-10T00:03:50.0Z,2,REGULAR,period,start,[],0,,,1610612738,25,18,2022-05-10T00:03:50Z,1700000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT11M46.00S,2022-05-10T00:04:07.4Z,2,REGULAR,foul,personal,[],202083,,,1610612738,25,18,2022-05-10T00:04:16Z,1710000,,,0,,W. Matthews personal FOUL (2 PF),"[202083, 1627759]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,1627962.0,,2.0,0.0,Brown,1627759.0,,,,,,
177,PT11M46.00S,2022-05-10T00:04:20.4Z,2,REGULAR,substitution,out,[],202083,,,1610612738,25,18,2022-05-10T00:04:30Z,1730000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT11M46.00S,2022-05-10T00:04:20.4Z,2,REGULAR,substitution,in,[],201950,,,1610612738,25,18,2022-05-10T00:04:30Z,1740000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M39.00S,2022-05-10T00:04:40.8Z,2,REGULAR,2pt,Jump Shot,[],1628401,23.078186596583443,65.68627450980392,1610612738,25,20,2022-05-10T00:04:45Z,1750000,-78.0,164.0,1,left,D. White 18' pullup Jump Shot (2 PTS),[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,18.21,Made,2.0,,,,,,,,,,,,,,,,,,
180,PT11M28.00S,2022-05-10T00:04:55.5Z,2,REGULAR,foul,personal,[],1630202,,,1610612749,25,20,2022-05-10T00:05:01Z,1760000,,,0,,P. Pritchard personal FOUL (1 PF),"[1630202, 201588]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,1146.0,,1.0,0.0,Hill,201588.0,,,,,,
182,PT11M21.00S,2022-05-10T00:05:24.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,91.14651773981603,54.65686274509803,1610612749,25,20,2022-05-10T00:06:09Z,1780000,23.0,31.0,1,right,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,3.85,Missed,,,,,,,,,,,,,,,,,,,
183,PT11M20.00S,2022-05-10T00:05:25.0Z,2,REGULAR,rebound,offensive,[],203507,,,1610612749,25,20,2022-05-10T00:06:09Z,1790000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,182.0,6.0,4.0,2.0,,,,,,,,,,,,,,
184,PT11M20.00S,2022-05-10T00:05:28.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203507,94.40999984741211,50.0,1610612749,27,20,2022-05-10T00:06:17Z,1800000,0.0,0.0,1,right,G. Antetokounmpo tip Layup (8 PTS),[203507],1610612749.0,MIL,tip,,,Antetokounmpo,G. Antetokounmpo,,,,,0.0,Made,8.0,,,,,,,,,,,,,,,,,,
185,PT11M05.00S,2022-05-10T00:05:41.3Z,2,REGULAR,foul,personal,['2freethrow'],201950,,,1610612738,27,20,2022-05-10T00:06:01Z,1810000,,,0,,J. Holiday shooting personal FOUL (1 PF) (Brown 2 FT),"[201950, 1627759]",1610612749.0,MIL,shooting,,,Holiday,J. Holiday,,,,,,,,,,,,,,1627962.0,,1.0,0.0,Brown,1627759.0,,,,,,
187,PT11M05.00S,2022-05-10T00:06:02.2Z,2,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,27,21,2022-05-10T00:06:02Z,1830000,,,0,,J. Brown Free Throw 1 of 2 (6 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
188,PT11M05.00S,2022-05-10T00:06:03.1Z,2,REGULAR,substitution,out,[],201572,,,1610612738,27,21,2022-05-10T00:06:08Z,1840000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT11M05.00S,2022-05-10T00:06:03.1Z,2,REGULAR,substitution,in,[],1626171,,,1610612738,27,21,2022-05-10T00:06:08Z,1850000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT11M05.00S,2022-05-10T00:06:19.6Z,2,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,27,22,2022-05-10T00:06:19Z,1860000,,,0,,J. Brown Free Throw 2 of 2 (7 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
191,PT10M53.00S,2022-05-10T00:06:35.5Z,2,REGULAR,turnover,bad pass,[],203507,,,1610612749,27,22,2022-05-10T00:06:41Z,1870000,,,0,,G. Antetokounmpo bad pass TURNOVER (2 TO),"[203507, 1627759]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,2.0,,,,,,,,,Brown,1627759.0
192,PT10M53.00S,2022-05-10T00:06:35.5Z,2,REGULAR,steal,,[],1627759,,,1610612738,27,22,2022-05-10T00:06:38Z,1880000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT10M48.00S,2022-05-10T00:06:40.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,6.1268068331143235,50.49019607843137,1610612738,27,24,2022-05-10T00:06:49Z,1890000,-2.0,5.0,1,left,J. Brown running DUNK (9 PTS) (P. Pritchard 1 AST),"[1627759, 1630202]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,0.57,Made,9.0,,,,,,,,,,,,,P. Pritchard,1630202.0,1.0,,,
194,PT10M40.00S,2022-05-10T00:06:48.2Z,2,REGULAR,2pt,Jump Shot,[],203507,79.45137976346912,78.92156862745098,1610612749,29,24,2022-05-10T00:06:53Z,1900000,145.0,141.0,1,right,G. Antetokounmpo 20' pullup Jump Shot (10 PTS),[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,20.18,Made,10.0,,,,,,,,,,,,,,,,,,
196,PT10M18.00S,2022-05-10T00:07:10.2Z,2,REGULAR,3pt,Jump Shot,[],1630202,33.459264126149804,31.372549019607842,1610612738,29,24,2022-05-10T00:07:27Z,1910000,93.0,262.0,1,left,MISS P. Pritchard 27' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,27.8,Missed,,,,,,,,,,,,,,,,,,,
197,PT10M16.00S,2022-05-10T00:07:12.3Z,2,REGULAR,rebound,offensive,[],1628401,,,1610612738,29,24,2022-05-10T00:07:12Z,1920000,,,0,,D. White REBOUND (Off:1 Def:0),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,196.0,1.0,0.0,1.0,,,,,,,,,,,,,,
198,PT10M01.00S,2022-05-10T00:07:26.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629684,28.86005256241787,18.872549019607842,1610612738,29,27,2022-05-10T00:07:31Z,1930000,156.0,219.0,1,left,G. Williams 26' 3PT  (3 PTS) (P. Pritchard 2 AST),"[1629684, 1630202]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,26.85,Made,3.0,,,,,,,,,,,,,P. Pritchard,1630202.0,2.0,,,
200,PT09M49.00S,2022-05-10T00:07:38.7Z,2,REGULAR,2pt,Jump Shot,[],201950,77.61169513797634,26.96078431372549,1610612749,31,27,2022-05-10T00:07:44Z,1950000,-115.0,158.0,1,right,J. Holiday 19' turnaround fadeaway Jump Shot (7 PTS),[201950],1610612749.0,MIL,turnaround fadeaway,,,Holiday,J. Holiday,,,,,19.55,Made,7.0,,,,,,,,,,,,,,,,,,
201,PT09M24.00S,2022-05-10T00:08:04.5Z,2,REGULAR,2pt,Jump Shot,[],1627759,21.23850197109067,69.36274509803921,1610612738,31,27,2022-05-10T00:08:16Z,1960000,-97.0,147.0,1,left,MISS J. Brown 17' step back Shot,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,17.61,Missed,,,,,,,,,,,,,,,,,,,
202,PT09M21.00S,2022-05-10T00:08:07.5Z,2,REGULAR,rebound,offensive,[],1630202,,,1610612738,31,27,2022-05-10T00:08:16Z,1970000,,,0,,P. Pritchard REBOUND (Off:1 Def:0),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,201.0,1.0,0.0,1.0,,,,,,,,,,,,,,
203,PT09M08.00S,2022-05-10T00:08:20.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629684,8.229303547963205,47.30392156862745,1610612738,31,27,2022-05-10T00:08:24Z,1980000,13.0,25.0,1,left,MISS G. Williams driving Layup,[1629684],1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,2.83,Missed,,,,,,,,,,,,,,,,,,,
204,PT09M06.00S,2022-05-10T00:08:22.1Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,31,27,2022-05-10T00:08:24Z,1990000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,203.0,7.0,5.0,2.0,,,,,,,,,,,,,,
205,PT08M48.00S,2022-05-10T00:08:44.1Z,2,REGULAR,2pt,Jump Shot,[],1626171,94.56307490144546,74.50980392156863,1610612749,31,27,2022-05-10T00:08:53Z,2000000,123.0,-1.0,1,right,MISS B. Portis 12' driving floating Shot,[1626171],1610612749.0,MIL,driving floating,,,Portis,B. Portis,,,,,12.25,Missed,,,,,,,,,,,,,,,,,,,
206,PT08M48.00S,2022-05-10T00:08:47.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,31,27,2022-05-10T00:08:47Z,2010000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,205.0,,,,,,,,,,,,,,,,,
207,PT08M48.00S,2022-05-10T00:08:48.2Z,2,REGULAR,foul,personal,[],1630202,,,1610612749,31,27,2022-05-10T00:08:55Z,2020000,,,0,,P. Pritchard loose ball personal FOUL (2 PF),"[1630202, 203507]",1610612738.0,BOS,loose ball,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,1148.0,,2.0,0.0,Antetokounmpo,203507.0,,,,,,
209,PT08M48.00S,2022-05-10T00:08:55.9Z,2,REGULAR,substitution,out,[],201588,,,1610612749,31,27,2022-05-10T00:09:05Z,2040000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M48.00S,2022-05-10T00:08:55.9Z,2,REGULAR,substitution,in,[],1626192,,,1610612749,31,27,2022-05-10T00:09:05Z,2050000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M44.00S,2022-05-10T00:09:12.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203507,68.15045992115637,63.725490196078425,1610612749,31,27,2022-05-10T00:09:19Z,2060000,69.0,247.0,1,right,MISS G. Antetokounmpo 25' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,25.63,Missed,,,,,,,,,,,,,,,,,,,
212,PT08M40.00S,2022-05-10T00:09:16.4Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,31,27,2022-05-10T00:09:19Z,2070000,,,0,,P. Pritchard REBOUND (Off:1 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,211.0,2.0,1.0,1.0,,,,,,,,,,,,,,
213,PT08M24.00S,2022-05-10T00:09:35.4Z,2,REGULAR,foul,personal,['2freethrow'],1628960,,,1610612738,31,27,2022-05-10T00:09:44Z,2080000,,,0,,G. Allen shooting personal FOUL (1 PF) (Horford 2 FT),"[1628960, 201143]",1610612749.0,MIL,shooting,,,Allen,G. Allen,,,,,,,,,,,,,,1148.0,,1.0,0.0,Horford,201143.0,,,,,,
215,PT08M24.00S,2022-05-10T00:10:05.9Z,2,REGULAR,freethrow,1 of 2,[],201143,,,1610612738,31,27,2022-05-10T00:10:05Z,2100000,,,0,,MISS A. Horford Free Throw 1 of 2,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,Missed,,,,,,,,,,,,,,,,,,,
216,PT08M24.00S,2022-05-10T00:10:05.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,31,27,2022-05-10T00:10:05Z,2110000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,215.0,,,,,,,,,,,,,,,,,
217,PT08M24.00S,2022-05-10T00:10:07.1Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,31,27,2022-05-10T00:10:15Z,2120000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M24.00S,2022-05-10T00:10:07.1Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,31,27,2022-05-10T00:10:15Z,2130000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M24.00S,2022-05-10T00:10:33.2Z,2,REGULAR,freethrow,2 of 2,[],201143,,,1610612738,31,28,2022-05-10T00:10:33Z,2140000,,,0,,A. Horford Free Throw 2 of 2 (8 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
220,PT08M13.00S,2022-05-10T00:10:44.8Z,2,REGULAR,3pt,Jump Shot,[],1628960,68.9388961892247,23.03921568627451,1610612749,31,28,2022-05-10T00:10:49Z,2150000,-135.0,239.0,1,right,MISS G. Allen 27' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,27.48,Missed,,,,,,,,,,,,,,,,,,,
221,PT08M11.00S,2022-05-10T00:10:46.8Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,31,28,2022-05-10T00:10:49Z,2160000,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,220.0,2.0,2.0,0.0,,,,,,,,,,,,,,
222,PT07M58.00S,2022-05-10T00:10:59.6Z,2,REGULAR,3pt,Jump Shot,[],1628369,31.09395532194481,65.93137254901961,1610612738,31,31,2022-05-10T00:11:05Z,2170000,-80.0,240.0,1,left,J. Tatum 25' 3PT  (7 PTS) (A. Horford 1 AST),"[1628369, 201143]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.27,Made,7.0,,,,,,,,,,,,,A. Horford,201143.0,1.0,,,
224,PT07M38.00S,2022-05-10T00:11:19.6Z,2,REGULAR,3pt,Jump Shot,[],1626192,71.56701708278581,16.911764705882355,1610612749,31,31,2022-05-10T00:11:24Z,2190000,-165.0,215.0,1,right,MISS P. Connaughton 27' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,27.11,Missed,,,,,,,,,,,,,,,,,,,
225,PT07M35.00S,2022-05-10T00:11:22.6Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,31,31,2022-05-10T00:11:22Z,2200000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,224.0,4.0,4.0,0.0,,,,,,,,,,,,,,
226,PT07M28.00S,2022-05-10T00:11:30.4Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,31,31,2022-05-10T00:11:36Z,2210000,,,0,,J. Tatum bad pass TURNOVER (2 TO),"[1628369, 201950]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,2.0,,,,,,,,,Holiday,201950.0
227,PT07M28.00S,2022-05-10T00:11:30.4Z,2,REGULAR,steal,,[],201950,,,1610612749,31,31,2022-05-10T00:11:32Z,2220000,,,0,,J. Holiday STEAL (2 STL),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M23.00S,2022-05-10T00:11:34.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203507,92.32917214191852,50.73529411764706,1610612749,33,31,2022-05-10T00:11:41Z,2230000,4.0,20.0,1,right,G. Antetokounmpo running DUNK (12 PTS) (J. Holiday 4 AST),"[203507, 201950]",1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,1.99,Made,12.0,,,,,,,,,,,,,J. Holiday,201950.0,4.0,,,
230,PT07M12.00S,2022-05-10T00:11:49.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,33,31,2022-05-10T00:11:49Z,2250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M05.00S,2022-05-10T00:12:02.7Z,2,REGULAR,3pt,Jump Shot,[],1628369,30.962549277266753,73.2843137254902,1610612738,33,31,2022-05-10T00:12:48Z,2260000,-116.0,239.0,1,left,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,26.54,Missed,,,,,,,,,,,,,,,,,,,
232,PT07M00.00S,2022-05-10T00:12:07.7Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,33,31,2022-05-10T00:12:08Z,2270000,,,0,,B. Portis REBOUND (Off:2 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,231.0,5.0,3.0,2.0,,,,,,,,,,,,,,
233,PT06M52.00S,2022-05-10T00:12:15.8Z,2,REGULAR,3pt,Jump Shot,[],1626171,67.36202365308804,63.48039215686274,1610612749,33,31,2022-05-10T00:12:21Z,2280000,67.0,254.0,1,right,MISS B. Portis 26' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,26.31,Missed,,,,,,,,,,,,,,,,,,,
234,PT06M48.00S,2022-05-10T00:12:18.9Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,33,31,2022-05-10T00:12:18Z,2290000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,233.0,5.0,5.0,0.0,,,,,,,,,,,,,,
235,PT06M41.00S,2022-05-10T00:12:26.0Z,2,REGULAR,3pt,Jump Shot,[],201143,26.363337713534822,15.441176470588236,1610612738,33,34,2022-05-10T00:12:31Z,2300000,173.0,195.0,1,left,A. Horford 26' 3PT  (11 PTS) (P. Pritchard 3 AST),"[201143, 1630202]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,26.08,Made,11.0,,,,,,,,,,,,,P. Pritchard,1630202.0,3.0,,,
237,PT06M35.00S,2022-05-10T00:12:37.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,33,34,2022-05-10T00:12:37Z,2320000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M35.00S,2022-05-10T00:15:47.6Z,2,REGULAR,substitution,out,[],1626171,,,1610612749,33,34,2022-05-10T00:16:17Z,2330000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M35.00S,2022-05-10T00:15:47.6Z,2,REGULAR,substitution,out,[],201950,,,1610612749,33,34,2022-05-10T00:16:17Z,2340000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M35.00S,2022-05-10T00:15:47.6Z,2,REGULAR,substitution,out,[],1630202,,,1610612749,33,34,2022-05-10T00:16:17Z,2350000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M35.00S,2022-05-10T00:15:47.6Z,2,REGULAR,substitution,in,[],201588,,,1610612749,33,34,2022-05-10T00:16:17Z,2360000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M35.00S,2022-05-10T00:15:47.6Z,2,REGULAR,substitution,in,[],202083,,,1610612749,33,34,2022-05-10T00:16:17Z,2370000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M35.00S,2022-05-10T00:15:47.6Z,2,REGULAR,substitution,in,[],203935,,,1610612749,33,34,2022-05-10T00:16:17Z,2380000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M18.00S,2022-05-10T00:16:44.9Z,2,REGULAR,foul,personal,[],201143,,,1610612749,33,34,2022-05-10T00:16:55Z,2390000,,,0,,A. Horford personal FOUL (2 PF),"[201143, 201588]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,1146.0,,2.0,0.0,Hill,201588.0,,,,,,
246,PT06M11.00S,2022-05-10T00:17:09.3Z,2,REGULAR,2pt,Jump Shot,[],203507,74.98357424441524,47.794117647058826,1610612749,33,34,2022-05-10T00:17:14Z,2410000,-11.0,183.0,1,right,MISS G. Antetokounmpo 18' Jump Shot,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,18.3,Missed,,,,,,,,,,,,,,,,,,,
247,PT06M08.00S,2022-05-10T00:17:12.3Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,33,34,2022-05-10T00:17:14Z,2420000,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,246.0,3.0,3.0,0.0,,,,,,,,,,,,,,
248,PT05M55.00S,2022-05-10T00:17:25.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,6.258212877792378,50.245098039215684,1610612738,33,36,2022-05-10T00:17:29Z,2430000,-1.0,6.0,1,left,D. White cutting Layup (4 PTS) (M. Smart 4 AST),"[1628401, 203935]",1610612738.0,BOS,cutting,,,White,D. White,,,,,0.64,Made,4.0,,,,,,,,,,,,,M. Smart,203935.0,4.0,,,
250,PT05M36.00S,2022-05-10T00:17:44.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203507,81.94809461235218,45.588235294117645,1610612749,35,36,2022-05-10T00:17:50Z,2450000,-22.0,117.0,1,right,G. Antetokounmpo 11' turnaround Hook (14 PTS),[203507],1610612749.0,MIL,turnaround,,,Antetokounmpo,G. Antetokounmpo,,,,,11.93,Made,14.0,,,,,,,,,,,,,,,,,,
251,PT05M16.00S,2022-05-10T00:18:04.5Z,2,REGULAR,3pt,Jump Shot,[],1628401,7.5722733245729295,95.83333333333334,1610612738,35,36,2022-05-10T00:18:10Z,2460000,-229.0,19.0,1,left,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,23.0,Missed,,,,,,,,,,,,,,,,,,,
252,PT05M12.00S,2022-05-10T00:18:08.5Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,35,36,2022-05-10T00:18:10Z,2470000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:6),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,251.0,8.0,6.0,2.0,,,,,,,,,,,,,,
253,PT05M07.00S,2022-05-10T00:18:13.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201588,95.22010512483574,2.941176470588235,1610612749,38,36,2022-05-10T00:18:19Z,2480000,-235.0,-8.0,1,right,G. Hill 3PT running (3 PTS) (G. Antetokounmpo 1 AST),"[201588, 203507]",1610612749.0,MIL,running,,,Hill,G. Hill,,,,,23.54,Made,3.0,,,,,,,,,,,,,G. Antetokounmpo,203507.0,1.0,,,
255,PT04M45.00S,2022-05-10T00:18:34.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203935,7.5722733245729295,48.529411764705884,1610612738,38,38,2022-05-10T00:18:40Z,2500000,7.0,19.0,1,left,M. Smart driving Layup (4 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,2.01,Made,4.0,,,,,,,,,,,,,,,,,,
256,PT04M26.00S,2022-05-10T00:18:56.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626192,91.80354796320631,55.392156862745104,1610612749,38,38,2022-05-10T00:21:19Z,2510000,27.0,25.0,1,right,MISS P. Connaughton driving Layup,[1626192],1610612749.0,MIL,driving,,,Connaughton,P. Connaughton,,,,,3.65,Missed,,,,,,,,,,,,,,,,,,,
257,PT04M24.00S,2022-05-10T00:18:58.6Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,38,38,2022-05-10T00:21:19Z,2520000,,,0,,A. Horford REBOUND (Off:0 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,256.0,4.0,4.0,0.0,,,,,,,,,,,,,,
260,PT04M13.00S,2022-05-10T00:19:06.8Z,2,REGULAR,2pt,Jump Shot,[],1627759,27.808804204993432,54.65686274509803,1610612738,38,38,2022-05-10T00:19:14Z,2550000,-23.0,209.0,1,left,MISS J. Brown 21' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,21.02,Missed,,,,,,,,,,,,,,,,,,,
261,PT04M10.00S,2022-05-10T00:19:09.8Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,38,38,2022-05-10T00:19:14Z,2560000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:7),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,260.0,9.0,7.0,2.0,,,,,,,,,,,,,,
