actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value,stealPlayerName,stealPersonId
534,PT00M01.80S,2022-05-10T01:24:51.4Z,3,REGULAR,rebound,defensive,[],1626192,,,1610612749,80,73,2022-05-10T01:25:00Z,5190000,,,0,,P. Connaughton REBOUND (Off:0 Def:7),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,533.0,7.0,7.0,0.0,,,,,,,,,,,,,,
535,PT00M00.00S,2022-05-10T01:25:06.1Z,3,REGULAR,period,end,[],0,,,1610612749,80,73,2022-05-10T01:25:06Z,5200000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT12M00.00S,2022-05-10T01:28:45.7Z,4,REGULAR,period,start,[],0,,,1610612749,80,73,2022-05-10T01:28:45Z,5210000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT11M49.00S,2022-05-10T01:28:55.2Z,4,REGULAR,3pt,Jump Shot,[],201950,31.09395532194481,32.1078431372549,1610612749,80,73,2022-05-10T01:29:00Z,5220000,89.0,240.0,1,left,MISS J. Holiday 25' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,25.6,Missed,,,,,,,,,,,,,,,,,,,
538,PT11M46.00S,2022-05-10T01:28:58.2Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,80,73,2022-05-10T01:29:00Z,5230000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,537.0,2.0,2.0,0.0,,,,,,,,,,,,,,
539,PT11M30.00S,2022-05-10T01:29:14.5Z,4,REGULAR,2pt,Jump Shot,[],201143,78.53153745072274,39.950980392156865,1610612738,80,75,2022-05-10T01:29:21Z,5240000,-50.0,149.0,1,right,A. Horford 15' Jump Shot (16 PTS) (M. Smart 7 AST),"[201143, 203935]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,15.75,Made,16.0,,,,,,,,,,,,,M. Smart,203935.0,7.0,,,
541,PT11M10.00S,2022-05-10T01:29:34.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,15.982260183968464,39.950980392156865,1610612749,80,75,2022-05-10T01:29:38Z,5260000,50.0,98.0,1,left,MISS G. Antetokounmpo 10' turnaround fadeaway Shot,[203507],1610612749.0,MIL,turnaround fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,10.98,Missed,,,,,,,,,,,,,,,,,,,
542,PT11M08.00S,2022-05-10T01:29:36.9Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,80,75,2022-05-10T01:29:38Z,5270000,,,0,,J. Tatum REBOUND (Off:2 Def:10),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,541.0,12.0,10.0,2.0,,,,,,,,,,,,,,
543,PT10M54.00S,2022-05-10T01:29:50.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203935,91.80354796320631,51.225490196078425,1610612738,80,75,2022-05-10T01:29:57Z,5280000,6.0,25.0,1,right,MISS M. Smart driving Layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,2.52,Missed,,,,,,,,,,,,,,,,,,,
544,PT10M52.00S,2022-05-10T01:29:52.5Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,80,75,2022-05-10T01:29:57Z,5290000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:16),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,543.0,18.0,16.0,2.0,,,,,,,,,,,,,,
545,PT10M52.00S,2022-05-10T01:29:56.0Z,4,REGULAR,foul,personal,[],1628401,,,1610612749,80,75,2022-05-10T01:30:16Z,5300000,,,0,,D. White take personal FOUL (2 PF),"[1628401, 203507]",1610612738.0,BOS,take,,,White,D. White,,,,,,,,,,,,,,1627962.0,,2.0,0.0,Antetokounmpo,203507.0,,,,,,
547,PT10M36.00S,2022-05-10T01:30:30.5Z,4,REGULAR,2pt,Jump Shot,[],203507,23.47240473061761,67.15686274509804,1610612749,80,75,2022-05-10T01:30:50Z,5320000,-86.0,168.0,1,left,MISS G. Antetokounmpo 18' pullup Shot,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,18.87,Missed,,,,,,,,,,,,,,,,,,,
548,PT10M32.00S,2022-05-10T01:30:33.5Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,80,75,2022-05-10T01:30:33Z,5330000,,,0,,J. Tatum REBOUND (Off:2 Def:11),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,547.0,13.0,11.0,2.0,,,,,,,,,,,,,,
549,PT10M25.00S,2022-05-10T01:30:40.2Z,4,REGULAR,3pt,Jump Shot,[],203935,78.79434954007884,5.637254901960785,1610612738,80,78,2022-05-10T01:30:46Z,5340000,-222.0,147.0,1,right,M. Smart 26' 3PT  (12 PTS) (D. White 1 AST),"[203935, 1628401]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.6,Made,12.0,,,,,,,,,,,,,D. White,1628401.0,1.0,,,
551,PT10M01.00S,2022-05-10T01:31:04.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201950,8.229303547963205,42.40196078431372,1610612749,80,78,2022-05-10T01:31:09Z,5360000,38.0,25.0,1,left,MISS J. Holiday Layup,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,4.54,Missed,,,,,,,,,,,,,,,,,,,
552,PT09M59.00S,2022-05-10T01:31:06.6Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,80,78,2022-05-10T01:31:09Z,5370000,,,0,,A. Horford REBOUND (Off:0 Def:7),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,551.0,7.0,7.0,0.0,,,,,,,,,,,,,,
553,PT09M51.00S,2022-05-10T01:31:16.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],201143,92.9862023653088,52.69607843137255,1610612738,80,80,2022-05-10T01:31:27Z,5380000,13.0,13.0,1,right,A. Horford driving DUNK (18 PTS) (M. Smart 8 AST),"[201143, 203935]",1610612738.0,BOS,driving,,,Horford,A. Horford,,,,,1.9,Made,18.0,,,,,,,,,,,,,M. Smart,203935.0,8.0,,,
554,PT09M51.00S,2022-05-10T01:31:23.5Z,4,REGULAR,foul,personal,['1freethrow'],203507,,,1610612738,80,80,2022-05-10T01:31:52Z,5390000,,,0,,G. Antetokounmpo shooting personal FOUL (3 PF) (Horford 1 FT),"[203507, 201143]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,1627962.0,,3.0,1.0,Horford,201143.0,,,,,,
556,PT09M51.00S,2022-05-10T01:31:56.7Z,4,REGULAR,instantreplay,request,[],0,,,1610612738,80,80,2022-05-10T01:37:42Z,5410000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,1148.0,,,,,,,,,Dead ball technical foul: Al Horford,,
559,PT09M51.00S,2022-05-10T01:33:19.9Z,4,REGULAR,foul,technical,['1freethrow'],201143,,,1610612738,80,80,2022-05-10T01:33:59Z,5440000,,,0,,A. Horford technical FOUL (1 Tech),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,1148.0,,3.0,1.0,,,,,,,,
560,PT09M51.00S,2022-05-10T01:34:05.3Z,4,REGULAR,freethrow,1 of 1,[],201950,,,1610612738,81,80,2022-05-10T01:34:05Z,5450000,,,0,,J. Holiday technical Free Throw 1 of 1 (16 PTS),[201950],1610612749.0,MIL,technical,,,Holiday,J. Holiday,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
561,PT09M51.00S,2022-05-10T01:34:06.7Z,4,REGULAR,substitution,out,[],1628960,,,1610612738,81,80,2022-05-10T01:34:33Z,5460000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT09M51.00S,2022-05-10T01:34:06.7Z,4,REGULAR,substitution,out,[],1626192,,,1610612738,81,80,2022-05-10T01:34:33Z,5470000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT09M51.00S,2022-05-10T01:34:06.7Z,4,REGULAR,substitution,in,[],202083,,,1610612738,81,80,2022-05-10T01:34:33Z,5480000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT09M51.00S,2022-05-10T01:34:06.7Z,4,REGULAR,substitution,in,[],201572,,,1610612738,81,80,2022-05-10T01:34:33Z,5490000,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT09M51.00S,2022-05-10T01:34:46.9Z,4,REGULAR,freethrow,1 of 1,[],201143,,,1610612738,81,81,2022-05-10T01:34:46Z,5500000,,,0,,A. Horford Free Throw 1 of 1 (19 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,
566,PT09M39.00S,2022-05-10T01:35:03.3Z,4,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612749,81,81,2022-05-10T01:35:15Z,5510000,,,0,,J. Tatum shooting personal FOUL (3 PF) (Lopez 2 FT),"[1628369, 201572]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,,,,1627962.0,,3.0,0.0,Lopez,201572.0,,,,,,
568,PT09M39.00S,2022-05-10T01:35:31.1Z,4,REGULAR,freethrow,1 of 2,[],201572,,,1610612749,82,81,2022-05-10T01:35:31Z,5530000,,,0,,B. Lopez Free Throw 1 of 2 (8 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
569,PT09M39.00S,2022-05-10T01:35:48.2Z,4,REGULAR,freethrow,2 of 2,[],201572,,,1610612749,83,81,2022-05-10T01:35:48Z,5540000,,,0,,B. Lopez Free Throw 2 of 2 (9 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
570,PT09M28.00S,2022-05-10T01:36:02.8Z,4,REGULAR,turnover,bad pass,[],203935,,,1610612738,83,81,2022-05-10T01:36:10Z,5550000,,,0,,M. Smart bad pass TURNOVER (3 TO),"[203935, 202083]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,3.0,,,,,,,,,Matthews,202083.0
571,PT09M28.00S,2022-05-10T01:36:02.8Z,4,REGULAR,steal,,[],202083,,,1610612749,83,81,2022-05-10T01:36:05Z,5560000,,,0,,W. Matthews STEAL (2 STL),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT09M22.00S,2022-05-10T01:36:08.6Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",201572,5.338370565045992,49.754901960784316,1610612749,85,81,2022-05-10T01:36:35Z,5570000,1.0,-2.0,1,left,B. Lopez running alley-oop DUNK (11 PTS) (G. Hill 2 AST),"[201572, 201588]",1610612749.0,MIL,running alley-oop,,,Lopez,B. Lopez,,,,,0.26,Made,11.0,,,,,,,,,,,,,G. Hill,201588.0,2.0,,,
574,PT09M08.00S,2022-05-10T01:36:22.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201143,80.76544021024968,39.21568627450981,1610612738,85,83,2022-05-10T01:36:27Z,5590000,-54.0,128.0,1,right,A. Horford 13' Jump Shot (21 PTS) (D. White 2 AST),"[201143, 1628401]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,13.92,Made,21.0,,,,,,,,,,,,,D. White,1628401.0,2.0,,,
576,PT08M52.00S,2022-05-10T01:36:41.5Z,4,REGULAR,foul,personal,[],203935,,,1610612749,85,83,2022-05-10T01:37:08Z,5610000,,,0,,M. Smart personal FOUL (3 PF),"[203935, 201572]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,1148.0,,3.0,0.0,Lopez,201572.0,,,,,,
578,PT08M37.00S,2022-05-10T01:37:27.9Z,4,REGULAR,turnover,bad pass,[],203507,,,1610612749,85,83,2022-05-10T01:37:34Z,5630000,,,0,,G. Antetokounmpo bad pass TURNOVER (3 TO),"[203507, 1630202]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,3.0,,,,,,,,,Pritchard,1630202.0
579,PT08M37.00S,2022-05-10T01:37:27.9Z,4,REGULAR,steal,,[],1630202,,,1610612738,85,83,2022-05-10T01:37:30Z,5640000,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT08M31.00S,2022-05-10T01:37:32.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628401,92.32917214191852,51.71568627450981,1610612738,85,85,2022-05-10T01:37:42Z,5650000,9.0,20.0,1,right,D. White running Layup (9 PTS) (P. Pritchard 4 AST),"[1628401, 1630202]",1610612738.0,BOS,running,,,White,D. White,,,,,2.14,Made,9.0,,,,,,,,,,,,,P. Pritchard,1630202.0,4.0,,,
582,PT08M15.00S,2022-05-10T01:37:49.5Z,4,REGULAR,2pt,Jump Shot,[],201950,25.04927726675427,39.21568627450981,1610612749,85,85,2022-05-10T01:37:54Z,5670000,54.0,183.0,1,left,MISS J. Holiday 19' pullup Shot,[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,19.08,Missed,,,,,,,,,,,,,,,,,,,
583,PT08M12.00S,2022-05-10T01:37:52.5Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,85,85,2022-05-10T01:37:54Z,5680000,,,0,,P. Pritchard REBOUND (Off:1 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,582.0,3.0,2.0,1.0,,,,,,,,,,,,,,
584,PT08M08.00S,2022-05-10T01:37:55.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],201143,78.40013140604468,6.862745098039216,1610612738,85,88,2022-05-10T01:38:04Z,5690000,-216.0,151.0,1,right,A. Horford 26' 3PT running (24 PTS) (J. Tatum 4 AST),"[201143, 1628369]",1610612738.0,BOS,running,,,Horford,A. Horford,,,,,26.3,Made,24.0,,,,,,,,,,,,,J. Tatum,1628369.0,4.0,,,
586,PT08M01.00S,2022-05-10T01:38:08.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,85,88,2022-05-10T01:38:08Z,5710000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT08M01.00S,2022-05-10T01:40:29.8Z,4,REGULAR,substitution,out,[],201588,,,1610612749,85,88,2022-05-10T01:41:46Z,5720000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT08M01.00S,2022-05-10T01:40:29.8Z,4,REGULAR,substitution,in,[],1626192,,,1610612749,85,88,2022-05-10T01:41:46Z,5730000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT07M46.00S,2022-05-10T01:41:18.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203507,8.853482260183966,50.49019607843137,1610612749,85,88,2022-05-10T01:50:54Z,5735000,-2.0,31.0,1,left,MISS G. Antetokounmpo driving Layup - blocked,"[203507, 1628401]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,3.08,Missed,,,,,,White,1628401.0,,,,,,,,,,,,
626,PT07M46.00S,2022-05-10T01:41:18.8Z,4,REGULAR,block,,[],1628401,,,1610612749,85,88,2022-05-10T01:50:54Z,5737500,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT07M46.00S,2022-05-10T01:41:18.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612749,85,88,2022-05-10T01:50:54Z,5738750,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,625.0,,,,,,,,,,,,,,,,,
590,PT07M46.00S,2022-05-10T01:42:07.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,85,88,2022-05-10T01:42:07Z,5740000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT07M41.00S,2022-05-10T01:42:25.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",201572,7.5722733245729295,50.73529411764706,1610612749,87,88,2022-05-10T01:50:54Z,5750000,-4.0,19.0,1,left,B. Lopez DUNK (13 PTS) (G. Antetokounmpo 4 AST),"[201572, 203507]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,1.91,Made,13.0,,,,,,,,,,,,,G. Antetokounmpo,203507.0,4.0,,,
593,PT07M27.00S,2022-05-10T01:42:38.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,89.70105124835742,40.931372549019606,1610612738,87,90,2022-05-10T01:42:51Z,5770000,-45.0,44.0,1,right,M. Smart 6' driving floating bank Jump Shot (14 PTS),[203935],1610612738.0,BOS,driving floating bank,,,Smart,M. Smart,,,,,6.34,Made,14.0,,,,,,,,,,,,,,,,,,
594,PT07M06.00S,2022-05-10T01:42:59.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,7.835085413929041,49.01960784313725,1610612749,89,90,2022-05-10T01:43:04Z,5780000,5.0,21.0,1,left,G. Antetokounmpo DUNK (30 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,2.17,Made,30.0,,,,,,,,,,,,,,,,,,
595,PT06M45.00S,2022-05-10T01:43:20.4Z,4,REGULAR,3pt,Jump Shot,[],1630202,95.87713534822602,2.450980392156863,1610612738,89,90,2022-05-10T01:43:25Z,5790000,-238.0,-14.0,1,right,MISS P. Pritchard 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,23.81,Missed,,,,,,,,,,,,,,,,,,,
596,PT06M41.00S,2022-05-10T01:43:24.4Z,4,REGULAR,rebound,defensive,[],201950,,,1610612749,89,90,2022-05-10T01:43:25Z,5800000,,,0,,J. Holiday REBOUND (Off:2 Def:4),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,595.0,6.0,4.0,2.0,,,,,,,,,,,,,,
597,PT06M29.00S,2022-05-10T01:43:36.9Z,4,REGULAR,3pt,Jump Shot,[],1626192,33.459264126149804,43.872549019607845,1610612749,92,90,2022-05-10T01:43:41Z,5810000,31.0,262.0,1,left,P. Connaughton 26' 3PT  (11 PTS) (J. Holiday 5 AST),"[1626192, 201950]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,26.38,Made,11.0,,,,,,,,,,,,,J. Holiday,201950.0,5.0,,,
599,PT06M09.00S,2022-05-10T01:43:57.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.46057818659659,50.245098039215684,1610612738,92,92,2022-05-10T01:44:02Z,5830000,1.0,18.0,1,right,J. Tatum driving Layup (20 PTS) (A. Horford 3 AST),"[1628369, 201143]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,1.84,Made,20.0,,,,,,,,,,,,,A. Horford,201143.0,3.0,,,
601,PT06M02.00S,2022-05-10T01:44:05.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203507,8.360709592641262,49.01960784313725,1610612749,94,92,2022-05-10T01:44:11Z,5850000,5.0,26.0,1,left,G. Antetokounmpo driving Layup (32 PTS) (J. Holiday 6 AST),"[203507, 201950]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,2.66,Made,32.0,,,,,,,,,,,,,J. Holiday,201950.0,6.0,,,
602,PT06M02.00S,2022-05-10T01:44:16.4Z,4,REGULAR,foul,personal,['1freethrow'],201143,,,1610612749,94,92,2022-05-10T01:44:53Z,5860000,,,0,,A. Horford shooting personal FOUL (4 PF) (Antetokounmpo 1 FT),"[201143, 203507]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,,,,,,,,,,1148.0,,4.0,1.0,Antetokounmpo,203507.0,,,,,,
605,PT06M02.00S,2022-05-10T01:44:41.0Z,4,REGULAR,substitution,out,[],1630202,,,1610612749,94,92,2022-05-10T01:45:23Z,5880000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT06M02.00S,2022-05-10T01:44:41.0Z,4,REGULAR,substitution,in,[],1627759,,,1610612749,94,92,2022-05-10T01:45:23Z,5890000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT06M02.00S,2022-05-10T01:45:21.3Z,4,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,94,92,2022-05-10T01:45:23Z,5900000,,,0,,MISS G. Antetokounmpo Free Throw 1 of 1,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
608,PT05M57.00S,2022-05-10T01:45:26.3Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612738,94,92,2022-05-10T01:45:23Z,5910000,,,0,,D. White REBOUND (Off:1 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,607.0,3.0,2.0,1.0,,,,,,,,,,,,,,
609,PT05M40.00S,2022-05-10T01:45:39.5Z,4,REGULAR,3pt,Jump Shot,[],201143,96.5341655716163,95.58823529411765,1610612738,94,95,2022-05-10T01:45:45Z,5920000,228.0,-20.0,1,right,A. Horford 3PT  (27 PTS) (J. Tatum 5 AST),"[201143, 1628369]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,22.88,Made,27.0,,,,,,,,,,,,,J. Tatum,1628369.0,5.0,,,
611,PT05M21.00S,2022-05-10T01:45:58.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203507,10.85742444152431,40.931372549019606,1610612749,94,95,2022-05-10T01:46:08Z,5940000,45.0,50.0,1,left,MISS G. Antetokounmpo 6' Hook,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,6.72,Missed,,,,,,,,,,,,,,,,,,,
612,PT05M19.00S,2022-05-10T01:46:00.7Z,4,REGULAR,rebound,offensive,[],201572,,,1610612749,94,95,2022-05-10T01:46:08Z,5950000,,,0,,B. Lopez REBOUND (Off:5 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,611.0,7.0,2.0,5.0,,,,,,,,,,,,,,
613,PT05M18.00S,2022-05-10T01:46:02.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201572,8.229303547963205,49.50980392156863,1610612749,94,95,2022-05-10T01:46:12Z,5960000,2.0,25.0,1,left,MISS B. Lopez putback Layup,[201572],1610612749.0,MIL,putback,,,Lopez,B. Lopez,,,,,2.5,Missed,,,,,,,,,,,,,,,,,,,
614,PT05M15.00S,2022-05-10T01:46:05.2Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,94,95,2022-05-10T01:46:12Z,5970000,,,0,,A. Horford REBOUND (Off:0 Def:8),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,613.0,8.0,8.0,0.0,,,,,,,,,,,,,,
615,PT05M09.00S,2022-05-10T01:46:14.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],201143,90.75229960578186,48.03921568627451,1610612738,94,97,2022-05-10T01:46:19Z,5980000,-10.0,34.0,1,right,A. Horford Hook (29 PTS) (D. White 3 AST),"[201143, 1628401]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,3.58,Made,29.0,,,,,,,,,,,,,D. White,1628401.0,3.0,,,
617,PT05M09.00S,2022-05-10T01:46:17.6Z,4,REGULAR,foul,personal,['1freethrow'],201572,,,1610612738,94,97,2022-05-10T01:50:27Z,6000000,,,0,,B. Lopez shooting personal FOUL (2 PF) (Horford 1 FT),"[201572, 201143]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,,,,,,,,,,1146.0,,2.0,0.0,Horford,201143.0,,,,,,
619,PT05M09.00S,2022-05-10T01:46:37.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,94,97,2022-05-10T01:46:37Z,6020000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT05M09.00S,2022-05-10T01:49:13.8Z,4,REGULAR,substitution,out,[],203507,,,1610612738,94,97,2022-05-10T01:50:10Z,6030000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT05M09.00S,2022-05-10T01:49:13.8Z,4,REGULAR,substitution,in,[],201588,,,1610612738,94,97,2022-05-10T01:50:10Z,6040000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT05M09.00S,2022-05-10T01:50:28.5Z,4,REGULAR,freethrow,1 of 1,[],201143,,,1610612738,94,98,2022-05-10T01:50:28Z,6050000,,,0,,A. Horford Free Throw 1 of 1 (30 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,Made,30.0,,,,,,,,,,,,,,,,,,
623,PT04M47.00S,2022-05-10T01:50:49.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],201572,6.783837056504599,54.65686274509803,1610612749,96,98,2022-05-10T01:50:55Z,6060000,-23.0,11.0,1,left,B. Lopez alley-oop DUNK (15 PTS) (J. Holiday 7 AST),"[201572, 201950]",1610612749.0,MIL,alley-oop,,,Lopez,B. Lopez,,,,,2.59,Made,15.0,,,,,,,,,,,,,J. Holiday,201950.0,7.0,,,
628,PT04M29.00S,2022-05-10T01:51:07.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.11760840998686,51.71568627450981,1610612738,96,100,2022-05-10T01:51:12Z,6080000,9.0,12.0,1,right,J. Tatum driving Layup (22 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,1.49,Made,22.0,,,,,,,,,,,,,,,,,,
629,PT04M21.00S,2022-05-10T01:51:16.6Z,4,REGULAR,3pt,Jump Shot,[],201950,33.065045992115635,64.4607843137255,1610612749,96,100,2022-05-10T01:51:21Z,6090000,-72.0,258.0,1,left,MISS J. Holiday 26' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,26.82,Missed,,,,,,,,,,,,,,,,,,,
