actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
174,PT09M19.00S,2022-05-11T23:40:29.4Z,2,REGULAR,substitution,out,[],201588,,,1610612749,33,32,2022-05-11T23:40:48Z,1720000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT09M19.00S,2022-05-11T23:40:29.4Z,2,REGULAR,substitution,out,[],1626192,,,1610612749,33,32,2022-05-11T23:40:48Z,1730000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT09M19.00S,2022-05-11T23:40:29.4Z,2,REGULAR,substitution,in,[],1629684,,,1610612749,33,32,2022-05-11T23:40:48Z,1740000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT09M19.00S,2022-05-11T23:40:29.4Z,2,REGULAR,substitution,in,[],202083,,,1610612749,33,32,2022-05-11T23:40:48Z,1750000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT09M19.00S,2022-05-11T23:40:29.4Z,2,REGULAR,substitution,in,[],201950,,,1610612749,33,32,2022-05-11T23:40:48Z,1760000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT09M12.00S,2022-05-11T23:41:04.5Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203507,74.58935611038108,39.950980392156865,1610612749,33,32,2022-05-11T23:41:12Z,1770000,-50.0,186.0,1,right,MISS G. Antetokounmpo 19' Jump Shot,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,19.3,Missed,,,,,,,,,,,,,,,,,,,
180,PT09M09.00S,2022-05-11T23:41:07.5Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,33,32,2022-05-11T23:41:12Z,1780000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,179.0,1.0,1.0,0.0,,,,,,,,,,,
181,PT08M52.00S,2022-05-11T23:41:24.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,11.12023653088042,56.86274509803921,1610612738,35,32,2022-05-11T23:41:30Z,1790000,-34.0,52.0,1,left,D. White 6' turnaround Jump Shot (4 PTS),[1628401],1610612738.0,BOS,turnaround,,,White,D. White,,,,,6.23,Made,4.0,,,,,,,,,,,,,,,,,,
182,PT08M42.00S,2022-05-11T23:41:34.8Z,2,REGULAR,3pt,Jump Shot,[],202083,74.85216819973719,13.23529411764706,1610612749,35,32,2022-05-11T23:41:39Z,1800000,-184.0,184.0,1,right,MISS W. Matthews 26' 3PT,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,26.0,Missed,,,,,,,,,,,,,,,,,,,
183,PT08M39.00S,2022-05-11T23:41:37.8Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,35,32,2022-05-11T23:41:39Z,1810000,,,0,,P. Pritchard REBOUND (Off:0 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,182.0,2.0,2.0,0.0,,,,,,,,,,,
184,PT08M34.00S,2022-05-11T23:41:42.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628401,8.09789750328515,48.28431372549019,1610612738,37,32,2022-05-11T23:41:47Z,1820000,9.0,24.0,1,left,D. White running Layup (6 PTS) (P. Pritchard 1 AST),"[1628401, 1630202]",1610612738.0,BOS,running,,,White,D. White,,,,,2.51,Made,6.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,,,,,,
186,PT08M25.00S,2022-05-11T23:41:56.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,37,32,2022-05-11T23:41:56Z,1840000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M15.00S,2022-05-11T23:45:56.5Z,2,REGULAR,3pt,Jump Shot,[],201950,73.80091984231275,82.1078431372549,1610612749,37,32,2022-05-11T23:46:44Z,1850000,161.0,194.0,1,right,MISS J. Holiday 25' step back 3PT,[201950],1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,25.16,Missed,,,,,,,,,,,,,,,,,,,
188,PT08M13.00S,2022-05-11T23:45:58.5Z,2,REGULAR,rebound,offensive,[],203507,,,1610612749,37,32,2022-05-11T23:46:01Z,1860000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,187.0,6.0,5.0,1.0,,,,,,,,,,,
189,PT08M12.00S,2022-05-11T23:45:59.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203507,92.9862023653088,48.03921568627451,1610612749,37,34,2022-05-11T23:46:06Z,1870000,-10.0,13.0,1,right,G. Antetokounmpo putback DUNK (10 PTS),[203507],1610612749.0,MIL,putback,,,Antetokounmpo,G. Antetokounmpo,,,,,1.66,Made,10.0,,,,,,,,,,,,,,,,,,
190,PT07M46.00S,2022-05-11T23:46:26.0Z,2,REGULAR,3pt,Jump Shot,[],1628401,29.38567674113009,23.774509803921568,1610612738,40,34,2022-05-11T23:46:29Z,1880000,131.0,224.0,1,left,D. White 25' 3PT  (9 PTS) (A. Horford 3 AST),"[1628401, 201143]",1610612738.0,BOS,,,,White,D. White,,,,,25.93,Made,9.0,A. Horford,201143.0,3.0,,,,,,,,,,,,,,,
192,PT07M34.00S,2022-05-11T23:46:36.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626171,93.11760840998686,50.98039215686274,1610612749,40,36,2022-05-11T23:46:41Z,1900000,5.0,12.0,1,right,B. Portis cutting DUNK (6 PTS) (G. Allen 2 AST),"[1626171, 1628960]",1610612749.0,MIL,cutting,,,Portis,B. Portis,,,,,1.31,Made,6.0,G. Allen,1628960.0,2.0,,,,,,,,,,,,,,,
194,PT07M15.00S,2022-05-11T23:46:56.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,7.703679369250986,50.73529411764706,1610612738,40,36,2022-05-11T23:50:20Z,1920000,-4.0,20.0,1,left,MISS G. Williams Layup - blocked,"[1629684, 1628960]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,2.02,Missed,,,,,,,,,,,,,,,,,Allen,1628960.0,
195,PT07M15.00S,2022-05-11T23:46:56.0Z,2,REGULAR,block,,[],1628960,,,1610612738,40,36,2022-05-11T23:46:58Z,1930000,,,0,,G. Allen BLOCK (1 BLK),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT07M13.00S,2022-05-11T23:46:58.0Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,40,36,2022-05-11T23:47:13Z,1940000,,,0,,B. Portis REBOUND (Off:2 Def:5),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,194.0,7.0,5.0,2.0,,,,,,,,,,,
197,PT07M07.00S,2022-05-11T23:47:04.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202083,93.24901445466492,51.470588235294116,1610612749,40,36,2022-05-11T23:51:00Z,1950000,7.0,11.0,1,right,MISS W. Matthews cutting Layup - blocked,"[202083, 201143]",1610612749.0,MIL,cutting,,,Matthews,W. Matthews,,,,,1.33,Missed,,,,,,,,,,,,,,,,,Horford,201143.0,
198,PT07M07.00S,2022-05-11T23:47:04.5Z,2,REGULAR,block,,[],201143,,,1610612749,40,36,2022-05-11T23:47:07Z,1960000,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M05.00S,2022-05-11T23:47:06.5Z,2,REGULAR,rebound,offensive,[],202083,,,1610612749,40,36,2022-05-11T23:47:17Z,1970000,,,0,,W. Matthews REBOUND (Off:1 Def:2),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,197.0,3.0,2.0,1.0,,,,,,,,,,,
200,PT07M05.00S,2022-05-11T23:47:10.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203507,87.77923784494087,46.22395833333333,1610612749,40,38,2022-05-11T23:47:37Z,1980000,-19.0,62.0,1,right,G. Antetokounmpo 6' driving Layup (12 PTS) (W. Matthews 1 AST),"[203507, 202083]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,6.52,Made,12.0,W. Matthews,202083.0,1.0,,,,,,,,,,,,,,,
201,PT07M05.00S,2022-05-11T23:47:17.3Z,2,REGULAR,foul,personal,['1freethrow'],201143,,,1610612749,40,38,2022-05-11T23:47:44Z,1990000,,,0,,A. Horford shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[201143, 203507]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,,,,,,,,,,,201639.0,,,,1.0,0.0,Antetokounmpo,203507.0,,,
203,PT07M05.00S,2022-05-11T23:47:23.8Z,2,REGULAR,substitution,out,[],1629684,,,1610612749,40,38,2022-05-11T23:47:37Z,2010000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M05.00S,2022-05-11T23:47:23.8Z,2,REGULAR,substitution,in,[],1627759,,,1610612749,40,38,2022-05-11T23:47:37Z,2020000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M05.00S,2022-05-11T23:47:56.1Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],203507,,,1610612749,40,38,2022-05-11T23:48:02Z,2030000,,,0,,MISS G. Antetokounmpo Free Throw 1 of 1,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
206,PT07M05.00S,2022-05-11T23:47:56.1Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,40,38,2022-05-11T23:48:02Z,2040000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,205.0,3.0,3.0,0.0,,,,,,,,,,,
207,PT06M49.00S,2022-05-11T23:48:11.2Z,2,REGULAR,3pt,Jump Shot,[],1630202,8.229303547963205,3.1862745098039214,1610612738,40,38,2022-05-11T23:48:15Z,2050000,234.0,25.0,1,left,MISS P. Pritchard 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,23.54,Missed,,,,,,,,,,,,,,,,,,,
208,PT06M47.00S,2022-05-11T23:48:13.2Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,40,38,2022-05-11T23:48:15Z,2060000,,,0,,B. Portis REBOUND (Off:2 Def:6),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,207.0,8.0,6.0,2.0,,,,,,,,,,,
209,PT06M41.00S,2022-05-11T23:48:21.5Z,2,REGULAR,turnover,traveling,[],203507,,,1610612749,40,38,2022-05-11T23:48:26Z,2070000,,,0,,G. Antetokounmpo traveling TURNOVER (3 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,201639.0,3.0,,,,,,,,,
210,PT06M41.00S,2022-05-11T23:48:25.1Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,40,38,2022-05-11T23:48:43Z,2080000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M41.00S,2022-05-11T23:48:25.1Z,2,REGULAR,substitution,out,[],203507,,,1610612738,40,38,2022-05-11T23:48:43Z,2090000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M41.00S,2022-05-11T23:48:25.1Z,2,REGULAR,substitution,in,[],203935,,,1610612738,40,38,2022-05-11T23:48:43Z,2100000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M41.00S,2022-05-11T23:48:25.1Z,2,REGULAR,substitution,in,[],201572,,,1610612738,40,38,2022-05-11T23:48:43Z,2110000,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT06M23.00S,2022-05-11T23:48:47.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,7.5722733245729295,39.705882352941174,1610612738,40,38,2022-05-11T23:56:50Z,2115000,51.0,19.0,1,left,MISS J. Brown driving Layup - blocked,"[1627759, 201950]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,5.48,Missed,,,,,,,,,,,,,,,,,Holiday,201950.0,
268,PT06M23.00S,2022-05-11T23:48:47.5Z,2,REGULAR,block,,[],201950,,,1610612738,40,38,2022-05-11T23:56:50Z,2117500,,,0,,J. Holiday BLOCK (1 BLK),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT06M23.00S,2022-05-11T23:48:47.5Z,2,REGULAR,rebound,defensive,[],201950,,,1610612749,40,38,2022-05-11T23:56:50Z,2118750,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,267.0,1.0,1.0,0.0,,,,,,,,,,,
216,PT06M15.00S,2022-05-11T23:49:17.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,91.67214191852825,45.34313725490196,1610612749,40,38,2022-05-11T23:56:55Z,2140000,-23.0,26.0,1,right,MISS G. Allen driving reverse Layup,[1628960],1610612749.0,MIL,driving reverse,,,Allen,G. Allen,,,,,3.48,Missed,,,,,,,,,,,,,,,,,,,
217,PT06M13.00S,2022-05-11T23:49:19.8Z,2,REGULAR,rebound,offensive,[],201572,,,1610612749,40,38,2022-05-11T23:49:26Z,2150000,,,0,,B. Lopez REBOUND (Off:1 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,216.0,2.0,1.0,1.0,,,,,,,,,,,
218,PT06M13.00S,2022-05-11T23:49:21.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201572,94.40999984741211,50.0,1610612749,40,38,2022-05-11T23:56:55Z,2160000,0.0,0.0,1,right,MISS B. Lopez tip Layup,[201572],1610612749.0,MIL,tip,,,Lopez,B. Lopez,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
219,PT06M12.00S,2022-05-11T23:49:22.9Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,40,38,2022-05-11T23:49:36Z,2170000,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,218.0,2.0,2.0,0.0,,,,,,,,,,,
220,PT06M08.00S,2022-05-11T23:49:25.7Z,2,REGULAR,foul,personal,['2freethrow'],1626171,,,1610612738,40,38,2022-05-11T23:49:36Z,2180000,,,0,,B. Portis shooting personal FOUL (1 PF) (Tatum 2 FT),"[1626171, 1628369]",1610612749.0,MIL,shooting,,,Portis,B. Portis,,,,,,,,,,,,,,,201639.0,,,,1.0,0.0,Tatum,1628369.0,,,
222,PT06M08.00S,2022-05-11T23:49:57.2Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,41,38,2022-05-11T23:49:57Z,2200000,,,0,,J. Tatum Free Throw 1 of 2 (13 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
223,PT06M08.00S,2022-05-11T23:49:57.8Z,2,REGULAR,substitution,out,[],201143,,,1610612738,41,38,2022-05-11T23:50:14Z,2210000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M08.00S,2022-05-11T23:49:57.8Z,2,REGULAR,substitution,out,[],1626171,,,1610612738,41,38,2022-05-11T23:50:14Z,2220000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M08.00S,2022-05-11T23:49:57.8Z,2,REGULAR,substitution,in,[],1628464,,,1610612738,41,38,2022-05-11T23:50:14Z,2230000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M08.00S,2022-05-11T23:49:57.8Z,2,REGULAR,substitution,in,[],201588,,,1610612738,41,38,2022-05-11T23:50:14Z,2240000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M08.00S,2022-05-11T23:50:23.7Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,42,38,2022-05-11T23:50:23Z,2250000,,,0,,J. Tatum Free Throw 2 of 2 (14 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
228,PT06M00.00S,2022-05-11T23:50:37.2Z,2,REGULAR,turnover,out-of-bounds,[],201950,,,1610612749,42,38,2022-05-11T23:50:47Z,2260000,,,0,,J. Holiday bad pass out-of-bounds TURNOVER (1 TO),[201950],1610612749.0,MIL,bad pass,,,Holiday,J. Holiday,,,,,,,,,,,,,,,200834.0,1.0,,,,,,,,,
229,PT06M00.00S,2022-05-11T23:50:42.8Z,2,REGULAR,substitution,out,[],1628960,,,1610612738,42,38,2022-05-11T23:50:47Z,2270000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M00.00S,2022-05-11T23:50:42.8Z,2,REGULAR,substitution,in,[],1626192,,,1610612738,42,38,2022-05-11T23:50:47Z,2280000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT05M49.00S,2022-05-11T23:51:02.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,32.802233902759525,51.225490196078425,1610612738,42,38,2022-05-11T23:51:06Z,2290000,-6.0,256.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,,
232,PT05M46.00S,2022-05-11T23:51:05.5Z,2,REGULAR,rebound,defensive,[],201950,,,1610612749,42,38,2022-05-11T23:51:06Z,2300000,,,0,,J. Holiday REBOUND (Off:0 Def:2),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,231.0,2.0,2.0,0.0,,,,,,,,,,,
233,PT05M42.00S,2022-05-11T23:51:10.5Z,2,REGULAR,2pt,Hook,"['fastbreak', 'pointsinthepaint']",201950,90.3580814717477,42.8921568627451,1610612749,42,38,2022-05-11T23:51:54Z,2310000,-36.0,38.0,1,right,MISS J. Holiday driving Hook - blocked,"[201950, 1628401]",1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,5.21,Missed,,,,,,,,,,,,,,,,,White,1628401.0,
234,PT05M42.00S,2022-05-11T23:51:10.5Z,2,REGULAR,block,,[],1628401,,,1610612749,42,38,2022-05-11T23:51:12Z,2320000,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M42.00S,2022-05-11T23:51:10.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,42,38,2022-05-11T23:51:54Z,2330000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,233.0,,,,,,,,,,,,,,
236,PT05M42.00S,2022-05-11T23:51:14.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,42,38,2022-05-11T23:51:14Z,2340000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M35.00S,2022-05-11T23:51:41.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202083,65.78515111695138,49.01960784313725,1610612749,42,38,2022-05-11T23:51:45Z,2350000,-5.0,269.0,1,right,MISS W. Matthews 26' 3PT,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,26.91,Missed,,,,,,,,,,,,,,,,,,,
238,PT05M32.00S,2022-05-11T23:51:44.1Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,42,38,2022-05-11T23:51:45Z,2360000,,,0,,D. Theis REBOUND (Off:0 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,237.0,1.0,1.0,0.0,,,,,,,,,,,
239,PT05M23.00S,2022-05-11T23:51:52.3Z,2,REGULAR,3pt,Jump Shot,[],1628464,30.699737187910642,67.64705882352942,1610612738,45,38,2022-05-11T23:51:57Z,2370000,-88.0,236.0,1,left,D. Theis 25' 3PT  (9 PTS) (D. White 3 AST),"[1628464, 1628401]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,25.2,Made,9.0,D. White,1628401.0,3.0,,,,,,,,,,,,,,,
249,PT05M03.00S,2022-05-11T23:52:02.4Z,2,REGULAR,2pt,Jump Shot,[],201950,76.69185282522996,32.59803921568628,1610612749,45,38,2022-05-11T23:52:53Z,2385000,-87.0,167.0,1,right,MISS J. Holiday 18' pullup Shot - blocked,"[201950, 1627759]",1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,18.79,Missed,,,,,,,,,,,,,,,,,Brown,1627759.0,
250,PT05M03.00S,2022-05-11T23:52:02.4Z,2,REGULAR,block,,[],1627759,,,1610612749,45,38,2022-05-11T23:52:53Z,2387500,,,0,,J. Brown BLOCK (1 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M03.00S,2022-05-11T23:52:02.4Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,45,38,2022-05-11T23:52:53Z,2388750,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,249.0,2.0,2.0,0.0,,,,,,,,,,,
243,PT05M02.00S,2022-05-11T23:52:21.2Z,2,REGULAR,foul,personal,[],201950,,,1610612738,45,38,2022-05-12T00:02:35Z,2410000,,,0,,J. Holiday take personal FOUL (1 PF),"[201950, 1628401]",1610612749.0,MIL,take,,,Holiday,J. Holiday,,,,,,,,,,,,,,,200834.0,,,,1.0,0.0,White,1628401.0,,,
245,PT05M02.00S,2022-05-11T23:52:27.7Z,2,REGULAR,substitution,out,[],1628464,,,1610612738,45,38,2022-05-11T23:52:43Z,2430000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M02.00S,2022-05-11T23:52:27.7Z,2,REGULAR,substitution,out,[],201950,,,1610612738,45,38,2022-05-11T23:52:43Z,2440000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M02.00S,2022-05-11T23:52:27.7Z,2,REGULAR,substitution,in,[],201143,,,1610612738,45,38,2022-05-11T23:52:43Z,2450000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M02.00S,2022-05-11T23:52:27.7Z,2,REGULAR,substitution,in,[],203507,,,1610612738,45,38,2022-05-11T23:52:43Z,2460000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT04M42.00S,2022-05-11T23:53:00.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.1268068331143235,53.18627450980392,1610612738,47,38,2022-05-11T23:53:23Z,2470000,-16.0,5.0,1,left,J. Brown driving reverse Layup (7 PTS),[1627759],1610612738.0,BOS,driving reverse,,,Brown,J. Brown,,,,,1.67,Made,7.0,,,,,,,,,,,,,,,,,,
253,PT04M18.00S,2022-05-11T23:53:32.5Z,2,REGULAR,turnover,3-second-violation,[],203507,,,1610612749,47,38,2022-05-11T23:53:42Z,2480000,,,0,,G. Antetokounmpo 3-second-violation TURNOVER (4 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,4.0,,,,,,,,,
255,PT04M06.00S,2022-05-11T23:53:59.0Z,2,REGULAR,foul,personal,['2freethrow'],201572,,,1610612738,47,38,2022-05-11T23:54:04Z,2500000,,,0,,B. Lopez shooting personal FOUL (1 PF) (Brown 2 FT),"[201572, 1627759]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,,,,,,,,,,,1830.0,,,,1.0,0.0,Brown,1627759.0,,,
258,PT04M06.00S,2022-05-11T23:54:31.7Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1627759,,,1610612738,48,38,2022-05-11T23:54:31Z,2520000,,,0,,J. Brown Free Throw 1 of 2 (8 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
259,PT04M06.00S,2022-05-11T23:54:32.3Z,2,REGULAR,substitution,out,[],201572,,,1610612738,48,38,2022-05-11T23:54:37Z,2530000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M06.00S,2022-05-11T23:54:32.3Z,2,REGULAR,substitution,in,[],201950,,,1610612738,48,38,2022-05-11T23:54:37Z,2540000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M06.00S,2022-05-11T23:54:54.5Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1627759,,,1610612738,49,38,2022-05-11T23:54:54Z,2550000,,,0,,J. Brown Free Throw 2 of 2 (9 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
