actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
450,PT04M04.00S,2022-05-24T02:17:38.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,73,42,2022-05-24T02:17:38Z,4400000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,449.0,,,,,,,,,
451,PT04M04.00S,2022-05-24T02:17:42.2Z,3,REGULAR,substitution,out,[],1628369,,,1610612748,73,42,2022-05-24T02:17:52Z,4410000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT04M04.00S,2022-05-24T02:17:42.2Z,3,REGULAR,substitution,out,[],202710,,,1610612748,73,42,2022-05-24T02:17:52Z,4420000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT04M04.00S,2022-05-24T02:17:42.2Z,3,REGULAR,substitution,in,[],1628401,,,1610612748,73,42,2022-05-24T02:17:52Z,4430000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT04M04.00S,2022-05-24T02:17:42.2Z,3,REGULAR,substitution,in,[],1629130,,,1610612748,73,42,2022-05-24T02:17:52Z,4440000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT04M04.00S,2022-05-24T02:17:38.8Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203506,,,1610612748,73,42,2022-05-24T02:18:10Z,4450000,,,0,,MISS V. Oladipo Free Throw 2 of 2,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,Missed,,,,,,,,,,,,,,,,
456,PT04M04.00S,2022-05-24T02:17:38.8Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,73,42,2022-05-24T02:18:10Z,4460000,,,0,,D. White REBOUND (Off:0 Def:8),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,455.0,8.0,8.0,0.0,,,,,,
457,PT03M46.00S,2022-05-24T02:18:25.8Z,3,REGULAR,turnover,traveling,[],1629684,,,1610612738,73,42,2022-05-24T02:18:31Z,4470000,,,0,,G. Williams traveling TURNOVER (1 TO),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,1.0,,,,,,1162.0,,,,,,,,,,,,,,
458,PT03M27.00S,2022-05-24T02:18:53.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628997,91.14651773981603,42.64705882352941,1610612748,73,42,2022-05-24T02:18:59Z,4480000,-37.0,31.0,1,right,MISS C. Martin driving Layup,[1628997],1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,,,,4.79,Missed,,,,,,,,,,,,,,,,
459,PT03M26.00S,2022-05-24T02:18:54.4Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,73,42,2022-05-24T02:18:59Z,4490000,,,0,,A. Horford REBOUND (Off:2 Def:10),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,458.0,12.0,10.0,2.0,,,,,,
460,PT03M18.00S,2022-05-24T02:19:05.0Z,3,REGULAR,foul,personal,[],1628389,,,1610612738,73,42,2022-05-24T02:19:15Z,4500000,,,0,,B. Adebayo personal FOUL (4 PF),"[1628389, 1628401]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,2003.0,4.0,0.0,White,1628401.0,,,,,,,,,,
462,PT03M05.00S,2022-05-24T02:19:49.2Z,3,REGULAR,3pt,Jump Shot,[],1627759,25.18068331143233,85.04901960784314,1610612738,73,42,2022-05-24T02:19:55Z,4520000,-175.0,184.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,25.42,Missed,,,,,,,,,,,,,,,,
463,PT03M03.00S,2022-05-24T02:19:51.2Z,3,REGULAR,rebound,defensive,[],1628997,,,1610612748,73,42,2022-05-24T02:19:55Z,4530000,,,0,,C. Martin REBOUND (Off:1 Def:3),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,462.0,4.0,3.0,1.0,,,,,,
464,PT02M46.00S,2022-05-24T02:20:07.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203506,91.01511169513797,42.40196078431372,1610612748,73,42,2022-05-24T02:21:27Z,4540000,-38.0,32.0,1,right,MISS V. Oladipo driving reverse Layup,[203506],1610612748.0,MIA,driving reverse,,,Oladipo,V. Oladipo,,,,,,,,4.97,Missed,,,,,,,,,,,,,,,,
465,PT02M44.00S,2022-05-24T02:20:09.4Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,73,42,2022-05-24T02:20:11Z,4550000,,,0,,A. Horford REBOUND (Off:2 Def:11),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,464.0,13.0,11.0,2.0,,,,,,
466,PT02M36.00S,2022-05-24T02:20:17.5Z,3,REGULAR,3pt,Jump Shot,[],1630202,31.35676741130092,36.27450980392157,1610612738,73,42,2022-05-24T02:21:53Z,4560000,69.0,242.0,1,left,MISS P. Pritchard 25' step back 3PT,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,,,,25.18,Missed,,,,,,,,,,,,,,,,
467,PT02M33.00S,2022-05-24T02:20:20.5Z,3,REGULAR,rebound,defensive,[],1629216,,,1610612748,73,42,2022-05-24T02:20:24Z,4570000,,,0,,G. Vincent REBOUND (Off:0 Def:1),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,466.0,1.0,1.0,0.0,,,,,,
468,PT02M31.00S,2022-05-24T02:20:24.2Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628389,92.46057818659659,50.0,1610612748,73,44,2022-05-24T02:23:04Z,4580000,0.0,18.0,1,right,B. Adebayo running Layup (9 PTS) (G. Vincent 2 AST),"[1628389, 1629216]",1610612748.0,MIA,running,,,Adebayo,B. Adebayo,,,,,,,,1.84,Made,9.0,,,,,,,,,,G. Vincent,1629216.0,2.0,,,
470,PT02M09.00S,2022-05-24T02:20:45.7Z,3,REGULAR,3pt,Jump Shot,[],1627759,31.488173455978973,18.872549019607842,1610612738,73,44,2022-05-24T02:23:43Z,4600000,156.0,243.0,1,left,MISS J. Brown 28' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,,,,28.9,Missed,,,,,,,,,,,,,,,,
471,PT02M08.00S,2022-05-24T02:20:46.7Z,3,REGULAR,rebound,defensive,[],1628997,,,1610612748,73,44,2022-05-24T02:20:53Z,4610000,,,0,,C. Martin REBOUND (Off:1 Def:4),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,470.0,5.0,4.0,1.0,,,,,,
472,PT01M59.00S,2022-05-24T02:20:59.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628997,91.14651773981603,56.86274509803921,1610612748,73,46,2022-05-24T02:24:08Z,4620000,34.0,31.0,1,right,C. Martin driving floating Jump Shot (10 PTS),[1628997],1610612748.0,MIA,driving floating,,,Martin,C. Martin,,,,,,,,4.6,Made,10.0,,,,,,,,,,,,,,,
473,PT01M59.00S,2022-05-24T02:21:02.2Z,3,REGULAR,foul,personal,['1freethrow'],1630202,,,1610612748,73,46,2022-05-24T02:21:08Z,4630000,,,0,,P. Pritchard shooting personal FOUL (3 PF) (Martin 1 FT),"[1630202, 1628997]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,,,,,,,2003.0,3.0,0.0,Martin,1628997.0,,,,,,,,,,
475,PT01M59.00S,2022-05-24T02:21:11.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,73,46,2022-05-24T02:21:27Z,4650000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT01M59.00S,2022-05-24T02:23:55.4Z,3,REGULAR,substitution,out,[],1627759,,,1610612748,73,46,2022-05-24T02:24:41Z,4660000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT01M59.00S,2022-05-24T02:23:55.4Z,3,REGULAR,substitution,in,[],1628369,,,1610612748,73,46,2022-05-24T02:24:41Z,4670000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT01M59.00S,2022-05-24T02:25:08.7Z,3,REGULAR,freethrow,1 of 1,[],1628997,,,1610612748,73,46,2022-05-24T02:25:08Z,4680000,,,0,,MISS C. Martin Free Throw 1 of 1,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,Missed,,,,,,,,,,,,,,,,
479,PT01M59.00S,2022-05-24T02:25:08.7Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,73,46,2022-05-24T02:25:14Z,4690000,,,0,,J. Tatum REBOUND (Off:1 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,478.0,8.0,7.0,1.0,,,,,,
480,PT01M43.00S,2022-05-24T02:25:23.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,8.229303547963205,46.568627450980394,1610612738,73,46,2022-05-24T02:26:03Z,4700000,17.0,25.0,1,left,MISS J. Tatum driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,,,,3.03,Missed,,,,,,,,,,,,,,,,
481,PT01M42.00S,2022-05-24T02:25:24.7Z,3,REGULAR,rebound,defensive,[],1629130,,,1610612748,73,46,2022-05-24T02:25:27Z,4710000,,,0,,D. Robinson REBOUND (Off:0 Def:2),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,480.0,2.0,2.0,0.0,,,,,,
482,PT01M29.00S,2022-05-24T02:25:38.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628997,79.97700394218134,51.225490196078425,1610612748,73,48,2022-05-24T02:25:42Z,4720000,6.0,136.0,1,right,C. Martin 13' pullup Jump Shot (12 PTS),[1628997],1610612748.0,MIA,pullup,,,Martin,C. Martin,,,,,,,,13.58,Made,12.0,,,,,,,,,,,,,,,
483,PT01M05.00S,2022-05-24T02:26:01.4Z,3,REGULAR,3pt,Jump Shot,[],1629684,26.49474375821288,13.725490196078432,1610612738,73,48,2022-05-24T02:26:07Z,4730000,181.0,197.0,1,left,MISS G. Williams 26' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,26.75,Missed,,,,,,,,,,,,,,,,
484,PT01M03.00S,2022-05-24T02:26:03.4Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,73,48,2022-05-24T02:26:07Z,4740000,,,0,,B. Adebayo REBOUND (Off:1 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,483.0,6.0,5.0,1.0,,,,,,
485,PT00M54.70S,2022-05-24T02:26:13.4Z,3,REGULAR,3pt,Jump Shot,[],1629130,73.53810775295663,84.80392156862744,1610612748,73,48,2022-05-24T02:26:17Z,4750000,174.0,196.0,1,right,MISS D. Robinson 26' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,26.22,Missed,,,,,,,,,,,,,,,,
486,PT00M52.40S,2022-05-24T02:26:15.7Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,73,48,2022-05-24T02:26:17Z,4760000,,,0,,G. Williams REBOUND (Off:2 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,485.0,3.0,1.0,2.0,,,,,,
487,PT00M34.00S,2022-05-24T02:26:34.2Z,3,REGULAR,turnover,lost ball,[],1628369,,,1610612738,73,48,2022-05-24T02:26:38Z,4770000,,,0,,J. Tatum lost ball TURNOVER (3 TO),"[1628369, 1629130]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,3.0,Robinson,1629130.0,,,,,,,,,,,,,,,,,,
488,PT00M34.00S,2022-05-24T02:26:34.2Z,3,REGULAR,steal,,[],1629130,,,1610612748,73,48,2022-05-24T02:29:58Z,4780000,,,0,,D. Robinson STEAL (1 STL),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT00M30.10S,2022-05-24T02:26:38.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629130,90.75229960578186,50.98039215686274,1610612748,73,50,2022-05-24T02:28:49Z,4790000,5.0,34.0,1,right,D. Robinson running finger roll Layup (2 PTS) (G. Vincent 3 AST),"[1629130, 1629216]",1610612748.0,MIA,running finger roll,,,Robinson,D. Robinson,,,,,,,,3.47,Made,2.0,,,,,,,,,,G. Vincent,1629216.0,3.0,,,
491,PT00M30.10S,2022-05-24T02:26:44.3Z,3,REGULAR,timeout,full,['team'],0,,,1610612738,73,50,2022-05-24T02:26:44Z,4810000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT00M16.20S,2022-05-24T02:28:29.4Z,3,REGULAR,3pt,Jump Shot,[],1628369,28.203022339027594,75.73529411764706,1610612738,76,50,2022-05-24T02:28:33Z,4820000,-129.0,213.0,1,left,J. Tatum 24' 3PT  (31 PTS) (D. White 5 AST),"[1628369, 1628401]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,24.85,Made,31.0,,,,,,,,,,D. White,1628401.0,5.0,,,
494,PT00M02.20S,2022-05-24T02:28:46.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203506,91.5407358738502,43.627450980392155,1610612748,76,52,2022-05-24T02:28:51Z,4840000,-32.0,27.0,1,right,V. Oladipo driving Layup (20 PTS) (B. Adebayo 2 AST),"[203506, 1628389]",1610612748.0,MIA,driving,,,Oladipo,V. Oladipo,,,,,,,,4.18,Made,20.0,,,,,,,,,,B. Adebayo,1628389.0,2.0,,,
498,PT00M00.00S,2022-05-24T02:29:00.7Z,3,REGULAR,instantreplay,request,[],0,,,1610612738,76,52,2022-05-24T02:29:51Z,4860000,,,0,,,[],,,support,,,,,,,,,,,,,,,1162.0,,,,,,,,,,,,,,End Period - No Basket
497,PT00M00.00S,2022-05-24T02:29:14.6Z,3,REGULAR,period,end,[],0,,,1610612738,76,52,2022-05-24T02:29:14Z,4870000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT12M00.00S,2022-05-24T02:31:25.1Z,4,REGULAR,substitution,out,['startperiod'],1628401,,,1610612738,76,52,2022-05-24T02:32:35Z,4880000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2022-05-24T02:31:25.1Z,4,REGULAR,substitution,out,['startperiod'],1628389,,,1610612738,76,52,2022-05-24T02:32:35Z,4890000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2022-05-24T02:31:25.1Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,76,52,2022-05-24T02:32:35Z,4900000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2022-05-24T02:31:25.1Z,4,REGULAR,substitution,in,['startperiod'],203473,,,1610612738,76,52,2022-05-24T02:32:35Z,4910000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2022-05-24T02:32:45.7Z,4,REGULAR,period,start,[],0,,,1610612748,76,52,2022-05-24T02:32:45Z,4920000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT11M52.00S,2022-05-24T02:32:59.1Z,4,REGULAR,turnover,out-of-bounds,[],203473,,,1610612748,76,52,2022-05-24T02:33:07Z,4930000,,,0,,D. Dedmon lost ball out-of-bounds TURNOVER (2 TO),[203473],1610612748.0,MIA,lost ball,,,Dedmon,D. Dedmon,,,,,2.0,,,,,,2003.0,,,,,,,,,,,,,,
505,PT11M33.00S,2022-05-24T02:33:23.4Z,4,REGULAR,foul,personal,['2freethrow'],1629216,,,1610612738,76,52,2022-05-24T02:34:11Z,4940000,,,0,,G. Vincent shooting personal FOUL (1 PF) (Williams 2 FT),"[1629216, 1629684]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,,,,,,,201640.0,1.0,0.0,Williams,1629684.0,,,,,,,,,,
507,PT11M33.00S,2022-05-24T02:34:12.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629684,,,1610612738,77,52,2022-05-24T02:34:12Z,4960000,,,0,,G. Williams Free Throw 1 of 2 (6 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
508,PT11M33.00S,2022-05-24T02:34:25.2Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629684,,,1610612738,78,52,2022-05-24T02:34:25Z,4970000,,,0,,G. Williams Free Throw 2 of 2 (7 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
509,PT11M22.00S,2022-05-24T02:34:38.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203473,91.01511169513797,49.50980392156863,1610612748,78,54,2022-05-24T02:34:43Z,4980000,-2.0,32.0,1,right,D. Dedmon alley-oop Layup (2 PTS) (V. Oladipo 3 AST),"[203473, 203506]",1610612748.0,MIA,alley-oop,,,Dedmon,D. Dedmon,,,,,,,,3.21,Made,2.0,,,,,,,,,,V. Oladipo,203506.0,3.0,,,
511,PT11M10.00S,2022-05-24T02:34:53.2Z,4,REGULAR,foul,personal,[],203473,,,1610612738,78,54,2022-05-24T02:35:04Z,5000000,,,0,,D. Dedmon personal FOUL (3 PF),"[203473, 201143]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,2003.0,3.0,0.0,Horford,201143.0,,,,,,,,,,
513,PT11M00.00S,2022-05-24T02:35:23.6Z,4,REGULAR,3pt,Jump Shot,[],1630202,26.363337713534822,16.911764705882355,1610612738,81,54,2022-05-24T02:36:03Z,5020000,165.0,195.0,1,left,P. Pritchard 25' 3PT step back (6 PTS) (A. Horford 3 AST),"[1630202, 201143]",1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,,,,25.59,Made,6.0,,,,,,,,,,A. Horford,201143.0,3.0,,,
515,PT10M43.00S,2022-05-24T02:35:40.8Z,4,REGULAR,3pt,Jump Shot,[],1628997,70.25295663600527,76.47058823529412,1610612748,81,54,2022-05-24T02:35:51Z,5040000,132.0,227.0,1,right,MISS C. Martin 26' 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,26.29,Missed,,,,,,,,,,,,,,,,
516,PT10M41.00S,2022-05-24T02:35:42.8Z,4,REGULAR,rebound,offensive,[],1628997,,,1610612748,81,54,2022-05-24T02:36:01Z,5050000,,,0,,C. Martin REBOUND (Off:2 Def:4),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,515.0,6.0,4.0,2.0,,,,,,
517,PT10M40.00S,2022-05-24T02:35:50.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,81,54,2022-05-24T02:35:50Z,5060000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT10M38.00S,2022-05-24T02:36:06.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629130,72.61826544021025,81.12745098039215,1610612748,81,57,2022-05-24T02:36:11Z,5070000,156.0,205.0,1,right,D. Robinson 25' 3PT  (5 PTS) (G. Vincent 4 AST),"[1629130, 1629216]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,25.73,Made,5.0,,,,,,,,,,G. Vincent,1629216.0,4.0,,,
520,PT10M23.00S,2022-05-24T02:36:21.5Z,4,REGULAR,3pt,Jump Shot,[],201143,32.40801576872536,45.83333333333333,1610612738,84,57,2022-05-24T02:36:25Z,5090000,21.0,252.0,1,left,A. Horford 25' 3PT  (5 PTS) (J. Tatum 4 AST),"[201143, 1628369]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,25.3,Made,5.0,,,,,,,,,,J. Tatum,1628369.0,4.0,,,
522,PT10M08.00S,2022-05-24T02:36:36.5Z,4,REGULAR,3pt,Jump Shot,[],1629130,69.46452036793693,71.56862745098039,1610612748,84,57,2022-05-24T02:36:58Z,5110000,108.0,235.0,1,right,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,25.81,Missed,,,,,,,,,,,,,,,,
523,PT10M07.00S,2022-05-24T02:36:37.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612748,84,57,2022-05-24T02:36:58Z,5120000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,522.0,,,,,,,,,
524,PT10M07.00S,2022-05-24T02:36:58.3Z,4,REGULAR,foul,personal,[],1627759,,,1610612748,84,57,2022-05-24T02:37:12Z,5130000,,,0,,J. Brown loose ball personal FOUL (5 PF),"[1627759, 203473]",1610612738.0,BOS,loose ball,,,Brown,J. Brown,,,,,,,,,,,1162.0,5.0,0.0,Dedmon,203473.0,,,,,,,,,,
526,PT10M07.00S,2022-05-24T02:37:08.9Z,4,REGULAR,foul,technical,[],1627759,,,1610612748,84,57,2022-05-24T02:37:22Z,5150000,,,0,,J. Brown double technical FOUL (1 Tech),[1627759],1610612738.0,BOS,double,,,Brown,J. Brown,,,,,,,,,,,1162.0,5.0,1.0,,,,,,,,,,,,
527,PT10M07.00S,2022-05-24T02:37:08.9Z,4,REGULAR,foul,technical,[],203473,,,1610612748,84,57,2022-05-24T02:37:18Z,5160000,,,0,,D. Dedmon double technical FOUL (1 Tech),[203473],1610612748.0,MIA,double,,,Dedmon,D. Dedmon,,,,,,,,,,,1162.0,3.0,1.0,,,,,,,,,,,,
528,PT10M07.00S,2022-05-24T02:37:21.3Z,4,REGULAR,substitution,out,[],1627759,,,1610612748,84,57,2022-05-24T02:37:25Z,5170000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT10M07.00S,2022-05-24T02:37:21.3Z,4,REGULAR,substitution,in,[],1628401,,,1610612748,84,57,2022-05-24T02:37:25Z,5180000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT09M59.00S,2022-05-24T02:37:40.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628997,91.80354796320631,44.85294117647059,1610612748,84,57,2022-05-24T02:37:52Z,5190000,-26.0,25.0,1,right,MISS C. Martin driving reverse Layup - blocked,"[1628997, 201143]",1610612748.0,MIA,driving reverse,,,Martin,C. Martin,,,,,,,,3.55,Missed,,,,,,,,,,,,,,Horford,201143.0,
531,PT09M59.00S,2022-05-24T02:37:40.2Z,4,REGULAR,block,,[],201143,,,1610612748,84,57,2022-05-24T02:37:43Z,5200000,,,0,,A. Horford BLOCK (4 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT09M58.00S,2022-05-24T02:37:41.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612748,84,57,2022-05-24T02:37:52Z,5210000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,530.0,,,,,,,,,
533,PT09M58.00S,2022-05-24T02:37:55.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,84,57,2022-05-24T02:37:55Z,5220000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT09M57.00S,2022-05-24T02:38:06.5Z,4,REGULAR,foul,personal,[],1630202,,,1610612748,84,57,2022-05-24T02:38:21Z,5230000,,,0,,P. Pritchard personal FOUL (4 PF),"[1630202, 1629130]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,201640.0,4.0,0.0,Robinson,1629130.0,,,,,,,,,,
536,PT09M46.00S,2022-05-24T02:38:41.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203506,73.80091984231275,86.76470588235294,1610612748,84,57,2022-05-24T02:38:48Z,5250000,184.0,194.0,1,right,MISS V. Oladipo 26' 3PT,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,26.71,Missed,,,,,,,,,,,,,,,,
537,PT09M44.00S,2022-05-24T02:38:43.4Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,84,57,2022-05-24T02:38:48Z,5260000,,,0,,G. Williams REBOUND (Off:2 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,536.0,4.0,2.0,2.0,,,,,,
538,PT09M32.00S,2022-05-24T02:38:58.0Z,4,REGULAR,foul,personal,['2freethrow'],203506,,,1610612738,84,57,2022-05-24T02:39:07Z,5270000,,,0,,V. Oladipo shooting personal FOUL (3 PF) (White 2 FT),"[203506, 1628401]",1610612748.0,MIA,shooting,,,Oladipo,V. Oladipo,,,,,,,,,,,2003.0,3.0,0.0,White,1628401.0,,,,,,,,,,
540,PT09M32.00S,2022-05-24T02:39:24.6Z,4,REGULAR,freethrow,1 of 2,[],1628401,,,1610612738,85,57,2022-05-24T02:39:24Z,5290000,,,0,,D. White Free Throw 1 of 2 (12 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,Made,12.0,,,,,,,,,,,,,,,
541,PT09M32.00S,2022-05-24T02:39:43.3Z,4,REGULAR,freethrow,2 of 2,[],1628401,,,1610612738,86,57,2022-05-24T02:39:43Z,5300000,,,0,,D. White Free Throw 2 of 2 (13 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,
542,PT09M23.00S,2022-05-24T02:39:57.8Z,4,REGULAR,foul,personal,[],1628369,,,1610612748,86,57,2022-05-24T02:40:03Z,5310000,,,0,,J. Tatum personal FOUL (2 PF),"[1628369, 1628997]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,1162.0,2.0,0.0,Martin,1628997.0,,,,,,,,,,
