actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
276,PT02M39.00S,2022-06-03T02:00:55.8Z,2,REGULAR,3pt,Jump Shot,[],202691,30.436925098554536,69.36274509803921,1610612744,49,49,2022-06-03T02:00:58Z,2700000,-97.0,234.0,1,left,MISS K. Thompson 25' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,25.29,Missed,,,,,,,,,,,,,,,,,,,
277,PT02M36.00S,2022-06-03T02:00:59.4Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,49,49,2022-06-03T02:00:59Z,2710000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,276.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
278,PT02M32.00S,2022-06-03T02:01:06.0Z,2,REGULAR,foul,personal,['2freethrow'],203952,,,1610612738,49,49,2022-06-03T02:01:14Z,2720000,,,0,,A. Wiggins shooting personal FOUL (2 PF) (Brown 2 FT),"[203952, 1627759]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,202058.0,2.0,0.0,Brown,1627759.0,,,,,,
280,PT02M32.00S,2022-06-03T02:01:34.7Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1627759,,,1610612738,49,50,2022-06-03T02:02:11Z,2740000,,,0,,J. Brown Free Throw 1 of 2 (11 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,11.0,,,,,,,,,,,,,,
281,PT02M32.00S,2022-06-03T02:01:46.3Z,2,REGULAR,substitution,out,[],1626172,,,1610612738,49,50,2022-06-03T02:01:50Z,2750000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT02M32.00S,2022-06-03T02:01:46.3Z,2,REGULAR,substitution,in,[],203490,,,1610612738,49,50,2022-06-03T02:01:50Z,2760000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT02M32.00S,2022-06-03T02:01:34.7Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1627759,,,1610612738,49,51,2022-06-03T02:02:11Z,2770000,,,0,,J. Brown Free Throw 2 of 2 (12 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,12.0,,,,,,,,,,,,,,
284,PT02M15.00S,2022-06-03T02:02:24.5Z,2,REGULAR,3pt,Jump Shot,[],203490,29.25427069645204,77.20588235294117,1610612744,52,51,2022-06-03T02:02:27Z,2780000,-136.0,222.0,1,left,O. Porter Jr. 26' 3PT  (9 PTS) (K. Thompson 2 AST),"[203490, 202691]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,26.08,Made,,,,,9.0,K. Thompson,202691.0,2.0,,,,,,,,,,,
300,PT01M56.00S,2022-06-03T02:02:37.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,86.5473061760841,50.73529411764706,1610612738,52,51,2022-06-03T02:06:45Z,2800000,4.0,74.0,1,right,MISS J. Brown 7' driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,7.41,Missed,,,,,,,,,,,,,,,,,,,
301,PT01M56.00S,2022-06-03T02:02:37.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,52,51,2022-06-03T02:05:48Z,2805000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,,
287,PT01M55.00S,2022-06-03T02:02:50.6Z,2,REGULAR,turnover,traveling,[],1627759,,,1610612738,52,51,2022-06-03T02:02:53Z,2810000,,,0,,J. Brown traveling TURNOVER (2 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,101284.0,,,,,,,2.0,,,
288,PT01M41.00S,2022-06-03T02:03:19.9Z,2,REGULAR,foul,offensive,[],201939,,,1610612744,52,51,2022-06-03T02:03:24Z,2820000,,,0,,S. Curry offensive FOUL (2 PF),"[201939, 203935]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,101284.0,2.0,0.0,Smart,203935.0,,,,,,
290,PT01M41.00S,2022-06-03T02:03:19.9Z,2,REGULAR,turnover,offensive foul,[],201939,,,1610612744,52,51,2022-06-03T02:03:19Z,2840000,,,0,,S. Curry offensive foul TURNOVER (1 TO),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,101284.0,,,,,,,1.0,,,
291,PT01M31.00S,2022-06-03T02:03:43.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201143,73.53810775295663,13.970588235294118,1610612738,52,54,2022-06-03T02:03:45Z,2850000,-180.0,196.0,1,right,A. Horford 26' 3PT  (8 PTS) (M. Smart 3 AST),"[201143, 203935]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,26.63,Made,,,,,8.0,M. Smart,203935.0,3.0,,,,,,,,,,,
293,PT01M07.00S,2022-06-03T02:04:08.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,12.220762155059132,48.83961397058824,1610612744,54,54,2022-06-03T02:04:18Z,2870000,6.0,62.0,1,left,A. Wiggins 6' driving floating Jump Shot (8 PTS) (D. Green 4 AST),"[203952, 203110]",1610612744.0,GSW,driving floating,,,Wiggins,A. Wiggins,,,,,6.27,Made,,,,,8.0,D. Green,203110.0,4.0,,,,,,,,,,,
295,PT00M53.80S,2022-06-03T02:04:22.0Z,2,REGULAR,foul,personal,['2freethrow'],201939,,,1610612738,54,54,2022-06-03T02:04:32Z,2890000,,,0,,S. Curry shooting personal FOUL (3 PF) (Tatum 2 FT),"[201939, 1628369]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,,,,,,,,,,,1830.0,3.0,0.0,Tatum,1628369.0,,,,,,
297,PT00M53.80S,2022-06-03T02:04:52.7Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,54,55,2022-06-03T02:04:52Z,2910000,,,0,,J. Tatum Free Throw 1 of 2 (7 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
298,PT00M53.80S,2022-06-03T02:04:57.1Z,2,REGULAR,substitution,out,[],201939,,,1610612738,54,55,2022-06-03T02:05:07Z,2920000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT00M53.80S,2022-06-03T02:04:57.1Z,2,REGULAR,substitution,in,[],1629673,,,1610612738,54,55,2022-06-03T02:05:07Z,2930000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT00M53.80S,2022-06-03T02:05:18.1Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,54,56,2022-06-03T02:05:18Z,2940000,,,0,,J. Tatum Free Throw 2 of 2 (8 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
303,PT00M32.00S,2022-06-03T02:05:44.8Z,2,REGULAR,turnover,out-of-bounds,[],203490,,,1610612744,54,56,2022-06-03T02:05:48Z,2950000,,,0,,O. Porter Jr. step out-of-bounds TURNOVER (1 TO),[203490],1610612744.0,GSW,step,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,202058.0,,,,,,,1.0,,,
304,PT00M24.00S,2022-06-03T02:06:07.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628369,84.05059132720105,54.65686274509803,1610612738,54,56,2022-06-03T02:06:09Z,2960000,23.0,97.0,1,right,MISS J. Tatum 10' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,10.01,Missed,,,,,,,,,,,,,,,,,,,
305,PT00M22.40S,2022-06-03T02:06:08.6Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,54,56,2022-06-03T02:06:17Z,2970000,,,0,,D. Green REBOUND (Off:1 Def:5),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,304.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
306,PT00M01.50S,2022-06-03T02:06:30.2Z,2,REGULAR,3pt,Jump Shot,[],1629673,28.86005256241787,8.823529411764707,1610612744,54,56,2022-06-03T02:07:38Z,2980000,206.0,219.0,1,left,MISS J. Poole 30' step back 3PT,[1629673],1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,30.04,Missed,,,,,,,,,,,,,,,,,,,
307,PT00M00.10S,2022-06-03T02:06:31.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,54,56,2022-06-03T02:07:26Z,2990000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,306.0,,,,,,,,,,,,,,,,,,
308,PT00M00.00S,2022-06-03T02:06:35.5Z,2,REGULAR,period,end,[],0,,,1610612744,54,56,2022-06-03T02:06:35Z,3000000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT12M00.00S,2022-06-03T02:20:16.4Z,3,REGULAR,substitution,out,['startperiod'],203490,,,1610612744,54,56,2022-06-03T02:21:44Z,3010000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT12M00.00S,2022-06-03T02:20:16.4Z,3,REGULAR,substitution,out,['startperiod'],1629673,,,1610612744,54,56,2022-06-03T02:21:44Z,3020000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT12M00.00S,2022-06-03T02:20:16.4Z,3,REGULAR,substitution,out,['startperiod'],1628401,,,1610612744,54,56,2022-06-03T02:21:44Z,3030000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2022-06-03T02:20:16.4Z,3,REGULAR,substitution,in,['startperiod'],201939,,,1610612744,54,56,2022-06-03T02:21:44Z,3040000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2022-06-03T02:20:16.4Z,3,REGULAR,substitution,in,['startperiod'],1626172,,,1610612744,54,56,2022-06-03T02:21:44Z,3050000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2022-06-03T02:20:16.4Z,3,REGULAR,substitution,in,['startperiod'],1629057,,,1610612744,54,56,2022-06-03T02:21:44Z,3060000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2022-06-03T02:22:21.9Z,3,REGULAR,period,start,[],0,,,1610612744,54,56,2022-06-03T02:22:21Z,3070000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT11M46.00S,2022-06-03T02:22:35.6Z,3,REGULAR,3pt,Jump Shot,[],203952,66.83639947437582,49.50980392156863,1610612744,57,56,2022-06-03T02:22:38Z,3080000,-2.0,259.0,1,right,A. Wiggins 25' 3PT  (11 PTS) (K. Thompson 3 AST),"[203952, 202691]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,25.92,Made,,,,,11.0,K. Thompson,202691.0,3.0,,,,,,,,,,,
318,PT11M28.00S,2022-06-03T02:22:53.2Z,3,REGULAR,turnover,bad pass,[],201143,,,1610612738,57,56,2022-06-03T02:22:54Z,3100000,,,0,,A. Horford bad pass TURNOVER (2 TO),"[201143, 201939]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,2.0,Curry,201939.0,
319,PT11M28.00S,2022-06-03T02:22:53.2Z,3,REGULAR,steal,,[],201939,,,1610612744,57,56,2022-06-03T02:22:55Z,3110000,,,0,,S. Curry STEAL (2 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT11M17.00S,2022-06-03T02:23:03.6Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],201939,76.69185282522996,49.01960784313725,1610612744,59,56,2022-06-03T02:23:06Z,3120000,-5.0,167.0,1,right,S. Curry 16' driving floating Jump Shot (23 PTS) (K. Looney 4 AST),"[201939, 1626172]",1610612744.0,GSW,driving floating,,,Curry,S. Curry,,,,,16.67,Made,,,,,23.0,K. Looney,1626172.0,4.0,,,,,,,,,,,
322,PT11M02.00S,2022-06-03T02:23:21.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,16.245072273324574,52.20588235294118,1610612738,59,56,2022-06-03T02:24:10Z,3140000,-11.0,100.0,1,left,MISS J. Tatum 10' driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,10.08,Missed,,,,,,,,,,,,,,,,,,,
323,PT11M00.00S,2022-06-03T02:23:23.4Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,59,56,2022-06-03T02:24:10Z,3150000,,,0,,K. Looney REBOUND (Off:4 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,322.0,6.0,2.0,4.0,,,,,,,,,,,,,,,
324,PT10M43.00S,2022-06-03T02:23:37.7Z,3,REGULAR,3pt,Jump Shot,[],203110,71.96123521681997,16.666666666666664,1610612744,59,56,2022-06-03T02:23:40Z,3160000,-167.0,211.0,1,right,MISS D. Green 26' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,26.9,Missed,,,,,,,,,,,,,,,,,,,
325,PT10M40.00S,2022-06-03T02:23:41.5Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,59,56,2022-06-03T02:23:41Z,3170000,,,0,,M. Smart REBOUND (Off:0 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,324.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
326,PT10M31.00S,2022-06-03T02:23:49.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,13.61695137976347,40.68627450980392,1610612738,59,58,2022-06-03T02:23:52Z,3180000,47.0,75.0,1,left,M. Smart 8' driving floating Jump Shot (12 PTS) (A. Horford 2 AST),"[203935, 201143]",1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,8.87,Made,,,,,12.0,A. Horford,201143.0,2.0,,,,,,,,,,,
328,PT10M20.00S,2022-06-03T02:24:00.8Z,3,REGULAR,2pt,Jump Shot,[],203952,79.45137976346912,72.05882352941177,1610612744,61,58,2022-06-03T02:24:03Z,3200000,110.0,141.0,1,right,A. Wiggins 17' step back Jump Shot (13 PTS),[203952],1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,17.88,Made,,,,,13.0,,,,,,,,,,,,,,
329,PT09M58.00S,2022-06-03T02:24:22.3Z,3,REGULAR,turnover,bad pass,[],1628369,,,1610612738,61,58,2022-06-03T02:24:23Z,3210000,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 203110]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,1.0,Green,203110.0,
330,PT09M58.00S,2022-06-03T02:24:22.3Z,3,REGULAR,steal,,[],203110,,,1610612744,61,58,2022-06-03T02:24:24Z,3220000,,,0,,D. Green STEAL (2 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT09M58.00S,2022-06-03T02:24:26.5Z,3,REGULAR,foul,personal,[],1628369,,,1610612744,61,58,2022-06-03T02:25:17Z,3230000,,,0,,J. Tatum take personal FOUL (1 PF),"[1628369, 203110]",1610612738.0,BOS,take,,,Tatum,J. Tatum,,,,,,,,,,,,,,,202058.0,1.0,0.0,Green,203110.0,,,,,,
333,PT09M44.00S,2022-06-03T02:24:51.5Z,3,REGULAR,turnover,bad pass,[],201939,,,1610612744,61,58,2022-06-03T02:24:52Z,3250000,,,0,,S. Curry bad pass TURNOVER (2 TO),"[201939, 1629057]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,2.0,Williams III,1629057.0,
334,PT09M44.00S,2022-06-03T02:24:51.5Z,3,REGULAR,steal,,[],1629057,,,1610612738,61,58,2022-06-03T02:27:40Z,3260000,,,0,,R. Williams III STEAL (1 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT09M43.00S,2022-06-03T02:24:56.4Z,3,REGULAR,foul,personal,['2freethrow'],203110,,,1610612738,61,58,2022-06-03T02:25:05Z,3270000,,,0,,D. Green shooting personal FOUL (1 PF) (Tatum 2 FT),"[203110, 1628369]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,,,,,,,,,,,202058.0,1.0,0.0,Tatum,1628369.0,,,,,,
337,PT09M43.00S,2022-06-03T02:25:21.4Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628369,,,1610612738,61,59,2022-06-03T02:25:21Z,3290000,,,0,,J. Tatum Free Throw 1 of 2 (9 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
338,PT09M43.00S,2022-06-03T02:25:37.7Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628369,,,1610612738,61,60,2022-06-03T02:25:37Z,3300000,,,0,,J. Tatum Free Throw 2 of 2 (10 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,10.0,,,,,,,,,,,,,,
339,PT09M33.00S,2022-06-03T02:25:50.4Z,3,REGULAR,3pt,Jump Shot,[],201939,70.64717477003943,20.588235294117645,1610612744,64,60,2022-06-03T02:26:01Z,3310000,-147.0,223.0,1,right,S. Curry 26' 3PT pullup (26 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,26.75,Made,,,,,26.0,,,,,,,,,,,,,,
340,PT09M18.00S,2022-06-03T02:26:05.0Z,3,REGULAR,3pt,Jump Shot,[],1628369,30.56833114323259,31.862745098039213,1610612738,64,60,2022-06-03T02:26:07Z,3320000,91.0,235.0,1,left,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.17,Missed,,,,,,,,,,,,,,,,,,,
341,PT09M16.00S,2022-06-03T02:26:20.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612744,64,60,2022-06-03T02:26:20Z,3330000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,340.0,,,,,,,,,,,,,,,,,,
342,PT09M16.00S,2022-06-03T02:26:22.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,64,60,2022-06-03T02:26:22Z,3340000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT09M07.00S,2022-06-03T02:26:34.1Z,3,REGULAR,foul,personal,[],203935,,,1610612744,64,60,2022-06-03T02:26:41Z,3350000,,,0,,M. Smart personal FOUL (1 PF),"[203935, 201939]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,1830.0,1.0,0.0,Curry,201939.0,,,,,,
345,PT08M57.00S,2022-06-03T02:27:04.7Z,3,REGULAR,3pt,Jump Shot,[],203952,95.22010512483574,95.09803921568627,1610612744,64,60,2022-06-03T02:27:07Z,3370000,225.0,-8.0,1,right,MISS A. Wiggins 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,22.56,Missed,,,,,,,,,,,,,,,,,,,
346,PT08M54.00S,2022-06-03T02:27:07.8Z,3,REGULAR,rebound,offensive,[],203110,,,1610612744,64,60,2022-06-03T02:27:07Z,3380000,,,0,,D. Green REBOUND (Off:2 Def:5),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,345.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
347,PT08M48.00S,2022-06-03T02:27:14.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203110,87.59855453350855,52.450980392156865,1610612744,64,60,2022-06-03T02:27:15Z,3390000,12.0,64.0,1,right,MISS D. Green 6' driving floating Shot,[203110],1610612744.0,GSW,driving floating,,,Green,D. Green,,,,,6.53,Missed,,,,,,,,,,,,,,,,,,,
348,PT08M46.00S,2022-06-03T02:27:17.7Z,3,REGULAR,rebound,offensive,[],203110,,,1610612744,64,60,2022-06-03T02:27:17Z,3400000,,,0,,D. Green REBOUND (Off:3 Def:5),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,347.0,8.0,5.0,3.0,,,,,,,,,,,,,,,
349,PT08M46.00S,2022-06-03T02:27:17.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203110,94.40999984741211,50.0,1610612744,64,60,2022-06-03T02:27:17Z,3410000,0.0,0.0,1,right,MISS D. Green tip Layup,[203110],1610612744.0,GSW,tip,,,Green,D. Green,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
350,PT08M46.00S,2022-06-03T02:27:18.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612744,64,60,2022-06-03T02:27:18Z,3420000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,349.0,,,,,,,,,,,,,,,,,,
351,PT08M46.00S,2022-06-03T02:27:19.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,64,60,2022-06-03T02:27:19Z,3430000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT08M40.00S,2022-06-03T02:27:36.6Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],202691,94.69448094612353,18.38235294117647,1610612744,66,60,2022-06-03T02:27:39Z,3440000,-158.0,-3.0,1,right,K. Thompson 15' step back Jump Shot (10 PTS),[202691],1610612744.0,GSW,step back,,,Thompson,K. Thompson,,,,,15.81,Made,,,,,10.0,,,,,,,,,,,,,,
353,PT08M19.00S,2022-06-03T02:27:57.1Z,3,REGULAR,foul,personal,['2freethrow'],203110,,,1610612738,66,60,2022-06-03T02:28:05Z,3450000,,,0,,D. Green shooting personal FOUL (2 PF) (Horford 2 FT),"[203110, 201143]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,,,,,,,,,,,1830.0,2.0,0.0,Horford,201143.0,,,,,,
355,PT08M19.00S,2022-06-03T02:28:36.3Z,3,REGULAR,freethrow,1 of 2,[],201143,,,1610612738,66,60,2022-06-03T02:28:36Z,3470000,,,0,,MISS A. Horford Free Throw 1 of 2,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,Missed,,,,,,,,,,,,,,,,,,,
356,PT08M19.00S,2022-06-03T02:28:36.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,66,60,2022-06-03T02:28:36Z,3480000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,355.0,,,,,,,,,,,,,,,,,,
357,PT08M19.00S,2022-06-03T02:28:55.5Z,3,REGULAR,freethrow,2 of 2,[],201143,,,1610612738,66,61,2022-06-03T02:28:55Z,3490000,,,0,,A. Horford Free Throw 2 of 2 (9 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
358,PT08M06.00S,2022-06-03T02:29:12.9Z,3,REGULAR,3pt,Jump Shot,[],201939,67.7562417871222,69.85294117647058,1610612744,66,61,2022-06-03T02:29:15Z,3500000,99.0,251.0,1,right,MISS S. Curry 26' pullup 3PT - blocked,"[201939, 1629057]",1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,26.96,Missed,,,,,,,,,,,,,,Williams III,1629057.0,,,,
359,PT08M06.00S,2022-06-03T02:29:12.9Z,3,REGULAR,block,,[],1629057,,,1610612744,66,61,2022-06-03T02:29:16Z,3510000,,,0,,R. Williams III BLOCK (3 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT08M04.00S,2022-06-03T02:29:14.9Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,66,61,2022-06-03T02:30:02Z,3520000,,,0,,M. Smart REBOUND (Off:0 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,358.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
361,PT07M55.00S,2022-06-03T02:29:23.6Z,3,REGULAR,2pt,Jump Shot,[],1628369,23.99802890932983,22.794117647058822,1610612738,66,61,2022-06-03T02:31:30Z,3530000,136.0,173.0,1,left,MISS J. Tatum 22' Jump Shot,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,22.01,Missed,,,,,,,,,,,,,,,,,,,
362,PT07M52.00S,2022-06-03T02:29:26.6Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,66,61,2022-06-03T02:32:10Z,3540000,,,0,,D. Green REBOUND (Off:3 Def:6),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,361.0,9.0,6.0,3.0,,,,,,,,,,,,,,,
363,PT07M35.00S,2022-06-03T02:29:43.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201939,91.5407358738502,57.35294117647059,1610612744,66,61,2022-06-03T02:29:46Z,3550000,37.0,27.0,1,right,MISS S. Curry driving reverse Layup,[201939],1610612744.0,GSW,driving reverse,,,Curry,S. Curry,,,,,4.56,Missed,,,,,,,,,,,,,,,,,,,
364,PT07M34.00S,2022-06-03T02:29:48.1Z,3,REGULAR,rebound,offensive,[],1626172,,,1610612744,66,61,2022-06-03T02:29:48Z,3560000,,,0,,K. Looney REBOUND (Off:5 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,363.0,7.0,2.0,5.0,,,,,,,,,,,,,,,
365,PT07M34.00S,2022-06-03T02:29:48.7Z,3,REGULAR,foul,personal,['2freethrow'],201143,,,1610612744,66,61,2022-06-03T02:29:55Z,3570000,,,0,,A. Horford shooting personal FOUL (1 PF) (Looney 2 FT),"[201143, 1626172]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,,,,,,,,,,,202058.0,1.0,0.0,Looney,1626172.0,,,,,,
367,PT07M34.00S,2022-06-03T02:30:22.5Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1626172,,,1610612744,67,61,2022-06-03T02:30:22Z,3590000,,,0,,K. Looney Free Throw 1 of 2 (3 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
