actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
17,PT10M51.00S,2022-06-09T01:10:41.6Z,1,REGULAR,3pt,Jump Shot,[],203952,21.369908015768726,9.803921568627452,1610612744,4,2,2022-06-09T01:10:49Z,170000,201.0,148.0,1,left,MISS A. Wiggins 24' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,24.98,Missed,,,,,,,,,,,,,,,,,,
18,PT10M49.00S,2022-06-09T01:10:43.6Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,4,2,2022-06-09T01:10:49Z,180000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,
19,PT10M37.00S,2022-06-09T01:10:54.4Z,1,REGULAR,3pt,Jump Shot,[],201143,68.54467805519053,27.205882352941174,1610612738,7,2,2022-06-09T01:10:58Z,190000,-114.0,243.0,1,right,A. Horford 26' 3PT  (3 PTS) (J. Brown 1 AST),"[201143, 1627759]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,26.86,Made,3.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,,
21,PT10M27.00S,2022-06-09T01:11:04.8Z,1,REGULAR,2pt,Jump Shot,[],201939,9.280551905387648,27.450980392156865,1610612744,7,2,2022-06-09T01:11:12Z,210000,113.0,35.0,1,left,MISS S. Curry 11' driving floating Shot,[201939],1610612744.0,GSW,driving floating,,,Curry,S. Curry,,,,,11.79,Missed,,,,,,,,,,,,,,,,,,
22,PT10M25.00S,2022-06-09T01:11:06.8Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,7,2,2022-06-09T01:11:12Z,220000,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,
23,PT10M09.00S,2022-06-09T01:11:22.0Z,1,REGULAR,3pt,Jump Shot,[],1628369,89.30683311432325,5.147058823529411,1610612738,7,2,2022-06-09T01:11:32Z,230000,-224.0,48.0,1,right,MISS J. Tatum 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,22.94,Missed,,,,,,,,,,,,,,,,,,
24,PT10M08.00S,2022-06-09T01:11:23.0Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,7,2,2022-06-09T01:11:32Z,240000,,,0,,R. Williams III REBOUND (Off:1 Def:0),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,23.0,1.0,0.0,1.0,,,,,,,,,,
25,PT10M03.00S,2022-06-09T01:11:29.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,87.07293035479631,95.09803921568627,1610612738,10,2,2022-06-09T01:11:35Z,250000,225.0,69.0,1,right,J. Brown 3PT  (6 PTS) (A. Horford 1 AST),"[1627759, 201143]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.58,Made,6.0,A. Horford,201143.0,1.0,,,,,,,,,,,,,,
27,PT09M38.00S,2022-06-09T01:11:53.3Z,1,REGULAR,2pt,Jump Shot,[],203952,23.73521681997372,60.29411764705882,1610612744,10,4,2022-06-09T01:12:40Z,270000,-51.0,171.0,1,left,A. Wiggins 17' step back Jump Shot (2 PTS) (K. Looney 1 AST),"[203952, 1626172]",1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,17.82,Made,2.0,K. Looney,1626172.0,1.0,,,,,,,,,,,,,,
29,PT09M22.00S,2022-06-09T01:12:12.2Z,1,REGULAR,foul,personal,[],201939,,,1610612738,10,4,2022-06-09T01:12:33Z,290000,,,0,,S. Curry personal FOUL (1 PF),"[201939, 1627759]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,1162.0,1.0,0.0,Brown,1627759.0,,,,,
31,PT09M11.00S,2022-06-09T01:12:42.4Z,1,REGULAR,3pt,Jump Shot,[],203935,71.30420499342969,20.34313725490196,1610612738,10,4,2022-06-09T01:13:26Z,310000,-148.0,217.0,1,right,MISS M. Smart 26' step back 3PT,[203935],1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,26.3,Missed,,,,,,,,,,,,,,,,,,
32,PT09M09.00S,2022-06-09T01:12:44.4Z,1,REGULAR,rebound,offensive,[],201143,,,1610612738,10,4,2022-06-09T01:12:51Z,320000,,,0,,A. Horford REBOUND (Off:1 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,31.0,2.0,1.0,1.0,,,,,,,,,,
33,PT09M02.00S,2022-06-09T01:12:52.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,92.9862023653088,51.225490196078425,1610612738,12,4,2022-06-09T01:12:57Z,330000,6.0,13.0,1,right,J. Tatum driving Layup (3 PTS) (A. Horford 2 AST),"[1628369, 201143]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,1.47,Made,3.0,A. Horford,201143.0,2.0,,,,,,,,,,,,,,
35,PT08M53.00S,2022-06-09T01:13:00.2Z,1,REGULAR,2pt,Jump Shot,[],202691,24.129434954007884,37.5,1610612744,12,4,2022-06-09T01:13:06Z,350000,62.0,174.0,1,left,MISS K. Thompson 18' pullup Shot,[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,18.52,Missed,,,,,,,,,,,,,,,,,,
36,PT08M51.00S,2022-06-09T01:13:02.2Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,12,4,2022-06-09T01:13:06Z,360000,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,35.0,2.0,1.0,1.0,,,,,,,,,,
37,PT08M45.00S,2022-06-09T01:13:11.7Z,1,REGULAR,foul,offensive,[],1627759,,,1610612738,12,4,2022-06-09T01:13:29Z,370000,,,0,,J. Brown charge offensive FOUL (1 PF),"[1627759, 201939]",1610612738.0,BOS,charge,,,Brown,J. Brown,,,,,,,,,,,,,,,2714.0,1.0,0.0,Curry,201939.0,,,,,
39,PT08M45.00S,2022-06-09T01:13:11.7Z,1,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,12,4,2022-06-09T01:13:11Z,390000,,,0,,J. Brown offensive foul TURNOVER (1 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,2714.0,,,,,1.0,,,,
40,PT08M45.00S,2022-06-09T01:13:26.7Z,1,REGULAR,substitution,out,[],1629057,,,1610612744,12,4,2022-06-09T01:13:29Z,400000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M45.00S,2022-06-09T01:13:26.7Z,1,REGULAR,substitution,in,[],1628401,,,1610612744,12,4,2022-06-09T01:13:29Z,410000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M37.00S,2022-06-09T01:13:43.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201939,30.042706964520367,28.186274509803923,1610612744,12,7,2022-06-09T01:13:50Z,420000,109.0,230.0,1,left,S. Curry 25' 3PT pullup (3 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,25.45,Made,3.0,,,,,,,,,,,,,,,,,
43,PT08M17.00S,2022-06-09T01:14:02.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,85.3646517739816,52.69607843137255,1610612738,14,7,2022-06-09T01:14:41Z,430000,13.0,85.0,1,right,M. Smart 8' turnaround fadeaway Jump Shot (2 PTS),[203935],1610612738.0,BOS,turnaround fadeaway,,,Smart,M. Smart,,,,,8.62,Made,2.0,,,,,,,,,,,,,,,,,
44,PT08M09.00S,2022-06-09T01:14:11.5Z,1,REGULAR,3pt,Jump Shot,[],203110,12.565703022339028,3.1862745098039214,1610612744,14,7,2022-06-09T01:14:28Z,440000,234.0,66.0,1,left,MISS D. Green 24' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,24.31,Missed,,,,,,,,,,,,,,,,,,
45,PT08M06.00S,2022-06-09T01:14:14.5Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,14,7,2022-06-09T01:14:51Z,450000,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,,,
53,PT08M05.00S,2022-06-09T01:14:16.5Z,1,REGULAR,turnover,out-of-bounds,[],1628401,,,1610612738,14,7,2022-06-09T01:16:05Z,455000,,,0,,D. White step out-of-bounds TURNOVER (1 TO),[1628401],1610612738.0,BOS,step,,,White,D. White,,,,,,,,,,,,,,,1162.0,,,,,1.0,,,,
47,PT07M57.00S,2022-06-09T01:14:49.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202691,12.434296977660972,95.58823529411765,1610612744,14,7,2022-06-09T01:15:23Z,470000,-228.0,64.0,1,left,MISS K. Thompson 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,23.68,Missed,,,,,,,,,,,,,,,,,,
48,PT07M54.00S,2022-06-09T01:14:53.0Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,14,7,2022-06-09T01:14:53Z,480000,,,0,,K. Looney REBOUND (Off:1 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,47.0,1.0,0.0,1.0,,,,,,,,,,
49,PT07M50.00S,2022-06-09T01:14:57.1Z,1,REGULAR,3pt,Jump Shot,"['2ndchance', 'fromturnover']",203952,28.203022339027594,77.45098039215686,1610612744,14,7,2022-06-09T01:15:25Z,490000,-137.0,213.0,1,left,MISS A. Wiggins 25' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,25.31,Missed,,,,,,,,,,,,,,,,,,
50,PT07M46.00S,2022-06-09T01:15:01.1Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,14,7,2022-06-09T01:15:25Z,500000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,49.0,1.0,1.0,0.0,,,,,,,,,,
51,PT07M37.00S,2022-06-09T01:15:09.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,90.3580814717477,60.049019607843135,1610612738,14,7,2022-06-09T01:17:13Z,510000,50.0,38.0,1,right,MISS M. Smart 6' driving floating Shot,[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,6.3,Missed,,,,,,,,,,,,,,,,,,
52,PT07M35.00S,2022-06-09T01:15:11.7Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,14,7,2022-06-09T01:15:37Z,520000,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,51.0,1.0,1.0,0.0,,,,,,,,,,
54,PT07M22.00S,2022-06-09T01:15:25.4Z,1,REGULAR,foul,offensive,[],203952,,,1610612744,14,7,2022-06-09T01:15:39Z,530000,,,0,,A. Wiggins charge offensive FOUL (1 PF),"[203952, 1627759]",1610612744.0,GSW,charge,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,1162.0,1.0,0.0,Brown,1627759.0,,,,,
56,PT07M22.00S,2022-06-09T01:15:25.4Z,1,REGULAR,turnover,offensive foul,[],203952,,,1610612744,14,7,2022-06-09T01:15:25Z,550000,,,0,,A. Wiggins offensive foul TURNOVER (1 TO),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,1162.0,,,,,1.0,,,,
60,PT07M22.00S,2022-06-09T01:15:46.4Z,1,REGULAR,substitution,out,[],1626172,,,1610612738,14,7,2022-06-09T01:16:53Z,555000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M22.00S,2022-06-09T01:15:46.4Z,1,REGULAR,substitution,in,[],1627780,,,1610612738,14,7,2022-06-09T01:16:53Z,557500,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M03.00S,2022-06-09T01:16:21.8Z,1,REGULAR,foul,personal,['2freethrow'],1627780,,,1610612738,14,7,2022-06-09T01:16:41Z,570000,,,0,,G. Payton II shooting personal FOUL (1 PF) (Brown 2 FT),"[1627780, 1627759]",1610612744.0,GSW,shooting,,,Payton II,G. Payton II,,,,,,,,,,,,,,,2714.0,1.0,0.0,Brown,1627759.0,,,,,
62,PT07M03.00S,2022-06-09T01:16:54.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1627759,,,1610612738,15,7,2022-06-09T01:16:54Z,590000,,,0,,J. Brown Free Throw 1 of 2 (7 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
63,PT07M03.00S,2022-06-09T01:17:07.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1627759,,,1610612738,16,7,2022-06-09T01:17:07Z,600000,,,0,,J. Brown Free Throw 2 of 2 (8 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
64,PT06M53.00S,2022-06-09T01:17:19.6Z,1,REGULAR,3pt,Jump Shot,[],201939,31.61957950065703,61.76470588235294,1610612744,16,7,2022-06-09T01:17:24Z,610000,-59.0,245.0,1,left,MISS S. Curry 25' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,25.17,Missed,,,,,,,,,,,,,,,,,,
65,PT06M51.00S,2022-06-09T01:17:21.6Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,16,7,2022-06-09T01:17:24Z,620000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,64.0,2.0,2.0,0.0,,,,,,,,,,
66,PT06M42.00S,2022-06-09T01:17:29.6Z,1,REGULAR,turnover,bad pass,[],203935,,,1610612738,16,7,2022-06-09T01:19:53Z,630000,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 1627780]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,1.0,Payton II,1627780.0,,
67,PT06M42.00S,2022-06-09T01:17:29.6Z,1,REGULAR,steal,,[],1627780,,,1610612744,16,7,2022-06-09T01:17:56Z,640000,,,0,,G. Payton II STEAL (1 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M36.00S,2022-06-09T01:17:36.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203952,7.5722733245729295,48.28431372549019,1610612744,16,9,2022-06-09T01:19:27Z,650000,9.0,19.0,1,left,A. Wiggins driving DUNK (4 PTS) (K. Thompson 1 AST),"[203952, 202691]",1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,2.06,Made,4.0,K. Thompson,202691.0,1.0,,,,,,,,,,,,,,
71,PT06M13.00S,2022-06-09T01:18:08.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,80.76544021024968,45.34313725490196,1610612738,18,9,2022-06-09T01:18:14Z,670000,-23.0,128.0,1,right,J. Brown 13' driving floating Jump Shot (10 PTS),[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,13.04,Made,10.0,,,,,,,,,,,,,,,,,
72,PT06M01.00S,2022-06-09T01:18:21.2Z,1,REGULAR,3pt,Jump Shot,[],201939,26.10052562417871,16.176470588235293,1610612744,18,9,2022-06-09T01:20:05Z,680000,169.0,193.0,1,left,MISS S. Curry 25' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,25.65,Missed,,,,,,,,,,,,,,,,,,
73,PT05M57.00S,2022-06-09T01:18:25.2Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,18,9,2022-06-09T01:18:26Z,690000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,72.0,2.0,2.0,0.0,,,,,,,,,,
74,PT05M44.00S,2022-06-09T01:18:40.0Z,1,REGULAR,foul,personal,['2freethrow'],201939,,,1610612738,18,9,2022-06-09T01:22:21Z,700000,,,0,,S. Curry shooting personal FOUL (2 PF) (Smart 2 FT),"[201939, 203935]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,,,,,,,,,,,1162.0,2.0,0.0,Smart,203935.0,,,,,
76,PT05M44.00S,2022-06-09T01:18:56.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,18,9,2022-06-09T01:18:56Z,720000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M44.00S,2022-06-09T01:22:22.4Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,18,9,2022-06-09T01:22:41Z,730000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M44.00S,2022-06-09T01:22:22.4Z,1,REGULAR,substitution,out,[],202691,,,1610612738,18,9,2022-06-09T01:22:41Z,740000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M44.00S,2022-06-09T01:22:22.4Z,1,REGULAR,substitution,in,[],1629684,,,1610612738,18,9,2022-06-09T01:22:41Z,750000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M44.00S,2022-06-09T01:22:22.4Z,1,REGULAR,substitution,in,[],203490,,,1610612738,18,9,2022-06-09T01:22:41Z,760000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M44.00S,2022-06-09T01:22:55.5Z,1,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,18,9,2022-06-09T01:23:17Z,770000,,,0,,MISS M. Smart Free Throw 1 of 2,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Missed,,,,,,,,,,,,,,,,,,
82,PT05M44.00S,2022-06-09T01:22:55.5Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,18,9,2022-06-09T01:23:17Z,780000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,81.0,,,,,,,,,,,,,
83,PT05M44.00S,2022-06-09T01:22:55.5Z,1,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,18,9,2022-06-09T01:23:17Z,790000,,,0,,MISS M. Smart Free Throw 2 of 2,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Missed,,,,,,,,,,,,,,,,,,
84,PT05M42.00S,2022-06-09T01:22:57.5Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,18,9,2022-06-09T01:23:17Z,800000,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,83.0,1.0,1.0,0.0,,,,,,,,,,
85,PT05M26.00S,2022-06-09T01:23:25.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,11.383048620236531,42.64705882352941,1610612744,18,9,2022-06-09T01:23:36Z,810000,37.0,55.0,1,left,MISS A. Wiggins 6' driving Layup,[203952],1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,6.58,Missed,,,,,,,,,,,,,,,,,,
86,PT05M24.00S,2022-06-09T01:23:27.9Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,18,9,2022-06-09T01:25:54Z,820000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,85.0,2.0,2.0,0.0,,,,,,,,,,
87,PT05M16.00S,2022-06-09T01:23:36.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201143,92.85479632063075,60.049019607843135,1610612738,20,9,2022-06-09T01:23:40Z,830000,50.0,15.0,1,right,A. Horford Layup (5 PTS) (J. Brown 2 AST),"[201143, 1627759]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,5.23,Made,5.0,J. Brown,1627759.0,2.0,,,,,,,,,,,,,,
89,PT05M01.00S,2022-06-09T01:23:49.9Z,1,REGULAR,turnover,bad pass,[],203110,,,1610612744,20,9,2022-06-09T01:23:53Z,850000,,,0,,D. Green bad pass TURNOVER (1 TO),"[203110, 1628401]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,1.0,White,1628401.0,,
90,PT05M01.00S,2022-06-09T01:23:49.9Z,1,REGULAR,steal,,[],1628401,,,1610612738,20,9,2022-06-09T01:23:51Z,860000,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M58.00S,2022-06-09T01:23:54.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627759,93.51182654402102,55.63725490196079,1610612738,20,9,2022-06-09T01:24:08Z,870000,28.0,8.0,1,right,MISS J. Brown running Layup - blocked,"[1627759, 203110]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,2.95,Missed,,,,,,,,,,,,,,,,,Green,203110.0
92,PT04M58.00S,2022-06-09T01:23:54.6Z,1,REGULAR,block,,[],203110,,,1610612738,20,9,2022-06-09T01:23:56Z,880000,,,0,,D. Green BLOCK (1 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M57.00S,2022-06-09T01:23:55.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,20,9,2022-06-09T01:24:08Z,890000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,,,
95,PT04M52.00S,2022-06-09T01:24:23.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627759,92.59198423127464,47.30392156862745,1610612738,22,9,2022-06-09T01:24:28Z,910000,-13.0,17.0,1,right,J. Brown driving Layup (12 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,2.18,Made,12.0,,,,,,,,,,,,,,,,,
