actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
451,PT02M29.00S,2022-05-18T02:31:34.0Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,82,75,2022-05-18T02:31:34Z,4410000,,,0,,J. Tatum Free Throw 1 of 2 (25 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,25.0,,,,,,,,,,,,,,,,,,
452,PT02M29.00S,2022-05-18T02:31:48.1Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,82,76,2022-05-18T02:31:48Z,4420000,,,0,,J. Tatum Free Throw 2 of 2 (26 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,26.0,,,,,,,,,,,,,,,,,,
453,PT02M18.00S,2022-05-18T02:32:00.0Z,3,REGULAR,2pt,Jump Shot,[],1629216,14.931011826544022,25.49019607843137,1610612748,84,76,2022-05-18T02:32:05Z,4430000,123.0,88.0,1,left,G. Vincent 15' turnaround fadeaway Jump Shot (12 PTS),[1629216],1610612748.0,MIA,turnaround fadeaway,,,Vincent,G. Vincent,,,,,15.08,Made,12.0,,,,,,,,,,,,,,,,,,
454,PT02M05.00S,2022-05-18T02:32:13.1Z,3,REGULAR,3pt,Jump Shot,[],1627759,90.22667542706965,97.54901960784314,1610612738,84,76,2022-05-18T02:32:17Z,4440000,238.0,39.0,1,right,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.09,Missed,,,,,,,,,,,,,,,,,,,
455,PT02M02.00S,2022-05-18T02:32:16.1Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,84,76,2022-05-18T02:32:17Z,4450000,,,0,,T. Herro REBOUND (Off:1 Def:5),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,454.0,6.0,5.0,1.0,,,,,,,,,,,
456,PT01M52.00S,2022-05-18T02:32:29.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,84,76,2022-05-18T02:32:29Z,4460000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT01M44.00S,2022-05-18T02:32:55.1Z,3,REGULAR,3pt,Jump Shot,[],1629216,13.748357424441524,98.0392156862745,1610612748,87,76,2022-05-18T02:35:39Z,4470000,-240.0,77.0,1,left,G. Vincent 25' 3PT step back (15 PTS) (P. Tucker 3 AST),"[1629216, 200782]",1610612748.0,MIA,step back,,,Vincent,G. Vincent,,,,,25.21,Made,15.0,P. Tucker,200782.0,3.0,,,,,,,,,,,,,,,
458,PT01M31.00S,2022-05-18T02:33:07.6Z,3,REGULAR,3pt,Jump Shot,[],1630174,78.0059132720105,7.8431372549019605,1610612738,87,76,2022-05-18T02:33:19Z,4480000,-211.0,154.0,1,right,MISS A. Nesmith 26' 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,26.12,Missed,,,,,,,,,,,,,,,,,,,
459,PT01M27.00S,2022-05-18T02:33:11.6Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,87,76,2022-05-18T02:33:19Z,4490000,,,0,,T. Herro REBOUND (Off:1 Def:6),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,458.0,7.0,6.0,1.0,,,,,,,,,,,
460,PT01M18.00S,2022-05-18T02:33:20.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203473,6.521024967148489,51.9607843137255,1610612748,87,76,2022-05-18T02:38:13Z,4500000,-10.0,9.0,1,left,MISS D. Dedmon cutting DUNK - blocked,"[203473, 1628464]",1610612748.0,MIA,cutting,,,Dedmon,D. Dedmon,,,,,1.32,Missed,,,,,,,,,,,,,,Theis,1628464.0,,,,
461,PT01M18.00S,2022-05-18T02:33:20.4Z,3,REGULAR,block,,[],1628464,,,1610612748,87,76,2022-05-18T02:33:22Z,4510000,,,0,,D. Theis BLOCK (1 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT01M16.00S,2022-05-18T02:33:22.4Z,3,REGULAR,rebound,offensive,[],203473,,,1610612748,87,76,2022-05-18T02:33:26Z,4520000,,,0,,D. Dedmon REBOUND (Off:2 Def:0),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,460.0,2.0,0.0,2.0,,,,,,,,,,,
463,PT01M16.00S,2022-05-18T02:33:25.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203473,8.886333771353483,53.18627450980392,1610612748,87,76,2022-05-18T02:33:31Z,4530000,-16.0,31.0,1,left,MISS D. Dedmon Jump Shot,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,3.48,Missed,,,,,,,,,,,,,,,,,,,
464,PT01M16.00S,2022-05-18T02:33:25.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,87,76,2022-05-18T02:33:31Z,4540000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,463.0,,,,,,,,,,,,,,
465,PT01M16.00S,2022-05-18T02:33:31.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,87,76,2022-05-18T02:33:31Z,4550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT01M16.00S,2022-05-18T02:33:33.8Z,3,REGULAR,substitution,out,[],200782,,,1610612738,87,76,2022-05-18T02:33:37Z,4560000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT01M16.00S,2022-05-18T02:33:33.8Z,3,REGULAR,substitution,in,[],203506,,,1610612738,87,76,2022-05-18T02:33:37Z,4570000,,,0,,SUB in: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT01M11.00S,2022-05-18T02:33:50.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.85479632063075,53.18627450980392,1610612738,87,76,2022-05-18T02:40:45Z,4580000,16.0,15.0,1,right,MISS J. Brown driving Layup - blocked,"[1627759, 202710]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,2.17,Missed,,,,,,,,,,,,,,Butler,202710.0,,,,
469,PT01M11.00S,2022-05-18T02:33:50.1Z,3,REGULAR,block,,[],202710,,,1610612738,87,76,2022-05-18T02:41:48Z,4590000,,,0,,J. Butler BLOCK (1 BLK),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT01M07.00S,2022-05-18T02:33:54.1Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,87,76,2022-05-18T02:34:03Z,4600000,,,0,,T. Herro REBOUND (Off:1 Def:7),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,468.0,8.0,7.0,1.0,,,,,,,,,,,
471,PT01M06.00S,2022-05-18T02:34:00.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612748,87,76,2022-05-18T02:34:09Z,4610000,,,0,,D. Theis shooting personal FOUL (2 PF) (Butler 2 FT),"[1628464, 202710]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,1146.0,2.0,0.0,Butler,202710.0,,,,,,
473,PT01M06.00S,2022-05-18T02:34:34.0Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],202710,,,1610612748,88,76,2022-05-18T02:34:34Z,4630000,,,0,,J. Butler Free Throw 1 of 2 (28 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,28.0,,,,,,,,,,,,,,,,,,
474,PT01M06.00S,2022-05-18T02:34:37.9Z,3,REGULAR,substitution,out,[],1628401,,,1610612748,88,76,2022-05-18T02:34:41Z,4640000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT01M06.00S,2022-05-18T02:34:37.9Z,3,REGULAR,substitution,in,[],1630202,,,1610612748,88,76,2022-05-18T02:34:41Z,4650000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT01M06.00S,2022-05-18T02:34:47.7Z,3,REGULAR,substitution,out,[],1627759,,,1610612748,88,76,2022-05-18T02:34:57Z,4660000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT01M06.00S,2022-05-18T02:34:47.7Z,3,REGULAR,substitution,in,[],1629684,,,1610612748,88,76,2022-05-18T02:34:57Z,4670000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT01M06.00S,2022-05-18T02:35:00.0Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],202710,,,1610612748,89,76,2022-05-18T02:35:00Z,4680000,,,0,,J. Butler Free Throw 2 of 2 (29 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,29.0,,,,,,,,,,,,,,,,,,
479,PT00M58.30S,2022-05-18T02:35:11.1Z,3,REGULAR,turnover,lost ball,[],1628369,,,1610612738,89,76,2022-05-18T02:35:54Z,4690000,,,0,,J. Tatum lost ball TURNOVER (6 TO),"[1628369, 203506]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,6.0,Oladipo,203506.0,
480,PT00M58.30S,2022-05-18T02:35:11.1Z,3,REGULAR,steal,,[],203506,,,1610612748,89,76,2022-05-18T02:35:13Z,4700000,,,0,,V. Oladipo STEAL (2 STL),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT00M55.30S,2022-05-18T02:35:38.2Z,3,REGULAR,jumpball,recovered,[],1628464,,,1610612748,89,76,2022-05-18T02:35:38Z,4710000,,,0,,Jump Ball J. Tatum vs. V. Oladipo: Tip to D. Theis,"[1628464, 1628369, 203506]",1610612738.0,BOS,heldball,D. Theis,1628464.0,Theis,D. Theis,Tatum,1628369.0,Oladipo,203506.0,,,,,,,,,,,,,,,,,,,,,
484,PT00M55.30S,2022-05-18T02:35:38.2Z,3,REGULAR,turnover,lost ball,[],203506,,,1610612748,89,76,2022-05-18T02:35:38Z,4740000,,,0,,V. Oladipo lost ball TURNOVER (1 TO),"[203506, 1628369]",1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,1.0,Tatum,1628369.0,
485,PT00M55.30S,2022-05-18T02:35:38.2Z,3,REGULAR,steal,,[],1628369,,,1610612738,89,76,2022-05-18T02:35:38Z,4750000,,,0,,J. Tatum STEAL (4 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT00M48.50S,2022-05-18T02:35:45.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630174,95.22010512483574,94.36274509803921,1610612738,89,76,2022-05-18T02:35:57Z,4760000,222.0,-8.0,1,right,MISS A. Nesmith 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,22.19,Missed,,,,,,,,,,,,,,,,,,,
487,PT00M45.80S,2022-05-18T02:35:47.7Z,3,REGULAR,rebound,defensive,[],203473,,,1610612748,89,76,2022-05-18T02:37:13Z,4770000,,,0,,D. Dedmon REBOUND (Off:2 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,486.0,3.0,1.0,2.0,,,,,,,,,,,
488,PT00M43.90S,2022-05-18T02:35:57.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612748,89,76,2022-05-18T02:36:20Z,4780000,,,0,,J. Tatum personal FOUL (1 PF) (Dedmon 2 FT),"[1628369, 203473]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1146.0,1.0,0.0,Dedmon,203473.0,,,,,,
490,PT00M43.90S,2022-05-18T02:36:36.7Z,3,REGULAR,freethrow,1 of 2,[],203473,,,1610612748,90,76,2022-05-18T02:36:36Z,4800000,,,0,,D. Dedmon Free Throw 1 of 2 (5 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
491,PT00M43.90S,2022-05-18T02:36:56.3Z,3,REGULAR,freethrow,2 of 2,[],203473,,,1610612748,91,76,2022-05-18T02:36:56Z,4810000,,,0,,D. Dedmon Free Throw 2 of 2 (6 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
492,PT00M31.70S,2022-05-18T02:37:10.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,84.31340341655716,49.754901960784316,1610612738,91,76,2022-05-18T02:37:19Z,4820000,-1.0,95.0,1,right,MISS P. Pritchard 9' driving floating Shot,[1630202],1610612738.0,BOS,driving floating,,,Pritchard,P. Pritchard,,,,,9.5,Missed,,,,,,,,,,,,,,,,,,,
493,PT00M27.20S,2022-05-18T02:37:15.0Z,3,REGULAR,rebound,defensive,[],203473,,,1610612748,91,76,2022-05-18T02:37:15Z,4830000,,,0,,D. Dedmon REBOUND (Off:2 Def:2),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,492.0,4.0,2.0,2.0,,,,,,,,,,,
494,PT00M20.70S,2022-05-18T02:37:21.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,14.668199737187912,54.90196078431373,1610612748,91,76,2022-05-18T02:44:47Z,4840000,-25.0,85.0,1,left,MISS T. Herro 8' driving floating Shot - blocked,"[1629639, 1630174]",1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,8.88,Missed,,,,,,,,,,,,,,Nesmith,1630174.0,,,,
495,PT00M20.70S,2022-05-18T02:37:21.5Z,3,REGULAR,block,,[],1630174,,,1610612748,91,76,2022-05-18T02:37:24Z,4850000,,,0,,A. Nesmith BLOCK (2 BLK),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT00M16.20S,2022-05-18T02:37:26.0Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,91,76,2022-05-18T02:37:26Z,4860000,,,0,,D. Theis REBOUND (Off:1 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,494.0,3.0,2.0,1.0,,,,,,,,,,,
497,PT00M06.40S,2022-05-18T02:37:35.9Z,3,REGULAR,turnover,lost ball,[],1628369,,,1610612738,91,76,2022-05-18T02:37:52Z,4870000,,,0,,J. Tatum lost ball TURNOVER (7 TO),"[1628369, 202710]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,7.0,Butler,202710.0,
498,PT00M06.40S,2022-05-18T02:37:35.9Z,3,REGULAR,steal,,[],202710,,,1610612748,91,76,2022-05-18T02:37:37Z,4880000,,,0,,J. Butler STEAL (4 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT00M02.60S,2022-05-18T02:37:39.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203506,6.652431011826544,50.98039215686274,1610612748,91,76,2022-05-18T02:38:06Z,4890000,-5.0,10.0,1,left,MISS V. Oladipo running Layup - blocked,"[203506, 1630174]",1610612748.0,MIA,running,,,Oladipo,V. Oladipo,,,,,1.11,Missed,,,,,,,,,,,,,,Nesmith,1630174.0,,,,
500,PT00M02.60S,2022-05-18T02:37:39.6Z,3,REGULAR,block,,[],1630174,,,1610612748,91,76,2022-05-18T02:38:06Z,4900000,,,0,,A. Nesmith BLOCK (3 BLK),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT00M00.80S,2022-05-18T02:37:41.4Z,3,REGULAR,rebound,offensive,[],202710,,,1610612748,91,76,2022-05-18T02:38:06Z,4910000,,,0,,J. Butler REBOUND (Off:5 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,499.0,7.0,2.0,5.0,,,,,,,,,,,
502,PT00M00.80S,2022-05-18T02:38:01.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630174,,,1610612748,91,76,2022-05-18T02:38:17Z,4920000,,,0,,A. Nesmith shooting personal FOUL (2 PF) (Butler 2 FT),"[1630174, 202710]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,2530.0,2.0,0.0,Butler,202710.0,,,,,,
504,PT00M00.80S,2022-05-18T02:38:23.6Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",202710,,,1610612748,92,76,2022-05-18T02:38:23Z,4940000,,,0,,J. Butler Free Throw 1 of 2 (30 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,30.0,,,,,,,,,,,,,,,,,,
505,PT00M00.80S,2022-05-18T02:38:39.1Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",202710,,,1610612748,93,76,2022-05-18T02:38:39Z,4950000,,,0,,J. Butler Free Throw 2 of 2 (31 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,31.0,,,,,,,,,,,,,,,,,,
506,PT00M00.00S,2022-05-18T02:38:44.1Z,3,REGULAR,period,end,[],0,,,1610612738,93,76,2022-05-18T02:38:44Z,4960000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2022-05-18T02:38:56.1Z,4,REGULAR,substitution,out,['startperiod'],1629216,,,1610612738,93,76,2022-05-18T02:42:39Z,4970000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2022-05-18T02:38:56.1Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612738,93,76,2022-05-18T02:42:39Z,4980000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2022-05-18T02:38:56.1Z,4,REGULAR,substitution,out,['startperiod'],1628464,,,1610612738,93,76,2022-05-18T02:42:39Z,4990000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2022-05-18T02:38:56.1Z,4,REGULAR,substitution,in,['startperiod'],1629622,,,1610612738,93,76,2022-05-18T02:42:39Z,5000000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2022-05-18T02:38:56.1Z,4,REGULAR,substitution,in,['startperiod'],1629057,,,1610612738,93,76,2022-05-18T02:42:39Z,5010000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2022-05-18T02:38:56.1Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,93,76,2022-05-18T02:42:39Z,5020000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT12M00.00S,2022-05-18T02:42:47.5Z,4,REGULAR,period,start,[],0,,,1610612738,93,76,2022-05-18T02:42:47Z,5030000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT11M54.00S,2022-05-18T02:42:58.1Z,4,REGULAR,foul,personal,[],203506,,,1610612738,93,76,2022-05-18T02:43:14Z,5040000,,,0,,V. Oladipo personal FOUL (2 PF),"[203506, 1627759]",1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,1146.0,2.0,0.0,Brown,1627759.0,,,,,,
517,PT11M38.00S,2022-05-18T02:43:26.6Z,4,REGULAR,3pt,Jump Shot,[],1630202,64.60249671484888,47.549019607843135,1610612738,93,76,2022-05-18T02:43:31Z,5060000,-12.0,280.0,1,right,MISS P. Pritchard 28' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,28.05,Missed,,,,,,,,,,,,,,,,,,,
518,PT11M33.00S,2022-05-18T02:43:31.6Z,4,REGULAR,rebound,defensive,[],203506,,,1610612748,93,76,2022-05-18T02:43:31Z,5070000,,,0,,V. Oladipo REBOUND (Off:0 Def:1),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,517.0,1.0,1.0,0.0,,,,,,,,,,,
519,PT11M13.00S,2022-05-18T02:43:51.4Z,4,REGULAR,2pt,Jump Shot,[],203506,8.229303547963205,79.16666666666666,1610612748,93,76,2022-05-18T02:47:12Z,5080000,-146.0,25.0,1,left,MISS V. Oladipo 14' pullup Shot,[203506],1610612748.0,MIA,pullup,,,Oladipo,V. Oladipo,,,,,14.79,Missed,,,,,,,,,,,,,,,,,,,
520,PT11M11.00S,2022-05-18T02:43:53.4Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,93,76,2022-05-18T02:43:55Z,5090000,,,0,,R. Williams III REBOUND (Off:2 Def:6),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,519.0,8.0,6.0,2.0,,,,,,,,,,,
521,PT10M50.00S,2022-05-18T02:44:13.6Z,4,REGULAR,3pt,Jump Shot,[],1630174,92.46057818659659,97.30392156862744,1610612738,93,76,2022-05-18T02:44:23Z,5100000,237.0,18.0,1,right,MISS A. Nesmith 3PT - blocked,"[1630174, 203506]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,23.72,Missed,,,,,,,,,,,,,,Oladipo,203506.0,,,,
522,PT10M50.00S,2022-05-18T02:44:13.6Z,4,REGULAR,block,,[],203506,,,1610612738,93,76,2022-05-18T02:44:17Z,5110000,,,0,,V. Oladipo BLOCK (1 BLK),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT10M46.00S,2022-05-18T02:44:17.6Z,4,REGULAR,rebound,defensive,[],202710,,,1610612748,93,76,2022-05-18T02:44:23Z,5120000,,,0,,J. Butler REBOUND (Off:5 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,521.0,8.0,3.0,5.0,,,,,,,,,,,
524,PT10M45.00S,2022-05-18T02:44:28.8Z,4,REGULAR,foul,personal,['3freethrow'],1630174,,,1610612748,93,76,2022-05-18T02:44:43Z,5130000,,,0,,A. Nesmith shooting personal FOUL (3 PF) (Herro 3 FT),"[1630174, 1629639]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,2534.0,3.0,0.0,Herro,1629639.0,,,,,,
526,PT10M45.00S,2022-05-18T02:44:49.7Z,4,REGULAR,freethrow,1 of 3,['fastbreak'],1629639,,,1610612748,94,76,2022-05-18T02:44:49Z,5150000,,,0,,T. Herro Free Throw 1 of 3 (16 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
527,PT10M45.00S,2022-05-18T02:45:05.5Z,4,REGULAR,freethrow,2 of 3,['fastbreak'],1629639,,,1610612748,95,76,2022-05-18T02:45:05Z,5160000,,,0,,T. Herro Free Throw 2 of 3 (17 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
528,PT10M45.00S,2022-05-18T02:45:21.2Z,4,REGULAR,freethrow,3 of 3,['fastbreak'],1629639,,,1610612748,96,76,2022-05-18T02:45:21Z,5170000,,,0,,T. Herro Free Throw 3 of 3 (18 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Made,18.0,,,,,,,,,,,,,,,,,,
530,PT10M30.00S,2022-05-18T02:45:51.3Z,4,REGULAR,foul,personal,['2freethrow'],203473,,,1610612738,96,76,2022-05-18T02:45:59Z,5190000,,,0,,D. Dedmon shooting personal FOUL (2 PF) (Pritchard 2 FT),"[203473, 1630202]",1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,2534.0,2.0,0.0,Pritchard,1630202.0,,,,,,
532,PT10M30.00S,2022-05-18T02:46:06.9Z,4,REGULAR,freethrow,1 of 2,[],1630202,,,1610612738,96,77,2022-05-18T02:46:06Z,5210000,,,0,,P. Pritchard Free Throw 1 of 2 (11 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
533,PT10M30.00S,2022-05-18T02:46:22.1Z,4,REGULAR,freethrow,2 of 2,[],1630202,,,1610612738,96,78,2022-05-18T02:46:22Z,5220000,,,0,,P. Pritchard Free Throw 2 of 2 (12 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
534,PT10M11.00S,2022-05-18T02:46:47.4Z,4,REGULAR,turnover,out-of-bounds,[],1629639,,,1610612748,96,78,2022-05-18T02:46:56Z,5230000,,,0,,T. Herro lost ball out-of-bounds TURNOVER (4 TO),[1629639],1610612748.0,MIA,lost ball,,,Herro,T. Herro,,,,,,,,,,,,,,,2534.0,,,,,,,4.0,,,
535,PT10M03.00S,2022-05-18T02:47:06.2Z,4,REGULAR,foul,personal,[],203506,,,1610612738,96,78,2022-05-18T02:47:24Z,5240000,,,0,,V. Oladipo personal FOUL (3 PF),"[203506, 1627759]",1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,2534.0,3.0,0.0,Brown,1627759.0,,,,,,
537,PT10M03.00S,2022-05-18T02:47:12.1Z,4,REGULAR,substitution,out,[],203473,,,1610612738,96,78,2022-05-18T02:47:25Z,5260000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT10M03.00S,2022-05-18T02:47:12.1Z,4,REGULAR,substitution,out,[],202710,,,1610612738,96,78,2022-05-18T02:47:25Z,5270000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT10M03.00S,2022-05-18T02:47:12.1Z,4,REGULAR,substitution,in,[],200782,,,1610612738,96,78,2022-05-18T02:47:25Z,5280000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
