actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
182,PT10M24.00S,2022-05-28T01:19:25.1Z,2,REGULAR,turnover,lost ball,[],1627759,,,1610612738,22,29,2022-05-28T01:19:25Z,1770000,,,0,,J. Brown lost ball TURNOVER (2 TO),"[1627759, 1628389]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,2.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,,
183,PT10M24.00S,2022-05-28T01:19:25.1Z,2,REGULAR,steal,,[],1628389,,,1610612748,22,29,2022-05-28T01:19:25Z,1780000,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT10M12.00S,2022-05-28T01:19:41.2Z,2,REGULAR,turnover,out-of-bounds,[],1628389,,,1610612748,22,29,2022-05-28T01:19:46Z,1790000,,,0,,B. Adebayo lost ball out-of-bounds TURNOVER (3 TO),[1628389],1610612748.0,MIA,lost ball,,,Adebayo,B. Adebayo,,,,,3.0,,,,,,,,,2715.0,,,,,,,,,,,
185,PT10M12.00S,2022-05-28T01:19:44.1Z,2,REGULAR,substitution,out,[],1627759,,,1610612738,22,29,2022-05-28T01:19:46Z,1800000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT10M12.00S,2022-05-28T01:19:44.1Z,2,REGULAR,substitution,in,[],1630202,,,1610612738,22,29,2022-05-28T01:19:46Z,1810000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT10M05.00S,2022-05-28T01:20:07.5Z,2,REGULAR,foul,personal,[],1629216,,,1610612738,22,29,2022-05-28T01:20:13Z,1820000,,,0,,G. Vincent personal FOUL (2 PF),"[1629216, 1628401]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,2004.0,,,,,2.0,0.0,White,1628401.0,,,
189,PT10M05.00S,2022-05-28T01:20:12.8Z,2,REGULAR,substitution,out,[],1629216,,,1610612738,22,29,2022-05-28T01:20:31Z,1840000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT10M05.00S,2022-05-28T01:20:12.8Z,2,REGULAR,substitution,out,[],1628389,,,1610612738,22,29,2022-05-28T01:20:31Z,1850000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT10M05.00S,2022-05-28T01:20:12.8Z,2,REGULAR,substitution,out,[],1628997,,,1610612738,22,29,2022-05-28T01:20:31Z,1860000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT10M05.00S,2022-05-28T01:20:12.8Z,2,REGULAR,substitution,in,[],200768,,,1610612738,22,29,2022-05-28T01:20:31Z,1870000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT10M05.00S,2022-05-28T01:20:12.8Z,2,REGULAR,substitution,in,[],200782,,,1610612738,22,29,2022-05-28T01:20:31Z,1880000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT10M05.00S,2022-05-28T01:20:12.8Z,2,REGULAR,substitution,in,[],202710,,,1610612738,22,29,2022-05-28T01:20:31Z,1890000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT10M00.00S,2022-05-28T01:20:44.7Z,2,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612738,22,29,2022-05-28T01:20:50Z,1900000,,,0,,D. Robinson shooting personal FOUL (2 PF) (Tatum 2 FT),"[1629130, 1628369]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,,,,,,,,,,2715.0,,,,,2.0,0.0,Tatum,1628369.0,,,
197,PT10M00.00S,2022-05-28T01:21:14.1Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1628369,,,1610612738,23,29,2022-05-28T01:21:14Z,1920000,,,0,,J. Tatum Free Throw 1 of 2 (8 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Made,,,,,,8.0,,,,,,,,,,
198,PT10M00.00S,2022-05-28T01:21:28.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1628369,,,1610612738,24,29,2022-05-28T01:21:28Z,1930000,,,0,,J. Tatum Free Throw 2 of 2 (9 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Made,,,,,,9.0,,,,,,,,,,
199,PT09M46.00S,2022-05-28T01:21:43.9Z,2,REGULAR,3pt,Jump Shot,[],200782,9.806176084099869,94.85294117647058,1610612748,24,32,2022-05-28T01:22:06Z,1940000,-224.0,40.0,1,left,P. Tucker 3PT  (6 PTS) (J. Butler 5 AST),"[200782, 202710]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,22.78,Made,,,,,,6.0,J. Butler,202710.0,5.0,,,,,,,
201,PT09M34.00S,2022-05-28T01:21:55.7Z,2,REGULAR,3pt,Jump Shot,[],1628369,65.78515111695138,52.94117647058824,1610612738,27,32,2022-05-28T01:22:36Z,1960000,15.0,269.0,1,right,J. Tatum 26' 3PT pullup (12 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,26.95,Made,,,,,,12.0,,,,,,,,,,
202,PT09M13.00S,2022-05-28T01:22:16.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,17.427726675427067,37.99019607843137,1610612748,27,32,2022-05-28T01:22:19Z,1970000,60.0,111.0,1,left,MISS J. Butler 12' turnaround fadeaway Shot,[202710],1610612748.0,MIA,turnaround fadeaway,,,Butler,J. Butler,,,,,,,,12.64,Missed,,,,,,,,,,,,,,,,
203,PT09M11.00S,2022-05-28T01:22:18.4Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,27,32,2022-05-28T01:22:19Z,1980000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,202.0,2.0,2.0,0.0,,,,,,,,,,,,
204,PT08M56.00S,2022-05-28T01:22:33.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,90.62089356110381,49.754901960784316,1610612738,29,32,2022-05-28T01:22:37Z,1990000,-1.0,36.0,1,right,J. Tatum cutting DUNK (14 PTS) (A. Horford 2 AST),"[1628369, 201143]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,,,,3.57,Made,,,,,,14.0,A. Horford,201143.0,2.0,,,,,,,
206,PT08M39.00S,2022-05-28T01:22:50.1Z,2,REGULAR,2pt,Jump Shot,[],203506,13.485545335085414,21.07843137254902,1610612748,29,32,2022-05-28T01:22:55Z,2010000,145.0,74.0,1,left,MISS V. Oladipo 16' pullup Shot,[203506],1610612748.0,MIA,pullup,,,Oladipo,V. Oladipo,,,,,,,,16.26,Missed,,,,,,,,,,,,,,,,
207,PT08M37.00S,2022-05-28T01:22:52.1Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,29,32,2022-05-28T01:22:55Z,2020000,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,206.0,3.0,3.0,0.0,,,,,,,,,,,,
208,PT08M18.00S,2022-05-28T01:23:11.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,81.68528252299606,48.03921568627451,1610612738,31,32,2022-05-28T01:23:15Z,2030000,-10.0,120.0,1,right,J. Tatum 12' turnaround fadeaway Jump Shot (16 PTS) (D. White 2 AST),"[1628369, 1628401]",1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,,,,12.01,Made,,,,,,16.0,D. White,1628401.0,2.0,,,,,,,
210,PT08M17.00S,2022-05-28T01:23:17.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,31,32,2022-05-28T01:23:17Z,2050000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M17.00S,2022-05-28T01:26:11.7Z,2,REGULAR,substitution,out,[],1629130,,,1610612748,31,32,2022-05-28T01:26:41Z,2060000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M17.00S,2022-05-28T01:26:11.7Z,2,REGULAR,substitution,in,[],1629622,,,1610612748,31,32,2022-05-28T01:26:41Z,2070000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M00.00S,2022-05-28T01:27:12.5Z,2,REGULAR,3pt,Jump Shot,[],202710,20.97568988173456,6.372549019607843,1610612748,31,35,2022-05-28T01:27:39Z,2080000,218.0,145.0,1,left,J. Butler 26' 3PT  (17 PTS) (P. Tucker 1 AST),"[202710, 200782]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,26.17,Made,,,,,,17.0,P. Tucker,200782.0,1.0,,,,,,,
215,PT07M38.00S,2022-05-28T01:27:34.9Z,2,REGULAR,3pt,Jump Shot,[],1630202,89.83245729303549,2.450980392156863,1610612738,31,35,2022-05-28T01:27:47Z,2100000,-238.0,43.0,1,right,MISS P. Pritchard 24' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,24.16,Missed,,,,,,,,,,,,,,,,
216,PT07M37.00S,2022-05-28T01:27:35.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,31,35,2022-05-28T01:27:47Z,2110000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,215.0,,,,,,,,,,,,,,,
217,PT07M35.00S,2022-05-28T01:27:47.3Z,2,REGULAR,foul,personal,[],1629684,,,1610612748,31,35,2022-05-28T01:27:55Z,2120000,,,0,,G. Williams loose ball personal FOUL (2 PF),"[1629684, 200768]",1610612738.0,BOS,loose ball,,,Williams,G. Williams,,,,,,,,,,,,,,2534.0,,,,,2.0,0.0,Lowry,200768.0,,,
219,PT07M20.00S,2022-05-28T01:28:04.8Z,2,REGULAR,2pt,Jump Shot,[],200768,20.318659658344284,27.450980392156865,1610612748,31,35,2022-05-28T01:28:25Z,2140000,113.0,138.0,1,left,MISS K. Lowry 17' turnaround fadeaway Shot,[200768],1610612748.0,MIA,turnaround fadeaway,,,Lowry,K. Lowry,,,,,,,,17.86,Missed,,,,,,,,,,,,,,,,
220,PT07M18.00S,2022-05-28T01:28:06.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,31,35,2022-05-28T01:28:25Z,2150000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,219.0,,,,,,,,,,,,,,,
221,PT07M18.00S,2022-05-28T01:28:11.3Z,2,REGULAR,foul,personal,[],1630202,,,1610612748,31,35,2022-05-28T01:28:17Z,2160000,,,0,,P. Pritchard loose ball personal FOUL (1 PF),"[1630202, 1629622]",1610612738.0,BOS,loose ball,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,2715.0,,,,,1.0,0.0,Strus,1629622.0,,,
223,PT07M10.00S,2022-05-28T01:28:32.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202710,5.601182654402102,54.166666666666664,1610612748,31,35,2022-05-28T01:28:35Z,2180000,-21.0,0.0,1,left,MISS J. Butler driving Layup,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,,,,2.08,Missed,,,,,,,,,,,,,,,,
224,PT07M09.00S,2022-05-28T01:28:33.1Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,31,35,2022-05-28T01:28:35Z,2190000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,223.0,2.0,2.0,0.0,,,,,,,,,,,,
225,PT07M05.00S,2022-05-28T01:28:40.2Z,2,REGULAR,foul,offensive,[],201143,,,1610612738,31,35,2022-05-28T01:28:48Z,2200000,,,0,,A. Horford charge offensive FOUL (3 PF),"[201143, 1629622]",1610612738.0,BOS,charge,,,Horford,A. Horford,,,,,,,,,,,,,,2534.0,,,,,3.0,0.0,Strus,1629622.0,,,
227,PT07M05.00S,2022-05-28T01:28:40.2Z,2,REGULAR,turnover,offensive foul,[],201143,,,1610612738,31,35,2022-05-28T01:28:40Z,2220000,,,0,,A. Horford offensive foul TURNOVER (2 TO),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,2.0,,,,,,,,,2534.0,,,,,,,,,,,
228,PT06M49.00S,2022-05-28T01:29:11.1Z,2,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612748,31,35,2022-05-28T01:29:22Z,2230000,,,0,,G. Williams shooting personal FOUL (3 PF) (Butler 2 FT),"[1629684, 202710]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,2534.0,,,,,3.0,0.0,Butler,202710.0,,,
230,PT06M49.00S,2022-05-28T01:29:43.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],202710,,,1610612748,31,36,2022-05-28T01:29:43Z,2250000,,,0,,J. Butler Free Throw 1 of 2 (18 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,Made,,,,,,18.0,,,,,,,,,,
231,PT06M49.00S,2022-05-28T01:29:45.8Z,2,REGULAR,substitution,out,[],1628401,,,1610612748,31,36,2022-05-28T01:29:56Z,2260000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M49.00S,2022-05-28T01:29:45.8Z,2,REGULAR,substitution,out,[],1630202,,,1610612748,31,36,2022-05-28T01:29:56Z,2270000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M49.00S,2022-05-28T01:29:45.8Z,2,REGULAR,substitution,out,[],203506,,,1610612748,31,36,2022-05-28T01:29:56Z,2280000,,,0,,SUB out: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M49.00S,2022-05-28T01:29:45.8Z,2,REGULAR,substitution,in,[],1627759,,,1610612748,31,36,2022-05-28T01:29:56Z,2290000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M49.00S,2022-05-28T01:29:45.8Z,2,REGULAR,substitution,in,[],203935,,,1610612748,31,36,2022-05-28T01:29:56Z,2300000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M49.00S,2022-05-28T01:29:45.8Z,2,REGULAR,substitution,in,[],1628389,,,1610612748,31,36,2022-05-28T01:29:56Z,2310000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M49.00S,2022-05-28T01:30:08.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],202710,,,1610612748,31,37,2022-05-28T01:30:08Z,2320000,,,0,,J. Butler Free Throw 2 of 2 (19 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,Made,,,,,,19.0,,,,,,,,,,
238,PT06M38.00S,2022-05-28T01:30:21.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,91.67214191852825,49.50980392156863,1610612738,33,37,2022-05-28T01:30:26Z,2330000,-2.0,26.0,1,right,J. Tatum driving DUNK (18 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,2.59,Made,,,,,,18.0,,,,,,,,,,
240,PT06M22.00S,2022-05-28T01:30:40.0Z,2,REGULAR,foul,personal,[],1628369,,,1610612748,33,37,2022-05-28T01:30:47Z,2350000,,,0,,J. Tatum personal FOUL (1 PF),"[1628369, 1628389]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,2534.0,,,,,1.0,0.0,Adebayo,1628389.0,,,
242,PT06M22.00S,2022-05-28T01:30:50.2Z,2,REGULAR,substitution,out,[],1629684,,,1610612748,33,37,2022-05-28T01:31:00Z,2370000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M22.00S,2022-05-28T01:30:50.2Z,2,REGULAR,substitution,in,[],1628401,,,1610612748,33,37,2022-05-28T01:31:00Z,2380000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M10.00S,2022-05-28T01:31:21.3Z,2,REGULAR,3pt,Jump Shot,[],200768,32.013797634691194,55.392156862745104,1610612748,33,40,2022-05-28T01:31:34Z,2390000,-27.0,248.0,1,left,K. Lowry 24' 3PT  (8 PTS) (M. Strus 1 AST),"[200768, 1629622]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,24.99,Made,,,,,,8.0,M. Strus,1629622.0,1.0,,,,,,,
246,PT05M50.00S,2022-05-28T01:31:45.5Z,2,REGULAR,foul,personal,[],200768,,,1610612738,33,40,2022-05-28T01:32:10Z,2410000,,,0,,K. Lowry personal FOUL (1 PF),"[200768, 203935]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,2715.0,,,,,1.0,0.0,Smart,203935.0,,,
248,PT05M40.00S,2022-05-28T01:32:19.5Z,2,REGULAR,3pt,Jump Shot,[],203935,67.36202365308804,66.91176470588235,1610612738,33,40,2022-05-28T01:32:26Z,2430000,85.0,254.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,26.8,Missed,,,,,,,,,,,,,,,,
249,PT05M38.00S,2022-05-28T01:32:21.5Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,33,40,2022-05-28T01:32:26Z,2440000,,,0,,B. Adebayo REBOUND (Off:2 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,248.0,6.0,4.0,2.0,,,,,,,,,,,,
250,PT05M22.00S,2022-05-28T01:32:40.7Z,2,REGULAR,foul,offensive,[],200782,,,1610612748,33,40,2022-05-28T01:32:51Z,2450000,,,0,,P. Tucker offensive FOUL (3 PF),"[200782, 1627759]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,2534.0,,,,,3.0,0.0,Brown,1627759.0,,,
252,PT05M22.00S,2022-05-28T01:32:40.7Z,2,REGULAR,turnover,offensive foul,[],200782,,,1610612748,33,40,2022-05-28T01:32:40Z,2470000,,,0,,P. Tucker offensive foul TURNOVER (1 TO),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,1.0,,,,,,,,,2534.0,,,,,,,,,,,
253,PT05M22.00S,2022-05-28T01:33:22.4Z,2,REGULAR,instantreplay,request,[],0,,,1610612738,33,40,2022-05-28T01:34:37Z,2480000,,,0,,,[],,,stands,,,,,,,,,,,,,,,,,,2534.0,,,,,,,,,,,Common Foul Upheld
254,PT05M22.00S,2022-05-28T01:34:51.8Z,2,REGULAR,substitution,out,[],201143,,,1610612738,33,40,2022-05-28T01:35:20Z,2490000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M22.00S,2022-05-28T01:34:51.8Z,2,REGULAR,substitution,out,[],200782,,,1610612738,33,40,2022-05-28T01:35:20Z,2500000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M22.00S,2022-05-28T01:34:51.8Z,2,REGULAR,substitution,in,[],1629057,,,1610612738,33,40,2022-05-28T01:35:20Z,2510000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M22.00S,2022-05-28T01:34:51.8Z,2,REGULAR,substitution,in,[],1628997,,,1610612738,33,40,2022-05-28T01:35:20Z,2520000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M06.00S,2022-05-28T01:35:29.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628401,91.40932982917214,50.73529411764706,1610612738,35,40,2022-05-28T01:35:35Z,2530000,4.0,28.0,1,right,D. White driving Layup (4 PTS) (J. Brown 1 AST),"[1628401, 1627759]",1610612738.0,BOS,driving,,,White,D. White,,,,,,,,2.85,Made,,,,,,4.0,J. Brown,1627759.0,1.0,,,,,,,
260,PT04M53.00S,2022-05-28T01:35:45.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,35,40,2022-05-28T01:35:45Z,2550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M40.00S,2022-05-28T01:36:12.0Z,2,REGULAR,3pt,Jump Shot,[],1629622,38.612844940867284,23.79748774509804,1610612748,35,40,2022-05-28T01:36:42Z,2560000,131.0,310.0,1,left,MISS M. Strus 33' pullup 3PT,[1629622],1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,,,,33.7,Missed,,,,,,,,,,,,,,,,
262,PT04M38.00S,2022-05-28T01:36:14.0Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,35,40,2022-05-28T01:36:16Z,2570000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,261.0,3.0,3.0,0.0,,,,,,,,,,,,
263,PT04M29.00S,2022-05-28T01:36:23.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,90.75229960578186,50.0,1610612738,35,40,2022-05-28T01:37:25Z,2580000,0.0,34.0,1,right,MISS M. Smart driving floating Shot,[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,,,,3.44,Missed,,,,,,,,,,,,,,,,
264,PT04M27.00S,2022-05-28T01:36:25.2Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,35,40,2022-05-28T01:36:27Z,2590000,,,0,,J. Butler REBOUND (Off:2 Def:4),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,263.0,6.0,4.0,2.0,,,,,,,,,,,,
265,PT04M17.00S,2022-05-28T01:36:34.8Z,2,REGULAR,turnover,bad pass,[],202710,,,1610612748,35,40,2022-05-28T01:36:38Z,2600000,,,0,,J. Butler bad pass TURNOVER (1 TO),"[202710, 1627759]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,1.0,Brown,1627759.0,,,,,,,,,,,,,,,,,,
266,PT04M17.00S,2022-05-28T01:36:34.8Z,2,REGULAR,steal,,[],1627759,,,1610612738,35,40,2022-05-28T01:36:36Z,2610000,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M07.00S,2022-05-28T01:36:45.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1627759,73.40670170827858,59.31372549019608,1610612738,37,40,2022-05-28T01:38:01Z,2620000,47.0,197.0,1,right,J. Brown 20' pullup Jump Shot (9 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,,20.29,Made,,,,,,9.0,,,,,,,,,,
268,PT03M46.00S,2022-05-28T01:37:08.5Z,2,REGULAR,foul,offensive,[],1628389,,,1610612748,37,40,2022-05-28T01:37:19Z,2630000,,,0,,B. Adebayo offensive FOUL (1 PF),"[1628389, 203935]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,2534.0,,,,,1.0,0.0,Smart,203935.0,,,
270,PT03M46.00S,2022-05-28T01:37:08.5Z,2,REGULAR,turnover,offensive foul,[],1628389,,,1610612748,37,40,2022-05-28T01:37:08Z,2650000,,,0,,B. Adebayo offensive foul TURNOVER (4 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,4.0,,,,,,,,,2534.0,,,,,,,,,,,
271,PT03M32.00S,2022-05-28T01:37:40.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627759,87.86136662286465,49.26470588235294,1610612738,39,40,2022-05-28T01:37:44Z,2660000,-4.0,62.0,1,right,J. Brown 6' pullup Jump Shot (11 PTS) (D. White 3 AST),"[1627759, 1628401]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,,6.17,Made,,,,,,11.0,D. White,1628401.0,3.0,,,,,,,
272,PT03M17.00S,2022-05-28T01:37:55.9Z,2,REGULAR,turnover,lost ball,[],1628997,,,1610612748,39,40,2022-05-28T01:37:59Z,2670000,,,0,,C. Martin lost ball TURNOVER (2 TO),"[1628997, 1627759]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,2.0,Brown,1627759.0,,,,,,,,,,,,,,,,,,
273,PT03M17.00S,2022-05-28T01:37:55.9Z,2,REGULAR,steal,,[],1627759,,,1610612738,39,40,2022-05-28T01:37:57Z,2680000,,,0,,J. Brown STEAL (3 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M05.00S,2022-05-28T01:38:10.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628997,,,1610612738,39,40,2022-05-28T01:38:22Z,2690000,,,0,,C. Martin shooting personal FOUL (2 PF) (Brown 2 FT),"[1628997, 1627759]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,,,,,,,,,,2004.0,,,,,2.0,0.0,Brown,1627759.0,,,
277,PT03M05.00S,2022-05-28T01:39:03.1Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1627759,,,1610612738,40,40,2022-05-28T01:39:03Z,2710000,,,0,,J. Brown Free Throw 1 of 2 (12 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,Made,,,,,,12.0,,,,,,,,,,
278,PT03M05.00S,2022-05-28T01:39:03.9Z,2,REGULAR,substitution,out,[],1629622,,,1610612738,40,40,2022-05-28T01:39:14Z,2720000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
