actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
371,PT09M15.00S,2022-05-28T02:10:06.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629622,91.80354796320631,49.01960784313725,1610612748,49,53,2022-05-28T02:10:12Z,3610000,-5.0,25.0,1,right,M. Strus running DUNK (7 PTS) (K. Lowry 4 AST),"[1629622, 200768]",1610612748.0,MIA,running,,,Strus,M. Strus,,,,,,,,2.5,Made,,,,,,7.0,K. Lowry,200768.0,4.0,,,,,,,
373,PT08M57.00S,2022-05-28T02:10:24.3Z,3,REGULAR,3pt,Jump Shot,[],1628369,32.670827858081466,62.5,1610612738,52,53,2022-05-28T02:13:14Z,3630000,-62.0,255.0,1,left,J. Tatum 26' 3PT pullup (24 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,26.22,Made,,,,,,24.0,,,,,,,,,,
374,PT08M44.00S,2022-05-28T02:10:37.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,81.02825229960578,56.86274509803921,1610612748,52,55,2022-05-28T02:10:41Z,3640000,34.0,126.0,1,right,B. Adebayo 13' turnaround Jump Shot (6 PTS),[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,,,,13.04,Made,,,,,,6.0,,,,,,,,,,
375,PT08M26.00S,2022-05-28T02:10:55.2Z,3,REGULAR,3pt,Jump Shot,[],203935,32.14520367936925,21.323529411764707,1610612738,52,55,2022-05-28T02:11:03Z,3650000,143.0,250.0,1,left,MISS M. Smart 28' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,28.79,Missed,,,,,,,,,,,,,,,,
376,PT08M24.00S,2022-05-28T02:10:57.2Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,52,55,2022-05-28T02:11:03Z,3660000,,,0,,J. Brown REBOUND (Off:2 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,375.0,4.0,2.0,2.0,,,,,,,,,,,,
377,PT08M14.00S,2022-05-28T02:11:08.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,16.507884362680684,5.392156862745098,1610612738,52,55,2022-05-28T02:11:15Z,3670000,223.0,103.0,1,left,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,24.55,Missed,,,,,,,,,,,,,,,,
378,PT08M12.00S,2022-05-28T02:11:10.5Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,52,55,2022-05-28T02:11:15Z,3680000,,,0,,B. Adebayo REBOUND (Off:3 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,377.0,8.0,5.0,3.0,,,,,,,,,,,,
379,PT07M52.00S,2022-05-28T02:11:29.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,91.40932982917214,46.81372549019608,1610612748,52,57,2022-05-28T02:11:34Z,3690000,-16.0,28.0,1,right,J. Butler driving reverse Layup (23 PTS),[202710],1610612748.0,MIA,driving reverse,,,Butler,J. Butler,,,,,,,,3.25,Made,,,,,,23.0,,,,,,,,,,
380,PT07M37.00S,2022-05-28T02:11:45.2Z,3,REGULAR,3pt,Jump Shot,[],203935,6.521024967148489,95.34313725490196,1610612738,55,57,2022-05-28T02:11:50Z,3700000,-227.0,9.0,1,left,M. Smart 3PT  (7 PTS) (A. Horford 3 AST),"[203935, 201143]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,22.69,Made,,,,,,7.0,A. Horford,201143.0,3.0,,,,,,,
382,PT07M37.00S,2022-05-28T02:11:51.1Z,3,REGULAR,foul,personal,['1freethrow'],200782,,,1610612738,55,57,2022-05-28T02:12:05Z,3720000,,,0,,P. Tucker shooting personal FOUL (4 PF) (Smart 1 FT),"[200782, 203935]",1610612748.0,MIA,shooting,,,Tucker,P. Tucker,,,,,,,,,,,,,,2004.0,,,,,4.0,0.0,Smart,203935.0,,,
384,PT07M37.00S,2022-05-28T02:12:18.1Z,3,REGULAR,substitution,out,[],200782,,,1610612738,55,57,2022-05-28T02:13:06Z,3740000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT07M37.00S,2022-05-28T02:12:18.1Z,3,REGULAR,substitution,in,[],203506,,,1610612738,55,57,2022-05-28T02:13:06Z,3750000,,,0,,SUB in: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT07M37.00S,2022-05-28T02:12:34.2Z,3,REGULAR,freethrow,1 of 1,[],203935,,,1610612738,56,57,2022-05-28T02:12:34Z,3760000,,,0,,M. Smart Free Throw 1 of 1 (8 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,Made,,,,,,8.0,,,,,,,,,,
387,PT07M21.00S,2022-05-28T02:12:52.5Z,3,REGULAR,2pt,Jump Shot,[],203506,91.5407358738502,68.13725490196079,1610612748,56,59,2022-05-28T02:14:53Z,3770000,91.0,27.0,1,right,V. Oladipo 9' floating Jump Shot (2 PTS) (K. Lowry 5 AST),"[203506, 200768]",1610612748.0,MIA,floating,,,Oladipo,V. Oladipo,,,,,,,,9.46,Made,,,,,,2.0,K. Lowry,200768.0,5.0,,,,,,,
389,PT07M09.00S,2022-05-28T02:13:04.5Z,3,REGULAR,turnover,bad pass,[],201143,,,1610612738,56,59,2022-05-28T02:13:07Z,3790000,,,0,,A. Horford bad pass TURNOVER (3 TO),"[201143, 202710]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,3.0,Butler,202710.0,,,,,,,,,,,,,,,,,,
390,PT07M09.00S,2022-05-28T02:13:04.5Z,3,REGULAR,steal,,[],202710,,,1610612748,56,59,2022-05-28T02:13:06Z,3800000,,,0,,J. Butler STEAL (3 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT07M07.00S,2022-05-28T02:13:08.1Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202710,90.75229960578186,49.50980392156863,1610612748,56,61,2022-05-28T02:15:38Z,3810000,-2.0,34.0,1,right,J. Butler running Layup (25 PTS),[202710],1610612748.0,MIA,running,,,Butler,J. Butler,,,,,,,,3.45,Made,,,,,,25.0,,,,,,,,,,
392,PT07M07.00S,2022-05-28T02:13:12.2Z,3,REGULAR,foul,personal,['1freethrow'],203935,,,1610612748,56,61,2022-05-28T02:15:18Z,3820000,,,0,,M. Smart shooting personal FOUL (1 PF) (Butler 1 FT),"[203935, 202710]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,2004.0,,,,,1.0,0.0,Butler,202710.0,,,
394,PT07M07.00S,2022-05-28T02:13:21.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,56,61,2022-05-28T02:13:21Z,3840000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT07M07.00S,2022-05-28T02:17:15.2Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",202710,,,1610612748,56,62,2022-05-28T02:17:15Z,3850000,,,0,,J. Butler Free Throw 1 of 1 (26 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,Made,,,,,,26.0,,,,,,,,,,
398,PT06M54.00S,2022-05-28T02:17:40.6Z,3,REGULAR,foul,personal,[],200768,,,1610612738,56,62,2022-05-28T02:17:54Z,3860000,,,0,,K. Lowry personal FOUL (2 PF),"[200768, 1628369]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,2715.0,,,,,2.0,0.0,Tatum,1628369.0,,,
400,PT06M44.00S,2022-05-28T02:18:05.0Z,3,REGULAR,2pt,Jump Shot,[],1629057,8.492115637319317,18.872549019607842,1610612738,56,62,2022-05-28T02:18:26Z,3880000,156.0,27.0,1,left,MISS R. Williams III 15' Jump Shot,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,15.8,Missed,,,,,,,,,,,,,,,,
401,PT06M42.00S,2022-05-28T02:18:07.0Z,3,REGULAR,rebound,defensive,[],203506,,,1610612748,56,62,2022-05-28T02:18:26Z,3890000,,,0,,V. Oladipo REBOUND (Off:0 Def:2),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,400.0,2.0,2.0,0.0,,,,,,,,,,,,
402,PT06M30.00S,2022-05-28T02:18:19.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612748,56,62,2022-05-28T02:18:28Z,3900000,,,0,,M. Smart shooting personal FOUL (2 PF) (Oladipo 2 FT),"[203935, 203506]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,2715.0,,,,,2.0,0.0,Oladipo,203506.0,,,
404,PT06M30.00S,2022-05-28T02:18:54.9Z,3,REGULAR,freethrow,1 of 2,[],203506,,,1610612748,56,63,2022-05-28T02:18:54Z,3920000,,,0,,V. Oladipo Free Throw 1 of 2 (3 PTS),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,Made,,,,,,3.0,,,,,,,,,,
405,PT06M30.00S,2022-05-28T02:19:10.9Z,3,REGULAR,freethrow,2 of 2,[],203506,,,1610612748,56,64,2022-05-28T02:19:10Z,3930000,,,0,,V. Oladipo Free Throw 2 of 2 (4 PTS),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,Made,,,,,,4.0,,,,,,,,,,
406,PT06M16.00S,2022-05-28T02:19:27.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,8.09789750328515,57.107843137254896,1610612738,58,64,2022-05-28T02:20:12Z,3940000,-36.0,24.0,1,left,M. Smart driving floating bank Jump Shot (10 PTS) (J. Tatum 1 AST),"[203935, 1628369]",1610612738.0,BOS,driving floating bank,,,Smart,M. Smart,,,,,,,,4.26,Made,,,,,,10.0,J. Tatum,1628369.0,1.0,,,,,,,
408,PT05M59.00S,2022-05-28T02:19:43.4Z,3,REGULAR,3pt,Jump Shot,[],203506,68.80749014454665,23.284313725490197,1610612748,58,67,2022-05-28T02:19:47Z,3960000,-134.0,241.0,1,right,V. Oladipo 27' 3PT step back (7 PTS) (K. Lowry 6 AST),"[203506, 200768]",1610612748.0,MIA,step back,,,Oladipo,V. Oladipo,,,,,,,,27.53,Made,,,,,,7.0,K. Lowry,200768.0,6.0,,,,,,,
409,PT05M44.00S,2022-05-28T02:19:58.4Z,3,REGULAR,3pt,Jump Shot,[],1627759,21.632720105124836,9.068627450980392,1610612738,58,67,2022-05-28T02:20:18Z,3970000,205.0,151.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,25.42,Missed,,,,,,,,,,,,,,,,
410,PT05M42.00S,2022-05-28T02:20:00.4Z,3,REGULAR,rebound,offensive,[],201143,,,1610612738,58,67,2022-05-28T02:20:18Z,3980000,,,0,,A. Horford REBOUND (Off:1 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,409.0,5.0,4.0,1.0,,,,,,,,,,,,
411,PT05M40.00S,2022-05-28T02:20:05.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201143,6.258212877792378,44.6078431372549,1610612738,58,67,2022-05-28T02:21:26Z,3990000,27.0,6.0,1,left,MISS A. Horford floating Shot,[201143],1610612738.0,BOS,floating,,,Horford,A. Horford,,,,,,,,2.77,Missed,,,,,,,,,,,,,,,,
412,PT05M38.00S,2022-05-28T02:20:07.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612748,58,67,2022-05-28T02:22:22Z,4000000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,411.0,,,,,,,,,,,,,,,
413,PT05M38.00S,2022-05-28T02:20:15.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,58,67,2022-05-28T02:21:12Z,4010000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT05M31.00S,2022-05-28T02:20:19.0Z,3,REGULAR,3pt,Jump Shot,[],1629622,69.33311432325887,76.9607843137255,1610612748,58,70,2022-05-28T02:20:29Z,4020000,135.0,236.0,1,right,M. Strus 27' 3PT  (10 PTS) (K. Lowry 7 AST),"[1629622, 200768]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,27.16,Made,,,,,,10.0,K. Lowry,200768.0,7.0,,,,,,,
416,PT05M30.00S,2022-05-28T02:20:25.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,58,70,2022-05-28T02:20:25Z,4040000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT05M30.00S,2022-05-28T02:23:30.1Z,3,REGULAR,substitution,out,[],201143,,,1610612738,58,70,2022-05-28T02:23:56Z,4050000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT05M30.00S,2022-05-28T02:23:30.1Z,3,REGULAR,substitution,in,[],1628401,,,1610612738,58,70,2022-05-28T02:23:56Z,4060000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT05M17.00S,2022-05-28T02:24:19.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,7.966491458607096,47.549019607843135,1610612738,60,70,2022-05-28T02:24:24Z,4070000,12.0,22.0,1,left,D. White driving Layup (6 PTS),[1628401],1610612738.0,BOS,driving,,,White,D. White,,,,,,,,2.56,Made,,,,,,6.0,,,,,,,,,,
421,PT04M57.00S,2022-05-28T02:24:39.3Z,3,REGULAR,3pt,Jump Shot,[],202710,92.06636005256242,96.07843137254902,1610612748,60,70,2022-05-28T02:24:47Z,4080000,230.0,22.0,1,right,MISS J. Butler 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,23.15,Missed,,,,,,,,,,,,,,,,
422,PT04M56.00S,2022-05-28T02:24:40.3Z,3,REGULAR,rebound,offensive,[],203506,,,1610612748,60,70,2022-05-28T02:24:47Z,4090000,,,0,,V. Oladipo REBOUND (Off:1 Def:2),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,421.0,3.0,2.0,1.0,,,,,,,,,,,,
423,PT04M46.00S,2022-05-28T02:24:50.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,63.27611695137977,8.111213235294118,1610612748,60,70,2022-05-28T02:24:57Z,4100000,-209.0,293.0,1,right,MISS M. Strus 35' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,35.99,Missed,,,,,,,,,,,,,,,,
424,PT04M43.00S,2022-05-28T02:24:53.9Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,60,70,2022-05-28T02:24:57Z,4110000,,,0,,D. White REBOUND (Off:0 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,423.0,3.0,3.0,0.0,,,,,,,,,,,,
425,PT04M37.00S,2022-05-28T02:25:01.9Z,3,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612738,60,70,2022-05-28T02:25:09Z,4120000,,,0,,M. Strus shooting personal FOUL (2 PF) (Williams III 2 FT),"[1629622, 1629057]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,,,,,,,,,,2715.0,,,,,2.0,0.0,Williams III,1629057.0,,,
427,PT04M37.00S,2022-05-28T02:25:34.6Z,3,REGULAR,freethrow,1 of 2,[],1629057,,,1610612738,61,70,2022-05-28T02:25:34Z,4140000,,,0,,R. Williams III Free Throw 1 of 2 (3 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,Made,,,,,,3.0,,,,,,,,,,
428,PT04M37.00S,2022-05-28T02:25:36.3Z,3,REGULAR,substitution,out,[],1629622,,,1610612738,61,70,2022-05-28T02:25:40Z,4150000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT04M37.00S,2022-05-28T02:25:36.3Z,3,REGULAR,substitution,in,[],1629216,,,1610612738,61,70,2022-05-28T02:25:40Z,4160000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT04M37.00S,2022-05-28T02:26:00.3Z,3,REGULAR,freethrow,2 of 2,[],1629057,,,1610612738,62,70,2022-05-28T02:26:00Z,4170000,,,0,,R. Williams III Free Throw 2 of 2 (4 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,Made,,,,,,4.0,,,,,,,,,,
431,PT04M19.00S,2022-05-28T02:26:21.5Z,3,REGULAR,3pt,Jump Shot,[],203506,90.75229960578186,3.1862745098039214,1610612748,62,70,2022-05-28T02:26:27Z,4180000,-234.0,34.0,1,right,MISS V. Oladipo 3PT,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,23.66,Missed,,,,,,,,,,,,,,,,
432,PT04M17.00S,2022-05-28T02:26:23.5Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,62,70,2022-05-28T02:26:27Z,4190000,,,0,,J. Brown REBOUND (Off:2 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,431.0,5.0,3.0,2.0,,,,,,,,,,,,
433,PT04M09.00S,2022-05-28T02:26:32.2Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629057,7.440867279894875,47.05882352941176,1610612738,64,70,2022-05-28T02:26:56Z,4200000,15.0,17.0,1,left,R. Williams III alley-oop DUNK (6 PTS) (J. Brown 3 AST),"[1629057, 1627759]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,,,,2.28,Made,,,,,,6.0,J. Brown,1627759.0,3.0,,,,,,,
435,PT04M09.00S,2022-05-28T02:26:39.7Z,3,REGULAR,timeout,full,['team'],0,,,1610612748,64,70,2022-05-28T02:26:39Z,4220000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT03M47.00S,2022-05-28T02:28:50.0Z,3,REGULAR,3pt,Jump Shot,[],200768,64.07687253613666,64.70588235294117,1610612748,64,73,2022-05-28T02:28:55Z,4230000,74.0,285.0,1,right,K. Lowry 29' 3PT  (13 PTS) (J. Butler 7 AST),"[200768, 202710]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,29.45,Made,,,,,,13.0,J. Butler,202710.0,7.0,,,,,,,
438,PT03M29.00S,2022-05-28T02:29:08.5Z,3,REGULAR,foul,offensive,['inpenalty'],1627759,,,1610612738,64,73,2022-05-28T02:29:26Z,4250000,,,0,,J. Brown offensive FOUL (4 PF),"[1627759, 203506]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,2004.0,,,,,4.0,0.0,Oladipo,203506.0,,,
440,PT03M29.00S,2022-05-28T02:29:08.5Z,3,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,64,73,2022-05-28T02:29:08Z,4270000,,,0,,J. Brown offensive foul TURNOVER (3 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,3.0,,,,,,,,,2004.0,,,,,,,,,,,
441,PT03M17.00S,2022-05-28T02:29:38.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612748,64,73,2022-05-28T02:30:01Z,4280000,,,0,,M. Smart personal FOUL (3 PF) (Butler 2 FT),"[203935, 202710]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,2715.0,,,,,3.0,0.0,Butler,202710.0,,,
443,PT03M17.00S,2022-05-28T02:30:12.0Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],202710,,,1610612748,64,74,2022-05-28T02:30:12Z,4300000,,,0,,J. Butler Free Throw 1 of 2 (27 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,Made,,,,,,27.0,,,,,,,,,,
444,PT03M17.00S,2022-05-28T02:30:13.3Z,3,REGULAR,substitution,out,[],1627759,,,1610612748,64,74,2022-05-28T02:30:26Z,4310000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT03M17.00S,2022-05-28T02:30:13.3Z,3,REGULAR,substitution,out,[],200768,,,1610612748,64,74,2022-05-28T02:30:26Z,4320000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT03M17.00S,2022-05-28T02:30:13.3Z,3,REGULAR,substitution,in,[],201143,,,1610612748,64,74,2022-05-28T02:30:26Z,4330000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT03M17.00S,2022-05-28T02:30:13.3Z,3,REGULAR,substitution,in,[],1629622,,,1610612748,64,74,2022-05-28T02:30:26Z,4340000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT03M17.00S,2022-05-28T02:30:39.6Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],202710,,,1610612748,64,75,2022-05-28T02:30:39Z,4350000,,,0,,J. Butler Free Throw 2 of 2 (28 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,Made,,,,,,28.0,,,,,,,,,,
449,PT02M57.00S,2022-05-28T02:31:01.6Z,3,REGULAR,3pt,Jump Shot,[],203935,30.17411300919842,74.01960784313727,1610612738,64,75,2022-05-28T02:31:10Z,4360000,-120.0,231.0,1,left,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,26.04,Missed,,,,,,,,,,,,,,,,
450,PT02M56.00S,2022-05-28T02:31:02.6Z,3,REGULAR,rebound,offensive,[],201143,,,1610612738,64,75,2022-05-28T02:31:10Z,4370000,,,0,,A. Horford REBOUND (Off:2 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,449.0,6.0,4.0,2.0,,,,,,,,,,,,
451,PT02M51.00S,2022-05-28T02:31:07.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,5.863994743758213,46.81372549019608,1610612738,66,75,2022-05-28T02:31:13Z,4380000,16.0,3.0,1,left,R. Williams III cutting Layup (8 PTS) (M. Smart 3 AST),"[1629057, 203935]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,,,,1.61,Made,,,,,,8.0,M. Smart,203935.0,3.0,,,,,,,
453,PT02M27.00S,2022-05-28T02:31:31.1Z,3,REGULAR,2pt,Jump Shot,[],202710,77.87450722733246,60.5392156862745,1610612748,66,77,2022-05-28T02:32:03Z,4400000,53.0,155.0,1,right,J. Butler 16' pullup Jump Shot (30 PTS),[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,,,,16.42,Made,,,,,,30.0,,,,,,,,,,
454,PT02M10.00S,2022-05-28T02:31:48.3Z,3,REGULAR,3pt,Jump Shot,[],201143,9.937582128777924,2.941176470588235,1610612738,66,77,2022-05-28T02:31:56Z,4410000,235.0,41.0,1,left,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,23.88,Missed,,,,,,,,,,,,,,,,
455,PT02M08.00S,2022-05-28T02:31:50.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612748,66,77,2022-05-28T02:31:56Z,4420000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,454.0,,,,,,,,,,,,,,,
456,PT02M08.00S,2022-05-28T02:31:59.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612748,66,77,2022-05-28T02:32:07Z,4430000,,,0,,J. Tatum loose ball personal FOUL (2 PF) (Oladipo 2 FT),"[1628369, 203506]",1610612738.0,BOS,loose ball,,,Tatum,J. Tatum,,,,,,,,,,,,,,2004.0,,,,,2.0,0.0,Oladipo,203506.0,,,
458,PT02M08.00S,2022-05-28T02:32:28.2Z,3,REGULAR,freethrow,1 of 2,[],203506,,,1610612748,66,78,2022-05-28T02:32:28Z,4450000,,,0,,V. Oladipo Free Throw 1 of 2 (8 PTS),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,Made,,,,,,8.0,,,,,,,,,,
459,PT02M08.00S,2022-05-28T02:32:44.3Z,3,REGULAR,freethrow,2 of 2,[],203506,,,1610612748,66,79,2022-05-28T02:32:44Z,4460000,,,0,,V. Oladipo Free Throw 2 of 2 (9 PTS),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,Made,,,,,,9.0,,,,,,,,,,
460,PT01M55.00S,2022-05-28T02:32:59.1Z,3,REGULAR,3pt,Jump Shot,[],1628401,31.35676741130092,25.49019607843137,1610612738,69,79,2022-05-28T02:33:03Z,4470000,123.0,242.0,1,left,D. White 27' 3PT  (9 PTS) (J. Tatum 2 AST),"[1628401, 1628369]",1610612738.0,BOS,,,,White,D. White,,,,,,,,27.15,Made,,,,,,9.0,J. Tatum,1628369.0,2.0,,,,,,,
462,PT01M35.00S,2022-05-28T02:33:18.5Z,3,REGULAR,3pt,Jump Shot,[],1629216,69.85873850197109,20.34313725490196,1610612748,69,79,2022-05-28T02:33:58Z,4490000,-148.0,231.0,1,right,MISS G. Vincent 27' pullup 3PT - blocked,"[1629216, 1629057]",1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,,,,27.43,Missed,,,,,,,,,,,,,,Williams III,1629057.0,
463,PT01M35.00S,2022-05-28T02:33:18.5Z,3,REGULAR,block,,[],1629057,,,1610612748,69,79,2022-05-28T02:33:22Z,4500000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT01M34.00S,2022-05-28T02:33:19.5Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,69,79,2022-05-28T02:33:30Z,4510000,,,0,,M. Smart REBOUND (Off:1 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,462.0,4.0,3.0,1.0,,,,,,,,,,,,
