actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
527,PT12M00.00S,2022-05-15T21:39:26.4Z,4,REGULAR,substitution,in,['startperiod'],1630202,,,1610612749,79,64,2022-05-15T21:39:42Z,5220000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT12M00.00S,2022-05-15T21:39:26.4Z,4,REGULAR,substitution,in,['startperiod'],1628369,,,1610612749,79,64,2022-05-15T21:39:42Z,5230000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT12M00.00S,2022-05-15T21:39:48.3Z,4,REGULAR,period,start,[],0,,,1610612749,79,64,2022-05-15T21:39:48Z,5240000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT11M51.00S,2022-05-15T21:39:56.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201950,8.492115637319317,62.254901960784316,1610612749,79,66,2022-05-15T21:40:02Z,5250000,-61.0,27.0,1,left,J. Holiday 6' driving Layup (18 PTS),[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,6.71,Made,,18.0,,,,,,,,,,,,,,,,,
531,PT11M27.00S,2022-05-15T21:40:19.8Z,4,REGULAR,3pt,Jump Shot,[],1628369,68.28186596583443,24.509803921568626,1610612738,79,66,2022-05-15T21:41:12Z,5260000,-127.0,246.0,1,right,MISS J. Tatum 27' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,27.68,Missed,,,,,,,,,,,,,,,,,,,
532,PT11M25.00S,2022-05-15T21:40:21.8Z,4,REGULAR,rebound,offensive,[],1630202,,,1610612738,79,66,2022-05-15T21:40:25Z,5270000,,,0,,P. Pritchard REBOUND (Off:1 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,531.0,,,,,2.0,1.0,1.0,,,,,,,,,,,
533,PT11M23.00S,2022-05-15T21:40:24.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203935,89.96386333771353,3.6764705882352944,1610612738,79,66,2022-05-15T21:40:32Z,5280000,-232.0,42.0,1,right,MISS M. Smart 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,23.53,Missed,,,,,,,,,,,,,,,,,,,
534,PT11M21.00S,2022-05-15T21:40:26.7Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,79,66,2022-05-15T21:40:32Z,5290000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:15),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,533.0,,,,,17.0,15.0,2.0,,,,,,,,,,,
535,PT11M16.00S,2022-05-15T21:40:31.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203507,5.469776609724048,54.166666666666664,1610612749,79,66,2022-05-15T21:40:37Z,5300000,-21.0,-1.0,1,left,MISS G. Antetokounmpo running Layup,[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,2.08,Missed,,,,,,,,,,,,,,,,,,,
536,PT11M14.00S,2022-05-15T21:40:33.8Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,79,66,2022-05-15T21:40:37Z,5310000,,,0,,A. Horford REBOUND (Off:1 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,535.0,,,,,7.0,6.0,1.0,,,,,,,,,,,
537,PT11M09.00S,2022-05-15T21:40:38.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629684,68.9388961892247,24.509803921568626,1610612738,82,66,2022-05-15T21:42:48Z,5320000,-127.0,239.0,1,right,G. Williams 27' 3PT running (25 PTS) (J. Tatum 6 AST),"[1629684, 1628369]",1610612738.0,BOS,running,,,Williams,G. Williams,,,,,27.13,Made,,25.0,J. Tatum,1628369.0,6.0,,,,,,,,,,,,,,
539,PT10M53.00S,2022-05-15T21:40:54.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203507,8.886333771353483,42.64705882352941,1610612749,82,66,2022-05-15T21:43:26Z,5340000,37.0,31.0,1,left,MISS G. Antetokounmpo Layup,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,4.81,Missed,,,,,,,,,,,,,,,,,,,
540,PT10M52.00S,2022-05-15T21:40:55.1Z,4,REGULAR,rebound,offensive,[],203507,,,1610612749,82,66,2022-05-15T21:41:20Z,5350000,,,0,,G. Antetokounmpo REBOUND (Off:3 Def:15),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,539.0,,,,,18.0,15.0,3.0,,,,,,,,,,,
541,PT10M52.00S,2022-05-15T21:40:56.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203507,8.360709592641262,44.11764705882353,1610612749,82,66,2022-05-15T21:41:29Z,5360000,29.0,26.0,1,left,MISS G. Antetokounmpo tip Layup - blocked,"[203507, 201143]",1610612749.0,MIL,tip,,,Antetokounmpo,G. Antetokounmpo,,,,,3.93,Missed,,,,,,,,,,,,,,,Horford,201143.0,,,
542,PT10M52.00S,2022-05-15T21:40:56.8Z,4,REGULAR,block,,[],201143,,,1610612749,82,66,2022-05-15T21:40:58Z,5370000,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT10M50.00S,2022-05-15T21:40:58.8Z,4,REGULAR,rebound,offensive,[],201572,,,1610612749,82,66,2022-05-15T21:41:29Z,5380000,,,0,,B. Lopez REBOUND (Off:4 Def:4),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,541.0,,,,,8.0,4.0,4.0,,,,,,,,,,,
544,PT10M48.00S,2022-05-15T21:41:03.7Z,4,REGULAR,foul,personal,[],1629684,,,1610612749,82,66,2022-05-15T21:41:06Z,5390000,,,0,,G. Williams personal FOUL (4 PF),"[1629684, 201572]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,101284.0,4.0,0.0,Lopez,201572.0,,,,,,
546,PT10M46.00S,2022-05-15T21:41:35.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626192,6.389618922470433,47.05882352941176,1610612749,82,68,2022-05-15T21:41:41Z,5410000,15.0,8.0,1,left,P. Connaughton reverse Layup (2 PTS) (J. Holiday 8 AST),"[1626192, 201950]",1610612749.0,MIL,reverse,,,Connaughton,P. Connaughton,,,,,1.65,Made,,2.0,J. Holiday,201950.0,8.0,,,,,,,,,,,,,,
548,PT10M21.00S,2022-05-15T21:42:00.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,81.02825229960578,62.00980392156863,1610612738,84,68,2022-05-15T21:45:48Z,5430000,60.0,126.0,1,right,J. Tatum 13' pullup Jump Shot (22 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,13.94,Made,,22.0,,,,,,,,,,,,,,,,,
549,PT10M03.00S,2022-05-15T21:42:17.8Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203507,16.63929040735874,44.11764705882353,1610612749,84,68,2022-05-15T21:46:24Z,5440000,29.0,104.0,1,left,MISS G. Antetokounmpo 10' driving bank Hook,[203507],1610612749.0,MIL,driving bank,,,Antetokounmpo,G. Antetokounmpo,,,,,10.8,Missed,,,,,,,,,,,,,,,,,,,
550,PT10M01.00S,2022-05-15T21:42:19.8Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,84,68,2022-05-15T21:42:24Z,5450000,,,0,,A. Horford REBOUND (Off:1 Def:7),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,549.0,,,,,8.0,7.0,1.0,,,,,,,,,,,
551,PT09M45.00S,2022-05-15T21:42:36.5Z,4,REGULAR,3pt,Jump Shot,[],1630202,74.85216819973719,85.7843137254902,1610612738,87,68,2022-05-15T21:42:40Z,5460000,179.0,184.0,1,right,P. Pritchard 25' 3PT  (6 PTS) (J. Tatum 7 AST),"[1630202, 1628369]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,25.66,Made,,6.0,J. Tatum,1628369.0,7.0,,,,,,,,,,,,,,
553,PT09M35.00S,2022-05-15T21:42:52.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,87,68,2022-05-15T21:42:52Z,5480000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT09M26.00S,2022-05-15T21:46:43.2Z,4,REGULAR,foul,offensive,[],201572,,,1610612749,87,68,2022-05-15T21:46:56Z,5490000,,,0,,B. Lopez offensive FOUL (2 PF),"[201572, 1628369]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,201640.0,2.0,1.0,Tatum,1628369.0,,,,,,
556,PT09M26.00S,2022-05-15T21:46:43.2Z,4,REGULAR,turnover,offensive foul,[],201572,,,1610612749,87,68,2022-05-15T21:46:43Z,5510000,,,0,,B. Lopez offensive foul TURNOVER (2 TO),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,201640.0,,,,,2.0,,,,,
557,PT09M14.00S,2022-05-15T21:47:22.4Z,4,REGULAR,violation,kicked ball,[],201572,,,1610612738,87,68,2022-05-15T21:47:32Z,5520000,,,0,,B. Lopez kicked ball VIOLATION,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,1148.0,,,,,,,,,,
558,PT09M06.00S,2022-05-15T21:47:46.2Z,4,REGULAR,foul,personal,['2freethrow'],201572,,,1610612738,87,68,2022-05-15T21:47:52Z,5530000,,,0,,B. Lopez shooting personal FOUL (3 PF) (Tatum 2 FT),"[201572, 1628369]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,,,,,,,,,,,1148.0,3.0,1.0,Tatum,1628369.0,,,,,,
560,PT09M06.00S,2022-05-15T21:48:12.0Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1628369,,,1610612738,88,68,2022-05-15T21:48:32Z,5550000,,,0,,J. Tatum Free Throw 1 of 2 (23 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,23.0,,,,,,,,,,,,,,,,,
561,PT09M06.00S,2022-05-15T21:48:12.0Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1628369,,,1610612738,88,68,2022-05-15T21:48:32Z,5560000,,,0,,MISS J. Tatum Free Throw 2 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
562,PT09M06.00S,2022-05-15T21:48:12.0Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,88,68,2022-05-15T21:48:32Z,5570000,,,0,,G. Antetokounmpo REBOUND (Off:3 Def:16),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,561.0,,,,,19.0,16.0,3.0,,,,,,,,,,,
563,PT08M48.00S,2022-05-15T21:48:45.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,15.062417871222076,35.53921568627451,1610612749,88,70,2022-05-15T21:48:51Z,5580000,72.0,89.0,1,left,J. Holiday 11' driving floating Jump Shot (20 PTS),[201950],1610612749.0,MIL,driving floating,,,Holiday,J. Holiday,,,,,11.47,Made,,20.0,,,,,,,,,,,,,,,,,
564,PT08M30.00S,2022-05-15T21:49:03.6Z,4,REGULAR,3pt,Jump Shot,[],1628369,65.78515111695138,32.1078431372549,1610612738,88,70,2022-05-15T21:49:09Z,5590000,-89.0,269.0,1,right,MISS J. Tatum 28' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,28.36,Missed,,,,,,,,,,,,,,,,,,,
565,PT08M28.00S,2022-05-15T21:49:05.6Z,4,REGULAR,rebound,defensive,[],1626171,,,1610612749,88,70,2022-05-15T21:49:09Z,5600000,,,0,,B. Portis REBOUND (Off:0 Def:5),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,564.0,,,,,5.0,5.0,0.0,,,,,,,,,,,
566,PT08M22.00S,2022-05-15T21:49:14.6Z,4,REGULAR,foul,personal,['2freethrow'],203935,,,1610612749,88,70,2022-05-15T21:49:21Z,5610000,,,0,,M. Smart shooting personal FOUL (4 PF) (Holiday 2 FT),"[203935, 201950]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,,1148.0,4.0,0.0,Holiday,201950.0,,,,,,
568,PT08M22.00S,2022-05-15T21:49:57.6Z,4,REGULAR,freethrow,1 of 2,[],201950,,,1610612749,88,70,2022-05-15T21:49:57Z,5630000,,,0,,MISS J. Holiday Free Throw 1 of 2,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,Missed,,,,,,,,,,,,,,,,,,,
569,PT08M22.00S,2022-05-15T21:49:57.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,88,70,2022-05-15T21:49:57Z,5640000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,568.0,,,,,,,,,,,,,,,,,,
570,PT08M22.00S,2022-05-15T21:50:12.4Z,4,REGULAR,freethrow,2 of 2,[],201950,,,1610612749,88,71,2022-05-15T21:50:12Z,5650000,,,0,,J. Holiday Free Throw 2 of 2 (21 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,Made,,21.0,,,,,,,,,,,,,,,,,
571,PT08M14.00S,2022-05-15T21:50:25.0Z,4,REGULAR,foul,personal,[],203507,,,1610612738,88,71,2022-05-15T21:50:31Z,5660000,,,0,,G. Antetokounmpo personal FOUL (3 PF),"[203507, 203935]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,101284.0,3.0,0.0,Smart,203935.0,,,,,,
573,PT08M06.00S,2022-05-15T21:50:48.3Z,4,REGULAR,3pt,Jump Shot,[],1630202,89.17542706964521,2.450980392156863,1610612738,88,71,2022-05-15T21:50:55Z,5680000,-238.0,49.0,1,right,MISS P. Pritchard 24' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,24.28,Missed,,,,,,,,,,,,,,,,,,,
574,PT08M04.00S,2022-05-15T21:50:50.3Z,4,REGULAR,rebound,defensive,[],201950,,,1610612749,88,71,2022-05-15T21:50:55Z,5690000,,,0,,J. Holiday REBOUND (Off:1 Def:3),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,573.0,,,,,4.0,3.0,1.0,,,,,,,,,,,
575,PT07M56.00S,2022-05-15T21:50:57.3Z,4,REGULAR,3pt,Jump Shot,[],201950,31.61957950065703,68.38235294117648,1610612749,88,71,2022-05-15T21:51:01Z,5700000,-92.0,245.0,1,left,MISS J. Holiday 26' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,26.14,Missed,,,,,,,,,,,,,,,,,,,
576,PT07M54.00S,2022-05-15T21:50:59.3Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,88,71,2022-05-15T21:51:01Z,5710000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,575.0,,,,,4.0,4.0,0.0,,,,,,,,,,,
577,PT07M38.00S,2022-05-15T21:51:15.6Z,4,REGULAR,3pt,Jump Shot,[],1630202,69.33311432325887,74.50980392156863,1610612738,91,71,2022-05-15T21:51:19Z,5720000,123.0,236.0,1,right,P. Pritchard 26' 3PT  (9 PTS) (A. Horford 6 AST),"[1630202, 201143]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,26.57,Made,,9.0,A. Horford,201143.0,6.0,,,,,,,,,,,,,,
579,PT07M28.00S,2022-05-15T21:51:26.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626171,6.389618922470433,51.9607843137255,1610612749,91,73,2022-05-15T21:51:29Z,5740000,-10.0,8.0,1,left,B. Portis driving Layup (10 PTS) (P. Connaughton 2 AST),"[1626171, 1626192]",1610612749.0,MIL,driving,,,Portis,B. Portis,,,,,1.24,Made,,10.0,P. Connaughton,1626192.0,2.0,,,,,,,,,,,,,,
581,PT06M59.00S,2022-05-15T21:51:54.8Z,4,REGULAR,3pt,Jump Shot,[],1630202,69.33311432325887,76.7156862745098,1610612738,94,73,2022-05-15T21:52:01Z,5760000,134.0,236.0,1,right,P. Pritchard 27' 3PT step back (12 PTS) (J. Tatum 8 AST),"[1630202, 1628369]",1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,27.1,Made,,12.0,J. Tatum,1628369.0,8.0,,,,,,,,,,,,,,
583,PT06M50.00S,2022-05-15T21:52:04.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201950,7.440867279894875,52.94117647058824,1610612749,94,73,2022-05-15T21:54:32Z,5780000,-15.0,17.0,1,left,MISS J. Holiday running alley-oop Layup,[201950],1610612749.0,MIL,running alley-oop,,,Holiday,J. Holiday,,,,,2.28,Missed,,,,,,,,,,,,,,,,,,,
584,PT06M48.00S,2022-05-15T21:52:06.2Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,94,73,2022-05-15T21:52:07Z,5790000,,,0,,A. Horford REBOUND (Off:1 Def:8),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,583.0,,,,,9.0,8.0,1.0,,,,,,,,,,,
585,PT06M42.00S,2022-05-15T21:52:12.0Z,4,REGULAR,3pt,Jump Shot,[],1628369,89.56964520367937,3.431372549019608,1610612738,94,73,2022-05-15T21:52:19Z,5800000,-233.0,46.0,1,right,MISS J. Tatum 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,23.72,Missed,,,,,,,,,,,,,,,,,,,
586,PT06M40.00S,2022-05-15T21:52:14.0Z,4,REGULAR,rebound,defensive,[],201572,,,1610612749,94,73,2022-05-15T21:52:19Z,5810000,,,0,,B. Lopez REBOUND (Off:4 Def:5),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,585.0,,,,,9.0,5.0,4.0,,,,,,,,,,,
587,PT06M36.00S,2022-05-15T21:52:18.2Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1626171,7.046649145860711,50.49019607843137,1610612749,94,73,2022-05-15T22:24:53Z,5820000,-2.0,14.0,1,left,MISS B. Portis running DUNK - blocked,"[1626171, 1629684]",1610612749.0,MIL,running,,,Portis,B. Portis,,,,,1.39,Missed,,,,,,,,,,,,,,,Williams,1629684.0,,,
588,PT06M36.00S,2022-05-15T21:52:18.2Z,4,REGULAR,block,,[],1629684,,,1610612749,94,73,2022-05-15T21:52:19Z,5830000,,,0,,G. Williams BLOCK (2 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT06M36.00S,2022-05-15T21:52:18.2Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,94,73,2022-05-15T21:52:23Z,5840000,,,0,,P. Pritchard REBOUND (Off:1 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,587.0,,,,,3.0,2.0,1.0,,,,,,,,,,,
590,PT06M27.00S,2022-05-15T21:52:26.9Z,4,REGULAR,3pt,Jump Shot,[],201143,70.38436268068331,77.20588235294117,1610612738,94,73,2022-05-15T21:52:36Z,5850000,136.0,226.0,1,right,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,26.37,Missed,,,,,,,,,,,,,,,,,,,
591,PT06M25.00S,2022-05-15T21:52:28.9Z,4,REGULAR,rebound,offensive,[],1628369,,,1610612738,94,73,2022-05-15T21:52:36Z,5860000,,,0,,J. Tatum REBOUND (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,590.0,,,,,5.0,4.0,1.0,,,,,,,,,,,
592,PT06M15.00S,2022-05-15T21:52:38.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,90.75229960578186,95.83333333333334,1610612738,94,73,2022-05-15T21:58:09Z,5870000,229.0,34.0,1,right,MISS P. Pritchard step back 3PT,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,23.18,Missed,,,,,,,,,,,,,,,,,,,
593,PT06M13.00S,2022-05-15T21:52:40.4Z,4,REGULAR,rebound,defensive,[],1626171,,,1610612749,94,73,2022-05-15T21:52:46Z,5880000,,,0,,B. Portis REBOUND (Off:0 Def:6),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,592.0,,,,,6.0,6.0,0.0,,,,,,,,,,,
594,PT06M02.00S,2022-05-15T21:52:53.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,16.245072273324574,49.754901960784316,1610612749,94,73,2022-05-15T21:58:36Z,5890000,1.0,100.0,1,left,MISS B. Portis 10' turnaround fadeaway Shot,[1626171],1610612749.0,MIL,turnaround fadeaway,,,Portis,B. Portis,,,,,10.02,Missed,,,,,,,,,,,,,,,,,,,
595,PT06M00.00S,2022-05-15T21:52:55.3Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,94,73,2022-05-15T21:53:02Z,5900000,,,0,,A. Horford REBOUND (Off:1 Def:9),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,594.0,,,,,10.0,9.0,1.0,,,,,,,,,,,
596,PT05M44.00S,2022-05-15T21:53:10.9Z,4,REGULAR,3pt,Jump Shot,[],1629684,71.04139290407359,77.94117647058823,1610612738,94,73,2022-05-15T21:53:17Z,5910000,140.0,220.0,1,right,MISS G. Williams 26' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,26.04,Missed,,,,,,,,,,,,,,,,,,,
597,PT05M42.00S,2022-05-15T21:53:12.9Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,94,73,2022-05-15T21:53:17Z,5920000,,,0,,G. Antetokounmpo REBOUND (Off:3 Def:17),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,596.0,,,,,20.0,17.0,3.0,,,,,,,,,,,
598,PT05M38.00S,2022-05-15T21:53:19.1Z,4,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612749,94,73,2022-05-15T21:53:29Z,5930000,,,0,,G. Williams shooting personal FOUL (5 PF) (Lopez 2 FT),"[1629684, 201572]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,101284.0,5.0,0.0,Lopez,201572.0,,,,,,
600,PT05M38.00S,2022-05-15T21:53:50.5Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],201572,,,1610612749,94,74,2022-05-15T21:53:50Z,5950000,,,0,,B. Lopez Free Throw 1 of 2 (14 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,Made,,14.0,,,,,,,,,,,,,,,,,
601,PT05M38.00S,2022-05-15T21:53:51.2Z,4,REGULAR,substitution,out,[],1629684,,,1610612749,94,74,2022-05-15T21:53:56Z,5960000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT05M38.00S,2022-05-15T21:53:51.2Z,4,REGULAR,substitution,out,[],1626171,,,1610612749,94,74,2022-05-15T21:53:56Z,5970000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT05M38.00S,2022-05-15T21:53:51.2Z,4,REGULAR,substitution,in,[],1627759,,,1610612749,94,74,2022-05-15T21:53:56Z,5980000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT05M38.00S,2022-05-15T21:53:51.2Z,4,REGULAR,substitution,in,[],202083,,,1610612749,94,74,2022-05-15T21:53:56Z,5990000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT05M38.00S,2022-05-15T21:54:20.7Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],201572,,,1610612749,94,75,2022-05-15T21:54:20Z,6000000,,,0,,B. Lopez Free Throw 2 of 2 (15 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,Made,,15.0,,,,,,,,,,,,,,,,,
606,PT05M24.00S,2022-05-15T21:54:37.5Z,4,REGULAR,3pt,Jump Shot,[],203935,91.01511169513797,95.58823529411765,1610612738,94,75,2022-05-15T21:54:44Z,6010000,228.0,32.0,1,right,MISS M. Smart 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,23.01,Missed,,,,,,,,,,,,,,,,,,,
607,PT05M22.00S,2022-05-15T21:54:39.5Z,4,REGULAR,rebound,offensive,[],1630202,,,1610612738,94,75,2022-05-15T21:54:44Z,6020000,,,0,,P. Pritchard REBOUND (Off:2 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,606.0,,,,,4.0,2.0,2.0,,,,,,,,,,,
608,PT05M20.00S,2022-05-15T21:54:41.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203935,91.5407358738502,95.09803921568627,1610612738,97,75,2022-05-15T21:54:46Z,6030000,225.0,27.0,1,right,M. Smart 3PT  (11 PTS) (P. Pritchard 2 AST),"[203935, 1630202]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,22.71,Made,,11.0,P. Pritchard,1630202.0,2.0,,,,,,,,,,,,,,
610,PT05M18.00S,2022-05-15T21:54:49.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,97,75,2022-05-15T21:55:18Z,6050000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT05M18.00S,2022-05-15T21:57:55.5Z,4,REGULAR,substitution,out,[],202083,,,1610612749,97,75,2022-05-15T21:58:13Z,6060000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT05M18.00S,2022-05-15T21:57:55.5Z,4,REGULAR,substitution,in,[],1626171,,,1610612749,97,75,2022-05-15T21:58:13Z,6070000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT04M59.00S,2022-05-15T21:58:50.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203507,7.5722733245729295,61.51960784313726,1610612749,97,75,2022-05-15T21:59:16Z,6080000,-58.0,19.0,1,left,MISS G. Antetokounmpo 6' driving Layup - blocked,"[203507, 203935]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,6.06,Missed,,,,,,,,,,,,,,,Smart,203935.0,,,
