actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
161,PT12M00.00S,2022-05-15T20:12:00.4Z,2,REGULAR,substitution,out,['startperiod'],201588,,,1610612749,20,26,2022-05-15T20:12:24Z,1610000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-05-15T20:12:00.4Z,2,REGULAR,substitution,out,['startperiod'],1626171,,,1610612749,20,26,2022-05-15T20:12:24Z,1620000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-05-15T20:12:00.4Z,2,REGULAR,substitution,out,['startperiod'],1626192,,,1610612749,20,26,2022-05-15T20:12:24Z,1630000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-05-15T20:12:00.4Z,2,REGULAR,substitution,in,['startperiod'],1628960,,,1610612749,20,26,2022-05-15T20:12:24Z,1640000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-05-15T20:12:00.4Z,2,REGULAR,substitution,in,['startperiod'],201950,,,1610612749,20,26,2022-05-15T20:12:24Z,1650000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-05-15T20:12:00.4Z,2,REGULAR,substitution,in,['startperiod'],203507,,,1610612749,20,26,2022-05-15T20:12:24Z,1660000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-05-15T20:12:25.9Z,2,REGULAR,period,start,[],0,,,1610612738,20,26,2022-05-15T20:12:25Z,1670000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M54.00S,2022-05-15T20:12:32.6Z,2,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,20,26,2022-05-15T20:12:41Z,1680000,,,0,,J. Tatum lost ball out-of-bounds TURNOVER (1 TO),[1628369],1610612738.0,BOS,lost ball,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1148.0,,,,,1.0,,,,,
169,PT11M43.00S,2022-05-15T20:12:48.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201572,69.07030223390277,24.019607843137255,1610612749,20,26,2022-05-15T20:12:57Z,1690000,-130.0,238.0,1,right,MISS B. Lopez 27' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,27.13,Missed,,,,,,,,,,,,,,,,,,,
170,PT11M40.00S,2022-05-15T20:12:51.5Z,2,REGULAR,rebound,offensive,[],202083,,,1610612749,20,26,2022-05-15T20:12:51Z,1700000,,,0,,W. Matthews REBOUND (Off:1 Def:0),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,169.0,,,,,1.0,0.0,1.0,,,,,,,,,,,
171,PT11M38.00S,2022-05-15T20:12:54.4Z,2,REGULAR,2pt,Layup,"['fromturnover', '2ndchance']",1628960,92.85479632063075,65.93137254901961,1610612749,20,26,2022-05-15T20:13:02Z,1710000,80.0,15.0,1,right,MISS G. Allen 8' driving reverse Layup,[1628960],1610612749.0,MIL,driving reverse,,,Allen,G. Allen,,,,,8.1,Missed,,,,,,,,,,,,,,,,,,,
172,PT11M36.00S,2022-05-15T20:12:55.9Z,2,REGULAR,rebound,offensive,[],201572,,,1610612749,20,26,2022-05-15T20:12:55Z,1720000,,,0,,B. Lopez REBOUND (Off:2 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,171.0,,,,,4.0,2.0,2.0,,,,,,,,,,,
173,PT11M35.00S,2022-05-15T20:12:57.6Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",201572,91.14651773981603,51.225490196078425,1610612749,20,28,2022-05-15T20:14:24Z,1730000,6.0,31.0,1,right,B. Lopez turnaround Hook (9 PTS),[201572],1610612749.0,MIL,turnaround,,,Lopez,B. Lopez,,,,,3.13,Made,,9.0,,,,,,,,,,,,,,,,,
174,PT11M18.00S,2022-05-15T20:13:16.9Z,2,REGULAR,foul,personal,['2freethrow'],201950,,,1610612738,20,28,2022-05-15T20:13:32Z,1740000,,,0,,J. Holiday shooting personal FOUL (2 PF) (Tatum 2 FT),"[201950, 1628369]",1610612749.0,MIL,shooting,,,Holiday,J. Holiday,,,,,,,,,,,,,,,201640.0,2.0,0.0,Tatum,1628369.0,,,,,,
176,PT11M18.00S,2022-05-15T20:13:53.2Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,21,28,2022-05-15T20:13:53Z,1760000,,,0,,J. Tatum Free Throw 1 of 2 (8 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,8.0,,,,,,,,,,,,,,,,,
177,PT11M18.00S,2022-05-15T20:13:54.2Z,2,REGULAR,substitution,out,[],1628464,,,1610612738,21,28,2022-05-15T20:14:05Z,1770000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT11M18.00S,2022-05-15T20:13:54.2Z,2,REGULAR,substitution,out,[],201572,,,1610612738,21,28,2022-05-15T20:14:05Z,1780000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M18.00S,2022-05-15T20:13:54.2Z,2,REGULAR,substitution,in,[],201143,,,1610612738,21,28,2022-05-15T20:14:05Z,1790000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT11M18.00S,2022-05-15T20:13:54.2Z,2,REGULAR,substitution,in,[],1626171,,,1610612738,21,28,2022-05-15T20:14:05Z,1800000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT11M18.00S,2022-05-15T20:14:19.3Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,22,28,2022-05-15T20:14:19Z,1810000,,,0,,J. Tatum Free Throw 2 of 2 (9 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,9.0,,,,,,,,,,,,,,,,,
182,PT11M07.00S,2022-05-15T20:14:35.6Z,2,REGULAR,foul,personal,[],1629684,,,1610612749,22,28,2022-05-15T20:14:44Z,1820000,,,0,,G. Williams personal FOUL (2 PF),"[1629684, 203507]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,201640.0,2.0,0.0,Antetokounmpo,203507.0,,,,,,
184,PT11M00.00S,2022-05-15T20:14:58.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628960,86.02168199737189,45.83333333333333,1610612749,22,28,2022-05-15T20:15:11Z,1840000,-21.0,79.0,1,right,MISS G. Allen 8' driving floating Shot,[1628960],1610612749.0,MIL,driving floating,,,Allen,G. Allen,,,,,8.16,Missed,,,,,,,,,,,,,,,,,,,
185,PT10M59.00S,2022-05-15T20:14:59.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,22,28,2022-05-15T20:15:11Z,1850000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,184.0,,,,,,,,,,,,,,,,,,
186,PT10M59.00S,2022-05-15T20:15:05.2Z,2,REGULAR,foul,personal,[],1626171,,,1610612738,22,28,2022-05-15T20:15:10Z,1860000,,,0,,B. Portis loose ball personal FOUL (2 PF),"[1626171, 1627759]",1610612749.0,MIL,loose ball,,,Portis,B. Portis,,,,,,,,,,,,,,,101284.0,2.0,0.0,Brown,1627759.0,,,,,,
188,PT10M37.00S,2022-05-15T20:15:42.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,8.229303547963205,48.03921568627451,1610612738,24,28,2022-05-15T20:16:27Z,1880000,10.0,25.0,1,left,G. Williams driving finger roll Layup (5 PTS) (J. Tatum 2 AST),"[1629684, 1628369]",1610612738.0,BOS,driving finger roll,,,Williams,G. Williams,,,,,2.68,Made,,5.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,,,,
190,PT10M16.00S,2022-05-15T20:16:02.8Z,2,REGULAR,3pt,Jump Shot,[],202083,69.20170827858082,72.54901960784314,1610612749,24,28,2022-05-15T20:16:09Z,1900000,113.0,237.0,1,right,MISS W. Matthews 26' 3PT - blocked,"[202083, 1629684]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,26.24,Missed,,,,,,,,,,,,,,,Williams,1629684.0,,,
191,PT10M16.00S,2022-05-15T20:16:02.8Z,2,REGULAR,block,,[],1629684,,,1610612749,24,28,2022-05-15T20:16:05Z,1910000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT10M14.00S,2022-05-15T20:16:04.8Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,24,28,2022-05-15T20:16:09Z,1920000,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,190.0,,,,,3.0,3.0,0.0,,,,,,,,,,,
193,PT10M09.00S,2022-05-15T20:16:13.6Z,2,REGULAR,foul,personal,['2freethrow'],202083,,,1610612738,24,28,2022-05-15T20:16:25Z,1930000,,,0,,W. Matthews shooting personal FOUL (1 PF) (Brown 2 FT),"[202083, 1627759]",1610612749.0,MIL,shooting,,,Matthews,W. Matthews,,,,,,,,,,,,,,,201640.0,1.0,0.0,Brown,1627759.0,,,,,,
195,PT10M09.00S,2022-05-15T20:17:04.9Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1627759,,,1610612738,24,28,2022-05-15T20:17:04Z,1950000,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
196,PT10M09.00S,2022-05-15T20:17:04.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,24,28,2022-05-15T20:17:04Z,1960000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,195.0,,,,,,,,,,,,,,,,,,
197,PT10M09.00S,2022-05-15T20:17:05.6Z,2,REGULAR,substitution,out,[],1628960,,,1610612738,24,28,2022-05-15T20:17:15Z,1970000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT10M09.00S,2022-05-15T20:17:05.6Z,2,REGULAR,substitution,in,[],1626192,,,1610612738,24,28,2022-05-15T20:17:15Z,1980000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT10M09.00S,2022-05-15T20:17:28.4Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1627759,,,1610612738,25,28,2022-05-15T20:17:28Z,1990000,,,0,,J. Brown Free Throw 2 of 2 (8 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,8.0,,,,,,,,,,,,,,,,,
200,PT09M58.00S,2022-05-15T20:17:42.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,81.42247043363994,42.15686274509804,1610612749,25,30,2022-05-15T20:17:48Z,2000000,-39.0,122.0,1,right,G. Antetokounmpo 12' floating Jump Shot (12 PTS) (J. Holiday 2 AST),"[203507, 201950]",1610612749.0,MIL,floating,,,Antetokounmpo,G. Antetokounmpo,,,,,12.82,Made,,12.0,J. Holiday,201950.0,2.0,,,,,,,,,,,,,,
202,PT09M42.00S,2022-05-15T20:17:58.4Z,2,REGULAR,3pt,Jump Shot,[],1628369,32.802233902759525,48.529411764705884,1610612738,28,30,2022-05-15T20:19:17Z,2020000,7.0,256.0,1,left,J. Tatum 25' 3PT pullup (12 PTS) (A. Horford 1 AST),"[1628369, 201143]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.59,Made,,12.0,A. Horford,201143.0,1.0,,,,,,,,,,,,,,
204,PT09M21.00S,2022-05-15T20:18:18.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201950,90.62089356110381,38.23529411764706,1610612749,28,30,2022-05-15T20:18:24Z,2040000,-59.0,36.0,1,right,MISS J. Holiday 6' driving Layup,[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,6.88,Missed,,,,,,,,,,,,,,,,,,,
205,PT09M20.00S,2022-05-15T20:18:19.9Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,28,30,2022-05-15T20:18:24Z,2050000,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,204.0,,,,,4.0,3.0,1.0,,,,,,,,,,,
206,PT09M11.00S,2022-05-15T20:18:36.3Z,2,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,28,30,2022-05-15T20:18:45Z,2060000,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (2 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,,,,,,,,,,,201640.0,,,,,2.0,,,,,
207,PT09M00.00S,2022-05-15T20:19:02.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626192,64.73390275952694,54.90196078431373,1610612749,28,30,2022-05-15T20:21:08Z,2070000,25.0,279.0,1,right,MISS P. Connaughton 28' step back 3PT,[1626192],1610612749.0,MIL,step back,,,Connaughton,P. Connaughton,,,,,28.01,Missed,,,,,,,,,,,,,,,,,,,
208,PT08M57.00S,2022-05-15T20:19:05.5Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,28,30,2022-05-15T20:19:05Z,2080000,,,0,,J. Brown REBOUND (Off:1 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,207.0,,,,,5.0,4.0,1.0,,,,,,,,,,,
209,PT08M53.00S,2022-05-15T20:19:12.8Z,2,REGULAR,foul,personal,[],202083,,,1610612738,28,30,2022-05-15T20:19:22Z,2090000,,,0,,W. Matthews personal FOUL (2 PF),"[202083, 1628369]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,1148.0,2.0,0.0,Tatum,1628369.0,,,,,,
211,PT08M49.00S,2022-05-15T20:19:35.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,12.565703022339028,49.01960784313725,1610612738,30,30,2022-05-15T20:19:39Z,2110000,5.0,66.0,1,left,J. Brown 6' driving Layup (10 PTS) (A. Horford 2 AST),"[1627759, 201143]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,6.58,Made,,10.0,A. Horford,201143.0,2.0,,,,,,,,,,,,,,
213,PT08M49.00S,2022-05-15T20:19:37.6Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626171,,,1610612738,30,30,2022-05-15T20:19:50Z,2130000,,,0,,B. Portis shooting personal FOUL (3 PF) (Brown 1 FT),"[1626171, 1627759]",1610612749.0,MIL,shooting,,,Portis,B. Portis,,,,,,,,,,,,,,,201640.0,3.0,0.0,Brown,1627759.0,,,,,,
215,PT08M49.00S,2022-05-15T20:19:58.7Z,2,REGULAR,substitution,out,[],1626171,,,1610612738,30,30,2022-05-15T20:20:17Z,2150000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M49.00S,2022-05-15T20:19:58.7Z,2,REGULAR,substitution,in,[],1628960,,,1610612738,30,30,2022-05-15T20:20:17Z,2160000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M49.00S,2022-05-15T20:20:16.4Z,2,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,30,30,2022-05-15T20:20:20Z,2170000,,,0,,MISS J. Brown Free Throw 1 of 1,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
218,PT08M49.00S,2022-05-15T20:20:16.4Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,30,30,2022-05-15T20:20:20Z,2180000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:8),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,217.0,,,,,9.0,8.0,1.0,,,,,,,,,,,
219,PT08M36.00S,2022-05-15T20:20:28.8Z,2,REGULAR,3pt,Jump Shot,[],1628960,85.10183968462549,97.54901960784314,1610612749,30,30,2022-05-15T20:24:51Z,2190000,238.0,88.0,1,right,MISS G. Allen 25' pullup 3PT,[1628960],1610612749.0,MIL,pullup,,,Allen,G. Allen,,,,,25.33,Missed,,,,,,,,,,,,,,,,,,,
220,PT08M34.00S,2022-05-15T20:20:30.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,30,30,2022-05-15T20:20:34Z,2200000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,219.0,,,,,,,,,,,,,,,,,,
221,PT08M34.00S,2022-05-15T20:20:34.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,30,30,2022-05-15T20:20:34Z,2210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M19.00S,2022-05-15T20:20:59.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201143,6.389618922470433,48.77450980392157,1610612738,32,30,2022-05-15T20:21:03Z,2220000,6.0,8.0,1,left,A. Horford cutting DUNK (2 PTS) (P. Pritchard 1 AST),"[201143, 1630202]",1610612738.0,BOS,cutting,,,Horford,A. Horford,,,,,0.97,Made,,2.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,,,,,
224,PT08M19.00S,2022-05-15T20:21:03.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,32,30,2022-05-15T20:21:03Z,2240000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M19.00S,2022-05-15T20:24:16.8Z,2,REGULAR,substitution,out,[],202083,,,1610612749,32,30,2022-05-15T20:24:28Z,2250000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M19.00S,2022-05-15T20:24:16.8Z,2,REGULAR,substitution,in,[],201572,,,1610612749,32,30,2022-05-15T20:24:28Z,2260000,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M09.00S,2022-05-15T20:25:00.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,32,30,2022-05-15T20:25:00Z,2270000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M02.00S,2022-05-15T20:25:20.6Z,2,REGULAR,foul,personal,['2freethrow'],201143,,,1610612749,32,30,2022-05-15T20:25:32Z,2280000,,,0,,A. Horford shooting personal FOUL (2 PF) (Allen 2 FT),"[201143, 1628960]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,,,,,,,,,,,201640.0,2.0,0.0,Allen,1628960.0,,,,,,
230,PT08M02.00S,2022-05-15T20:25:53.6Z,2,REGULAR,freethrow,1 of 2,[],1628960,,,1610612749,32,31,2022-05-15T20:26:18Z,2300000,,,0,,G. Allen Free Throw 1 of 2 (1 PTS),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,Made,,1.0,,,,,,,,,,,,,,,,,
231,PT08M02.00S,2022-05-15T20:25:54.2Z,2,REGULAR,substitution,out,[],1626192,,,1610612749,32,31,2022-05-15T20:25:57Z,2310000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M02.00S,2022-05-15T20:25:54.2Z,2,REGULAR,substitution,in,[],201588,,,1610612749,32,31,2022-05-15T20:25:57Z,2320000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M02.00S,2022-05-15T20:25:53.6Z,2,REGULAR,freethrow,2 of 2,[],1628960,,,1610612749,32,31,2022-05-15T20:26:18Z,2330000,,,0,,MISS G. Allen Free Throw 2 of 2,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,Missed,,,,,,,,,,,,,,,,,,,
234,PT08M02.00S,2022-05-15T20:25:53.6Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,32,31,2022-05-15T20:26:18Z,2340000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,233.0,,,,,1.0,1.0,0.0,,,,,,,,,,,
235,PT07M43.00S,2022-05-15T20:26:33.4Z,2,REGULAR,turnover,lost ball,[],1628369,,,1610612738,32,31,2022-05-15T20:26:36Z,2350000,,,0,,J. Tatum lost ball TURNOVER (3 TO),"[1628369, 201950]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,3.0,,,Holiday,201950.0,
236,PT07M43.00S,2022-05-15T20:26:33.4Z,2,REGULAR,steal,,[],201950,,,1610612749,32,31,2022-05-15T20:28:13Z,2360000,,,0,,J. Holiday STEAL (2 STL),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M43.00S,2022-05-15T20:26:35.8Z,2,REGULAR,foul,personal,[],1628369,,,1610612749,32,31,2022-05-15T20:26:51Z,2370000,,,0,,J. Tatum take personal FOUL (1 PF),"[1628369, 201950]",1610612738.0,BOS,take,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1148.0,1.0,0.0,Holiday,201950.0,,,,,,
239,PT07M43.00S,2022-05-15T20:26:47.8Z,2,REGULAR,substitution,out,[],1628960,,,1610612749,32,31,2022-05-15T20:26:53Z,2390000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M43.00S,2022-05-15T20:26:47.8Z,2,REGULAR,substitution,in,[],1626192,,,1610612749,32,31,2022-05-15T20:26:53Z,2400000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M35.00S,2022-05-15T20:27:00.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203507,81.2910643889619,40.44117647058824,1610612749,32,33,2022-05-15T20:29:04Z,2410000,-48.0,123.0,1,right,G. Antetokounmpo 13' floating Jump Shot (14 PTS) (J. Holiday 3 AST),"[203507, 201950]",1610612749.0,MIL,floating,,,Antetokounmpo,G. Antetokounmpo,,,,,13.23,Made,,14.0,J. Holiday,201950.0,3.0,,,,,,,,,,,,,,
243,PT07M16.00S,2022-05-15T20:27:19.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,7.30946123521682,45.09803921568628,1610612738,32,33,2022-05-15T20:27:22Z,2430000,25.0,16.0,1,left,MISS G. Williams cutting Layup - blocked,"[1629684, 201572]",1610612738.0,BOS,cutting,,,Williams,G. Williams,,,,,2.94,Missed,,,,,,,,,,,,,,,Lopez,201572.0,,,
244,PT07M16.00S,2022-05-15T20:27:19.1Z,2,REGULAR,block,,[],201572,,,1610612738,32,33,2022-05-15T20:27:21Z,2440000,,,0,,B. Lopez BLOCK (2 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M13.00S,2022-05-15T20:27:22.1Z,2,REGULAR,rebound,defensive,[],201588,,,1610612749,32,33,2022-05-15T20:27:22Z,2450000,,,0,,G. Hill REBOUND (Off:0 Def:1),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,243.0,,,,,1.0,1.0,0.0,,,,,,,,,,,
246,PT07M06.00S,2022-05-15T20:27:29.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201572,92.9862023653088,50.49019607843137,1610612749,32,35,2022-05-15T20:27:33Z,2460000,2.0,13.0,1,right,B. Lopez cutting Layup (11 PTS) (G. Antetokounmpo 7 AST),"[201572, 203507]",1610612749.0,MIL,cutting,,,Lopez,B. Lopez,,,,,1.36,Made,,11.0,G. Antetokounmpo,203507.0,7.0,,,,,,,,,,,,,,
248,PT06M45.00S,2022-05-15T20:27:50.3Z,2,REGULAR,3pt,Jump Shot,[],1629684,18.347568988173457,6.127450980392156,1610612738,32,35,2022-05-15T20:27:54Z,2480000,219.0,120.0,1,left,MISS G. Williams 25' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,25.01,Missed,,,,,,,,,,,,,,,,,,,
249,PT06M43.00S,2022-05-15T20:27:52.3Z,2,REGULAR,rebound,defensive,[],201588,,,1610612749,32,35,2022-05-15T20:27:54Z,2490000,,,0,,G. Hill REBOUND (Off:0 Def:2),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,248.0,,,,,2.0,2.0,0.0,,,,,,,,,,,
250,PT06M30.00S,2022-05-15T20:28:07.9Z,2,REGULAR,foul,offensive,['inpenalty'],203507,,,1610612749,32,35,2022-05-15T20:28:19Z,2500000,,,0,,G. Antetokounmpo offensive FOUL (1 PF),"[203507, 1629684]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,201640.0,1.0,0.0,Williams,1629684.0,,,,,,
252,PT06M30.00S,2022-05-15T20:28:07.9Z,2,REGULAR,turnover,offensive foul,[],203507,,,1610612749,32,35,2022-05-15T20:28:07Z,2520000,,,0,,G. Antetokounmpo offensive foul TURNOVER (1 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,201640.0,,,,,1.0,,,,,
253,PT06M30.00S,2022-05-15T20:28:21.4Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,32,35,2022-05-15T20:28:25Z,2530000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
