actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
89,PT05M09.00S,2022-05-01T17:25:18.8Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,16,12,2022-05-01T17:25:26Z,890000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,88.0,2.0,2.0,0.0,,,,,,,,,
90,PT05M01.00S,2022-05-01T17:25:27.0Z,1,REGULAR,foul,personal,[],201950,,,1610612738,16,12,2022-05-01T17:25:34Z,900000,,,0,,J. Holiday personal FOUL (2 PF),"[201950, 1627759]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,1162.0,,,,,,,,,,,,,,2.0,0.0,Brown,1627759.0,,,
92,PT05M01.00S,2022-05-01T17:25:36.2Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,16,12,2022-05-01T17:26:00Z,920000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M01.00S,2022-05-01T17:25:36.2Z,1,REGULAR,substitution,out,[],1629057,,,1610612738,16,12,2022-05-01T17:26:00Z,930000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M01.00S,2022-05-01T17:25:36.2Z,1,REGULAR,substitution,out,[],202083,,,1610612738,16,12,2022-05-01T17:26:00Z,940000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M01.00S,2022-05-01T17:25:36.2Z,1,REGULAR,substitution,out,[],203507,,,1610612738,16,12,2022-05-01T17:26:00Z,950000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M01.00S,2022-05-01T17:25:36.2Z,1,REGULAR,substitution,in,[],1629684,,,1610612738,16,12,2022-05-01T17:26:00Z,960000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M01.00S,2022-05-01T17:25:36.2Z,1,REGULAR,substitution,in,[],1628401,,,1610612738,16,12,2022-05-01T17:26:00Z,970000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M01.00S,2022-05-01T17:25:36.2Z,1,REGULAR,substitution,in,[],1626192,,,1610612738,16,12,2022-05-01T17:26:00Z,980000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M01.00S,2022-05-01T17:25:36.2Z,1,REGULAR,substitution,in,[],1626171,,,1610612738,16,12,2022-05-01T17:26:00Z,990000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M50.00S,2022-05-01T17:26:12.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203935,7.178055190538765,50.98039215686274,1610612738,18,12,2022-05-01T17:26:25Z,1000000,-5.0,15.0,1,left,M. Smart cutting Layup (7 PTS) (A. Horford 1 AST),"[203935, 201143]",1610612738.0,BOS,cutting,,,Smart,M. Smart,,,,,,,1.58,Made,7.0,A. Horford,201143.0,1.0,,,,,,,,,,,,,
102,PT04M42.00S,2022-05-01T17:26:25.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,18,12,2022-05-01T17:26:25Z,1020000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M42.00S,2022-05-01T17:29:36.9Z,1,REGULAR,substitution,out,[],201572,,,1610612749,18,12,2022-05-01T17:29:52Z,1030000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M42.00S,2022-05-01T17:29:36.9Z,1,REGULAR,substitution,out,[],201950,,,1610612749,18,12,2022-05-01T17:29:52Z,1040000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M42.00S,2022-05-01T17:29:36.9Z,1,REGULAR,substitution,in,[],1628975,,,1610612749,18,12,2022-05-01T17:29:52Z,1050000,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M42.00S,2022-05-01T17:29:36.9Z,1,REGULAR,substitution,in,[],203507,,,1610612749,18,12,2022-05-01T17:29:52Z,1060000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M31.00S,2022-05-01T17:30:14.6Z,1,REGULAR,turnover,bad pass,[],1628960,,,1610612749,18,12,2022-05-01T17:30:19Z,1070000,,,0,,G. Allen bad pass TURNOVER (1 TO),"[1628960, 203935]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,,1.0,,,,,,,,,,,Smart,203935.0,,,,,,,
108,PT04M31.00S,2022-05-01T17:30:14.6Z,1,REGULAR,steal,,[],203935,,,1610612738,18,12,2022-05-01T17:30:16Z,1080000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M28.00S,2022-05-01T17:30:18.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628401,14.931011826544022,35.78431372549019,1610612738,18,12,2022-05-01T17:30:41Z,1090000,71.0,88.0,1,left,MISS D. White 11' floating Shot,[1628401],1610612738.0,BOS,floating,,,White,D. White,,,,,,,11.31,Missed,,,,,,,,,,,,,,,,,
110,PT04M25.00S,2022-05-01T17:30:21.6Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,18,12,2022-05-01T17:30:41Z,1100000,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,109.0,1.0,1.0,0.0,,,,,,,,,
111,PT04M15.00S,2022-05-01T17:30:30.1Z,1,REGULAR,3pt,Jump Shot,[],1626171,71.69842312746385,78.18627450980392,1610612749,18,12,2022-05-01T17:30:44Z,1110000,141.0,214.0,1,right,MISS B. Portis 25' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,25.58,Missed,,,,,,,,,,,,,,,,,
112,PT04M13.00S,2022-05-01T17:30:32.1Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,18,12,2022-05-01T17:30:44Z,1120000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,111.0,1.0,1.0,0.0,,,,,,,,,
113,PT03M59.00S,2022-05-01T17:30:46.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,12.959921156373195,50.0,1610612738,18,12,2022-05-01T17:30:56Z,1130000,0.0,69.0,1,left,MISS D. White 6' driving floating Shot,[1628401],1610612738.0,BOS,driving floating,,,White,D. White,,,,,,,6.93,Missed,,,,,,,,,,,,,,,,,
114,PT03M56.00S,2022-05-01T17:30:49.5Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,18,12,2022-05-01T17:30:56Z,1140000,,,0,,P. Connaughton REBOUND (Off:0 Def:2),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,113.0,2.0,2.0,0.0,,,,,,,,,
115,PT03M50.00S,2022-05-01T17:30:56.4Z,1,REGULAR,turnover,lost ball,[],1628975,,,1610612749,18,12,2022-05-01T17:31:04Z,1150000,,,0,,J. Carter lost ball TURNOVER (1 TO),"[1628975, 1627759]",1610612749.0,MIL,,,,Carter,J. Carter,,,,,,1.0,,,,,,,,,,,Brown,1627759.0,,,,,,,
116,PT03M50.00S,2022-05-01T17:30:56.4Z,1,REGULAR,steal,,[],1627759,,,1610612738,18,12,2022-05-01T17:30:58Z,1160000,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M50.00S,2022-05-01T17:31:05.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203507,,,1610612738,18,12,2022-05-01T19:23:43Z,1170000,,,0,,G. Antetokounmpo take personal FOUL (1 PF) (Brown 2 FT),"[203507, 1627759]",1610612749.0,MIL,take,,,Antetokounmpo,G. Antetokounmpo,,,,,200832.0,,,,,,,,,,,,,,1.0,0.0,Brown,1627759.0,,,
119,PT03M50.00S,2022-05-01T17:31:12.2Z,1,REGULAR,substitution,out,[],203935,,,1610612738,18,12,2022-05-01T17:31:21Z,1190000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M50.00S,2022-05-01T17:31:12.2Z,1,REGULAR,substitution,in,[],1630202,,,1610612738,18,12,2022-05-01T17:31:21Z,1200000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M50.00S,2022-05-01T17:31:31.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1627759,,,1610612738,18,12,2022-05-01T17:31:31Z,1210000,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,
122,PT03M50.00S,2022-05-01T17:31:31.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,18,12,2022-05-01T17:31:31Z,1220000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,121.0,,,,,,,,,,,,
123,PT03M50.00S,2022-05-01T17:31:44.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1627759,,,1610612738,19,12,2022-05-01T17:31:44Z,1230000,,,0,,J. Brown Free Throw 2 of 2 (1 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
124,PT03M35.00S,2022-05-01T17:32:00.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,88.91261498028909,50.0,1610612749,19,14,2022-05-01T17:33:43Z,1240000,0.0,52.0,1,right,G. Antetokounmpo driving floating bank Jump Shot (6 PTS) (P. Connaughton 1 AST),"[203507, 1626192]",1610612749.0,MIL,driving floating bank,,,Antetokounmpo,G. Antetokounmpo,,,,,,,5.17,Made,6.0,P. Connaughton,1626192.0,1.0,,,,,,,,,,,,,
125,PT03M21.00S,2022-05-01T17:32:16.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,19,14,2022-05-01T17:32:16Z,1250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M13.00S,2022-05-01T17:32:35.3Z,1,REGULAR,3pt,Jump Shot,[],1629684,28.597240473061763,73.77450980392157,1610612738,22,14,2022-05-01T17:32:40Z,1260000,-119.0,216.0,1,left,G. Williams 24' 3PT  (3 PTS) (A. Horford 2 AST),"[1629684, 201143]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,24.68,Made,3.0,A. Horford,201143.0,2.0,,,,,,,,,,,,,
129,PT02M54.00S,2022-05-01T17:32:57.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628975,87.59855453350855,38.970588235294116,1610612749,22,14,2022-05-01T17:33:20Z,1280000,-55.0,64.0,1,right,MISS J. Carter 8' driving Layup - blocked,"[1628975, 201143]",1610612749.0,MIL,driving,,,Carter,J. Carter,,,,,,,8.45,Missed,,,,,,,,,,,,,,,Horford,201143.0,
130,PT02M54.00S,2022-05-01T17:32:57.6Z,1,REGULAR,block,,[],201143,,,1610612749,22,14,2022-05-01T17:32:59Z,1290000,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M52.00S,2022-05-01T17:32:59.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,22,14,2022-05-01T17:33:20Z,1300000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,129.0,,,,,,,,,,,,
132,PT02M52.00S,2022-05-01T17:33:01.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,22,14,2022-05-01T17:33:01Z,1310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M47.00S,2022-05-01T17:33:18.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626192,66.3107752956636,73.2843137254902,1610612749,22,17,2022-05-01T17:33:23Z,1320000,116.0,264.0,1,right,P. Connaughton 28' 3PT  (3 PTS) (G. Antetokounmpo 1 AST),"[1626192, 203507]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,28.87,Made,3.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,,,,,
135,PT02M27.00S,2022-05-01T17:33:39.3Z,1,REGULAR,3pt,Jump Shot,[],1629684,14.14257555847569,3.431372549019608,1610612738,22,17,2022-05-01T17:34:03Z,1340000,233.0,80.0,1,left,MISS G. Williams 24' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,24.63,Missed,,,,,,,,,,,,,,,,,
136,PT02M25.00S,2022-05-01T17:33:41.3Z,1,REGULAR,rebound,offensive,[],1627759,,,1610612738,22,17,2022-05-01T17:34:03Z,1350000,,,0,,J. Brown REBOUND (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,135.0,3.0,2.0,1.0,,,,,,,,,
137,PT02M25.00S,2022-05-01T17:33:44.7Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1627759,5.590000152587891,50.0,1610612738,24,17,2022-05-01T17:34:09Z,1360000,0.0,0.0,1,left,J. Brown tip DUNK (3 PTS),[1627759],1610612738.0,BOS,tip,,,Brown,J. Brown,,,,,,,0.0,Made,3.0,,,,,,,,,,,,,,,,
138,PT02M08.00S,2022-05-01T17:33:57.0Z,1,REGULAR,3pt,Jump Shot,[],1626171,65.39093298291722,39.21568627450981,1610612749,24,20,2022-05-01T17:34:05Z,1370000,-54.0,273.0,1,right,B. Portis 27' 3PT  (3 PTS) (G. Antetokounmpo 2 AST),"[1626171, 203507]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,27.81,Made,3.0,G. Antetokounmpo,203507.0,2.0,,,,,,,,,,,,,
141,PT01M56.00S,2022-05-01T17:34:16.0Z,1,REGULAR,turnover,bad pass,[],1628401,,,1610612738,24,20,2022-05-01T17:34:34Z,1400000,,,0,,D. White bad pass TURNOVER (1 TO),"[1628401, 1626171]",1610612738.0,BOS,,,,White,D. White,,,,,,1.0,,,,,,,,,,,Portis,1626171.0,,,,,,,
142,PT01M56.00S,2022-05-01T17:34:16.0Z,1,REGULAR,steal,,[],1626171,,,1610612749,24,20,2022-05-01T17:34:17Z,1410000,,,0,,B. Portis STEAL (1 STL),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M51.00S,2022-05-01T17:34:18.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626171,92.85479632063075,50.0,1610612749,24,22,2022-05-01T17:36:26Z,1420000,0.0,15.0,1,right,B. Portis running Layup (5 PTS),[1626171],1610612749.0,MIL,running,,,Portis,B. Portis,,,,,,,1.47,Made,5.0,,,,,,,,,,,,,,,,
144,PT01M47.00S,2022-05-01T17:34:26.5Z,1,REGULAR,timeout,full,['team'],0,,,1610612738,24,22,2022-05-01T17:34:26Z,1430000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M47.00S,2022-05-01T17:35:49.1Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,24,22,2022-05-01T17:36:02Z,1440000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M47.00S,2022-05-01T17:35:49.1Z,1,REGULAR,substitution,out,[],201143,,,1610612738,24,22,2022-05-01T17:36:02Z,1450000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M47.00S,2022-05-01T17:35:49.1Z,1,REGULAR,substitution,out,[],1628960,,,1610612738,24,22,2022-05-01T17:36:02Z,1460000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M47.00S,2022-05-01T17:35:49.1Z,1,REGULAR,substitution,out,[],1626171,,,1610612738,24,22,2022-05-01T17:36:02Z,1470000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M47.00S,2022-05-01T17:35:49.1Z,1,REGULAR,substitution,in,[],1628464,,,1610612738,24,22,2022-05-01T17:36:02Z,1480000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M47.00S,2022-05-01T17:35:49.1Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,24,22,2022-05-01T17:36:02Z,1490000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M47.00S,2022-05-01T17:35:49.1Z,1,REGULAR,substitution,in,[],201572,,,1610612738,24,22,2022-05-01T17:36:02Z,1500000,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M47.00S,2022-05-01T17:35:49.1Z,1,REGULAR,substitution,in,[],202083,,,1610612738,24,22,2022-05-01T17:36:02Z,1510000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT01M29.00S,2022-05-01T17:36:19.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,13.748357424441524,50.245098039215684,1610612738,24,22,2022-05-01T17:36:26Z,1520000,-1.0,77.0,1,left,MISS G. Williams 7' pullup Shot - blocked,"[1629684, 201572]",1610612738.0,BOS,pullup,,,Williams,G. Williams,,,,,,,7.67,Missed,,,,,,,,,,,,,,,Lopez,201572.0,
154,PT01M29.00S,2022-05-01T17:36:19.2Z,1,REGULAR,block,,[],201572,,,1610612738,24,22,2022-05-01T17:36:21Z,1530000,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT01M26.00S,2022-05-01T17:36:22.2Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,24,22,2022-05-01T17:36:26Z,1540000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,153.0,5.0,5.0,0.0,,,,,,,,,
156,PT01M25.00S,2022-05-01T17:36:24.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203507,93.9060446780552,52.94117647058824,1610612749,24,22,2022-05-01T17:36:31Z,1550000,15.0,5.0,1,right,MISS G. Antetokounmpo running Layup,[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,,,1.55,Missed,,,,,,,,,,,,,,,,,
157,PT01M23.00S,2022-05-01T17:36:26.5Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612738,24,22,2022-05-01T17:36:31Z,1560000,,,0,,D. Theis REBOUND (Off:0 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,156.0,1.0,1.0,0.0,,,,,,,,,
158,PT01M17.00S,2022-05-01T17:36:33.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,24,22,2022-05-01T17:36:33Z,1570000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT01M11.00S,2022-05-01T17:36:56.9Z,1,REGULAR,turnover,bad pass,[],1628401,,,1610612738,24,22,2022-05-01T17:37:03Z,1580000,,,0,,D. White bad pass TURNOVER (2 TO),"[1628401, 202083]",1610612738.0,BOS,,,,White,D. White,,,,,,2.0,,,,,,,,,,,Matthews,202083.0,,,,,,,
160,PT01M11.00S,2022-05-01T17:36:56.9Z,1,REGULAR,steal,,[],202083,,,1610612749,24,22,2022-05-01T17:37:18Z,1590000,,,0,,W. Matthews STEAL (1 STL),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT01M07.00S,2022-05-01T17:37:01.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628975,76.2976346911958,9.803921568627452,1610612749,24,25,2022-05-01T17:40:50Z,1600000,-201.0,170.0,1,right,J. Carter 26' 3PT running (3 PTS) (G. Antetokounmpo 3 AST),"[1628975, 203507]",1610612749.0,MIL,running,,,Carter,J. Carter,,,,,,,26.34,Made,3.0,G. Antetokounmpo,203507.0,3.0,,,,,,,,,,,,,
163,PT00M45.80S,2022-05-01T17:37:21.8Z,1,REGULAR,3pt,Jump Shot,[],1630202,32.40801576872536,30.637254901960787,1610612738,24,25,2022-05-01T17:37:30Z,1620000,97.0,252.0,1,left,MISS P. Pritchard 27' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,27.0,Missed,,,,,,,,,,,,,,,,,
164,PT00M43.10S,2022-05-01T17:37:24.5Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,24,25,2022-05-01T17:37:30Z,1630000,,,0,,B. Lopez REBOUND (Off:1 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,163.0,3.0,2.0,1.0,,,,,,,,,
165,PT00M32.10S,2022-05-01T17:37:36.9Z,1,REGULAR,foul,personal,[],1628464,,,1610612749,24,25,2022-05-01T17:37:48Z,1640000,,,0,,D. Theis personal FOUL (1 PF),"[1628464, 203507]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,2530.0,,,,,,,,,,,,,,1.0,0.0,Antetokounmpo,203507.0,,,
167,PT00M31.40S,2022-05-01T17:38:07.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202083,92.19776609724047,42.8921568627451,1610612749,24,27,2022-05-01T17:42:40Z,1660000,-36.0,21.0,1,right,W. Matthews alley-oop Layup (2 PTS) (G. Antetokounmpo 4 AST),"[202083, 203507]",1610612749.0,MIL,alley-oop,,,Matthews,W. Matthews,,,,,,,4.11,Made,2.0,G. Antetokounmpo,203507.0,4.0,,,,,,,,,,,,,
169,PT00M11.30S,2022-05-01T17:38:30.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.703679369250986,44.11764705882353,1610612738,24,27,2022-05-01T17:38:37Z,1680000,29.0,20.0,1,left,MISS J. Tatum driving reverse Layup,[1628369],1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,,,3.55,Missed,,,,,,,,,,,,,,,,,
170,PT00M09.90S,2022-05-01T17:38:32.0Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,24,27,2022-05-01T17:38:32Z,1690000,,,0,,B. Lopez REBOUND (Off:1 Def:3),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,169.0,4.0,3.0,1.0,,,,,,,,,
171,PT00M00.70S,2022-05-01T17:38:42.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.06636005256242,41.911764705882355,1610612749,24,27,2022-05-01T17:38:57Z,1700000,-40.0,22.0,1,right,MISS G. Antetokounmpo driving Layup - blocked,"[203507, 1628464]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,,,4.6,Missed,,,,,,,,,,,,,,,Theis,1628464.0,
174,PT00M00.70S,2022-05-01T17:38:42.1Z,1,REGULAR,block,,[],1628464,,,1610612749,24,27,2022-05-01T17:38:57Z,1705000,,,0,,D. Theis BLOCK (1 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT00M00.50S,2022-05-01T17:38:42.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,24,27,2022-05-01T17:38:57Z,1710000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,171.0,,,,,,,,,,,,
173,PT00M00.50S,2022-05-01T17:38:50.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,24,27,2022-05-01T17:38:50Z,1720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT00M00.20S,2022-05-01T17:39:00.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203507,80.23981603153744,43.872549019607845,1610612749,24,27,2022-05-01T17:39:06Z,1730000,-31.0,133.0,1,right,MISS G. Antetokounmpo 13' fadeaway Shot,[203507],1610612749.0,MIL,fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,,,13.67,Missed,,,,,,,,,,,,,,,,,
176,PT00M00.10S,2022-05-01T17:39:00.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,24,27,2022-05-01T17:39:06Z,1740000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,175.0,,,,,,,,,,,,
177,PT00M00.00S,2022-05-01T17:39:04.1Z,1,REGULAR,period,end,[],0,,,1610612749,24,27,2022-05-01T17:39:04Z,1750000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-05-01T17:42:11.1Z,2,REGULAR,substitution,out,['startperiod'],1628975,,,1610612749,24,27,2022-05-01T17:42:33Z,1760000,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
