actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
363,PT00M01.00S,2022-05-01T18:09:53.7Z,2,REGULAR,substitution,in,[],1628960,,,1610612749,46,56,2022-05-01T18:10:11Z,3570000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT00M00.00S,2022-05-01T18:10:25.2Z,2,REGULAR,period,end,[],0,,,1610612749,46,56,2022-05-01T18:10:25Z,3580000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2022-05-01T18:25:15.2Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612749,46,56,2022-05-01T18:25:42Z,3590000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2022-05-01T18:25:15.2Z,3,REGULAR,substitution,out,['startperiod'],1626192,,,1610612749,46,56,2022-05-01T18:25:42Z,3600000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT12M00.00S,2022-05-01T18:25:15.2Z,3,REGULAR,substitution,out,['startperiod'],1628960,,,1610612749,46,56,2022-05-01T18:25:42Z,3610000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT12M00.00S,2022-05-01T18:25:15.2Z,3,REGULAR,substitution,in,['startperiod'],203935,,,1610612749,46,56,2022-05-01T18:25:42Z,3620000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT12M00.00S,2022-05-01T18:25:15.2Z,3,REGULAR,substitution,in,['startperiod'],201572,,,1610612749,46,56,2022-05-01T18:25:42Z,3630000,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT12M00.00S,2022-05-01T18:25:15.2Z,3,REGULAR,substitution,in,['startperiod'],202083,,,1610612749,46,56,2022-05-01T18:25:42Z,3640000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT12M00.00S,2022-05-01T18:26:01.5Z,3,REGULAR,period,start,[],0,,,1610612738,46,56,2022-05-01T18:26:01Z,3650000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT11M43.00S,2022-05-01T18:26:18.5Z,3,REGULAR,3pt,Jump Shot,[],1627759,68.80749014454665,68.62745098039215,1610612738,46,56,2022-05-01T18:26:24Z,3660000,93.0,241.0,1,right,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,25.81,Missed,,,,,,,,,,,,,,,,,
373,PT11M40.00S,2022-05-01T18:26:21.5Z,3,REGULAR,rebound,defensive,[],201572,,,1610612749,46,56,2022-05-01T18:26:24Z,3670000,,,0,,B. Lopez REBOUND (Off:2 Def:4),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,372.0,6.0,4.0,2.0,,,,,,,,,
374,PT11M31.00S,2022-05-01T18:26:29.6Z,3,REGULAR,turnover,bad pass,[],203507,,,1610612749,46,56,2022-05-01T18:27:27Z,3680000,,,0,,G. Antetokounmpo bad pass TURNOVER (4 TO),"[203507, 201143]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,4.0,,,,,,,,,,,Horford,201143.0,,,,,,,
375,PT11M31.00S,2022-05-01T18:26:29.6Z,3,REGULAR,steal,,[],201143,,,1610612738,46,56,2022-05-01T18:26:31Z,3690000,,,0,,A. Horford STEAL (1 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT11M22.00S,2022-05-01T18:26:38.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203935,69.46452036793693,24.754901960784316,1610612738,46,56,2022-05-01T18:26:46Z,3700000,-126.0,235.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,26.63,Missed,,,,,,,,,,,,,,,,,
377,PT11M19.00S,2022-05-01T18:26:41.5Z,3,REGULAR,rebound,defensive,[],201572,,,1610612749,46,56,2022-05-01T18:26:46Z,3710000,,,0,,B. Lopez REBOUND (Off:2 Def:5),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,376.0,7.0,5.0,2.0,,,,,,,,,
378,PT11M10.00S,2022-05-01T18:26:50.4Z,3,REGULAR,3pt,Jump Shot,[],201950,30.962549277266753,60.29411764705882,1610612749,46,56,2022-05-01T18:27:01Z,3720000,-51.0,239.0,1,left,MISS J. Holiday 24' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,24.4,Missed,,,,,,,,,,,,,,,,,
379,PT11M05.00S,2022-05-01T18:26:55.4Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,46,56,2022-05-01T18:27:01Z,3730000,,,0,,A. Horford REBOUND (Off:0 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,378.0,4.0,4.0,0.0,,,,,,,,,
380,PT10M59.00S,2022-05-01T18:27:01.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,93.38042049934296,56.127450980392155,1610612738,46,56,2022-05-01T18:27:06Z,3740000,31.0,10.0,1,right,MISS M. Smart running finger roll Layup,[203935],1610612738.0,BOS,running finger roll,,,Smart,M. Smart,,,,,,,3.21,Missed,,,,,,,,,,,,,,,,,
381,PT10M57.00S,2022-05-01T18:27:03.6Z,3,REGULAR,rebound,defensive,[],1626171,,,1610612749,46,56,2022-05-01T18:27:06Z,3750000,,,0,,B. Portis REBOUND (Off:0 Def:6),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,380.0,6.0,6.0,0.0,,,,,,,,,
382,PT10M47.00S,2022-05-01T18:27:13.7Z,3,REGULAR,turnover,bad pass,[],201950,,,1610612749,46,56,2022-05-01T18:27:22Z,3760000,,,0,,J. Holiday bad pass TURNOVER (2 TO),"[201950, 1629057]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,2.0,,,,,,,,,,,Williams III,1629057.0,,,,,,,
383,PT10M47.00S,2022-05-01T18:27:13.7Z,3,REGULAR,steal,,[],1629057,,,1610612738,46,56,2022-05-01T18:27:50Z,3770000,,,0,,R. Williams III STEAL (1 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT10M36.00S,2022-05-01T18:27:24.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629057,94.1688567674113,51.9607843137255,1610612738,46,56,2022-05-01T18:27:32Z,3780000,10.0,2.0,1,right,MISS R. Williams III DUNK - blocked,"[1629057, 201572]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,1.01,Missed,,,,,,,,,,,,,,,Lopez,201572.0,
433,PT10M36.00S,2022-05-01T18:27:24.7Z,3,REGULAR,block,,[],201572,,,1610612738,46,56,2022-05-01T18:37:51Z,3790000,,,0,,B. Lopez BLOCK (2 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT10M33.00S,2022-05-01T18:27:27.7Z,3,REGULAR,rebound,defensive,[],1626171,,,1610612749,46,56,2022-05-01T18:27:32Z,3800000,,,0,,B. Portis REBOUND (Off:0 Def:7),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,384.0,7.0,7.0,0.0,,,,,,,,,
387,PT10M26.00S,2022-05-01T18:27:34.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,12.302890932982917,51.470588235294116,1610612749,46,58,2022-05-01T18:27:42Z,3810000,-7.0,63.0,1,left,B. Portis 6' turnaround Hook (9 PTS),[1626171],1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,,,6.35,Made,9.0,,,,,,,,,,,,,,,,
388,PT10M03.00S,2022-05-01T18:28:02.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,46,58,2022-05-01T18:28:02Z,3820000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT10M00.00S,2022-05-01T18:28:20.9Z,3,REGULAR,3pt,Jump Shot,[],1628369,68.80749014454665,29.166666666666668,1610612738,49,58,2022-05-01T18:28:27Z,3830000,-104.0,241.0,1,right,J. Tatum 26' 3PT step back (12 PTS) (M. Smart 5 AST),"[1628369, 203935]",1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,26.23,Made,12.0,M. Smart,203935.0,5.0,,,,,,,,,,,,,
391,PT09M48.00S,2022-05-01T18:28:33.9Z,3,REGULAR,foul,personal,[],203935,,,1610612749,49,58,2022-05-01T18:29:03Z,3850000,,,0,,M. Smart personal FOUL (2 PF),"[203935, 201950]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,1162.0,,,,,,,,,,,,,,2.0,0.0,Holiday,201950.0,,,
393,PT09M42.00S,2022-05-01T18:29:00.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203507,14.799605781865965,50.0,1610612749,49,58,2022-05-01T18:29:07Z,3870000,0.0,87.0,1,left,MISS G. Antetokounmpo 8' Hook,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,8.66,Missed,,,,,,,,,,,,,,,,,
394,PT09M39.00S,2022-05-01T18:29:02.7Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,49,58,2022-05-01T18:29:02Z,3880000,,,0,,A. Horford REBOUND (Off:0 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,393.0,5.0,5.0,0.0,,,,,,,,,
395,PT09M36.00S,2022-05-01T18:29:07.5Z,3,REGULAR,foul,personal,[],203507,,,1610612738,49,58,2022-05-01T18:29:26Z,3890000,,,0,,G. Antetokounmpo personal FOUL (2 PF),"[203507, 201143]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,2530.0,,,,,,,,,,,,,,2.0,0.0,Horford,201143.0,,,
397,PT09M32.00S,2022-05-01T18:29:32.8Z,3,REGULAR,3pt,Jump Shot,[],1628369,67.23061760840999,36.029411764705884,1610612738,52,58,2022-05-01T18:29:37Z,3910000,-70.0,256.0,1,right,J. Tatum 26' 3PT  (15 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,26.49,Made,15.0,,,,,,,,,,,,,,,,
398,PT09M16.00S,2022-05-01T18:29:53.0Z,3,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612749,52,58,2022-05-01T18:30:06Z,3920000,,,0,,R. Williams III shooting personal FOUL (2 PF) (Antetokounmpo 2 FT),"[1629057, 203507]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,2530.0,,,,,,,,,,,,,,2.0,0.0,Antetokounmpo,203507.0,,,
400,PT09M16.00S,2022-05-01T18:30:32.6Z,3,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,52,58,2022-05-01T18:30:32Z,3940000,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,
401,PT09M16.00S,2022-05-01T18:30:32.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,52,58,2022-05-01T18:30:32Z,3950000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,
402,PT09M16.00S,2022-05-01T18:30:57.8Z,3,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,52,59,2022-05-01T18:30:57Z,3960000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (15 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,
403,PT09M07.00S,2022-05-01T18:31:09.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,92.72339027595268,48.529411764705884,1610612738,54,59,2022-05-01T18:31:14Z,3970000,-7.0,16.0,1,right,R. Williams III alley-oop DUNK (6 PTS) (J. Tatum 3 AST),"[1629057, 1628369]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,,,1.75,Made,6.0,J. Tatum,1628369.0,3.0,,,,,,,,,,,,,
405,PT08M55.00S,2022-05-01T18:31:20.9Z,3,REGULAR,2pt,Jump Shot,[],201950,26.30584756898817,29.67984068627451,1610612749,54,61,2022-05-01T18:33:50Z,3990000,102.0,195.0,1,left,J. Holiday 21' Jump Shot (10 PTS) (G. Antetokounmpo 8 AST),"[201950, 203507]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,21.97,Made,10.0,G. Antetokounmpo,203507.0,8.0,,,,,,,,,,,,,
425,PT08M55.00S,2022-05-01T18:31:28.9Z,3,REGULAR,instantreplay,request,[],0,,,1610612738,54,61,2022-05-01T18:34:51Z,4005000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Changed to 2-pt FG
407,PT08M39.00S,2022-05-01T18:31:36.9Z,3,REGULAR,turnover,lost ball,[],203935,,,1610612738,54,61,2022-05-01T18:31:47Z,4010000,,,0,,M. Smart lost ball TURNOVER (1 TO),"[203935, 201950]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,1.0,,,,,,,,,,,Holiday,201950.0,,,,,,,
408,PT08M39.00S,2022-05-01T18:31:36.9Z,3,REGULAR,steal,,[],201950,,,1610612749,54,61,2022-05-01T18:31:39Z,4020000,,,0,,J. Holiday STEAL (2 STL),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT08M35.00S,2022-05-01T18:31:41.5Z,3,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",1626171,19.530223390275953,16.176470588235293,1610612749,54,63,2022-05-01T18:31:55Z,4030000,169.0,131.0,1,left,B. Portis 21' Jump Shot (11 PTS) (W. Matthews 2 AST),"[1626171, 202083]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,21.4,Made,11.0,W. Matthews,202083.0,2.0,,,,,,,,,,,,,
410,PT08M24.00S,2022-05-01T18:31:56.0Z,3,REGULAR,foul,personal,[],202083,,,1610612738,54,63,2022-05-01T18:32:13Z,4040000,,,0,,W. Matthews personal FOUL (1 PF),"[202083, 1628369]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,2530.0,,,,,,,,,,,,,,1.0,0.0,Tatum,1628369.0,,,
412,PT08M20.00S,2022-05-01T18:32:21.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,54,63,2022-05-01T18:32:21Z,4060000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT08M14.00S,2022-05-01T18:32:39.5Z,3,REGULAR,3pt,Jump Shot,[],203935,66.04796320630749,46.81372549019608,1610612738,54,63,2022-05-01T18:32:54Z,4070000,-16.0,267.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,26.71,Missed,,,,,,,,,,,,,,,,,
414,PT08M11.00S,2022-05-01T18:32:42.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612749,54,63,2022-05-01T18:32:54Z,4080000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,413.0,,,,,,,,,,,,
468,PT08M11.00S,2022-05-01T18:32:52.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,54,63,2022-05-01T18:42:18Z,4085000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT07M58.00S,2022-05-01T18:33:05.3Z,3,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612749,54,63,2022-05-01T18:33:20Z,4090000,,,0,,J. Brown shooting personal FOUL (2 PF) (Portis 2 FT),"[1627759, 1626171]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,2530.0,,,,,,,,,,,,,,2.0,0.0,Portis,1626171.0,,,
417,PT07M58.00S,2022-05-01T18:33:41.3Z,3,REGULAR,freethrow,1 of 2,[],1626171,,,1610612749,54,63,2022-05-01T18:33:41Z,4110000,,,0,,MISS B. Portis Free Throw 1 of 2,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,Missed,,,,,,,,,,,,,,,,,
418,PT07M58.00S,2022-05-01T18:33:41.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,54,63,2022-05-01T18:33:41Z,4120000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,417.0,,,,,,,,,,,,
419,PT07M58.00S,2022-05-01T18:34:03.3Z,3,REGULAR,freethrow,2 of 2,[],1626171,,,1610612749,54,64,2022-05-01T18:34:03Z,4130000,,,0,,B. Portis Free Throw 2 of 2 (12 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,
420,PT07M53.00S,2022-05-01T18:34:13.7Z,3,REGULAR,foul,offensive,[],201143,,,1610612738,54,64,2022-05-01T18:34:54Z,4140000,,,0,,A. Horford offensive FOUL (2 PF),"[201143, 202083]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,1162.0,,,,,,,,,,,,,,2.0,0.0,Matthews,202083.0,,,
422,PT07M53.00S,2022-05-01T18:34:13.7Z,3,REGULAR,turnover,offensive foul,[],201143,,,1610612738,54,64,2022-05-01T18:34:13Z,4160000,,,0,,A. Horford offensive foul TURNOVER (1 TO),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,1162.0,1.0,,,,,,,,,,,,,,,,,,,
423,PT07M38.00S,2022-05-01T18:34:44.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202083,12.171484888304862,3.9215686274509802,1610612749,54,64,2022-05-01T18:41:41Z,4170000,230.0,62.0,1,left,MISS W. Matthews fadeaway 3PT,[202083],1610612749.0,MIL,fadeaway,,,Matthews,W. Matthews,,,,,,,23.86,Missed,,,,,,,,,,,,,,,,,
424,PT07M36.00S,2022-05-01T18:34:46.7Z,3,REGULAR,rebound,offensive,[],201572,,,1610612749,54,64,2022-05-01T18:34:46Z,4180000,,,0,,B. Lopez REBOUND (Off:3 Def:5),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,423.0,8.0,5.0,3.0,,,,,,,,,
426,PT07M31.00S,2022-05-01T18:34:52.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203507,6.258212877792378,56.127450980392155,1610612749,54,64,2022-05-01T18:35:07Z,4190000,-31.0,6.0,1,left,MISS G. Antetokounmpo driving reverse Layup,[203507],1610612749.0,MIL,driving reverse,,,Antetokounmpo,G. Antetokounmpo,,,,,,,3.12,Missed,,,,,,,,,,,,,,,,,
427,PT07M28.00S,2022-05-01T18:34:55.0Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,54,64,2022-05-01T18:35:07Z,4200000,,,0,,J. Brown REBOUND (Off:2 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,426.0,6.0,4.0,2.0,,,,,,,,,
428,PT07M25.00S,2022-05-01T18:34:57.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203935,92.19776609724047,46.07843137254902,1610612738,56,64,2022-05-01T18:35:15Z,4210000,-20.0,21.0,1,right,M. Smart running reverse Layup (9 PTS) (J. Brown 3 AST),"[203935, 1627759]",1610612738.0,BOS,running reverse,,,Smart,M. Smart,,,,,,,2.86,Made,9.0,J. Brown,1627759.0,3.0,,,,,,,,,,,,,
430,PT07M12.00S,2022-05-01T18:35:12.6Z,3,REGULAR,3pt,Jump Shot,[],203507,29.6484888304862,71.81372549019608,1610612749,56,64,2022-05-01T18:35:19Z,4230000,-109.0,226.0,1,left,MISS G. Antetokounmpo 25' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,25.11,Missed,,,,,,,,,,,,,,,,,
431,PT07M10.00S,2022-05-01T18:35:14.6Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,56,64,2022-05-01T18:35:19Z,4240000,,,0,,A. Horford REBOUND (Off:0 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,430.0,6.0,6.0,0.0,,,,,,,,,
432,PT07M02.00S,2022-05-01T18:35:26.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,56,64,2022-05-01T18:35:26Z,4250000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT07M02.00S,2022-05-01T18:38:26.6Z,3,REGULAR,substitution,out,[],202083,,,1610612738,56,64,2022-05-01T18:38:50Z,4260000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT07M02.00S,2022-05-01T18:38:26.6Z,3,REGULAR,substitution,in,[],1628960,,,1610612738,56,64,2022-05-01T18:38:50Z,4270000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT06M52.00S,2022-05-01T18:39:12.3Z,3,REGULAR,turnover,lost ball,[],1627759,,,1610612738,56,64,2022-05-01T18:39:16Z,4280000,,,0,,J. Brown lost ball TURNOVER (5 TO),"[1627759, 1628960]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,5.0,,,,,,,,,,,Allen,1628960.0,,,,,,,
438,PT06M52.00S,2022-05-01T18:39:12.3Z,3,REGULAR,steal,,[],1628960,,,1610612749,56,64,2022-05-01T18:39:13Z,4290000,,,0,,G. Allen STEAL (3 STL),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT06M41.00S,2022-05-01T18:39:23.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628960,17.21419185282523,40.341605392156865,1610612749,56,66,2022-05-01T18:39:32Z,4300000,48.0,109.0,1,left,G. Allen 11' driving floating Jump Shot (11 PTS),[1628960],1610612749.0,MIL,driving floating,,,Allen,G. Allen,,,,,,,11.95,Made,11.0,,,,,,,,,,,,,,,,
440,PT06M33.00S,2022-05-01T18:39:34.9Z,3,REGULAR,foul,offensive,[],203935,,,1610612738,56,66,2022-05-01T18:39:42Z,4310000,,,0,,M. Smart offensive FOUL (3 PF),"[203935, 1628960]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,1162.0,,,,,,,,,,,,,,3.0,0.0,Allen,1628960.0,,,
442,PT06M33.00S,2022-05-01T18:39:34.9Z,3,REGULAR,turnover,offensive foul,[],203935,,,1610612738,56,66,2022-05-01T18:39:34Z,4330000,,,0,,M. Smart offensive foul TURNOVER (2 TO),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,1162.0,2.0,,,,,,,,,,,,,,,,,,,
443,PT06M21.00S,2022-05-01T18:39:57.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203507,6.1268068331143235,56.127450980392155,1610612749,56,66,2022-05-01T18:40:04Z,4340000,-31.0,5.0,1,left,MISS G. Antetokounmpo driving Layup - blocked,"[203507, 201143]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,,,3.1,Missed,,,,,,,,,,,,,,,Horford,201143.0,
444,PT06M21.00S,2022-05-01T18:39:57.8Z,3,REGULAR,block,,[],201143,,,1610612749,56,66,2022-05-01T18:40:00Z,4350000,,,0,,A. Horford BLOCK (2 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT06M18.00S,2022-05-01T18:40:00.8Z,3,REGULAR,rebound,offensive,[],203507,,,1610612749,56,66,2022-05-01T18:40:04Z,4360000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:8),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,443.0,9.0,8.0,1.0,,,,,,,,,
446,PT06M16.00S,2022-05-01T18:40:03.0Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1626171,26.62614980289093,17.401960784313726,1610612749,56,66,2022-05-01T18:40:09Z,4370000,163.0,198.0,1,left,MISS B. Portis 25' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,25.63,Missed,,,,,,,,,,,,,,,,,
447,PT06M13.00S,2022-05-01T18:40:06.0Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,56,66,2022-05-01T18:40:09Z,4380000,,,0,,A. Horford REBOUND (Off:0 Def:7),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,446.0,7.0,7.0,0.0,,,,,,,,,
448,PT06M06.00S,2022-05-01T18:40:15.3Z,3,REGULAR,foul,personal,[],1626171,,,1610612738,56,66,2022-05-01T18:40:26Z,4390000,,,0,,B. Portis personal FOUL (3 PF),"[1626171, 1627759]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,2530.0,,,,,,,,,,,,,,3.0,0.0,Brown,1627759.0,,,
450,PT06M06.00S,2022-05-01T18:40:24.1Z,3,REGULAR,substitution,out,[],203507,,,1610612738,56,66,2022-05-01T18:40:35Z,4410000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT06M06.00S,2022-05-01T18:40:24.1Z,3,REGULAR,substitution,in,[],1626192,,,1610612738,56,66,2022-05-01T18:40:35Z,4420000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT06M01.00S,2022-05-01T18:40:48.3Z,3,REGULAR,foul,personal,['2freethrow'],1626192,,,1610612738,56,66,2022-05-01T18:40:56Z,4430000,,,0,,P. Connaughton shooting personal FOUL (2 PF) (Smart 2 FT),"[1626192, 203935]",1610612749.0,MIL,shooting,,,Connaughton,P. Connaughton,,,,,200832.0,,,,,,,,,,,,,,2.0,0.0,Smart,203935.0,,,
