actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
17,PT10M45.00S,2022-05-03T23:04:22.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201143,25.706307490144546,43.627450980392155,1610612738,4,0,2022-05-03T23:04:28Z,170000,32.0,189.0,1,left,A. Horford 19' Jump Shot (2 PTS) (J. Tatum 1 AST),"[201143, 1628369]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,19.18,Made,,,,,,,2.0,J. Tatum,1628369.0,1.0,,,,,,,,,
19,PT10M31.00S,2022-05-03T23:04:36.1Z,1,REGULAR,turnover,lost ball,[],201950,,,1610612749,4,0,2022-05-03T23:04:39Z,190000,,,0,,J. Holiday lost ball TURNOVER (1 TO),"[201950, 201143]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,1.0,Horford,201143.0,,,,,,
20,PT10M31.00S,2022-05-03T23:04:36.1Z,1,REGULAR,steal,,[],201143,,,1610612738,4,0,2022-05-03T23:04:37Z,200000,,,0,,A. Horford STEAL (1 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
21,PT10M16.00S,2022-05-03T23:04:51.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,5.781865965834428,97.08180147058823,1610612738,7,0,2022-05-03T23:05:00Z,210000,-235.0,2.0,1,left,J. Brown 3PT  (5 PTS) (A. Horford 2 AST),"[1627759, 201143]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.54,Made,,,,,,,5.0,A. Horford,201143.0,2.0,,,,,,,,,
23,PT09M53.00S,2022-05-03T23:05:14.0Z,1,REGULAR,2pt,Jump Shot,[],201950,76.03482260183968,37.00980392156863,1610612749,7,0,2022-05-03T23:05:20Z,230000,-65.0,173.0,1,right,MISS J. Holiday 18' step back Shot,[201950],1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,18.46,Missed,,,,,,,,,,,,,,,,,,,
24,PT09M51.00S,2022-05-03T23:05:16.0Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,7,0,2022-05-03T23:05:20Z,240000,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,
25,PT09M39.00S,2022-05-03T23:05:32.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,7,0,2022-05-03T23:05:32Z,250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PT09M33.00S,2022-05-03T23:05:57.5Z,1,REGULAR,3pt,Jump Shot,[],1628401,5.206964520367937,96.32352941176471,1610612738,7,0,2022-05-03T23:06:04Z,260000,-232.0,-4.0,1,left,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,,
27,PT09M30.00S,2022-05-03T23:06:00.5Z,1,REGULAR,rebound,defensive,[],202083,,,1610612749,7,0,2022-05-03T23:06:07Z,270000,,,0,,W. Matthews REBOUND (Off:0 Def:1),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,
28,PT09M20.00S,2022-05-03T23:06:10.1Z,1,REGULAR,2pt,Jump Shot,[],203507,89.35611038107753,22.081801470588236,1610612749,7,0,2022-05-03T23:06:18Z,280000,-140.0,48.0,1,right,MISS G. Antetokounmpo 14' turnaround fadeaway Shot,[203507],1610612749.0,MIL,turnaround fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,14.75,Missed,,,,,,,,,,,,,,,,,,,
29,PT09M17.00S,2022-05-03T23:06:13.1Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,7,0,2022-05-03T23:06:18Z,290000,,,0,,R. Williams III REBOUND (Off:0 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,28.0,2.0,2.0,0.0,,,,,,,,,,,,,
30,PT09M10.00S,2022-05-03T23:06:20.0Z,1,REGULAR,2pt,Jump Shot,[],1627759,24.917871222076215,61.274509803921575,1610612738,7,0,2022-05-03T23:06:25Z,300000,-56.0,182.0,1,left,MISS J. Brown 19' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,19.03,Missed,,,,,,,,,,,,,,,,,,,
31,PT09M08.00S,2022-05-03T23:06:22.0Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,7,0,2022-05-03T23:06:25Z,310000,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,
32,PT08M57.00S,2022-05-03T23:06:33.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,89.17542706964521,52.450980392156865,1610612749,7,0,2022-05-03T23:06:38Z,320000,12.0,49.0,1,right,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,5.08,Missed,,,,,,,,,,,,,,,,,,,
33,PT08M55.00S,2022-05-03T23:06:35.5Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,7,0,2022-05-03T23:06:38Z,330000,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,32.0,2.0,2.0,0.0,,,,,,,,,,,,,
34,PT08M40.00S,2022-05-03T23:06:50.7Z,1,REGULAR,turnover,bad pass,[],1627759,,,1610612738,7,0,2022-05-03T23:06:54Z,340000,,,0,,J. Brown bad pass TURNOVER (1 TO),"[1627759, 201950]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,1.0,Holiday,201950.0,,,,,,
35,PT08M40.00S,2022-05-03T23:06:50.7Z,1,REGULAR,steal,,[],201950,,,1610612749,7,0,2022-05-03T23:06:52Z,350000,,,0,,J. Holiday STEAL (1 STL),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT08M36.00S,2022-05-03T23:06:55.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626171,91.27792378449409,48.03921568627451,1610612749,7,2,2022-05-03T23:14:08Z,360000,-10.0,29.0,1,right,B. Portis running Layup (2 PTS) (J. Holiday 1 AST),"[1626171, 201950]",1610612749.0,MIL,running,,,Portis,B. Portis,,,,,3.11,Made,,,,,,,2.0,J. Holiday,201950.0,1.0,,,,,,,,,
38,PT08M36.00S,2022-05-03T23:06:58.6Z,1,REGULAR,foul,personal,['1freethrow'],1628401,,,1610612749,7,2,2022-05-03T23:09:06Z,380000,,,0,,D. White shooting personal FOUL (1 PF) (Portis 1 FT),"[1628401, 1626171]",1610612738.0,BOS,shooting,,,White,D. White,,,,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Portis,1626171.0,
40,PT08M36.00S,2022-05-03T23:07:10.1Z,1,REGULAR,substitution,out,[],1629057,,,1610612749,7,2,2022-05-03T23:13:54Z,405000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M36.00S,2022-05-03T23:07:10.1Z,1,REGULAR,substitution,in,[],1629684,,,1610612749,7,2,2022-05-03T23:13:54Z,412500,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M36.00S,2022-05-03T23:07:36.3Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1626171,,,1610612749,7,3,2022-05-03T23:07:49Z,420000,,,0,,B. Portis Free Throw 1 of 1 (3 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
43,PT08M19.00S,2022-05-03T23:07:50.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201143,8.229303547963205,49.26470588235294,1610612738,7,3,2022-05-03T23:07:58Z,430000,4.0,25.0,1,left,MISS A. Horford Layup - blocked,"[201143, 203507]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,2.52,Missed,Antetokounmpo,203507.0,,,,,,,,,,,,,,,,,
44,PT08M19.00S,2022-05-03T23:07:50.7Z,1,REGULAR,block,,[],203507,,,1610612738,7,3,2022-05-03T23:07:53Z,440000,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M17.00S,2022-05-03T23:07:52.7Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,7,3,2022-05-03T23:07:58Z,450000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,
46,PT08M06.00S,2022-05-03T23:08:04.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203507,86.15308804204993,44.36274509803921,1610612749,7,3,2022-05-03T23:08:12Z,460000,-28.0,78.0,1,right,MISS G. Antetokounmpo 8' Hook,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,8.27,Missed,,,,,,,,,,,,,,,,,,,
48,PT08M03.00S,2022-05-03T23:08:07.8Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,7,3,2022-05-03T23:08:12Z,480000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,46.0,1.0,1.0,0.0,,,,,,,,,,,,,
49,PT08M00.00S,2022-05-03T23:08:12.8Z,1,REGULAR,foul,personal,['2freethrow'],201572,,,1610612738,7,3,2022-05-03T23:08:23Z,490000,,,0,,B. Lopez shooting personal FOUL (1 PF) (Brown 2 FT),"[201572, 1627759]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Brown,1627759.0,
51,PT08M00.00S,2022-05-03T23:08:38.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627759,,,1610612738,8,3,2022-05-03T23:09:20Z,510000,,,0,,J. Brown Free Throw 1 of 2 (6 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,,,6.0,,,,,,,,,,,,
52,PT08M00.00S,2022-05-03T23:08:38.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627759,,,1610612738,9,3,2022-05-03T23:09:20Z,520000,,,0,,J. Brown Free Throw 2 of 2 (7 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,,,7.0,,,,,,,,,,,,
53,PT07M37.00S,2022-05-03T23:09:16.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,92.46057818659659,53.67647058823529,1610612749,9,3,2022-05-03T23:09:26Z,530000,18.0,18.0,1,right,MISS J. Holiday driving reverse Layup,[201950],1610612749.0,MIL,driving reverse,,,Holiday,J. Holiday,,,,,2.6,Missed,,,,,,,,,,,,,,,,,,,
54,PT07M35.00S,2022-05-03T23:09:18.3Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,9,3,2022-05-03T23:09:18Z,540000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,,
55,PT07M31.00S,2022-05-03T23:09:25.5Z,1,REGULAR,turnover,out-of-bounds,[],1628401,,,1610612738,9,3,2022-05-03T23:09:32Z,550000,,,0,,D. White step out-of-bounds TURNOVER (1 TO),[1628401],1610612738.0,BOS,step,,,White,D. White,,,,,,,,,,,,,,,,,1.0,,,204059.0,,,,,
56,PT07M14.00S,2022-05-03T23:09:53.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203507,93.51182654402102,20.833333333333336,1610612749,9,3,2022-05-03T23:09:59Z,560000,-146.0,8.0,1,right,MISS G. Antetokounmpo 14' turnaround Shot,[203507],1610612749.0,MIL,turnaround,,,Antetokounmpo,G. Antetokounmpo,,,,,14.6,Missed,,,,,,,,,,,,,,,,,,,
57,PT07M12.00S,2022-05-03T23:09:55.4Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,9,3,2022-05-03T23:09:59Z,570000,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,56.0,3.0,3.0,0.0,,,,,,,,,,,,,
58,PT07M05.00S,2022-05-03T23:10:06.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,9,3,2022-05-03T23:10:06Z,580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M05.00S,2022-05-03T23:10:08.6Z,1,REGULAR,substitution,out,[],201950,,,1610612738,9,3,2022-05-03T23:10:17Z,590000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M05.00S,2022-05-03T23:10:08.6Z,1,REGULAR,substitution,in,[],1628960,,,1610612738,9,3,2022-05-03T23:10:17Z,600000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M55.00S,2022-05-03T23:10:31.6Z,1,REGULAR,3pt,Jump Shot,[],1628369,25.837713534822605,79.90196078431373,1610612738,12,3,2022-05-03T23:10:35Z,610000,-150.0,190.0,1,left,J. Tatum 24' 3PT  (3 PTS) (A. Horford 3 AST),"[1628369, 201143]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.21,Made,,,,,,,3.0,A. Horford,201143.0,3.0,,,,,,,,,
63,PT06M41.00S,2022-05-03T23:10:44.8Z,1,REGULAR,3pt,Jump Shot,[],203507,74.19513797634691,82.35294117647058,1610612749,12,3,2022-05-03T23:10:50Z,630000,162.0,190.0,1,right,MISS G. Antetokounmpo 24' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,24.96,Missed,,,,,,,,,,,,,,,,,,,
64,PT06M38.00S,2022-05-03T23:10:48.2Z,1,REGULAR,rebound,offensive,[],201572,,,1610612749,12,3,2022-05-03T23:10:48Z,640000,,,0,,B. Lopez REBOUND (Off:1 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,63.0,2.0,1.0,1.0,,,,,,,,,,,,,
65,PT06M36.00S,2022-05-03T23:10:49.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626171,65.91655716162943,41.17647058823529,1610612749,12,3,2022-05-03T23:10:54Z,650000,-44.0,268.0,1,right,MISS B. Portis 27' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,27.15,Missed,,,,,,,,,,,,,,,,,,,
66,PT06M33.00S,2022-05-03T23:10:52.7Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,12,3,2022-05-03T23:10:54Z,660000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,65.0,2.0,2.0,0.0,,,,,,,,,,,,,
67,PT06M26.00S,2022-05-03T23:11:00.2Z,1,REGULAR,3pt,Jump Shot,[],1629684,23.47240473061761,84.55882352941177,1610612738,15,3,2022-05-03T23:11:05Z,670000,-173.0,168.0,1,left,G. Williams 24' 3PT  (3 PTS) (J. Tatum 2 AST),"[1629684, 1628369]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,24.11,Made,,,,,,,3.0,J. Tatum,1628369.0,2.0,,,,,,,,,
69,PT06M25.00S,2022-05-03T23:11:07.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,15,3,2022-05-03T23:11:07Z,690000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M25.00S,2022-05-03T23:14:19.2Z,1,REGULAR,substitution,out,[],202083,,,1610612749,15,3,2022-05-03T23:14:36Z,700000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M25.00S,2022-05-03T23:14:19.2Z,1,REGULAR,substitution,out,[],203507,,,1610612749,15,3,2022-05-03T23:14:36Z,710000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M25.00S,2022-05-03T23:14:19.2Z,1,REGULAR,substitution,in,[],201950,,,1610612749,15,3,2022-05-03T23:14:36Z,720000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M25.00S,2022-05-03T23:14:19.2Z,1,REGULAR,substitution,in,[],1626192,,,1610612749,15,3,2022-05-03T23:14:36Z,730000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT06M25.00S,2022-05-03T23:14:19.2Z,1,REGULAR,substitution,out,[],201143,,,1610612749,15,3,2022-05-03T23:17:12Z,735000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT06M25.00S,2022-05-03T23:14:19.2Z,1,REGULAR,substitution,in,[],1629057,,,1610612749,15,3,2022-05-03T23:17:12Z,737500,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M01.00S,2022-05-03T23:15:17.7Z,1,REGULAR,2pt,Jump Shot,[],201950,82.7365308804205,72.05882352941177,1610612749,15,3,2022-05-03T23:15:27Z,740000,110.0,110.0,1,right,MISS J. Holiday 15' turnaround Shot - blocked,"[201950, 1627759]",1610612749.0,MIL,turnaround,,,Holiday,J. Holiday,,,,,15.56,Missed,Brown,1627759.0,,,,,,,,,,,,,,,,,
77,PT06M01.00S,2022-05-03T23:15:17.7Z,1,REGULAR,block,,[],1627759,,,1610612749,15,3,2022-05-03T23:15:27Z,745000,,,0,,J. Brown BLOCK (1 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M59.00S,2022-05-03T23:15:19.7Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,15,3,2022-05-03T23:15:27Z,750000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,75.0,2.0,2.0,0.0,,,,,,,,,,,,,
78,PT05M52.00S,2022-05-03T23:15:26.3Z,1,REGULAR,3pt,Jump Shot,[],1627759,27.283180026281208,76.7156862745098,1610612738,18,3,2022-05-03T23:15:31Z,760000,-134.0,204.0,1,left,J. Brown 24' 3PT pullup (10 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,24.39,Made,,,,,,,10.0,,,,,,,,,,,,
79,PT05M36.00S,2022-05-03T23:15:42.8Z,1,REGULAR,3pt,Jump Shot,[],201950,89.70105124835742,95.58823529411765,1610612749,18,6,2022-05-03T23:15:48Z,770000,228.0,44.0,1,right,J. Holiday 3PT step back (3 PTS),[201950],1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,23.22,Made,,,,,,,3.0,,,,,,,,,,,,
80,PT05M17.00S,2022-05-03T23:16:01.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,7.966491458607096,54.166666666666664,1610612738,18,6,2022-05-03T23:16:09Z,780000,-21.0,22.0,1,left,MISS J. Tatum driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,3.06,Missed,,,,,,,,,,,,,,,,,,,
81,PT05M16.00S,2022-05-03T23:16:02.0Z,1,REGULAR,rebound,offensive,[],1628369,,,1610612738,18,6,2022-05-03T23:16:09Z,790000,,,0,,J. Tatum REBOUND (Off:1 Def:0),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,80.0,1.0,0.0,1.0,,,,,,,,,,,,,
82,PT05M15.00S,2022-05-03T23:16:06.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629684,7.966491458607096,42.15686274509804,1610612738,18,6,2022-05-03T23:17:38Z,800000,39.0,22.0,1,left,MISS G. Williams driving Layup,[1629684],1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,4.51,Missed,,,,,,,,,,,,,,,,,,,
95,PT05M12.00S,2022-05-03T23:16:09.0Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,18,6,2022-05-03T23:18:20Z,810000,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,82.0,3.0,2.0,1.0,,,,,,,,,,,,,
84,PT05M12.00S,2022-05-03T23:16:14.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629057,5.590000152587891,50.0,1610612738,20,6,2022-05-03T23:18:28Z,820000,0.0,0.0,1,left,R. Williams III tip Layup (2 PTS),[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,0.0,Made,,,,,,,2.0,,,,,,,,,,,,
86,PT04M47.00S,2022-05-03T23:16:31.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,92.9862023653088,47.05882352941176,1610612749,20,8,2022-05-03T23:16:48Z,840000,-15.0,13.0,1,right,J. Holiday driving Layup (5 PTS),[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,1.99,Made,,,,,,,5.0,,,,,,,,,,,,
87,PT04M36.00S,2022-05-03T23:16:41.7Z,1,REGULAR,3pt,Jump Shot,[],1629684,7.178055190538765,95.58823529411765,1610612738,23,8,2022-05-03T23:16:53Z,850000,-228.0,15.0,1,left,G. Williams 3PT  (6 PTS) (R. Williams III 1 AST),"[1629684, 1629057]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,22.84,Made,,,,,,,6.0,R. Williams III,1629057.0,1.0,,,,,,,,,
