actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
180,PT12M00.00S,2022-04-20T23:49:10.5Z,2,REGULAR,substitution,out,['startperiod'],201143,,,1610612738,24,33,2022-04-20T23:49:45Z,1800000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2022-04-20T23:49:10.5Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612738,24,33,2022-04-20T23:49:45Z,1810000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2022-04-20T23:49:10.5Z,2,REGULAR,substitution,out,['startperiod'],201988,,,1610612738,24,33,2022-04-20T23:49:45Z,1820000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2022-04-20T23:49:10.5Z,2,REGULAR,substitution,in,['startperiod'],1628464,,,1610612738,24,33,2022-04-20T23:49:45Z,1830000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2022-04-20T23:49:10.5Z,2,REGULAR,substitution,in,['startperiod'],202681,,,1610612738,24,33,2022-04-20T23:49:45Z,1840000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2022-04-20T23:49:10.5Z,2,REGULAR,substitution,in,['startperiod'],203552,,,1610612738,24,33,2022-04-20T23:49:45Z,1850000,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2022-04-20T23:49:41.7Z,2,REGULAR,period,start,[],0,,,1610612738,24,33,2022-04-20T23:49:46Z,1860000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT11M40.00S,2022-04-20T23:50:01.0Z,2,REGULAR,3pt,Jump Shot,[],1629684,76.42904073587385,11.76470588235294,1610612738,27,33,2022-04-20T23:50:05Z,1870000,-191.0,169.0,1,right,G. Williams 25' 3PT  (11 PTS) (J. Tatum 4 AST),"[1629684, 1628369]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,25.52,Made,11.0,J. Tatum,1628369.0,4.0,,,,,,,,,,,,,,,
189,PT11M13.00S,2022-04-20T23:50:28.5Z,2,REGULAR,3pt,Jump Shot,[],201609,32.802233902759525,42.40196078431372,1610612751,27,33,2022-04-20T23:50:34Z,1890000,38.0,256.0,1,left,MISS G. Dragic 25' 3PT,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,25.86,Missed,,,,,,,,,,,,,,,,,,,
190,PT11M09.00S,2022-04-20T23:50:32.5Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,27,33,2022-04-20T23:50:39Z,1900000,,,0,,D. Theis REBOUND (Off:0 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,189.0,1.0,1.0,0.0,,,,,,,,,
191,PT11M03.00S,2022-04-20T23:50:40.6Z,2,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,27,33,2022-04-20T23:50:46Z,1910000,,,0,,J. Tatum lost ball out-of-bounds TURNOVER (1 TO),[1628369],1610612738.0,BOS,lost ball,,,Tatum,J. Tatum,,,,,,,,,,,2715.0,1.0,,,,,,,,,,,,,
192,PT10M45.00S,2022-04-20T23:50:59.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202681,8.015768725361367,53.45435049019608,1610612751,27,35,2022-04-20T23:51:06Z,1920000,-17.0,23.0,1,left,K. Irving driving Layup (4 PTS),[202681],1610612751.0,BKN,driving,,,Irving,K. Irving,,,,,2.86,Made,4.0,,,,,,,,,,,,,,,,,,
193,PT10M25.00S,2022-04-20T23:51:21.2Z,2,REGULAR,foul,personal,[],201609,,,1610612738,27,35,2022-04-20T23:51:29Z,1930000,,,0,,G. Dragic personal FOUL (1 PF),"[201609, 1628369]",1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,2715.0,,,,,,1.0,0.0,Tatum,1628369.0,,,,,
195,PT10M25.00S,2022-04-20T23:51:29.9Z,2,REGULAR,substitution,out,[],1629651,,,1610612738,27,35,2022-04-20T23:51:32Z,1950000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT10M25.00S,2022-04-20T23:51:29.9Z,2,REGULAR,substitution,in,[],203083,,,1610612738,27,35,2022-04-20T23:51:32Z,1960000,,,0,,SUB in: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT10M18.00S,2022-04-20T23:51:49.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628464,92.46057818659659,50.73529411764706,1610612738,29,35,2022-04-20T23:51:53Z,1970000,4.0,18.0,1,right,D. Theis cutting Layup (6 PTS) (J. Tatum 5 AST),"[1628464, 1628369]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,1.88,Made,6.0,J. Tatum,1628369.0,5.0,,,,,,,,,,,,,,,
199,PT10M02.00S,2022-04-20T23:52:08.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,29,35,2022-04-20T23:52:08Z,1990000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT10M02.00S,2022-04-20T23:52:10.3Z,2,REGULAR,substitution,out,[],1630202,,,1610612751,29,35,2022-04-20T23:52:12Z,2000000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT10M02.00S,2022-04-20T23:52:10.3Z,2,REGULAR,substitution,in,[],1627759,,,1610612751,29,35,2022-04-20T23:52:12Z,2010000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M55.00S,2022-04-20T23:52:28.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201609,8.754927726675426,53.92156862745098,1610612751,29,37,2022-04-20T23:52:33Z,2020000,-20.0,30.0,1,left,G. Dragic driving finger roll Layup (5 PTS),[201609],1610612751.0,BKN,driving finger roll,,,Dragic,G. Dragic,,,,,3.57,Made,5.0,,,,,,,,,,,,,,,,,,
203,PT09M39.00S,2022-04-20T23:52:44.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.11760840998686,61.51960784313726,1610612738,29,37,2022-04-20T23:52:50Z,2030000,58.0,12.0,1,right,MISS J. Tatum driving Layup - blocked,"[1628369, 203083]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,5.89,Missed,,,,,,,,,,,,,,,Drummond,203083.0,,,
204,PT09M39.00S,2022-04-20T23:52:44.3Z,2,REGULAR,block,,[],203083,,,1610612738,29,37,2022-04-20T23:52:46Z,2040000,,,0,,A. Drummond BLOCK (1 BLK),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M36.00S,2022-04-20T23:52:47.3Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612751,29,37,2022-04-20T23:52:50Z,2050000,,,0,,B. Brown REBOUND (Off:1 Def:2),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,203.0,3.0,2.0,1.0,,,,,,,,,
206,PT09M34.00S,2022-04-20T23:52:49.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203552,7.178055190538765,97.30392156862744,1610612751,29,40,2022-04-20T23:53:11Z,2060000,-237.0,15.0,1,left,S. Curry 3PT  (6 PTS) (B. Brown 2 AST),"[203552, 1628971]",1610612751.0,BKN,,,,Curry,S. Curry,,,,,23.7,Made,6.0,B. Brown,1628971.0,2.0,,,,,,,,,,,,,,,
209,PT09M20.00S,2022-04-20T23:53:30.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628464,92.32917214191852,47.549019607843135,1610612738,31,40,2022-04-20T23:53:34Z,2090000,-12.0,20.0,1,right,D. Theis cutting Layup (8 PTS) (J. Brown 1 AST),"[1628464, 1627759]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,2.31,Made,8.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,,,
211,PT09M02.00S,2022-04-20T23:53:51.5Z,2,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612751,31,40,2022-04-20T23:54:01Z,2110000,,,0,,G. Williams shooting personal FOUL (2 PF) (Drummond 2 FT),"[1629684, 203083]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,2715.0,,,,,,2.0,0.0,Drummond,203083.0,,,,,
213,PT09M02.00S,2022-04-20T23:54:19.2Z,2,REGULAR,freethrow,1 of 2,[],203083,,,1610612751,31,40,2022-04-20T23:54:19Z,2130000,,,0,,MISS A. Drummond Free Throw 1 of 2,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,Missed,,,,,,,,,,,,,,,,,,,
214,PT09M02.00S,2022-04-20T23:54:19.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,31,40,2022-04-20T23:54:19Z,2140000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,213.0,,,,,,,,,,,,
215,PT09M02.00S,2022-04-20T23:54:21.3Z,2,REGULAR,substitution,out,[],201609,,,1610612751,31,40,2022-04-20T23:54:34Z,2150000,,,0,,SUB out: G. Dragic,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M02.00S,2022-04-20T23:54:21.3Z,2,REGULAR,substitution,in,[],201142,,,1610612751,31,40,2022-04-20T23:54:34Z,2160000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M02.00S,2022-04-20T23:54:45.8Z,2,REGULAR,freethrow,2 of 2,[],203083,,,1610612751,31,41,2022-04-20T23:54:45Z,2170000,,,0,,A. Drummond Free Throw 2 of 2 (1 PTS),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
218,PT08M46.00S,2022-04-20T23:55:04.7Z,2,REGULAR,3pt,Jump Shot,[],203935,89.56964520367937,4.901960784313726,1610612738,31,41,2022-04-20T23:55:10Z,2180000,-225.0,46.0,1,right,MISS M. Smart 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,23.0,Missed,,,,,,,,,,,,,,,,,,,
219,PT08M43.00S,2022-04-20T23:55:07.7Z,2,REGULAR,rebound,defensive,[],203083,,,1610612751,31,41,2022-04-20T23:55:10Z,2190000,,,0,,A. Drummond REBOUND (Off:0 Def:3),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,218.0,3.0,3.0,0.0,,,,,,,,,
220,PT08M38.00S,2022-04-20T23:55:11.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628971,6.389618922470433,52.69607843137255,1610612751,31,43,2022-04-20T23:55:16Z,2200000,-13.0,8.0,1,left,B. Brown alley-oop DUNK (14 PTS) (S. Curry 2 AST),"[1628971, 203552]",1610612751.0,BKN,alley-oop,,,Brown,B. Brown,,,,,1.55,Made,14.0,S. Curry,203552.0,2.0,,,,,,,,,,,,,,,
222,PT08M18.00S,2022-04-20T23:55:35.3Z,2,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,31,43,2022-04-20T23:55:40Z,2220000,,,0,,M. Smart lost ball out-of-bounds TURNOVER (2 TO),[203935],1610612738.0,BOS,lost ball,,,Smart,M. Smart,,,,,,,,,,,2715.0,2.0,,,,,,,,,,,,,
223,PT08M01.00S,2022-04-20T23:55:57.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203552,35.43035479632063,67.64705882352942,1610612751,31,43,2022-04-20T23:56:02Z,2230000,-88.0,281.0,1,left,MISS S. Curry 29' pullup 3PT,[203552],1610612751.0,BKN,pullup,,,Curry,S. Curry,,,,,29.4,Missed,,,,,,,,,,,,,,,,,,,
224,PT07M58.00S,2022-04-20T23:56:00.5Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,31,43,2022-04-20T23:56:00Z,2240000,,,0,,D. Theis REBOUND (Off:0 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,223.0,2.0,2.0,0.0,,,,,,,,,
225,PT07M50.00S,2022-04-20T23:56:08.0Z,2,REGULAR,3pt,Jump Shot,[],1627759,68.01905387647832,30.14705882352941,1610612738,31,43,2022-04-20T23:56:13Z,2250000,-99.0,248.0,1,right,MISS J. Brown 26' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,26.72,Missed,,,,,,,,,,,,,,,,,,,
226,PT07M47.00S,2022-04-20T23:56:11.0Z,2,REGULAR,rebound,defensive,[],202681,,,1610612751,31,43,2022-04-20T23:56:13Z,2260000,,,0,,K. Irving REBOUND (Off:0 Def:3),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,225.0,3.0,3.0,0.0,,,,,,,,,
227,PT07M33.00S,2022-04-20T23:56:25.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,16.507884362680684,49.754901960784316,1610612751,31,43,2022-04-20T23:56:32Z,2270000,1.0,103.0,1,left,MISS B. Brown 10' floating Shot,[1628971],1610612751.0,BKN,floating,,,Brown,B. Brown,,,,,10.27,Missed,,,,,,,,,,,,,,,,,,,
228,PT07M30.00S,2022-04-20T23:56:28.2Z,2,REGULAR,rebound,offensive,[],202681,,,1610612751,31,43,2022-04-20T23:56:32Z,2280000,,,0,,K. Irving REBOUND (Off:1 Def:3),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,227.0,4.0,3.0,1.0,,,,,,,,,
229,PT07M28.00S,2022-04-20T23:56:29.9Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],202681,13.61695137976347,70.83333333333334,1610612751,31,45,2022-04-20T23:56:35Z,2290000,-104.0,75.0,1,left,K. Irving 12' fadeaway bank Jump Shot (6 PTS),[202681],1610612751.0,BKN,fadeaway bank,,,Irving,K. Irving,,,,,12.87,Made,6.0,,,,,,,,,,,,,,,,,,
230,PT07M28.00S,2022-04-20T23:56:34.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,31,45,2022-04-20T23:56:34Z,2300000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M13.00S,2022-04-21T00:00:32.2Z,2,REGULAR,foul,personal,['2freethrow'],203083,,,1610612738,31,45,2022-04-21T00:00:38Z,2310000,,,0,,A. Drummond shooting personal FOUL (2 PF) (Smart 2 FT),"[203083, 203935]",1610612751.0,BKN,shooting,,,Drummond,A. Drummond,,,,,,,,,,,1627962.0,,,,,,2.0,0.0,Smart,203935.0,,,,,
233,PT07M13.00S,2022-04-21T00:00:53.9Z,2,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,32,45,2022-04-21T00:01:15Z,2330000,,,0,,M. Smart Free Throw 1 of 2 (1 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
234,PT07M13.00S,2022-04-21T00:00:53.9Z,2,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,32,45,2022-04-21T00:01:15Z,2340000,,,0,,MISS M. Smart Free Throw 2 of 2,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Missed,,,,,,,,,,,,,,,,,,,
235,PT07M12.00S,2022-04-21T00:00:54.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,32,45,2022-04-21T00:01:15Z,2350000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,234.0,,,,,,,,,,,,
236,PT07M12.00S,2022-04-21T00:01:15.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,32,45,2022-04-21T00:01:15Z,2360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M04.00S,2022-04-21T00:01:34.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203935,85.23324572930355,96.32352941176471,1610612738,35,45,2022-04-21T00:01:39Z,2370000,232.0,86.0,1,right,M. Smart 24' 3PT  (4 PTS) (D. Theis 1 AST),"[203935, 1628464]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,24.72,Made,4.0,D. Theis,1628464.0,1.0,,,,,,,,,,,,,,,
239,PT06M45.00S,2022-04-21T00:01:56.7Z,2,REGULAR,turnover,out-of-bounds,[],1628971,,,1610612751,35,45,2022-04-21T00:02:01Z,2390000,,,0,,B. Brown lost ball out-of-bounds TURNOVER (1 TO),[1628971],1610612751.0,BKN,lost ball,,,Brown,B. Brown,,,,,,,,,,,1627962.0,1.0,,,,,,,,,,,,,
240,PT06M38.00S,2022-04-21T00:02:06.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203935,92.85479632063075,51.71568627450981,1610612738,37,45,2022-04-21T00:02:14Z,2400000,9.0,15.0,1,right,M. Smart driving reverse Layup (6 PTS),[203935],1610612738.0,BOS,driving reverse,,,Smart,M. Smart,,,,,1.7,Made,6.0,,,,,,,,,,,,,,,,,,
241,PT06M34.00S,2022-04-21T00:02:14.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,37,45,2022-04-21T00:02:14Z,2410000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M28.00S,2022-04-21T00:06:06.8Z,2,REGULAR,2pt,Jump Shot,[],201142,18.74178712220762,76.47058823529412,1610612751,37,45,2022-04-21T00:06:16Z,2420000,-132.0,124.0,1,left,MISS K. Durant 18' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,18.12,Missed,,,,,,,,,,,,,,,,,,,
243,PT06M24.00S,2022-04-21T00:06:10.3Z,2,REGULAR,rebound,offensive,[],203083,,,1610612751,37,45,2022-04-21T00:06:10Z,2430000,,,0,,A. Drummond REBOUND (Off:1 Def:3),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,242.0,4.0,3.0,1.0,,,,,,,,,
244,PT06M21.00S,2022-04-21T00:06:13.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203083,7.5722733245729295,48.03921568627451,1610612751,37,47,2022-04-21T00:06:23Z,2440000,10.0,19.0,1,left,A. Drummond putback DUNK (3 PTS),[203083],1610612751.0,BKN,putback,,,Drummond,A. Drummond,,,,,2.11,Made,3.0,,,,,,,,,,,,,,,,,,
245,PT05M54.00S,2022-04-21T00:06:40.0Z,2,REGULAR,3pt,Jump Shot,[],203935,67.62483574244416,64.4607843137255,1610612738,37,47,2022-04-21T00:07:15Z,2450000,72.0,252.0,1,right,MISS M. Smart 26' pullup 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,26.2,Missed,,,,,,,,,,,,,,,,,,,
246,PT05M52.00S,2022-04-21T00:06:42.0Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612751,37,47,2022-04-21T00:06:44Z,2460000,,,0,,B. Brown REBOUND (Off:1 Def:3),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,245.0,4.0,3.0,1.0,,,,,,,,,
247,PT05M44.00S,2022-04-21T00:06:55.2Z,2,REGULAR,violation,kicked ball,[],1628464,,,1610612751,37,47,2022-04-21T00:07:03Z,2470000,,,0,,D. Theis kicked ball VIOLATION,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,204059.0,,,,,,,,,,,,,,
248,PT05M36.00S,2022-04-21T00:07:13.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203083,9.017739816031538,47.05882352941176,1610612751,37,47,2022-04-21T00:07:24Z,2480000,15.0,32.0,1,left,MISS A. Drummond DUNK,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,3.55,Missed,,,,,,,,,,,,,,,,,,,
249,PT05M35.00S,2022-04-21T00:07:14.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,37,47,2022-04-21T00:07:24Z,2490000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,248.0,,,,,,,,,,,,
250,PT05M35.00S,2022-04-21T00:07:22.6Z,2,REGULAR,foul,personal,[],1627759,,,1610612751,37,47,2022-04-21T00:07:30Z,2500000,,,0,,J. Brown loose ball personal FOUL (1 PF),"[1627759, 1628971]",1610612738.0,BOS,loose ball,,,Brown,J. Brown,,,,,,,,,,,2715.0,,,,,,1.0,0.0,Brown,1628971.0,,,,,
252,PT05M35.00S,2022-04-21T00:07:32.3Z,2,REGULAR,substitution,out,[],1628464,,,1610612751,37,47,2022-04-21T00:07:36Z,2520000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M35.00S,2022-04-21T00:07:32.3Z,2,REGULAR,substitution,in,[],201143,,,1610612751,37,47,2022-04-21T00:07:36Z,2530000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M27.00S,2022-04-21T00:07:50.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'defensivegoaltending']",203552,9.280551905387648,59.55882352941176,1610612751,37,49,2022-04-21T00:08:20Z,2540000,-48.0,35.0,1,left,S. Curry driving Layup (8 PTS),[203552],1610612751.0,BKN,driving,,,Curry,S. Curry,,,,,5.91,Made,8.0,,,,,,,,,,,,,,,,,,
257,PT05M27.00S,2022-04-21T00:08:07.1Z,2,REGULAR,violation,defensive goaltending,[],201143,,,1610612751,37,49,2022-04-21T00:08:14Z,2570000,,,0,,A. Horford defensive goaltending VIOLATION,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,1627962.0,,,,,,,,,,,,,,
258,PT05M15.00S,2022-04-21T00:08:27.1Z,2,REGULAR,turnover,bad pass,[],203935,,,1610612738,37,49,2022-04-21T00:08:30Z,2580000,,,0,,M. Smart bad pass TURNOVER (3 TO),"[203935, 203083]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,3.0,,,,,,,,,,,Drummond,203083.0,
259,PT05M15.00S,2022-04-21T00:08:27.1Z,2,REGULAR,steal,,[],203083,,,1610612751,37,49,2022-04-21T00:08:28Z,2590000,,,0,,A. Drummond STEAL (2 STL),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M11.00S,2022-04-21T00:08:31.3Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203552,28.465834428383708,22.794117647058822,1610612751,37,49,2022-04-21T00:09:08Z,2600000,136.0,215.0,1,left,MISS S. Curry 25' running 3PT,[203552],1610612751.0,BKN,running,,,Curry,S. Curry,,,,,25.45,Missed,,,,,,,,,,,,,,,,,,,
261,PT05M08.00S,2022-04-21T00:08:34.3Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,37,49,2022-04-21T00:08:36Z,2610000,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,260.0,2.0,2.0,0.0,,,,,,,,,
262,PT05M01.00S,2022-04-21T00:08:42.0Z,2,REGULAR,foul,personal,['2freethrow'],203552,,,1610612738,37,49,2022-04-21T00:08:54Z,2620000,,,0,,S. Curry shooting personal FOUL (2 PF) (Williams 2 FT),"[203552, 1629684]",1610612751.0,BKN,shooting,,,Curry,S. Curry,,,,,,,,,,,1627962.0,,,,,,2.0,0.0,Williams,1629684.0,,,,,
264,PT05M01.00S,2022-04-21T00:09:10.9Z,2,REGULAR,freethrow,1 of 2,[],1629684,,,1610612738,38,49,2022-04-21T00:09:10Z,2640000,,,0,,G. Williams Free Throw 1 of 2 (12 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
265,PT05M01.00S,2022-04-21T00:09:12.0Z,2,REGULAR,substitution,out,[],203083,,,1610612738,38,49,2022-04-21T00:09:18Z,2650000,,,0,,SUB out: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT05M01.00S,2022-04-21T00:09:12.0Z,2,REGULAR,substitution,out,[],202681,,,1610612738,38,49,2022-04-21T00:09:18Z,2660000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M01.00S,2022-04-21T00:09:12.0Z,2,REGULAR,substitution,in,[],1629651,,,1610612738,38,49,2022-04-21T00:09:18Z,2670000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT05M01.00S,2022-04-21T00:09:12.0Z,2,REGULAR,substitution,in,[],201609,,,1610612738,38,49,2022-04-21T00:09:18Z,2680000,,,0,,SUB in: G. Dragic,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M01.00S,2022-04-21T00:09:40.4Z,2,REGULAR,freethrow,2 of 2,[],1629684,,,1610612738,39,49,2022-04-21T00:09:40Z,2690000,,,0,,G. Williams Free Throw 2 of 2 (13 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
270,PT04M45.00S,2022-04-21T00:09:56.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201609,17.821944809461236,39.950980392156865,1610612751,39,51,2022-04-21T00:10:00Z,2700000,50.0,115.0,1,left,G. Dragic 12' turnaround Jump Shot (7 PTS),[201609],1610612751.0,BKN,turnaround,,,Dragic,G. Dragic,,,,,12.55,Made,7.0,,,,,,,,,,,,,,,,,,
271,PT04M39.00S,2022-04-21T00:10:05.8Z,2,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,39,51,2022-04-21T00:10:12Z,2710000,,,0,,J. Brown step out-of-bounds TURNOVER (3 TO),[1627759],1610612738.0,BOS,step,,,Brown,J. Brown,,,,,,,,,,,2715.0,3.0,,,,,,,,,,,,,
